ticker,status,start_date,end_date,n_observations,missingness_pct,failed_download,diagnostic_label
AVGO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BRO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BF-B,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BLDR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BXP,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHRW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CDNS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPB,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COF,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAH,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CCL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CARR,OK,2020-03-19,2026-04-29,1536,3.34,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVNA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CASY,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CBOE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CBRE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CDW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CNC,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CNP,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CF,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
SCHW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHTR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CB,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CIEN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CI,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CINF,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTAS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSCO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
C,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CFG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CLX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CME,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
KO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTSH,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COHR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COIN,OK,2021-04-14,2026-04-29,1267,20.26,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMCSA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FIX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COP,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ED,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
STZ,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CEG,OK,2022-01-19,2026-04-29,1073,32.47,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPRT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GLW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPAY,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTVA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSGP,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COST,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRH,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRWD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CCI,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMI,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DHR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DRI,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DDOG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DECK,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DELL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DAL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DXCM,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FANG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DLR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DLTR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
D,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DPZ,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DASH,OK,2020-12-09,2026-04-29,1352,14.92,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DOV,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DOW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DHI,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DTE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DUK,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ETN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EBAY,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
SATS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ECL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EIX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EW,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ELV,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EME,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EMR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ETR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EOG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EPAM,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EFX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQIX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ERIE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ESS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EVRG,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ES,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXC,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXE,OK,2021-02-10,2026-04-29,1310,17.56,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXPE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXPD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
XOM,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FFIV,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FDS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FICO,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FAST,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FRT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FDX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FIS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FITB,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FSLR,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FISV,OK,2020-01-02,2026-04-29,1588,0.06,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
F,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FTNT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FTV,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FOXA,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FOX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BEN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FCX,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GRMN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IT,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GE,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEHC,OK,2022-12-15,2026-04-29,844,46.88,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEV,OK,2024-03-27,2026-04-29,524,67.02,True,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GNRC,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GIS,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GM,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GPC,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GILD,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GPN,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GL,OK,2020-01-02,2026-04-29,1589,0.0,False,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
