cik10,company_name,sec_terminal_date,completion_accession,completion_items,nearby_25_nse,notice_accessions,later_periodic_filing,terminal_reason
0000084129,RITE AID CORP,2023-12-27,0001104659-23-129388,1.01|1.03|8.01|9.01,True,0001143313-23-000135,False,bankruptcy_equity_termination
0001801777,APPLIED MOLECULAR TRANSPORT INC.,2023-12-28,0001354457-23-001011,,True,0001354457-23-001011,False,form25_plus_form15_no_later_periodic
0000842183,RPT REALTY,2024-01-03,0001140361-24-000248,1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0000876661-24-000002,False,completion_8k
0000897429,"CHICO'S FAS, INC.",2024-01-05,0000950142-24-000046,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000014,False,completion_8k
0001031029,"STARTEK, INC.",2024-01-05,0001140361-24-000842,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0000876661-24-000012,False,completion_8k
0001293310,"HUMANIGEN, INC",2024-01-08,0001214659-24-000421,1.01|1.03|2.03|7.01|9.01,True,0001354457-23-000764,False,bankruptcy_equity_termination
0001635650,GREEN PLAINS PARTNERS LP,2024-01-09,0001635650-24-000003,2.01|3.01|3.03|5.02|7.01|9.01,True,0001354457-24-000011,False,completion_8k
0001742924,LIVENT CORP.,2024-01-10,0000876661-24-000021,,True,0000876661-24-000021,False,form25_plus_form15_no_later_periodic
0000315858,BLUEGREEN VACATIONS HOLDING CORP,2024-01-17,0001193125-24-008970,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000047,False,completion_8k
0001576263,"MIRATI THERAPEUTICS, INC.",2024-01-23,0001140361-24-003287,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000023,False,completion_8k
0001308606,"SPIRIT REALTY CAPITAL, INC.",2024-01-24,0001193125-24-013577,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000059,False,completion_8k
0001863105,"ENGAGESMART, INC.",2024-01-26,0001193125-24-016530,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000066,False,completion_8k
0001776197,AKUMIN INC.,2024-02-07,0001193125-24-025866,1.01|1.02|1.03|2.03|3.02|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000872,False,bankruptcy_equity_termination
0000855654,"IMMUNOGEN, INC.",2024-02-12,0001104659-24-013712,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000070,False,completion_8k
0001501134,INVITAE CORP,2024-02-14,0001501134-24-000016,1.01|1.03|2.04|7.01|8.01|9.01,True,0000876661-24-000106,False,bankruptcy_equity_termination
0001719395,"EARGO, INC.",2024-02-16,0001140361-24-008279,2.01|3.01|3.03|5.03|8.01|9.01,True,0001354457-24-000096,False,completion_8k
0001826018,"ROVER GROUP, INC.",2024-02-27,0001628280-24-007068,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000113,False,completion_8k
0001698113,"PARTS ID, INC.",2024-02-28,0001213900-24-018089,1.03|3.03|5.02|8.01|9.01,True,0001143362-24-000006,False,bankruptcy_equity_termination
0001475348,LUTHER BURBANK CORP,2024-03-01,0001193125-24-053876,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000120,False,completion_8k
0001574540,PHYSICIANS REALTY TRUST,2024-03-01,0001104659-24-029662,1.01|1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0000876661-24-000123,False,completion_8k
0001856608,"SOVOS BRANDS, INC.",2024-03-12,0001104659-24-033282,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000139,False,completion_8k
0001353283,SPLUNK INC,2024-03-18,0001104659-24-035289,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000151,False,completion_8k
0001771917,"KARUNA THERAPEUTICS, INC.",2024-03-18,0001140361-24-013728,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000152,False,completion_8k
0001689923,"ALTERYX, INC.",2024-03-19,0001193125-24-070837,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000195,False,completion_8k
0001042074,"CYMABAY THERAPEUTICS, INC.",2024-03-22,0001193125-24-074701,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000200,False,completion_8k
0001711291,CURO GROUP HOLDINGS CORP.,2024-03-25,0001104659-24-038503,1.01|1.03|2.04|7.01|9.01,True,0000876661-24-000162,False,bankruptcy_equity_termination
0001354327,"PGT INNOVATIONS, INC.",2024-03-28,0000950103-24-004518,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000238,False,completion_8k
0000741516,AMERICAN NATIONAL BANKSHARES INC.,2024-04-01,0001104659-24-041548,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000214,False,completion_8k
0000928022,CALLON PETROLEUM CO,2024-04-01,0001193125-24-083393,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000247,False,completion_8k
0001449488,CSI COMPRESSCO LP,2024-04-01,0001193125-24-083531,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000216,False,completion_8k
0001823882,AIRSPAN NETWORKS HOLDINGS INC.,2024-04-01,0001829126-24-002060,1.01|1.03|2.04|7.01|8.01|9.01,True,0000876661-24-000267,False,bankruptcy_equity_termination
0001642453,"DASEKE, INC.",2024-04-02,0000950170-24-040388,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000220,False,completion_8k
0001676479,"CAPSTAR FINANCIAL HOLDINGS, INC.",2024-04-02,0001104659-24-042534,1.01|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000213,False,completion_8k
0001426332,NGM BIOPHARMACEUTICALS INC,2024-04-05,0001193125-24-088076,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000235,False,completion_8k
0001322439,EAGLE BULK SHIPPING INC.,2024-04-09,0001628280-24-015450,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000259,False,completion_8k
0000054381,KAMAN CORP,2024-04-19,0001140361-24-020740,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000288,False,completion_8k
0001483510,"EXPRESS, INC.",2024-04-22,0001193125-24-103828,1.03|2.03|2.04|5.02|7.01|9.01,True,0000876661-24-000164,False,bankruptcy_equity_termination
0001078207,"NAUTILUS, INC.",2024-04-23,0001078207-24-000067,1.02|1.03|2.01|5.02|5.03|9.01,True,0000876661-24-000181,False,bankruptcy_equity_termination
0001277250,"CHARGE ENTERPRISES, INC.",2024-04-30,0001437749-24-013906,1.03|5.02|8.01|9.01,True,0001354457-24-000256,False,bankruptcy_equity_termination
0001834585,JOANN INC.,2024-05-01,0001193125-24-125839,1.01|1.03|3.02|3.03|5.02|5.03|7.01|9.01,True,0001354457-24-000261,False,bankruptcy_equity_termination
0000811808,"SUMMIT FINANCIAL GROUP, INC.",2024-05-03,0001437749-24-014543,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000322,False,completion_8k
0001038357,PIONEER NATURAL RESOURCES CO,2024-05-03,0001193125-24-130052,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.04|9.01,True,0000876661-24-000321,False,completion_8k
0001749704,"AGILITI, INC. DE",2024-05-07,0001193125-24-132655,1.01|2.01|2.03|3.01|3.03|5.03|8.01|9.01,True,0000876661-24-000335,False,completion_8k
0001823575,"ZEROFOX HOLDINGS, INC.",2024-05-13,0001193125-24-136801,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000331,False,completion_8k
0001893325,SCREAMING EAGLE ACQUISITION CORP.,2024-05-14,0001354457-24-000333,,True,0001354457-24-000333,False,form25_plus_form15_no_later_periodic
0000893691,MASONITE INTERNATIONAL CORP,2024-05-15,0001193125-24-139523,1.02|2.01|3.01|3.03|5.01|5.02|7.01|9.01,True,0000876661-24-000351,False,completion_8k
0000809248,"CARROLS RESTAURANT GROUP, INC.",2024-05-16,0001140361-24-026400,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000344,False,completion_8k
0000846901,LAKELAND BANCORP INC,2024-05-16,0001193125-24-140117,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000337,False,completion_8k
0001059262,SP PLUS CORP,2024-05-16,0001193125-24-140235,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000351,False,completion_8k
0001811856,"VIEW, INC.",2024-05-24,0001193125-24-146158,1.01|1.03|2.03|3.02|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000302,False,bankruptcy_equity_termination
0001628945,CUE HEALTH INC.,2024-05-28,0001193125-24-148163,1.02|1.03|3.01|5.02|7.01|9.01,True,0001354457-24-000450,False,bankruptcy_equity_termination
0001739614,"INHIBRX, INC.",2024-05-30,0001104659-24-066650,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000361,False,completion_8k
0001642545,"SHOCKWAVE MEDICAL, INC.",2024-05-31,0001193125-24-151730,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-24-000366,False,completion_8k
0001110805,NUSTAR ENERGY L.P.,2024-06-03,0000876661-24-000447,,True,0000876661-24-000447,False,form25_plus_form15_no_later_periodic
0001333835,CASA SYSTEMS INC,2024-06-10,0001193125-24-157575,1.02|1.03|2.01|3.03|5.02|8.01|9.01,True,0001354457-24-000303,False,bankruptcy_equity_termination
0001654151,"DECIPHERA PHARMACEUTICALS, INC.",2024-06-11,0001193125-24-158772,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000399,False,completion_8k
0001856430,SNAP ONE HOLDINGS CORP.,2024-06-14,0001104659-24-071779,1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000406,False,completion_8k
0001651944,"DERMTECH, INC.",2024-06-18,0001651944-24-000060,1.03|2.05|5.02|8.01|9.01,True,0001354457-24-000514,False,bankruptcy_equity_termination
0001838672,"ADTHEORENT HOLDING COMPANY, INC.",2024-06-21,0001140361-24-030833,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000421,False,completion_8k
0001720990,FISKER INC./DE,2024-06-24,0001193125-24-167032,1.03|2.04,True,0000876661-24-000265,False,bankruptcy_equity_termination
0001401708,NANOSTRING TECHNOLOGIES INC,2024-06-26,0001401708-24-000129,1.03|3.03|5.01|5.02|8.01,True,0001354457-24-000250,False,bankruptcy_equity_termination
0001118417,"MODEL N, INC.",2024-06-27,0001193125-24-170493,1.01|2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-24-000530,False,completion_8k
0001859285,HIRERIGHT HOLDINGS CORP,2024-06-28,0001140361-24-031658,1.01|2.01|2.03|3.01|3.03|5.02|5.03|8.01|9.01,True,0000876661-24-000534,False,completion_8k
0000806279,CODORUS VALLEY BANCORP INC,2024-07-01,0001140361-24-031866,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000458,False,completion_8k
0001101396,"DELTA APPAREL, INC",2024-07-01,0001437749-24-021637,1.01|1.03|2.04|5.02|7.01|9.01,True,0001143313-24-000066,False,bankruptcy_equity_termination
0001820877,APARTMENT INCOME REIT CORP.,2024-07-01,0001140361-24-032015,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0000876661-24-000536,False,completion_8k
0000701374,SIX FLAGS ENTERTAINMENT CORP,2024-07-02,0000876661-24-000551,,True,0000876661-24-000551,False,form25_plus_form15_no_later_periodic
0000811532,CEDAR FAIR L P,2024-07-02,0000876661-24-000552,,True,0000876661-24-000552,False,form25_plus_form15_no_later_periodic
0000850460,ENCORE WIRE CORP,2024-07-02,0000850460-24-000070,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000466,False,completion_8k
0001437352,"EVERBRIDGE, INC.",2024-07-02,0001193125-24-173902,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000467,False,completion_8k
0001635984,"NATIONAL WESTERN LIFE GROUP, INC.",2024-07-09,0001635984-24-000019,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-24-000472,False,completion_8k
0001732845,WESTROCK CO,2024-07-09,0000950142-24-001867,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000561,False,completion_8k
0000075208,OVERSEAS SHIPHOLDING GROUP INC,2024-07-10,0001493152-24-026750,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000571,False,completion_8k
0001340122,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",2024-07-10,0001193125-24-177303,1.02|2.01|3.01|5.01|5.03|5.07|9.01,False,,False,completion_8k
0000711772,CAMBRIDGE BANCORP,2024-07-15,0001193125-24-179013,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000486,False,completion_8k
0000730255,CALAMP CORP.,2024-07-17,0001193125-24-180486,1.03|9.01,True,0001354457-24-000448,False,bankruptcy_equity_termination
0001814329,"ASTRA SPACE, INC.",2024-07-18,0001193125-24-180782,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000492,False,completion_8k
0001747009,EQUITRANS MIDSTREAM CORP,2024-07-22,0001104659-24-081368,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000595,False,completion_8k
0001017480,HIBBETT INC,2024-07-25,0001140361-24-034113,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000530,False,completion_8k
0001223389,CONNS INC,2024-07-25,0001193125-24-184837,1.03|2.03|2.04|8.01|9.01,True,0001354457-24-000657,False,bankruptcy_equity_termination
0000351817,"SILVERBOW RESOURCES, INC.",2024-07-30,0001193125-24-188988,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0000876661-24-000611,False,completion_8k
0001524741,"U.S. SILICA HOLDINGS, INC.",2024-08-01,0000876661-24-000615,,True,0000876661-24-000615,False,form25_plus_form15_no_later_periodic
0001549922,"SUMMIT MIDSTREAM PARTNERS, LP",2024-08-01,0001013762-24-003496,2.01|3.01|3.03|5.01|5.03|9.01,True,0000876661-24-000617,False,completion_8k
0001805387,"CEREVEL THERAPEUTICS HOLDINGS, INC.",2024-08-01,0001193125-24-190764,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000549,False,completion_8k
0001832433,FERGUSON PLC,2024-08-01,0001193125-24-191090,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000619,False,completion_8k
0001753706,"WHOLE EARTH BRANDS, INC.",2024-08-05,0001140361-24-035639,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000552,False,completion_8k
0001834045,"VINTAGE WINE ESTATES, INC.",2024-08-05,0001193125-24-194064,,True,0001193125-24-194064,False,form25_plus_form15_no_later_periodic
0001431959,META MATERIALS INC.,2024-08-09,0000950170-24-094376,1.03|5.02,True,0001354457-24-000709,False,bankruptcy_equity_termination
0001679363,"MORPHIC HOLDING, INC.",2024-08-16,0001193125-24-202123,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000577,False,completion_8k
0001828248,CHURCHILL CAPITAL CORP VII,2024-08-19,0001354457-24-000582,,True,0001354457-24-000582,False,form25_plus_form15_no_later_periodic
0000701288,ATRION CORP,2024-08-21,0001104659-24-091469,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000584,False,completion_8k
0000876378,"ASENSUS SURGICAL, INC.",2024-08-22,0001437749-24-027539,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001143313-24-000087,False,completion_8k
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",2024-09-04,0001193125-24-212705,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000811,False,completion_8k
0001591587,"ASSETMARK FINANCIAL HOLDINGS, INC.",2024-09-05,0001591587-24-000062,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001143362-24-000272,False,completion_8k
0001396033,"LL FLOORING HOLDINGS, INC.",2024-09-09,0001193125-24-215962,1.01|1.03|7.01|9.01,True,0000876661-24-000763,False,bankruptcy_equity_termination
0000768835,BIG LOTS INC,2024-09-10,0000768835-24-000062,1.01|1.03|2.04|3.01|7.01|9.01,True,0000876661-24-000843,False,bankruptcy_equity_termination
0001459417,"2U, INC.",2024-09-10,0001193125-24-216174,1.03|7.01|9.01,True,0001354457-24-000658,False,bankruptcy_equity_termination
0001397702,SILK ROAD MEDICAL INC,2024-09-17,0001140361-24-041264,1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000684,False,completion_8k
0001008654,TUPPERWARE BRANDS CORP,2024-09-18,0001008654-24-000068,1.03|2.04|7.01|8.01|9.01,True,0000876661-24-000918,False,bankruptcy_equity_termination
0001172222,HAWAIIAN HOLDINGS INC,2024-09-18,0001193125-24-221104,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000688,False,completion_8k
0001560241,"G1 THERAPEUTICS, INC.",2024-09-18,0001193125-24-221120,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000689,False,completion_8k
0001253176,VAPOTHERM INC,2024-09-20,0001437749-24-029654,2.01|3.01|3.02|3.03|5.01|5.02|5.03|8.01|9.01,False,,False,completion_8k
0001722438,"DOMA HOLDINGS, INC.",2024-09-27,0001437749-24-030122,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000880,False,completion_8k
0000007332,SOUTHWESTERN ENERGY CO,2024-10-01,0001104659-24-104962,1.01|1.02|2.01|3.01|3.03|5.01|5.02|7.01|9.01,True,0000876661-24-000892,False,completion_8k
0001835681,"POWERSCHOOL HOLDINGS, INC.",2024-10-01,0001193125-24-230179,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-000894,False,completion_8k
0001085869,PERFICIENT INC,2024-10-02,0001193125-24-230795,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000739,False,completion_8k
0001364742,BLACKROCK INC.,2024-10-02,0000876661-24-000908,,True,0000876661-24-000908,False,form25_plus_form15_no_later_periodic
0001821393,"AARON'S COMPANY, INC.",2024-10-04,0001821393-24-000152,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000916,False,completion_8k
0000059440,VECTOR GROUP LTD,2024-10-07,0001104659-24-106511,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-000921,False,completion_8k
0001524931,"CHUY'S HOLDINGS, INC.",2024-10-11,0001524931-24-000102,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000761,False,completion_8k
0001592057,ENVIVA INC.,2024-10-11,0000876661-24-000999,,True,0000876661-24-000999,False,form25_plus_form15_no_later_periodic
0001391127,"EDGIO, INC.",2024-10-15,0001354457-24-000792,,True,0001354457-24-000792,False,form25_plus_form15_no_later_periodic
0001496963,"SQUARESPACE, INC.",2024-10-17,0001140361-24-043631,1.01|1.02|2.01|3.01|3.03|5.02|5.03|7.01|9.01,True,0000876661-24-001010,False,completion_8k
0000061398,TELLURIAN INC. /DE/,2024-10-21,0001104659-24-110089,,True,0001104659-24-110089,False,form25_plus_form15_no_later_periodic
0001816233,"SHARECARE, INC.",2024-10-22,0001104659-24-110556,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-24-000814,False,completion_8k
0001668673,"PETIQ, INC.",2024-10-25,0001104659-24-111319,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000831,False,completion_8k
0001645070,STERLING CHECK CORP.,2024-10-31,0001193125-24-248212,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000838,False,completion_8k
0000350868,"ITERIS, INC.",2024-11-01,0001140361-24-044894,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-24-000843,False,completion_8k
0000861878,STERICYCLE INC,2024-11-04,0001193125-24-250292,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000847,False,completion_8k
0000884713,PRIMO WATER CORP /CN/,2024-11-12,0000876661-24-001059,,True,0000876661-24-001059,False,form25_plus_form15_no_later_periodic
0001841804,"INSTRUCTURE HOLDINGS, INC.",2024-11-13,0001193125-24-257230,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001067,False,completion_8k
0001866550,"THOUGHTWORKS HOLDING, INC.",2024-11-13,0001213900-24-097457,2.01|3.01|3.03|5.02|5.03|7.01|9.01,True,0001354457-24-000865,False,completion_8k
0001603756,"AXONICS, INC.",2024-11-15,0001628280-24-048038,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000871,False,completion_8k
0001910851,R1 RCM INC. /DE,2024-11-19,0001193125-24-261654,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000875,False,completion_8k
0000858655,HAYNES INTERNATIONAL INC,2024-11-21,0001104659-24-121366,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-24-000884,False,completion_8k
0000101778,MARATHON OIL CORP,2024-11-22,0001104659-24-122113,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001100,False,completion_8k
0001305168,"ARC DOCUMENT SOLUTIONS, INC.",2024-11-22,0001140361-24-047571,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-24-001102,False,completion_8k
0001337619,"ENVESTNET, INC.",2024-11-25,0001213900-24-101828,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001106,False,completion_8k
0001616318,VISTA OUTDOOR INC.,2024-11-27,0001616318-24-000122,1.01|1.03|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001115,False,completion_8k
0001293282,TECHTARGET INC,2024-12-03,0001193125-24-269937,1.01|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,False,,False,completion_8k
0001835591,VIZIO HOLDING CORP.,2024-12-03,0001193125-24-269483,2.01|3.01|3.03|4.01|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001127,False,completion_8k
0001596783,"CATALENT, INC.",2024-12-18,0001193125-24-280922,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001185,False,completion_8k
0001634997,"AVANGRID, INC.",2024-12-23,0001193125-24-284174,1.02|2.01|3.01|3.03|5.02|5.03|9.01,True,0001143362-24-000406,False,completion_8k
0001835256,"DUCKHORN PORTFOLIO, INC.",2024-12-26,0001193125-24-284941,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-24-001210,False,completion_8k
0001304421,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2024-12-27,0001104659-24-131978,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-24-000967,False,completion_8k
0001564618,"INDEPENDENT BANK GROUP, INC.",2025-01-02,0000950103-25-000002,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000001,False,completion_8k
0001302028,"MANITEX INTERNATIONAL, INC.",2025-01-03,0001193125-25-001169,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000002,False,completion_8k
0001661460,"POSEIDA THERAPEUTICS, INC.",2025-01-08,0001193125-25-003248,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000014,False,completion_8k
0001037676,"ARCH RESOURCES, INC.",2025-01-15,0001104659-25-003782,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0000876661-25-000024,False,completion_8k
0001620179,"EXELA TECHNOLOGIES, INC.",2025-01-17,0001104659-25-004497,,True,0001104659-25-004497,False,form25_plus_form15_no_later_periodic
0001366561,SMARTSHEET INC,2025-01-22,0001628280-25-002101,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-25-000046,False,completion_8k
0000931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,2025-01-23,0001193125-25-011290,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000037,False,completion_8k
0000009984,BARNES GROUP INC,2025-01-27,0001140361-25-001965,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-25-000052,False,completion_8k
0000890447,VERTEX ENERGY INC.,2025-01-29,0001354457-25-000050,,True,0001354457-25-000050,False,form25_plus_form15_no_later_periodic
0001411688,"CONTAINER STORE GROUP, INC.",2025-01-29,0001104659-25-007267,1.01|1.02|1.03|3.02|3.03|5.01|5.02|5.03|7.01|9.01,True,0000876661-24-001154,False,bankruptcy_equity_termination
0001592000,"ENLINK MIDSTREAM, LLC",2025-01-31,0001213900-25-008864,1.01|1.02|2.01|3.01|3.02|3.03|5.02|5.03|7.01|9.01,True,0000876661-25-000059,False,completion_8k
0000920112,HEARTLAND FINANCIAL USA INC,2025-02-03,0001193125-25-018916,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-25-000058,False,completion_8k
0001468666,SECUREWORKS CORP,2025-02-03,0000950142-25-000239,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000059,False,completion_8k
0000002178,"ADAMS RESOURCES & ENERGY, INC.",2025-02-05,0001143313-25-000006,,True,0001143313-25-000006,False,form25_plus_form15_no_later_periodic
0000704562,"AVID BIOSERVICES, INC.",2025-02-05,0001140361-25-003108,1.01|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000070,False,completion_8k
0001313275,BRIGHTCOVE INC,2025-02-05,0001354457-25-000069,,True,0001354457-25-000069,False,form25_plus_form15_no_later_periodic
0001479290,"REVANCE THERAPEUTICS, INC.",2025-02-06,0001193125-25-021403,1.01|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-25-000073,False,completion_8k
0001813914,"CAREMAX, INC.",2025-02-10,0001354457-25-000077,,True,0001354457-25-000077,False,form25_plus_form15_no_later_periodic
0001621563,"SUMMIT MATERIALS, INC.",2025-02-11,0000876661-25-000075,,True,0000876661-25-000075,False,form25_plus_form15_no_later_periodic
0001407623,RETAIL OPPORTUNITY INVESTMENTS CORP,2025-02-12,0001193125-25-025059,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-25-000100,False,completion_8k
0001835378,INNOVID CORP.,2025-02-13,0001140361-25-004373,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0000876661-25-000113,False,completion_8k
