Date,m1_pbi,m2_knn,m3_kmeans
2016-09-23,1.0,1.0005593322007136,0.9971008977940431
2016-09-30,1.0,1.0013543979940842,1.012845486423902
2016-10-07,1.0,1.001059071328797,1.012845486423902
2016-10-14,1.0,1.0008099910636905,1.012845486423902
2016-10-21,1.0,1.0083925679878114,1.012845486423902
2016-10-28,1.0,1.0116333350913005,1.012845486423902
2016-11-04,1.0,1.0170942756168677,1.0167395246655124
2016-11-11,1.0,1.0220762631745068,1.0167395246655124
2016-11-18,1.0,1.0062418218391669,1.0167395246655124
2016-11-25,1.0,1.0166894970008105,1.0167395246655124
2016-12-02,1.0,1.0081908642125,0.9971008977940431
2016-12-09,1.0,1.006340504180791,0.9971008977940431
2016-12-16,1.0,0.9967067451567275,0.9971008977940431
2016-12-23,1.0,0.9988606175161409,1.0054961648281564
2016-12-30,1.0,1.0061461121586828,1.0002767999623137
2017-01-06,1.0,1.006640673853659,1.0002767999623137
2017-01-13,1.0,1.001828334166659,1.0002767999623137
2017-01-20,1.0,1.0051411930621625,1.0002767999623137
2017-01-27,1.0,1.0054111188271828,1.0002767999623137
2017-02-03,1.0,1.003205952907276,1.0002767999623137
2017-02-10,1.0,0.9976476342061739,1.0002767999623137
2017-02-17,1.0,0.9901185742683032,0.9983476928263368
2017-02-24,1.0,0.9946734045015748,1.0002767999623137
2017-03-03,1.0,0.9951470602111105,1.0002767999623137
2017-03-10,1.0,0.9935874468634636,0.9983476928263368
2017-03-17,1.0,0.9978819096273819,0.9983476928263368
2017-03-24,1.0,1.003600896520279,0.9983476928263368
2017-03-31,1.0,1.00216199051113,0.9983476928263368
2017-04-07,1.0,1.0036351458946788,1.0002767999623137
2017-04-14,1.0,1.0045769504902724,1.0002767999623137
2017-04-21,1.0,1.0123469928780389,1.0002767999623137
2017-04-28,1.0,1.008998994913925,1.0002767999623137
2017-05-05,1.0,0.9972336909067576,1.0002767999623137
2017-05-12,1.0,1.0008752291548202,1.0002767999623137
2017-05-19,1.0,1.0064569730742954,1.0002767999623137
2017-05-26,1.0,0.9943552086623337,1.0002767999623137
2017-06-02,1.0,1.0012654699262764,1.0002767999623137
2017-06-09,1.0,0.9930428840927579,1.0002767999623137
2017-06-16,1.0,1.001056314238856,1.0002767999623137
2017-06-23,1.0,1.0053581194434058,1.0002767999623137
2017-06-30,1.0,0.9985434982474196,1.0002767999623137
2017-07-07,1.0,1.001479695070825,1.0002767999623137
2017-07-14,1.0,0.9978777656026514,1.0002767999623137
2017-07-21,1.0,0.9953908400775722,1.0002767999623137
2017-07-28,1.0,0.9943845759756647,0.9983476928263368
2017-08-04,1.0,0.993141114302671,0.9983476928263368
2017-08-11,1.0,0.9925563312161635,1.0002767999623137
2017-08-18,1.0,0.9962725364641399,1.0002767999623137
2017-08-25,1.0,1.009272198977275,1.0250133199616596
2017-09-01,1.0,1.0074075271876015,1.0002767999623137
2017-09-08,1.0,1.0044152359800922,1.0250133199616596
2017-09-15,1.0,1.002601477247625,1.0002767999623137
2017-09-22,1.0,1.0104539972754458,1.0002767999623137
2017-09-29,1.0,0.9982169921681613,1.0002767999623137
2017-10-06,1.0,1.005202157591977,1.0002767999623137
2017-10-13,1.0,0.9996794329466026,1.0002767999623137
2017-10-20,1.0,0.9997161407819635,1.0002767999623137
2017-10-27,1.0,1.0053155871415511,1.0002767999623137
2017-11-03,1.0,1.004345638831881,1.0002767999623137
2017-11-10,1.0,1.0050912053646912,1.0002767999623137
2017-11-17,1.0,1.0003322554599048,0.9983476928263368
2017-11-24,1.0,1.0004147848436349,0.9983476928263368
2017-12-01,1.0,1.0037861110532826,1.0002767999623137
2017-12-08,1.0,1.0074997581309346,0.9983476928263368
2017-12-15,1.0,1.0093746709902136,0.9983476928263368
2017-12-22,1.0,1.010630982248493,1.0021974586104876
2017-12-29,1.0,0.9982044825958669,1.0021974586104876
2018-01-05,1.0,1.0035280624049978,1.0021974586104876
2018-01-12,1.0,1.005768200543806,1.0021974586104876
2018-01-19,1.0,1.0012821307575839,1.0021974586104876
2018-01-26,1.0,0.9873233471680859,1.0021974586104876
2018-02-02,1.0,0.983882832647935,1.0021974586104876
2018-02-09,1.0,1.0,1.0
2018-02-16,1.0,1.0,1.0
2018-02-23,1.0,1.0,1.0
2018-03-02,1.0,1.0,1.0
2018-03-09,1.0,1.0,1.0
2018-03-16,1.0,1.0,1.0
2018-03-23,1.0,1.0,1.0
2018-03-30,1.0,1.0,1.0
2018-04-06,1.0,1.0,1.0
2018-04-13,1.0,1.0,1.0
2018-04-20,1.0,1.0,1.0
2018-04-27,1.0,1.0,1.0
2018-05-04,1.0,1.0,1.0
2018-05-11,1.0,1.0,1.0
2018-05-18,1.0,1.0,1.0
2018-05-25,1.0,1.0,1.0
2018-06-01,1.0,1.0,1.0
2018-06-08,1.0,1.004118764625128,1.0189395434453745
2018-06-15,1.0,1.0082738480198439,1.0189395434453745
2018-06-22,1.0,1.0080743467758206,1.0015531861100089
2018-06-29,1.0,1.0106312678629321,1.0021974586104876
2018-07-06,1.0,1.0098677164516572,1.0189395434453745
2018-07-13,1.0,1.014050366334321,1.0161223865289726
2018-07-20,1.0,1.0180356468515006,1.0161223865289726
2018-07-27,1.0,1.005799555478054,1.0161223865289726
2018-08-03,1.0,1.0075412517856557,1.0189395434453745
2018-08-10,1.0,1.0103806082537519,1.0189395434453745
2018-08-17,1.0,1.0112549727615192,1.0189395434453745
2018-08-24,1.0,1.007956103186813,1.0189395434453745
2018-08-31,1.0,1.0159012221344161,1.0021974586104876
2018-09-07,1.0,1.011581609112914,1.0021974586104876
2018-09-14,1.0,1.0079021705193327,1.0021974586104876
2018-09-21,1.0,1.0079754154149716,1.0021974586104876
2018-09-28,1.0,0.9994771897446607,1.0021974586104876
2018-10-05,1.0,0.9979982400226594,1.0021974586104876
2018-10-12,1.0,1.0107769279651904,1.0021974586104876
2018-10-19,1.0,1.0,1.0
2018-10-26,1.0,1.0,1.0
2018-11-02,1.0,1.0,1.0
2018-11-09,1.0,1.0,1.0
2018-11-16,1.0,1.0,1.0
2018-11-23,1.0,1.0,1.0
2018-11-30,1.0,1.0,1.0
2018-12-07,1.0,1.0,1.0
2018-12-14,1.0,1.0,1.0
2018-12-21,1.15,1.0,1.0
2018-12-28,1.0,1.0,1.0
2019-01-04,1.0,1.0,1.0
2019-01-11,1.15,1.0,1.0
2019-01-18,1.15,1.0,1.0
2019-01-25,1.0,1.0,1.0
2019-02-01,1.0,1.0,1.0
2019-02-08,1.0,1.008891417391005,0.9902269995407864
2019-02-15,1.0,1.0193214391815344,1.0120565987690404
2019-02-22,1.0,1.0102819012610373,1.0049378508006441
2019-03-01,1.0,1.0099430067635067,1.0049378508006441
2019-03-08,1.0,1.0042778129850836,1.0049378508006441
2019-03-15,1.0,0.998780222240788,1.0055664461774196
2019-03-22,1.0,0.9965176943567607,1.0055664461774196
2019-03-29,1.0,1.0024506783991964,1.0055664461774196
2019-04-05,1.0,1.0014767192202005,1.0055664461774196
2019-04-12,1.0,0.9998196089725792,1.0055664461774196
2019-04-19,1.0,1.001629546216466,1.0055664461774196
2019-04-26,1.0,1.0051204414666366,1.0055664461774196
2019-05-03,1.0,1.0020142052018168,1.0055664461774196
2019-05-10,1.0,1.0017854629960248,1.0055664461774196
2019-05-17,1.0,0.9979931882719475,1.0055664461774196
2019-05-24,1.0,1.0087959853933137,1.0221301870739057
2019-05-31,1.0,1.0135575675048012,1.0221301870739057
2019-06-07,1.0,1.012570510564652,1.0018566562031133
2019-06-14,1.0,1.009401922290861,1.0221301870739057
2019-06-21,1.0,1.00239912134722,1.0049378508006441
2019-06-28,1.0,1.0064918240825984,1.0049378508006441
2019-07-05,1.0,1.0039273744851933,1.0049378508006441
2019-07-12,1.0,0.997838434614625,1.0049378508006441
2019-07-19,1.0,1.0036857688610148,1.0049378508006441
2019-07-26,1.0,0.9921846079990148,1.0049378508006441
2019-08-02,1.0,1.006287644915298,1.0221301870739057
2019-08-09,1.0,1.006626250004415,1.0120565987690404
2019-08-16,1.0,1.0172350911720867,1.0221301870739057
2019-08-23,1.0,1.0191086644331007,1.0221301870739057
2019-08-30,1.0,1.018908653195013,1.0018566562031133
2019-09-06,1.0,1.0190614424161093,1.0221301870739057
2019-09-13,1.0,1.0086590648277984,1.0221301870739057
2019-09-20,1.0,1.0063837314508117,1.0049378508006441
2019-09-27,1.0,0.9989684126543429,1.0049378508006441
2019-10-04,1.0,0.9984037452547384,1.0049378508006441
2019-10-11,1.0,1.008137174832796,1.0049378508006441
2019-10-18,1.0,1.0136625306272118,1.0221301870739057
2019-10-25,1.0,1.0091384740705516,1.0221301870739057
2019-11-01,1.0,1.0105076844231855,1.0221301870739057
2019-11-08,1.0,1.0113073442541893,1.0049378508006441
2019-11-15,1.0,0.9930030986401834,1.0055664461774196
2019-11-22,1.0,0.9875818220117841,1.0055664461774196
2019-11-29,1.0,1.0006365323950095,1.0055664461774196
2019-12-06,1.0,1.009332006524949,1.0221301870739057
2019-12-13,1.0,1.005275050067299,1.0055664461774196
2019-12-20,1.0,1.0080462916072146,1.0064301911279898
2019-12-27,1.0,1.0008811591284834,1.0064301911279898
2020-01-03,1.0,0.9972132225961914,1.0064301911279898
2020-01-10,1.0,0.9973733787810108,1.0064301911279898
2020-01-17,1.0,0.9982367407928452,1.0064301911279898
2020-01-24,1.0,0.9942438405825478,1.0064301911279898
2020-01-31,1.0,0.9983533782541861,1.0064301911279898
2020-02-07,1.0,1.010595733852677,1.0064301911279898
2020-02-14,1.0,1.006983509689296,1.0064301911279898
2020-02-21,1.0,1.0027407416842506,1.0064301911279898
2020-02-28,1.0,1.0008689077096227,1.0064301911279898
2020-03-06,1.0,1.0,1.0
2020-03-13,1.0,1.0,1.0
2020-03-20,1.0,1.0,1.0
2020-03-27,1.0,1.0,1.0
2020-04-03,1.0,1.0,1.0
2020-04-10,1.0,1.0,1.0
2020-04-17,1.0,1.0,1.0
2020-04-24,1.0,1.0,1.0
2020-05-01,1.15,1.0,1.0
2020-05-08,1.15,1.0,1.0
2020-05-15,1.0,1.0,1.0
2020-05-22,1.0,1.0,1.0
2020-05-29,1.0,1.0,1.0
2020-06-05,1.0,1.0,1.0
2020-06-12,1.0,1.0,1.0
2020-06-19,1.0,1.0,1.0
2020-06-26,1.0,1.0,1.0
2020-07-03,1.0,1.0,1.0
2020-07-10,1.0,0.9855564722322806,1.043765824574787
2020-07-17,1.0,0.9754300867111463,1.043765824574787
2020-07-24,1.0,1.0068659138117155,1.043765824574787
2020-07-31,1.0,1.0045463143621502,1.043765824574787
2020-08-07,1.0,1.0086704845027819,1.043765824574787
2020-08-14,1.0,1.0125508593674857,1.043765824574787
2020-08-21,1.0,1.0102713784953845,1.043765824574787
2020-08-28,1.0,1.011645724453781,1.043765824574787
2020-09-04,1.0,1.009489554819038,1.043765824574787
2020-09-11,1.0,1.0142123678901647,1.043765824574787
2020-09-18,1.0,1.0118127232919398,1.043765824574787
2020-09-25,1.0,1.0091276635823632,1.0008167910532622
2020-10-02,1.0,1.0149966203783471,1.0008167910532622
2020-10-09,1.0,1.0052497519758679,1.0064301911279898
2020-10-16,1.0,1.0061536191091485,1.0172404515450384
2020-10-23,1.0,0.9942969197698326,1.0008167910532622
2020-10-30,1.0,0.9963226392871732,1.0008167910532622
2020-11-06,1.0,1.013940897027956,1.0043902626948193
2020-11-13,1.0,1.008078214622794,1.0043902626948193
2020-11-20,1.0,0.9980559991567479,1.0043902626948193
2020-11-27,1.0,1.0067947148517866,1.0043902626948193
2020-12-04,1.0,1.0059143749650246,1.0043902626948193
2020-12-11,1.0,1.0038918655035036,1.0008167910532622
2020-12-18,1.0,0.9998004358411364,0.998072568545512
2020-12-25,1.0,1.0069172633423285,1.014760583972261
2021-01-01,1.0,0.9969306888267485,0.998072568545512
2021-01-08,1.0,1.002151979265752,0.998072568545512
2021-01-15,1.0,1.0021102294531012,0.998072568545512
2021-01-22,1.0,0.9943560146322507,0.998072568545512
2021-01-29,1.0,0.9970693798760674,0.998072568545512
2021-02-05,1.0,0.9920272933983,0.998072568545512
2021-02-12,1.0,1.0060388457311464,0.998072568545512
2021-02-19,1.0,0.9879504229256947,0.998072568545512
2021-02-26,1.0,0.9985946927767876,0.998072568545512
2021-03-05,1.0,0.9956914122850302,0.998072568545512
2021-03-12,1.0,1.0124929205898527,1.0054899437538074
2021-03-19,1.0,1.0185692399375585,1.0054899437538074
2021-03-26,1.0,1.0159642543897878,1.0054899437538074
2021-04-02,1.0,1.015634648447613,1.0054899437538074
2021-04-09,1.0,1.0067086281332083,1.014760583972261
2021-04-16,1.0,1.0126081395441584,1.014760583972261
2021-04-23,1.0,1.0095362710640678,1.014760583972261
2021-04-30,1.0,1.0104482377835005,1.014760583972261
2021-05-07,1.0,1.0129092791972762,0.998072568545512
2021-05-14,1.0,1.0075493539554043,0.998072568545512
2021-05-21,1.0,1.0076836331001413,0.998072568545512
2021-05-28,1.0,1.0029245076931597,0.998072568545512
2021-06-04,1.0,0.9922404082801133,0.998072568545512
2021-06-11,1.0,1.0029289443229243,0.998072568545512
2021-06-18,1.0,0.997820990011112,0.998072568545512
2021-06-25,1.0,0.9959617630088606,0.998072568545512
2021-07-02,1.0,0.9777084098778086,0.998072568545512
2021-07-09,1.0,0.9967425106323685,0.998072568545512
2021-07-16,1.0,0.9939155270035428,0.998072568545512
2021-07-23,1.0,0.9982184183518359,0.998072568545512
2021-07-30,1.0,0.9964667340152003,0.998072568545512
2021-08-06,1.0,0.9995089145190746,0.998072568545512
2021-08-13,1.0,0.9808774319577563,0.998072568545512
2021-08-20,1.0,0.9878202468117604,0.998072568545512
2021-08-27,1.0,0.9900125170708913,0.998072568545512
2021-09-03,1.0,0.9974818112116787,0.998072568545512
2021-09-10,1.0,0.9916295427575015,0.998072568545512
2021-09-17,1.0,0.9978561049939763,0.998072568545512
2021-09-24,1.0,0.9967196632780597,0.998072568545512
2021-10-01,1.0,1.0032564144411746,0.998072568545512
2021-10-08,1.0,0.9979953503409997,1.008490090963774
2021-10-15,1.0,1.0204796304192796,1.0147700348232465
2021-10-22,1.0,1.0084498933434907,1.0054899437538074
2021-10-29,1.0,1.0056520549256698,1.0054899437538074
2021-11-05,1.0,1.0032501802420146,1.0054899437538074
2021-11-12,1.0,1.0091480881636314,1.0054899437538074
2021-11-19,1.0,1.0040568857922056,1.0054899437538074
2021-11-26,1.0,1.0098236885039775,1.0054899437538074
2021-12-03,1.0,1.0185743861209584,1.0147700348232465
2021-12-10,1.0,1.0167744866987791,1.0147700348232465
2021-12-17,1.0,1.0142513221998817,1.0174645942060587
2021-12-24,1.0,1.0104713780883716,1.0174645942060587
2021-12-31,1.0,1.0077404693731304,1.0079917462803571
2022-01-07,1.0,1.0033920244345378,0.9997132629627378
2022-01-14,1.0,1.0011548740914205,0.9997132629627378
2022-01-21,1.0,1.003860671634956,1.0069049857027357
2022-01-28,1.0,1.0126166455809376,1.0174645942060587
2022-02-04,1.0,1.0211674390231482,1.0174645942060587
2022-02-11,1.0,1.0165656592799204,1.0174645942060587
2022-02-18,1.0,1.0114265624260788,1.0157244306238098
2022-02-25,1.0,1.0211836576894713,1.0157244306238098
2022-03-04,1.0,1.0146274345519353,1.0157244306238098
2022-03-11,1.0,1.0149538016279385,1.0157244306238098
2022-03-18,1.0,1.0,1.0
2022-03-25,1.0,1.0,1.0
2022-04-01,1.0,1.0,1.0
2022-04-08,1.0,1.0,1.0
2022-04-15,1.0,1.0,1.0
2022-04-22,1.0,1.0,1.0
2022-04-29,1.0,1.0,1.0
2022-05-06,1.0,1.0,1.0
2022-05-13,1.0,1.0,1.0
2022-05-20,1.0,1.0,1.0
2022-05-27,1.0,1.0,1.0
2022-06-03,1.0,1.0,1.0
2022-06-10,1.0,1.0,1.0
2022-06-17,1.15,1.0,1.0
2022-06-24,1.0,1.0,1.0
2022-07-01,1.0,1.0,1.0
2022-07-08,1.0,1.0,1.0
2022-07-15,1.0,1.0,1.0
2022-07-22,1.0,1.0,1.0
2022-07-29,1.0,1.0,1.0
2022-08-05,1.0,1.0,1.0
2022-08-12,1.0,1.0,1.0
2022-08-19,1.0,1.0,1.0
2022-08-26,1.0,1.0,1.0
2022-09-02,1.15,1.0,1.0
2022-09-09,1.0,1.0,1.0
2022-09-16,1.0,1.0,1.0
2022-09-23,1.0,1.0,1.0
2022-09-30,1.0,1.0,1.0
2022-10-07,1.0,1.0,1.0
2022-10-14,1.0,1.0,1.0
2022-10-21,1.0,1.0,1.0
2022-10-28,1.0,1.0,1.0
2022-11-04,1.15,1.0,1.0
2022-11-11,1.15,1.0,1.0
2022-11-18,1.3,1.0,1.0
2022-11-25,1.0,1.0,1.0
2022-12-02,1.0,1.0034382087297435,1.0157244306238098
2022-12-09,1.0,1.0073093841248253,1.0069049857027357
2022-12-16,1.0,0.9993719960009676,1.009952087311648
2022-12-23,1.15,1.0,1.0
2022-12-30,1.0,1.0,1.0
2023-01-06,1.0,1.0098951049255365,1.0085966493669072
2023-01-13,1.0,1.0199979996681865,1.0053368994067173
2023-01-20,1.0,1.0187176513272438,1.0053368994067173
2023-01-27,1.0,1.0163959441803962,1.0053368994067173
2023-02-03,1.0,1.014084533818418,1.0053368994067173
2023-02-10,1.0,1.0091923967156362,1.0053368994067173
2023-02-17,1.0,1.0117032525826504,1.0053368994067173
2023-02-24,1.0,1.0090617333697447,1.0053368994067173
2023-03-03,1.0,1.0038287336812373,1.009952087311648
2023-03-10,1.0,1.0125616217901303,1.009952087311648
2023-03-17,1.0,1.0106570147161607,1.009952087311648
2023-03-24,1.0,1.0142298001755516,1.009952087311648
2023-03-31,1.0,1.0102392495305221,1.0082561563289334
2023-04-07,1.0,1.0020278814803987,1.0082561563289334
2023-04-14,1.0,1.0009558383950077,1.0053368994067173
2023-04-21,1.0,0.9994182691881237,1.0053368994067173
2023-04-28,1.0,0.9979464109000931,1.0053368994067173
2023-05-05,1.0,1.0037269221510925,1.0053368994067173
2023-05-12,1.0,0.9971458374669898,1.0053368994067173
2023-05-19,1.0,1.0028904532898724,1.0053368994067173
2023-05-26,1.0,1.002529819680107,1.0053368994067173
2023-06-02,1.0,1.0103749595099911,1.0053749265660334
2023-06-09,1.0,1.0092181035644454,1.0053749265660334
2023-06-16,1.0,0.9997422917778922,1.0053749265660334
2023-06-23,1.0,1.0070561295379172,1.0053749265660334
2023-06-30,1.0,1.0087937708023846,1.0053749265660334
2023-07-07,1.0,1.016182402588882,1.0053749265660334
2023-07-14,1.0,1.0105987132301952,1.0053749265660334
2023-07-21,1.0,1.0158294168744277,1.0053749265660334
2023-07-28,1.0,0.9991302098825364,1.0053749265660334
2023-08-04,1.0,1.0030350571877662,1.0053749265660334
2023-08-11,1.0,0.9888522514686899,1.0053749265660334
2023-08-18,1.0,0.996637417715709,1.0053749265660334
2023-08-25,1.0,1.000039252162592,1.009952087311648
2023-09-01,1.0,1.009802939051613,1.009952087311648
2023-09-08,1.0,1.0073331181436191,1.0053368994067173
2023-09-15,1.0,1.0025155188659676,1.0053368994067173
2023-09-22,1.0,1.007321648969752,1.0053368994067173
2023-09-29,1.0,1.018296394897426,1.009952087311648
2023-10-06,1.0,1.0094873345395428,1.009952087311648
2023-10-13,1.0,1.0138950328804974,1.009952087311648
2023-10-20,1.0,1.0191497441731192,1.009952087311648
2023-10-27,1.0,1.016357620238947,1.009952087311648
2023-11-03,1.0,1.0159130560494327,1.0085966493669072
2023-11-10,1.0,1.014036673069527,1.009952087311648
2023-11-17,1.0,1.0091559397842085,1.009952087311648
2023-11-24,1.0,1.0105953354827262,1.0053368994067173
2023-12-01,1.0,1.0016381847934945,1.0053368994067173
2023-12-08,1.0,0.9999614849062899,1.0053368994067173
2023-12-15,1.0,1.0019126861280154,1.0047926704907535
2023-12-22,1.0,0.996814921032942,1.0047926704907535
2023-12-29,1.0,1.0096132855785083,0.9971310569865706
2024-01-05,1.0,1.0062434377114824,0.9971310569865706
2024-01-12,1.0,1.0052476945540048,0.9971310569865706
2024-01-19,1.0,1.0063060855238186,0.9971310569865706
2024-01-26,1.0,1.0138379463910285,1.0035900693861382
2024-02-02,1.0,1.0116783016300097,1.0177902787696111
2024-02-09,1.0,1.0051345945372958,1.0035900693861382
2024-02-16,1.0,1.0153317294660018,1.0177902787696111
2024-02-23,1.0,1.005056974771811,1.0035900693861382
2024-03-01,1.0,1.0021385896501582,1.0035900693861382
2024-03-08,1.0,1.0046655907484567,1.0035900693861382
2024-03-15,1.0,1.0018601747941487,1.0035900693861382
2024-03-22,1.0,1.0035044972441611,0.9971310569865706
2024-03-29,1.0,1.0037123319680454,1.0177902787696111
2024-04-05,1.0,0.996245676127787,0.9971310569865706
2024-04-12,1.0,0.9920664222024351,0.9971310569865706
2024-04-19,1.0,0.9913749793826203,0.9971310569865706
2024-04-26,1.0,0.9922542463483016,0.9971310569865706
2024-05-03,1.0,1.0121363110598671,1.0047926704907535
2024-05-10,1.0,1.0172282581023513,1.0047926704907535
2024-05-17,1.0,1.0097276216086242,1.0047926704907535
2024-05-24,1.0,0.9972580830059317,1.0047926704907535
2024-05-31,1.0,0.9963141304217501,1.0047926704907535
2024-06-07,1.0,1.003493881993216,1.0047926704907535
2024-06-14,1.0,1.0045346541714948,1.0047926704907535
2024-06-21,1.0,1.000740909512048,1.0047926704907535
2024-06-28,1.0,1.0075183759140243,1.0047926704907535
2024-07-05,1.0,1.008106891449864,0.9971310569865706
2024-07-12,1.0,1.0084863476254962,0.9971310569865706
2024-07-19,1.0,0.9954355539563542,0.9971310569865706
2024-07-26,1.0,0.9930509851409589,0.9971310569865706
2024-08-02,1.0,0.9964065585986246,0.9971310569865706
2024-08-09,1.0,1.017496243767542,0.9971310569865706
2024-08-16,1.0,1.0125011919343145,1.0047926704907535
2024-08-23,1.0,1.0074904399819038,1.0047926704907535
2024-08-30,1.0,1.0041532955643735,1.0047926704907535
2024-09-06,1.0,1.008432357583035,1.0047926704907535
2024-09-13,1.0,1.0040305364816262,1.0047926704907535
2024-09-20,1.0,1.0137691063018077,1.0047926704907535
2024-09-27,1.0,1.0079194782636738,1.0047926704907535
2024-10-04,1.0,1.0021203112216677,1.0047926704907535
2024-10-11,1.0,1.001235738566497,1.0047926704907535
2024-10-18,1.0,1.0019675133950106,1.0035900693861382
2024-10-25,1.0,0.9946399764387756,1.0035900693861382
2024-11-01,1.0,1.0057879524314774,0.9971310569865706
2024-11-08,1.0,1.0059362318534348,0.9971310569865706
2024-11-15,1.0,1.0086541512207026,0.9971310569865706
2024-11-22,1.0,0.9898082432141393,1.0035900693861382
2024-11-29,1.0,0.9966943645798904,0.9971310569865706
2024-12-06,1.0,0.9910391172336209,1.0035900693861382
2024-12-13,1.0,0.9930453613551169,0.998511435792088
2024-12-20,1.0,1.0039247398505011,0.998511435792088
2024-12-27,1.0,1.0087873615422467,1.015425887103949
2025-01-03,1.0,1.014751833852779,1.015425887103949
2025-01-10,1.0,1.0156185753852438,1.015425887103949
2025-01-17,1.0,1.0167392692968429,1.015425887103949
2025-01-24,1.0,1.0079882955791253,1.015425887103949
2025-01-31,1.0,1.0154267551568288,1.0044056068777407
2025-02-07,1.0,1.001983277527135,1.0044056068777407
2025-02-14,1.0,1.0057242365984622,1.0044056068777407
2025-02-21,1.0,0.999946416302138,1.0044056068777407
2025-02-28,1.0,0.999268395664625,1.0044056068777407
2025-03-07,1.0,1.0093835533108106,1.015425887103949
2025-03-14,1.0,1.0,1.0
2025-03-21,1.0,1.0,1.0
2025-03-28,1.0,1.0,1.0
2025-04-04,1.0,1.0,1.0
2025-04-11,1.0,1.0,1.0
2025-04-18,1.0,1.0,1.0
2025-04-25,1.0,1.0,1.0
2025-05-02,1.0,1.0,1.0
2025-05-09,1.0,1.0,1.0
2025-05-16,1.0,1.0,1.0
2025-05-23,1.0,1.0,1.0
2025-05-30,1.0,1.0,1.0
2025-06-06,1.0,1.0005091422939798,0.9955926826690421
2025-06-13,1.0,1.0067821072039167,1.0044056068777407
2025-06-20,1.0,1.006341442955118,1.0044056068777407
2025-06-27,1.0,1.0099299146223244,0.998511435792088
2025-07-04,1.0,1.0031205683727755,0.998511435792088
2025-07-11,1.0,1.0053350273466237,1.0148693029353357
2025-07-18,1.0,1.0021340357104036,1.0148693029353357
2025-07-25,1.0,1.0055340361641159,1.0148693029353357
2025-08-01,1.0,0.9991890382504433,1.0148693029353357
2025-08-08,1.0,0.99576722228241,0.998511435792088
2025-08-15,1.0,1.0071704657615757,1.0148693029353357
2025-08-22,1.0,1.0010254608289393,1.0148693029353357
2025-08-29,1.0,1.0005419077310318,1.0148693029353357
2025-09-05,1.0,0.9960691411122167,1.0148693029353357
2025-09-12,1.0,0.996910923371651,1.0148693029353357
2025-09-19,1.0,1.0037238857775148,1.0148693029353357
2025-09-26,1.0,1.0037634414409464,1.0148693029353357
2025-10-03,1.0,1.0026993917961178,1.0148693029353357
2025-10-10,1.0,1.0047660341447122,1.0148693029353357
2025-10-17,1.0,1.0048632237750397,0.998511435792088
2025-10-24,1.0,1.0052451453694315,0.998511435792088
2025-10-31,1.0,1.004073052547839,0.998511435792088
2025-11-07,1.0,1.0040612966539462,0.998511435792088
2025-11-14,1.0,1.0068131348843268,0.998511435792088
2025-11-21,1.0,1.0001564322622738,0.998511435792088
2025-11-28,1.0,1.0100421295685247,0.998511435792088
2025-12-05,1.0,1.0095521654075361,1.0044056068777407
2025-12-12,1.0,1.005589110244669,1.0039900420034158
2025-12-19,1.0,1.0039358576611785,1.0039900420034158
2025-12-26,1.0,1.000817167855848,1.0039900420034158
2026-01-02,1.0,1.0069398044198925,1.0039900420034158
2026-01-09,1.0,0.9998704810353991,0.998159218997608
2026-01-16,1.0,1.0040397660329268,1.0039900420034158
2026-01-23,1.0,1.0032756509253562,1.005888339441181
2026-01-30,1.0,1.0023514449158757,1.0039900420034158
2026-02-06,1.0,1.004928283302356,1.0039900420034158
2026-02-13,1.0,1.0125782125304927,0.998159218997608
2026-02-20,1.0,1.0023811886734366,0.998159218997608
2026-02-27,1.0,0.9931111299244606,1.0039900420034158
2026-03-06,1.0,0.9931306111767224,1.005888339441181
2026-03-13,1.0,1.0,1.0
2026-03-20,1.0,0.9986404398905129,1.0138206032417123
2026-03-27,1.0,1.0204870484260402,1.0138206032417123
2026-04-03,1.0,1.0,1.0
2026-04-10,1.0,1.0220526082838037,1.0057110546164754
