date,market_state,ggg_net_return,fg_net_return,ggg_fwd8,fg_fwd8,fg_sh8_annualized,bil_fwd8,frontier_beats_ggg_label,deploy_quality_label,triple_barrier_label,conservative_override_label,rerisk_quality_label,phase1_r2a,phase2_avg_trend_quality,phase4_raw_leadership_quality,phase4_inverted_fragility,phase5_master_deployment_quality,fragility_guard_active_flag,trailing_8w_portfolio_vol,trailing_8w_spy_return,trailing_8w_ggg_return,trailing_8w_phase5_return
2005-04-29,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.05316809460388039,0.0,0.0
2005-05-06,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02359067246994828,0.0,0.0
2005-05-13,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.023789386120801614,0.0,0.0
2005-05-20,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01690330669504747,0.0,0.0
2005-05-27,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02401415711535848,0.0,0.0
2005-06-03,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01822009001279845,0.0,0.0
2005-06-10,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.053000430347351246,0.0,0.0
2005-06-17,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05433745517093347,0.0,0.0
2005-06-24,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.03205330827637565,0.0,0.0
2005-07-01,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0249587557692994,0.0,0.0
2005-07-08,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05262413483166539,0.0,0.0
2005-07-15,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.035390842651055854,0.0,0.0
2005-07-22,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.031506248496554035,0.0,0.0
2005-07-29,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.03403628738462716,0.0,0.0
2005-08-05,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.026422025310729902,0.0,0.0
2005-08-12,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.014008033565071853,0.0,0.0
2005-08-19,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02933262543317472,0.0,0.0
2005-08-26,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.010290142826815396,0.0,0.0
2005-09-02,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.007830280805395162,0.0,0.0
2005-09-09,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01432727312471549,0.0,0.0
2005-09-16,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.003931230277283371,0.0,0.0
2005-09-23,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01440977587666381,0.0,0.0
2005-09-30,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.005564132062320537,0.0,0.0
2005-10-07,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.023898313791289927,0.0,0.0
2005-10-14,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.026903128656805775,0.0,0.0
2005-10-21,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01761462276536263,0.0,0.0
2005-10-28,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01603027143045921,0.0,0.0
2005-11-04,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.015811866002225283,0.0,0.0
2005-11-11,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.002105591902171744,0.0,0.0
2005-11-18,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.03038499878811196,0.0,0.0
2005-11-25,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.033241895679582134,0.0,0.0
2005-12-02,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.06053057172921328,0.0,0.0
2005-12-09,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.06454887251927222,0.0,0.0
2005-12-16,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.07533960606950263,0.0,0.0
2005-12-23,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.06370576408379303,0.0,0.0
2005-12-30,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.025059388349947254,0.0,0.0
2006-01-06,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.04331649800582116,0.0,0.0
2006-01-13,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.033822125933964386,0.0,0.0
2006-01-20,calm_trend,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0038725529588488072,0.0,0.0
2006-01-27,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.960158207510183,0.0,0.0,-0.0,1.0,0.0,0.0,0.018694460009450076,0.0,0.0
2006-02-03,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.9990908059287634,0.0,0.0,-0.0,-1.0,0.0,0.0,0.004823327220063733,0.0,0.0
2006-02-10,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.002215471994814866,0.0,0.0
2006-02-17,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.6148733932157834,0.0,0.0,-0.0,-1.0,0.0,0.0,0.016172244930289237,0.0,0.0
2006-02-24,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.03935507380144454,0.0,0.0
2006-03-03,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0024911624648293884,0.0,0.0
2006-03-10,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0006993971800883791,0.0,0.0
2006-03-17,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.04103700511846431,0.0,0.0
2006-03-24,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.017020390223328574,0.0,0.0
2006-03-31,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.03228201325245905,0.0,0.0
2006-04-07,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.0,0.02696802914692542,0.0,0.0
2006-04-14,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,-3.0,1.0,-0.9002664299638611,0.0,0.0,0.0031974098605560552,0.0,0.0
2006-04-21,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,-2.3987308339534743,1.0,-0.8883439824634618,0.0,0.0,0.017475263558221155,0.0,0.0
2006-04-28,neutral_mixed,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.0,0.02510783962531926,0.0,0.0
2006-05-05,neutral_mixed,0.0,0.0,0.004833810761298185,0.004833810761298185,2.725540575476988,0.0,0.0,1.0,0.0,0.0,,-1.0,0.0,-3.0,1.0,-0.7950290501109116,0.0,0.0,0.03466054978981403,0.0,0.0
2006-05-12,neutral_mixed,0.0,0.0,0.00840316978643263,0.00840316978643263,4.099980249722154,0.0,0.0,1.0,0.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.0,-0.01056454850063604,0.0,0.0
2006-05-19,neutral_mixed,0.0,0.0,-0.004391681557689764,-0.004309448601963584,-0.7752021695741349,0.0,0.0,0.0,0.0,0.0,,-0.6928175552149779,0.0,2.891899746444458,-1.0,-1.0,1.0,0.0,-0.023884451022828324,0.0,0.0
2006-05-26,stressed_panic,0.0,0.0,0.018496517962404813,0.018552428145969913,1.8346221628480086,0.0,0.0,1.0,0.0,0.0,,-0.7714235136266077,0.0,-2.0351994661183475,1.0,-0.2179644056784832,0.0,0.0,-0.0111681215625421,0.0,0.0
2006-06-02,neutral_mixed,0.0,0.0,0.02671383901561364,0.026896096922229606,2.5979085247443128,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,3.0,-1.0,1.0,1.0,0.0,-0.004169308575104225,0.0,0.0
2006-06-09,neutral_mixed,0.0,0.0,0.009887797401792353,0.010036329535113353,0.8292041827900678,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.4429680719262951,-0.4429680719262951,1.0,0.0,0.0,-0.026105196751856408,0.0,0.0
2006-06-16,neutral_mixed,0.0,0.0,0.015524680914327238,0.015674042108396957,1.2618494752261022,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.5503894152796887,-0.5503894152796887,1.0,1.0,0.0,-0.04536084643437566,0.0,0.0
2006-06-23,stressed_panic,0.0,0.0,0.01734985180487092,0.017670574262777405,1.4190004281528439,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,2.767056479323495,-1.0,1.0,1.0,0.0,-0.0492887663102739,0.0,0.0
2006-06-30,neutral_mixed,0.004833810761298228,0.0048338107612982285,0.021539661524886844,0.021842339683162626,1.7135281364974786,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,2.375430574133883,-1.0,1.0,1.0,0.01232384769843723,-0.035296119673309256,0.004833810761298185,0.004833810761298185
2006-07-07,neutral_mixed,0.0035521884185307005,0.0035521884185307005,0.007108832938397924,0.007656316676912356,0.5978477354902915,0.0,0.0,1.0,-1.0,0.0,,1.0,0.0,3.0,-1.0,1.0,1.0,0.014212889549008916,-0.01601961200976787,0.00840316978643263,0.00840316978643263
2006-07-14,neutral_mixed,-0.01268822999320017,-0.01260668229661411,0.008973164307138237,0.00952602138969727,0.7449417250719835,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,-3.0,1.0,1.0,0.0,0.03783355033099692,-0.023871367351532613,-0.004391681557689764,-0.004309448601963584
2006-07-21,stressed_panic,0.022989160592696258,0.022960825244182075,-0.010776749366038896,-0.010119934024759747,-0.9658374705848561,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,-3.0,1.0,1.0,0.0,0.07097993132330739,-0.03023948224071593,0.018496517962404813,0.018552428145969913
2006-07-28,neutral_mixed,0.008068089491015808,0.008191692980838865,-0.008383353578604869,-0.008323606839895858,-0.7650529408073099,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,-3.0,1.0,1.0,0.0,0.07203630395978608,-0.003521386478005817,0.02671383901561364,0.026896096922229606
2006-08-04,neutral_mixed,-0.016388248579520204,-0.016418182362994378,0.005654766231440345,0.005421905781634706,0.6754185960095468,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.074613905690646,-1.0,1.0,1.0,0.08810518645376253,0.02725669159373778,0.009887797401792353,0.010036329535113353
2006-08-11,neutral_mixed,0.005581692864333232,0.005581692864333232,0.013716233349618356,0.012727722132393149,1.3814600795382377,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,2.33966120048741,-1.0,1.0,1.0,0.08863435430933561,0.01893334765126453,0.015524680914327238,0.015674042108396957
2006-08-18,recovery_fragile,0.001797268864898902,0.001965721355087493,0.014511512042844732,0.013235131850967807,1.434327845951306,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.6434467494756495,-1.0,-1.0,1.0,0.08844437279810127,0.05022504895651614,0.01734985180487092,0.017670574262777405
2006-08-25,neutral_mixed,0.008972074958083338,0.008952954078383063,0.012505026655356133,0.01090665523033496,1.21832432010855,0.0,0.0,1.0,-1.0,0.0,,1.0,0.0,1.403313711517165,-1.0,1.0,1.0,0.08994639242124022,0.01987724293860249,0.021539661524886844,0.021842339683162626
2006-09-01,recovery_fragile,-0.010624539274103216,-0.010379916251640347,0.022798458113026054,0.02162600279368787,2.786076265110153,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,2.228915378900861,-1.0,-1.0,1.0,0.09586784272342633,0.037990419566465095,0.007108832938397924,0.007656316676912356
2006-09-08,recovery_fragile,-0.010860546387070402,-0.010774575546595562,0.0438778430666662,0.04199015770217329,7.4499677793132895,0.0,0.0,1.0,1.0,0.0,1.0,0.3180889587423632,0.0,-1.661361502833249,1.0,1.0,0.0,0.09402789450443229,0.054728113941441725,0.008973164307138237,0.00952602138969727
2006-09-15,neutral_mixed,0.0029648940165126997,0.0030534208408579686,0.04625816458950438,0.044239061455791484,7.940984131963431,0.0,0.0,1.0,1.0,0.0,,-0.3821173917390872,0.0,-3.0,1.0,0.2517801944214392,0.0,0.0707024922607816,0.06930499065231333,-0.010776749366038896,-0.010119934024759747
2006-09-22,neutral_mixed,0.010507079797084722,0.010021250124078281,0.06006324244924999,0.05852641414327486,6.609829552896027,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,1.1457746692898894,-1.0,-1.0,1.0,0.07264059878000786,0.03178772939134844,-0.008383353578604869,-0.008323606839895858
2006-09-29,neutral_mixed,-0.0024634524772757602,-0.002784867723372208,0.06676101097763376,0.06535933442696007,8.15831359487135,0.0,0.0,1.0,1.0,0.0,,-0.6055343384165838,0.0,0.4790789831260553,-0.4790789831260553,-1.0,0.0,0.05798058887317377,0.046548303486226184,0.005654766231440345,0.005421905781634706
2006-10-06,neutral_mixed,0.013642574216335662,0.012888670294908058,0.055767289906942796,0.054786588045475426,6.964595684293393,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.06510201611714035,0.06766180062577587,0.013716233349618356,0.012727722132393149
2006-10-13,neutral_mixed,0.0025831969152254257,0.0024677389592107943,0.05429888680911743,0.053406378504136764,6.686016651023948,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.06513451766542169,0.05004882262302135,0.014511512042844732,0.013235131850967807
2006-10-20,neutral_mixed,0.006976545384731166,0.006634318165513979,0.0404136480632753,0.04040693281370111,4.418065479230588,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.06345808894237094,0.05879257870207755,0.012505026655356133,0.01090665523033496
2006-10-27,neutral_mixed,-0.0005662499592105224,0.00011371496395010033,0.054336994939693906,0.05261134745308804,5.683520963329186,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.0539219254797586,0.0539985442931914,0.022798458113026054,0.02162600279368787
2006-11-03,neutral_mixed,0.0095251426508339,0.00894373597630443,0.02100878386007743,0.020885482525693666,1.5697467336338013,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.03855708592760595,0.052659784457161685,0.0438778430666662,0.04199015770217329
2006-11-10,recovery_confirmed,0.00525192303981783,0.005218288317325715,0.03850612260500186,0.03703394564741669,2.449541904407366,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,-1.0,1.0,1.0,0.03806735503183618,0.04759005465657129,0.04625816458950438,0.044239061455791484
2006-11-17,recovery_confirmed,0.023840432297035686,0.023840432297035686,0.025697748503592077,0.023671421789914326,1.808769503331522,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,-1.0,1.0,1.0,0.060261597610007156,0.06807647612661505,0.06006324244924999,0.05852641414327486
2006-11-24,calm_trend,0.0038392553484133504,0.003652280574004438,0.02737102189133167,0.025243194533858926,1.9214670318517628,0.0,0.0,1.0,1.0,0.0,,-1.0,0.0,3.0,-1.0,-1.0,1.0,0.05430648014345603,0.05068149878702943,0.06676101097763376,0.06535933442696007
2006-12-01,calm_trend,0.003196275924932002,0.00283664871153545,0.040478547088670824,0.03774606071327513,2.701395575403066,0.0,0.0,1.0,-1.0,1.0,,-1.0,0.0,2.6487312129023093,-1.0,-1.0,1.0,0.05358529081751901,0.038590016330136256,0.055767289906942796,0.054786588045475426
2006-12-08,recovery_confirmed,0.0011887643672085974,0.0011559896879583672,0.0426301318230895,0.03979386803169649,2.854693201875018,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,2.3423417376524376,-1.0,1.0,1.0,0.05445466724816067,0.035058111459645325,0.05429888680911743,0.053406378504136764
2006-12-15,calm_trend,-0.00628545263031723,-0.005787942052526029,0.06254305297366947,0.05827246605058756,4.310559185452689,0.0,0.0,1.0,1.0,1.0,,-1.0,0.0,2.0263367539361425,-1.0,-1.0,1.0,0.06287030086559384,0.04598835556660763,0.0404136480632753,0.04040693281370111
2006-12-22,calm_trend,0.012808682989545787,0.011845473066472463,0.04775885821828729,0.04470112468046672,3.2991778953901374,0.0,0.0,1.0,-1.0,1.0,,-1.0,0.0,0.9496031177405376,-0.9496031177405376,-1.0,1.0,0.06321550645963801,0.026279988933839427,0.054336994939693906,0.05261134745308804
2006-12-29,calm_trend,-0.022386539482989905,-0.021465980548579722,0.031168642664060275,0.03036396440854605,1.7408001933395125,0.0,0.0,1.0,1.0,0.0,,-1.0,0.3754224444701464,-0.4357751865177548,0.4357751865177548,-0.4172630839661141,0.0,0.09426734216385166,0.04298409798808156,0.02100878386007743,0.020885482525693666
2007-01-05,calm_trend,0.02247923165798238,0.02111892627919948,0.020124103158782658,0.019603919783017565,1.224627682291614,0.0,0.0,1.0,1.0,0.0,,-1.0,0.3454802315367293,-0.4143464374891663,0.4143464374891663,-0.4605134218753198,0.0,0.10551608954153582,0.022302052190562804,0.03850612260500186,0.03703394564741669
2007-01-12,calm_trend,0.011212936905756667,0.010647911203327812,-0.0003226176523147828,-0.0005390399549513036,0.022919713872591358,0.0,0.0,0.0,1.0,0.0,,-0.7864118728754312,0.4246752123143866,0.5029210455389277,-0.5029210455389277,-0.6423529479174854,1.0,0.09221406804792588,0.025765568507667647,0.025697748503592077,0.023671421789914326
2007-01-19,calm_trend,0.005476869854239555,0.0051933153879348375,0.01974451620639317,0.020532387931689655,1.1156474439728432,0.0,0.0,1.0,1.0,0.0,,-1.0,0.5272785094919203,0.4989917432506544,-0.4989917432506544,-0.8218854966508216,0.0,0.0923785430371903,0.02326805175438884,0.02737102189133167,0.025243194533858926
2007-01-26,calm_trend,0.015995372049285982,0.01506626650905274,-0.0011510822272426946,0.0003927930728280238,0.08232473042842472,0.0,0.0,0.0,-1.0,0.0,,-0.802219067313592,0.5508568081726408,0.2301546043645154,-0.2301546043645154,-0.3464993092892583,0.0,0.09716585054928281,0.019269205805115597,0.040478547088670824,0.03774606071327513
2007-02-02,calm_trend,0.003259102547377232,0.0031315930076713737,0.006541239515220898,0.008848942241607816,0.5217040601515799,0.0,0.0,1.0,-1.0,0.0,,-0.8049262337859043,0.6278463796018101,0.0974216150451542,-0.0974216150451542,-0.1810396184679725,0.0,0.09675696697923966,0.02967639118891241,0.0426301318230895,0.03979386803169649
2007-02-09,calm_trend,0.012693242521487548,0.011880603155499131,-0.004099729248227657,-0.0008043519099368845,0.018228841581924202,0.0,1.0,0.0,-1.0,0.0,,-1.0,0.6722571118391368,-0.2461651024112531,0.2461651024112531,-0.1912714251300461,0.0,0.09256026641005932,0.011240713450405115,0.06254305297366947,0.05827246605058756
2007-02-16,calm_trend,-0.0012835091125568065,-0.0011304861210924483,0.009009248373175183,0.012605651059644174,0.7151970327676468,0.0,1.0,1.0,-1.0,0.0,,-0.8814689681151967,0.7633238578124277,-1.5468906415819528,1.0,0.5550584987904544,0.0,0.09360491347223898,0.03538166380102292,0.04775885821828729,0.04470112468046672
2007-02-23,calm_trend,-0.037866072689963795,-0.0348950836068283,0.04570616456466525,0.04616383015162939,3.774004416458677,0.0,0.0,1.0,1.0,0.0,,-0.9144875476074864,0.8339481694285077,-1.1515728067724085,1.0,0.5829604054561501,0.0,0.12379549040895212,0.02598447913757429,0.031168642664060275,0.03036396440854605
2007-03-02,calm_trend,0.011527761840012765,0.010455427171830498,0.037371483570201036,0.03891588544016389,3.2363138741486073,0.0,0.0,1.0,1.0,0.0,,-1.0,0.9897379879774988,-1.4708461029948594,1.0,0.6303098092290381,0.0,0.11546756234931949,-0.013305538619361235,0.020124103158782658,0.019603919783017565
2007-03-09,neutral_mixed,-0.009055174138242384,-0.009318116574363424,0.04581922022650953,0.04755722610714974,4.352497701947352,0.0,0.0,1.0,1.0,0.0,,0.921446019219238,0.1912922766311929,-0.0250727812299096,0.0250727812299096,1.0,0.0,0.11627515930204167,-0.017173613566727752,-0.0003226176523147828,-0.0005390399549513036
2007-03-16,neutral_mixed,0.02566042036311978,0.026385597331969567,0.004610243057018293,0.006350807651573032,0.7327688830354736,0.0,0.0,1.0,1.0,0.0,,1.0,0.522214723961302,-1.4050732073765853,1.0,1.0,0.0,0.13438453121189367,-0.026190366264081444,0.01974451620639317,0.020532387931689655
