Date,b7_breadth_gate_50d,b7_breadth_gate_13w,b7_breadth_scaler_composite,b7_risk_on_participation_gate,b7_sector_breadth_gate,b7_macro_stress_filter_mild,b7_macro_stress_filter_medium,b7_dollar_pressure_4w_mild,b7_dollar_pressure_blended_mild,b7_combined_conservative_gate
2010-06-18,0.011111126606240241,0.011111126606240241,0.011750488258493504,0.011111126606240241,0.011111126606240241,0.011023732795807276,0.010423279001066859,0.012116052646249365,0.012122761135083223,0.010722787491015363
2010-06-25,-0.010364954427554423,-0.010364954427554423,-0.011105237252356135,-0.010364954427554423,-0.010364954427554423,-0.011489922457741185,-0.011489922457741185,-0.011489922457741185,-0.011487722602868924,-0.011294519466542245
2010-07-02,-0.02941784551667547,-0.0294823559890785,-0.02930081930435738,-0.0294823559890785,-0.0294823559890785,-0.02941784551667547,-0.02941784551667547,-0.02941784551667547,-0.029237552378103666,-0.029179253002085563
2010-07-09,0.014613442800172325,0.013120404514349461,0.014157764600475286,0.013120404514349461,0.013120404514349461,0.01468029493067028,0.01468029493067028,0.01468029493067028,0.014447955277059308,0.014199190629642632
2010-07-16,-0.007939600257358525,-0.007939600257358525,-0.008164566845214874,-0.007939600257358525,-0.007939600257358525,-0.008421433548297616,-0.008421433548297616,-0.008421433548297616,-0.008421433548297616,-0.008292972613858153
2010-07-23,0.012986418081343399,0.012986418081343399,0.014118740670310848,0.013052744960012443,0.012986418081343399,0.014677675914913783,0.014677675914913783,0.014677675914913783,0.014677675914913783,0.014398644657705446
2010-07-30,0.0013722121425629793,0.0013349171991686281,0.0012785792681583132,0.0010771366419646722,0.0013722121425629793,0.0013722121425629793,0.0013722121425629793,0.0013722121425629793,0.0013722121425629793,0.0013253957053606462
2010-08-06,0.007857814743756852,0.007578414631087268,0.007917955762665931,0.007578414631087268,0.007857814743756852,0.007857814743756852,0.007857814743756852,0.007857814743756852,0.007857814743756852,0.007887885394101277
2010-08-13,-0.002328001339309382,-0.001488271866615712,-0.0025138864956132678,-0.001488271866615712,-0.002328001339309382,-0.002328001339309382,-0.002328001339309382,-0.002328001339309382,-0.002328001339309382,-0.0024209439174613244
2010-08-20,0.011154046253222923,0.01110241410495953,0.01115347166084663,0.01110241410495953,0.011154046253222923,0.011154046253222923,0.011154046253222923,0.011154046253222923,0.011154046253222923,0.011155274836559328
2010-08-27,0.0007665137949207497,0.0006643123159776787,0.0007677807785619815,0.0006643123159776787,0.0007665137949207497,0.0007665137949207497,0.0007665137949207497,0.0007665137949207497,0.0007665137949207497,0.0007671472867413658
2010-09-03,0.011335907998706313,0.011335907998706313,0.011214874587260323,0.011335907998706313,0.011335907998706313,0.011335907998706313,0.011335907998706313,0.011326268230812751,0.011335907998706313,0.011275391292983319
2010-09-10,-0.0034461587987234415,-0.0034461587987234415,-0.0034781894492760135,-0.0034461587987234415,-0.0034461587987234415,-0.0034461587987234415,-0.0034461587987234415,-0.003478751513033384,-0.0034461587987234415,-0.003462174123999727
2010-09-17,0.008625734503766865,0.008625734503766865,0.008878721153493214,0.008625734503766865,0.008625734503766865,0.008625734503766865,0.008625734503766865,0.008532877969855019,0.008625734503766865,0.008752227828630041
2010-09-24,0.0075275739180109226,0.0075275739180109226,0.007554420761051617,0.0075275739180109226,0.0075275739180109226,0.0075275739180109226,0.0075275739180109226,0.0075275739180109226,0.0075275739180109226,0.007540997339531269
2010-10-01,0.007957847393079653,0.007957847393079653,0.007983074644835265,0.007957847393079653,0.007957847393079653,0.007957847393079653,0.007957847393079653,0.007957847393079653,0.007957847393079653,0.007972782684723059
2010-10-08,0.011479295529249095,0.011479295529249095,0.01190375820261439,0.011479295529249095,0.011479295529249095,0.011479295529249095,0.011479295529249095,0.011479295529249095,0.011479295529249095,0.01169152686593174
2010-10-15,-0.0034878161941073876,-0.0034878161941073876,-0.003273255457597274,-0.0034878161941073876,-0.0034878161941073876,-0.0034878161941073876,-0.0034878161941073876,-0.0034878161941073876,-0.0034878161941073876,-0.0033805358258523306
2010-10-22,0.0010777010383504725,0.0010777010383504725,0.0013796585200873427,0.0010777010383504725,0.0010777010383504725,0.0010777010383504725,0.0010777010383504725,0.0010777010383504725,0.0010777010383504725,0.001228679779218908
2010-10-29,0.0003244126866730646,0.0003244126866730646,0.00016881845999346676,0.0003244126866730646,0.0003244126866730646,0.0003244126866730646,0.0003244126866730646,0.0003244126866730646,0.0003244126866730646,0.0002467002080192251
2010-11-05,0.01421488718449773,0.01421488718449773,0.014674267420975832,0.01421488718449773,0.01421488718449773,0.01421488718449773,0.01421488718449773,0.01421488718449773,0.01421488718449773,0.014446749888188753
2010-11-12,-0.02733870278377895,-0.02733870278377895,-0.027572705056928354,-0.02733870278377895,-0.02733870278377895,-0.02733870278377895,-0.02733870278377895,-0.02733870278377895,-0.02733870278377895,-0.027456484655699276
2010-11-19,-0.003485064162212504,-0.003485064162212504,-0.003627891946884752,-0.003485064162212504,-0.003485064162212504,-0.003485064162212504,-0.003485064162212504,-0.003485064162212504,-0.003485064162212504,-0.0035574883921794943
2010-11-26,0.0003587639333538888,0.0003587639333538888,0.00016147713738874197,0.0003587639333538888,0.0003587639333538888,0.0003587639333538888,0.0003587639333538888,0.0003587639333538888,0.0003587639333538888,0.0002589126932747381
2010-12-03,0.02051190872802448,0.02051190872802448,0.02132948557342483,0.02051190872802448,0.02051190872802448,0.020438344496149605,0.02039860360182717,0.020493961939708486,0.02051190872802448,0.020843286634358183
2010-12-10,-0.011576518841624294,-0.011576518841624294,-0.011742162466152832,-0.011576518841624294,-0.011576518841624294,-0.011384933139321297,-0.011290754717679133,-0.011476644376417445,-0.011576518841624294,-0.011463038975333451
2010-12-17,-0.00118497054511237,-0.00118497054511237,-0.0013202064024097945,-0.00118497054511237,-0.00118497054511237,-0.00118497054511237,-0.00118497054511237,-0.0013582626664569565,-0.00118497054511237,-0.0012525884737610822
2010-12-24,0.009382266887223725,0.009382266887223725,0.009890997542935919,0.009382266887223725,0.009382266887223725,0.009382266887223725,0.009382266887223725,0.009109358986607752,0.009382266887223725,0.009636632215079821
2010-12-31,0.017668364160036545,0.017668364160036545,0.018207915636915643,0.017668364160036545,0.017668364160036545,0.017668364160036545,0.017668364160036545,0.017413002637779357,0.017668364160036545,0.01793814733368889
2011-01-07,-0.01739537593685953,-0.01739537593685953,-0.016955916953672177,-0.01739537593685953,-0.01739537593685953,-0.01739537593685953,-0.01739537593685953,-0.01739537593685953,-0.01739537593685953,-0.017172601088037018
2011-01-14,0.00420981851424264,0.00420981851424264,0.004475960033455767,0.00420981851424264,0.00420981851424264,0.00420981851424264,0.00420981851424264,0.00420981851424264,0.00420981851424264,0.004344777631340908
2011-01-21,-0.006740034509324227,-0.006740034509324227,-0.006811725671068018,-0.006740034509324227,-0.006740034509324227,-0.006740034509324227,-0.006740034509324227,-0.006740034509324227,-0.006740034509324227,-0.006776393902257585
2011-01-28,0.0019349688213641583,0.0019349688213641583,0.0020380158349005773,0.0019349688213641583,0.0019349688213641583,0.0019349688213641583,0.0019349688213641583,0.0019349688213641583,0.0019349688213641583,0.0019869357964128966
2011-02-04,0.012911442962885373,0.012911442962885373,0.013498524817625675,0.012911442962885373,0.012911442962885373,0.012835549057561426,0.012791836355231286,0.012911442962885373,0.012911442962885373,0.013123682576283425
2011-02-11,0.006797631320683362,0.006797631320683362,0.006987979402971275,0.006797631320683362,0.006797631320683362,0.006314469384556726,0.00606876773615265,0.006797631320683362,0.006797631320683362,0.006396557152732304
2011-02-18,0.01327077586087745,0.01327077586087745,0.013540178138492277,0.01327077586087745,0.01327077586087745,0.01327077586087745,0.01327077586087745,0.01327077586087745,0.01327077586087745,0.013405476999684866
2011-02-25,-0.0007238311187229008,-0.0007238311187229008,-0.0010313487289200828,-0.0007238311187229008,-0.0007238311187229008,-0.0007238311187229008,-0.0007238311187229008,-0.0007238311187229008,-0.0007238311187229008,-0.0008774018857482149
2011-03-04,0.00774564291560528,0.00774564291560528,0.007863330002885274,0.00774564291560528,0.00774564291560528,0.00774564291560528,0.00774564291560528,0.00774564291560528,0.00774564291560528,0.007804818255077423
2011-03-11,-0.01265033508663216,-0.01265033508663216,-0.013287928207785326,-0.01265033508663216,-0.01265033508663216,-0.01265033508663216,-0.01265033508663216,-0.01265033508663216,-0.01265033508663216,-0.01296913164720874
2011-03-18,-0.007877984545279153,-0.007877984545279153,-0.00854851441988843,-0.007877984545279153,-0.007877984545279153,-0.007877984545279153,-0.007877984545279153,-0.007877984545279153,-0.007877984545279153,-0.00821324948258379
2011-03-25,0.014140717994641547,0.014191641842618206,0.014970149866682348,0.014191641842618206,0.014191641842618206,0.014140717994641547,0.014115256070653217,0.014191641842618206,0.014191641842618206,0.014528984541031761
2011-04-01,0.008155557955208387,0.009132348638815423,0.009459064293903996,0.009132348638815423,0.009132348638815423,0.008155557955208387,0.007660414657452242,0.009132348638815423,0.009132348638815423,0.008297662645363364
2011-04-08,-0.0005430439808846865,-0.0005430439808846865,-0.0007149914727692488,-0.0005430439808846865,-0.0005430439808846865,-0.0005430439808846865,-0.0005430439808846865,-0.0005430439808846865,-0.0005430439808846865,-0.0006290177268269669
2011-04-15,0.001248092015108705,0.001248092015108705,0.0012972910220212248,0.001248092015108705,0.001248092015108705,0.001248092015108705,0.001248092015108705,0.001248092015108705,0.001248092015108705,0.0012726915185649642
2011-04-22,0.010124019440755036,0.010124019440755036,0.01050587227403901,0.010124019440755036,0.010124019440755036,0.010124019440755036,0.010124019440755036,0.010124019440755036,0.010124019440755036,0.010314945857397026
2011-04-29,0.013277561730037756,0.013277561730037756,0.013788662745673398,0.013277561730037756,0.013277561730037756,0.013277561730037756,0.013277561730037756,0.013277561730037756,0.013277561730037756,0.013533430841166736
2011-05-06,-0.026920293733205855,-0.026920293733205855,-0.02653679829470271,-0.026920293733205855,-0.026920293733205855,-0.026920293733205855,-0.026920293733205855,-0.026920293733205855,-0.026920293733205855,-0.026725043535762997
2011-05-13,-0.003265600062171273,-0.003265600062171273,-0.0033529524292013452,-0.003265600062171273,-0.003265600062171273,-0.003265600062171273,-0.003265600062171273,-0.003265600062171273,-0.003265600062171273,-0.0033100971418888645
2011-05-20,0.005674515921025703,0.005674515921025703,0.005540030722257645,0.005674515921025703,0.005674515921025703,0.005674515921025703,0.005674515921025703,0.005674515921025703,0.005674515921025703,0.005606092803299346
2011-05-27,0.007294195255905307,0.007294195255905307,0.0072285273590967,0.007243679161458018,0.007294195255905307,0.007294195255905307,0.007294195255905307,0.007294195255905307,0.007294195255905307,0.007261038026291937
2011-06-03,-0.00352787567447219,-0.00352787567447219,-0.0036619636612884483,-0.003251511142860973,-0.00352787567447219,-0.00352787567447219,-0.00352787567447219,-0.003625060527054377,-0.00352787567447219,-0.0035949196678803194
2011-06-10,-0.017386028365296027,-0.017386028365296027,-0.01799951607446651,-0.017386028365296027,-0.017299482197643806,-0.017299482197643806,-0.017299482197643806,-0.016629613278060843,-0.017299482197643806,-0.01764936632027098
2011-06-17,-0.00200442500234252,-0.00200442500234252,-0.0021132529053798613,-0.00200442500234252,-0.0020884224097296265,-0.0020884224097296265,-0.0020884224097296265,-0.0020884224097296265,-0.0020884224097296265,-0.0021008376575547445
2011-06-24,-0.0013852438249939583,-0.0014949219523467368,-0.0013868573763146043,-0.0013852438249939583,-0.00139851825082165,-0.0014297477078034052,-0.0014688805090494277,-0.00139851825082165,-0.00139851825082165,-0.0014324554408174626
2011-07-01,0.025929941008747286,0.028868098378754405,0.028133002839000953,0.025929941008747286,0.02895629995410329,0.025929941008747286,0.024416761536069285,0.02895629995410329,0.02895629995410329,0.02556073630493993
2011-07-08,0.006121598262699691,0.006121598262699691,0.006368575062055324,0.006121598262699691,0.006569991132472068,0.006121598262699691,0.005885421056189363,0.006569991132472068,0.006569991132472068,0.006018144590224314
2011-07-15,-0.010078977165279793,-0.010078977165279793,-0.010535238902165237,-0.010078977165279793,-0.010078977165279793,-0.010078977165279793,-0.010078977165279793,-0.010078977165279793,-0.010078977165279793,-0.010306206935587994
2011-07-22,0.01455706241331604,0.01455706241331604,0.015213020112559851,0.01455706241331604,0.01455706241331604,0.014471825663846326,0.014416488905968666,0.01455706241331604,0.01455706241331604,0.014789106464034987
2011-07-29,-0.01737731643466996,-0.01737731643466996,-0.017433979530404407,-0.01737731643466996,-0.01737731643466996,-0.015647797527092763,-0.014783038073304161,-0.01737731643466996,-0.01737731643466996,-0.015674743242501996
2011-08-05,-0.03420832155481241,-0.03423883676812138,-0.036238114183556006,-0.03423883676812138,-0.03420832155481241,-0.03423883676812138,-0.03428254208943523,-0.03420832155481241,-0.03420832155481241,-0.035278230971019904
2011-08-12,0.0172263946584629,0.017378468585805735,0.01729696755770323,0.017378468585805735,0.0172263946584629,0.017378468585805735,0.017413289582146985,0.017308826593123237,0.017308826593123237,0.017374315296337067
2011-08-19,0.00833232677850026,0.00833232677850026,0.007718214571112414,0.00833232677850026,0.00833232677850026,0.00833232677850026,0.009101912564613988,0.006793155206272805,0.006793155206272805,0.008748603492678083
2011-08-26,0.00701313509096139,0.00701313509096139,0.007563829087157909,0.00701313509096139,0.00701313509096139,0.00701313509096139,0.006292438394486703,0.008454528483910767,0.008454528483910767,0.0066123203624226055
2011-09-02,0.007478032149974242,0.007478032149974242,0.007559994560591307,0.007478032149974242,0.007478032149974242,0.007478032149974242,0.007377508343140127,0.007679079763642472,0.007679079763642472,0.00742462814296915
2011-09-09,-0.004475377991687202,-0.004475377991687202,-0.004607759540349056,-0.004475377991687202,-0.004475377991687202,-0.004475377991687202,-0.004332784411386461,-0.004760565152288686,-0.004760565152288686,-0.004406615466314369
2011-09-16,0.001579217711465709,0.001579217711465709,0.0019054445849834365,0.001579217711465709,0.001579217711465709,0.001579217711465709,0.0012392182878017996,0.0022592165587935276,0.0022592165587935276,0.001420466206805353
2011-09-23,-0.02111875828637144,-0.02111875828637144,-0.021630799003459725,-0.02111875828637144,-0.021159603344904427,-0.02111875828637144,-0.020528081301960516,-0.022268183311675658,-0.022268183311675658,-0.020785179189746133
2011-09-30,-0.004970224021014551,-0.004970224021014551,-0.0051830467050666814,-0.004970224021014551,-0.005320641001208636,-0.004970224021014551,-0.004802897045801045,-0.005295925001259018,-0.005295925001259018,-0.00489932416474756
2011-10-07,-0.0004686752121530709,-0.0004686752121530709,-0.0004512210371690967,-0.0004686752121530709,-0.0004686752121530709,-0.0004686752121530709,-0.0004910174533241615,-0.0004546000236917751,-0.0004546000236917751,-0.0005114968430742822
2011-10-14,0.005663666142180482,0.005663666142180482,0.0057955238532340515,0.005663666142180482,0.005663666142180482,0.005663666142180482,0.0054929623834721235,0.005832079795504257,0.005832079795504257,0.005396374865224126
2011-10-21,-0.0015852797327356942,-0.001574217464292521,-0.0015016329804328685,-0.001574217464292521,-0.0015852797327356942,-0.001574217464292521,-0.0016607680565266887,-0.0013490985456353797,-0.0013490985456353797,-0.0015673669228676254
2011-10-28,0.010013593005621714,0.009743121041117683,0.009952043295750605,0.009743121041117683,0.010013593005621714,0.009743121041117683,0.009607885058865666,0.010013593005621714,0.010013593005621714,0.009715423671675683
2011-11-04,0.006003330799247374,0.006049358583910788,0.00601764071947927,0.006042488306709512,0.006003330799247374,0.006049358583910788,0.0060723724762424955,0.006003330799247374,0.006003330799247374,0.006055798048015141
2011-11-11,-0.001995723633404376,-0.0019633329523403953,-0.0019910520370668757,-0.001995723633404376,-0.001995723633404376,-0.0019586408138901694,-0.0019400994041330669,-0.001995723633404376,-0.001995723633404376,-0.0019565385955382947
2011-11-18,-0.003644876065583337,-0.003644876065583337,-0.0036509528637104017,-0.003644876065583337,-0.003644876065583337,-0.0035299693373624787,-0.0034725159732520504,-0.003644876065583337,-0.003644876065583337,-0.003532703896519658
2011-11-25,-0.006798951096112688,-0.006798951096112688,-0.006800390142146516,-0.006798951096112688,-0.006798951096112688,-0.006578745582886328,-0.006468642826273148,-0.006798951096112688,-0.006798951096112688,-0.006579393153601551
2011-12-02,0.017302851528549632,0.017302851528549632,0.017127429511192893,0.017302851528549632,0.017302851528549632,0.016331401290838245,0.01583289458145192,0.0173284147096109,0.0173284147096109,0.01624123111980666
2011-12-09,-0.007622650337675764,-0.007622650337675764,-0.007560825903414249,-0.007622650337675764,-0.007622650337675764,-0.007602996034227768,-0.00767869576120038,-0.0074515965802825525,-0.0074515965802825525,-0.007651863722836863
2011-12-16,-0.006000888454062137,-0.006000888454062137,-0.006039925205006245,-0.006000888454062137,-0.006000888454062137,-0.005729028498776813,-0.005598685736461648,-0.006000888454062137,-0.006000888454062137,-0.0057466479904602855
2011-12-23,-0.0027507182977429385,-0.0027507182977429385,-0.002686102587713424,-0.002721877753782173,-0.0027507182977429385,-0.002721877753782173,-0.002721877753782173,-0.002721877753782173,-0.002721877753782173,-0.002703990170747798
2011-12-30,0.0012362207050048966,0.0012362207050048966,0.0012204129119534148,0.001208434612429899,0.0012362207050048966,0.001208434612429899,0.001208434612429899,0.001208434612429899,0.001208434612429899,0.0012144237621916573
2012-01-06,0.0007375370661560557,0.0007375370661560557,0.0007309202968366987,0.0007375370661560557,0.0007375370661560557,0.0007375370661560557,0.0007375370661560557,0.0007375370661560557,0.0007375370661560557,0.0007342286814963776
2012-01-13,0.007999457129714447,0.007999457129714447,0.007985364101665176,0.007999457129714447,0.007999457129714447,0.007999457129714447,0.007999457129714447,0.007999457129714447,0.007999457129714447,0.007993005785430964
2012-01-20,-0.0014804825020287658,-0.0014804825020287658,-0.0014630698915561375,-0.0014804825020287658,-0.0014804825020287658,-0.0014804825020287658,-0.0014804825020287658,-0.0014804825020287658,-0.0014804825020287658,-0.0014717497413174391
2012-01-27,0.014508964666724642,0.014508964666724642,0.01456966699446662,0.014508964666724642,0.014508964666724642,0.014508964666724642,0.014508964666724642,0.014508964666724642,0.014508964666724642,0.014539315830595628
2012-02-03,-9.572919012033226e-05,-9.572919012033226e-05,-2.153415848281346e-05,-9.572919012033226e-05,-9.572919012033226e-05,-9.572919012033226e-05,-9.572919012033226e-05,-9.572919012033226e-05,-9.572919012033226e-05,-5.8631674301572805e-05
2012-02-10,-0.0024453835947032634,-0.0024453835947032634,-0.0025471865660612906,-0.0024453835947032634,-0.0024453835947032634,-0.0024453835947032634,-0.0024453835947032634,-0.0024453835947032634,-0.0024453835947032634,-0.0024962850803822764
2012-02-17,0.0006427468572993214,0.0006427468572993214,0.0007440869880223215,0.0006427468572993214,0.0006427468572993214,0.0006427468572993214,0.0006427468572993214,0.0006427468572993214,0.0006427468572993214,0.0006940961870184265
2012-02-24,0.009997910629349214,0.009997910629349214,0.010089139162364077,0.009997910629349214,0.009997910629349214,0.009997910629349214,0.009997910629349214,0.009997910629349214,0.009997910629349214,0.010043524895856646
2012-03-02,-0.0034591062104833855,-0.0034591062104833855,-0.0034394776848819786,-0.0034591062104833855,-0.0034591062104833855,-0.0034591062104833855,-0.0034591062104833855,-0.0034591062104833855,-0.0034591062104833855,-0.003449291947682682
2012-03-09,-0.00275591385469568,-0.00275591385469568,-0.002826961752455564,-0.00275591385469568,-0.00275591385469568,-0.00275591385469568,-0.00275591385469568,-0.00275591385469568,-0.00275591385469568,-0.0027914378035756218
2012-03-16,-0.008670272301971841,-0.008670272301971841,-0.008452219348009073,-0.008670272301971841,-0.008670272301971841,-0.008670272301971841,-0.008670272301971841,-0.008674380319041773,-0.008670272301971841,-0.008561203718157002
2012-03-23,0.0022862919852928132,0.0022862919852928132,0.0022249648263977426,0.0022862919852928132,0.0022862919852928132,0.0022862919852928132,0.0022862919852928132,0.002322911773327651,0.0022862919852928132,0.0022556284058452784
2012-03-30,0.001343480158404535,0.0012683150887196231,0.001363873333398124,0.0012683150887196231,0.0012683150887196231,0.0012683150887196231,0.0012683150887196231,0.0012737025796259512,0.0012683150887196231,0.0013160942110588738
2012-04-06,-0.0040537998937195015,-0.004342666402534595,-0.004431598686148223,-0.004342666402534595,-0.004342666402534595,-0.004342666402534595,-0.004342666402534595,-0.004296194068840141,-0.004342666402534595,-0.004387132544341409
2012-04-13,0.003915791738392718,0.0032020252487800216,0.0029863600857431044,0.0032020252487800216,0.0032020252487800216,0.0032020252487800216,0.0032020252487800216,0.0032020252487800216,0.0032020252487800216,0.0030941926672615632
2012-04-20,0.0036766152827179357,0.004083470881673428,0.004203114688359683,0.004083470881673428,0.004083470881673428,0.004076507874807557,0.004043561325871627,0.004083470881673428,0.004083470881673428,0.004133622769839377
2012-04-27,0.01115974033039071,0.012226526870807186,0.012358289102717916,0.012226526870807186,0.012226526870807186,0.01108148054468045,0.01050550471865075,0.012226526870807186,0.012226526870807186,0.011139510846320371
2012-05-04,-0.009857427001445988,-0.011167022006019565,-0.011489536063461722,-0.011167022006019565,-0.011167022006019565,-0.011167022006019565,-0.011167022006019565,-0.011167022006019565,-0.011167022006019565,-0.011328279034740645
2012-05-11,-0.0012794961768432236,-0.0016764965911876453,-0.001673546717582326,-0.0016764965911876453,-0.0016155557522473203,-0.0016764965911876453,-0.0017367906440661025,-0.0016155557522473203,-0.0016155557522473203,-0.0017236390774705629
2012-05-18,-0.023059716085282914,-0.023059716085282914,-0.025262975977859838,-0.023059716085282914,-0.026214552194926834,-0.023059716085282914,-0.021482298030460954,-0.026214552194926834,-0.026219303636887212,-0.022628685141792886
2012-05-25,0.006677901865549801,0.006677901865549801,0.007207091662235434,0.006677901865549801,0.007505559248090098,0.006677901865549801,0.006246121852725897,0.007541461891197608,0.007550878436297697,0.006535749890752796
2012-06-01,0.00535115017817041,0.00535115017817041,0.004901535605637427,0.00535115017817041,0.005275790622100304,0.00535115017817041,0.0058890358558742455,0.00427537882276274,0.00427537882276274,0.0056349388916707615
2012-06-08,0.004366990964778731,0.004366990964778731,0.005405929184434617,0.004366990964778731,0.005872728362885033,0.004366990964778731,0.003577390151948189,0.005946192590439815,0.005946192590439815,0.004126806895561557
2012-06-15,0.005095272588311512,0.005095272588311512,0.005190331697722519,0.005095272588311512,0.005025555598319841,0.005095272588311512,0.004962410460744055,0.005360996843446424,0.005360996843446424,0.005018473272735754
2012-06-22,-0.0022787184936006602,-0.0022787184936006602,-0.002271286064689173,-0.0022787184936006602,-0.0022519556263261866,-0.0022787184936006602,-0.002292099927237897,-0.0022519556263261866,-0.0022519556263261866,-0.0022874171908640038
2012-06-29,0.008164765260831396,0.008164765260831396,0.008797158611721432,0.008164765260831396,0.008899490062528367,0.008164765260831396,0.007797402859982908,0.008899490062528367,0.008899490062528367,0.008118716107968275
2012-07-06,0.009713918472553203,0.009777736401510534,0.010011333040700798,0.009777736401510534,0.010220573087647298,0.009713918472553203,0.00944476431159823,0.010220573087647298,0.010220573087647298,0.009606793216631632
2012-07-13,0.007118337852461792,0.006942113015292096,0.007111598839876721,0.006942113015292096,0.007118337852461792,0.00705999857232964,0.007011309254465204,0.007118337852461792,0.007118337852461792,0.007058784115737167
2012-07-20,0.0014230263541507055,0.001636021382709308,0.0014178331481513149,0.001636021382709308,0.0014230263541507055,0.001636021382709308,0.0017425188969886097,0.0014230263541507055,0.0014230263541507055,0.0016341287023523435
2012-07-27,0.0002206691873900214,-0.00011548641983818406,0.00018728053744508308,-0.00011548641983818406,0.0002206691873900214,-0.00011548641983818406,-0.00028356422345228644,0.0002206691873900214,0.0002206691873900214,-0.00013179452761604565
2012-08-03,0.0029055098959668625,0.002554970923864453,0.0029089488260510355,0.002554970923864453,0.0029055098959668625,0.002554970923864453,0.0023797014378132485,0.0029055098959668625,0.0029055098959668625,0.002558783883089325
2012-08-10,-0.0042533109747940594,-0.004287069330364081,-0.004227628266623911,-0.004287069330364081,-0.0042533109747940594,-0.004287069330364081,-0.004303948508149093,-0.0042533109747940594,-0.0042533109747940594,-0.004284105884900167
2012-08-17,-0.006043369520493403,-0.006636296733695397,-0.005910275204392487,-0.006636296733695397,-0.006043369520493403,-0.006538297173365151,-0.006785760999801024,-0.006043369520493403,-0.006043369520493403,-0.006512287764975291
2012-08-24,0.01010930246170775,0.01010930246170775,0.009906456907277495,0.01010930246170775,0.01010930246170775,0.009903561209305552,0.009792258828102335,0.01010930246170775,0.01010930246170775,0.009945391248237895
2012-08-31,0.007503675243297097,0.007503675243297097,0.007394170166570946,0.007503675243297097,0.007503675243297097,0.007503675243297097,0.007503675243297097,0.007503675243297097,0.007503675243297097,0.007448449203597463
2012-09-07,0.0022374980502981668,0.0022374980502981668,0.0025896921838463043,0.0022374980502981668,0.0022374980502981668,0.0022374980502981668,0.0022374980502981668,0.0022374980502981668,0.0022374980502981668,0.002416136704311456
2012-09-14,-0.0005961375649889592,-0.0005961375649889592,-0.0002096536929656662,-0.0005961375649889592,-0.0005961375649889592,-0.0005961375649889592,-0.0005961375649889592,-0.0005961375649889592,-0.0005961375649889592,-0.0004007274222381364
2012-09-21,-0.0024384169275510014,-0.0024384169275510014,-0.0028353479936633346,-0.0024384169275510014,-0.0024384169275510014,-0.0024384169275510014,-0.0024384169275510014,-0.0024384169275510014,-0.0024384169275510014,-0.002639599881626604
2012-09-28,-0.002695495331316216,-0.002695495331316216,-0.003048652363038831,-0.002695495331316216,-0.002695495331316216,-0.002695495331316216,-0.002695495331316216,-0.002695495331316216,-0.002695495331316216,-0.002874804472914396
2012-10-05,0.004278042840128135,0.004278042840128135,0.004431036877520957,0.004278042840128135,0.004278042840128135,0.0041451871361291946,0.004078752593467034,0.004278042840128135,0.004278042840128135,0.004238049275283185
2012-10-12,-0.002493184034948874,-0.002493184034948874,-0.0026591754374401793,-0.002493184034948874,-0.002493184034948874,-0.0018869483260523607,-0.0015838304716041037,-0.002493184034948874,-0.002493184034948874,-0.0019970098132884584
2012-10-19,0.002320633057850181,0.002320633057850181,0.0024567470271133797,0.002320633057850181,0.002320633057850181,0.001931782413147053,0.0017373570907954885,0.002320633057850181,0.002320633057850181,0.002033944835663559
2012-10-26,-0.009143151820211817,-0.009035640972612597,-0.009148815383995744,-0.009035640972612597,-0.009035640972612597,-0.008132865978701132,-0.007681478481745399,-0.009035640972612597,-0.009035640972612597,-0.008295703425330075
2012-11-02,0.0010109175107354987,0.0013135006968393293,0.001359229381160721,0.0013135006968393293,0.0013135006968393293,0.0010109175107354987,0.0008596259176835833,0.0013135006968393293,0.0013135006968393293,0.001040475752965625
2012-11-09,-0.009587716069466682,-0.010750326712645518,-0.010454774067175538,-0.010859819300160998,-0.010750326712645518,-0.009587716069466682,-0.009006410747877263,-0.01075550655862435,-0.010750326712645518,-0.009450520474256943
2012-11-16,-0.00797924661152879,-0.008936306821081522,-0.008880029015864493,-0.00797924661152879,-0.008936306821081522,-0.00797924661152879,-0.007549761437919184,-0.008754191733781329,-0.008838216958747997,-0.008003874238088203
2012-11-23,0.015454415626079661,0.015454415626079661,0.01635332595017709,0.015454415626079661,0.015454415626079661,0.015454415626079661,0.014618787315033587,0.016930209170916057,0.01712567224817181,0.015107661115448453
2012-11-30,0.00408702379313051,0.004013554929239232,0.004320844911207518,0.00408702379313051,0.004013554929239232,0.00408702379313051,0.003866789943716418,0.004467036137672137,0.004527491491958695,0.003997455474282466
2012-12-07,0.004842231126611235,0.005502452815863534,0.005409440563059403,0.004842231126611235,0.005502452815863534,0.004977765407060283,0.004715421702658658,0.005502452815863534,0.005502452815863534,0.004933940537074932
2012-12-14,-0.001972349850042314,-0.0020950882494342737,-0.001970275627698052,-0.0020950882494342737,-0.001972349850042314,-0.0019802362748964214,-0.001984179487323475,-0.001972349850042314,-0.001972349850042314,-0.0019816189930003674
2012-12-21,0.007245814245027021,0.006449429161265745,0.007164310448155365,0.006449429161265745,0.007245814245027021,0.006449429161265745,0.006051236619385107,0.007245814245027021,0.007245814245027021,0.006415544507461479
