,GLD,TLT,HYG,LQD,DBA,BIL
2009-10-16,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-10-23,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-10-30,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-11-06,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-11-13,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-11-20,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-11-27,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-12-04,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-12-11,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-12-18,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2009-12-25,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-01-01,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-01-08,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-01-15,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-01-22,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-01-29,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-02-05,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-02-12,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-02-19,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-02-26,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-03-05,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-03-12,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-03-19,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-03-26,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-04-02,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-04-09,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-04-16,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-04-23,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-04-30,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-05-07,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-05-14,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-05-21,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-05-28,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-06-04,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-06-11,0.026166682127811015,0.02082654291805366,0.01815647331317499,0.02082654291805366,0.015486403708296315,0.8985373550146104
2010-06-18,0.03516182434342303,0.0279859418243571,0.024398000564824142,0.0279859418243571,0.020810059305291177,0.8636582321377475
2010-06-25,0.0367961472111251,0.029286729412936297,0.025532020513841902,0.029286729412936297,0.021777311614747503,0.8573210618344129
2010-07-02,0.05029552142008882,0.04003112929354009,0.034898933230265716,0.04003112929354009,0.029766737166991342,0.804976549595574
2010-07-09,0.05210689454132914,0.041472834430853804,0.036155804375616135,0.041472834430853804,0.03083877432037847,0.7979528579009687
2010-07-16,0.04839525531069622,0.038518672594227595,0.03358038123599329,0.038518672594227595,0.028642089877758983,0.8123449283870964
2010-07-23,0.041802248616474295,0.03327117747025505,0.029005641897145426,0.03327117747025505,0.024740106324035803,0.8379096482218344
2010-07-30,0.03859374513907139,0.030717470620893556,0.026779333361804637,0.030717470620893556,0.022841196102715722,0.8503507841546212
2010-08-06,0.030462326765333083,0.02424552538465286,0.02113712469431275,0.02424552538465286,0.018028724003972638,0.8818807737670759
2010-08-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-08-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-08-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-09-03,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-09-10,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-09-17,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-09-24,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-10-01,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-10-08,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-10-15,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-10-22,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2010-10-29,0.02745100887093281,0.021848762162579173,0.019047638808402358,0.021848762162579173,0.016246515454225542,0.893557312541281
2010-11-05,0.023596731492912842,0.01704208385599261,0.01704208385599261,0.030151379129833067,0.01704208385599261,0.8951256378092763
2010-11-12,0.03081785886571517,0.024528499913528398,0.02138382043743501,0.024528499913528398,0.018239140961341625,0.8805021799084514
2010-11-19,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2010-11-26,0.06412540844169194,0.05103859039236706,0.04449518136770461,0.05103859039236706,0.037951772343042166,0.7513504570628272
2010-12-03,0.05610954166008862,0.04465861479068278,0.03893315135597986,0.04465861479068278,0.033207687921276936,0.782432389481289
2010-12-10,0.05109559011884892,0.0406679186660226,0.03545408293960945,0.0406679186660226,0.030240247213196295,0.8018742423963002
2010-12-17,0.0452023903318007,0.035977412713065864,0.031364923903698445,0.035977412713065864,0.026752435094331024,0.8247254252440381
2010-12-24,0.04663216339634375,0.03711539535627359,0.032357011336238514,0.03711539535627359,0.02759862731620344,0.8191814072386671
2010-12-31,0.030311750650915424,0.02189181991455003,0.02189181991455003,0.03873168138728081,0.02189181991455003,0.8652811082181536
2011-01-07,0.032975949281413446,0.02381596336990971,0.02381596336990971,0.04213593519291717,0.02381596336990971,0.8534402254159403
2011-01-14,0.026685263876184702,0.019272690577244508,0.019272690577244508,0.03409783717512489,0.019272690577244508,0.881398827216957
2011-01-21,0.022851591738587602,0.016503927366757713,0.016503927366757713,0.02919925611041748,0.016503927366757713,0.8984373700507218
2011-01-28,0.027407955863070384,0.01979463478999528,0.01979463478999528,0.035021276936145485,0.01979463478999528,0.8781868628307982
2011-02-04,0.032967799454411424,0.02623967711677644,0.022875615947958946,0.02623967711677644,0.019511554779141453,0.8721656755849353
2011-02-11,0.03038480358321553,0.024183823260110315,0.021083333098557713,0.024183823260110315,0.017982842937005108,0.8821813738610009
2011-02-18,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-02-25,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-03-04,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-03-11,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-03-18,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-03-25,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-04-01,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-04-08,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-04-15,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-04-22,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-04-29,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-05-06,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-05-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-05-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-05-27,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-06-03,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-06-10,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-06-17,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-06-24,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-07-01,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-07-08,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-07-15,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-07-22,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-07-29,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-08-05,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2011-08-12,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2011-08-19,0.026402640264026406,0.026402640264026406,0.015401540154015403,0.015401540154015403,0.015401540154015403,0.900990099009901
2011-08-26,0.14277127566942832,0.14277127566942832,0.08328324414049984,0.08328324414049984,0.08328324414049984,0.46460771623964386
2011-09-02,0.14011987568232326,0.14011987568232326,0.0817365941480219,0.0817365941480219,0.0817365941480219,0.4745504661912879
2011-09-09,0.1401796385714833,0.1401796385714833,0.08177145583336524,0.08177145583336524,0.08177145583336524,0.4743263553569378
2011-09-16,0.1411403164097539,0.1411403164097539,0.08233185123902312,0.08233185123902312,0.08233185123902312,0.47072381346342285
2011-09-23,0.13704355383432332,0.1090754816232369,0.0950914455176937,0.1090754816232369,0.08110740941215051,0.4686066279893588
2011-09-30,0.14203194109882056,0.14203194109882056,0.08285196564097864,0.08285196564097864,0.08285196564097864,0.46738022087942305
2011-10-07,0.1422268403604298,0.1422268403604298,0.08296565687691736,0.08296565687691736,0.08296565687691736,0.4666493486483884
2011-10-14,0.1409469257637486,0.1409469257637486,0.08221904002885333,0.08221904002885333,0.08221904002885333,0.47144902838594277
2011-10-21,0.1375107292086711,0.1375107292086711,0.08021459203839147,0.08021459203839147,0.08021459203839147,0.4843347654674835
2011-10-28,0.1368083196620833,0.1368083196620833,0.07980485313621523,0.07980485313621523,0.07980485313621523,0.4869688012671878
2011-11-04,0.13448255383219174,0.13448255383219174,0.07844815640211183,0.07844815640211183,0.07844815640211183,0.49569042312928097
2011-11-11,0.1360502861868834,0.1360502861868834,0.07936266694234863,0.07936266694234863,0.07936266694234863,0.48981142679918743
2011-11-18,0.1354575815096407,0.1354575815096407,0.0790169225472904,0.0790169225472904,0.0790169225472904,0.4920340693388473
2011-11-25,0.13680848956241093,0.10888838965171481,0.09492833969636674,0.10888838965171481,0.0809682897410187,0.469518101696774
2011-12-02,0.1406370163338417,0.1406370163338417,0.08203825952807431,0.08203825952807431,0.08203825952807431,0.47261118874809366
2011-12-09,0.14285993443371345,0.11370484577377189,0.09912730144380115,0.11370484577377189,0.08454975711383039,0.4460533154611113
2011-12-16,0.15089828813958478,0.12010271913150625,0.10470493462746698,0.12010271913150625,0.08930715012342773,0.41488418884650796
2011-12-23,0.15220269017026444,0.12114091666612883,0.10561002991406104,0.12114091666612883,0.09007914316199324,0.4098263034214236
2011-12-30,0.1491693760133921,0.11872664621474065,0.10350528131541492,0.11872664621474065,0.0882839164160892,0.4215881338256225
2012-01-06,0.15081700390601255,0.12003802351703037,0.1046485333225393,0.12003802351703037,0.08925904312804823,0.4151993726093392
2012-01-13,0.1517974764912773,0.12081839965632274,0.10532886123884547,0.12081839965632274,0.0898393228213682,0.41139754013586366
2012-01-20,0.15022804497748815,0.11956926028820485,0.1042398679435632,0.11956926028820485,0.08891047559892155,0.4174830909036175
2012-01-27,0.1506059313675001,0.11987002700678578,0.10450207482642863,0.11987002700678578,0.08913412264607147,0.4160178171464282
2012-02-03,0.13515093370116288,0.11979287305330345,0.11979287305330345,0.11979287305330345,0.08907675175758462,0.4163936953813422
2012-02-10,0.13601056269476022,0.0896433254124556,0.1514663084555284,0.12055481693399199,0.0896433254124556,0.41268166109080834
2012-02-17,0.13904115803355757,0.09164076324939023,0.15484128962828003,0.12324102643883511,0.09164076324939023,0.39959499940054694
2012-02-24,0.13990479553005974,0.12400652331073478,0.12400652331073478,0.12400652331073478,0.09220997887208483,0.39586565566565113
2012-03-02,0.14565512272633135,0.09599996725144566,0.16220684121795992,0.1291034042347028,0.09599996725144566,0.37103469731811456
2012-03-09,0.1642132219823992,0.13070031953701158,0.11394386831431781,0.13070031953701158,0.09718741709162401,0.36325485353763576
2012-03-16,0.14454739832374056,0.09526987616791993,0.16097323904234745,0.1281215576051337,0.09526987616791993,0.3758180526929385
2012-03-23,0.15868976506983654,0.12630409872905357,0.1101112655586621,0.12630409872905357,0.09391843238827062,0.38467233952512364
2012-03-30,0.1620510578955441,0.1289794134270657,0.1124435911928265,0.1289794134270657,0.09590776895858732,0.3716387550989106
2012-04-06,0.15795551775359046,0.12571969780387812,0.10960178782902195,0.12571969780387812,0.09348387785416577,0.38751942095546554
2012-04-13,0.15782684340232445,0.12561728352429904,0.10951250358528634,0.12561728352429904,0.09340772364627363,0.3880183623175176
2012-04-20,0.15950256040046598,0.12695101746159534,0.11067524599216005,0.12695101746159534,0.09439947452272474,0.3815206841614586
2012-04-27,0.1542230202112055,0.12274893445381663,0.10701189157512218,0.12274893445381663,0.09127484869642775,0.4019923706096113
2012-05-04,0.15322748919535506,0.12195657303303771,0.10632111495187901,0.12195657303303771,0.09068565687072033,0.4058525929159702
2012-05-11,0.15010948929486412,0.11947489964285103,0.1041576048168445,0.11947489964285103,0.08884030999083795,0.4179427966117513
2012-05-18,0.029171378576677433,0.023218036010008568,0.020241364726674135,0.023218036010008568,0.017264693443339706,0.8868864912332917
2012-05-25,0.03219018977195296,0.025620763287880925,0.02233605004584491,0.025620763287880925,0.019051336803808893,0.8751808968026314
2012-06-01,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-06-08,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-06-15,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-06-22,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-06-29,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-07-06,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-07-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-07-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-07-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-08-03,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-08-10,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-08-17,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-08-24,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-08-31,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-09-07,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-09-14,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-09-21,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-09-28,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-10-05,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-10-12,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-10-19,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-10-26,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-11-02,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-11-09,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-11-16,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-11-23,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2012-11-30,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-12-07,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-12-14,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-12-21,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2012-12-28,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-01-04,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-01-11,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-01-18,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-01-25,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-02-01,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-02-08,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-02-15,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-02-22,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-03-01,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-03-08,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-03-15,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-03-22,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-03-29,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-04-05,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-04-12,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-04-19,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-04-26,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-05-03,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-05-10,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-05-17,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-05-24,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-05-31,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2013-06-07,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-06-14,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-06-21,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-06-28,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-07-05,0.0339773920391725,0.027043230398525044,0.02357614957820132,0.027043230398525044,0.020109068757877598,0.8682509288276986
2013-07-12,0.03470358677500671,0.027621222127046152,0.024080039803065875,0.027621222127046152,0.0205388574790856,0.8654350716887496
2013-07-19,0.03474515791855299,0.027654309363746254,0.024108885086342888,0.027654309363746254,0.02056346080893952,0.8652738774586721
2013-07-26,0.058495312575549865,0.0465574936825805,0.04058858423609582,0.0465574936825805,0.03461967478961114,0.7731814410335822
2013-08-02,0.054752529302356905,0.04357854373044733,0.037991550944492546,0.04357854373044733,0.03240455815853775,0.7876942741337181
2013-08-09,0.04831500459995469,0.03845479957955577,0.03352469706935632,0.03845479957955577,0.028594594559156857,0.8126561046124205
2013-08-16,0.04319885200265206,0.03438275975721287,0.029974713634493267,0.03438275975721287,0.02556666751177367,0.8324942473366553
2013-08-23,0.04113980639277491,0.03274392753710656,0.028545988109272384,0.03274392753710656,0.024348048681438212,0.8404783017423014
2013-08-30,0.034860092152178015,0.02774578763132536,0.024188635370899034,0.02774578763132536,0.020631483110472706,0.8648282141037996
2013-09-06,0.034456436102478255,0.02742451036727861,0.02390854749967879,0.02742451036727861,0.020392584632078967,0.8663934110312068
2013-09-13,0.028490811347473197,0.0226763600520705,0.019769134404369153,0.0226763600520705,0.016861908756667807,0.8895254253873488
2013-09-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-09-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-10-04,0.02766077242579143,0.022015716828691138,0.019193189030140993,0.022015716828691138,0.016370661231590845,0.8927439436550946
2013-10-11,0.025755282907998524,0.020499102722692703,0.017871012630039793,0.020499102722692703,0.01524292253738688,0.9001325764791894
2013-10-18,0.028746381789447398,0.022879773260988744,0.019946468996759417,0.022879773260988744,0.01701316473253009,0.8885344379592856
2013-10-25,0.026985216175786916,0.021478029201136527,0.01872443571381133,0.021478029201136527,0.01597084222648613,0.8953634474816426
2013-11-01,0.032386720833139475,0.025777185969233455,0.022472418537280447,0.025777185969233455,0.019167651105327442,0.8744188375857858
2013-11-08,0.029082497434703362,0.02314729387660063,0.02017969209754927,0.02314729387660063,0.017212090318497908,0.8872311323960482
2013-11-15,0.0287425446627599,0.022876719221380327,0.019943806500690543,0.022876719221380327,0.017010893780000758,0.8885493166137881
2013-11-22,0.028728795225573988,0.022865775791783376,0.019934266074888074,0.022865775791783376,0.017002756357992768,0.8886026307579784
2013-11-29,0.031356211751957234,0.024956984863802694,0.02175737141972543,0.024956984863802694,0.01855775797564816,0.8784146891250638
2013-12-06,0.029141364864222814,0.023194147544993667,0.020220538885379093,0.023194147544993667,0.017246930225764522,0.8870028709346461
2013-12-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2013-12-20,0.026479771266874695,0.021075736314451286,0.018373718838239583,0.021075736314451286,0.01567170136202788,0.8973233359039553
2013-12-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-01-03,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-01-10,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-01-17,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-01-24,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-01-31,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-02-07,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-02-14,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-02-21,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-02-28,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2014-03-07,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
