Date,vote_8w,vote_11w,vote_13w,vote_count,vote_share,active,breadth_high,cash_conversion_weight
2024-05-24,False,True,False,1,0.3333333333333333,False,True,0.0
2024-05-31,False,True,False,1,0.3333333333333333,False,True,0.0
2024-06-07,False,False,True,1,0.3333333333333333,False,True,0.0
2024-06-14,False,False,False,0,0.0,False,False,0.0
2024-06-21,False,False,False,0,0.0,False,False,0.0
2024-06-28,False,False,False,0,0.0,False,False,0.0
2024-07-05,False,False,False,0,0.0,False,False,0.0
2024-07-12,True,False,False,1,0.3333333333333333,False,False,0.0
2024-07-19,True,True,True,3,1.0,True,False,0.5
2024-07-26,True,True,True,3,1.0,True,True,0.8
2024-08-02,False,False,True,1,0.3333333333333333,False,False,0.0
2024-08-09,False,False,True,1,0.3333333333333333,False,False,0.0
2024-08-16,True,True,True,3,1.0,True,False,0.5
2024-08-23,True,True,True,3,1.0,True,False,0.5
2024-08-30,True,True,True,3,1.0,True,False,0.5
2024-09-06,False,False,False,0,0.0,False,False,0.0
2024-09-13,False,True,True,2,0.6666666666666666,True,False,0.3333333333333333
2024-09-20,False,True,True,2,0.6666666666666666,True,False,0.3333333333333333
2024-09-27,False,True,True,2,0.6666666666666666,True,False,0.3333333333333333
2024-10-04,False,True,True,2,0.6666666666666666,True,False,0.3333333333333333
2024-10-11,True,True,True,3,1.0,True,False,0.5
2024-10-18,True,True,True,3,1.0,True,True,0.8
2024-10-25,True,False,True,2,0.6666666666666666,True,True,0.5333333333333333
2024-11-01,True,True,True,3,1.0,True,True,0.8
2024-11-08,True,True,False,2,0.6666666666666666,True,True,0.5333333333333333
2024-11-15,True,True,True,3,1.0,True,True,0.8
2024-11-22,True,True,True,3,1.0,True,True,0.8
2024-11-29,True,True,True,3,1.0,True,True,0.8
2024-12-06,True,True,True,3,1.0,True,True,0.8
2024-12-13,True,True,True,3,1.0,True,True,0.8
2024-12-20,True,True,True,3,1.0,True,True,0.8
2024-12-27,True,True,True,3,1.0,True,True,0.8
2025-01-03,True,True,True,3,1.0,True,True,0.8
2025-01-10,True,True,True,3,1.0,True,True,0.8
2025-01-17,False,True,True,2,0.6666666666666666,True,True,0.5333333333333333
2025-01-24,False,True,True,2,0.6666666666666666,True,True,0.5333333333333333
2025-01-31,False,True,True,2,0.6666666666666666,True,True,0.5333333333333333
2025-02-07,False,False,False,0,0.0,False,True,0.0
2025-02-14,False,False,False,0,0.0,False,True,0.0
2025-02-21,False,False,False,0,0.0,False,True,0.0
2025-02-28,False,False,False,0,0.0,False,True,0.0
2025-03-07,False,False,False,0,0.0,False,False,0.0
2025-03-14,False,False,False,0,0.0,False,True,0.0
2025-03-21,False,False,False,0,0.0,False,False,0.0
2025-03-28,False,False,False,0,0.0,False,False,0.0
2025-04-04,False,False,False,0,0.0,False,False,0.0
2025-04-11,False,False,False,0,0.0,False,False,0.0
2025-04-18,False,False,False,0,0.0,False,False,0.0
2025-04-25,False,False,False,0,0.0,False,False,0.0
2025-05-02,True,False,False,1,0.3333333333333333,False,False,0.0
2025-05-09,True,False,False,1,0.3333333333333333,False,False,0.0
2025-05-16,False,False,False,0,0.0,False,False,0.0
2025-05-23,True,True,True,3,1.0,True,False,0.5
2025-05-30,True,True,True,3,1.0,True,False,0.5
2025-06-06,True,True,True,3,1.0,True,False,0.5
2025-06-13,False,False,False,0,0.0,False,False,0.0
2025-06-20,False,False,False,0,0.0,False,False,0.0
2025-06-27,False,True,False,1,0.3333333333333333,False,True,0.0
2025-07-04,False,False,False,0,0.0,False,True,0.0
2025-07-11,False,False,False,0,0.0,False,True,0.0
2025-07-18,False,False,False,0,0.0,False,True,0.0
2025-07-25,False,False,False,0,0.0,False,True,0.0
2025-08-01,False,False,False,0,0.0,False,False,0.0
2025-08-08,False,False,False,0,0.0,False,False,0.0
2025-08-15,False,False,False,0,0.0,False,False,0.0
2025-08-22,False,False,False,0,0.0,False,False,0.0
2025-08-29,False,False,False,0,0.0,False,True,0.0
2025-09-05,False,False,False,0,0.0,False,True,0.0
2025-09-12,False,False,False,0,0.0,False,True,0.0
2025-09-19,False,False,False,0,0.0,False,True,0.0
2025-09-26,True,False,False,1,0.3333333333333333,False,True,0.0
2025-10-03,True,False,False,1,0.3333333333333333,False,True,0.0
2025-10-10,False,False,False,0,0.0,False,True,0.0
2025-10-17,False,False,False,0,0.0,False,True,0.0
2025-10-24,False,False,False,0,0.0,False,True,0.0
2025-10-31,False,False,False,0,0.0,False,True,0.0
2025-11-07,False,False,False,0,0.0,False,True,0.0
2025-11-14,False,False,False,0,0.0,False,True,0.0
2025-11-21,False,False,False,0,0.0,False,True,0.0
2025-11-28,False,False,False,0,0.0,False,True,0.0
2025-12-05,False,False,False,0,0.0,False,True,0.0
2025-12-12,False,False,False,0,0.0,False,True,0.0
2025-12-19,False,False,False,0,0.0,False,True,0.0
2025-12-26,False,False,False,0,0.0,False,True,0.0
2026-01-02,False,False,False,0,0.0,False,False,0.0
2026-01-09,False,False,False,0,0.0,False,False,0.0
2026-01-16,False,False,False,0,0.0,False,False,0.0
2026-01-23,False,False,False,0,0.0,False,False,0.0
2026-01-30,False,False,False,0,0.0,False,False,0.0
2026-02-06,False,False,False,0,0.0,False,False,0.0
2026-02-13,False,False,False,0,0.0,False,False,0.0
2026-02-20,False,False,False,0,0.0,False,False,0.0
2026-02-27,False,False,False,0,0.0,False,False,0.0
2026-03-06,False,False,False,0,0.0,False,False,0.0
2026-03-13,False,False,False,0,0.0,False,False,0.0
2026-03-20,False,False,False,0,0.0,False,False,0.0
2026-03-27,False,False,False,0,0.0,False,False,0.0
2026-04-03,False,False,False,0,0.0,False,False,0.0
2026-04-10,False,False,False,0,0.0,False,False,0.0
2026-04-17,False,False,False,0,0.0,False,False,0.0
2026-04-24,False,False,False,0,0.0,False,False,0.0
2026-05-01,False,False,False,0,0.0,False,False,0.0
2026-05-08,False,False,False,0,0.0,False,True,0.0
2026-05-15,False,False,False,0,0.0,False,True,0.0
2026-05-22,False,False,False,0,0.0,False,True,0.0
2026-05-29,False,False,False,0,0.0,False,True,0.0
2026-06-05,False,False,False,0,0.0,False,True,0.0
2026-06-12,False,False,False,0,0.0,False,True,0.0
2026-06-19,False,False,False,0,0.0,False,True,0.0
2026-06-26,False,False,False,0,0.0,False,True,0.0
2026-07-03,True,False,False,1,0.3333333333333333,False,True,0.0
2026-07-10,True,True,False,2,0.6666666666666666,True,True,0.5333333333333333
2026-07-17,True,True,True,3,1.0,True,True,0.8
2026-07-24,False,True,True,2,0.6666666666666666,True,True,0.5333333333333333
2026-07-31,True,True,True,3,1.0,True,True,0.8
2026-08-07,True,True,True,3,1.0,True,True,0.8
