,all_six,five_sleeve_base,trend_0bps,candidate_0bps,trend_10bps,candidate_10bps,trend_50bps,candidate_50bps,trend_100bps,candidate_100bps
2010-07-30,,,0.003920483295976213,,0.003920483295976213,,0.003920483295976213,,0.003920483295976213,
2010-08-06,,,0.007677612626509559,,0.007677612626509559,,0.007677612626509559,,0.007677612626509559,
2010-08-13,,,0.007600218421270403,,0.007584856068157035,,0.007523406655703564,,0.007446594890136726,
2010-08-20,,,0.0008165166941933781,,0.0008165166941933781,,0.0008165166941933781,,0.0008165166941933781,
2010-08-27,,,0.0011697761524049,,0.0011697761524049,,0.0011697761524049,,0.0011697761524049,
2010-09-03,,,-0.00041193441784234046,,-0.00041193441784234046,,-0.00041193441784234046,,-0.00041193441784234046,
2010-09-10,,,0.005685503823110859,,0.005674637623873925,,0.005631172826926192,,0.005576841830741525,
2010-09-17,,,0.007022822596414007,,0.007022822596414007,,0.007022822596414007,,0.007022822596414007,
2010-09-24,,,0.0030985947996488863,,0.0030985947996488863,,0.0030985947996488863,,0.0030985947996488863,
2010-10-01,,,0.0161099791316096,,0.0161099791316096,,0.0161099791316096,,0.0161099791316096,
2010-10-08,,,-0.00613181761747178,,-0.006231393155947134,,-0.006629695309848548,,-0.007127573002225316,
2010-10-15,,,0.0011319317046658629,,0.0011319317046658629,,0.0011319317046658629,,0.0011319317046658629,
2010-10-22,,,0.0050122900641751495,,0.0050122900641751495,,0.0050122900641751495,,0.0050122900641751495,
2010-10-29,,,0.01082278096480445,,0.01082278096480445,,0.01082278096480445,,0.01082278096480445,
2010-11-05,,,-0.020154411938125203,,-0.020207133282331265,,-0.020418018659155518,,-0.020681625380185833,
2010-11-12,,,-0.0021660197460896813,,-0.0021660197460896813,,-0.0021660197460896813,,-0.0021660197460896813,
2010-11-19,,,-0.0010439756882975877,,-0.0010439756882975877,,-0.0010439756882975877,,-0.0010439756882975877,
2010-11-26,,,0.006189398193126601,,0.006189398193126601,,0.006189398193126601,,0.006189398193126601,
2010-12-03,,,-0.01570213653992203,,-0.01578068935479154,,-0.016094900614269592,,-0.01648766468861716,
2010-12-10,,,0.006417157228453366,,0.006417157228453366,,0.006417157228453366,,0.006417157228453366,
2010-12-17,,,0.0036997093051573506,,0.0036997093051573506,,0.0036997093051573506,,0.0036997093051573506,
2010-12-24,,,0.010995416337473949,,0.010995416337473949,,0.010995416337473949,,0.010995416337473949,
2010-12-31,,,-0.008415504249767315,,-0.008436484313899099,,-0.008520404570426233,,-0.008625304891085149,
2011-01-07,,,0.004108881713779366,,0.004108881713779366,,0.004108881713779366,,0.004108881713779366,
2011-01-14,,,-0.006256753329970792,,-0.006256753329970792,,-0.006256753329970792,,-0.006256753329970792,
2011-01-21,,,0.0040986815397036115,,0.0040986815397036115,,0.0040986815397036115,,0.0040986815397036115,
2011-01-28,,,-0.004068326244209552,,-0.004092548402620098,,-0.004189437036262286,,-0.004310547828315021,
2011-02-04,,,0.001136151744990445,,0.001136151744990445,,0.001136151744990445,,0.001136151744990445,
2011-02-11,,,0.010799481466928657,,0.010799481466928657,,0.010799481466928657,,0.010799481466928657,
2011-02-18,,,0.013371488109225052,,0.013371488109225052,,0.013371488109225052,,0.013371488109225052,
2011-02-25,,,0.01495621302539047,,0.014770632780383267,,0.014028311800354458,,0.013100410575318445,
2011-03-04,,,-0.007363553396817538,,-0.007363553396817538,,-0.007363553396817538,,-0.007363553396817538,
2011-03-11,,,0.0015091362881092649,,0.0015091362881092649,,0.0015091362881092649,,0.0015091362881092649,
2011-03-18,,,0.006580517780839347,,0.006580517780839347,,0.006580517780839347,,0.006580517780839347,
2011-03-25,,,0.003107823139624294,,0.0029349270184457297,,0.002243342533731473,,0.0013788619278386517,
2011-04-01,,,0.008269544040411662,,0.008269544040411662,,0.008269544040411662,,0.008269544040411662,
2011-04-08,,,0.006547504358705638,,0.006547504358705638,,0.006547504358705638,,0.006547504358705638,
2011-04-15,,,0.008686715983103638,,0.008686715983103638,,0.008686715983103638,,0.008686715983103638,
2011-04-22,,,0.011002039494036912,,0.010905109012109818,,0.010517387084401439,,0.010032734674765965,
2011-04-29,,,-0.016716981107552067,,-0.016716981107552067,,-0.016716981107552067,,-0.016716981107552067,
2011-05-06,,,-0.0008332362718159432,,-0.0008332362718159432,,-0.0008332362718159432,,-0.0008332362718159432,
2011-05-13,,,0.0031496543502754696,,0.0031496543502754696,,0.0031496543502754696,,0.0031496543502754696,
2011-05-20,,,0.007546841432578836,,0.007513581000805644,,0.007380539273712876,,0.007214237114846917,
2011-05-27,,,-0.0007227540746072641,,-0.0007227540746072641,,-0.0007227540746072641,,-0.0007227540746072641,
2011-06-03,,,-0.0031119314732084677,,-0.0031119314732084677,,-0.0031119314732084677,,-0.0031119314732084677,
2011-06-10,,,-0.004133059628134711,,-0.004133059628134711,,-0.004133059628134711,,-0.004133059628134711,
2011-06-17,,,0.0015641004359801317,,0.0015269246376407937,,0.0013782214442834416,,0.0011923424525867516,
2011-06-24,,,-0.00531758527446113,,-0.00531758527446113,,-0.00531758527446113,,-0.00531758527446113,
2011-07-01,,,0.014029892251213438,,0.014029892251213438,,0.014029892251213438,,0.014029892251213438,
2011-07-08,,,0.007365394991735146,,0.007365394991735146,,0.007365394991735146,,0.007365394991735146,
2011-07-15,,,0.0026070957029636368,,0.0025755983811556705,,0.002449609093923805,,0.0022921224848839734,
2011-07-22,,,0.006818994631605431,,0.006818994631605431,,0.006818994631605431,,0.006818994631605431,
2011-07-29,,,0.001136925557700084,,0.001136925557700084,,0.001136925557700084,,0.001136925557700084,
2011-08-05,,,0.012670558257566272,,0.012670558257566272,,0.012670558257566272,,0.012670558257566272,
2011-08-12,,,0.02318771752895009,,0.023001490362332684,,0.02225658169586306,,0.02132544586277603,
2011-08-19,,,-0.009478115449299263,,-0.009478115449299263,,-0.009478115449299263,,-0.009478115449299263,
2011-08-26,,,0.01917172960984177,,0.01917172960984177,,0.01917172960984177,,0.01917172960984177,
2011-09-02,,,-0.002299334240238718,,-0.002299334240238718,,-0.002299334240238718,,-0.002299334240238718,
2011-09-09,,,-0.011608956462909645,,-0.011749747432189683,,-0.01231291130930984,,-0.013016866155710034,
2011-09-16,,,-0.012280171095467293,,-0.012280171095467293,,-0.012280171095467293,,-0.012280171095467293,
2011-09-23,,,-0.01074759732951246,,-0.01074759732951246,,-0.01074759732951246,,-0.01074759732951246,
2011-09-30,,,0.0004796285988600481,,0.0004796285988600481,,0.0004796285988600481,,0.0004796285988600481,
2011-10-07,,,-0.010281945574355425,,-0.010557744858494277,,-0.011660941995049684,,-0.013039938415743944,
2011-10-14,,,0.00013575002540039491,,0.00013575002540039491,,0.00013575002540039491,,0.00013575002540039491,
2011-10-21,,,0.0036480798023002347,,0.0036480798023002347,,0.0036480798023002347,,0.0036480798023002347,
2011-10-28,,,0.022166439366518107,,0.022166439366518107,,0.022166439366518107,,0.022166439366518107,
2011-11-04,,,-0.005141222518484743,,-0.005287922593155412,,-0.005874722891838089,,-0.006608223265191435,
2011-11-11,,,-0.004729304935517561,,-0.004729304935517561,,-0.004729304935517561,,-0.004729304935517561,
2011-11-18,,,-0.005663352366125559,,-0.005663352366125559,,-0.005663352366125559,,-0.005663352366125559,
2011-11-25,,,0.010554034685302967,,0.010554034685302967,,0.010554034685302967,,0.010554034685302967,
2011-12-02,,,-0.004039040481526121,,-0.004098111757779364,,-0.004334396862792336,,-0.00462975324405855,
2011-12-09,,,0.005850495583284545,,0.005850495583284545,,0.005850495583284545,,0.005850495583284545,
2011-12-16,,,0.0003800182805354049,,0.0003800182805354049,,0.0003800182805354049,,0.0003800182805354049,
2011-12-23,,,0.004626270479626496,,0.004626270479626496,,0.004626270479626496,,0.004626270479626496,
2011-12-30,,,0.0030945969283958717,,0.003081400205191828,,0.003028613312375653,,0.0029626296963554343,
2012-01-06,,,0.003907467683632129,,0.003907467683632129,,0.003907467683632129,,0.003907467683632129,
2012-01-13,,,-0.007239300044017377,,-0.007239300044017377,,-0.007239300044017377,,-0.007239300044017377,
2012-01-20,,,0.010139823066287735,,0.010139823066287735,,0.010139823066287735,,0.010139823066287735,
2012-01-27,,,-0.0010876937297754224,,-0.0011168904231226293,,-0.0012336771965114567,,-0.0013796606632474912,
2012-02-03,,,1.657106161599651e-05,,1.657106161599651e-05,,1.657106161599651e-05,,1.657106161599651e-05,
2012-02-10,,,0.001735747686413884,,0.001735747686413884,,0.001735747686413884,,0.001735747686413884,
2012-02-17,,,0.00886728454449922,,0.00886728454449922,,0.00886728454449922,,0.00886728454449922,
2012-02-24,,,-0.004917281559808464,,-0.005057991451109999,,-0.005620831016316137,,-0.006324380472823811,
2012-03-02,,,-0.0030537693182278165,,-0.0030537693182278165,,-0.0030537693182278165,,-0.0030537693182278165,
2012-03-09,,,-0.017179438461478395,,-0.017179438461478395,,-0.017179438461478395,,-0.017179438461478395,
2012-03-16,,,0.0023549811374614232,,0.0023549811374614232,,0.0023549811374614232,,0.0023549811374614232,
2012-03-23,,,-0.001015041663232857,,-0.0010275233002252043,,-0.0010774498481945934,,-0.0011398580331563298,
2012-03-30,,,-0.0021684937258473085,,-0.0021684937258473085,,-0.0021684937258473085,,-0.0021684937258473085,
2012-04-06,,,0.012193135405980328,,0.012193135405980328,,0.012193135405980328,,0.012193135405980328,
2012-04-13,,,0.0016374549643651955,,0.0016374549643651955,,0.0016374549643651955,,0.0016374549643651955,
2012-04-20,,,0.002995551845034349,,0.002851320733805154,,0.002274396288888373,,0.0015532407327423976,
2012-04-27,,,0.0001213375856100353,,0.0001213375856100353,,0.0001213375856100353,,0.0001213375856100353,
2012-05-04,,,0.00029578941494371293,,0.00029578941494371293,,0.00029578941494371293,,0.00029578941494371293,
2012-05-11,,,-0.00023954415860154418,,-0.00023954415860154418,,-0.00023954415860154418,,-0.00023954415860154418,
2012-05-18,,,0.003441073680037564,,0.0033282170050541932,,0.002876790305120711,,0.002312506930203858,
2012-05-25,,,0.014413770823215818,,0.014413770823215818,,0.014413770823215818,,0.014413770823215818,
2012-06-01,,,-0.006728897442789407,,-0.006728897442789407,,-0.006728897442789407,,-0.006728897442789407,
2012-06-08,,,0.001645877126307183,,0.001645877126307183,,0.001645877126307183,,0.001645877126307183,
2012-06-15,,,-0.004448916242608391,,-0.004536481830799254,,-0.004886744183562709,,-0.005324572124517026,
2012-06-22,,,0.004094550400295025,,0.004094550400295025,,0.004094550400295025,,0.004094550400295025,
2012-06-29,,,0.009489118304469708,,0.009489118304469708,,0.009489118304469708,,0.009489118304469708,
2012-07-06,,,0.004484509662917699,,0.004484509662917699,,0.004484509662917699,,0.004484509662917699,
2012-07-13,,,0.004960450033822277,,0.004889372185329348,,0.00460506079135763,,0.004249671548892982,
2012-07-20,,,-0.004624758445797418,,-0.004624758445797418,,-0.004624758445797418,,-0.004624758445797418,
2012-07-27,,,0.0006384468143728543,,0.0006384468143728543,,0.0006384468143728543,,0.0006384468143728543,
2012-08-03,,,-0.0039573049522049685,,-0.0039573049522049685,,-0.0039573049522049685,,-0.0039573049522049685,
2012-08-10,,,-0.010004783663039694,,-0.010069558916647035,,-0.010328659931076402,,-0.010652536199113112,
2012-08-17,,,0.008187198155930149,,0.008187198155930149,,0.008187198155930149,,0.008187198155930149,
2012-08-24,,,0.006910992663518269,,0.006910992663518269,,0.006910992663518269,,0.006910992663518269,
2012-08-31,,,-0.005840886433213687,,-0.005840886433213687,,-0.005840886433213687,,-0.005840886433213687,
2012-09-07,,,0.002396257973452916,,0.002238568288661728,,0.0016078095494969755,,0.0008193611255410348,
2012-09-14,,,-0.0019976518250442595,,-0.0019976518250442595,,-0.0019976518250442595,,-0.0019976518250442595,
2012-09-21,,,0.0019999661111344018,,0.0019999661111344018,,0.0019999661111344018,,0.0019999661111344018,
2012-09-28,,,-0.0014761309014177117,,-0.0014761309014177117,,-0.0014761309014177117,,-0.0014761309014177117,
2012-10-05,,,0.0003768162752570076,,0.0003093737158448028,,3.9603478195983604e-05,,-0.0002976093188650404,
2012-10-12,,,-0.0055844539951041185,,-0.0055844539951041185,,-0.0055844539951041185,,-0.0055844539951041185,
2012-10-19,,,-0.0016838075099879822,,-0.0016838075099879822,,-0.0016838075099879822,,-0.0016838075099879822,
2012-10-26,,,-0.0032090076152020146,,-0.0032090076152020146,,-0.0032090076152020146,,-0.0032090076152020146,
2012-11-02,,,0.008864892762935988,,0.008795076631658783,,0.008515812106549961,,0.008166731450163932,
2012-11-09,,,-0.0016112859471639125,,-0.0016112859471639125,,-0.0016112859471639125,,-0.0016112859471639125,
2012-11-16,,,0.003975673475164636,,0.003975673475164636,,0.003975673475164636,,0.003975673475164636,
2012-11-23,,,0.0019150122491883622,,0.0019150122491883622,,0.0019150122491883622,,0.0019150122491883622,
2012-11-30,,,0.001694836428596059,,0.0016261193448054733,,0.0013512510096431308,,0.001007665590690203,
2012-12-07,,,-0.006260056589787966,,-0.006260056589787966,,-0.006260056589787966,,-0.006260056589787966,
2012-12-14,,,-0.006533866900329397,,-0.006533866900329397,,-0.006533866900329397,,-0.006533866900329397,
2012-12-21,,,0.0027465192908236106,,0.0027465192908236106,,0.0027465192908236106,,0.0027465192908236106,
2012-12-28,,,-0.00787681448522045,,-0.00794541020573501,,-0.008219793087793251,,-0.008562771690366055,
2013-01-04,,,0.0056725470239792535,,0.0056725470239792535,,0.0056725470239792535,,0.0056725470239792535,
2013-01-11,,,0.003253043578499667,,0.003253043578499667,,0.003253043578499667,,0.003253043578499667,
2013-01-18,,,-0.006337588041876455,,-0.006337588041876455,,-0.006337588041876455,,-0.006337588041876455,
2013-01-25,,,-0.002064124633722969,,-0.002222693402461355,,-0.002856968477414899,,-0.0036498123211068287,
2013-02-01,,,-0.0008695483479132823,,-0.0008695483479132823,,-0.0008695483479132823,,-0.0008695483479132823,
2013-02-08,,,-0.004838730681562628,,-0.004838730681562628,,-0.004838730681562628,,-0.004838730681562628,
2013-02-15,,,-0.0038108514589928126,,-0.0038108514589928126,,-0.0038108514589928126,,-0.0038108514589928126,
2013-02-22,,,0.007966547469333785,,0.007766547469333785,,0.0069665474693337845,,0.0059665474693337845,
2013-03-01,,,-0.0060873589961172765,,-0.0060873589961172765,,-0.0060873589961172765,,-0.0060873589961172765,
2013-03-08,,,0.002026116264431566,,0.002026116264431566,,0.002026116264431566,,0.002026116264431566,
2013-03-15,,,0.0021075110430617936,,0.0021075110430617936,,0.0021075110430617936,,0.0021075110430617936,
2013-03-22,,,0.003771906186801308,,0.00370288855459727,,0.003426818025781118,,0.003081729864760928,
2013-03-29,,,0.008891958844066995,,0.008891958844066995,,0.008891958844066995,,0.008891958844066995,
2013-04-05,,,0.00030139726704129827,,0.00030139726704129827,,0.00030139726704129827,,0.00030139726704129827,
2013-04-12,,,0.0007210460034300062,,0.0007210460034300062,,0.0007210460034300062,,0.0007210460034300062,
2013-04-19,,,0.004856381128239105,,0.004844775628155566,,0.0047983536278214094,,0.004740326127403714,
2013-04-26,,,-0.004177105893756485,,-0.004177105893756485,,-0.004177105893756485,,-0.004177105893756485,
2013-05-03,,,-0.004202481747506443,,-0.004202481747506443,,-0.004202481747506443,,-0.004202481747506443,
2013-05-10,,,-0.001465242964066827,,-0.001465242964066827,,-0.001465242964066827,,-0.001465242964066827,
2013-05-17,,,-0.010249179286092525,,-0.010508324561933166,,-0.011544905665295731,,-0.012840632044498939,
2013-05-24,,,-0.014027752880923616,,-0.014027752880923616,,-0.014027752880923616,,-0.014027752880923616,
2013-05-31,,,0.003210017229215079,,0.003210017229215079,,0.003210017229215079,,0.003210017229215079,
2013-06-07,,,0.0030726854751218276,,0.0030726854751218276,,0.0030726854751218276,,0.0030726854751218276,
2013-06-14,,,-0.02214834041975593,,-0.02254834041975593,,-0.02414834041975593,,-0.02614834041975593,
2013-06-21,,,0.009816804459532013,,0.009816804459532013,,0.009816804459532013,,0.009816804459532013,
2013-06-28,,,0.01082445778801171,,0.01082445778801171,,0.01082445778801171,,0.01082445778801171,
2013-07-05,,,0.014359494554012333,,0.014359494554012333,,0.014359494554012333,,0.014359494554012333,
2013-07-12,,,0.006743004452101565,,0.006543004452101565,,0.005743004452101565,,0.004743004452101565,
2013-07-19,,,-0.01124869846282366,,-0.01124869846282366,,-0.01124869846282366,,-0.01124869846282366,
2013-07-26,,,0.004298720683279011,,0.004298720683279011,,0.004298720683279011,,0.004298720683279011,
2013-08-02,,,-0.005308943730307059,,-0.005308943730307059,,-0.005308943730307059,,-0.005308943730307059,
2013-08-09,,,0.0020381827015669043,,0.0018381827015669042,,0.001038182701566904,,3.818270156690385e-05,
2013-08-16,,,-0.0006428068218491847,,-0.0006428068218491847,,-0.0006428068218491847,,-0.0006428068218491847,
2013-08-23,,,0.0029027167364165333,,0.0029027167364165333,,0.0029027167364165333,,0.0029027167364165333,
2013-08-30,,,0.003913472033043286,,0.003913472033043286,,0.003913472033043286,,0.003913472033043286,
2013-09-06,,,-0.0015093872029948942,,-0.0015093872029948942,,-0.0015093872029948942,,-0.0015093872029948942,
2013-09-13,,,-0.002835757212084467,,-0.002835757212084467,,-0.002835757212084467,,-0.002835757212084467,
2013-09-20,,,-0.005415238822813562,,-0.005415238822813562,,-0.005415238822813562,,-0.005415238822813562,
2013-09-27,,,0.0028924779874708317,,0.0028924779874708317,,0.0028924779874708317,,0.0028924779874708317,
2013-10-04,,,-0.0025455092481167178,,-0.0025455092481167178,,-0.0025455092481167178,,-0.0025455092481167178,
2013-10-11,,,0.0013199617754676486,,0.0013199617754676486,,0.0013199617754676486,,0.0013199617754676486,
2013-10-18,,,-0.005750742294063716,,-0.005750742294063716,,-0.005750742294063716,,-0.005750742294063716,
2013-10-25,,,-0.007639823060892925,,-0.007639823060892925,,-0.007639823060892925,,-0.007639823060892925,
2013-11-01,,,0.00017237594957313364,,-2.7624050426866396e-05,,-0.0008276240504268666,,-0.0018276240504268668,
2013-11-08,,,0.0006029749111479799,,0.0006029749111479799,,0.0006029749111479799,,0.0006029749111479799,
2013-11-15,,,-2.158110492505028e-05,,-2.158110492505028e-05,,-2.158110492505028e-05,,-2.158110492505028e-05,
2013-11-22,,,0.00036159072713504164,,0.00036159072713504164,,0.00036159072713504164,,0.00036159072713504164,
2013-11-29,,,0.00011305497227478425,,0.00011305497227478425,,0.00011305497227478425,,0.00011305497227478425,
2013-12-06,,,8.614004563902712e-05,,8.614004563902712e-05,,8.614004563902712e-05,,8.614004563902712e-05,
2013-12-13,,,0.0002775920153219591,,0.0002775920153219591,,0.0002775920153219591,,0.0002775920153219591,
2013-12-20,,,0.00038366370427600494,,0.00038366370427600494,,0.00038366370427600494,,0.00038366370427600494,
2013-12-27,,,-0.010396768494034415,,-0.010796768494034414,,-0.012396768494034415,,-0.014396768494034415,
2014-01-03,,,-0.00115447858102804,,-0.00115447858102804,,-0.00115447858102804,,-0.00115447858102804,
2014-01-10,,,0.003912823049894154,,0.003912823049894154,,0.003912823049894154,,0.003912823049894154,
2014-01-17,,,0.0035241704090328784,,0.0035241704090328784,,0.0035241704090328784,,0.0035241704090328784,
2014-01-24,,,0.00219353518021177,,0.00199353518021177,,0.0011935351802117697,,0.00019353518021176944,
2014-01-31,,,0.0016107873813056008,,0.0016107873813056008,,0.0016107873813056008,,0.0016107873813056008,
2014-02-07,,,0.001324861508316877,,0.001324861508316877,,0.001324861508316877,,0.001324861508316877,
2014-02-14,,,0.0005600193082298422,,0.0005600193082298422,,0.0005600193082298422,,0.0005600193082298422,
2014-02-21,,,0.011704374354852254,,0.011104374354852254,,0.008704374354852254,,0.005704374354852255,
2014-02-28,,,-0.002253313464968285,,-0.002253313464968285,,-0.002253313464968285,,-0.002253313464968285,
2014-03-07,,,0.00482846396855534,,0.00482846396855534,,0.00482846396855534,,0.00482846396855534,
2014-03-14,,,-0.005324570042122143,,-0.005324570042122143,,-0.005324570042122143,,-0.005324570042122143,
2014-03-21,,,0.012295741797485603,,0.012095741797485602,,0.011295741797485603,,0.010295741797485602,
2014-03-28,,,-0.0019284721036007646,,-0.0019284721036007646,,-0.0019284721036007646,,-0.0019284721036007646,
2014-04-04,,,0.01088638288728223,,0.01088638288728223,,0.01088638288728223,,0.01088638288728223,
2014-04-11,,,0.003810623520075306,,0.003810623520075306,,0.003810623520075306,,0.003810623520075306,
2014-04-18,,,-0.0006381750820024313,,-0.0006381750820024313,,-0.0006381750820024314,,-0.0006381750820024316,
2014-04-25,,,0.0022042553964708015,,0.0022042553964708015,,0.0022042553964708015,,0.0022042553964708015,
2014-05-02,,,-0.005080705463960423,,-0.005080705463960423,,-0.005080705463960423,,-0.005080705463960423,
2014-05-09,,,0.009983561073792677,,0.009983561073792677,,0.009983561073792677,,0.009983561073792677,
2014-05-16,,,0.0005719604590061481,,0.00018457133570908002,,-0.0013649851574791924,,-0.0033019307739645333,
2014-05-23,,,0.002446329639953791,,0.002446329639953791,,0.002446329639953791,,0.002446329639953791,
2014-05-30,,,-0.006586454901100795,,-0.006586454901100795,,-0.006586454901100795,,-0.006586454901100795,
2014-06-06,,,0.003101684242958522,,0.003101684242958522,,0.003101684242958522,,0.003101684242958522,
2014-06-13,,,0.0024552607168809035,,0.0024522250350643166,,0.0024400823077979695,,0.002424903898715036,
2014-06-20,,,0.0045571800593208955,,0.0045571800593208955,,0.0045571800593208955,,0.0045571800593208955,
2014-06-27,,,-0.00924247849196788,,-0.00924247849196788,,-0.00924247849196788,,-0.00924247849196788,
2014-07-04,,,0.00284610497230008,,0.00284610497230008,,0.00284610497230008,,0.00284610497230008,
2014-07-11,,,-0.0008330889385502838,,-0.0009234538519556744,,-0.0012849135055772367,,-0.0017367380726041896,
2014-07-18,,,0.0026027223891787357,,0.0026027223891787357,,0.0026027223891787357,,0.0026027223891787357,
2014-07-25,,,-0.0087278916869472,,-0.0087278916869472,,-0.0087278916869472,,-0.0087278916869472,
2014-08-01,,,0.0036764365587362464,,0.0036764365587362464,,0.0036764365587362464,,0.0036764365587362464,
2014-08-08,,,0.0051516422066096735,,0.004968882708778654,,0.004237844717454573,,0.0033240472282994728,
2014-08-15,,,-0.0016855554379367104,,-0.0016855554379367104,,-0.0016855554379367104,,-0.0016855554379367104,
2014-08-22,,,0.005294730749840658,,0.005294730749840658,,0.005294730749840658,,0.005294730749840658,
2014-08-29,,,-0.005669737016637212,,-0.005669737016637212,,-0.005669737016637212,,-0.005669737016637212,
2014-09-05,,,-0.007848717871252634,,-0.00797341160879866,,-0.008472186558982762,,-0.009095655246712893,
2014-09-12,,,0.0028069130071845644,,0.0028069130071845644,,0.0028069130071845644,,0.0028069130071845644,
2014-09-19,,,0.0007383840995954557,,0.0007383840995954557,,0.0007383840995954557,,0.0007383840995954557,
2014-09-26,,,0.009375753562262664,,0.009375753562262664,,0.009375753562262664,,0.009375753562262664,
2014-10-03,,,0.0027213225297982755,,0.002687861876325611,,0.0025540192624349534,,0.0023867159950716316,
2014-10-10,,,0.003223433955227342,,0.003223433955227342,,0.003223433955227342,,0.003223433955227342,
2014-10-17,,,-0.00038553780271433536,,-0.00038553780271433536,,-0.00038553780271433536,,-0.00038553780271433536,
2014-10-24,,,-1.3468658754002265e-05,,-1.3468658754002265e-05,,-1.3468658754002265e-05,,-1.3468658754002265e-05,
2014-10-31,,,0.004088874075137488,,0.004067541838518523,,0.003982212892042662,,0.003875551708947836,
2014-11-07,,,-0.003581148289793772,,-0.003581148289793772,,-0.003581148289793772,,-0.003581148289793772,
2014-11-14,,,0.002913124299341048,,0.002913124299341048,,0.002913124299341048,,0.002913124299341048,
2014-11-21,,,0.005187377404052196,,0.005187377404052196,,0.005187377404052196,,0.005187377404052196,
2014-11-28,,,-0.005959529434827072,,-0.006105164729253479,,-0.0066877059069591115,,-0.007415882379091151,
2014-12-05,,,0.012436672778617597,,0.012436672778617597,,0.012436672778617597,,0.012436672778617597,
2014-12-12,,,0.000518021180077888,,0.000518021180077888,,0.000518021180077888,,0.000518021180077888,
2014-12-19,,,-0.0036249754814604357,,-0.0036249754814604357,,-0.0036249754814604357,,-0.0036249754814604357,
2014-12-26,,,0.012911201046376284,,0.012911201046376284,,0.012911201046376284,,0.012911201046376284,
2015-01-02,,,0.012488481385020565,,0.012488481385020565,,0.012488481385020565,,0.012488481385020565,
2015-01-09,,,0.009095741582844985,,0.009095741582844985,,0.009095741582844985,,0.009095741582844985,
2015-01-16,,,0.010090739919347856,,0.010090739919347856,,0.010090739919347856,,0.010090739919347856,
2015-01-23,,,0.009148738324276416,,0.00906369078002859,,0.00872350060303728,,0.008298262881798144,
2015-01-30,,,-0.021202834823460154,,-0.021202834823460154,,-0.021202834823460154,,-0.021202834823460154,
2015-02-06,,,-0.008031557485170702,,-0.008031557485170702,,-0.008031557485170702,,-0.008031557485170702,
2015-02-13,,,-0.004376774222947815,,-0.004376774222947815,,-0.004376774222947815,,-0.004376774222947815,
2015-02-20,,,0.011162137084273473,,0.010877089540025645,,0.009736899363034335,,0.0083116616417952,
2015-02-27,,,-0.013560219770880044,,-0.013560219770880044,,-0.013560219770880044,,-0.013560219770880044,
2015-03-06,,,0.013041782628768006,,0.013041782628768006,,0.013041782628768006,,0.013041782628768006,
2015-03-13,,,0.008852055133280579,,0.008852055133280579,,0.008852055133280579,,0.008852055133280579,
2015-03-20,,,-0.002107196067742558,,-0.002307196067742558,,-0.0031071960677425585,,-0.0041071960677425585,
2015-03-27,,,0.003436439970581382,,0.003436439970581382,,0.003436439970581382,,0.003436439970581382,
2015-04-03,,,0.003063508157693973,,0.003063508157693973,,0.003063508157693973,,0.003063508157693973,
2015-04-10,,,0.0026152714952939033,,0.0026152714952939033,,0.0026152714952939033,,0.0026152714952939033,
2015-04-17,,,-0.004000140390769734,,-0.004014847544360213,,-0.004073676158722129,,-0.004147211926674523,
2015-04-24,,,-0.015151441922974934,,-0.015151441922974934,,-0.015151441922974934,,-0.015151441922974934,
2015-05-01,,,-0.0023324673235319126,,-0.0023324673235319126,,-0.0023324673235319126,,-0.0023324673235319126,
2015-05-08,,,-0.0038217283180850777,,-0.0038217283180850777,,-0.0038217283180850777,,-0.0038217283180850777,
2015-05-15,,,0.00035268554930341194,,0.00033976380001584874,,0.00028807680286559596,,0.00022346805642777995,
2015-05-22,,,0.00539202271352005,,0.00539202271352005,,0.00539202271352005,,0.00539202271352005,
2015-05-29,,,-0.017171795853380405,,-0.017171795853380405,,-0.017171795853380405,,-0.017171795853380405,
2015-06-05,,,-0.002107565338781263,,-0.002107565338781263,,-0.002107565338781263,,-0.002107565338781263,
2015-06-12,,,0.0013526052763290772,,0.0008704906415740527,,-0.0010579678974460451,,-0.0034685410712211673,
2015-06-19,,,-0.001996562865419716,,-0.001996562865419716,,-0.001996562865419716,,-0.001996562865419716,
2015-06-26,,,0.0032247029436414114,,0.0032247029436414114,,0.0032247029436414114,,0.0032247029436414114,
2015-07-03,,,-0.0005885492707678131,,-0.0005885492707678131,,-0.0005885492707678131,,-0.0005885492707678131,
2015-07-10,,,0.0043187655831332,,0.0039187655831332,,0.0023187655831331997,,0.0003187655831331992,
2015-07-17,,,-0.001327099009225119,,-0.001327099009225119,,-0.001327099009225119,,-0.001327099009225119,
2015-07-24,,,-0.00015719226375789932,,-0.00015719226375789932,,-0.00015719226375789932,,-0.00015719226375789932,
2015-07-31,,,0.0005325747955334582,,0.0005325747955334582,,0.0005325747955334582,,0.0005325747955334582,
2015-08-07,,,-0.0032123337200550277,,-0.003612333720055028,,-0.005212333720055028,,-0.007212333720055029,
2015-08-14,,,0.00315374239873858,,0.00315374239873858,,0.00315374239873858,,0.00315374239873858,
2015-08-21,,,-0.005947870834005543,,-0.005947870834005543,,-0.005947870834005543,,-0.005947870834005543,
2015-08-28,,,0.002232929758100122,,0.002232929758100122,,0.002232929758100122,,0.002232929758100122,
