file_path,category,row_count,column_count,start_date,end_date,frequency,key_columns,useful_for_signal_discovery,leakage_risk_notes,recommended_use
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_correlation.csv,layer2a_sleeve,18.0,3.0,,,unknown,candidate_sleeve|reference_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_holdout_summary.csv,layer2a_sleeve,3.0,9.0,,,unknown,strategy_name|full_ann_return|full_sharpe|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe|dev_avg_bil|holdout_avg_bil,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_state_summary.csv,layer2a_sleeve,15.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_summary.csv,layer2a_sleeve,3.0,12.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|avg_offense|avg_defense|avg_cash,True,,
data/03_layer2a_strategy_logic/phase_f_state_winner_summary.csv,layer2a_sleeve,8.0,7.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|top_ann_return_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_f_universe_separability_summary.csv,layer2a_sleeve,2.0,4.0,,,unknown,panel_name|avg_pairwise_corr|avg_abs_pairwise_corr|avg_top_minus_median_margin,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_holdout_summary.csv,layer2a_sleeve,3.0,5.0,,,unknown,panel_name|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_state_summary.csv,layer2a_sleeve,15.0,5.0,,,unknown,panel_name|market_state|ann_return_state|ann_vol_state|sharpe_state,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_summary.csv,layer2a_sleeve,3.0,6.0,,,unknown,panel_name|ann_return|ann_vol|sharpe|max_drawdown|cvar_5,True,,
data/03_layer2a_strategy_logic/phase_g_panel_separability_summary.csv,layer2a_sleeve,3.0,4.0,,,unknown,panel_name|avg_pairwise_corr|avg_abs_pairwise_corr|avg_top_minus_median_margin,True,,
data/03_layer2a_strategy_logic/phase_g_panel_state_winner_summary.csv,layer2a_sleeve,12.0,7.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|top_ann_return_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_corr_to_current_core.csv,layer2a_sleeve,12.0,3.0,,,unknown,candidate_sleeve|reference_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_corr_to_prior_redesigned.csv,layer2a_sleeve,12.0,3.0,,,unknown,candidate_sleeve|active_panel_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_holdout_summary.csv,layer2a_sleeve,2.0,9.0,,,unknown,strategy_name|full_ann_return|full_sharpe|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe|dev_avg_bil|holdout_avg_bil,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_state_summary.csv,layer2a_sleeve,10.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_summary.csv,layer2a_sleeve,2.0,12.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|avg_offense|avg_defense|avg_cash,True,,
data/03_layer2a_strategy_logic/phase_w_diagnostics_protocol.json,layer2a_sleeve,6.0,,,,unknown,phase|active_panel|new_sleeves|design_rationale|holdout_weeks|cost_bps,True,,
data/03_layer2a_strategy_logic/phase_w_panel_blend_summary.csv,layer2a_sleeve,4.0,8.0,,,unknown,panel_name|n_sleeves|ann_return|ann_vol|sharpe|max_drawdown|cvar_5|calmar,True,,
data/03_layer2a_strategy_logic/phase_w_panel_separability_summary.csv,layer2a_sleeve,4.0,5.0,,,unknown,panel_name|n_sleeves|avg_abs_corr_off_diag|max_abs_corr_off_diag|median_abs_corr_off_diag,True,,
data/03_layer2a_strategy_logic/phase_w_panel_state_winner_summary.csv,layer2a_sleeve,20.0,6.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_correlation.csv,layer2a_sleeve,10.0,11.0,,,unknown,Unnamed: 0|dual_momentum_topn|composite_calm_trend_specialist|composite_healthier_recovery_specialist|composite_anti_chop_clarity|composite_regime_conditioned|taa_10m_sma|composite_structural_defense_sleeve|composite_recovery_confirmed_offense_sleeve|composite_calm_carry_sleeve|composite_macro_trend_diversifier_sleeve,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_holdout_summary.csv,layer2a_sleeve,4.0,11.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|observations|window,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_state_summary.csv,layer2a_sleeve,20.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_summary.csv,layer2a_sleeve,4.0,10.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|observations,True,,
data/03_layer2a_strategy_logic/strategy_cost_sensitivity.csv,layer2a_sleeve,68.0,10.0,,,unknown,ann_return|ann_vol|sharpe|max_drawdown|calmar|hit_rate|avg_weekly_turnover|observations|strategy_name|cost_bps,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_60_40_proxy.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_equal_weight_risk_assets.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_market_proxy_buy_hold.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_anti_chop_clarity.csv,layer2a_sleeve,1109.0,13.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|EFA|VEA|LQD|HYG|GLD|TLT|PDBC|DBA|VNQ,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_breadth_filtered.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_carry_sleeve.csv,layer2a_sleeve,1110.0,12.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|LQD|HYG|VTV|XLU|XLP|EFA|GLD|IEF|TIP|MBB|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_trend_participation.csv,layer2a_sleeve,1109.0,18.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|QQQ|SPY|XLK|XLI|XLF|XLY|VUG|XLV|XLP|XLU|HYG,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_trend_specialist.csv,layer2a_sleeve,1109.0,11.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|QQQ|XLF|VUG|SPY|XLK|XLV|LQD|GLD|XLP|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_confirmation_aware_momentum.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_equal_weight.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_healthier_recovery_specialist.csv,layer2a_sleeve,1109.0,13.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|XLU|QQQ|EEM|XLK|VWO|VUG|SPY|XLF|LQD|HYG|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_ic_weighted.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_macro_trend_diversifier_sleeve.csv,layer2a_sleeve,1110.0,11.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|EFA|VWO|TLT|GLD|PDBC|DBA|USO|UUP|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_recovery_confirmed_offense_sleeve.csv,layer2a_sleeve,1110.0,10.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|IWM|EFA|EEM|VWO|VNQ|HYG|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_recovery_transition.csv,layer2a_sleeve,1109.0,15.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|IWM|QQQ|SPY|XLF|XLI|XLY|VNQ|HYG|PDBC|VWO|EEM,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_regime_conditioned.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,state interactions and state-quality targets
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_concentrated.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_signals.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_strength_weighted.csv,layer2a_sleeve,1110.0,15.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_trend_ensemble.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_structural_defense_sleeve.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|GLD|TLT|HYG|LQD|DBA|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_trend_quality_module.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_trend_quality_refined.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_cross_sectional_reversal_combo_ls.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_cta_trend_long_only.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_cta_trend_long_short_research.csv,layer2a_sleeve,1110.0,15.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_cta_trend_vol_managed.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_dual_momentum_single_best.csv,layer2a_sleeve,1110.0,11.0,2005-01-07,2026-04-10,weekly,Date|SPY|EFA|VWO|VNQ|HYG|LQD|TLT|GLD|PDBC|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_dual_momentum_topn.csv,layer2a_sleeve,1110.0,11.0,2005-01-07,2026-04-10,weekly,Date|SPY|EFA|VWO|VNQ|HYG|LQD|TLT|GLD|PDBC|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_pairs_stat_arb_research.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_sector_factor_rotation.csv,layer2a_sleeve,1110.0,21.0,2005-01-07,2026-04-10,weekly,Date|QQQ|IWM|VTV|VUG|EFA|VEA|EEM|VWO|EWJ|XLK|XLF,True,,
data/03_layer2a_strategy_logic/strategy_positions_sector_rotation_with_sma_filter.csv,layer2a_sleeve,1110.0,21.0,2005-01-07,2026-04-10,weekly,Date|QQQ|IWM|VTV|VUG|EFA|VEA|EEM|VWO|EWJ|XLK|XLF,True,,
data/03_layer2a_strategy_logic/strategy_positions_taa_10m_sma.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_returns_baseline_60_40_proxy.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_baseline_equal_weight_risk_assets.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_baseline_market_proxy_buy_hold.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_anti_chop_clarity.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_breadth_filtered.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_calm_carry_sleeve.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_calm_trend_participation.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_calm_trend_specialist.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_confirmation_aware_momentum.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_equal_weight.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_healthier_recovery_specialist.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_ic_weighted.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_macro_trend_diversifier_sleeve.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_recovery_confirmed_offense_sleeve.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_recovery_transition.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_regime_conditioned.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_selective_concentrated.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_selective_signals.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_selective_strength_weighted.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_selective_trend_ensemble.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_structural_defense_sleeve.csv,layer2a_sleeve,1109.0,7.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_trend_quality_module.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_composite_trend_quality_refined.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_cross_sectional_reversal_combo_ls.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_cta_trend_long_only.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_cta_trend_long_short_research.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_cta_trend_vol_managed.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_dual_momentum_single_best.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_dual_momentum_topn.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_pairs_stat_arb_research.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_sector_factor_rotation.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_sector_rotation_with_sma_filter.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_returns_taa_10m_sma.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Date|gross_return|net_return|turnover|cost|wealth|drawdown,True,,sleeve/factor momentum and opportunity labels
data/03_layer2a_strategy_logic/strategy_signal_weight_history.csv,layer2a_sleeve,17154.0,4.0,2006-06-30,2026-03-13,daily,Date|signal_name|weight|strategy_name,True,,Layer 1 signal validation or live signal feature source
data/03_layer2a_strategy_logic/strategy_summary_table.csv,layer2a_sleeve,24.0,13.0,,,unknown,ann_return|ann_vol|sharpe|max_drawdown|calmar|hit_rate|avg_weekly_turnover|observations|strategy_name|strategy_type|rebalance_frequency|benchmark_group,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_positions_improved_phaseeee_smoothed_near_exclude_dual.csv,component_panel,5699.0,4.0,2005-01-07,2026-04-10,daily,Date|component|ETF|weight,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_positions_improved_phasefff_robust_composite_offense.csv,component_panel,5418.0,4.0,2005-01-07,2026-04-10,daily,Date|component|ETF|weight,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_positions_improved_phaseggg_confirmed_only_robust_offense.csv,component_panel,5696.0,4.0,2005-01-07,2026-04-10,daily,Date|component|ETF|weight,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_recipe_by_date_improved_phaseeee_smoothed_near_exclude_dual.csv,component_panel,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|version|market_state|offense_recipe_name|offense_cols|defense_cols|cash_component|source_sleeve,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_recipe_by_date_improved_phasefff_robust_composite_offense.csv,component_panel,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|version|market_state|offense_recipe_name|offense_cols|defense_cols|cash_component|source_sleeve,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_recipe_by_date_improved_phaseggg_confirmed_only_robust_offense.csv,component_panel,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|version|market_state|offense_recipe_name|offense_cols|defense_cols|cash_component|source_sleeve,True,,
data/research/phase_jjj2_lookthrough_component_instrumentation/component_returns_improved_phaseeee_smoothed_near_exclude_dual.csv,component_panel,1110.0,4.0,2005-01-07,2026-04-10,weekly,Date|composite_regime_offense_component|composite_regime_defense_component|composite_regime_cash_component,True,,sleeve/factor momentum and opportunity labels
data/research/phase_jjj2_lookthrough_component_instrumentation/component_returns_improved_phasefff_robust_composite_offense.csv,component_panel,1110.0,4.0,2005-01-07,2026-04-10,weekly,Date|composite_regime_offense_component|composite_regime_defense_component|composite_regime_cash_component,True,,sleeve/factor momentum and opportunity labels
data/research/phase_jjj2_lookthrough_component_instrumentation/component_returns_improved_phaseggg_confirmed_only_robust_offense.csv,component_panel,1110.0,4.0,2005-01-07,2026-04-10,weekly,Date|composite_regime_offense_component|composite_regime_defense_component|composite_regime_cash_component,True,,sleeve/factor momentum and opportunity labels
