name,kind,reference_type,reference_name,correlation
track_c_neutral_reversal_top5,standalone_sleeve,existing_sleeve,composite_calm_carry_sleeve,0.0055245979833259285
track_c_neutral_reversal_top5,standalone_sleeve,existing_sleeve,composite_breadth_filtered,0.42684099736441444
track_c_neutral_reversal_top5,standalone_sleeve,existing_sleeve,cross_sectional_reversal_combo_ls,0.5971101200886115
track_c_neutral_reversal_top5,standalone_sleeve,existing_sleeve,pairs_stat_arb_research,0.17966152146485212
track_c_neutral_reversal_top5,standalone_sleeve,existing_sleeve,cta_trend_vol_managed,0.3867972317257634
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,track_a,improved_frontier_phase5_fragility_guard,0.5620369093540848
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,dual_momentum_topn,0.4241304144900103
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,taa_10m_sma,0.47283886495209526
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,composite_trend_quality_refined,0.44332164986533745
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,composite_calm_carry_sleeve,-0.07808790041865345
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,composite_breadth_filtered,0.5271329105395542
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,cross_sectional_reversal_combo_ls,0.11286826119872861
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,pairs_stat_arb_research,-0.009629656293037985
track_c_hyg_lqd_pair_mean_reversion,standalone_sleeve,existing_sleeve,cta_trend_vol_managed,0.42941623249005767
track_c_canary_breadth_timing,standalone_sleeve,track_a,improved_frontier_phase5_fragility_guard,0.6550932658110188
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,dual_momentum_topn,0.5564955397613931
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,taa_10m_sma,0.5632356878896908
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,composite_trend_quality_refined,0.6138719516401436
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,composite_calm_carry_sleeve,-0.05395173169499417
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,composite_breadth_filtered,0.4699980824411915
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,cross_sectional_reversal_combo_ls,-0.0632804702342348
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,pairs_stat_arb_research,0.0322137671391419
track_c_canary_breadth_timing,standalone_sleeve,existing_sleeve,cta_trend_vol_managed,0.6652606200233429
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.99768640417935
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,dual_momentum_topn,0.8533727856177661
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,taa_10m_sma,0.7790174769137947
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8377831615497137
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.07398765840946087
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8302792756700111
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.0866676975565051
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.06604803040811312
track_c_track_a_plus_vol_managed_residual_xsmom_top5_05,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.8407381546100868
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.9911400155018621
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,dual_momentum_topn,0.8545490941016288
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,taa_10m_sma,0.7842371352384656
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8485330099319756
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.07250168404581817
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8280547125526908
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.09251792864486247
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.06587677157967586
track_c_track_a_plus_vol_managed_residual_xsmom_top5_10,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.8439931113652608
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.9810088660666328
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,dual_momentum_topn,0.8523018386638034
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,taa_10m_sma,0.7861127571811457
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8554137028023745
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.0708006497376703
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8226762539518065
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.09771668197113992
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.06545665126069546
track_c_track_a_plus_vol_managed_residual_xsmom_top5_15,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.8437643143330831
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.9995413475807378
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,dual_momentum_topn,0.8479275097267288
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,taa_10m_sma,0.7720399661109293
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8253916072591801
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.07536093571407602
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8255249418774656
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.07549658459631078
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.06286946778734379
track_c_track_a_plus_canary_breadth_timing_05,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.8379366179358909
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.9980749745851183
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,dual_momentum_topn,0.8467209877137792
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,taa_10m_sma,0.7733781121854599
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8273287918973747
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.07545629141568534
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8212445838373229
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.07051966656219275
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.059606216262826604
track_c_track_a_plus_canary_breadth_timing_10,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.8417197741000717
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,track_a,improved_frontier_phase5_fragility_guard,0.9954562778758804
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,dual_momentum_topn,0.8445335390813478
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,taa_10m_sma,0.7739448801842261
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,composite_trend_quality_refined,0.8284622782692327
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,composite_calm_carry_sleeve,-0.07546517515448968
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,composite_breadth_filtered,0.8158665831949614
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,cross_sectional_reversal_combo_ls,0.06522563741045875
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,pairs_stat_arb_research,-0.05611989998632003
track_c_track_a_plus_canary_breadth_timing_15,track_a_blend,existing_sleeve,cta_trend_vol_managed,0.844777098544968
