Date,baseline_equity,recovery_options_equity,recovery_tactical_tilt_equity,baseline_return,recovery_options_return,recovery_tactical_tilt_return,v1_rejected_overlay_equity,v2_rejected_overlay_equity
2009-01-30,1.1843847216604408,1.1901198728731919,1.1845814235795948,-0.003751436338931935,-0.003733425775208299,-0.0037508157425502064,1.1843847216604408,1.1843847216604408
2009-02-06,1.185126294534044,1.190861445746795,1.185322996453198,0.00062612499134862,0.0006231077141942709,0.0006260210221449292,1.185126294534044,1.185126294534044
2009-02-13,1.1840941755748722,1.1898293267876232,1.1842908774940262,-0.0008708936456240934,-0.0008666994492583235,-0.0008707491226105368,1.1840941755748722,1.1840941755748722
2009-02-20,1.1685673946358406,1.1743025458485916,1.1687640965549946,-0.013112792258684558,-0.013049586683958947,-0.01311061432127758,1.1685673946358406,1.1685673946358406
2009-02-27,1.1646592091840064,1.1703943603967575,1.1648559111031604,-0.003344424523372913,-0.003328090759617597,-0.0033438616598112647,1.1646592091840064,1.1646592091840064
2009-03-06,1.1685460391115476,1.1742811903242987,1.1687427410307016,0.003337310946319061,0.003320957498653243,0.0033367473955299154,1.1685460391115476,1.1685460391115476
2009-03-13,1.1766129087223338,1.1823480599350848,1.1768096106414878,0.006903339141793197,0.0068696234575285064,0.006902177294955569,1.1766129087223338,1.1766129087223338
2009-03-20,1.181059027895842,1.186794179108593,1.181255729814996,0.0037787441736774063,0.0037604148255228065,0.003778112562391911,1.181059027895842,1.181059027895842
2009-03-27,1.1761684709283096,1.1819036221410606,1.1763651728474636,-0.0041408234914772635,-0.0041208130724113,-0.004140133964301129,1.1761684709283096,1.1761684709283096
2009-04-03,1.1763530548072862,1.1820882060200373,1.1765497567264402,0.0001569365984033233,0.00015617506835474693,0.0001569103567813368,1.1763530548072862,1.1763530548072862
2009-04-10,1.1785005053960673,1.1842356566088184,1.1786972073152213,0.0018255153756818743,0.0018166585013239533,0.0018252101761986328,1.178500505396067,1.178500505396067
2009-04-17,1.1837673457266944,1.1895024969394454,1.1839640476458484,0.004469103158218024,0.0044474596768258046,0.0044683573507597885,1.1837673457266944,1.1837673457266944
2009-04-24,1.172568866119427,1.178304017332178,1.172765568038581,-0.009460034226905445,-0.009414422950839385,-0.00945846255174232,1.172568866119427,1.172568866119427
2009-05-01,1.1790377602830875,1.1847729114958385,1.1792344622022415,0.005516856493955169,0.005490004335474419,0.00551593118007343,1.1790377602830877,1.1790377602830877
2009-05-08,1.1860574461775495,1.1917925973903005,1.1862541480967035,0.0059537413736237,0.0059249209923268875,0.005952748261234264,1.1860574461775495,1.1860574461775495
2009-05-15,1.18897730347725,1.194712454690001,1.189174005396404,0.002461817772073882,0.0024499709983885065,0.002461409559144867,1.18897730347725,1.18897730347725
2009-05-22,1.1995373564261302,1.2052725076388813,1.1997340583452842,0.00888162702349038,0.00883899126306531,0.008880157908732755,1.1995373564261302,1.1995373564261302
2009-05-29,1.1887285008871524,1.1944636520999035,1.1889252028063064,-0.009010853627086202,-0.008967976511927822,-0.009009376256172819,1.1887285008871524,1.1887285008871524
2009-06-05,1.1913629111454827,1.1970980623582337,1.1915596130646366,0.0022161580683597304,0.002205517307871885,0.0022157914157359127,1.1913629111454829,1.1913629111454829
2009-06-12,1.1848327292548833,1.1905678804676343,1.1850294311740373,-0.00548127008949828,-0.005455009991190862,-0.0054803652448441875,1.1848327292548833,1.1848327292548833
2009-06-19,1.1964394186182183,1.2021745698309694,1.1966361205373723,0.00979605734780331,0.009748868211341355,0.009794431309470664,1.1964394186182183,1.1964394186182183
2009-06-26,1.1906763113618122,1.1964114625745632,1.1908730132809662,-0.004816881796708139,-0.004793902151179696,-0.004816090002212281,1.1906763113618122,1.1906763113618122
2009-07-03,1.186747848609852,1.190661924007174,1.1868129597569268,-0.0032993540851309344,-0.004805653194776882,-0.003409308531439059,1.186747848609852,1.186747848609852
2009-07-10,1.1968687655238741,1.1996171138803258,1.1968139527206039,0.008528279133497296,0.007521186066833385,0.008426764201939108,1.196868765523874,1.196868765523874
2009-07-17,1.220066868400008,1.2263197294231745,1.2204120179893985,0.01938232790792238,0.022259281927443864,0.01971740487746776,1.220066868400008,1.220066868400008
2009-07-24,1.2411170098852866,1.2507714124942915,1.2417169092312283,0.01725326867771093,0.019939076640818953,0.01745712999199167,1.2411170098852866,1.2411170098852866
2009-07-31,1.240575911612907,1.2507347697693483,1.241224431284964,-0.00043597684027363304,-2.929610045221409e-05,-0.00039661048553263356,1.240575911612907,1.240575911612907
2009-08-07,1.238007334248256,1.2501965175363203,1.2388783977888245,-0.002070471738655155,-0.00043034882057946255,-0.0018900961316971054,1.238007334248256,1.238007334248256
2009-08-14,1.24757799289115,1.259028218813971,1.2484097479980814,0.00773069623913436,0.007064250422849305,0.00769353168661957,1.24757799289115,1.24757799289115
2009-08-21,1.2563112884147627,1.2685922670461962,1.257246814239016,0.007000200046310745,0.007596373210153162,0.007078658473394395,1.2563112884147627,1.2563112884147627
2009-08-28,1.2621281657427026,1.2743441493382197,1.2630872767657118,0.004630124222858578,0.004534066966541017,0.004645438318514161,1.2621281657427026,1.2621281657427026
2009-09-04,1.2820608881362825,1.293755641887348,1.2830074236200022,0.015792946338259117,0.01523253554325077,0.01577099795138337,1.2820608881362825,1.2820608881362825
2009-09-11,1.2903803027247083,1.3041531424620554,1.29150922925736,0.006489094757831326,0.008036680373072258,0.006626466441924439,1.2903803027247085,1.2903803027247085
2009-09-18,1.2890233896411536,1.3048768622074307,1.290303429119699,-0.0010515605985998988,0.0005549346329136728,-0.0009336364853964607,1.2890233896411536,1.2890233896411536
2009-09-25,1.2796515876870431,1.2931427723344104,1.2808151589643537,-0.00727046695151079,-0.00899248826680088,-0.0073535185144928406,1.2796515876870431,1.2796515876870431
2009-10-02,1.3083198791666546,1.3193884415012889,1.3093543949246986,0.022403200805173107,0.020296033607719144,0.0222820879036294,1.3083198791666546,1.3083198791666546
2009-10-09,1.3139087586046323,1.3282436437769092,1.3151950927814944,0.004271798913227265,0.006711596067602521,0.0044607463643422385,1.3139087586046323,1.3139087586046323
2009-10-16,1.3176263892897095,1.3319612744619864,1.3189127234665716,0.0028294435673184015,0.0027989071903300466,0.0028266762136519574,1.3176263892897095,1.3176263892897095
2009-10-23,1.2927852312874843,1.3071201164597612,1.2940715654643464,-0.018852960295988153,-0.01865006023711846,-0.018834573023856938,1.2927852312874843,1.2927852312874843
2009-10-30,1.3196288351359777,1.3339637203082546,1.3209151693128398,0.020764163450227358,0.02053644765348528,0.02074352343787189,1.3196288351359775,1.3196288351359775
2009-11-06,1.3409632200135966,1.3552981051858735,1.3422495541904587,0.016166958700489786,0.015993227216620998,0.016151214985832274,1.3409632200135966,1.3409632200135966
2009-11-13,1.3342064150740731,1.34854130024635,1.3354927492509352,-0.00503876977286144,-0.004985475087487701,-0.005033940907954837,1.3342064150740731,1.3342064150740731
2009-11-20,1.3296426103070458,1.3439774954793227,1.3309289444839079,-0.003420613718735588,-0.003384252871004856,-0.0034173190154623834,1.3296426103070458,1.3296426103070458
2009-11-27,1.3622729364193464,1.3766078215916233,1.3635592705962085,0.02454067420775985,0.02427892298945311,0.024516955805596208,1.3622729364193464,1.3622729364193464
2009-12-04,1.3547730352304228,1.3691079204026997,1.3560593694072849,-0.005505432126279075,-0.005448102990038395,-0.005500238493955867,1.3547730352304228,1.3547730352304228
2009-12-11,1.3513269444412235,1.3656618296135004,1.3526132786180856,-0.002543666503233344,-0.0025170337106703577,-0.002541253625721107,1.3513269444412237,1.3513269444412237
2009-12-18,1.374621488558563,1.38895637373084,1.3759078227354251,0.01723827398925426,0.017057329722638626,0.01722188040408623,1.374621488558563,1.374621488558563
2009-12-25,1.3675477635818174,1.3818826487540943,1.3688340977586795,-0.005145943836628919,-0.0050928345270809805,-0.0051411329013905105,1.3675477635818174,1.3675477635818174
2010-01-01,1.4013546411357762,1.4156895263080531,1.4026409753126383,0.02472080204746452,0.02446436213989589,0.024697571173390553,1.4013546411357762,1.4013546411357762
2010-01-08,1.391635857546525,1.405970742718802,1.3929221917233872,-0.006935277697709852,-0.00686505297146367,-0.006928917492293407,1.391635857546525,1.391635857546525
2010-01-15,1.345049689382332,1.359384574554609,1.3463360235591941,-0.0334758319941002,-0.033134521756908564,-0.0334449177714331,1.345049689382332,1.345049689382332
2010-01-22,1.328118319308272,1.339038270937758,1.3291567637073323,-0.012587914192103367,-0.014967290344248041,-0.012760009055129085,1.328118319308272,1.328118319308272
2010-01-29,1.314427874584066,1.323845888933709,1.3152653705156527,-0.010308151408781385,-0.011345741442781443,-0.010451282776407167,1.314427874584066,1.314427874584066
2010-02-05,1.330320168858603,1.3396510452730226,1.331185531358273,0.012090655243876203,0.011938818914974947,0.012104143543579138,1.330320168858603,1.330320168858603
2010-02-12,1.3715374842214325,1.381204702027775,1.3725172564951786,0.03098300418777633,0.031018269198814785,0.031048808872443878,1.3715374842214323,1.3715374842214323
2010-02-19,1.371268541196337,1.3817706396179152,1.372405262195003,-0.00019608871663334693,0.0004097420095003912,-8.159773558091832e-05,1.371268541196337,1.371268541196337
2010-02-26,1.4091084299529886,1.4191619413505767,1.4102348828623485,0.02759480555401561,0.02706042570350231,0.02756446780657318,1.4091084299529886,1.4091084299529886
2010-03-05,1.4251365383789212,1.437558808734432,1.4265094131831502,0.011374645190695087,0.012963191055100687,0.011540297661457144,1.4251365383789212,1.4251365383789212
2010-03-12,1.429664542457351,1.4438870292632975,1.431172361280299,0.0031772422897671238,0.0044020602777541384,0.003268781862955761,1.429664542457351,1.429664542457351
2010-03-19,1.4353887990433667,1.4495751437038313,1.436923120985824,0.004003915894966958,0.003939445625074978,0.004018216017238174,1.4353887990433667,1.4353887990433667
2010-03-26,1.4426835429701783,1.4575545120522237,1.4442927527284573,0.005082068309069543,0.005504625533247154,0.005128758550128509,1.4426835429701783,1.4426835429701783
2010-04-02,1.465119610308726,1.4799905793907715,1.466728820067005,0.01555162076109684,0.015392952478297417,0.015534293373807406,1.465119610308726,1.465119610308726
2010-04-09,1.4541351027995828,1.4690060718816282,1.4557443125578617,-0.007497345221410767,-0.007422011776362036,-0.007489119569247582,1.4541351027995828,1.4541351027995828
2010-04-16,1.4865546272297154,1.5014255963117609,1.4881638369879944,0.022294712759300506,0.022069020033802067,0.022270067724440512,1.4865546272297154,1.4865546272297154
2010-04-23,1.4706834424973867,1.4855544115794321,1.4722926522556656,-0.010676489408199985,-0.010570743413004347,-0.010664944502650764,1.4706834424973867,1.4706834424973867
2010-04-30,1.4197170203240004,1.4345879894060458,1.4213262300822793,-0.034654923487028255,-0.03430801441947795,-0.03461704579948954,1.4197170203240004,1.4197170203240004
2010-05-07,1.4538883469924397,1.4687593160744852,1.4554975567507187,0.0240691110828839,0.02381961017433798,0.02404186030286737,1.4538883469924395,1.4538883469924395
2010-05-14,1.395353381846041,1.4102243509280865,1.39696259160432,-0.04026097689515562,-0.039853340507036594,-0.0402164640365823,1.395353381846041,1.395353381846041
2010-05-21,1.4184919507444722,1.4333629198265176,1.4201011605027511,0.016582587034561058,0.016407721851635415,0.016563484976257037,1.4184919507444722,1.4184919507444722
2010-05-28,1.3949148614138547,1.4097858304959001,1.3965240711721336,-0.016621235896505104,-0.01644879255943854,-0.016602401284054102,1.394914861413855,1.394914861413855
2010-06-04,1.4234008660312267,1.4382718351132722,1.4250100757895057,0.020421321333188303,0.020205909295706315,0.02039778991669161,1.4234008660312267,1.4234008660312267
2010-06-11,1.4421469919112504,1.4570179609932958,1.4437562016695293,0.013169955370543107,0.013033785006675958,0.013155083040123472,1.4421469919112504,1.4421469919112504
2010-06-18,1.425594439568477,1.4404654086505224,1.427203649326756,-0.011477715125860155,-0.011360568493945733,-0.011464922071768302,1.425594439568477,1.425594439568477
2010-06-25,1.3831246867195457,1.3979956558015911,1.3847338964778246,-0.029790908038184183,-0.02948335488924958,-0.029757318003611588,1.3831246867195457,1.3831246867195457
2010-07-02,1.4051145559187146,1.41998552500076,1.4067237656769935,0.0158986889687609,0.015729569049740766,0.015880212981787878,1.4051145559187146,1.4051145559187146
2010-07-09,1.3931107677372276,1.407981736819273,1.3947199774955066,-0.008542924938699015,-0.008453458130483815,-0.008533152331943517,1.3931107677372276,1.3931107677372276
2010-07-16,1.4150461280787252,1.4299170971607706,1.4166553378370041,0.015745596724606736,0.015579293230785218,0.015727429660028935,1.4150461280787252,1.4150461280787252
2010-07-23,1.417759991692263,1.4326309607743084,1.419369201450542,0.0019178622941589119,0.0018979167526049778,0.0019156837524654247,1.417759991692263,1.417759991692263
2010-07-30,1.4287745556613347,1.4436455247433801,1.4303837654196137,0.007768990543966847,0.007688347013747654,0.007760182451342024,1.4287745556613347,1.4287745556613347
2010-08-06,1.4252769423657596,1.440147911447805,1.4268861521240386,-0.002447981230989993,-0.002422764616124673,-0.0024452272041475265,1.4252769423657596,1.4252769423657596
2010-08-13,1.4413771628846723,1.4562481319667178,1.4429863726429513,0.011296204997316872,0.011179560370800257,0.011283465394170467,1.4413771628846723,1.4413771628846723
2010-08-20,1.4429231025889573,1.4577940716710027,1.4445323123472362,0.0010725434980467519,0.0010615908582811695,0.0010713474039629745,1.4429231025889573,1.4429231025889573
2010-08-27,1.4608749745625347,1.4757459436445801,1.4624841843208136,0.012441322715928127,0.012314408682565059,0.01242746307585696,1.460874974562535,1.460874974562535
2010-09-03,1.4557956824009948,1.4706666514830402,1.4574048921592737,-0.003476883545808551,-0.0034418472796177157,-0.003473057839527227,1.4557956824009948,1.4557956824009948
2010-09-10,1.4685855498551623,1.4834565189372078,1.4701947596134413,0.00878548247448685,0.00869664613749821,0.008775781886678269,1.4685855498551623,1.4685855498551623
2010-09-17,1.4802604186501478,1.4951313877321932,1.4818696284084267,0.00794973693983092,0.00787004448458628,0.007941035511550343,1.4802604186501478,1.4802604186501478
2010-09-24,1.4918571382438588,1.5067281073259042,1.4934663480021377,0.007834242845111028,0.007756321410187894,0.007825735389533683,1.4918571382438588,1.4918571382438588
2010-10-01,1.5085170670027024,1.5233880360847478,1.5101262767609813,0.01116724137436842,0.011057023943364941,0.011155208673520045,1.5085170670027024,1.5085170670027024
2010-10-08,1.5032158987440847,1.5180868678261301,1.5048251085023636,-0.003514158622779595,-0.0034798542019813805,-0.0035104138906767446,1.503215898744085,1.503215898744085
2010-10-15,1.5048335799462287,1.5197045490282741,1.5064427897045076,0.0010761469483495656,0.0010656051616206863,0.0010749961527116714,1.504833579946229,1.504833579946229
2010-10-22,1.506227014474142,1.5210979835561875,1.507836224232421,0.0009259725105039696,0.0009169114673008849,0.000924983369721355,1.506227014474142,1.506227014474142
2010-10-29,1.5272818111483966,1.542152780230442,1.5288910209066755,0.01397850156180147,0.013841841158076074,0.013963583269776203,1.5272818111483966,1.5272818111483966
2010-11-05,1.48726547521572,1.5021364442977654,1.4888746849739989,-0.026201016499101448,-0.02594836026991898,-0.026173439038804647,1.48726547521572,1.48726547521572
2010-11-12,1.4824748501608425,1.497345819242888,1.4840840599191214,-0.003221096122185352,-0.0031892076602382247,-0.0032176146879421275,1.4824748501608425,1.4824748501608425
2010-11-19,1.4839888710922826,1.498859840174328,1.4855980808505616,0.0010212793365607098,0.0010111364468934347,0.0010201719513938112,1.4839888710922826,1.4839888710922826
2010-11-26,1.5135484794710443,1.5284194485530898,1.5151576892293233,0.019919022948605036,0.019721395948085307,0.019897446529977714,1.5135484794710443,1.5135484794710443
2010-12-03,1.4964382009732367,1.511309170055282,1.4980474107315156,-0.011304744268110456,-0.011194753190300943,-0.011292737791873453,1.4964382009732369,1.4964382009732369
2010-12-10,1.4949959525190575,1.509866921601103,1.4966051622773364,-0.0009637875144066221,-0.0009543040449667695,-0.0009627522092073848,1.4949959525190577,1.4949959525190577
2010-12-17,1.5083411552636565,1.523212124345702,1.5099503650219355,0.00892658118713463,0.008838661575847562,0.008916982969838338,1.5083411552636563,1.5083411552636563
2010-12-24,1.534923542383529,1.5497945114655745,1.536532752141808,0.017623590675828193,0.017451533305836264,0.017604808565668595,1.534923542383529,1.534923542383529
2010-12-31,1.50854123529819,1.5234122043802354,1.510150445056469,-0.01718802686703924,-0.017023100088533916,-0.01717002585760974,1.50854123529819,1.50854123529819
2011-01-07,1.5146581173490612,1.5307056649664603,1.516350701590782,0.004054832514844842,0.0047875818279872195,0.00410572109196794,1.5146581173490612,1.5146581173490612
2011-01-14,1.5049164817457867,1.524247395340446,1.5067386285971371,-0.006431573892281439,-0.004219145309138028,-0.006338951130210768,1.5049164817457867,1.5049164817457867
2011-01-21,1.5084456737517802,1.525518472520774,1.51021203806806,0.0023451082161711767,0.0008339047743912698,0.0023052501641620537,1.5084456737517802,1.5084456737517802
2011-01-28,1.5266502881380613,1.5420732714785172,1.5283776629840455,0.012068458747342747,0.010851916417890406,0.012028526099701953,1.5266502881380613,1.5266502881380613
2011-02-04,1.5370886816536726,1.558764916181511,1.539021791337808,0.006837449019409858,0.010824157977260107,0.006964331272010682,1.5370886816536726,1.5370886816536726
2011-02-11,1.5572198999042923,1.5823696524753166,1.5592705778373184,0.013096979042849677,0.015143230418368514,0.013156919943225098,1.5572198999042923,1.5572198999042923
2011-02-18,1.5569192922676314,1.5832675014183777,1.5590530311647328,-0.000193041224736068,0.0005674078377682079,-0.00013951823094571214,1.5613086867594728,1.562065327397452
2011-02-25,1.5688593785050076,1.591746957054808,1.5708644292098999,0.007669046363980581,0.005355668343368425,0.007576007877257984,1.5585375340873426,1.5556147970701957
2011-03-04,1.549835147119484,1.5724071814623075,1.5518483872218696,-0.01212615461026978,-0.012150031452414112,-0.012105463485219348,1.537631216842769,1.533864837370588
2011-03-11,1.5385591189030885,1.559120134976789,1.5404770162849868,-0.0072756307258569075,-0.008450130883504325,-0.007327630089715043,1.518297525308847,1.5118601758973989
2011-03-18,1.5618151486443204,1.5806150449353584,1.5635853502424277,0.015115460599143038,0.013786564278377211,0.015000765161150564,1.535306960435513,1.532621074132414
2011-03-25,1.576852500434337,1.5973449647525173,1.57883066710213,0.009628125199751869,0.01058443665379838,0.009750230044901942,1.5551021809983503,1.549319792758674
2011-04-01,1.5760800198887954,1.5979254161993053,1.578166872730377,-0.0004898876371307592,0.0003633851544884159,-0.00042043417675141637,1.5577524573657962,1.5524939632291797
2011-04-08,1.5781344305838745,1.5989949356937108,1.5802042447990143,0.0013034939020570846,0.000669317531070579,0.0012909737898074702,1.555701401725305,1.5476149637883598
2011-04-15,1.5942813916335465,1.6137251202246008,1.5963030299630614,0.010231676552230118,0.009212152085084302,0.010187787570520523,1.5673036460015917,1.562888763252657
2011-04-22,1.617092347126453,1.6373370839457657,1.6192162084402637,0.014307985787586519,0.014631961432117091,0.014353902766025994,1.5909632954685773,1.617092347126453
2011-04-29,1.5742506016713618,1.5944953384906746,1.5763744629851726,-0.026493072910288795,-0.026165501212400466,-0.026458323003299977,1.5531388222001192,1.6299604759729671
2011-05-06,1.5691474745895362,1.589392211408849,1.571271335903347,-0.003241623078566791,-0.0032004653501566116,-0.0032372556151168963,1.5381024505969008,1.5456587314695385
2011-05-13,1.5779314278654217,1.5981761646847346,1.5800552891792325,0.0055979144204933995,0.0055266115014489525,0.00559034781273815,1.5464331917397585,1.5526776480105766
2011-05-20,1.590693978220667,1.6109387150399799,1.5928178395344779,0.008088152710482577,0.007985696844479584,0.008077280866465752,1.590693978220667,1.5660692396619007
2011-05-27,1.5840950762687909,1.6043398130881037,1.5862189375826017,-0.004148442153064313,-0.0040963085002971855,-0.004142910625489216,1.5840950762687909,1.5647726004599276
2011-06-03,1.555434742465992,1.5756794792853048,1.5575586037798028,-0.018092559109713302,-0.017864253924879003,-0.018068334152205545,1.555434742465992,1.5327984814384317
2011-06-10,1.5522111066887365,1.5724558435080493,1.5543349680025473,-0.0020724982471104214,-0.0020458702544743357,-0.0020696722225619357,1.5522111066887363,1.5227400039906582
2011-06-17,1.5505879561931835,1.5708326930124963,1.5527118175069943,-0.0010457021525993593,-0.0010322391577826107,-0.001044273293059228,1.5505879561931837,1.519871951421751
2011-06-24,1.600422123733916,1.6206668605532288,1.6025459850477268,0.03213888469963311,0.03172468192342115,0.032094923847971524,1.600422123733916,1.5697369587570125
2011-07-01,1.6116499522538135,1.6318946890731263,1.6137738135676243,0.007015541933213187,0.00692790652612274,0.007006244204320389,1.6116499522538137,1.596326573951545
2011-07-08,1.5943682287637921,1.614612965583105,1.596492090077603,-0.010723000652749448,-0.010589974712055028,-0.010708888287024543,1.6099651134751247,1.594368228763792
2011-07-15,1.619022472463253,1.6392672092825658,1.6211463337770637,0.015463331026469795,0.015269444891740314,0.015442759693386598,1.642726942416822,1.619022472463253
2011-07-22,1.5901867007223796,1.6104314375416924,1.5923105620361904,-0.017810606233896964,-0.017590647563488715,-0.0177872725861149,1.607839855121447,1.5901867007223796
2011-07-29,1.535451742045775,1.5556964788650878,1.5375756033595858,-0.0344204605985825,-0.033987760919618526,-0.03437454977790988,1.5830523649933306,1.535451742045775
2011-08-05,1.5627702993699844,1.5830150361892972,1.5648941606837952,0.01779186969940927,0.017560338854876623,0.01776729369568475,1.7391473846988628,1.5627702993699844
2011-08-12,1.5748293158057438,1.5950740526250566,1.5769531771195546,0.007716435640363173,0.007617752301828151,0.007705962958217016,1.850552770497559,1.5748293158057438
2011-08-19,1.5903491294407837,1.6105938662600965,1.5924729907545945,0.009854917913500572,0.009729838943526525,0.009841645180225456,1.9646051054079596,1.5903491294407837
2011-08-26,1.6019443284521717,1.6221890652714845,1.6040681897659825,0.007290977054494441,0.007199331410787435,0.007281253169570956,1.9515410974983696,1.6019443284521715
2011-09-02,1.594467637446267,1.6147123742655798,1.5965914987600778,-0.004667260199440859,-0.004609013317848687,-0.004661080528624906,1.9818468634131283,1.594467637446267
2011-09-09,1.598340634421779,1.6185853712410918,1.6004644957355898,0.0024290220036795596,0.002398567718460365,0.0024257908040470344,1.98824131216471,1.598340634421779
2011-09-16,1.563075901740393,1.5833206385597058,1.5651997630542038,-0.02206333989259024,-0.021787378848201144,-0.022034061221194334,1.9536223575117164,1.563075901740393
2011-09-23,1.5552872766188794,1.5755320134381923,1.5574111379326903,-0.00498288350094922,-0.004919171096385511,-0.0049761220933968175,1.9435949939075647,1.5552872766188794
2011-09-30,1.554460947172442,1.5747056839917548,1.5565848084862528,-0.0005313034182559129,-0.0005244764558189896,-0.0005305788730484151,1.942944097401632,1.554460947172442
2011-10-07,1.5641386316375183,1.5843833684568311,1.5662624929513291,0.006225749500288202,0.006145709997403603,0.006217254859687049,1.5641386316375183,1.5641386316375183
2011-10-14,1.5620652808274593,1.5823100176467721,1.5641891421412701,-0.0013255543774201017,-0.0013086168735022552,-0.0013237569177514397,1.562065280827459,1.562065280827459
2011-10-21,1.5783075896517809,1.5985523264710937,1.5804314509655917,0.010397970573750692,0.010264934584991892,0.01038385217409643,1.5783075896517809,1.5783075896517809
2011-10-28,1.587930568344853,1.6081753051641658,1.5900544296586638,0.00609702364492537,0.0060198083814468895,0.006088830165454473,1.587930568344853,1.587930568344853
2011-11-04,1.5848455165323359,1.6050902533516487,1.5869693778461467,-0.0019428127866653044,-0.0019183554197172992,-0.0019402177403319287,1.584845516532336,1.584845516532336
2011-11-11,1.5793414125517022,1.599586149371015,1.581465273865513,-0.0034729593031103123,-0.0034291554441504557,-0.0034683113974788293,1.5793414125517022,1.5793414125517022
2011-11-18,1.570316864629388,1.5905616014487007,1.5724407259431987,-0.005714120994100735,-0.005641801740945862,-0.005706447097795553,1.570316864629388,1.570316864629388
2011-11-25,1.5977046132624628,1.6179493500817757,1.5998284745762736,0.017440905877005086,0.017218917273075007,0.0174173488267082,1.5977046132624628,1.5977046132624628
2011-12-02,1.5859864725480415,1.6062312093673543,1.5881103338618523,-0.007334359941850166,-0.007242588103162251,-0.007324623170946509,1.5859864725480417,1.5859864725480417
2011-12-09,1.5779425632924053,1.5981873001117182,1.5800664246062162,-0.00507186498426615,-0.005007939833770458,-0.005065082119373621,1.5779425632924051,1.5779425632924051
2011-12-16,1.5740114567802157,1.5942561935995285,1.5761353180940265,-0.0024912861872407044,-0.0024597282883644933,-0.0024879375012156757,1.5740114567802157,1.5740114567802157
2011-12-23,1.57676479129378,1.597009528113093,1.578888652607591,0.0017492468061170996,0.001727033913757614,0.0017468896749892604,1.57676479129378,1.57676479129378
2011-12-30,1.5778681458232042,1.598112882642517,1.579992007137015,0.0006997584773051901,0.0006908878813813857,0.0006988171886610495,1.5778681458232042,1.5778681458232042
2012-01-06,1.590660647135542,1.6109053839548548,1.5927845084493528,0.008107459008029894,0.00800475451470306,0.00809656077660681,1.590660647135542,1.590660647135542
2012-01-13,1.5885542664559427,1.6087990032752555,1.5906781277697535,-0.001324217508864911,-0.0013075756655726023,-0.0013224517619461196,1.5885542664559429,1.5885542664559429
2012-01-20,1.6123605269561316,1.6326052637754445,1.6144843882699424,0.014986117253205755,0.01479753558506891,0.014966107903656933,1.6123605269561316,1.6123605269561316
2012-01-27,1.6121559764689166,1.6324007132882294,1.6142798377827274,-0.0001268639884165479,-0.0001252908414260956,-0.00012669709828172504,1.6121559764689166,1.6121559764689166
2012-02-03,1.6082666241988604,1.6285113610181732,1.6103904855126712,-0.0024125161130965633,-0.002382596526940839,-0.0024093420353923367,1.6082666241988604,1.6082666241988604
2012-02-10,1.6093204969340813,1.6295652337533941,1.6114443582478921,0.0006552848385732446,0.0006471387062121359,0.0006544206170502331,1.6093204969340813,1.6093204969340813
2012-02-17,1.6265016664291565,1.6467464032484693,1.6286255277429673,0.010676039687437688,0.010543407001572858,0.01066196881520387,1.628276074505577,1.6265016664291565
2012-02-24,1.6206738226556778,1.6409185594749907,1.6227976839694886,-0.003583054289930887,-0.0035390050113255356,-0.0035783816931539425,1.622579728876512,1.6206738226556778
2012-03-02,1.6163932251851143,1.6366379620044271,1.6185170864989251,-0.0026412455182062144,-0.002608659306000627,-0.002637788747697045,1.6180550329854897,1.6163932251851143
2012-03-09,1.6027741887713463,1.623018925590659,1.604898050085157,-0.00842557132854127,-0.008321349455372884,-0.008414515068993156,1.6038040378414449,1.6027741887713465
2012-03-16,1.6065924582478173,1.62683719506713,1.608716319561628,0.00238228785016692,0.0023525723676212085,0.0023791352206257166,1.615473877921909,1.6065924582478173
2012-03-23,1.6096504891532655,1.6298952259725783,1.6117743504670763,0.0019034266529442956,0.001879739973195127,0.0019009137088144001,1.6152658585671138,1.6096504891532657
2012-03-30,1.6026343214222905,1.6228790582416033,1.6047581827361013,-0.004358814399929578,-0.004304674079150361,-0.004353070719199548,1.6104064873419666,1.6026343214222905
2012-04-06,1.6091327331210636,1.6293774699403765,1.6112565944348745,0.004054831231248057,0.004004248909228236,0.004049464753433041,1.6115225793572845,1.6091327331210636
2012-04-13,1.6154539167388906,1.6356986535582034,1.6175777780527014,0.003928317091385303,0.003879508422353739,0.003923139020600264,1.6063418261921445,1.6154539167388906
2012-04-20,1.635036044691201,1.6552807815105137,1.6371599060050117,0.012121749651541114,0.0119717210194632,0.01210583393145015,1.62466379898574,1.635036044691201
2012-04-27,1.617445864530922,1.6376906013502348,1.6195697258447328,-0.01075828280201685,-0.01062670476015981,-0.01074432625411792,1.6114341441481803,1.617445864530922
2012-05-04,1.6153217377920133,1.635566474611326,1.617445599105824,-0.001313259865748151,-0.0012970256635517208,-0.001311537691160991,1.589872384255349,1.6153217377920133
2012-05-11,1.5746044111774218,1.5948491479967346,1.5767282724912326,-0.025206945255530355,-0.024894938387794663,-0.02517384611705109,1.5419761853891665,1.5746044111774218
2012-05-18,1.588383445745561,1.6086281825648738,1.5905073070593718,0.008750791291023852,0.008639710273192103,0.008739003928919464,1.588383445745561,1.588383445745561
2012-05-25,1.5943620512101704,1.6146067880294832,1.5964859125239812,0.00376395604010038,0.0037165862996859644,0.0037589298949296523,1.5943620512101704,1.5943620512101704
