Date,Ticker,trend_clarity_r2_observed,trend_clarity_momentum_raw_observed,trend_clarity_momentum_raw_tradable,trend_clarity_momentum_score_observed,trend_clarity_momentum_score_tradable,asset_class
2015-07-17,TLT,0.18320229579570246,0.012015617556827903,0.01488533744089245,0.030303030303030276,0.1515151515151516,Bonds
2015-07-17,XLY,0.8821171109733513,0.144302755736934,0.13019390831910557,0.9696969696969697,0.8787878787878789,Equities
2015-07-17,IEF,0.39873923531897343,0.015113358160629468,0.012634177720124477,0.09090909090909083,0.030303030303030276,Bonds
2015-07-17,EEM,0.13916939827223776,-0.01110515524578928,-0.0098970453171334,-0.6363636363636364,-0.6363636363636364,Equities
2015-07-17,QQQ,0.8206515563561414,0.12764860559621719,0.12379969992762425,0.8787878787878789,0.8181818181818181,Equities
2015-07-17,EFA,0.130741435067406,-0.0022610476889574098,-0.0007698913294783981,-0.5151515151515151,-0.3939393939393939,Equities
2015-07-17,EWJ,0.5890657783851215,0.03919890156181688,0.05008631950721253,0.33333333333333326,0.39393939393939403,Equities
2015-07-17,GLD,0.43496392266176764,-0.037968369963221296,-0.052735543855797117,-0.7575757575757576,-0.7575757575757576,Commodities
2015-07-17,LQD,0.09522459995753875,0.0007066961105072937,0.0004592043503710481,-0.21212121212121215,-0.21212121212121215,Bonds
2015-07-17,SHY,0.7607876356116365,0.006396783990562195,0.00434190233464942,-0.030303030303030276,-0.030303030303030276,Bonds
2015-07-17,IWM,0.790401459389675,0.10276579535585988,0.0815403227682185,0.7575757575757576,0.6363636363636365,Equities
2015-07-17,IAU,0.42589588084817903,-0.03719467191997389,-0.05145613746770632,-0.696969696969697,-0.696969696969697,Commodities
2015-07-17,VWO,0.04451434725061103,-0.0020814375730184146,-0.001769224556659571,-0.3939393939393939,-0.5151515151515151,Equities
2015-07-17,USO,0.7325504141218436,-0.3437471492374079,-0.33682609836704847,-0.9696969696969697,-0.9696969696969697,Commodities
2015-07-17,SLV,0.5055657072632224,-0.1161639556989609,-0.1319591712570848,-0.8181818181818181,-0.8787878787878788,Commodities
2015-07-17,DBA,0.8484393380695501,-0.14483966964221667,-0.13631962047298987,-0.9696969696969697,-0.9696969696969697,Commodities
2015-07-17,UUP,0.7934067964268591,0.11819843840605973,0.13207134836225187,0.8181818181818181,0.9696969696969697,FX
2015-07-17,MBB,0.66014507950269,0.019340783302042926,0.014561690200615564,0.21212121212121215,0.09090909090909083,Bonds
2015-07-17,HYG,0.07866918963356834,0.00017529309925470643,-0.0006237623524324303,-0.2727272727272727,-0.2727272727272727,Bonds
2015-07-17,BIL,0.9068214005732815,-0.0009910073998992473,-0.0009827068979643915,-0.33333333333333337,-0.4545454545454546,Bonds
2015-07-17,VEA,0.13132228385220618,-0.0020905309083934943,-0.0006571857566999912,-0.4545454545454546,-0.33333333333333337,Equities
2015-07-17,PDBC,,,,,,Commodities
2015-07-24,TIP,0.13135236270242118,-0.004128774975774799,-0.0025444365058311124,-0.5757575757575757,-0.5757575757575757,Bonds
2015-07-24,SPY,0.7387939707367089,0.06062938590566056,0.06571073791224835,0.5151515151515151,0.4545454545454546,Equities
2015-07-24,XLV,0.9149045568164247,0.22479224382034108,0.23037642763765614,0.9696969696969697,0.9696969696969697,Equities
2015-07-24,XLU,0.06279103979742784,0.0012243035080870325,0.003573761160659029,-0.09090909090909094,-0.09090909090909094,Equities
2015-07-24,XLP,0.703945609698969,0.07707269482875898,0.07467025494277824,0.6363636363636365,0.6363636363636365,Equities
2015-07-24,XLK,0.682118109144831,0.056843238647629156,0.06783243831386641,0.4545454545454546,0.5151515151515151,Equities
2015-07-24,XLI,0.33007491690062624,0.014627062450929387,0.019714109340080214,0.2727272727272727,0.2727272727272727,Equities
2015-07-24,XLF,0.700727218134977,0.074528454052419,0.0693170371637994,0.5757575757575757,0.5757575757575757,Equities
2015-07-24,XLE,0.6125014845966869,-0.13408293120962994,-0.13130276093051624,-0.9696969696969697,-0.8787878787878788,Equities
2015-07-24,XLB,0.062333219568418106,0.00029821305173126264,0.003282613305948287,-0.1515151515151515,-0.1515151515151515,Equities
2015-07-24,VUG,0.8025771547329701,0.0897100049813734,0.09370911432480529,0.696969696969697,0.696969696969697,Equities
2015-07-24,VTV,0.6300968234761696,0.03776042295728988,0.04258420172341336,0.33333333333333326,0.39393939393939403,Equities
2015-07-24,VNQ,0.2737964166822881,0.010348265252318125,0.018184040682618238,0.1515151515151516,0.1515151515151516,REITs
2015-07-24,TLT,0.1522569098618167,0.003179593510391725,0.012015617556827903,-0.030303030303030276,0.030303030303030276,Bonds
2015-07-24,XLY,0.8844461893599391,0.16119672166447807,0.144302755736934,0.9696969696969697,0.9696969696969697,Equities
2015-07-24,IEF,0.36628372038207746,0.007447012547406536,0.015113358160629468,0.09090909090909083,0.09090909090909083,Bonds
2015-07-24,EEM,0.14591638126230716,-0.01295013260591612,-0.01110515524578928,-0.6363636363636364,-0.6363636363636364,Equities
2015-07-24,QQQ,0.818875584401642,0.11600316871205488,0.12764860559621719,0.8181818181818181,0.8787878787878789,Equities
2015-07-24,EFA,0.1767754642271088,-0.0011607506499243983,-0.0022610476889574098,-0.3939393939393939,-0.5151515151515151,Equities
2015-07-24,EWJ,0.6247496767124007,0.056382759836832885,0.03919890156181688,0.39393939393939403,0.33333333333333326,Equities
2015-07-24,GLD,0.4369303762636975,-0.04595429130012371,-0.037968369963221296,-0.7575757575757576,-0.7575757575757576,Commodities
2015-07-24,LQD,0.06298098714060162,-0.0005082430311853384,0.0007066961105072937,-0.2727272727272727,-0.21212121212121215,Bonds
2015-07-24,SHY,0.7536757292078262,0.0051725879072393715,0.006396783990562195,0.030303030303030276,-0.030303030303030276,Bonds
2015-07-24,IWM,0.7747525160533694,0.10310762807551516,0.10276579535585988,0.7575757575757576,0.7575757575757576,Equities
2015-07-24,IAU,0.42798631775325546,-0.04458893491881394,-0.03719467191997389,-0.696969696969697,-0.696969696969697,Commodities
2015-07-24,VWO,0.05101019003316515,-0.002923158303417333,-0.0020814375730184146,-0.5151515151515151,-0.3939393939393939,Equities
2015-07-24,USO,0.7269566271528678,-0.3424029363478571,-0.3437471492374079,-0.9696969696969697,-0.9696969696969697,Commodities
2015-07-24,SLV,0.5033200932746105,-0.12057393749379684,-0.1161639556989609,-0.8181818181818181,-0.8181818181818181,Commodities
2015-07-24,DBA,0.8479467097268738,-0.1272555213786354,-0.14483966964221667,-0.8787878787878788,-0.9696969696969697,Commodities
2015-07-24,UUP,0.7779520146947265,0.12162255656506749,0.11819843840605973,0.8787878787878789,0.8181818181818181,FX
2015-07-24,MBB,0.634270276972082,0.012415389889121633,0.019340783302042926,0.21212121212121215,0.21212121212121215,Bonds
2015-07-24,HYG,0.05890560559811139,-0.00039656143216203123,0.00017529309925470643,-0.21212121212121215,-0.2727272727272727,Bonds
2015-07-24,BIL,0.90129135554888,-0.0011815503530732921,-0.0009910073998992473,-0.4545454545454546,-0.33333333333333337,Bonds
2015-07-24,VEA,0.1742938514307397,-0.0010425618779224086,-0.0020905309083934943,-0.33333333333333337,-0.4545454545454546,Equities
2015-07-24,PDBC,,,,,,Commodities
2015-07-31,TIP,0.11453627262543187,-0.0026010879414567526,-0.004128774975774799,-0.5151515151515151,-0.5757575757575757,Bonds
2015-07-31,SPY,0.7260574537637086,0.07123553529244578,0.06062938590566056,0.5151515151515151,0.5151515151515151,Equities
2015-07-31,XLV,0.9132233004525575,0.22315314555196136,0.22479224382034108,0.9696969696969697,0.9696969696969697,Equities
2015-07-31,XLU,0.039926739945483763,0.002230201090344511,0.0012243035080870325,-0.09090909090909094,-0.09090909090909094,Equities
2015-07-31,XLP,0.7003519720908511,0.09597624581731684,0.07707269482875898,0.6363636363636365,0.6363636363636365,Equities
2015-07-31,XLK,0.6652319892233411,0.06363420565406014,0.056843238647629156,0.4545454545454546,0.4545454545454546,Equities
2015-07-31,XLI,0.2663756187799262,0.018194789086480864,0.014627062450929387,0.2727272727272727,0.2727272727272727,Equities
2015-07-31,XLF,0.6986367055369109,0.0896153810477446,0.074528454052419,0.5757575757575757,0.5757575757575757,Equities
2015-07-31,XLE,0.6127359105427967,-0.12436787866874029,-0.13408293120962994,-0.9696969696969697,-0.9696969696969697,Equities
2015-07-31,XLB,0.02262359148906669,0.00035435625095174507,0.00029821305173126264,-0.21212121212121215,-0.1515151515151515,Equities
2015-07-31,VUG,0.7965647373255149,0.09966308535714499,0.0897100049813734,0.696969696969697,0.696969696969697,Equities
2015-07-31,VTV,0.6018064966637137,0.046675370704652545,0.03776042295728988,0.33333333333333326,0.33333333333333326,Equities
2015-07-31,VNQ,0.23978535475960908,0.014126268967896998,0.010348265252318125,0.21212121212121215,0.1515151515151516,REITs
2015-07-31,TLT,0.1239926826523905,0.0046137375938711265,0.003179593510391725,-0.030303030303030276,-0.030303030303030276,Bonds
2015-07-31,XLY,0.8846263709069752,0.1703033127897737,0.16119672166447807,0.9696969696969697,0.9696969696969697,Equities
2015-07-31,IEF,0.3411738969112263,0.009865815290751662,0.007447012547406536,0.09090909090909083,0.09090909090909083,Bonds
2015-07-31,EEM,0.1562719287701093,-0.01208582510382295,-0.01295013260591612,-0.6363636363636364,-0.6363636363636364,Equities
2015-07-31,QQQ,0.8167400248633668,0.12457851732225766,0.11600316871205488,0.8787878787878789,0.8181818181818181,Equities
2015-07-31,EFA,0.2126366958729621,-0.0013935522458199572,-0.0011607506499243983,-0.4545454545454546,-0.3939393939393939,Equities
2015-07-31,EWJ,0.6557870117663014,0.057578208446898864,0.056382759836832885,0.39393939393939403,0.39393939393939403,Equities
2015-07-31,GLD,0.4416975588692085,-0.04481605691665875,-0.04595429130012371,-0.7575757575757576,-0.7575757575757576,Commodities
2015-07-31,LQD,0.038849246166010806,6.901680721265199e-05,-0.0005082430311853384,-0.2727272727272727,-0.2727272727272727,Bonds
2015-07-31,SHY,0.7550791672825296,0.0061746532091090656,0.0051725879072393715,0.030303030303030276,0.030303030303030276,Bonds
2015-07-31,IWM,0.7557542423293782,0.10114736355144165,0.10310762807551516,0.7575757575757576,0.7575757575757576,Equities
2015-07-31,IAU,0.433129930411688,-0.04324380137533295,-0.04458893491881394,-0.696969696969697,-0.696969696969697,Commodities
2015-07-31,VWO,0.06377355706775308,-0.0026647795175477984,-0.002923158303417333,-0.5757575757575757,-0.5151515151515151,Equities
2015-07-31,USO,0.7229830072170027,-0.34481033336798644,-0.3424029363478571,-0.9696969696969697,-0.9696969696969697,Commodities
2015-07-31,SLV,0.4998397763368212,-0.11702192871087334,-0.12057393749379684,-0.8787878787878788,-0.8181818181818181,Commodities
2015-07-31,DBA,0.8485175494884616,-0.10650316711177917,-0.1272555213786354,-0.8181818181818181,-0.8787878787878788,Commodities
2015-07-31,UUP,0.7608570765764352,0.12126056786959134,0.12162255656506749,0.8181818181818181,0.8787878787878789,FX
2015-07-31,MBB,0.6167354503312173,0.013350008321225813,0.012415389889121633,0.1515151515151516,0.21212121212121215,Bonds
2015-07-31,HYG,0.035166886573711885,0.00041842855565825675,-0.00039656143216203123,-0.1515151515151515,-0.21212121212121215,Bonds
2015-07-31,BIL,0.8941806704123545,-0.0009770717436988225,-0.0011815503530732921,-0.3939393939393939,-0.4545454545454546,Bonds
2015-07-31,VEA,0.20987687171507136,-0.0009652603899385356,-0.0010425618779224086,-0.33333333333333337,-0.33333333333333337,Equities
2015-07-31,PDBC,0.5465562085373562,,,,,Commodities
2015-08-07,TIP,0.1015419946497998,-0.002897693482635029,-0.0026010879414567526,-0.5151515151515151,-0.5151515151515151,Bonds
2015-08-07,SPY,0.7003137999407505,0.06639301188553948,0.07123553529244578,0.5151515151515151,0.5151515151515151,Equities
2015-08-07,XLV,0.9093131162791865,0.2369353666262396,0.22315314555196136,0.9696969696969697,0.9696969696969697,Equities
2015-08-07,XLU,0.02253338330769254,0.0016580330443355172,0.002230201090344511,-0.21212121212121215,-0.09090909090909094,Equities
2015-08-07,XLP,0.694516731386643,0.10438319056680471,0.09597624581731684,0.7575757575757576,0.6363636363636365,Equities
2015-08-07,XLK,0.6367627546919015,0.058045723635736034,0.06363420565406014,0.39393939393939403,0.4545454545454546,Equities
2015-08-07,XLI,0.1957344651438344,0.011576878087247363,0.018194789086480864,0.1515151515151516,0.2727272727272727,Equities
2015-08-07,XLF,0.6955566770482098,0.08360976030838252,0.0896153810477446,0.5757575757575757,0.5757575757575757,Equities
2015-08-07,XLE,0.6133042031943178,-0.1350466256070071,-0.12436787866874029,-0.9696969696969697,-0.9696969696969697,Equities
2015-08-07,XLB,0.0027734363934040205,-3.230694904933306e-05,0.00035435625095174507,-0.33333333333333337,-0.21212121212121215,Equities
2015-08-07,VUG,0.7802888962904996,0.0927091892833487,0.09966308535714499,0.696969696969697,0.696969696969697,Equities
2015-08-07,VTV,0.5579126873185766,0.04236764400950127,0.046675370704652545,0.33333333333333326,0.33333333333333326,Equities
2015-08-07,VNQ,0.20474616167611176,0.016170946950801564,0.014126268967896998,0.2727272727272727,0.21212121212121215,REITs
2015-08-07,TLT,0.1056125252055321,0.003066309653630307,0.0046137375938711265,-0.030303030303030276,-0.030303030303030276,Bonds
2015-08-07,XLY,0.8803844608275021,0.16457726120716934,0.1703033127897737,0.9696969696969697,0.9696969696969697,Equities
2015-08-07,IEF,0.32160927889185786,0.007363126871824261,0.009865815290751662,0.09090909090909083,0.09090909090909083,Bonds
2015-08-07,EEM,0.17437913994360932,-0.01766103159226257,-0.01208582510382295,-0.6363636363636364,-0.6363636363636364,Equities
2015-08-07,QQQ,0.8089626903729696,0.11854737222711713,0.12457851732225766,0.8787878787878789,0.8787878787878789,Equities
2015-08-07,EFA,0.2363024290119167,0.0026974168915587845,-0.0013935522458199572,-0.09090909090909094,-0.4545454545454546,Equities
2015-08-07,EWJ,0.6702691003915151,0.06052229979813965,0.057578208446898864,0.4545454545454546,0.39393939393939403,Equities
2015-08-07,GLD,0.44256222339287316,-0.05155453351215436,-0.04481605691665875,-0.7575757575757576,-0.7575757575757576,Commodities
2015-08-07,LQD,0.020247585019172842,-7.339595120540521e-05,6.901680721265199e-05,-0.3939393939393939,-0.2727272727272727,Bonds
2015-08-07,SHY,0.7444305066801296,0.005644369759247677,0.0061746532091090656,0.030303030303030276,0.030303030303030276,Bonds
2015-08-07,IWM,0.7161813688777476,0.08661427964170346,0.10114736355144165,0.6363636363636365,0.7575757575757576,Equities
2015-08-07,IAU,0.4340141451236114,-0.05019676690095468,-0.04324380137533295,-0.696969696969697,-0.696969696969697,Commodities
2015-08-07,VWO,0.08360958109059582,-0.005753518042877675,-0.0026647795175477984,-0.5757575757575757,-0.5757575757575757,Equities
2015-08-07,USO,0.721401909216382,-0.3684901659206324,-0.34481033336798644,-0.9696969696969697,-0.9696969696969697,Commodities
2015-08-07,SLV,0.49538668966195754,-0.11126194793617897,-0.11702192871087334,-0.8787878787878788,-0.8787878787878788,Commodities
2015-08-07,DBA,0.8509836370613603,-0.10023063501047917,-0.10650316711177917,-0.8181818181818181,-0.8181818181818181,Commodities
2015-08-07,UUP,0.7448471864773499,0.1167041891352675,0.12126056786959134,0.8181818181818181,0.8181818181818181,FX
2015-08-07,MBB,0.5912330418667157,0.012403623258394798,0.013350008321225813,0.21212121212121215,0.1515151515151516,Bonds
2015-08-07,HYG,0.0169470639548725,3.600048431793993e-05,0.00041842855565825675,-0.2727272727272727,-0.1515151515151515,Bonds
2015-08-07,BIL,0.9026372051979472,-0.0009864347590496168,-0.0009770717436988225,-0.4545454545454546,-0.3939393939393939,Bonds
2015-08-07,VEA,0.23368673498996817,0.0021211891027446412,-0.0009652603899385356,-0.1515151515151515,-0.33333333333333337,Equities
2015-08-07,PDBC,0.5796766561502754,,,,,Commodities
2015-08-14,TIP,0.08826010818924009,-0.00265480211247527,-0.002897693482635029,-0.5151515151515151,-0.5151515151515151,Bonds
2015-08-14,SPY,0.6812876460008033,0.07288450363421198,0.06639301188553948,0.4545454545454546,0.5151515151515151,Equities
2015-08-14,XLV,0.9021912509702291,0.23377423409925405,0.2369353666262396,0.9696969696969697,0.9696969696969697,Equities
2015-08-14,XLU,0.015076997167672952,0.0010463226368615255,0.0016580330443355172,-0.21212121212121215,-0.21212121212121215,Equities
2015-08-14,XLP,0.6865457651133232,0.10573761645043428,0.10438319056680471,0.7575757575757576,0.7575757575757576,Equities
2015-08-14,XLK,0.6156188443637428,0.07742660294695833,0.058045723635736034,0.5151515151515151,0.39393939393939403,Equities
2015-08-14,XLI,0.14842101972306126,0.0087852893620056,0.011576878087247363,0.1515151515151516,0.1515151515151516,Equities
2015-08-14,XLF,0.6920278310687258,0.09970613201693296,0.08360976030838252,0.6363636363636365,0.5757575757575757,Equities
2015-08-14,XLE,0.6106107275272972,-0.14013636955027603,-0.1350466256070071,-0.9696969696969697,-0.9696969696969697,Equities
2015-08-14,XLB,0.0001422914649942321,-3.2729869808002586e-06,-3.230694904933306e-05,-0.2727272727272727,-0.33333333333333337,Equities
2015-08-14,VUG,0.7684261930909762,0.10407055941439992,0.0927091892833487,0.696969696969697,0.696969696969697,Equities
2015-08-14,VTV,0.5263889775372113,0.04330038911063301,0.04236764400950127,0.33333333333333326,0.33333333333333326,Equities
2015-08-14,VNQ,0.1824261081778329,0.012891239662462082,0.016170946950801564,0.2727272727272727,0.2727272727272727,REITs
2015-08-14,TLT,0.09168515073435737,0.0030368626805655505,0.003066309653630307,-0.09090909090909094,-0.030303030303030276,Bonds
2015-08-14,XLY,0.8768667438161543,0.17174242430860592,0.16457726120716934,0.9696969696969697,0.9696969696969697,Equities
2015-08-14,IEF,0.3060981104801516,0.0059578202942161635,0.007363126871824261,0.09090909090909083,0.09090909090909083,Bonds
2015-08-14,EEM,0.18829031799018175,-0.020728092123318956,-0.01766103159226257,-0.6363636363636364,-0.6363636363636364,Equities
2015-08-14,QQQ,0.8014076485355861,0.14325563208428807,0.11854737222711713,0.8787878787878789,0.8787878787878789,Equities
2015-08-14,EFA,0.26673584119908894,0.0036775877364384753,0.0026974168915587845,-0.030303030303030276,-0.09090909090909094,Equities
2015-08-14,EWJ,0.6953568147595114,0.06701519514414721,0.06052229979813965,0.39393939393939403,0.4545454545454546,Equities
2015-08-14,GLD,0.4399101362497169,-0.05900293433625536,-0.05155453351215436,-0.7575757575757576,-0.7575757575757576,Commodities
2015-08-14,LQD,0.008328697908008036,-5.483193141280768e-05,-7.339595120540521e-05,-0.33333333333333337,-0.3939393939393939,Bonds
2015-08-14,SHY,0.7368042323020801,0.004798836500398811,0.005644369759247677,0.030303030303030276,0.030303030303030276,Bonds
2015-08-14,IWM,0.68280526077946,0.08496893894468521,0.08661427964170346,0.5757575757575757,0.6363636363636365,Equities
2015-08-14,IAU,0.4311666269519836,-0.05735234032442519,-0.05019676690095468,-0.696969696969697,-0.696969696969697,Commodities
2015-08-14,VWO,0.10097688824952171,-0.007892306030311257,-0.005753518042877675,-0.5757575757575757,-0.5757575757575757,Equities
2015-08-14,USO,0.7207515388074069,-0.3752219407858606,-0.3684901659206324,-0.9696969696969697,-0.9696969696969697,Commodities
2015-08-14,SLV,0.482328151571499,-0.11840826005765742,-0.11126194793617897,-0.8787878787878788,-0.8787878787878788,Commodities
2015-08-14,DBA,0.8520094839190708,-0.11383908972177882,-0.10023063501047917,-0.8181818181818181,-0.8181818181818181,Commodities
2015-08-14,UUP,0.7209738524702234,0.13024037815886855,0.1167041891352675,0.8181818181818181,0.8181818181818181,FX
2015-08-14,MBB,0.5697644898665042,0.011943057951644334,0.012403623258394798,0.21212121212121215,0.21212121212121215,Bonds
2015-08-14,HYG,0.009625612760554925,-0.00010008035271750674,3.600048431793993e-05,-0.3939393939393939,-0.2727272727272727,Bonds
2015-08-14,BIL,0.9016256925227488,-0.0009852069237312033,-0.0009864347590496168,-0.4545454545454546,-0.4545454545454546,Bonds
2015-08-14,VEA,0.2655474931575202,0.002611568878059493,0.0021211891027446412,-0.1515151515151515,-0.1515151515151515,Equities
2015-08-14,PDBC,0.6094899756353983,,,,,Commodities
2015-08-21,TIP,0.07694704222982986,-0.0017217614807355393,-0.00265480211247527,-0.3939393939393939,-0.5151515151515151,Bonds
2015-08-21,SPY,0.569632540451364,0.036891574231978704,0.07288450363421198,0.39393939393939403,0.4545454545454546,Equities
2015-08-21,XLV,0.8631932710275266,0.1764503669044145,0.23377423409925405,0.9696969696969697,0.9696969696969697,Equities
2015-08-21,XLU,0.008171964867336286,0.00026499982916758743,0.0010463226368615255,-0.030303030303030276,-0.21212121212121215,Equities
2015-08-21,XLP,0.629397261940477,0.08613583866301165,0.10573761645043428,0.7575757575757576,0.7575757575757576,Equities
2015-08-21,XLK,0.5002336866968777,0.03768689841646686,0.07742660294695833,0.4545454545454546,0.5151515151515151,Equities
2015-08-21,XLI,0.07312933933594687,-0.0002563479666418084,0.0087852893620056,-0.21212121212121215,0.1515151515151516,Equities
2015-08-21,XLF,0.6065583259570095,0.06397657205804792,0.09970613201693296,0.696969696969697,0.6363636363636365,Equities
2015-08-21,XLE,0.6080043527907385,-0.16145212792233665,-0.14013636955027603,-0.9696969696969697,-0.9696969696969697,Equities
2015-08-21,XLB,0.011324375557457819,-0.0009511908678245443,-3.2729869808002586e-06,-0.2727272727272727,-0.2727272727272727,Equities
2015-08-21,VUG,0.6869852807244028,0.06350811381848545,0.10407055941439992,0.6363636363636365,0.696969696969697,Equities
2015-08-21,VTV,0.38718831426589806,0.015485170291649112,0.04330038911063301,0.33333333333333326,0.33333333333333326,Equities
2015-08-21,VNQ,0.1518364837291289,0.00872336524731966,0.012891239662462082,0.1515151515151516,0.2727272727272727,REITs
2015-08-21,TLT,0.08312405154905966,0.004999151393529084,0.0030368626805655505,0.030303030303030276,-0.09090909090909094,Bonds
2015-08-21,XLY,0.848271312729803,0.1399181443536334,0.17174242430860592,0.9696969696969697,0.9696969696969697,Equities
2015-08-21,IEF,0.3013249856930844,0.009569508867804078,0.0059578202942161635,0.21212121212121215,0.09090909090909083,Bonds
2015-08-21,EEM,0.20706454059077437,-0.03182176617562975,-0.020728092123318956,-0.6363636363636364,-0.6363636363636364,Equities
2015-08-21,QQQ,0.7194724743424158,0.09620121128510732,0.14325563208428807,0.8181818181818181,0.8787878787878789,Equities
2015-08-21,EFA,0.23410918069402326,-0.003049420835400022,0.0036775877364384753,-0.4545454545454546,-0.030303030303030276,Equities
2015-08-21,EWJ,0.6562639661242171,0.05346262164561505,0.06701519514414721,0.5757575757575757,0.39393939393939403,Equities
2015-08-21,GLD,0.41903602992322264,-0.06068353184603097,-0.05900293433625536,-0.7575757575757576,-0.7575757575757576,Commodities
2015-08-21,LQD,0.0025364889465234763,-6.48504082665004e-06,-5.483193141280768e-05,-0.09090909090909094,-0.33333333333333337,Bonds
2015-08-21,SHY,0.7364234389293098,0.005497903806972763,0.004798836500398811,0.09090909090909083,0.030303030303030276,Bonds
2015-08-21,IWM,0.6009906720817756,0.042005851687352665,0.08496893894468521,0.5151515151515151,0.5757575757575757,Equities
2015-08-21,IAU,0.4105482767355814,-0.05893353592278043,-0.05735234032442519,-0.696969696969697,-0.696969696969697,Commodities
2015-08-21,VWO,0.12837907852798422,-0.015972982860199745,-0.007892306030311257,-0.5757575757575757,-0.5757575757575757,Equities
2015-08-21,USO,0.7210179629788144,-0.3904138799035507,-0.3752219407858606,-0.9696969696969697,-0.9696969696969697,Commodities
2015-08-21,SLV,0.4671373506266513,-0.11672185129641623,-0.11840826005765742,-0.8181818181818181,-0.8787878787878788,Commodities
2015-08-21,DBA,0.8567893877045789,-0.13976935622548883,-0.11383908972177882,-0.8787878787878788,-0.8181818181818181,Commodities
2015-08-21,UUP,0.6798522847915581,0.10876383753920509,0.13024037815886855,0.8787878787878789,0.8181818181818181,FX
2015-08-21,MBB,0.5538403081867292,0.014220765889318027,0.011943057951644334,0.2727272727272727,0.21212121212121215,Bonds
2015-08-21,HYG,0.0019388320052413316,-5.2913918702769404e-05,-0.00010008035271750674,-0.1515151515151515,-0.3939393939393939,Bonds
2015-08-21,BIL,0.8996942446002083,-0.000983096429451932,-0.0009852069237312033,-0.33333333333333337,-0.4545454545454546,Bonds
2015-08-21,VEA,0.23104265430794824,-0.003947960163802347,0.002611568878059493,-0.5151515151515151,-0.1515151515151515,Equities
2015-08-21,PDBC,0.635835496883668,,,,,Commodities
2015-08-28,TIP,0.06734885475766955,-0.0013734088060485868,-0.0017217614807355393,-0.3939393939393939,-0.3939393939393939,Bonds
2015-08-28,SPY,0.48581437393752175,0.03371575498552377,0.036891574231978704,0.4545454545454546,0.39393939393939403,Equities
2015-08-28,XLV,0.8232877711590404,0.17752131207373614,0.1764503669044145,0.9696969696969697,0.9696969696969697,Equities
2015-08-28,XLU,0.0011511979479581443,6.025315836029248e-05,0.00026499982916758743,-0.09090909090909094,-0.030303030303030276,Equities
2015-08-28,XLP,0.5678360728073496,0.08169632747465391,0.08613583866301165,0.7575757575757576,0.7575757575757576,Equities
2015-08-28,XLK,0.4383751852748057,0.03347508468128212,0.03768689841646686,0.39393939393939403,0.4545454545454546,Equities
2015-08-28,XLI,0.028306155520948544,0.0006741966410786857,-0.0002563479666418084,-0.030303030303030276,-0.21212121212121215,Equities
2015-08-28,XLF,0.5261088591844952,0.051578152853298816,0.06397657205804792,0.5757575757575757,0.696969696969697,Equities
2015-08-28,XLE,0.6088369971195302,-0.17032945707203548,-0.16145212792233665,-0.9696969696969697,-0.9696969696969697,Equities
2015-08-28,XLB,0.029100274661903257,-0.002123410230502709,-0.0009511908678245443,-0.5151515151515151,-0.2727272727272727,Equities
2015-08-28,VUG,0.6340765835286174,0.06298499687478643,0.06350811381848545,0.6363636363636365,0.6363636363636365,Equities
2015-08-28,VTV,0.2833807325528551,0.011958054244223101,0.015485170291649112,0.2727272727272727,0.33333333333333326,Equities
2015-08-28,VNQ,0.10964741213960197,0.0070270564175518085,0.00872336524731966,0.1515151515151516,0.1515151515151516,REITs
2015-08-28,TLT,0.06709194089255265,0.003641556713192228,0.004999151393529084,0.030303030303030276,0.030303030303030276,Bonds
2015-08-28,XLY,0.8303823855725484,0.1512011366006092,0.1399181443536334,0.9696969696969697,0.9696969696969697,Equities
2015-08-28,IEF,0.2854087292070514,0.009433051426827132,0.009569508867804078,0.21212121212121215,0.21212121212121215,Bonds
2015-08-28,EEM,0.22069087219801983,-0.034900545770099184,-0.03182176617562975,-0.6363636363636364,-0.6363636363636364,Equities
2015-08-28,QQQ,0.680134325058943,0.0911557640143638,0.09620121128510732,0.8181818181818181,0.8181818181818181,Equities
2015-08-28,EFA,0.22049372863360228,-0.0006344519946977245,-0.003049420835400022,-0.2727272727272727,-0.4545454545454546,Equities
2015-08-28,EWJ,0.6392413988146737,0.06896538223899792,0.05346262164561505,0.696969696969697,0.5757575757575757,Equities
2015-08-28,GLD,0.4089889409295811,-0.0625073529667288,-0.06068353184603097,-0.7575757575757576,-0.7575757575757576,Commodities
2015-08-28,LQD,0.00014289720932678186,-7.480538957129862e-07,-6.48504082665004e-06,-0.1515151515151515,-0.09090909090909094,Bonds
2015-08-28,SHY,0.7334181978733838,0.005386305772297329,0.005497903806972763,0.09090909090909083,0.09090909090909083,Bonds
2015-08-28,IWM,0.5381566328836652,0.03740536036701046,0.042005851687352665,0.5151515151515151,0.5151515151515151,Equities
2015-08-28,IAU,0.40111595182928966,-0.060521511479488754,-0.05893353592278043,-0.696969696969697,-0.696969696969697,Commodities
2015-08-28,VWO,0.14770827241073067,-0.01977961286284175,-0.015972982860199745,-0.5757575757575757,-0.5757575757575757,Equities
2015-08-28,USO,0.7144384167592738,-0.4029704204203358,-0.3904138799035507,-0.9696969696969697,-0.9696969696969697,Commodities
2015-08-28,SLV,0.46493090108473106,-0.1150523670320872,-0.11672185129641623,-0.8181818181818181,-0.8181818181818181,Commodities
