Date,Ticker,mom_13_4w,mom_26_4w,mom_39_4w,mom_52_4w,multi_mom_equal_observed,multi_mom_equal_score_observed,multi_mom_equal_score_tradable,multi_mom_invvol_observed,multi_mom_invvol_score_observed,multi_mom_invvol_score_tradable,asset_class
2007-09-14,UUP,-0.006376992059474507,0.0024124558655331807,,,,,,,,,FX
2007-09-14,MBB,0.019305770544539413,0.00604605757997656,,,,,,,,,Bonds
2007-09-14,HYG,-0.025976584895632815,,,,,,,,,,Bonds
2007-09-14,BIL,0.00980792130667707,,,,,,,,,,Bonds
2007-09-14,VEA,,,,,,,,,,,Equities
2007-09-14,PDBC,,,,,,,,,,,Commodities
2007-09-21,TIP,0.03255587232698365,0.018815385835847076,0.03859500256913262,0.03131382158993401,0.03032002058047434,-0.33333333333333337,-0.03703703703703709,0.030533166152628854,-0.36,0.1200000000000001,Bonds
2007-09-21,SPY,-0.01474643127044828,0.03890963794453639,0.06259390392077457,0.14393673767452175,0.05767346206734611,0.11111111111111116,0.03703703703703698,0.05206082928657632,0.040000000000000036,-0.040000000000000036,Equities
2007-09-21,XLV,-0.011152347672349738,0.024954397705784004,0.04355386305032938,0.06473199006339359,0.030521975786789307,-0.2592592592592593,-0.5555555555555556,0.02830610620719907,-0.43999999999999995,-0.6,Equities
2007-09-21,XLU,0.023249846810459607,0.0008521699657859649,0.09650747724700204,0.20607072837460771,0.08167005559946383,0.4814814814814814,0.40740740740740744,0.06603079130538614,0.43999999999999995,0.28,Equities
2007-09-21,XLP,0.002588031909475319,0.01855530032999564,0.05187826549490793,0.08169554841109061,0.038679286536367374,-0.03703703703703709,-0.2592592592592593,0.03645728723432821,-0.12,-0.19999999999999996,Equities
2007-09-21,XLK,0.009008481366389542,0.09368189861914566,0.11883986562436166,0.20026936079235735,0.10544990160056356,0.5555555555555556,0.6296296296296295,0.08866445063828522,0.6000000000000001,0.6799999999999999,Equities
2007-09-21,XLI,0.0012770864270572613,0.0808844754528204,0.12499292453462352,0.22582276449833505,0.10824431272820906,0.6296296296296295,0.7777777777777777,0.09083613618064515,0.6799999999999999,0.8400000000000001,Equities
2007-09-21,XLF,-0.054475804991041765,-0.04064019296595156,-0.045303907712428315,0.026985991007427046,-0.02835847866549865,-0.8518518518518519,-0.7037037037037037,-0.026867158174135857,-0.96,-0.76,Equities
2007-09-21,XLE,-0.007169262408485921,0.15328890072438406,0.1892629490206561,0.3615262759509108,0.17422721582186626,0.962962962962963,0.962962962962963,0.1673108560401499,0.96,0.96,Equities
2007-09-21,XLB,-0.03643950816553787,0.03551847958702026,0.14897980903066554,0.28774570089369655,0.10895112033646112,0.7037037037037037,0.2592592592592593,0.08139630155918524,0.52,-0.43999999999999995,Equities
2007-09-21,VUG,-0.008918322400718659,0.04912626631288952,0.07953871063161944,0.15951384700606042,0.06981512538746268,0.40740740740740744,0.33333333333333326,0.05521483852580247,0.28,-0.12,Equities
2007-09-21,VTV,-0.0226916259559079,0.025193434983574736,0.050800591319656085,0.14088124662198198,0.048545911742326225,0.03703703703703698,-0.11111111111111116,0.04710962380953285,-0.040000000000000036,0.040000000000000036,Equities
2007-09-21,VNQ,-0.02903003014828498,-0.1326051536997066,-0.06340668675333505,0.0024583529277384386,-0.05564587941839705,-0.962962962962963,-0.962962962962963,-0.0497068151639619,-0.96,-0.96,REITs
2007-09-21,TLT,0.056972054941339945,0.00840279336082661,0.012976508546954646,0.021440037787051835,0.02494784865904326,-0.4814814814814815,-0.40740740740740744,0.027640387517279222,-0.52,-0.28,Bonds
2007-09-21,XLY,-0.059406624018538245,-0.03995303772142356,-0.02739210878815035,0.0853897370622334,-0.010340508366469686,-0.7777777777777778,-0.8518518518518519,-0.004452457861961408,-0.76,-0.96,Equities
2007-09-21,IEF,0.04425711466508697,0.020756336852326696,0.033471345440452493,0.042659735301984414,0.035286133064962644,-0.11111111111111116,0.18518518518518512,0.03579423842161119,-0.19999999999999996,0.3600000000000001,Bonds
2007-09-21,EEM,-0.0033474986726261813,0.12042438242535791,0.1701655105130906,0.4021145481260566,0.17233923559796974,0.8518518518518519,0.8518518518518519,0.12830941062586537,0.8400000000000001,0.76,Equities
2007-09-21,QQQ,0.019242727909437374,0.09332972600966016,0.12434354471605369,0.21211193338663414,0.11225698300544634,0.7777777777777777,0.7037037037037037,0.09242748583975048,0.76,0.6000000000000001,Equities
2007-09-21,EFA,-0.021383349157137688,0.023006346042192094,0.08123751477852004,0.1955832785839673,0.06961094756188543,0.33333333333333326,-0.18518518518518523,0.06168823486689601,0.3600000000000001,-0.36,Equities
2007-09-21,EWJ,-0.03187775935840853,-0.06241600300181083,-0.01132350827912254,0.06587050227337055,-0.009936692091492838,-0.7037037037037037,-0.7777777777777778,-0.011503251355192461,-0.84,-0.84,Equities
2007-09-21,GLD,0.020531056747715493,0.014735212002893405,0.07234386008247662,0.13008548051883007,0.059423902337978896,0.18518518518518512,0.4814814814814814,0.05266411887443695,0.1200000000000001,0.43999999999999995,Commodities
2007-09-21,LQD,0.012060411274530614,-0.005756257559024203,0.0041515977594808184,0.022514045742634048,0.00824244930440532,-0.6296296296296297,-0.6296296296296297,0.009592898279349935,-0.6799999999999999,-0.6799999999999999,Bonds
2007-09-21,SHY,0.017884998577086586,0.024382547527708187,0.036043757587211456,0.04692284304500216,0.0313085366842521,-0.18518518518518523,0.11111111111111116,0.0313085366842521,-0.28,0.19999999999999996,Bonds
2007-09-21,IWM,-0.03784641500782249,-0.005710821411185507,0.03663759478715578,0.12568212026469894,0.02969061965821168,-0.40740740740740744,-0.4814814814814815,0.026027938381510914,-0.6,-0.52,Equities
2007-09-21,IAU,0.019876762938304537,0.014717185042210534,0.0746874564263813,0.1302937189895026,0.05989378084909974,0.2592592592592593,0.5555555555555556,0.053305227261119505,0.19999999999999996,0.52,Commodities
2007-09-21,VWO,0.004605271575511383,0.1635765781860563,0.20854784993287367,0.42263176082043596,0.19984036512871933,0.962962962962963,0.962962962962963,0.14745572668541074,0.96,0.96,Equities
2007-09-21,USO,0.03372518829416493,0.060707923934166574,0.013605465714578102,-0.01830161074616432,0.022434241799186322,-0.5555555555555556,-0.33333333333333337,,,,Commodities
2007-09-21,SLV,-0.08503767365639248,-0.09312605900222215,-0.05473033151792561,0.06716882737913332,-0.04143130919935173,-0.962962962962963,-0.962962962962963,,,,Commodities
2007-09-21,DBA,0.0014985303833479069,0.017123137646398723,,,,,,,,,Commodities
2007-09-21,UUP,-0.006813607261109911,-0.0060167642732552595,,,,,,,,,FX
2007-09-21,MBB,0.022565467399584094,0.009294075696086646,,,,,,,,,Bonds
2007-09-21,HYG,-0.021299260054589375,,,,,,,,,,Bonds
2007-09-21,BIL,0.00827058088822552,,,,,,,,,,Bonds
2007-09-21,VEA,,,,,,,,,,,Equities
2007-09-21,PDBC,,,,,,,,,,,Commodities
2007-09-28,TIP,0.031417187380897715,0.022454693268199266,0.048521908410023684,0.03458869839871981,0.03424562186446012,-0.2592592592592593,-0.33333333333333337,0.034572549624939344,-0.12,-0.36,Bonds
2007-09-28,SPY,-0.01887852002606938,0.04384612842444957,0.05079826682038213,0.12025145843549945,0.04900433341356544,0.18518518518518512,0.11111111111111116,0.04493168298046607,0.040000000000000036,0.040000000000000036,Equities
2007-09-28,XLV,-0.0257719054138128,0.027799883763661937,0.03657114530905603,0.049615275800548586,0.022053599864863438,-0.4814814814814815,-0.2592592592592593,0.020799671183641164,-0.52,-0.43999999999999995,Equities
2007-09-28,XLU,-0.024760272731729427,-0.020983328877306695,0.06418289513174313,0.16010242572685196,0.04463542981238974,0.03703703703703698,0.4814814814814814,0.032090254240040174,-0.28,0.43999999999999995,Equities
2007-09-28,XLP,-0.005545100801229386,0.015599776580468516,0.04134803499233608,0.07714750809740112,0.03213755471724408,-0.40740740740740744,-0.03703703703703709,0.029358439380493918,-0.43999999999999995,-0.12,Equities
2007-09-28,XLK,0.01718761998816909,0.11742241122147279,0.12030421216601894,0.19125573313157695,0.11154249412680944,0.6296296296296295,0.5555555555555556,0.09689336668006696,0.6799999999999999,0.6000000000000001,Equities
2007-09-28,XLI,0.00973365471595411,0.11171716882182214,0.13130676237898986,0.19757748268301212,0.11258376714994456,0.7037037037037037,0.6296296296296295,0.09591711281840104,0.6000000000000001,0.6799999999999999,Equities
2007-09-28,XLF,-0.0671640475383557,-0.04758646276398404,-0.07247224505102867,-0.008097350078718923,-0.04883002635802183,-0.962962962962963,-0.8518518518518519,-0.04800549045573224,-0.96,-0.96,Equities
2007-09-28,XLE,0.012176206898577568,0.16179149998353437,0.1984059419864257,0.31847531764215775,0.17271224162767385,0.8518518518518519,0.962962962962963,0.1646505430536689,0.96,0.96,Equities
2007-09-28,XLB,-0.033333855196113205,0.03354463898076432,0.13022007707712868,0.2581409333449387,0.09714294855167963,0.5555555555555556,0.7037037037037037,0.07345781123060893,0.52,0.52,Equities
2007-09-28,VUG,-0.002565876960643143,0.06695788095177857,0.0799098790736632,0.14259518918967284,0.07172426806361787,0.4814814814814814,0.40740740740740744,0.059631718131725873,0.43999999999999995,0.28,Equities
2007-09-28,VTV,-0.03324520531332564,0.021571758450722678,0.030310905413706513,0.11185500611497878,0.03262311616652058,-0.33333333333333337,0.03703703703703698,0.03181919024878636,-0.36,-0.040000000000000036,Equities
2007-09-28,VNQ,-0.020718769545051474,-0.11342146994134705,-0.08107888160069032,0.002084503365357371,-0.05328365443043287,-0.962962962962963,-0.962962962962963,-0.04647724313481806,-0.96,-0.96,REITs
2007-09-28,TLT,0.051661010156310416,0.0261192581203602,0.032477908260645894,0.03653666329455807,0.036698709957968645,-0.11111111111111116,-0.4814814814814815,0.03801691372313113,-0.040000000000000036,-0.52,Bonds
2007-09-28,XLY,-0.05339453008037309,-0.019307317445622862,-0.025978678018878987,0.07287542433798033,-0.006451275301723652,-0.7037037037037037,-0.7777777777777778,-0.001071826567852532,-0.76,-0.76,Equities
2007-09-28,IEF,0.04570966232553819,0.032539936077354614,0.04809109402072198,0.05393574395701206,0.04506910909515671,0.11111111111111116,-0.11111111111111116,0.04537236619479927,0.1200000000000001,-0.19999999999999996,Bonds
2007-09-28,EEM,0.017624917294171594,0.14978550809603663,0.1732502842745507,0.40391010348323686,0.18614270328699895,0.962962962962963,0.8518518518518519,0.1447062622030716,0.8400000000000001,0.8400000000000001,Equities
2007-09-28,QQQ,0.026680723675259088,0.12355190115553771,0.1338978098277659,0.20537852599746897,0.12237724016400792,0.7777777777777777,0.7777777777777777,0.10395930010551226,0.76,0.76,Equities
2007-09-28,EFA,-0.029094768069004018,0.027784917468550052,0.07101883382527707,0.18193627905907617,0.06291131557097482,0.40740740740740744,0.33333333333333326,0.05571117416092015,0.3600000000000001,0.3600000000000001,Equities
2007-09-28,EWJ,-0.030323936365916127,-0.034317218528680304,-0.00985232493579391,0.04654386173906011,-0.006987404522832558,-0.7777777777777778,-0.7037037037037037,-0.009150926565032903,-0.84,-0.84,Equities
2007-09-28,GLD,0.0350085594759828,0.01186490423856168,0.05236509423406788,0.11854708723141894,0.054446411295007824,0.2592592592592593,0.18518518518518512,0.05016336121711533,0.19999999999999996,0.1200000000000001,Commodities
2007-09-28,LQD,0.015422585797163935,0.0036713169311808347,0.017792635256779432,0.03365989006021741,0.017636607011335403,-0.5555555555555556,-0.6296296296296297,0.01844497306273507,-0.6,-0.6799999999999999,Bonds
2007-09-28,SHY,0.019625840315312892,0.026907271862871562,0.040723266406268,0.05080990397978846,0.03451657064106023,-0.18518518518518523,-0.18518518518518523,0.03451657064106023,-0.19999999999999996,-0.28,Bonds
2007-09-28,IWM,-0.050180964897861946,-0.007048141315180723,0.012965854672845278,0.10245976051710715,0.014549127244227439,-0.6296296296296297,-0.40740740740740744,0.011473547794102808,-0.6799999999999999,-0.6,Equities
2007-09-28,IAU,0.03462196089417069,0.01230439753513668,0.05359687514465339,0.11962363513177787,0.05503671717643466,0.33333333333333326,0.2592592592592593,0.05085013007569432,0.28,0.19999999999999996,Commodities
2007-09-28,VWO,0.03505286661618778,0.19804717047912512,0.22095805210710795,0.43223147311931553,0.2215723905804341,0.962962962962963,0.962962962962963,0.17201929834857932,0.96,0.96,Equities
2007-09-28,USO,0.05245280715654488,0.04554827318982069,0.08100776024774858,-0.021403530187774078,0.03940132760158502,-0.03703703703703709,-0.5555555555555556,,,,Commodities
2007-09-28,SLV,-0.0285020425618272,-0.10140803382029628,-0.06731966370526488,0.04776874693310118,-0.037365248288571795,-0.8518518518518519,-0.962962962962963,,,,Commodities
2007-09-28,DBA,0.009090992011112187,0.05756254552075757,,,,,,,,,Commodities
2007-09-28,UUP,-0.0036173696342164385,0.0,,,,,,,,,FX
2007-09-28,MBB,0.023945756819235386,0.015347708677022176,,,,,,,,,Bonds
2007-09-28,HYG,0.011122934459204536,,,,,,,,,,Bonds
2007-09-28,BIL,0.008270396624469045,,,,,,,,,,Bonds
2007-09-28,VEA,,,,,,,,,,,Equities
2007-09-28,PDBC,,,,,,,,,,,Commodities
2007-10-05,TIP,0.05440865363963199,0.038618526330732816,0.06166514982408122,0.05306896163416308,0.05194032285715228,0.11111111111111116,-0.2592592592592593,0.051850696292689034,0.15384615384615374,-0.12,Bonds
2007-10-05,SPY,-0.04516878731569396,0.01705239418857385,0.047968566423753245,0.09697126625415842,0.029205859887697888,-0.2592592592592593,0.18518518518518512,0.025301555802884578,-0.3846153846153846,0.040000000000000036,Equities
2007-10-05,XLV,-0.03563376842479138,-0.0018684670283770632,0.02951954315376426,0.046492726448007726,0.009627508537150886,-0.5555555555555556,-0.4814814814814815,0.006809403777224339,-0.6153846153846154,-0.52,Equities
2007-10-05,XLU,-0.021324773953494525,-0.034894301872588795,0.09365371397969668,0.16454513114029456,0.05049494232347698,-0.03703703703703709,0.03703703703703698,0.03891573950066936,-0.07692307692307687,-0.28,Equities
2007-10-05,XLP,-0.023722599634297903,-0.006467868029293222,0.034749051680396104,0.07580378094081475,0.02009059123940493,-0.40740740740740744,-0.40740740740740744,0.01642686518415799,-0.46153846153846156,-0.43999999999999995,Equities
2007-10-05,XLK,-0.015296137519288822,0.07997007935488876,0.09651429532328937,0.16214285603657475,0.08083277329886601,0.4814814814814814,0.6296296296296295,0.06701271863711367,0.46153846153846145,0.6799999999999999,Equities
2007-10-05,XLI,-0.02738725429736122,0.08316234132139844,0.11251938568344166,0.14476198893792458,0.07826411541135087,0.40740740740740744,0.7037037037037037,0.0623090264445585,0.3076923076923077,0.6000000000000001,Equities
2007-10-05,XLF,-0.1000547307707641,-0.07185505241956913,-0.08709362726787462,-0.044745857299612224,-0.07593731693945502,-0.962962962962963,-0.962962962962963,-0.07608595119100174,-0.9615384615384616,-0.96,Equities
2007-10-05,XLE,-0.01789175429163592,0.14111834500852116,0.26422032165552656,0.34572952807669255,0.1832941101122761,0.962962962962963,0.8518518518518519,0.16906077669022365,0.9615384615384615,0.96,Equities
2007-10-05,XLB,-0.07163448991606314,0.008684567038420798,0.1351196279736233,0.22791347339195722,0.07502079462198455,0.33333333333333326,0.5555555555555556,0.050066137208199135,0.07692307692307687,0.52,Equities
2007-10-05,VUG,-0.029240473463020278,0.038438130670550796,0.07282565209385972,0.12081531461378847,0.05070965597879468,0.03703703703703698,0.4814814814814814,0.038617440189719236,-0.15384615384615385,0.43999999999999995,Equities
2007-10-05,VTV,-0.061311519292950756,-0.004468747906690718,0.031024595707985547,0.08739637288770585,0.013160175349012482,-0.4814814814814815,-0.33333333333333337,0.011756575474198373,-0.5384615384615384,-0.36,Equities
2007-10-05,VNQ,-0.07821228605398056,-0.1445348866427203,-0.09099824700472947,-0.04317958528175336,-0.08923125124579592,-0.962962962962963,-0.962962962962963,-0.08635176854537746,-0.9615384615384616,-0.96,REITs
2007-10-05,TLT,0.09036088859727154,0.04921037357147262,0.04405327037335649,0.06681941058021601,0.06261098578057916,0.2592592592592593,-0.11111111111111116,0.0650396002426955,0.3846153846153846,-0.040000000000000036,Bonds
2007-10-05,XLY,-0.1062979744242768,-0.07430104703275009,-0.05807316585518685,0.008014671524910977,-0.05766437894682569,-0.8518518518518519,-0.7037037037037037,-0.053829144499353554,-0.8461538461538461,-0.76,Equities
2007-10-05,IEF,0.0692555213443451,0.046629203475452075,0.05818173959132933,0.07046310854906568,0.061132393240048044,0.18518518518518512,0.11111111111111116,0.06162462941483799,0.23076923076923084,0.1200000000000001,Bonds
2007-10-05,EEM,-0.04446861652605505,0.10051633395737936,0.19885666368894706,0.3552140447505505,0.15252960646770547,0.8518518518518519,0.962962962962963,0.10589995404702576,0.6923076923076923,0.8400000000000001,Equities
2007-10-05,QQQ,-0.012893740536689569,0.08320771679465766,0.10143968195805031,0.16776147945464803,0.08487878441766661,0.5555555555555556,0.7777777777777777,0.06747028129437006,0.5384615384615385,0.76,Equities
2007-10-05,EFA,-0.06278008174081406,-0.005273944811332809,0.07105299865267045,0.15917772374552852,0.040544173961513025,-0.11111111111111116,0.40740740740740744,0.03337202866082209,-0.23076923076923073,0.3600000000000001,Equities
2007-10-05,EWJ,-0.06630214344158647,-0.06948234219416216,-0.022889731875435637,0.004181159837669979,-0.03862326441837857,-0.7777777777777778,-0.7777777777777778,-0.041213357937034144,-0.7692307692307692,-0.84,Equities
2007-10-05,GLD,0.06819581846691691,0.037840244633577935,0.15323253284494376,0.2175819853654588,0.11921264532772435,0.7037037037037037,0.2592592592592593,0.11243795975880297,0.7692307692307692,0.19999999999999996,Commodities
2007-10-05,LQD,0.03132612151450509,0.009751072091814805,0.01795993759302772,0.04058374007851051,0.02490521781946453,-0.33333333333333337,-0.5555555555555556,0.026946761179677568,-0.3076923076923077,-0.6,Bonds
2007-10-05,SHY,0.025752780453481394,0.03136018059792911,0.04425615677749306,0.05498439913013331,0.03908837923975922,-0.18518518518518523,-0.18518518518518523,0.03908837923975922,0.0,-0.19999999999999996,Bonds
2007-10-05,IWM,-0.08337274269568384,-0.03184806036264165,0.01691450281520357,0.06610833558468654,-0.008049491164608846,-0.7037037037037037,-0.6296296296296297,-0.011987050222508042,-0.6923076923076923,-0.6799999999999999,Equities
2007-10-05,IAU,0.06684080357466682,0.037042518560503,0.15313070010878316,0.2212840650246526,0.11957452181715139,0.7777777777777777,0.33333333333333326,0.11279730093765303,0.8461538461538463,0.28,Commodities
2007-10-05,VWO,-0.03222143040697856,0.14610971330152012,0.24312398783443157,0.3914182059769682,0.18710761917648533,0.962962962962963,0.962962962962963,0.1311778104929628,0.9615384615384615,0.96,Equities
2007-10-05,USO,0.05632768835346691,0.11055566594047317,0.20761020510836037,0.06274148929435208,0.10930876217416313,0.6296296296296295,-0.03703703703703709,0.10017334812067714,0.6153846153846154,,Commodities
2007-10-05,SLV,-0.018769709018028324,-0.08916540790033323,0.021930200754119333,0.12140604683653877,0.008850282668074139,-0.6296296296296297,-0.8518518518518519,,,,Commodities
2007-10-05,DBA,0.010857412214009265,0.061738168150481165,0.07913686605460302,,,,,,,,Commodities
2007-10-05,UUP,-0.010088922023542168,-0.009689249371129138,,,,,,,,,FX
2007-10-05,MBB,0.03510280281007039,0.0216532699677634,,,,,,,,,Bonds
2007-10-05,HYG,0.0029501851694637704,,,,,,,,,,Bonds
2007-10-05,BIL,0.008578784983022558,,,,,,,,,,Bonds
2007-10-05,VEA,,,,,,,,,,,Equities
2007-10-05,PDBC,,,,,,,,,,,Commodities
2007-10-12,TIP,0.04895229749763286,0.0447552389390824,0.07196365559096751,0.06388889019590005,0.057390020555895704,0.11111111111111116,0.11111111111111116,0.05737796567311741,0.23076923076923084,0.15384615384615374,Bonds
2007-10-12,SPY,-0.038424391104316946,0.02905125987039625,0.048135539659829085,0.10496532051595175,0.035931932235465036,-0.33333333333333337,-0.2592592592592593,0.032437125245828806,-0.3846153846153846,-0.3846153846153846,Equities
2007-10-12,XLV,-0.03145851268823163,-0.012769327571234612,0.024164271959077332,0.06343783736026776,0.010843567264969711,-0.5555555555555556,-0.5555555555555556,0.0061750413307341935,-0.6153846153846154,-0.6153846153846154,Equities
2007-10-12,XLU,-0.02576619472371966,-0.018305293749681817,0.1204459451122184,0.17382429521480391,0.06254968796340521,0.18518518518518512,-0.03703703703703709,0.052182249908304744,0.07692307692307687,-0.07692307692307687,Equities
2007-10-12,XLP,-0.011552079967822926,0.016931545160806527,0.044336724383279735,0.09983535463266224,0.037387886052231395,-0.2592592592592593,-0.40740740740740744,0.03280694332108712,-0.3076923076923077,-0.46153846153846156,Equities
2007-10-12,XLK,-0.029268140133065557,0.08364004618815257,0.0777755923845378,0.14145309350669222,0.06840014798657926,0.33333333333333326,0.4814814814814814,0.055626587701433854,0.15384615384615374,0.46153846153846145,Equities
2007-10-12,XLI,-0.028978690813709407,0.09933045533863827,0.11657205686300265,0.15881947467945157,0.08643582401684577,0.5555555555555556,0.40740740740740744,0.07084112141437741,0.5384615384615385,0.3076923076923077,Equities
2007-10-12,XLF,-0.07360978801145457,-0.04297620039583194,-0.07271347389829119,-0.02581877406442501,-0.05377955909250068,-0.962962962962963,-0.962962962962963,-0.05389019387312044,-0.9615384615384616,-0.9615384615384616,Equities
2007-10-12,XLE,-0.019607878961224512,0.15322043543752328,0.3158204154935855,0.35544796779043986,0.20122023494008104,0.962962962962963,0.962962962962963,0.18090053680947918,0.9615384615384615,0.9615384615384615,Equities
2007-10-12,XLB,-0.07925414472901915,0.02052434339216691,0.12770044060224506,0.22636445521913173,0.07383377362113114,0.40740740740740744,0.33333333333333326,0.05117777818962495,0.0,0.07692307692307687,Equities
2007-10-12,VUG,-0.02790689413516534,0.04755995303857197,0.060538318694878246,0.12448313565134006,0.051168628312406234,-0.03703703703703709,0.03703703703703698,0.040259461248316024,-0.07692307692307687,-0.15384615384615385,Equities
2007-10-12,VTV,-0.05173568362805092,0.011451026660214358,0.04451494807334333,0.09873335565205266,0.025740911689389856,-0.40740740740740744,-0.4814814814814815,0.024233648479982012,-0.46153846153846156,-0.5384615384615384,Equities
2007-10-12,VNQ,-0.04153530821368301,-0.11172529435823286,-0.09992460523883429,-0.0330672869783728,-0.07156312369728074,-0.962962962962963,-0.962962962962963,-0.06550558052656437,-0.9615384615384616,-0.9615384615384616,REITs
2007-10-12,TLT,0.0756024246145588,0.05223273213015034,0.053359248893140476,0.07573934215968214,0.06423343694938294,0.2592592592592593,0.2592592592592593,0.0658956456737768,0.3846153846153846,0.3846153846153846,Bonds
2007-10-12,XLY,-0.07940108637152477,-0.050511496679889856,-0.05750959928883792,0.013770576717117011,-0.04341290140578388,-0.7777777777777778,-0.8518518518518519,-0.04037978871640698,-0.7692307692307692,-0.8461538461538461,Equities
2007-10-12,IEF,0.05510051555460693,0.044026075365781736,0.057089688318337384,0.0706705737753488,0.05672171325351871,0.03703703703703698,0.18518518518518512,0.05739756105734451,0.3076923076923077,0.23076923076923084,Bonds
2007-10-12,EEM,-0.03942562730086541,0.1167466464663931,0.22582669482412854,0.36528153424219734,0.1671073120579634,0.7777777777777777,0.8518518518518519,0.12056693260705811,0.7692307692307692,0.6923076923076923,Equities
2007-10-12,QQQ,-0.013627046672022858,0.10321399778741891,0.08782849694188455,0.1630820514440825,0.08512437487534077,0.4814814814814814,0.5555555555555556,0.06911397762102016,0.46153846153846145,0.5384615384615385,Equities
2007-10-12,EFA,-0.06306852179629374,-0.004703975155385565,0.07099836816736138,0.1577614874799591,0.040246839673910295,-0.11111111111111116,-0.11111111111111116,0.034379095056679645,-0.23076923076923073,-0.23076923076923073,Equities
2007-10-12,EWJ,-0.0811911655616191,-0.06409389523549769,-0.033452223026162464,0.00195680066862991,-0.044195120788662334,-0.8518518518518519,-0.7777777777777778,-0.04741930322036663,-0.8461538461538461,-0.7692307692307692,Equities
2007-10-12,GLD,0.0599727269071868,0.03169224118424774,0.125784139056488,0.1949803351280277,0.10310736056898756,0.6296296296296295,0.7037037037037037,0.09598622084870706,0.6153846153846154,0.7692307692307692,Commodities
2007-10-12,LQD,0.02068672773586422,0.007395312228702933,0.017854180682759013,0.0423084967134113,0.022061179340184367,-0.4814814814814815,-0.33333333333333337,0.02353778379585808,-0.5384615384615384,-0.3076923076923077,Bonds
2007-10-12,SHY,0.02180896193159443,0.031126657853062234,0.044283427448453816,0.054352338407298806,0.03789284641010232,-0.18518518518518523,-0.18518518518518523,0.03789284641010232,-0.15384615384615385,0.0,Bonds
2007-10-12,IWM,-0.08021289218131167,-0.03836333624064181,-0.0074807790051848455,0.03717792698430178,-0.022219770110709136,-0.6296296296296297,-0.7037037037037037,-0.024968385193621698,-0.6923076923076923,-0.6923076923076923,Equities
2007-10-12,IAU,0.06317229273366909,0.03342662939318086,0.1282958782332646,0.1976109156973893,0.10562642901437597,0.7037037037037037,0.7777777777777777,0.09879935986233329,0.6923076923076923,0.8461538461538463,Commodities
2007-10-12,VWO,-0.03267445111207912,0.15496664898596269,0.2659363557428176,0.3984996039073121,0.19668203938100332,0.962962962962963,0.962962962962963,0.1411064724027376,0.8461538461538463,0.9615384615384615,Equities
2007-10-12,USO,0.07652142473789247,0.1605201937943197,0.33968181681812193,0.11444546533119304,0.17279222517038179,0.8518518518518519,0.6296296296296295,0.1564447313818722,0.9615384615384615,0.6153846153846154,Commodities
2007-10-12,SLV,-0.03725995095452417,-0.10793425686819347,-0.02347419381871274,0.07225703305109588,-0.024102842147583625,-0.7037037037037037,-0.6296296296296297,,,,Commodities
2007-10-12,DBA,-0.007254409929435601,0.06003104441468765,0.00996306290814597,,,,,,,,Commodities
2007-10-12,UUP,-0.0012210031790039766,-0.00607534383845898,,,,,,,,,FX
2007-10-12,MBB,0.029823560591314857,0.021958161226312445,,,,,,,,,Bonds
2007-10-12,HYG,0.02608808668599072,0.014080495720846464,,,,,,,,,Bonds
2007-10-12,BIL,0.008798258602325859,,,,,,,,,,Bonds
2007-10-12,VEA,,,,,,,,,,,Equities
2007-10-12,PDBC,,,,,,,,,,,Commodities
2007-10-19,TIP,0.031252551985125,0.0313974152551455,0.061339177253983745,0.058920871462697866,0.04572750398923803,-0.18518518518518523,0.11111111111111116,0.045521941233980096,-0.18518518518518523,0.23076923076923084,Bonds
2007-10-19,SPY,-0.005271158716376068,0.031819571685920645,0.07798103349574803,0.1313578122569996,0.058971814680573054,0.03703703703703698,-0.33333333333333337,0.05473847248151628,0.03703703703703698,-0.3846153846153846,Equities
2007-10-19,XLV,0.009752570918992953,-0.010913065615803297,0.035452035774510504,0.06394680748276116,0.02455958714011533,-0.5555555555555556,-0.5555555555555556,0.020670245410610102,-0.5555555555555556,-0.6153846153846154,Equities
2007-10-19,XLU,-0.002348222773768671,-0.016471303995853503,0.1402496032195224,0.16482831744881343,0.07156459847467841,0.18518518518518512,0.18518518518518512,0.06405318922925914,0.2592592592592593,0.07692307692307687,Equities
2007-10-19,XLP,0.015112049437597808,0.013964778671356592,0.05690627690298489,0.10677175485359758,0.048188714966384216,-0.11111111111111116,-0.2592592592592593,0.04377372979814381,-0.2592592592592593,-0.3076923076923077,Equities
2007-10-19,XLK,-0.0009924733550035203,0.10574503631895071,0.14594528809049656,0.18390821168015714,0.10865151568365022,0.33333333333333326,0.33333333333333326,0.0942575050727541,0.33333333333333326,0.15384615384615374,Equities
2007-10-19,XLI,-0.001580021595755321,0.11191143371347456,0.15185693631484964,0.20655903973383105,0.11718684704159998,0.4814814814814814,0.5555555555555556,0.1005339104649676,0.4814814814814814,0.5384615384615385,Equities
2007-10-19,XLF,-0.016756171754828242,-0.05585812870319984,-0.04777886685250432,0.009535245819885185,-0.027714480372661804,-0.7777777777777778,-0.962962962962963,-0.02624377834808696,-0.7777777777777778,-0.9615384615384616,Equities
2007-10-19,XLE,0.02566474919275019,0.2063326935523564,0.34975780404030954,0.40032086231997766,0.24551902727634844,0.962962962962963,0.962962962962963,0.22218701419879364,0.962962962962963,0.9615384615384615,Equities
