Date,Ticker,ma_13w_observed,ma_52w_observed,moving_average_distance_observed,moving_average_distance_tradable,moving_average_distance_score_observed,moving_average_distance_score_tradable,asset_class
2007-01-19,TLT,48.96688784085787,47.0436968436608,0.04088094954757415,0.03956117409804394,-0.40740740740740744,-0.33333333333333337,Bonds
2007-01-19,XLY,14.878472768343412,13.518356598340548,0.10061253822597238,0.09746756592677719,0.962962962962963,0.962962962962963,Equities
2007-01-19,IEF,50.774278494027946,49.323844102712776,0.029406353411846053,0.028915663507459444,-0.5555555555555556,-0.5555555555555556,Bonds
2007-01-19,EEM,24.34239050058218,22.241174441117508,0.09447415041087637,0.08940277625293125,0.8518518518518519,0.7777777777777777,Equities
2007-01-19,QQQ,37.412068587083084,34.97269916534424,0.06975067638348342,0.06709622733730947,0.18518518518518512,0.18518518518518512,Equities
2007-01-19,EFA,40.46606914813702,37.40161198836107,0.08193382575942376,0.080301013485929,0.5555555555555556,0.5555555555555556,Equities
2007-01-19,EWJ,39.66154744074895,39.478482539837174,0.004637080483705258,0.0033594906700120664,-0.962962962962963,-0.962962962962963,Equities
2007-01-19,GLD,62.06461539635291,60.692499967721794,0.022607660408796137,0.019779492683516864,-0.6296296296296297,-0.6296296296296297,Commodities
2007-01-19,LQD,50.014649611253006,48.34762712625357,0.03447992350578488,0.03344929023874843,-0.4814814814814815,-0.4814814814814815,Bonds
2007-01-19,SHY,57.29427513709435,56.25374882037823,0.018497012884218567,0.018448574333321588,-0.7777777777777778,-0.7777777777777778,Bonds
2007-01-19,IWM,59.82733506422777,56.49969797867995,0.05889654643469955,0.05861396102503025,0.03703703703703698,0.03703703703703698,Equities
2007-01-19,IAU,12.419692186208872,12.150153838671171,0.022183945250126902,0.019145382275453926,-0.7037037037037037,-0.7037037037037037,Commodities
2007-01-19,VWO,21.863251759455753,19.9948509656466,0.09344409703374512,0.08846239674285927,0.7777777777777777,0.7037037037037037,Equities
2007-01-19,USO,410.4984600360577,487.2312190358232,-0.15748736124013396,-0.15270860196261093,-0.962962962962963,-0.962962962962963,Commodities
2007-01-19,SLV,12.874384586627666,12.230846160497421,0.05261601835927876,0.04809046749403256,-0.11111111111111116,-0.11111111111111116,Commodities
2007-01-19,DBA,,,,,,,Commodities
2007-01-19,UUP,,,,,,,FX
2007-01-19,MBB,,,,,,,Bonds
2007-01-19,HYG,,,,,,,Bonds
2007-01-19,BIL,,,,,,,Bonds
2007-01-19,VEA,,,,,,,Equities
2007-01-19,PDBC,,,,,,,Commodities
2007-01-26,TIP,57.192686814528244,56.48081984886756,0.012603693918847414,0.01367920031407821,-0.8518518518518519,-0.8518518518518519,Bonds
2007-01-26,SPY,98.48675713172325,91.92425654484676,0.0713903036428134,0.07096742248674448,0.18518518518518512,0.2592592592592593,Equities
2007-01-26,XLV,23.969851860633263,22.94067621231079,0.0448624808962772,0.044633717377116744,-0.2592592592592593,-0.2592592592592593,Equities
2007-01-26,XLU,9.28120833176833,8.500243141100956,0.09187562963830964,0.09312889790365086,0.7037037037037037,0.7037037037037037,Equities
2007-01-26,XLP,15.549492249122032,14.684875726699829,0.058878027878041195,0.05966387703138243,-0.03703703703703709,0.11111111111111116,Equities
2007-01-26,XLK,9.066000791696402,8.408724473072933,0.07816599541681368,0.07733773711535474,0.40740740740740744,0.40740740740740744,Equities
2007-01-26,XLI,24.15687971848708,23.035825142493614,0.04866570088368505,0.04833987592443001,-0.18518518518518523,-0.18518518518518523,Equities
2007-01-26,XLF,20.13551609332745,18.65508560033945,0.0793580112524952,0.07902183211386182,0.4814814814814814,0.4814814814814814,Equities
2007-01-26,XLE,16.224567853487454,15.566411440189068,0.04228054846341589,0.04144301744029777,-0.33333333333333337,-0.33333333333333337,Equities
2007-01-26,XLB,11.438032663785494,10.624949070123526,0.0765258815167682,0.07266589056212513,0.33333333333333326,0.33333333333333326,Equities
2007-01-26,VUG,47.444906381460335,44.759866787837105,0.059987658282147915,0.05835504133891378,0.11111111111111116,-0.03703703703703709,Equities
2007-01-26,VTV,40.50591190044697,37.373534202575684,0.08381272375507387,0.08389670472081123,0.6296296296296295,0.6296296296296295,Equities
2007-01-26,VNQ,34.533553490271935,30.696627140045166,0.12499504693860386,0.1226130236282601,0.962962962962963,0.962962962962963,REITs
2007-01-26,TLT,48.92501713679387,47.04824491647574,0.03989037685996455,0.04088094954757415,-0.40740740740740744,-0.40740740740740744,Bonds
2007-01-26,XLY,14.935743111830492,13.560968839205229,0.10137729014248187,0.10061253822597238,0.962962962962963,0.962962962962963,Equities
2007-01-26,IEF,50.76347908606896,49.34607967963586,0.028723647666342167,0.029406353411846053,-0.5555555555555556,-0.5555555555555556,Bonds
2007-01-26,EEM,24.560157629159782,22.30161300072303,0.10127270293693691,0.09447415041087637,0.8518518518518519,0.8518518518518519,Equities
2007-01-26,QQQ,37.50516744760367,34.998971645648666,0.07160769828694646,0.06975067638348342,0.2592592592592593,0.18518518518518512,Equities
2007-01-26,EFA,40.659818796011116,37.531852575448845,0.08334164198994021,0.08193382575942376,0.5555555555555556,0.5555555555555556,Equities
2007-01-26,EWJ,39.75179584209736,39.488977872408356,0.006655476638017577,0.004637080483705258,-0.962962962962963,-0.962962962962963,Equities
2007-01-26,GLD,62.43153821505033,60.856730681199295,0.025877294363720216,0.022607660408796137,-0.6296296296296297,-0.6296296296296297,Commodities
2007-01-26,LQD,50.04018284724309,48.38101254976713,0.03429383160944077,0.03447992350578488,-0.4814814814814815,-0.4814814814814815,Bonds
2007-01-26,SHY,57.32223716148963,56.293930787306564,0.018266736037110043,0.018497012884218567,-0.7777777777777778,-0.7777777777777778,Bonds
2007-01-26,IWM,59.961236220139725,56.590576025155876,0.059562217452699295,0.05889654643469955,0.03703703703703698,0.03703703703703698,Equities
2007-01-26,IAU,12.492461424607496,12.182730766443106,0.025423746457365004,0.022183945250126902,-0.7037037037037037,-0.7037037037037037,Commodities
2007-01-26,VWO,22.04830727210412,20.052631634932297,0.09952188189081834,0.09344409703374512,0.7777777777777777,0.7777777777777777,Equities
2007-01-26,USO,405.74769005408655,484.44571358816967,-0.16244962299529153,-0.15748736124013396,-0.962962962962963,-0.962962962962963,Commodities
2007-01-26,SLV,12.977769191448505,12.258949995040894,0.058636277715334195,0.05261601835927876,-0.11111111111111116,-0.11111111111111116,Commodities
2007-01-26,DBA,,,,,,,Commodities
2007-01-26,UUP,,,,,,,FX
2007-01-26,MBB,,,,,,,Bonds
2007-01-26,HYG,,,,,,,Bonds
2007-01-26,BIL,,,,,,,Bonds
2007-01-26,VEA,,,,,,,Equities
2007-01-26,PDBC,,,,,,,Commodities
2007-02-02,TIP,57.161751380333534,56.48228593973013,0.012029708594450739,0.012603693918847414,-0.8518518518518519,-0.8518518518518519,Bonds
2007-02-02,SPY,98.97361109806941,92.20516410240761,0.0734063765468107,0.0713903036428134,0.18518518518518512,0.18518518518518512,Equities
2007-02-02,XLV,24.06775078406701,22.98422861099243,0.04714198555075155,0.0448624808962772,-0.2592592592592593,-0.2592592592592593,Equities
2007-02-02,XLU,9.317569219149076,8.532173569385822,0.09205106335170221,0.09187562963830964,0.7037037037037037,0.7037037037037037,Equities
2007-02-02,XLP,15.61670002570519,14.731466476733868,0.06009133920030396,0.058878027878041195,-0.11111111111111116,-0.03703703703703709,Equities
2007-02-02,XLK,9.103353427006649,8.428419479956993,0.08007835260865548,0.07816599541681368,0.33333333333333326,0.40740740740740744,Equities
2007-02-02,XLI,24.29200979379507,23.106643896836502,0.051299786427264626,0.04866570088368505,-0.18518518518518523,-0.18518518518518523,Equities
2007-02-02,XLF,20.244651060837967,18.725484701303337,0.08112827965563385,0.0793580112524952,0.40740740740740744,0.4814814814814814,Equities
2007-02-02,XLE,16.272025915292595,15.588677626389723,0.04383619350406276,0.04228054846341589,-0.33333333333333337,-0.33333333333333337,Equities
2007-02-02,XLB,11.532349879925068,10.665737647276659,0.08125197349755608,0.0765258815167682,0.4814814814814814,0.33333333333333326,Equities
2007-02-02,VUG,47.68971252441406,44.85711017021766,0.06314723225476704,0.059987658282147915,0.11111111111111116,0.11111111111111116,Equities
2007-02-02,VTV,40.72682131253756,37.52026125100943,0.0854620931361949,0.08381272375507387,0.5555555555555556,0.6296296296296295,Equities
2007-02-02,VNQ,34.95353434636043,30.901178103226883,0.1311392151327193,0.12499504693860386,0.962962962962963,0.962962962962963,REITs
2007-02-02,TLT,48.9103763286884,47.052918434143066,0.03947593382852754,0.03989037685996455,-0.40740740740740744,-0.40740740740740744,Bonds
2007-02-02,XLY,15.033312210669884,13.612371297983023,0.10438599429751116,0.10137729014248187,0.7777777777777777,0.962962962962963,Equities
2007-02-02,IEF,50.77600801908053,49.37297571622408,0.028417009153357764,0.028723647666342167,-0.5555555555555556,-0.5555555555555556,Bonds
2007-02-02,EEM,24.794779264009914,22.38748759489793,0.10752844234565218,0.10127270293693691,0.962962962962963,0.8518518518518519,Equities
2007-02-02,QQQ,37.65563436654898,35.05453615922194,0.07420147268566146,0.07160769828694646,0.2592592592592593,0.2592592592592593,Equities
2007-02-02,EFA,40.92192400418795,37.68271042750432,0.08596020668193116,0.08334164198994021,0.6296296296296295,0.5555555555555556,Equities
2007-02-02,EWJ,39.9278919513409,39.52312880295973,0.010241171704777896,0.006655476638017577,-0.962962962962963,-0.962962962962963,Equities
2007-02-02,GLD,62.58384587214543,61.006346042339615,0.02585796285374964,0.025877294363720216,-0.6296296296296297,-0.6296296296296297,Commodities
2007-02-02,LQD,50.085784912109375,48.424410159771256,0.034308621351433866,0.03429383160944077,-0.4814814814814815,-0.4814814814814815,Bonds
2007-02-02,SHY,57.3608518747183,56.33595415262076,0.0181926043059637,0.018266736037110043,-0.7777777777777778,-0.7777777777777778,Bonds
2007-02-02,IWM,60.30233999399039,56.728415122398964,0.06300061201921836,0.059562217452699295,0.03703703703703698,0.03703703703703698,Equities
2007-02-02,IAU,12.522615286020132,12.212615379920372,0.025383580539959816,0.025423746457365004,-0.7037037037037037,-0.7037037037037037,Commodities
2007-02-02,VWO,22.233072721041164,20.129739651313194,0.10448883622748473,0.09952188189081834,0.8518518518518519,0.7777777777777777,Equities
2007-02-02,USO,403.6923053448017,482.35906911450763,-0.1630875602984282,-0.16244962299529153,-0.962962962962963,-0.962962962962963,Commodities
2007-02-02,SLV,13.04238458780142,12.286585365853659,0.06151417985083518,0.058636277715334195,-0.03703703703703709,-0.11111111111111116,Commodities
2007-02-02,DBA,,,,,,,Commodities
2007-02-02,UUP,,,,,,,FX
2007-02-02,MBB,,,,,,,Bonds
2007-02-02,HYG,,,,,,,Bonds
2007-02-02,BIL,,,,,,,Bonds
2007-02-02,VEA,,,,,,,Equities
2007-02-02,PDBC,,,,,,,Commodities
2007-02-09,TIP,57.0817636343149,56.49067893395057,0.01046340230846643,0.012029708594450739,-0.962962962962963,-0.8518518518518519,Bonds
2007-02-09,SPY,99.32236069899339,92.46944251427284,0.07411008435205813,0.0734063765468107,0.18518518518518512,0.18518518518518512,Equities
2007-02-09,XLV,24.187037688035232,23.024754304152268,0.05047973014302087,0.04714198555075155,-0.2592592592592593,-0.2592592592592593,Equities
2007-02-09,XLU,9.366040229797363,8.56817327095912,0.09311984405620333,0.09205106335170221,0.7037037037037037,0.7037037037037037,Equities
2007-02-09,XLP,15.667338151198168,14.775057462545542,0.06039101309179595,0.06009133920030396,-0.11111111111111116,-0.11111111111111116,Equities
2007-02-09,XLK,9.120746612548828,8.443873552175669,0.08016143967465683,0.08007835260865548,0.33333333333333326,0.33333333333333326,Equities
2007-02-09,XLI,24.378481791569637,23.16746524664072,0.052272293582247276,0.051299786427264626,-0.18518518518518523,-0.18518518518518523,Equities
2007-02-09,XLF,20.315037360558144,18.789976046635555,0.08116355817258536,0.08112827965563385,0.40740740740740744,0.40740740740740744,Equities
2007-02-09,XLE,16.29601141122671,15.62392311829787,0.04301661547103541,0.04383619350406276,-0.33333333333333337,-0.33333333333333337,Equities
2007-02-09,XLB,11.615342066838192,10.707447675558237,0.08479092485806805,0.08125197349755608,0.4814814814814814,0.4814814814814814,Equities
2007-02-09,VUG,47.86034540029672,44.95102163461539,0.0647220832783244,0.06314723225476704,0.11111111111111116,0.11111111111111116,Equities
2007-02-09,VTV,40.89178936298077,37.66097435584435,0.08578681413310396,0.0854620931361949,0.5555555555555556,0.5555555555555556,Equities
2007-02-09,VNQ,35.402515117938705,31.118947359231804,0.13765143496848165,0.1311392151327193,0.962962962962963,0.962962962962963,REITs
2007-02-09,TLT,48.85813610370342,47.06773508512057,0.038038818212624115,0.03947593382852754,-0.40740740740740744,-0.40740740740740744,Bonds
2007-02-09,XLY,15.101451506981483,13.66092115182143,0.1054489912613239,0.10438599429751116,0.7777777777777777,0.7777777777777777,Equities
2007-02-09,IEF,50.76800214327299,49.40796140524057,0.02752675276110783,0.028417009153357764,-0.5555555555555556,-0.5555555555555556,Bonds
2007-02-09,EEM,24.961403626662033,22.467760672936073,0.11098760530815688,0.10752844234565218,0.962962962962963,0.962962962962963,Equities
2007-02-09,QQQ,37.71515743549053,35.10482560671293,0.07435820527985881,0.07420147268566146,0.2592592592592593,0.2592592592592593,Equities
2007-02-09,EFA,41.13563244159405,37.836546677809494,0.08719309909219097,0.08596020668193116,0.6296296296296295,0.6296296296296295,Equities
2007-02-09,EWJ,40.13229252741887,39.566549888023964,0.014298508234758867,0.010241171704777896,-0.8518518518518519,-0.962962962962963,Equities
2007-02-09,GLD,62.86307672353891,61.22423069293682,0.02676793178213277,0.02585796285374964,-0.6296296296296297,-0.6296296296296297,Commodities
2007-02-09,LQD,50.10326414841872,48.47100962125338,0.033674861322666505,0.034308621351433866,-0.4814814814814815,-0.4814814814814815,Bonds
2007-02-09,SHY,57.39291880680965,56.380669153653656,0.017953842484510263,0.0181926043059637,-0.7777777777777778,-0.7777777777777778,Bonds
2007-02-09,IWM,60.54694190392127,56.87596658559946,0.06454352406999408,0.06300061201921836,0.03703703703703698,0.03703703703703698,Equities
2007-02-09,IAU,12.5798460153433,12.256153840285082,0.026410583554709044,0.025383580539959816,-0.7037037037037037,-0.7037037037037037,Commodities
2007-02-09,VWO,22.370442610520584,20.20260212971614,0.10730501283375538,0.10448883622748473,0.8518518518518519,0.8518518518518519,Equities
2007-02-09,USO,401.65538377028247,480.4854542125355,-0.1640633857927023,-0.1630875602984282,-0.962962962962963,-0.962962962962963,Commodities
2007-02-09,SLV,13.106923029972958,12.322761898949032,0.0636351767123573,0.06151417985083518,-0.03703703703703709,-0.03703703703703709,Commodities
2007-02-09,DBA,,,,,,,Commodities
2007-02-09,UUP,,,,,,,FX
2007-02-09,MBB,,,,,,,Bonds
2007-02-09,HYG,,,,,,,Bonds
2007-02-09,BIL,,,,,,,Bonds
2007-02-09,VEA,,,,,,,Equities
2007-02-09,PDBC,,,,,,,Commodities
2007-02-16,TIP,57.06717799260066,56.5020468051617,0.010001959564185814,0.01046340230846643,-0.962962962962963,-0.962962962962963,Bonds
2007-02-16,SPY,99.65072162334735,92.729127737192,0.0746431467119173,0.07411008435205813,0.2592592592592593,0.18518518518518512,Equities
2007-02-16,XLV,24.276696131779598,23.05906317784236,0.05280496195991469,0.05047973014302087,-0.2592592592592593,-0.2592592592592593,Equities
2007-02-16,XLU,9.41591739654541,8.602675593816317,0.09453358944671342,0.09311984405620333,0.7037037037037037,0.7037037037037037,Equities
2007-02-16,XLP,15.720358481773964,14.818401611768282,0.060867352204125647,0.06039101309179595,-0.11111111111111116,-0.11111111111111116,Equities
2007-02-16,XLK,9.132551193237305,8.459867587456337,0.07951467311124039,0.08016143967465683,0.33333333333333326,0.33333333333333326,Equities
2007-02-16,XLI,24.460553095890926,23.230180520277756,0.0529644001061107,0.052272293582247276,-0.18518518518518523,-0.18518518518518523,Equities
2007-02-16,XLF,20.402191162109375,18.85545591207651,0.08203117746106647,0.08116355817258536,0.40740740740740744,0.40740740740740744,Equities
2007-02-16,XLE,16.319110430203953,15.654560620968159,0.04245087583906226,0.04301661547103541,-0.33333333333333337,-0.33333333333333337,Equities
2007-02-16,XLB,11.723284061138447,10.75157880783081,0.09037791292567232,0.08479092485806805,0.6296296296296295,0.4814814814814814,Equities
2007-02-16,VUG,48.01037010779748,45.04363793593187,0.06586351164809034,0.0647220832783244,0.03703703703703698,0.11111111111111116,Equities
2007-02-16,VTV,41.060287769024185,37.79831409454346,0.08629944886752572,0.08578681413310396,0.4814814814814814,0.5555555555555556,Equities
2007-02-16,VNQ,35.79895283625676,31.318200698265663,0.14307182526738305,0.13765143496848165,0.962962962962963,0.962962962962963,REITs
2007-02-16,TLT,48.84501794668344,47.086685694181,0.037342450983330444,0.038038818212624115,-0.40740740740740744,-0.40740740740740744,Bonds
2007-02-16,XLY,15.1594358590933,13.710168783481304,0.10570745688836047,0.1054489912613239,0.7777777777777777,0.7777777777777777,Equities
2007-02-16,IEF,50.785145392784706,49.446048736572266,0.027081975009703774,0.02752675276110783,-0.7037037037037037,-0.5555555555555556,Bonds
2007-02-16,EEM,25.17710201556866,22.55664480649508,0.11617229563853537,0.11098760530815688,0.962962962962963,0.962962962962963,Equities
2007-02-16,QQQ,37.74575835007887,35.16469324552096,0.07339933513814101,0.07435820527985881,0.18518518518518512,0.2592592592592593,Equities
2007-02-16,EFA,41.42747614933894,38.008312518780045,0.08995831185268943,0.08719309909219097,0.5555555555555556,0.6296296296296295,Equities
2007-02-16,EWJ,40.48468956580529,39.66068275158222,0.02077641525700158,0.014298508234758867,-0.7777777777777778,-0.8518518518518519,Equities
2007-02-16,GLD,63.21538455669697,61.44346149151142,0.02883826890889507,0.02676793178213277,-0.5555555555555556,-0.6296296296296297,Commodities
2007-02-16,LQD,50.151506864107574,48.52015121166523,0.033622229356328415,0.033674861322666505,-0.4814814814814815,-0.4814814814814815,Bonds
2007-02-16,SHY,57.43608357356145,56.4263119330773,0.01789540386197408,0.017953842484510263,-0.8518518518518519,-0.7777777777777778,Bonds
2007-02-16,IWM,60.72011067317082,57.014693406911995,0.06499056725278485,0.06454352406999408,-0.03703703703703709,0.03703703703703698,Equities
2007-02-16,IAU,12.651384500356821,12.299923071494469,0.028574278621049,0.026410583554709044,-0.6296296296296297,-0.7037037037037037,Commodities
2007-02-16,VWO,22.55759782057542,20.281369832845833,0.11223245798926351,0.10730501283375538,0.8518518518518519,0.8518518518518519,Equities
2007-02-16,USO,400.67692213792066,478.58133273654516,-0.1627819667623982,-0.1640633857927023,-0.962962962962963,-0.962962962962963,Commodities
2007-02-16,SLV,13.194384574890137,12.359465111133664,0.0675530418387087,0.0636351767123573,0.11111111111111116,-0.03703703703703709,Commodities
2007-02-16,DBA,,,,,,,Commodities
2007-02-16,UUP,,,,,,,FX
2007-02-16,MBB,,,,,,,Bonds
2007-02-16,HYG,,,,,,,Bonds
2007-02-16,BIL,,,,,,,Bonds
2007-02-16,VEA,,,,,,,Equities
2007-02-16,PDBC,,,,,,,Commodities
2007-02-23,TIP,57.04463900052584,56.51835412245531,0.009311751664428547,0.010001959564185814,-0.962962962962963,-0.962962962962963,Bonds
2007-02-23,SPY,99.95964226355919,92.975069632897,0.07512306963834603,0.0746431467119173,0.2592592592592593,0.2592592592592593,Equities
2007-02-23,XLV,24.358598415668194,23.088822181408222,0.054995279719483925,0.05280496195991469,-0.18518518518518523,-0.2592592592592593,Equities
2007-02-23,XLU,9.471157220693735,8.638202529687147,0.0964268536358055,0.09453358944671342,0.7037037037037037,0.7037037037037037,Equities
2007-02-23,XLP,15.776568266061636,14.860144853591919,0.06166988421032804,0.060867352204125647,-0.11111111111111116,-0.11111111111111116,Equities
2007-02-23,XLK,9.143180040212778,8.478166176722599,0.07843840868748497,0.07951467311124039,0.33333333333333326,0.33333333333333326,Equities
2007-02-23,XLI,24.53574327322153,23.290533212515022,0.05346421438034765,0.0529644001061107,-0.2592592592592593,-0.18518518518518523,Equities
2007-02-23,XLF,20.468369850745567,18.911204631511982,0.0823408793662388,0.08203117746106647,0.40740740740740744,0.40740740740740744,Equities
2007-02-23,XLE,16.346770800077,15.685403750492977,0.042164490000025534,0.04245087583906226,-0.33333333333333337,-0.33333333333333337,Equities
2007-02-23,XLB,11.817333661592924,10.799662736745981,0.09423173201365875,0.09037791292567232,0.6296296296296295,0.6296296296296295,Equities
2007-02-23,VUG,48.14408346322867,45.13767249767597,0.06660536087029056,0.06586351164809034,0.03703703703703698,0.03703703703703698,Equities
2007-02-23,VTV,41.215285961444565,37.92829924363356,0.08666317191543293,0.08629944886752572,0.4814814814814814,0.4814814814814814,Equities
2007-02-23,VNQ,35.98687127920297,31.502341453845684,0.14235544465568073,0.14307182526738305,0.962962962962963,0.962962962962963,REITs
2007-02-23,TLT,48.812247643103966,47.106744912954476,0.03620506433422599,0.037342450983330444,-0.40740740740740744,-0.40740740740740744,Bonds
2007-02-23,XLY,15.220715889563927,13.760309842916636,0.10613177052834044,0.10570745688836047,0.7777777777777777,0.7777777777777777,Equities
2007-02-23,IEF,50.793933574969955,49.48765050447904,0.026396142414816914,0.027081975009703774,-0.7777777777777778,-0.7037037037037037,Bonds
2007-02-23,EEM,25.3499818948599,22.644180884728065,0.11949211251693859,0.11617229563853537,0.962962962962963,0.962962962962963,Equities
2007-02-23,QQQ,37.789581298828125,35.23280869997465,0.07256794712637582,0.07339933513814101,0.18518518518518512,0.18518518518518512,Equities
2007-02-23,EFA,41.72728963998648,38.17426527463473,0.09307381136979198,0.08995831185268943,0.5555555555555556,0.5555555555555556,Equities
2007-02-23,EWJ,40.9096920306866,39.733474951524,0.02960267332765687,0.02077641525700158,-0.7037037037037037,-0.7777777777777778,Equities
2007-02-23,GLD,63.54000003521259,61.6757692190317,0.030226308318269668,0.02883826890889507,-0.5555555555555556,-0.5555555555555556,Commodities
2007-02-23,LQD,50.19202540471004,48.571490874657265,0.03336390341063855,0.033622229356328415,-0.4814814814814815,-0.4814814814814815,Bonds
2007-02-23,SHY,57.47765320997972,56.47359481224647,0.017779254199619787,0.01789540386197408,-0.8518518518518519,-0.8518518518518519,Bonds
2007-02-23,IWM,60.941439408522385,57.15472646859976,0.0662537146775255,0.06499056725278485,-0.03703703703703709,-0.03703703703703709,Equities
2007-02-23,IAU,12.717384485098032,12.346192304904644,0.0300653165790985,0.028574278621049,-0.6296296296296297,-0.6296296296296297,Commodities
2007-02-23,VWO,22.70642691392165,20.36045166162344,0.11522216163406829,0.11223245798926351,0.8518518518518519,0.8518518518518519,Equities
2007-02-23,USO,399.85230665940503,476.9530427352242,-0.16165267682047446,-0.1627819667623982,-0.962962962962963,-0.962962962962963,Commodities
2007-02-23,SLV,13.280307623056265,12.40874999219721,0.07023734311732466,0.0675530418387087,0.11111111111111116,0.11111111111111116,Commodities
2007-02-23,DBA,21.845425844192505,,,,,,Commodities
2007-02-23,UUP,,,,,,,FX
2007-02-23,MBB,,,,,,,Bonds
2007-02-23,HYG,,,,,,,Bonds
2007-02-23,BIL,,,,,,,Bonds
2007-02-23,VEA,,,,,,,Equities
2007-02-23,PDBC,,,,,,,Commodities
2007-03-02,TIP,57.039730952336235,56.55291527968187,0.008608144606636614,0.009311751664428547,-0.962962962962963,-0.962962962962963,Bonds
2007-03-02,SPY,99.91794527493991,93.14022064208984,0.07276904205428969,0.07512306963834603,0.2592592592592593,0.2592592592592593,Equities
2007-03-02,XLV,24.366666793823242,23.107356621668888,0.05449823589832148,0.054995279719483925,-0.18518518518518523,-0.18518518518518523,Equities
2007-03-02,XLU,9.503966844998873,8.671766381997328,0.09596666080963634,0.0964268536358055,0.7037037037037037,0.7037037037037037,Equities
2007-03-02,XLP,15.79909478701078,14.892641819440401,0.06086582747106184,0.06166988421032804,-0.11111111111111116,-0.11111111111111116,Equities
2007-03-02,XLK,9.126818143404448,8.484220321361835,0.07574035063948759,0.07843840868748497,0.33333333333333326,0.33333333333333326,Equities
2007-03-02,XLI,24.546377182006836,23.326452512007492,0.05229790810974699,0.05346421438034765,-0.2592592592592593,-0.2592592592592593,Equities
2007-03-02,XLF,20.481258098895733,18.95154619216919,0.08071699750591455,0.0823408793662388,0.40740740740740744,0.40740740740740744,Equities
2007-03-02,XLE,16.249873308035042,15.699553067867573,0.03505324245782604,0.042164490000025534,-0.33333333333333337,-0.33333333333333337,Equities
2007-03-02,XLB,11.870863327613243,10.835229928676899,0.09558019587525335,0.09423173201365875,0.6296296296296295,0.6296296296296295,Equities
2007-03-02,VUG,48.141053419846756,45.18576409266545,0.06540310618894685,0.06660536087029056,0.11111111111111116,0.03703703703703698,Equities
2007-03-02,VTV,41.22914681067834,38.027576226454514,0.08419076107187173,0.08666317191543293,0.4814814814814814,0.4814814814814814,Equities
2007-03-02,VNQ,36.02489295372596,31.649960811321552,0.13822867486266976,0.14235544465568073,0.962962962962963,0.962962962962963,REITs
2007-03-02,TLT,48.80387849074144,47.15916215456449,0.0348758599821255,0.03620506433422599,-0.40740740740740744,-0.40740740740740744,Bonds
2007-03-02,XLY,15.22926741379958,13.794644575852613,0.10399853581282259,0.10613177052834044,0.7777777777777777,0.7777777777777777,Equities
2007-03-02,IEF,50.815028557410606,49.54727583665114,0.02558672902500292,0.026396142414816914,-0.7777777777777778,-0.7777777777777778,Bonds
2007-03-02,EEM,25.353162912222054,22.693247611706074,0.11721175153193553,0.11949211251693859,0.962962962962963,0.962962962962963,Equities
2007-03-02,QQQ,37.71524869478666,35.2519562794612,0.06987675792508141,0.07256794712637582,0.18518518518518512,0.18518518518518512,Equities
2007-03-02,EFA,41.79440278273363,38.29455375671387,0.09139286615674846,0.09307381136979198,0.5555555555555556,0.5555555555555556,Equities
2007-03-02,EWJ,41.06829892672025,39.789581738985504,0.032136984905319466,0.02960267332765687,-0.5555555555555556,-0.7037037037037037,Equities
2007-03-02,GLD,63.508461291973404,61.81865384028508,0.027334911822151975,0.030226308318269668,-0.6296296296296297,-0.5555555555555556,Commodities
2007-03-02,LQD,50.24494669987605,48.64072014735295,0.032981143117602585,0.03336390341063855,-0.4814814814814815,-0.4814814814814815,Bonds
2007-03-02,SHY,57.52240694486178,56.526586092435394,0.017616858212487152,0.017779254199619787,-0.8518518518518519,-0.8518518518518519,Bonds
2007-03-02,IWM,60.906275235689606,57.22100037794847,0.06440423679068275,0.0662537146775255,0.03703703703703698,-0.03703703703703709,Equities
2007-03-02,IAU,12.710307561434233,12.374230769964365,0.02715940875174372,0.0300653165790985,-0.7037037037037037,-0.6296296296296297,Commodities
2007-03-02,VWO,22.690184813279373,20.40251482450045,0.11212686320569487,0.11522216163406829,0.8518518518518519,0.8518518518518519,Equities
2007-03-02,USO,397.36615224984973,475.4876585615442,-0.16429765295702814,-0.16165267682047446,-0.962962962962963,-0.962962962962963,Commodities
2007-03-02,SLV,13.197230705848106,12.419177775912814,0.06264931092655246,0.07023734311732466,-0.03703703703703709,0.11111111111111116,Commodities
2007-03-02,DBA,21.856861538357204,,,,,,Commodities
2007-03-02,UUP,,,,,,,FX
2007-03-02,MBB,,,,,,,Bonds
2007-03-02,HYG,,,,,,,Bonds
2007-03-02,BIL,,,,,,,Bonds
2007-03-02,VEA,,,,,,,Equities
2007-03-02,PDBC,,,,,,,Commodities
2007-03-09,TIP,57.044915419358475,56.59543462900015,0.007941997323720473,0.008608144606636614,-0.962962962962963,-0.962962962962963,Bonds
2007-03-09,SPY,99.92569145789513,93.33607306847206,0.07060098172963492,0.07276904205428969,0.2592592592592593,0.2592592592592593,Equities
2007-03-09,XLV,24.39458201481746,23.130038811610294,0.0546710368065797,0.05449823589832148,-0.18518518518518523,-0.18518518518518523,Equities
2007-03-09,XLU,9.538760845477764,8.708890905747047,0.09528996846005744,0.09596666080963634,0.6296296296296295,0.7037037037037037,Equities
2007-03-09,XLP,15.812070259681114,14.922169667023878,0.059636139550390155,0.06086582747106184,-0.03703703703703709,-0.11111111111111116,Equities
