Date,Ticker,signal_name,signal_value_observed,source,frequency,lag_periods,research_only,notes,signal_value_tradable
2005-06-17,BIL,bm_quality_deterioration_warning,0.3403143292326104,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.40731524080963866
2005-06-24,BIL,bm_quality_deterioration_warning,0.3653826975097298,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3403143292326104
2005-07-01,BIL,bm_quality_deterioration_warning,0.332999665370458,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3653826975097298
2005-07-08,BIL,bm_quality_deterioration_warning,0.3910545940679908,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.332999665370458
2005-07-15,BIL,bm_quality_deterioration_warning,0.2277376570327426,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3910545940679908
2005-07-22,BIL,bm_quality_deterioration_warning,0.2518944482816031,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2277376570327426
2005-07-29,BIL,bm_quality_deterioration_warning,0.37304435407432074,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2518944482816031
2005-08-05,BIL,bm_quality_deterioration_warning,0.3551173593608081,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.37304435407432074
2005-08-12,BIL,bm_quality_deterioration_warning,0.3424550104592337,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3551173593608081
2005-08-19,BIL,bm_quality_deterioration_warning,0.5766369648606012,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3424550104592337
2005-08-26,BIL,bm_quality_deterioration_warning,0.7189276689178608,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5766369648606012
2005-09-02,BIL,bm_quality_deterioration_warning,0.5147430688001635,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7189276689178608
2005-09-09,BIL,bm_quality_deterioration_warning,0.409356192542212,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5147430688001635
2005-09-16,BIL,bm_quality_deterioration_warning,0.64878095117211,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.409356192542212
2005-09-23,BIL,bm_quality_deterioration_warning,0.502892567432798,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.64878095117211
2005-09-30,BIL,bm_quality_deterioration_warning,0.5711675026910479,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.502892567432798
2005-10-07,BIL,bm_quality_deterioration_warning,0.8706562035866352,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5711675026910479
2005-10-14,BIL,bm_quality_deterioration_warning,0.8817323590063975,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8706562035866352
2005-10-21,BIL,bm_quality_deterioration_warning,0.9042289838636031,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8817323590063975
2005-10-28,BIL,bm_quality_deterioration_warning,0.884630077756037,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.9042289838636031
2005-11-04,BIL,bm_quality_deterioration_warning,0.5075027899532013,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.884630077756037
2005-11-11,BIL,bm_quality_deterioration_warning,0.39273000835749644,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5075027899532013
2005-11-18,BIL,bm_quality_deterioration_warning,0.32023758697483357,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.39273000835749644
2005-11-25,BIL,bm_quality_deterioration_warning,0.20401151587182537,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.32023758697483357
2005-12-02,BIL,bm_quality_deterioration_warning,0.3573262440224119,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.20401151587182537
2005-12-09,BIL,bm_quality_deterioration_warning,0.5749586658336644,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3573262440224119
2005-12-16,BIL,bm_quality_deterioration_warning,0.5875758891997079,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5749586658336644
2005-12-23,BIL,bm_quality_deterioration_warning,0.5100918417977025,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5875758891997079
2005-12-30,BIL,bm_quality_deterioration_warning,0.4556319140974646,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5100918417977025
2006-01-06,BIL,bm_quality_deterioration_warning,0.15498251849116693,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4556319140974646
2006-01-13,BIL,bm_quality_deterioration_warning,0.14146443283589472,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.15498251849116693
2006-01-20,BIL,bm_quality_deterioration_warning,0.21485359545431318,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.14146443283589472
2006-01-27,BIL,bm_quality_deterioration_warning,0.20699021332221196,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.21485359545431318
2006-02-03,BIL,bm_quality_deterioration_warning,0.5052230231718595,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.20699021332221196
2006-02-10,BIL,bm_quality_deterioration_warning,0.5862085236573196,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5052230231718595
2006-02-17,BIL,bm_quality_deterioration_warning,0.5675211945780123,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5862085236573196
2006-02-24,BIL,bm_quality_deterioration_warning,0.7034343623329119,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5675211945780123
2006-03-03,BIL,bm_quality_deterioration_warning,0.6537946248275339,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7034343623329119
2006-03-10,BIL,bm_quality_deterioration_warning,0.7224254130531896,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6537946248275339
2006-03-17,BIL,bm_quality_deterioration_warning,0.6305046971767487,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7224254130531896
2006-03-24,BIL,bm_quality_deterioration_warning,0.6191546977536961,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6305046971767487
2006-03-31,BIL,bm_quality_deterioration_warning,0.5913068849616165,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6191546977536961
2006-04-07,BIL,bm_quality_deterioration_warning,0.6368010487256879,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5913068849616165
2006-04-14,BIL,bm_quality_deterioration_warning,0.7840938874886465,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6368010487256879
2006-04-21,BIL,bm_quality_deterioration_warning,0.4824335974653873,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7840938874886465
2006-04-28,BIL,bm_quality_deterioration_warning,0.633284141691709,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4824335974653873
2006-05-05,BIL,bm_quality_deterioration_warning,0.35557314787493755,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.633284141691709
2006-05-12,BIL,bm_quality_deterioration_warning,0.4778206962602264,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.35557314787493755
2006-05-19,BIL,bm_quality_deterioration_warning,0.8050935396717334,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4778206962602264
2006-05-26,BIL,bm_quality_deterioration_warning,0.8088397833314926,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8050935396717334
2006-06-02,BIL,bm_quality_deterioration_warning,0.7628201852495957,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8088397833314926
2006-06-09,BIL,bm_quality_deterioration_warning,0.8375544597216475,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7628201852495957
2006-06-16,BIL,bm_quality_deterioration_warning,0.8931678702890178,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8375544597216475
2006-06-23,BIL,bm_quality_deterioration_warning,0.87688187906851,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8931678702890178
2006-06-30,BIL,bm_quality_deterioration_warning,0.8187338145624843,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.87688187906851
2006-07-07,BIL,bm_quality_deterioration_warning,0.6460616740378576,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8187338145624843
2006-07-14,BIL,bm_quality_deterioration_warning,0.4742382644760245,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6460616740378576
2006-07-21,BIL,bm_quality_deterioration_warning,0.5480941364002763,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4742382644760245
2006-07-28,BIL,bm_quality_deterioration_warning,0.6017986749988873,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5480941364002763
2006-08-04,BIL,bm_quality_deterioration_warning,0.704713537330975,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6017986749988873
2006-08-11,BIL,bm_quality_deterioration_warning,0.6401364233541749,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.704713537330975
2006-08-18,BIL,bm_quality_deterioration_warning,0.3243617312380799,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6401364233541749
2006-08-25,BIL,bm_quality_deterioration_warning,0.46064558775288844,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3243617312380799
2006-09-01,BIL,bm_quality_deterioration_warning,0.3652862648584583,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.46064558775288844
2006-09-08,BIL,bm_quality_deterioration_warning,0.24898642689828088,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3652862648584583
2006-09-15,BIL,bm_quality_deterioration_warning,0.23908827461381607,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.24898642689828088
2006-09-22,BIL,bm_quality_deterioration_warning,0.1995980736547645,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.23908827461381607
2006-09-29,BIL,bm_quality_deterioration_warning,0.3239090335140553,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.1995980736547645
2006-10-06,BIL,bm_quality_deterioration_warning,0.5001491821357277,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3239090335140553
2006-10-13,BIL,bm_quality_deterioration_warning,0.2426373258648855,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5001491821357277
2006-10-20,BIL,bm_quality_deterioration_warning,0.29647188370057415,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2426373258648855
2006-10-27,BIL,bm_quality_deterioration_warning,0.2236355604055776,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.29647188370057415
2006-11-03,BIL,bm_quality_deterioration_warning,0.33607397126142147,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2236355604055776
2006-11-10,BIL,bm_quality_deterioration_warning,0.37016476795996317,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.33607397126142147
2006-11-17,BIL,bm_quality_deterioration_warning,0.35481281350914295,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.37016476795996317
2006-11-24,BIL,bm_quality_deterioration_warning,0.2891277543060888,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.35481281350914295
2006-12-01,BIL,bm_quality_deterioration_warning,0.3301487205777387,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2891277543060888
2006-12-08,BIL,bm_quality_deterioration_warning,0.18192184504509257,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3301487205777387
2006-12-15,BIL,bm_quality_deterioration_warning,0.24709548151212993,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.18192184504509257
2006-12-22,BIL,bm_quality_deterioration_warning,0.31282875704081986,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.24709548151212993
2006-12-29,BIL,bm_quality_deterioration_warning,0.34883604965704595,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.31282875704081986
2007-01-05,BIL,bm_quality_deterioration_warning,0.5196634005944207,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.34883604965704595
2007-01-12,BIL,bm_quality_deterioration_warning,0.49094872420426583,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5196634005944207
2007-01-19,BIL,bm_quality_deterioration_warning,0.46420205690020955,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.49094872420426583
2007-01-26,BIL,bm_quality_deterioration_warning,0.603657888273295,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.46420205690020955
2007-02-02,BIL,bm_quality_deterioration_warning,0.4426351417065447,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.603657888273295
2007-02-09,BIL,bm_quality_deterioration_warning,0.5576232483462212,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4426351417065447
2007-02-16,BIL,bm_quality_deterioration_warning,0.5365275756172102,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5576232483462212
2007-02-23,BIL,bm_quality_deterioration_warning,0.4523000423644297,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5365275756172102
2007-03-02,BIL,bm_quality_deterioration_warning,0.8384732485934845,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4523000423644297
2007-03-09,BIL,bm_quality_deterioration_warning,0.759952138084963,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8384732485934845
2007-03-16,BIL,bm_quality_deterioration_warning,0.8712492231814204,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.759952138084963
2007-03-23,BIL,bm_quality_deterioration_warning,0.5101851836588691,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8712492231814204
2007-03-30,BIL,bm_quality_deterioration_warning,0.3803534545142844,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5101851836588691
2007-04-06,BIL,bm_quality_deterioration_warning,0.34702505270827394,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3803534545142844
2007-04-13,BIL,bm_quality_deterioration_warning,0.3617957325667075,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.34702505270827394
2007-04-20,BIL,bm_quality_deterioration_warning,0.4354358673416403,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3617957325667075
2007-04-27,BIL,bm_quality_deterioration_warning,0.388945438900437,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4354358673416403
2007-05-04,BIL,bm_quality_deterioration_warning,0.5949531930746521,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.388945438900437
2007-05-11,BIL,bm_quality_deterioration_warning,0.45035312878977724,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5949531930746521
2007-05-18,BIL,bm_quality_deterioration_warning,0.4805059277088559,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.45035312878977724
2007-05-25,BIL,bm_quality_deterioration_warning,0.5306987089218868,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.4805059277088559
2007-06-01,BIL,bm_quality_deterioration_warning,0.2711513558918844,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5306987089218868
2007-06-08,BIL,bm_quality_deterioration_warning,0.39710188966685855,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2711513558918844
2007-06-15,BIL,bm_quality_deterioration_warning,0.24808608488510128,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.39710188966685855
2007-06-22,BIL,bm_quality_deterioration_warning,0.48723519592514863,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.24808608488510128
2007-06-29,BIL,bm_quality_deterioration_warning,0.6584450593197116,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.48723519592514863
2007-07-06,BIL,bm_quality_deterioration_warning,0.5498235898804466,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6584450593197116
2007-07-13,BIL,bm_quality_deterioration_warning,0.6362829096735755,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5498235898804466
2007-07-20,BIL,bm_quality_deterioration_warning,0.7113629346924744,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.6362829096735755
2007-07-27,BIL,bm_quality_deterioration_warning,0.8839788648263339,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7113629346924744
2007-08-03,BIL,bm_quality_deterioration_warning,0.9116070068373516,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8839788648263339
2007-08-10,BIL,bm_quality_deterioration_warning,0.8750457790089223,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.9116070068373516
2007-08-17,BIL,bm_quality_deterioration_warning,0.7671409201698641,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8750457790089223
2007-08-24,BIL,bm_quality_deterioration_warning,0.39821232003851675,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.7671409201698641
2007-08-31,BIL,bm_quality_deterioration_warning,0.3614860259436923,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.39821232003851675
2007-09-07,BIL,bm_quality_deterioration_warning,0.5269175372483893,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3614860259436923
2007-09-14,BIL,bm_quality_deterioration_warning,0.36775239140617555,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.5269175372483893
2007-09-21,BIL,bm_quality_deterioration_warning,0.2435542730540535,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.36775239140617555
2007-09-28,BIL,bm_quality_deterioration_warning,0.270760377478354,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2435542730540535
2007-10-05,BIL,bm_quality_deterioration_warning,0.2278513135741711,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.270760377478354
2007-10-12,BIL,bm_quality_deterioration_warning,0.3263201868212688,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.2278513135741711
2007-10-19,BIL,bm_quality_deterioration_warning,0.8706808392554207,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.3263201868212688
2007-10-26,BIL,bm_quality_deterioration_warning,0.4814142145681071,weekly ETF prices / market state history,weekly,1,True,Negative deterioration score so higher values favor risk-on and lower values warn to favor defense.,0.8706808392554207
