Date,Ticker,raw_tsmom_52_4w,realized_vol_ann_26w,tsmom_vol_scaled_observed,tsmom_score_observed,tsmom_bucket_observed,tsmom_vol_scaled_tradable,tsmom_score_tradable,asset_class
2011-10-28,UUP,-0.0026821198575565086,0.10258120823804699,-0.02614630792154893,0.030303030303030276,Middle,-0.1186894366847372,-0.21212121212121215,FX
2011-10-28,MBB,0.041976767701700446,0.026861009581455653,1.5627397613037015,0.9696969696969697,Top,1.572194172755602,0.9696969696969697,Bonds
2011-10-28,HYG,-0.021141854548398453,0.12509569629168765,-0.16900545082783383,-0.33333333333333337,Middle,0.10274756274119291,0.09090909090909083,Bonds
2011-10-28,BIL,-0.0002181961866983828,0.001132206475951819,-0.19271766354714628,-0.3939393939393939,Middle,-0.19271766354714628,-0.3939393939393939,Bonds
2011-10-28,VEA,-0.14013733579566268,0.2879767322983406,-0.4866272864381349,-0.8181818181818181,Bottom,-0.5620129581451823,-0.8181818181818181,Equities
2011-10-28,PDBC,,,,,,,,Commodities
2011-11-04,TIP,0.07413981672476955,0.067531316765486,1.0978583015378285,0.8181818181818181,Top,1.090194528920975,0.7575757575757576,Bonds
2011-11-04,SPY,-0.038376769471922145,0.25013427095801155,-0.1534246759747856,-0.21212121212121215,Middle,-0.10479373450097651,-0.21212121212121215,Equities
2011-11-04,XLV,0.034781256544766936,0.19287556802592212,0.18033002780368948,0.33333333333333326,Middle,0.2040072715073145,0.33333333333333326,Equities
2011-11-04,XLU,0.08683699730115624,0.13432403459154132,0.6464740101443063,0.5757575757575757,Middle,0.7850378358548838,0.5757575757575757,Equities
2011-11-04,XLP,0.06282092168484144,0.14520964672600556,0.4326222334482882,0.4545454545454546,Middle,0.4239922918137007,0.4545454545454546,Equities
2011-11-04,XLK,-0.017480014290268797,0.2627567298127128,-0.06652546750269028,-0.030303030303030276,Middle,-0.06254560761432909,-0.030303030303030276,Equities
2011-11-04,XLI,-0.07409163345581382,0.31312375048947316,-0.2366209313090886,-0.3939393939393939,Middle,-0.23536430703379813,-0.5757575757575757,Equities
2011-11-04,XLF,-0.23022241689833012,0.3324078159973191,-0.69259026358209,-0.8787878787878788,Bottom,-0.5466194830590231,-0.8787878787878788,Equities
2011-11-04,XLE,-0.007461689420778961,0.3636908670396,-0.020516570794081843,0.030303030303030276,Middle,0.007981014862009321,0.1515151515151516,Equities
2011-11-04,XLB,-0.12386908293756105,0.3662261069290309,-0.3382311653755613,-0.5757575757575757,Middle,-0.37337133027827124,-0.6363636363636364,Equities
2011-11-04,VUG,-0.02635909271400949,0.26877967592540664,-0.0980695159455614,-0.09090909090909094,Middle,-0.07704459863673614,-0.09090909090909094,Equities
2011-11-04,VTV,-0.05535779850498279,0.2465237530507222,-0.2245536092158752,-0.33333333333333337,Middle,-0.14319669014013903,-0.2727272727272727,Equities
2011-11-04,VNQ,-0.09697823759359225,0.3168545273202915,-0.3060654945149705,-0.5151515151515151,Middle,-0.10399519648976598,-0.1515151515151515,REITs
2011-11-04,TLT,0.25352819025079665,0.19401728640600005,1.3067299050882726,0.9696969696969697,Top,1.3441623295959877,0.9696969696969697,Bonds
2011-11-04,XLY,0.011849476045187046,0.2804364914974312,0.04225368810569215,0.21212121212121215,Middle,0.017084102132459974,0.21212121212121215,Equities
2011-11-04,IEF,0.07029575962228485,0.08474061309513554,0.8295403709596256,0.7575757575757576,Top,1.1412300278500755,0.8181818181818181,Bonds
2011-11-04,EEM,-0.23463280707002276,0.33403178917009785,-0.7024265793772745,-0.9696969696969697,Bottom,-0.6710644272341314,-0.9696969696969697,Equities
2011-11-04,QQQ,0.015020634745653405,0.2762114773536806,0.05438092178342005,0.2727272727272727,Middle,0.049047894129580216,0.2727272727272727,Equities
2011-11-04,EFA,-0.14861975657430204,0.2966469785842203,-0.5009987200395766,-0.696969696969697,Bottom,-0.48057019846085774,-0.7575757575757576,Equities
2011-11-04,EWJ,-0.0786646601570522,0.21962385249516253,-0.3581790377654216,-0.6363636363636364,Bottom,-0.20450248762418863,-0.4545454545454546,Equities
2011-11-04,GLD,0.1671798429143636,0.23083888345429154,0.7242273936378094,0.6363636363636365,Top,0.7893874988778256,0.6363636363636365,Commodities
2011-11-04,LQD,0.027528381504201116,0.06287710597457345,0.4378124768549808,0.5151515151515151,Middle,0.7034925013380795,0.5151515151515151,Bonds
2011-11-04,SHY,0.008768195319140526,0.007869225924940638,1.1142386052674766,0.8787878787878789,Top,1.2005132324060686,0.8787878787878789,Bonds
2011-11-04,IWM,-0.10006058772972315,0.3339848362142064,-0.2995961998273111,-0.4545454545454546,Middle,-0.2167077866796738,-0.5151515151515151,Equities
2011-11-04,IAU,0.16996342222230298,0.23090042380261855,0.7360896936577017,0.696969696969697,Top,0.7908327491840041,0.696969696969697,Commodities
2011-11-04,VWO,-0.23530418926716123,0.3312223120657635,-0.7104116501078045,-0.9696969696969697,Bottom,-0.6681838618299649,-0.9696969696969697,Equities
2011-11-04,USO,-0.14900399423610922,0.2878544656815635,-0.5176365559704174,-0.8181818181818181,Bottom,-0.3756564470060527,-0.696969696969697,Commodities
2011-11-04,SLV,0.15381674282229052,0.5245330769691304,0.29324507752891027,0.39393939393939403,Middle,0.28864458068569493,0.39393939393939403,Commodities
2011-11-04,DBA,-0.014507034370952132,0.14701797954074666,-0.09867523969700213,-0.1515151515151515,Middle,-0.006278997313441136,0.09090909090909083,Commodities
2011-11-04,UUP,0.004057591488301648,0.10401710200237757,0.0390088880596664,0.1515151515151516,Middle,-0.02614630792154893,0.030303030303030276,FX
2011-11-04,MBB,0.033439989419119964,0.026785540090109514,1.2484343905937363,0.9696969696969697,Top,1.5627397613037015,0.9696969696969697,Bonds
2011-11-04,HYG,-0.026041215177903032,0.12579595613367248,-0.20701154455419288,-0.2727272727272727,Middle,-0.16900545082783383,-0.33333333333333337,Bonds
2011-11-04,BIL,0.0,0.0009251617318924788,0.0,0.09090909090909083,Middle,-0.19271766354714628,-0.3939393939393939,Bonds
2011-11-04,VEA,-0.14936741939913845,0.29691964053354475,-0.5030567163921362,-0.7575757575757576,Bottom,-0.4866272864381349,-0.8181818181818181,Equities
2011-11-04,PDBC,,,,,,,,Commodities
2011-11-11,TIP,0.07825927217983342,0.06702664080678329,1.1675845788755888,0.8181818181818181,Top,1.0978583015378285,0.8181818181818181,Bonds
2011-11-11,SPY,0.03999000728628421,0.2506669033134011,0.15953445292410998,-0.1515151515151515,Middle,-0.1534246759747856,-0.21212121212121215,Equities
2011-11-11,XLV,0.08450239981680863,0.19535116305873282,0.43256665838945,0.2727272727272727,Middle,0.18033002780368948,0.33333333333333326,Equities
2011-11-11,XLU,0.13075979182822972,0.1328845347414342,0.9840106080264436,0.7575757575757576,Top,0.6464740101443063,0.5757575757575757,Equities
2011-11-11,XLP,0.10629889621879496,0.1437716774774809,0.7393590871570979,0.4545454545454546,Middle,0.4326222334482882,0.4545454545454546,Equities
2011-11-11,XLK,0.08408013113108637,0.2628339581762293,0.3198982799426204,0.09090909090909083,Middle,-0.06652546750269028,-0.030303030303030276,Equities
2011-11-11,XLI,0.013282799261858047,0.31362348889994046,0.042352692741377665,-0.2727272727272727,Middle,-0.2366209313090886,-0.3939393939393939,Equities
2011-11-11,XLF,-0.14499613894063512,0.3317727284620623,-0.4370345314781206,-0.9696969696969697,Bottom,-0.69259026358209,-0.8787878787878788,Equities
2011-11-11,XLE,0.07457084366198741,0.36388189430127155,0.2049314484447731,-0.09090909090909094,Middle,-0.020516570794081843,0.030303030303030276,Equities
2011-11-11,XLB,-0.035926771303977256,0.3658800945296738,-0.09819274631531917,-0.4545454545454546,Middle,-0.3382311653755613,-0.5757575757575757,Equities
2011-11-11,VUG,0.06164670111375825,0.26890711018072955,0.22924905582573168,-0.030303030303030276,Middle,-0.0980695159455614,-0.09090909090909094,Equities
2011-11-11,VTV,0.014830481391785888,0.2473381116969373,0.059960356655255925,-0.21212121212121215,Middle,-0.2245536092158752,-0.33333333333333337,Equities
2011-11-11,VNQ,0.011040118017015876,0.3169542266109457,0.034831900287505484,-0.33333333333333337,Middle,-0.3060654945149705,-0.5151515151515151,REITs
2011-11-11,TLT,0.23540677243228592,0.19494143876157846,1.2075768698937235,0.8787878787878789,Top,1.3067299050882726,0.9696969696969697,Bonds
2011-11-11,XLY,0.09137653890241726,0.28105098590826233,0.325124420421864,0.1515151515151516,Middle,0.04225368810569215,0.21212121212121215,Equities
2011-11-11,IEF,0.07267868080263606,0.0854542831822768,0.8504978111817993,0.5757575757575757,Middle,0.8295403709596256,0.7575757575757576,Bonds
2011-11-11,EEM,-0.13120427862345174,0.33249852575996447,-0.39460108378997755,-0.7575757575757576,Bottom,-0.7024265793772745,-0.9696969696969697,Equities
2011-11-11,QQQ,0.1163024188113857,0.27621387398760394,0.42105929413453425,0.21212121212121215,Middle,0.05438092178342005,0.2727272727272727,Equities
2011-11-11,EFA,-0.06628037276391874,0.2963641404873204,-0.2236450491443801,-0.5757575757575757,Middle,-0.5009987200395766,-0.696969696969697,Equities
2011-11-11,EWJ,-0.04679428903140437,0.21704975865093518,-0.21559244904142053,-0.5151515151515151,Middle,-0.3581790377654216,-0.6363636363636364,Equities
2011-11-11,GLD,0.2222304653491156,0.2313528032375307,0.9605695813460744,0.6363636363636365,Top,0.7242273936378094,0.6363636363636365,Commodities
2011-11-11,LQD,0.05553939833772925,0.07010602124094571,0.7922200882980823,0.5151515151515151,Middle,0.4378124768549808,0.5151515151515151,Bonds
2011-11-11,SHY,0.011884586948010867,0.007947454057821424,1.4953954891144976,0.9696969696969697,Top,1.1142386052674766,0.8787878787878789,Bonds
2011-11-11,IWM,0.0010419519272022448,0.33383810354659277,0.003121129422114701,-0.3939393939393939,Middle,-0.2995961998273111,-0.4545454545454546,Equities
2011-11-11,IAU,0.22496257469825087,0.23130403357134466,0.9725838811577067,0.696969696969697,Top,0.7360896936577017,0.696969696969697,Commodities
2011-11-11,VWO,-0.13343001373409702,0.3297331654744869,-0.4046605792356097,-0.8181818181818181,Bottom,-0.7104116501078045,-0.9696969696969697,Equities
2011-11-11,USO,-0.07129153281580924,0.2953614823011532,-0.24137044634384572,-0.696969696969697,Bottom,-0.5176365559704174,-0.8181818181818181,Commodities
2011-11-11,SLV,0.22805641028323986,0.5251167003715829,0.4342966242015588,0.33333333333333326,Middle,0.29324507752891027,0.39393939393939403,Commodities
2011-11-11,DBA,0.08001393593145334,0.14870852099876955,0.5380588509256669,0.39393939393939403,Middle,-0.09867523969700213,-0.1515151515151515,Commodities
2011-11-11,UUP,-0.04245889993552432,0.10262701411403549,-0.4137205033398467,-0.8787878787878788,Bottom,0.0390088880596664,0.1515151515151516,FX
2011-11-11,MBB,0.03871467795392136,0.02730516719167883,1.4178517085117701,0.9696969696969697,Top,1.2484343905937363,0.9696969696969697,Bonds
2011-11-11,HYG,0.0317292011451904,0.1263388554641495,0.25114364878977413,0.030303030303030276,Middle,-0.20701154455419288,-0.2727272727272727,Bonds
2011-11-11,BIL,-0.00043598184435300613,0.0008810194171082024,-0.49486065333729307,-0.9696969696969697,Bottom,0.0,0.09090909090909083,Bonds
2011-11-11,VEA,-0.06718935596616393,0.29668689657415365,-0.22646553232380684,-0.6363636363636364,Bottom,-0.5030567163921362,-0.7575757575757576,Equities
2011-11-11,PDBC,,,,,,,,Commodities
2011-11-18,TIP,0.09154344911022072,0.06760917971185101,1.3540091671038916,0.8787878787878789,Top,1.1675845788755888,0.8181818181818181,Bonds
2011-11-18,SPY,0.051081828806157414,0.25575296071245945,0.1997311337622723,-0.21212121212121215,Middle,0.15953445292410998,-0.1515151515151515,Equities
2011-11-18,XLV,0.08962262566091739,0.20139311781748073,0.4450133481827363,0.39393939393939403,Middle,0.43256665838945,0.2727272727272727,Equities
2011-11-18,XLU,0.16853973728187288,0.13660927485014457,1.2337356849800636,0.8181818181818181,Top,0.9840106080264436,0.7575757575757576,Equities
2011-11-18,XLP,0.12388601866129112,0.14459290703225394,0.8567918109126625,0.4545454545454546,Middle,0.7393590871570979,0.4545454545454546,Equities
2011-11-18,XLK,0.06579711582970105,0.26759339504462265,0.24588467820264778,-0.030303030303030276,Middle,0.3198982799426204,0.09090909090909083,Equities
2011-11-18,XLI,0.01740543300258146,0.3158280120026728,0.0551104789350799,-0.33333333333333337,Middle,0.042352692741377665,-0.2727272727272727,Equities
2011-11-18,XLF,-0.10423588714006027,0.3394715359573322,-0.3070533935816096,-0.7575757575757576,Bottom,-0.4370345314781206,-0.9696969696969697,Equities
2011-11-18,XLE,0.09472793802282942,0.3724734328424912,0.2543213278324934,0.030303030303030276,Middle,0.2049314484447731,-0.09090909090909094,Equities
2011-11-18,XLB,-0.03583608291377771,0.3733773969161201,-0.09597817974457717,-0.4545454545454546,Middle,-0.09819274631531917,-0.4545454545454546,Equities
2011-11-18,VUG,0.05725346675660359,0.2737810128396556,0.2091213929073125,-0.1515151515151515,Middle,0.22924905582573168,-0.030303030303030276,Equities
2011-11-18,VTV,0.03684716526254617,0.2523629436333208,0.1460086204894031,-0.2727272727272727,Middle,0.059960356655255925,-0.21212121212121215,Equities
2011-11-18,VNQ,0.07557135143851101,0.3199915428774976,0.2361667147792153,-0.09090909090909094,Middle,0.034831900287505484,-0.33333333333333337,REITs
2011-11-18,TLT,0.21661446607576762,0.1974420613754025,1.0971039532651155,0.7575757575757576,Top,1.2075768698937235,0.8787878787878789,Bonds
2011-11-18,XLY,0.10267740776195722,0.2867000044799748,0.3581353545780253,0.2727272727272727,Middle,0.325124420421864,0.1515151515151516,Equities
2011-11-18,IEF,0.08544436719757464,0.08555790511193664,0.9986729699118573,0.696969696969697,Top,0.8504978111817993,0.5757575757575757,Bonds
2011-11-18,EEM,-0.14905779706138944,0.3401412896380032,-0.43822317843277664,-0.9696969696969697,Bottom,-0.39460108378997755,-0.7575757575757576,Equities
2011-11-18,QQQ,0.10025564656427988,0.2825328672530393,0.35484596018519116,0.21212121212121215,Middle,0.42105929413453425,0.21212121212121215,Equities
2011-11-18,EFA,-0.07232647584016993,0.30222559125401344,-0.23931287731150883,-0.6363636363636364,Bottom,-0.2236450491443801,-0.5757575757575757,Equities
2011-11-18,EWJ,-0.0715075272578295,0.21617675083079907,-0.33078269047441755,-0.8181818181818181,Bottom,-0.21559244904142053,-0.5151515151515151,Equities
2011-11-18,GLD,0.20665664111107995,0.23932059655009996,0.8635138140641311,0.5151515151515151,Middle,0.9605695813460744,0.6363636363636365,Commodities
2011-11-18,LQD,0.0687088867461334,0.0722133734503219,0.9514703920237245,0.6363636363636365,Top,0.7922200882980823,0.5151515151515151,Bonds
2011-11-18,SHY,0.012123988536768993,0.00795566326799745,1.5239444064380023,0.9696969696969697,Top,1.4953954891144976,0.9696969696969697,Bonds
2011-11-18,IWM,-0.004901182202480925,0.33626348455450117,-0.014575422035414455,-0.3939393939393939,Middle,0.003121129422114701,-0.3939393939393939,Equities
2011-11-18,IAU,0.2086168045637966,0.23888275524275662,0.8733020696776406,0.5757575757575757,Middle,0.9725838811577067,0.696969696969697,Commodities
2011-11-18,VWO,-0.14660739148335666,0.3362034343697853,-0.4360675010895496,-0.8787878787878788,Bottom,-0.4046605792356097,-0.8181818181818181,Equities
2011-11-18,USO,-0.038898429843798876,0.295618923125417,-0.13158301719168408,-0.5151515151515151,Middle,-0.24137044634384572,-0.696969696969697,Commodities
2011-11-18,SLV,0.13986536286951412,0.534666811183336,0.2615935007448117,0.09090909090909083,Middle,0.4342966242015588,0.33333333333333326,Commodities
2011-11-18,DBA,0.06105564081270254,0.1504538726527558,0.40580969925325616,0.33333333333333326,Middle,0.5380588509256669,0.39393939393939403,Commodities
2011-11-18,UUP,-0.04984577882348773,0.10464036165645528,-0.47635327357847235,-0.9696969696969697,Bottom,-0.4137205033398467,-0.8787878787878788,FX
2011-11-18,MBB,0.038063179754507015,0.02727907387737944,1.3953252198224388,0.9696969696969697,Top,1.4178517085117701,0.9696969696969697,Bonds
2011-11-18,HYG,0.04497873025842103,0.1307690836115627,0.3439553831548299,0.1515151515151516,Middle,0.25114364878977413,0.030303030303030276,Bonds
2011-11-18,BIL,-0.00021783318802570673,0.0009414450942390859,-0.2313817230114395,-0.5757575757575757,Middle,-0.49486065333729307,-0.9696969696969697,Bonds
2011-11-18,VEA,-0.07440194915853882,0.3029916056361337,-0.24555779029696626,-0.696969696969697,Bottom,-0.22646553232380684,-0.6363636363636364,Equities
2011-11-18,PDBC,,,,,,,,Commodities
2011-11-25,TIP,0.09956802036390622,0.0669712408152079,1.4867280216390466,0.9696969696969697,Top,1.3540091671038916,0.8787878787878789,Bonds
2011-11-25,SPY,0.10401264300041779,0.26323502879191807,0.39513222642810836,-0.030303030303030276,Middle,0.1997311337622723,-0.21212121212121215,Equities
2011-11-25,XLV,0.14128518978002402,0.20631650559781414,0.6847982878085392,0.39393939393939403,Middle,0.4450133481827363,0.39393939393939403,Equities
2011-11-25,XLU,0.1831561319865216,0.14457406972946402,1.2668670967709128,0.8181818181818181,Top,1.2337356849800636,0.8181818181818181,Equities
2011-11-25,XLP,0.13755556982072226,0.14740330462322365,0.9331918994104433,0.5151515151515151,Middle,0.8567918109126625,0.4545454545454546,Equities
2011-11-25,XLK,0.10819248443625162,0.2759539367076077,0.39206718964436826,-0.09090909090909094,Middle,0.24588467820264778,-0.030303030303030276,Equities
2011-11-25,XLI,0.068878727056225,0.3237467239910583,0.2127549777403381,-0.33333333333333337,Middle,0.0551104789350799,-0.33333333333333337,Equities
2011-11-25,XLF,-0.012222986700771377,0.34680774494980066,-0.03524427259414468,-0.696969696969697,Bottom,-0.3070533935816096,-0.7575757575757576,Equities
2011-11-25,XLE,0.18658474142345138,0.38051802690264896,0.490344026384818,0.21212121212121215,Middle,0.2543213278324934,0.030303030303030276,Equities
2011-11-25,XLB,0.05537099512086496,0.37821557195654554,0.14640062236048473,-0.4545454545454546,Middle,-0.09597817974457717,-0.4545454545454546,Equities
2011-11-25,VUG,0.0987294240452723,0.2801299707739867,0.35244148911481077,-0.2727272727272727,Middle,0.2091213929073125,-0.1515151515151515,Equities
2011-11-25,VTV,0.09507298826638255,0.26066094456727956,0.3647381406685693,-0.21212121212121215,Middle,0.1460086204894031,-0.2727272727272727,Equities
2011-11-25,VNQ,0.13312523864419523,0.32739597485390626,0.40661843415637483,0.030303030303030276,Middle,0.2361667147792153,-0.09090909090909094,REITs
2011-11-25,TLT,0.19272763225629364,0.1974468314731915,0.9760988860561248,0.5757575757575757,Middle,1.0971039532651155,0.7575757575757576,Bonds
2011-11-25,XLY,0.1092288986886163,0.2921492154791949,0.3738805134542451,-0.1515151515151515,Middle,0.3581353545780253,0.2727272727272727,Equities
2011-11-25,IEF,0.07852742804866741,0.08536038316331111,0.9199516817822746,0.4545454545454546,Middle,0.9986729699118573,0.696969696969697,Bonds
2011-11-25,EEM,-0.03610103039182122,0.34818509623437477,-0.10368344533483546,-0.8787878787878788,Bottom,-0.43822317843277664,-0.9696969696969697,Equities
2011-11-25,QQQ,0.12531230509999602,0.2896245174324057,0.4326716060191353,0.09090909090909083,Middle,0.35484596018519116,0.21212121212121215,Equities
2011-11-25,EFA,0.02679595581762917,0.3112110294575782,0.0861022048747208,-0.5151515151515151,Middle,-0.23931287731150883,-0.6363636363636364,Equities
2011-11-25,EWJ,-0.013049350953755479,0.22027656400753332,-0.05924075950862026,-0.7575757575757576,Bottom,-0.33078269047441755,-0.8181818181818181,Equities
2011-11-25,GLD,0.2742843838887088,0.24261618581888414,1.130527969364193,0.696969696969697,Top,0.8635138140641311,0.5151515151515151,Commodities
2011-11-25,LQD,0.08369398895276103,0.07598312318663272,1.1014812953553985,0.6363636363636365,Top,0.9514703920237245,0.6363636363636365,Bonds
2011-11-25,SHY,0.011404555107962677,0.007734541806159059,1.4744965369352798,0.9696969696969697,Top,1.5239444064380023,0.9696969696969697,Bonds
2011-11-25,IWM,0.05246370476602724,0.35053744664123937,0.14966647720156895,-0.3939393939393939,Middle,-0.014575422035414455,-0.3939393939393939,Equities
2011-11-25,IAU,0.2799097274421758,0.24230352820661552,1.1552028545102033,0.7575757575757576,Top,0.8733020696776406,0.5757575757575757,Commodities
2011-11-25,VWO,-0.03548716787336459,0.3440322439294225,-0.10315070316677849,-0.8181818181818181,Bottom,-0.4360675010895496,-0.8787878787878788,Equities
2011-11-25,USO,0.0016679887839208263,0.29623009746366996,0.0056307201672017495,-0.6363636363636364,Bottom,-0.13158301719168408,-0.5151515151515151,Commodities
2011-11-25,SLV,0.3115193860862817,0.522432497632557,0.5962863862756543,0.2727272727272727,Middle,0.2615935007448117,0.09090909090909083,Commodities
2011-11-25,DBA,0.0685260826557319,0.15211519527713793,0.45048808260663614,0.1515151515151516,Middle,0.40580969925325616,0.33333333333333326,Commodities
2011-11-25,UUP,-0.08832375428140682,0.10640707099406353,-0.8300553098236716,-0.9696969696969697,Bottom,-0.47635327357847235,-0.9696969696969697,FX
2011-11-25,MBB,0.03980787997963908,0.02736906689159221,1.45448436869684,0.8787878787878789,Top,1.3953252198224388,0.9696969696969697,Bonds
2011-11-25,HYG,0.09108371825712402,0.14023283799443598,0.6495177560389811,0.33333333333333326,Middle,0.3439553831548299,0.1515151515151516,Bonds
2011-11-25,BIL,-0.00043598184435300613,0.0009414450942390859,-0.4630985354545656,-0.9696969696969697,Bottom,-0.2313817230114395,-0.5757575757575757,Bonds
2011-11-25,VEA,0.021877946687110628,0.31132236833393756,0.07027425239051058,-0.5757575757575757,Middle,-0.24555779029696626,-0.696969696969697,Equities
2011-11-25,PDBC,,,,,,,,Commodities
2011-12-02,TIP,0.12957714591586633,0.06699693038509126,1.9340758624472885,0.9696969696969697,Top,1.4867280216390466,0.9696969696969697,Bonds
2011-12-02,SPY,0.04137564099816293,0.28240779998593013,0.14651026281931417,-0.1515151515151515,Middle,0.39513222642810836,-0.030303030303030276,Equities
2011-12-02,XLV,0.08909289931667153,0.22204977432317669,0.40122940718238936,0.39393939393939403,Middle,0.6847982878085392,0.39393939393939403,Equities
2011-12-02,XLU,0.16627016488255553,0.15278274224044783,1.0882784432608321,0.6363636363636365,Top,1.2668670967709128,0.8181818181818181,Equities
2011-12-02,XLP,0.10674376324182622,0.15727326437094077,0.6787152518819922,0.4545454545454546,Middle,0.9331918994104433,0.5151515151515151,Equities
2011-12-02,XLK,0.06558930982507771,0.29271074281230625,0.22407551289340716,0.030303030303030276,Middle,0.39206718964436826,-0.09090909090909094,Equities
2011-12-02,XLI,0.007020853553679984,0.3427992553592622,0.020480947504748673,-0.33333333333333337,Middle,0.2127549777403381,-0.33333333333333337,Equities
2011-12-02,XLF,-0.11243281415029904,0.37431760931214086,-0.30036741887967683,-0.8181818181818181,Bottom,-0.03524427259414468,-0.696969696969697,Equities
2011-12-02,XLE,0.09945052888933237,0.4080734817371326,0.24370740403414673,0.09090909090909083,Middle,0.490344026384818,0.21212121212121215,Equities
2011-12-02,XLB,-0.03355760471768976,0.3958628694346194,-0.08477078126983092,-0.4545454545454546,Middle,0.14640062236048473,-0.4545454545454546,Equities
2011-12-02,VUG,0.04919091451885027,0.29761806987927675,0.16528201576874568,-0.09090909090909094,Middle,0.35244148911481077,-0.2727272727272727,Equities
2011-12-02,VTV,0.0287134664645321,0.2826384716933976,0.1015907929748505,-0.21212121212121215,Middle,0.3647381406685693,-0.21212121212121215,Equities
2011-12-02,VNQ,0.09386689245281787,0.3386061657567923,0.27721554403187926,0.21212121212121215,Middle,0.40661843415637483,0.030303030303030276,REITs
2011-12-02,TLT,0.2739626702305611,0.20036726804499083,1.3673025185383323,0.7575757575757576,Top,0.9760988860561248,0.5757575757575757,Bonds
2011-12-02,XLY,0.05704210220773809,0.30820259753939117,0.1850798879151159,-0.030303030303030276,Middle,0.3738805134542451,-0.1515151515151515,Equities
2011-12-02,IEF,0.11455457288551307,0.08573837768785984,1.3360944768813077,0.696969696969697,Top,0.9199516817822746,0.4545454545454546,Bonds
2011-12-02,EEM,-0.11009015056542637,0.37957417662776244,-0.29003593327527294,-0.7575757575757576,Bottom,-0.10368344533483546,-0.8787878787878788,Equities
2011-12-02,QQQ,0.08101342839765957,0.30550330953025867,0.26518019893868144,0.1515151515151516,Middle,0.4326716060191353,0.09090909090909083,Equities
2011-12-02,EFA,-0.07152837575965298,0.34105334567392825,-0.2097278231307524,-0.5757575757575757,Middle,0.0861022048747208,-0.5151515151515151,Equities
2011-12-02,EWJ,-0.10655166410495087,0.23542155671777945,-0.45259943732630964,-0.8787878787878788,Bottom,-0.05924075950862026,-0.7575757575757576,Equities
2011-12-02,GLD,0.23741578214247672,0.24766308635840306,0.9586240147185395,0.5151515151515151,Middle,1.130527969364193,0.696969696969697,Commodities
2011-12-02,LQD,0.10695038139236912,0.07805607563144619,1.3701736927866046,0.8181818181818181,Top,1.1014812953553985,0.6363636363636365,Bonds
2011-12-02,SHY,0.012409143688978386,0.007731900834500806,1.6049279413423254,0.8787878787878789,Top,1.4744965369352798,0.9696969696969697,Bonds
2011-12-02,IWM,-0.0007673960966982918,0.3793109555937942,-0.0020231319063720894,-0.3939393939393939,Middle,0.14966647720156895,-0.3939393939393939,Equities
2011-12-02,IAU,0.24023153170311584,0.24727510726562785,0.9715152259343854,0.5757575757575757,Middle,1.1552028545102033,0.7575757575757576,Commodities
2011-12-02,VWO,-0.10667131937656915,0.3737408266534876,-0.2854152176301281,-0.696969696969697,Bottom,-0.10315070316677849,-0.8181818181818181,Equities
2011-12-02,USO,-0.04829032165235436,0.30511450126405865,-0.15826950686477512,-0.5151515151515151,Middle,0.0056307201672017495,-0.6363636363636364,Commodities
2011-12-02,SLV,0.16083917203197373,0.5247133406820593,0.30652769724303874,0.2727272727272727,Middle,0.5962863862756543,0.2727272727272727,Commodities
2011-12-02,DBA,0.00856380087931452,0.15269325865441563,0.05608499651380562,-0.2727272727272727,Middle,0.45048808260663614,0.1515151515151516,Commodities
2011-12-02,UUP,-0.05113618390413688,0.10542472858878098,-0.4850492345453252,-0.9696969696969697,Bottom,-0.8300553098236716,-0.9696969696969697,FX
2011-12-02,MBB,0.049700203543267873,0.02717563270025061,1.8288517544914251,0.9696969696969697,Top,1.45448436869684,0.8787878787878789,Bonds
2011-12-02,HYG,0.06375648476673734,0.1623057397590803,0.39281719094700374,0.33333333333333326,Middle,0.6495177560389811,0.33333333333333326,Bonds
2011-12-02,BIL,-0.00043598184435300613,0.0009412769017403,-0.46318128443068324,-0.9696969696969697,Bottom,-0.4630985354545656,-0.9696969696969697,Bonds
2011-12-02,VEA,-0.07341746001953198,0.34182007004160625,-0.21478393591867095,-0.6363636363636364,Bottom,0.07027425239051058,-0.5757575757575757,Equities
2011-12-02,PDBC,,,,,,,,Commodities
2011-12-09,TIP,0.15123146770819407,0.06912021688022847,2.1879483967801776,0.9696969696969697,Top,1.9340758624472885,0.9696969696969697,Bonds
2011-12-09,SPY,0.03774185420344578,0.2811344768743604,0.1342484017721978,-0.1515151515151515,Middle,0.14651026281931417,-0.1515151515151515,Equities
2011-12-09,XLV,0.11082373829282477,0.22210175771617585,0.4989773130676732,0.39393939393939403,Middle,0.40122940718238936,0.39393939393939403,Equities
2011-12-09,XLU,0.18500101460511043,0.15230154218944408,1.2147021753397105,0.6363636363636365,Top,1.0882784432608321,0.6363636363636365,Equities
2011-12-09,XLP,0.11151210566679515,0.15623424998679625,0.7137494222695684,0.4545454545454546,Middle,0.6787152518819922,0.4545454545454546,Equities
2011-12-09,XLK,0.053946402883617184,0.2894165152044683,0.18639711298266748,-0.030303030303030276,Middle,0.22407551289340716,0.030303030303030276,Equities
2011-12-09,XLI,0.0062691616442114295,0.3414023164554288,0.01836297336614554,-0.33333333333333337,Middle,0.020480947504748673,-0.33333333333333337,Equities
