Date,Ticker,xsmom_raw_return_52_4w,xsmom_raw_rank,xsmom_score_observed,xsmom_score_tradable,xsmom_bucket_observed,xsmom_asset_class_neutral_observed,xsmom_asset_class_neutral_tradable,asset_class
2006-05-26,LQD,-0.0130229617794958,4.0,-0.76,-0.76,Bottom,0.5,0.5,Bonds
2006-05-26,SHY,0.0157199083584596,6.0,-0.6,-0.52,Bottom,1.0,1.0,Bonds
2006-05-26,IWM,0.2538235993148601,19.0,0.43999999999999995,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-05-26,IAU,0.5530140777734238,25.0,0.96,0.76,Top,-1.0,1.0,Commodities
2006-05-26,VWO,0.5422834154859038,24.0,0.8400000000000001,0.96,Top,1.0,0.8823529411764706,Equities
2006-05-26,USO,,,,,,,,Commodities
2006-05-26,SLV,,,,,,,,Commodities
2006-05-26,DBA,,,,,,,,Commodities
2006-05-26,UUP,,,,,,,,FX
2006-05-26,MBB,,,,,,,,Bonds
2006-05-26,HYG,,,,,,,,Bonds
2006-05-26,BIL,,,,,,,,Bonds
2006-05-26,VEA,,,,,,,,Equities
2006-05-26,PDBC,,,,,,,,Commodities
2006-06-02,TIP,-0.02644500187155474,3.0,-0.84,-0.84,Bottom,0.0,0.0,Bonds
2006-06-02,SPY,0.12246176561306621,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-06-02,XLV,-0.002852521634178262,5.0,-0.6799999999999999,-0.6799999999999999,Bottom,-1.0,-1.0,Equities
2006-06-02,XLU,0.0901075818895487,10.0,-0.28,-0.36,Middle,-0.5294117647058824,-0.6470588235294117,Equities
2006-06-02,XLP,0.0517355055443014,7.0,-0.52,-0.43999999999999995,Middle,-0.8823529411764706,-0.7647058823529411,Equities
2006-06-02,XLK,0.0898852264110892,9.0,-0.36,-0.28,Middle,-0.6470588235294117,-0.5294117647058824,Equities
2006-06-02,XLI,0.1999184359370243,16.0,0.19999999999999996,0.1200000000000001,Middle,0.17647058823529416,0.05882352941176472,Equities
2006-06-02,XLF,0.1944973801336587,15.0,0.1200000000000001,0.19999999999999996,Middle,0.05882352941176472,0.17647058823529416,Equities
2006-06-02,XLE,0.39675374868265756,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-06-02,XLB,0.26157093462386194,18.0,0.3600000000000001,0.28,Middle,0.2941176470588236,0.2941176470588236,Equities
2006-06-02,VUG,0.10606414478524218,11.0,-0.19999999999999996,-0.19999999999999996,Middle,-0.4117647058823529,-0.4117647058823529,Equities
2006-06-02,VTV,0.1647838506066568,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-06-02,VNQ,0.2194547097757491,17.0,0.28,0.3600000000000001,Middle,,,REITs
2006-06-02,TLT,-0.08442426891405708,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-06-02,XLY,0.05650135187927274,8.0,-0.43999999999999995,-0.52,Middle,-0.7647058823529411,-0.8823529411764706,Equities
2006-06-02,IEF,-0.03864815460303239,2.0,-0.96,-0.96,Bottom,-0.5,-0.5,Bonds
2006-06-02,EEM,0.5953526920597574,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-06-02,QQQ,0.1110350369633395,12.0,-0.12,-0.12,Middle,-0.2941176470588235,-0.2941176470588235,Equities
2006-06-02,EFA,0.3776451159994587,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-06-02,EWJ,0.521692871529039,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-06-02,GLD,0.6122836332926023,26.0,0.96,0.96,Top,1.0,1.0,Commodities
2006-06-02,LQD,-0.025289993501539487,4.0,-0.76,-0.76,Bottom,0.5,0.5,Bonds
2006-06-02,SHY,0.014504082017388065,6.0,-0.6,-0.6,Bottom,1.0,1.0,Bonds
2006-06-02,IWM,0.26975995884374937,19.0,0.43999999999999995,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-06-02,IAU,0.6106508832999435,25.0,0.96,0.96,Top,-1.0,-1.0,Commodities
2006-06-02,VWO,0.6028753092775547,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-06-02,USO,,,,,,,,Commodities
2006-06-02,SLV,,,,,,,,Commodities
2006-06-02,DBA,,,,,,,,Commodities
2006-06-02,UUP,,,,,,,,FX
2006-06-02,MBB,,,,,,,,Bonds
2006-06-02,HYG,,,,,,,,Bonds
2006-06-02,BIL,,,,,,,,Bonds
2006-06-02,VEA,,,,,,,,Equities
2006-06-02,PDBC,,,,,,,,Commodities
2006-06-09,TIP,-0.01784827534361544,4.0,-0.76,-0.84,Bottom,0.5,0.0,Bonds
2006-06-09,SPY,0.09422412408975367,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-06-09,XLV,-0.011058102827823046,5.0,-0.6799999999999999,-0.6799999999999999,Bottom,-1.0,-1.0,Equities
2006-06-09,XLU,0.05066948212506084,10.0,-0.28,-0.28,Middle,-0.5294117647058824,-0.5294117647058824,Equities
2006-06-09,XLP,0.033358698758623406,7.0,-0.52,-0.52,Middle,-0.8823529411764706,-0.8823529411764706,Equities
2006-06-09,XLK,0.047284935707828435,9.0,-0.36,-0.36,Middle,-0.6470588235294117,-0.6470588235294117,Equities
2006-06-09,XLI,0.17742283943622827,17.0,0.28,0.19999999999999996,Middle,0.17647058823529416,0.17647058823529416,Equities
2006-06-09,XLF,0.1581598367113548,15.0,0.1200000000000001,0.1200000000000001,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-06-09,XLE,0.31498319556328824,20.0,0.52,0.6000000000000001,Middle,0.5294117647058822,0.6470588235294117,Equities
2006-06-09,XLB,0.22930249823691673,19.0,0.43999999999999995,0.3600000000000001,Middle,0.41176470588235303,0.2941176470588236,Equities
2006-06-09,VUG,0.07837327796113835,12.0,-0.12,-0.19999999999999996,Middle,-0.2941176470588235,-0.4117647058823529,Equities
2006-06-09,VTV,0.13141793301398663,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-06-09,VNQ,0.15984358891242678,16.0,0.19999999999999996,0.28,Middle,,,REITs
2006-06-09,TLT,-0.0913942725474699,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-06-09,XLY,0.037800768185437095,8.0,-0.43999999999999995,-0.43999999999999995,Middle,-0.7647058823529411,-0.7647058823529411,Equities
2006-06-09,IEF,-0.04021661423034295,2.0,-0.96,-0.96,Bottom,-0.5,-0.5,Bonds
2006-06-09,EEM,0.49594697824577416,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-06-09,QQQ,0.0746337300171318,11.0,-0.19999999999999996,-0.12,Middle,-0.4117647058823529,-0.2941176470588235,Equities
2006-06-09,EFA,0.33789596769117125,21.0,0.6000000000000001,0.52,Top,0.6470588235294117,0.5294117647058822,Equities
2006-06-09,EWJ,0.463967180153511,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-06-09,GLD,0.6687002470423788,26.0,0.96,0.96,Top,1.0,1.0,Commodities
2006-06-09,LQD,-0.023658007833577743,3.0,-0.84,-0.76,Bottom,0.0,0.5,Bonds
2006-06-09,SHY,0.015505641428460448,6.0,-0.6,-0.6,Bottom,1.0,1.0,Bonds
2006-06-09,IWM,0.19051622264125156,18.0,0.3600000000000001,0.43999999999999995,Middle,0.2941176470588236,0.41176470588235303,Equities
2006-06-09,IAU,0.6679157492390426,25.0,0.96,0.96,Top,-1.0,-1.0,Commodities
2006-06-09,VWO,0.5197033968405957,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-06-09,USO,,,,,,,,Commodities
2006-06-09,SLV,,,,,,,,Commodities
2006-06-09,DBA,,,,,,,,Commodities
2006-06-09,UUP,,,,,,,,FX
2006-06-09,MBB,,,,,,,,Bonds
2006-06-09,HYG,,,,,,,,Bonds
2006-06-09,BIL,,,,,,,,Bonds
2006-06-09,VEA,,,,,,,,Equities
2006-06-09,PDBC,,,,,,,,Commodities
2006-06-16,TIP,-0.012047752735572126,5.0,-0.6799999999999999,-0.76,Bottom,0.5,0.5,Bonds
2006-06-16,SPY,0.061535412128157274,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-06-16,XLV,-0.034387166950306636,2.0,-0.96,-0.6799999999999999,Bottom,-1.0,-1.0,Equities
2006-06-16,XLU,0.03145193501915178,10.0,-0.28,-0.28,Middle,-0.5294117647058824,-0.5294117647058824,Equities
2006-06-16,XLP,0.029313505273187213,9.0,-0.36,-0.52,Middle,-0.6470588235294117,-0.8823529411764706,Equities
2006-06-16,XLK,0.021730706405510558,8.0,-0.43999999999999995,-0.36,Middle,-0.7647058823529411,-0.6470588235294117,Equities
2006-06-16,XLI,0.1366551725686167,18.0,0.3600000000000001,0.28,Middle,0.2941176470588236,0.17647058823529416,Equities
2006-06-16,XLF,0.11983475634609975,16.0,0.19999999999999996,0.1200000000000001,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-06-16,XLE,0.18841910633184167,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-06-16,XLB,0.14039638165523094,19.0,0.43999999999999995,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-06-16,VUG,0.045144957504553274,12.0,-0.12,-0.12,Middle,-0.2941176470588235,-0.2941176470588235,Equities
2006-06-16,VTV,0.08818910590647522,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-06-16,VNQ,0.11245317784709452,15.0,0.1200000000000001,0.19999999999999996,Middle,,,REITs
2006-06-16,TLT,-0.0663150776653807,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-06-16,XLY,0.006805902685865783,6.0,-0.6,-0.43999999999999995,Bottom,-0.8823529411764706,-0.7647058823529411,Equities
2006-06-16,IEF,-0.02894185843736541,3.0,-0.84,-0.96,Bottom,-0.5,-0.5,Bonds
2006-06-16,EEM,0.3691006125226928,22.0,0.6799999999999999,0.76,Top,0.7647058823529411,0.8823529411764706,Equities
2006-06-16,QQQ,0.04231809992614899,11.0,-0.19999999999999996,-0.19999999999999996,Middle,-0.4117647058823529,-0.4117647058823529,Equities
2006-06-16,EFA,0.25997458148281827,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-06-16,EWJ,0.4049903948512301,24.0,0.8400000000000001,0.6799999999999999,Top,1.0,0.7647058823529411,Equities
2006-06-16,GLD,0.5030942064079043,26.0,0.96,0.96,Top,1.0,1.0,Commodities
2006-06-16,LQD,-0.012146857190911242,4.0,-0.76,-0.84,Bottom,0.0,0.0,Bonds
2006-06-16,SHY,0.016409257466575733,7.0,-0.52,-0.6,Middle,1.0,1.0,Bonds
2006-06-16,IWM,0.13604011555091233,17.0,0.28,0.3600000000000001,Middle,0.17647058823529416,0.2941176470588236,Equities
2006-06-16,IAU,0.5030886416424056,25.0,0.96,0.96,Top,-1.0,-1.0,Commodities
2006-06-16,VWO,0.3774595172008268,23.0,0.76,0.8400000000000001,Top,0.8823529411764706,1.0,Equities
2006-06-16,USO,,,,,,,,Commodities
2006-06-16,SLV,,,,,,,,Commodities
2006-06-16,DBA,,,,,,,,Commodities
2006-06-16,UUP,,,,,,,,FX
2006-06-16,MBB,,,,,,,,Bonds
2006-06-16,HYG,,,,,,,,Bonds
2006-06-16,BIL,,,,,,,,Bonds
2006-06-16,VEA,,,,,,,,Equities
2006-06-16,PDBC,,,,,,,,Commodities
2006-06-23,TIP,-0.01715286973412844,4.0,-0.76,-0.6799999999999999,Bottom,0.5,0.5,Bonds
2006-06-23,SPY,0.0936741485168513,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-06-23,XLV,-0.008234928323537893,5.0,-0.6799999999999999,-0.96,Bottom,-1.0,-1.0,Equities
2006-06-23,XLU,0.04093735843872537,8.0,-0.43999999999999995,-0.28,Middle,-0.7647058823529411,-0.5294117647058824,Equities
2006-06-23,XLP,0.07564777395011713,12.0,-0.12,-0.36,Middle,-0.2941176470588235,-0.6470588235294117,Equities
2006-06-23,XLK,0.04563438924280927,9.0,-0.36,-0.43999999999999995,Middle,-0.6470588235294117,-0.7647058823529411,Equities
2006-06-23,XLI,0.18163990559169396,18.0,0.3600000000000001,0.3600000000000001,Middle,0.2941176470588236,0.2941176470588236,Equities
2006-06-23,XLF,0.14386738913847608,15.0,0.1200000000000001,0.19999999999999996,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-06-23,XLE,0.2364552718005528,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-06-23,XLB,0.2128421698733265,19.0,0.43999999999999995,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-06-23,VUG,0.07366101071552089,11.0,-0.19999999999999996,-0.12,Middle,-0.4117647058823529,-0.2941176470588235,Equities
2006-06-23,VTV,0.11977979568848518,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-06-23,VNQ,0.1519260557222113,16.0,0.19999999999999996,0.1200000000000001,Middle,,,REITs
2006-06-23,TLT,-0.0886511222454821,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-06-23,XLY,0.03255797145366324,7.0,-0.52,-0.6,Middle,-0.8823529411764706,-0.8823529411764706,Equities
2006-06-23,IEF,-0.037432013097978056,2.0,-0.96,-0.84,Bottom,-0.5,-0.5,Bonds
2006-06-23,EEM,0.3666655752964372,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-06-23,QQQ,0.07149164241383099,10.0,-0.28,-0.19999999999999996,Middle,-0.5294117647058824,-0.4117647058823529,Equities
2006-06-23,EFA,0.27949605715675263,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-06-23,EWJ,0.40320936788463624,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-06-23,GLD,0.48291563123852876,26.0,0.96,0.96,Top,1.0,1.0,Commodities
2006-06-23,LQD,-0.024617741577403485,3.0,-0.84,-0.76,Bottom,0.0,0.0,Bonds
2006-06-23,SHY,0.015811656605885016,6.0,-0.6,-0.52,Bottom,1.0,1.0,Bonds
2006-06-23,IWM,0.1784311577837272,17.0,0.28,0.28,Middle,0.17647058823529416,0.17647058823529416,Equities
2006-06-23,IAU,0.4825781221324341,25.0,0.96,0.96,Top,-1.0,-1.0,Commodities
2006-06-23,VWO,0.38095414264931127,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-06-23,USO,,,,,,,,Commodities
2006-06-23,SLV,,,,,,,,Commodities
2006-06-23,DBA,,,,,,,,Commodities
2006-06-23,UUP,,,,,,,,FX
2006-06-23,MBB,,,,,,,,Bonds
2006-06-23,HYG,,,,,,,,Bonds
2006-06-23,BIL,,,,,,,,Bonds
2006-06-23,VEA,,,,,,,,Equities
2006-06-23,PDBC,,,,,,,,Commodities
2006-06-30,TIP,-0.008420205299377148,4.0,-0.76,-0.76,Bottom,0.5,0.5,Bonds
2006-06-30,SPY,0.0938988871362263,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-06-30,XLV,0.006362371074580819,5.0,-0.6799999999999999,-0.6799999999999999,Bottom,-1.0,-1.0,Equities
2006-06-30,XLU,0.046340674217631106,9.0,-0.36,-0.43999999999999995,Middle,-0.6470588235294117,-0.7647058823529411,Equities
2006-06-30,XLP,0.06562525212272075,10.0,-0.28,-0.12,Middle,-0.5294117647058824,-0.2941176470588235,Equities
2006-06-30,XLK,0.04416041243206381,8.0,-0.43999999999999995,-0.36,Middle,-0.7647058823529411,-0.6470588235294117,Equities
2006-06-30,XLI,0.18090122072115422,18.0,0.3600000000000001,0.3600000000000001,Middle,0.2941176470588236,0.2941176470588236,Equities
2006-06-30,XLF,0.14719483756859209,15.0,0.1200000000000001,0.1200000000000001,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-06-30,XLE,0.2545854720469294,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-06-30,XLB,0.2320695531866248,19.0,0.43999999999999995,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-06-30,VUG,0.07700872131334124,11.0,-0.19999999999999996,-0.19999999999999996,Middle,-0.4117647058823529,-0.4117647058823529,Equities
2006-06-30,VTV,0.12721961110113678,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-06-30,VNQ,0.16061535377721703,17.0,0.28,0.19999999999999996,Middle,,,REITs
2006-06-30,TLT,-0.07040482483296018,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-06-30,XLY,0.041124310730591196,7.0,-0.52,-0.52,Middle,-0.8823529411764706,-0.8823529411764706,Equities
2006-06-30,IEF,-0.023489967195501782,2.0,-0.96,-0.96,Bottom,-0.5,-0.5,Bonds
2006-06-30,EEM,0.3592859993029214,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-06-30,QQQ,0.08258858202326302,12.0,-0.12,-0.28,Middle,-0.2941176470588235,-0.5294117647058824,Equities
2006-06-30,EFA,0.2944107247925485,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-06-30,EWJ,0.40833767804026166,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-06-30,GLD,0.48711941136810144,25.0,0.96,0.96,Top,-1.0,1.0,Commodities
2006-06-30,LQD,-0.018689302904008387,3.0,-0.84,-0.84,Bottom,0.0,0.0,Bonds
2006-06-30,SHY,0.019759508784493285,6.0,-0.6,-0.6,Bottom,1.0,1.0,Bonds
2006-06-30,IWM,0.15497927998182282,16.0,0.19999999999999996,0.28,Middle,0.17647058823529416,0.17647058823529416,Equities
2006-06-30,IAU,0.48806735698344395,26.0,0.96,0.96,Top,1.0,-1.0,Commodities
2006-06-30,VWO,0.36145120540937703,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-06-30,USO,,,,,,,,Commodities
2006-06-30,SLV,,,,,,,,Commodities
2006-06-30,DBA,,,,,,,,Commodities
2006-06-30,UUP,,,,,,,,FX
2006-06-30,MBB,,,,,,,,Bonds
2006-06-30,HYG,,,,,,,,Bonds
2006-06-30,BIL,,,,,,,,Bonds
2006-06-30,VEA,,,,,,,,Equities
2006-06-30,PDBC,,,,,,,,Commodities
2006-07-07,TIP,-0.003466827258949312,6.0,-0.6,-0.76,Bottom,0.5,0.5,Bonds
2006-07-07,SPY,0.04726462147494659,12.0,-0.12,-0.040000000000000036,Middle,-0.2941176470588235,-0.17647058823529416,Equities
2006-07-07,XLV,-0.017186307070486295,5.0,-0.6799999999999999,-0.6799999999999999,Bottom,-0.8823529411764706,-1.0,Equities
2006-07-07,XLU,0.039519782388362845,11.0,-0.19999999999999996,-0.36,Middle,-0.4117647058823529,-0.6470588235294117,Equities
2006-07-07,XLP,0.04980207317650276,13.0,-0.040000000000000036,-0.28,Middle,-0.17647058823529416,-0.5294117647058824,Equities
2006-07-07,XLK,-0.018258252863566304,3.0,-0.84,-0.43999999999999995,Bottom,-1.0,-0.7647058823529411,Equities
2006-07-07,XLI,0.11644271340350243,17.0,0.28,0.3600000000000001,Middle,0.2941176470588236,0.2941176470588236,Equities
2006-07-07,XLF,0.11353071692836303,16.0,0.19999999999999996,0.1200000000000001,Middle,0.17647058823529416,0.05882352941176472,Equities
2006-07-07,XLE,0.15153103386930855,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-07-07,XLB,0.12469084214794468,18.0,0.3600000000000001,0.43999999999999995,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-07-07,VUG,0.021310782847731025,10.0,-0.28,-0.19999999999999996,Middle,-0.5294117647058824,-0.4117647058823529,Equities
2006-07-07,VTV,0.08695427837554548,15.0,0.1200000000000001,0.040000000000000036,Middle,0.05882352941176472,-0.05882352941176472,Equities
2006-07-07,VNQ,0.1333931644652262,19.0,0.43999999999999995,0.28,Middle,,,REITs
2006-07-07,TLT,-0.05454738349316568,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-07-07,XLY,-0.0031224829628870854,7.0,-0.52,-0.52,Middle,-0.7647058823529411,-0.8823529411764706,Equities
2006-07-07,IEF,-0.018966295809120792,2.0,-0.96,-0.96,Bottom,-0.5,-0.5,Bonds
2006-07-07,EEM,0.20925512713247008,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-07-07,QQQ,0.013207804825127845,8.0,-0.43999999999999995,-0.12,Middle,-0.6470588235294117,-0.2941176470588235,Equities
2006-07-07,EFA,0.19769437357048858,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-07-07,EWJ,0.2614574483211993,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-07-07,GLD,0.4304307421644571,26.0,0.96,0.96,Top,1.0,-1.0,Commodities
2006-07-07,LQD,-0.01749614539674771,4.0,-0.76,-0.84,Bottom,0.0,0.0,Bonds
2006-07-07,SHY,0.01874598972547914,9.0,-0.36,-0.6,Middle,1.0,1.0,Bonds
2006-07-07,IWM,0.06384105726203848,14.0,0.040000000000000036,0.19999999999999996,Middle,-0.05882352941176472,0.17647058823529416,Equities
2006-07-07,IAU,0.42472227700734266,25.0,0.96,0.96,Top,-1.0,1.0,Commodities
2006-07-07,VWO,0.22185547060865485,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-07-07,USO,,,,,,,,Commodities
2006-07-07,SLV,,,,,,,,Commodities
2006-07-07,DBA,,,,,,,,Commodities
2006-07-07,UUP,,,,,,,,FX
2006-07-07,MBB,,,,,,,,Bonds
2006-07-07,HYG,,,,,,,,Bonds
2006-07-07,BIL,,,,,,,,Bonds
2006-07-07,VEA,,,,,,,,Equities
2006-07-07,PDBC,,,,,,,,Commodities
2006-07-14,TIP,0.0018327021572774882,8.0,-0.43999999999999995,-0.6,Middle,0.5,0.5,Bonds
2006-07-14,SPY,0.03307606061240875,11.0,-0.19999999999999996,-0.12,Middle,-0.4117647058823529,-0.2941176470588235,Equities
2006-07-14,XLV,-0.025277255683644584,3.0,-0.84,-0.6799999999999999,Bottom,-0.8823529411764706,-0.8823529411764706,Equities
2006-07-14,XLU,0.035630113428816834,12.0,-0.12,-0.19999999999999996,Middle,-0.2941176470588235,-0.4117647058823529,Equities
2006-07-14,XLP,0.03784678444182754,13.0,-0.040000000000000036,-0.040000000000000036,Middle,-0.17647058823529416,-0.17647058823529416,Equities
2006-07-14,XLK,-0.03336502427653276,2.0,-0.96,-0.84,Bottom,-1.0,-1.0,Equities
2006-07-14,XLI,0.12568328283292018,18.0,0.3600000000000001,0.28,Middle,0.41176470588235303,0.2941176470588236,Equities
2006-07-14,XLF,0.0726349692752537,16.0,0.19999999999999996,0.19999999999999996,Middle,0.17647058823529416,0.17647058823529416,Equities
2006-07-14,XLE,0.18464837155764835,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-07-14,XLB,0.12410135651481546,17.0,0.28,0.3600000000000001,Middle,0.2941176470588236,0.41176470588235303,Equities
2006-07-14,VUG,0.011258877687053692,9.0,-0.36,-0.28,Middle,-0.5294117647058824,-0.5294117647058824,Equities
2006-07-14,VTV,0.07126533653247291,15.0,0.1200000000000001,0.1200000000000001,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-07-14,VNQ,0.1270693782710055,19.0,0.43999999999999995,0.43999999999999995,Middle,,,REITs
2006-07-14,TLT,-0.0635678042993707,1.0,-0.96,-0.96,Bottom,-1.0,-1.0,Bonds
2006-07-14,XLY,-0.019148277651656942,6.0,-0.6,-0.52,Bottom,-0.7647058823529411,-0.7647058823529411,Equities
2006-07-14,IEF,-0.0225369604756539,5.0,-0.6799999999999999,-0.96,Bottom,0.0,-0.5,Bonds
2006-07-14,EEM,0.19986751440646655,22.0,0.6799999999999999,0.6799999999999999,Top,0.7647058823529411,0.7647058823529411,Equities
2006-07-14,QQQ,-0.010405682912625003,7.0,-0.52,-0.43999999999999995,Middle,-0.6470588235294117,-0.6470588235294117,Equities
2006-07-14,EFA,0.18601227758348604,21.0,0.6000000000000001,0.6000000000000001,Top,0.6470588235294117,0.6470588235294117,Equities
2006-07-14,EWJ,0.27055326111598466,24.0,0.8400000000000001,0.8400000000000001,Top,1.0,1.0,Equities
2006-07-14,GLD,0.37170038886326107,26.0,0.96,0.96,Top,1.0,1.0,Commodities
2006-07-14,LQD,-0.022571521943716144,4.0,-0.76,-0.76,Bottom,-0.5,0.0,Bonds
2006-07-14,SHY,0.0173314995422722,10.0,-0.28,-0.36,Middle,1.0,1.0,Bonds
2006-07-14,IWM,0.052807032664228704,14.0,0.040000000000000036,0.040000000000000036,Middle,-0.05882352941176472,-0.05882352941176472,Equities
2006-07-14,IAU,0.37128603679727723,25.0,0.96,0.96,Top,-1.0,-1.0,Commodities
2006-07-14,VWO,0.20122713469460063,23.0,0.76,0.76,Top,0.8823529411764706,0.8823529411764706,Equities
2006-07-14,USO,,,,,,,,Commodities
2006-07-14,SLV,,,,,,,,Commodities
2006-07-14,DBA,,,,,,,,Commodities
2006-07-14,UUP,,,,,,,,FX
2006-07-14,MBB,,,,,,,,Bonds
2006-07-14,HYG,,,,,,,,Bonds
2006-07-14,BIL,,,,,,,,Bonds
2006-07-14,VEA,,,,,,,,Equities
2006-07-14,PDBC,,,,,,,,Commodities
2006-07-21,TIP,-0.007091425969941945,8.0,-0.43999999999999995,-0.43999999999999995,Middle,0.5,0.5,Bonds
2006-07-21,SPY,0.025491956229018342,11.0,-0.19999999999999996,-0.19999999999999996,Middle,-0.4117647058823529,-0.4117647058823529,Equities
2006-07-21,XLV,-0.03251258280436553,4.0,-0.76,-0.84,Bottom,-0.7647058823529411,-0.8823529411764706,Equities
2006-07-21,XLU,0.028180941911245316,12.0,-0.12,-0.12,Middle,-0.2941176470588235,-0.2941176470588235,Equities
2006-07-21,XLP,0.04360569066906872,14.0,0.040000000000000036,-0.040000000000000036,Middle,-0.05882352941176472,-0.17647058823529416,Equities
2006-07-21,XLK,-0.03782246348673457,3.0,-0.84,-0.96,Bottom,-0.8823529411764706,-1.0,Equities
2006-07-21,XLI,0.1076702979515829,19.0,0.43999999999999995,0.3600000000000001,Middle,0.41176470588235303,0.41176470588235303,Equities
2006-07-21,XLF,0.07367070214549543,16.0,0.19999999999999996,0.19999999999999996,Middle,0.17647058823529416,0.17647058823529416,Equities
2006-07-21,XLE,0.14013302369816572,20.0,0.52,0.52,Middle,0.5294117647058822,0.5294117647058822,Equities
2006-07-21,XLB,0.10258126535929057,18.0,0.3600000000000001,0.28,Middle,0.2941176470588236,0.2941176470588236,Equities
2006-07-21,VUG,-0.0006463037259067939,9.0,-0.36,-0.36,Middle,-0.5294117647058824,-0.5294117647058824,Equities
2006-07-21,VTV,0.06519386901102031,15.0,0.1200000000000001,0.1200000000000001,Middle,0.05882352941176472,0.05882352941176472,Equities
2006-07-21,VNQ,0.09601189896891205,17.0,0.28,0.43999999999999995,Middle,,,REITs
