ticker,name,sector,index,source_url,fetch_date,diagnostic_label
AMAT,Applied Materials,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
APP,AppLovin,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
APTV,Aptiv,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ACGL,Arch Capital Group,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ADM,Archer Daniels Midland,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ARES,Ares Management,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ANET,Arista Networks,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AJG,Arthur J. Gallagher & Co.,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AIZ,Assurant,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
T,AT&T,Communication Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ATO,Atmos Energy,Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ADSK,Autodesk,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ADP,Automatic Data Processing,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AZO,AutoZone,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AVB,AvalonBay Communities,Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AVY,Avery Dennison,Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AXON,Axon Enterprise,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BKR,Baker Hughes,Energy,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BALL,Ball Corporation,Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BAC,Bank of America,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BAX,Baxter International,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BDX,Becton Dickinson,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BRK-B,Berkshire Hathaway,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BBY,Best Buy,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
TECH,Bio-Techne,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BIIB,Biogen,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BLK,BlackRock,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BX,Blackstone Inc.,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
XYZ,"Block, Inc.",Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BK,BNY Mellon,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BA,Boeing,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BKNG,Booking Holdings,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BSX,Boston Scientific,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BMY,Bristol Myers Squibb,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
AVGO,Broadcom,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BR,Broadridge Financial Solutions,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BRO,Brown & Brown,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BF-B,Brown–Forman,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BLDR,Builders FirstSource,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BG,Bunge Global,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BXP,"BXP, Inc.",Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHRW,C.H. Robinson,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CDNS,Cadence Design Systems,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPT,Camden Property Trust,Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPB,Campbell's Company (The),Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COF,Capital One,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAH,Cardinal Health,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CCL,Carnival,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CARR,Carrier Global,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVNA,Carvana,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CASY,Casey's,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAT,Caterpillar Inc.,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CBOE,Cboe Global Markets,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CBRE,CBRE Group,Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CDW,CDW Corporation,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COR,Cencora,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CNC,Centene Corporation,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CNP,CenterPoint Energy,Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CF,CF Industries,Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRL,Charles River Laboratories,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
SCHW,Charles Schwab Corporation,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHTR,Charter Communications,Communication Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVX,Chevron Corporation,Energy,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMG,Chipotle Mexican Grill,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CB,Chubb Limited,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CHD,Church & Dwight,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CIEN,Ciena,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CI,Cigna,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CINF,Cincinnati Financial,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTAS,Cintas,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSCO,Cisco,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
C,Citigroup,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CFG,Citizens Financial Group,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CLX,Clorox,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CME,CME Group,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMS,CMS Energy,Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
KO,Coca-Cola Company (The),Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTSH,Cognizant,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COHR,Coherent Corp.,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COIN,Coinbase,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CL,Colgate-Palmolive,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMCSA,Comcast,Communication Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FIX,Comfort Systems USA,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CAG,Conagra Brands,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COP,ConocoPhillips,Energy,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ED,Consolidated Edison,Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
STZ,Constellation Brands,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CEG,Constellation Energy,Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COO,Cooper Companies (The),Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPRT,Copart,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GLW,Corning Inc.,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CPAY,Corpay,Financials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTVA,Corteva,Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSGP,CoStar Group,Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COST,Costco,Consumer Staples,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRH,CRH plc,Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRWD,CrowdStrike,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CCI,Crown Castle,Real Estate,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSX,CSX Corporation,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMI,Cummins,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVS,CVS Health,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DHR,Danaher Corporation,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DRI,Darden Restaurants,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DDOG,Datadog,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVA,DaVita,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DECK,Deckers Brands,Consumer Discretionary,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DE,Deere & Company,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DELL,Dell Technologies,Information Technology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DAL,Delta Air Lines,Industrials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVN,Devon Energy,Energy,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DXCM,Dexcom,Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FANG,Diamondback Energy,Energy,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-07,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
