cik10,ticker
0001030469,OFG
0001265131,HTH
0000940942,HUBG
0001365135,WU
0001804745,DRVN
0000914156,UFPT
0000891014,MTX
0001806837,VERX
0001077183,NEO
0000885245,BKE
0001468748,KOD
0000887905,LTC
0001468328,ADUS
0001688757,ESTA
0000885639,KSS
0000893949,MD
0000907242,MCRI
0000712537,FCF
0001368514,ADMA
0000715787,TILE
0000876883,STGW
0001600620,AUPH
0001280058,BLKB
0001362468,ALGT
0001262976,CMPR
0001050377,CNXN
0001469367,RUN
0000897077,ALG
0001652535,ICHR
0001526113,GNL
0001529274,ALKT
0001419612,SEDG
0001042893,INVX
0000034782,SRCE
0001980088,MNR
0001709682,CTOS
0001645113,NVCR
0001937653,ZYME
0001046568,PRDO
0001981599,CTRI
0001819928,DV
0001733998,NWN
0001585364,PRGO
0001084961,ECPG
0000850141,HMN
0000094344,STC
0000887359,VCEL
0001295810,SHO
0001409970,HAPN
0001798100,NTST
0000876523,EZPW
0001739566,UTZ
0000726854,CHCO
0002032966,TIC
0001784535,PRCH
0000109177,SPB
0001474098,PEB
0001477720,ASAN
0001052752,GTY
0001589526,BLBD
0001551306,PGNY
0000042682,GRC
0001000753,NSP
0000074303,OLN
0001326732,XNCR
0001439222,AGIO
0001803599,CNXC
0001804176,BFLY
0001612720,NEXT
0001443669,PRLB
0000080035,PLPC
0001601830,RXRX
0001712189,TH
0001022321,GEL
0001120914,PDFS
0001706431,VIR
0000006955,EPAC
0001868941,FLNC
0001883085,PGY
0000354707,HE
0001657788,KRP
0001084048,ZD
0001083446,ASTH
0001666134,BL
0000921557,RBCAA
0000714395,GABC
0001004702,OCFC
0001475841,NBHC
0001832511,PIII
0001638833,SGRY
0001688568,DXC
0001671927,IMCR
0001857816,GCT
0001158895,LMAT
0001811210,LCID
0001968487,WS
0001816590,CMPS
0001527753,PSNL
0001395937,SNDX
0001576940,CCS
0001564902,PRKS
0001462120,LOB
0001609550,INSP
0000846617,DCOM
0001075415,DHC
0001314727,SONO
0001559865,EVTC
0001013934,STRA
0001534675,TGLS
0001043000,SNDA
0000789460,WKC
0000876167,PRGS
0001128361,HOPE
0001585389,SMA
0000042582,GT
0001709442,FSUN
0000719220,STBA
0001580808,ATEN
0001652130,NTLA
0001323468,GLP
0001616000,XHR
0000819793,AIN
0001411342,EFC
0001702750,BY
0001282631,NLST
0001967649,VSTS
0001158463,JBLU
0000356171,TCBK
0000949870,SAM
0001746109,BFC
0001941365,MBC
0000907471,CASH
0001866692,AMPL
0001522540,MQ
0000834365,BLFS
0000810136,PLAB
0001500217,AAT
0000110471,WWW
0000910612,CBL
0001512499,LIND
0001304492,ATEX
0001307954,HUN
0001000694,NVAX
0001965040,FTRE
0000906465,QCRH
0001984060,AESI
0001516912,OBK
0001795139,GTBIF
0001577526,AI
0001511337,RLJ
0001712184,LILA
0001539638,TFIN
0001651562,COUR
0001062231,DCH
0001509991,KOS
0000860748,KMPR
0001023024,ANIP
0001777835,PWP
0000026058,CTS
0000712771,CNOB
0000037785,FMC
0000046129,ALNT
0000703604,DSGR
0001883313,SVV
0001879016,IE
0001999001,FUN
0001362004,ICFI
0000050493,IMKTA
0001677576,IIPR
0000066382,MLKN
0000785956,JJSF
0001670541,ADNT
0001808834,PRG
0001368458,SBH
0000926326,OMCL
0001530721,CPRI
0001867096,XERS
0001069899,PAHC
0001080014,INVA
0001756655,ARDT
0000030697,WEN
0001746618,RVLV
0000945114,GIC
0001047340,DMC
0001172052,SAFT
0001515673,RARE
0001290677,TPB
0000721994,LKFN
0001736946,ARLO
0001490978,SDGR
0000731012,HCSG
0001822492,HLMN
0001831097,AGL
0000816956,CNMD
0001517228,VISN
0000895419,WOLF
0001823608,AMAL
0001497770,WD
0001964333,BHRB
0001350653,ATEC
0001834376,INNV
0001632790,ENR
0001360214,HROW
0000742278,RES
0000094049,SCL
0001531031,ESQ
0000101199,UFCS
0000318300,PEBO
0001172358,DMLP
0001005817,TMP
0000880807,AMSC
0001856485,SLVM
0001406587,FOR
0001767258,XPEL
0000842633,TRS
0000350852,CTBI
0001680247,PUMP
0001514416,BAND
0001805077,EOSE
0000912562,ROCK
0001836981,BBAI
0001853145,EVCM
0001482512,HPP
0001541401,ESRT
0001438133,TNDM
0001163739,NBR
0001743759,CRSR
0000744187,REX
0000311094,WABC
0000933974,AZTA
0001569345,CXM
0001670076,ULCC
0001285819,OMER
0000700565,FMBH
0001481582,RYZ
0000752642,UMH
0001789972,CGEM
0001992243,TE
0001997859,WBTN
0001591588,GOLD
0000003499,ALX
0000923120,GBX
0000890564,EFOR
0000775215,HBT
0001096752,EPC
0001128928,FLO
0001766400,PNTG
0000088948,SENEA
0001764046,CLVT
0000069633,NSSC
0001710155,EYE
0001857475,DOLE
0001479681,NUTX
0001235468,LQDT
0000884219,PRSU
0000791963,OPY
0000057131,LZB
0001142750,AMN
0000357173,OSBC
0001370450,WLDN
0000899460,MNKD
0001518621,ORC
0000917520,IART
0000317788,APPS
0001588978,PRCT
0000851310,HLIT
0001525221,VTOL
0001830033,PCT
0001180262,HLF
0001580670,LGIH
0001821586,MLTX
0001860543,CDRE
0001013488,BJRI
0000070866,VYX
0000836157,LNN
0001669811,DFIN
0000903129,THRM
0001553079,ESBA
0001825088,DFH
0001577670,LADR
0000784199,AORT
0001817713,JANX
0001875444,ARHS
0001060822,CRI
0001488139,AMRC
0000891166,UVE
0001726173,BH-A
0001620393,NXRT
0000097134,TNC
0001771515,GO
0000944809,OPK
0001261654,UTI
0001067294,CBRL
0001371285,TRUP
0001334978,CCO
0001042776,PDM
0001827090,CERT
0001772016,BRBR
0001578732,MMI
0001326200,GNK
0001794515,GTM
0001656472,CRON
0001831651,SHLS
0001573221,REAL
0000314203,MUX
0001046025,HFWA
0000069488,MYE
0000886128,FCEL
0001622194,DEA
0001018164,WLFC
0000918965,SCSC
0001809519,GDRX
0001637873,ACVA
0000885978,USPH
0001422143,KURA
0000718937,STAA
0000799167,MRTN
0001345016,YELP
0000821002,GIII
0001005210,SPH
0000102212,UVSP
0001734342,AMTB
0001828962,CRCT
0001476034,MCB
0001770121,SANA
0001275168,FSBC
0001057060,HZO
0001603145,XIFR
0000908315,WINA
0001477449,TDOC
0000102037,UVV
0000907254,BFS
0000071829,NPKI
0001802974,AVO
0001708035,ECVT
0000027996,DLX
0002002473,BOW
0000933036,UPBD
0001627475,UPWK
0000066004,MSEX
0000812074,OI
0001490906,CFFN
0001789029,AEVA
0001526520,TRIP
0001309402,GPRE
0001042729,MBWM
0001053706,CRAI
0001568100,PD
0001420800,ENOV
0001117297,QNST
0001922446,DEC
0000883237,VRTS
0001253986,ABR
0001227654,CMP
0001630805,BW
0000080172,NPK
0001423221,NX
0001734713,BV
0001396814,PCRX
0001286139,LZ
0001227500,EQBK
0001840502,TBLA
0001001385,NWPX
0001624322,BFST
0000736772,CCNE
0000716314,GHM
0001747068,MCBS
0000844965,TTI
0000706129,HBNC
0001792849,HPK
0000792987,ASTE
0001979330,NBBK
0001702744,SMPL
0001598665,HRTG
0000886744,GERN
0001447362,CSTL
0001062822,LXRX
0001971213,SBGI
0001085913,FMCB
0000357301,TRST
0001297184,AMPH
0000945394,SVC
0000701347,CPF
0000750686,CAC
0000755001,UTL
0000705432,SBSI
0000930420,KFRC
0001287213,PLOW
0001437402,ARDX
0000709283,QMCO
0001409493,CIM
0001257640,KRO
0001698991,ACEL
0001758021,KRT
0000799233,HTLD
0001665988,BVS
0001906324,QDEL
0001631574,WVE
0001714174,BUR
0000709337,FMNB
0001109242,HAFC
0000879635,MPB
0000714562,THFF
0001750284,OLMA
0001881487,ACDC
0001841968,RPC
0000798359,CSR
0001137091,PSIX
0000915779,DAKT
0001579684,TDAY
0000859070,FCBC
0000093389,SMP
0001528115,ANNX
0001401257,FET
0001828791,DSP
0001001614,REPX
0000031235,KODK
0001831481,SOC
0001034842,RIGL
0001557746,ACRS
0001479615,SLN
0001055160,MFA
0001424929,FOXF
0001689796,JBGS
0001315257,KOP
0001593538,NAVI
0001805385,EVLV
0001828105,HIPO
0001379041,EIG
0001538379,IBTA
0000928658,CVLG
0000108385,WRLD
0000915840,BZH
0000726601,CCBG
0001038773,SMBK
0001583107,TBPH
0001467760,ARI
0001345126,CODI
0001640428,EVER
0000107687,WGO
0001788882,ROOT
0001514705,SXC
0001273685,ADAM
0000854560,GSBC
0001538849,CAPL
0001846069,NXDR
0001725255,AHCO
0001576427,CRTO
0001597033,SABR
0001163668,SPFI
0001050441,EGBN
0001840572,LUCK
0001095565,HSTM
0000928054,FTK
0000826154,ORRF
0000880117,JBSS
0000903419,ALRS
0000062234,MCS
0001828016,PLTK
0000810332,RJET
0001546417,BLMN
0001487952,VPG
0000807863,MITK
0001687187,METC
0001833197,SWIM
0001559432,TXO
0000006845,APOG
0001462056,BLZE
0001201792,APEI
0001459839,SIBN
0001650648,FDMT
0001598428,MTUS
0001325964,LWLG
0001050743,PGC
0000902791,BBSI
0000862831,FISI
0001657853,HTZ
0000708821,PAR
0000916907,SMBC
0001477815,SG
0000732417,HBIA
0000060714,LXU
0001286613,LINC
0001810019,RXT
0001819796,GCMG
0001501989,CTMX
0000023795,CTO
0001124524,CYRX
0000099302,TRNS
0001035092,SHBI
0000788965,HNRG
0001538263,HTB
0001681622,VREX
0001109116,EVC
0001823652,EVEX
0001826470,WOOF
0000061986,MTW
0001604665,WLKP
0000039311,IBCP
0001437958,CCB
0001530804,TROX
0000737468,WASH
0001490281,GRPN
0001781730,TCBX
0001834488,NABL
0001853138,KDK
0001574197,FPH
0001387467,AOSL
0001841925,INDI
0001386278,GDOT
0001173489,CEVA
0000072573,MOV
0001806347,WEST
0000763532,LYTS
0001422930,PUBM
0001944558,VTS
0000901491,PZZA
0001426800,ASMB
0001789940,FWRG
0001560327,RPD
0001829576,CARE
0001437071,IVR
0001847590,BWMN
0000717538,AROW
0000357294,HOV
0001267565,COLL
0001828318,ENVX
0001692376,VEL
0001124105,GYRE
0001829864,TASK
0000800457,DGICA
0001127371,CWBC
0001056943,PFIS
0001185348,PRAA
0000724004,MLAB
0001520358,MAMA
0001562528,FBRT
0000708781,CASS
0001820721,ARRY
0001795815,BCAL
0001446847,IRWD
0001466026,MSBI
0001000623,MATV
0001828536,NRGV
0000354963,SHEN
0001839839,JBI
0001393726,TIPT
0001517375,SPT
0001704720,CNNE
0001737287,ALLO
0001071236,RRBI
0001412408,PHR
0000743367,BHB
0001436208,LEGH
0001819404,NRDY
0000076282,PKOH
0001495932,AGNT
0000866729,SCHL
0000715579,ACNB
0001785424,KPLT
0001928446,GRNT
0001376339,MDXG
0000916789,HELE
0000063296,MATW
0001759631,HYLN
0001617242,KRNY
0001743725,GDYN
0001793229,CTEV
0001866633,CCSI
0001614178,YEXT
0001547459,NGVC
0001301787,BXC
0000103595,VLGEA
0001824403,RSVR
0001173514,HY
0001234006,GOOD
0001476045,CLDT
0001818383,MAX
0001530979,HNST
0001327688,OOMA
0000924822,MLR
0001818502,OPFI
0001625278,NRDS
0000025475,CRD-A
0000894627,EGY
0001275187,ANGO
0001683606,CARS
0001643615,ONT
0001497645,INN
0001731348,TLRY
0001682745,VRRM
0001409171,TITN
0001044777,OSPN
0000095029,RGR
0001570562,EOLS
0001831915,CTKB
0001521951,FBIZ
0001341317,BWB
0001436126,MG
0001070524,GCBC
0001655759,ARVN
0001630472,TRTX
0000764401,IIIN
0000912728,FWRD
0001090009,SFST
0001419536,CBNK
0000920427,UNTY
0001606757,KE
0001730463,AUTL
0001606163,LMB
0001318484,CTRN
0002064307,LOGC
0001717547,BRSP
0001590877,RGNX
0001163370,NRIM
0001857154,DNUT
0001609151,WEAV
0000055135,KELYA
0001425450,KIDS
0001638290,MCFT
0000879526,WNC
0001122904,NTGR
0000926282,ADTN
0001092796,SWBI
0000944745,CIVB
0001288403,WTI
0001958086,CLB
0001597672,RYAM
0000910638,DDD
0001844862,SLDP
0000798783,UHT
0000896156,ETD
0000930236,RWT
0000720858,ITIC
0001606909,PANL
0000065270,MEI
0001436425,HBCP
0001809104,ALIT
0001481792,QUAD
0001717307,ILPT
0001590976,MBUU
0001823794,ARKO
0001746129,BSVN
0001636651,OVID
0001421461,IPI
0000945983,CLMB
0001005229,CMCO
0001674930,FLGT
0000790816,BDN
0001016281,CSV
0000899751,TWI
0001505732,BWFG
0001772177,KRUS
0001533615,XRN
0001130144,BSRR
0001349436,SD
0001703956,BBCP
0001121484,OIS
0001720420,IBEX
0001020214,CERS
0001754226,OBT
0001514991,AMCX
0001158324,CCOI
0000803164,COFS
0000043196,GTN
0001616543,SENS
0000059255,VHI
0001559053,PRTA
0001385613,GLRE
0001766368,MEC
0001308208,ULH
0001874071,PDLB
0001166928,WTBA
0001650664,EDIT
0001027838,TCMD
0001401667,PBYI
0001631596,KREF
0001628908,EVH
0000792966,FMAO
0000788329,JOUT
0001320461,CPS
0001018979,AMSF
0000879585,ATNI
0000070487,NRC
0001821159,EVGO
0002024218,SMC
0001673985,ASIX
0001779128,SRTA
0000928340,CWCO
0001084991,NGS
0000810958,CZNC
0001606366,LOCO
0001830214,DNA
0001838615,ALTI
0001635282,RMNI
0001593899,AVIR
0001737927,CGC
0001662579,CCCC
0000075288,OXM
0000711669,CBAN
0001706946,SPCE
0001096056,LXFR
0001499422,RBB
0001653558,PRTH
0001401521,ACIC
0001768224,ARCT
0001403475,BMRC
0001848416,VRNO
0001769663,PBFS
0000041719,MAGN
0000216085,HVT
0001494904,GBLI
0001830043,BMBL
0001669779,CWH
0000934549,ACTG
0001634117,BNED
0001683695,IMXI
0001728688,IIIV
0001770450,XRX
0001400891,IHRT
0001901637,USCB
0000106532,WEYS
0001631569,CHCT
0001602658,ISTR
0001579733,VITL
0001495240,LAND
0001281895,RCKT
0001299130,PACB
0001831631,LDI
0001776661,ADV
0001002590,SGU
0000014707,CAL
0001709164,HBB
0000876427,MNRO
0001177648,ENTA
0000763563,CHMG
0001145986,ASPN
0001528356,GNE
0000712034,ACCO
0001108109,CYH
0001576942,SFIX
0001315399,PKBK
0001325670,FRST
0001392380,GEVO
0001774170,AIOT
0001277902,MVBF
0000069733,NATH
0001899883,FIP
0000049754,DIN
0001702780,OPTU
0000352825,FSTR
0000739421,CZFS
0001434621,TREE
0000018498,GCO
0000891532,PESI
0000765207,FNLC
0001171155,RLGT
0001423869,PCB
0000922864,AIV
0001699039,RNGR
0001384195,REI
0001421517,ERII
0001712463,PACK
0000796505,CLFD
0001041514,LSAK
0001569994,WSBF
0001768267,CRNC
0001537054,GOGO
0000895447,SHOE
0001013272,NWFL
0001725160,ZNTL
0001402829,ORN
0000884624,OFIX
0001820302,BKKT
0001847398,NECB
0000863110,ARTNA
0001023459,SLP
0002007596,TWFG
0001098972,AGEN
0001822928,HLLY
0001113809,BBW
0001855747,BLND
0001368265,CLNE
0001538716,OPRT
0001046050,TSBK
0001587987,NEWT
0000320121,TLS
0001273441,GTE
0001484778,TDUP
0001584549,VFF
0001708055,RBBN
0000842717,BRBS
0001590584,CVEO
0000727273,CDZI
0001806952,LYEL
0001842279,OPAL
0000835011,MGPI
0001500435,GPRO
0001617553,ZIP
0001762303,RCEL
0001729149,VMD
0001530249,FSBW
0000100378,TWIN
0001609804,OEC
0001720592,RPAY
0001484769,FUBO
0001675644,FVCB
0001441236,CLW
0002009684,SEG
0001730984,BCML
0000037472,FLXS
0001644378,RMR
0001382101,STRO
0000895456,RCKY
0001710482,JMSB
0000039092,FRD
0001872789,EMBC
0001347178,VNDA
0001641614,PMTS
0000799288,LE
0001871509,PTLO
0001098151,FDBC
0001367644,EBS
0001704711,FNKO
0001826600,MNTK
0001873529,KLC
0000789933,NC
0000778164,ALTO
0001630627,TMCI
0001681206,NODK
0001519401,RM
0000807882,JACK
0000913341,CFFI
0001327607,MYFW
0000832428,SSP
0000842517,ISBA
0000899923,MYGN
0000883569,FOSL
0001318008,ZUMZ
0001525769,PLAY
0000918541,NNBR
0001677703,CNDT
0000933034,STRT
0001761612,BCYC
0000866273,MTRX
0000003545,ALCO
0000768899,TBI
0001687932,JILL
0001072627,KWY
0001434316,FATE
0001913971,BPRN
0000873860,ONIT
0000893847,HWBK
0002018064,TTGT
0000700841,RCMT
0001356115,NXDT
0001072379,NWBO
0001527590,RC
0001831359,JWSMF
0000723646,FRAF
0000033992,KINS
0000897448,AMRN
0000033488,ESCA
0001464790,RILY
0001788999,XPER
0001009829,JAKK
0001000209,MFIN
0001453687,RNAC
0001125345,MGNX
0001057379,HCKT
0000898437,ANIK
0001157647,WNEB
0001074902,LCNB
0001810182,ALXO
0001689375,TRDA
0001754170,ASLE
0000896264,USNA
0001175680,CYDY
0000798287,PAMT
0001835856,BETR
0001653087,ALEC
0001023731,EGHT
0001625641,LAW
0001342423,LMNR
0001317945,OFLX
0000850429,TG
0001517022,AKBA
0000064472,GENC
0001162194,LAB
0000884144,ASUR
0001278027,BGS
0001319947,DBI
0001777393,CHPT
0001760689,MVST
0001111485,RXST
0001314052,AVXL
0001690334,SMHI
0001898795,LVWR
0000720500,ASYS
0001823584,AENT
0001562463,INBK
0000355948,RELL
0001778129,TSNDF
0001837014,SMRT
0001529377,ACRE
0001377789,AVNW
0001015383,POWW
0001371489,III
0000275053,NATR
0001885522,NMRA
0001701758,LOVE
0001114925,LTRX
0001337013,INFU
0000814585,MBI
0001792781,CURV
0001802156,XPOF
0000002098,ACU
0001500881,EU
0001023313,FORR
0001116463,OSUR
0001084869,FLWS
0001010086,SIGA
0001750735,MRBK
0001021561,NUS
0000318673,SNFCA
0001093672,PEBK
0001377630,NCMI
0001320854,RAIL
0001070680,CFBK
0001722010,OPBK
0001337298,FF
0001432133,KLTR
0000918251,MPAA
0001666291,CMTG
0001596961,RDNW
0000880641,EFSI
0000925528,HDSN
0001664710,KROS
0000935419,RICK
0001289945,SPOK
0000874501,OSG
0001821534,EXOD
0001493761,TBCH
0001393584,AMWL
0001661181,ORGO
0001357971,ESOA
0001512762,CHRS
0001476840,EXFY
0001640266,VYGR
0001514281,MITT
0001026655,CMT
0001043337,SRI
0001367859,CZWI
0001626450,CMRC
0001549346,SSTK
0001772921,ONEW
0001766478,AOMR
0001357874,DTIL
0001463972,VUZI
0000874396,LCUT
0001533924,AMPY
0000095574,SGC
0001655210,BYND
0000889609,CPSS
0001870940,AIRS
0000024090,CIA
0001674335,JELD
0001759824,ALTG
0001705110,ANGI
0000746514,NEN
0001393883,DHX
0001828588,HNVR
0001620459,JRVR
0000746838,UIS
0001819142,SES
0001808997,AOUT
0001505952,DOMO
0001478454,EBMT
0000058361,LEE
0001693577,MNSB
0000065312,EVI
0001771910,ADCT
0001649744,DLTH
0000031107,EML
0001816431,QSI
0001005286,LFCR
0001801661,FIRY
0000010329,BSET
0001878897,DOUG
0001952976,NLOP
0000931148,EAF
0001171759,RRGB
0001200375,CDXS
0001828937,FOA
0001819516,UP
0001228454,BCBP
0001873923,ONL
0001059142,GHI
0000894315,SITC
0000104894,ELME
0001679268,TUSK
0001615063,INSE
0000315374,HURC
0000948320,LFMD
0001448431,OPRX
0001055726,INO
0001632127,CABO
0001294133,INGN
0000913277,CLAR
0000034067,BOOM
0001036262,INTT
0000910329,MED
0001077688,HOFT
0001803914,PLBY
0001857853,COOK
0001574085,BHR
0001084765,RGP
0000095953,ACNT
0001649096,CLPR
0001524025,TLYS
0000100726,UFI
0001006655,EPM
0000738214,AMTX
0001290900,CVGI
0001007587,KVHI
0000318833,TISI
0001909747,JUSH
0001468327,RENT
0001503274,QTRX
0001636422,HCAT
0001891101,BRCC
0000072444,VXRT
0001953366,STHO
0000909494,TCX
0000798081,LAKE
0001612630,JYNT
0001340476,DRTTF
0001325702,MX
0001861795,DH
0001571776,CHMI
0001726445,SEER
0001556727,FNWB
0000751365,VIRC
0001499832,TSQ
0001409375,OESX
0000875657,ULBI
0001332551,ACR
0001006837,VATE
0001515156,ARQ
0001460329,FLNT
0001854139,ZVIA
0001680873,HFFG
0001898496,GETY
0001604464,ATRA
0001819574,BARK
0001604868,GRWG
0001756390,AAWH
0001495320,VRA
0001127537,LUNG
0001582982,CCLD
0001794783,SLQT
0001364954,CHGG
0001982518,SDHC
0001176334,MMLP
0000075252,ACH
0001556739,THRY
0001615165,VERI
0001828972,BZFD
0001437226,MHH
0000071557,NUVR
0001818093,SKIN
0001948455,ISPR
0001728117,GOSS
0001275158,NDLS
0001429764,BLNK
0001684144,ZOMDF
0001843724,LNZA
0001549966,SAMG
0001158172,SCOR
0001749723,NFE
0000849146,LFVN
0000891482,FLL
0001378950,PRTS
0001746473,PLRX
0001001115,GEOS
0001022652,INSG
0001699382,PMVP
0000005981,AVD
0001036044,INVE
0001013880,TTEC
0001856031,SEAT
0000910406,HAIN
0001484612,OM
0001001233,SGMOQ
0000818033,HRTX
0001462418,ASPS
0001041859,PLCE
0001823878,MYPS
0001774675,SKIL
0000101984,UEIC
0002055116,KG
0000785557,DLHC
0000886136,SGA
0001474903,BGSF
0001609809,MCRB
0001580864,VRM
0000884269,APT
0001758766,STEM
0000716634,RDI
0001819253,BTMD
0001805651,MKTW
0000018255,CATO
0001399520,STKS
0001132105,SPWH
0000065770,MVIS
0001703644,GPMT
0000894871,PAAI
0001454938,TEAD
0001813452,PLNH
0001082324,VHC
0000023197,CMTL
0000723603,CULP
0001031316,FSP
0001828161,FTCI
0001503802,KPTI
0001822359,DCGO
0001069530,FLNA
0001040130,PETS
0000813298,DXLG
0001123494,HBIO
0000921299,KYNB
0001780201,LVLU
0001772720,SPRU
0000911147,CNTY
0001425287,WKHS
0001805833,SST
0001738827,KLXE
0001522767,MRMD
0001138723,ARAY
0001662774,QNCX
0001333493,EHTH
0001759546,SNFI
0001442236,QRHC
0000722572,FKWL
0000719733,KTCC
0001346830,TVRD
0001333274,MERC
0001488039,ATOS
0001753162,FTHM
0001653909,BIRD
0001041657,UONE
0001666071,CDLX
0001232582,AHT
0000799850,CRMT
0001825024,OPAD
0001643953,PRPL
0001411690,BNGO
0000031667,EDUC
0001757715,ATER
0001505155,UPLD
0000908311,CMCT
0001870600,SBDS
0001821806,LESL
0001695295,HYFM
0001107421,TCRT
0001108205,CRIS
0001826892,BCAB
0001738177,CMBMF
0001347858,XXII
0001823466,NOTE
0000868278,PRPH
0001869699,ARKB
0001705181,ETCG
0001690437,BAR
0001483386,GLTR
0001464423,PMT
0001729997,GDLC
0001725210,ETHE
0001763415,BITB
0001708646,AAAU
0001723788,BITW
0001588489,GBTC
0001628063,SRG-PA
0001383082,DBA
0001383084,DBB
0001459862,PALL
0001472494,BNO
0001504461,NGL
0001732409,BCHG
0002015034,BTC
0001759124,IAUM
0002020455,ETH
0002013744,ETHW
0002000046,FETH
0001852317,FBTC
0001980994,IBIT
0001732406,LTCN
0001328237,DBC
0001171486,NRP
0001396878,UGA
0001460235,PPLT
0001464343,ATLCP
0001003078,MSM
0001177394,SNX
0001405528,USL
0001450922,SIVR
0001546652,OUNZ
0001353613,FXY
0001383057,DBP
0001278680,IAU
0001618181,GLDM
0001332174,GSG
0001479247,USCI
0001383062,DBE
0001408534,FGBIP
0001330568,SLV
0001376227,UNG
0001383058,DBO
0001383151,UUP
0001425292,UAN
0000049938,IMO
0000064996,MCY
0000832988,SIG
0000716643,RGS
0000216228,ITT
0000866787,AZO
0000022444,CMC
0000029644,DCI
0000072162,NL
0001450923,SGOL
0001327068,USO
0001005731,IDT
0000866829,HOS
0001222333,GLD
0000105418,WMK
0000886206,FC
0000028917,DDS
0000033002,EBF
0000074046,ODC
0001974640,APGE
0001658247,CRNX
0001465740,TWO-PC
0000885275,WBHC
0001641601,RVRF
0001814974,BBXIB
0001552800,TTSH
0001779474,MAPS
0001102993,LPSN
0001826000,LTCH
0000827187,SNBRQ
0001823593,TSPH
0001415311,AGQ
