,SPY,QQQ,EFA,VEA,LQD,HYG,GLD,TLT,PDBC,DBA,VNQ,BIL
2009-06-12,0.0,0.0,0.0,0.0,0.5667028879965125,0.0,0.4332971120034874,0.0,0.0,0.0,0.0,0.0
2009-06-19,0.0,0.0,0.0,0.0,0.5914823230241714,0.0,0.4085176769758285,0.0,0.0,0.0,0.0,0.0
2009-06-26,0.0,0.0,0.0,0.0,0.5893971657827536,0.0,0.4106028342172464,0.0,0.0,0.0,0.0,0.0
2009-07-03,0.0,0.0,0.0,0.0,0.36082872460522164,0.0,0.4391712753947783,0.2,0.0,0.0,0.0,0.0
2009-07-10,0.0,0.0,0.0,0.0,0.3866017077192786,0.0,0.41339829228072134,0.2,0.0,0.0,0.0,0.0
2009-07-17,0.0,0.0,0.0,0.0,0.3869986509219109,0.16300134907808914,0.25,0.2,0.0,0.0,0.0,0.0
2009-07-24,0.0,0.0,0.0,0.0,0.38299385679684894,0.16700614320315102,0.25,0.2,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.5759520629144924,0.0,0.4240479370855075,0.0,0.0,0.0,0.0,0.0
2009-08-07,0.0,0.0,0.0,0.0,0.5631147316165435,0.0,0.43688526838345654,0.0,0.0,0.0,0.0,0.0
2009-08-14,0.0,0.0,0.0,0.0,0.5262091498664365,0.0,0.4737908501335635,0.0,0.0,0.0,0.0,0.0
2009-08-21,0.0,0.292930229501748,0.0,0.0,0.5570697704982519,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2009-08-28,0.0,0.0,0.0,0.14440986978356415,0.40559013021643586,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2009-09-04,0.0,0.0,0.0,0.0,0.555556250292721,0.2944437497072788,0.15,0.0,0.0,0.0,0.0,0.0
2009-09-11,0.0,0.0,0.0,0.0,0.6113510640039461,0.23864893599605375,0.15,0.0,0.0,0.0,0.0,0.0
2009-09-18,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2009-09-25,0.0,0.0,0.0,0.0,0.5389865302131688,0.31101346978683114,0.15,0.0,0.0,0.0,0.0,0.0
2009-10-02,0.0,0.0,0.0,0.0,0.5354095656716344,0.31459043432836553,0.15,0.0,0.0,0.0,0.0,0.0
2009-10-09,0.0,0.3302499181761389,0.0,0.0,0.5197500818238611,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2009-10-16,0.0,0.3452236504779139,0.0,0.0,0.15,0.354776349522086,0.15,0.0,0.0,0.0,0.0,0.0
2009-10-23,0.0,0.3697083006376098,0.0,0.0,0.15,0.3302916993623902,0.15,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.40905290273881884,0.0,0.29094709726118106,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2009-11-06,0.0,0.0,0.0,0.0,0.15,0.3213788144980514,0.5286211855019485,0.0,0.0,0.0,0.0,0.0
2009-11-13,0.0,0.37918126908398175,0.0,0.0,0.15,0.0,0.4708187309160182,0.0,0.0,0.0,0.0,0.0
2009-11-20,0.0,0.4106282806968181,0.0,0.0,0.15,0.28937171930318184,0.15,0.0,0.0,0.0,0.0,0.0
2009-11-27,0.0,0.3614811110149574,0.0,0.0,0.15,0.3385188889850425,0.15,0.0,0.0,0.0,0.0,0.0
2009-12-04,0.0,0.32144271371167843,0.0,0.0,0.15,0.3785572862883215,0.15,0.0,0.0,0.0,0.0,0.0
2009-12-11,0.0,0.35336260999029645,0.0,0.0,0.15,0.34663739000970356,0.15,0.0,0.0,0.0,0.0,0.0
2009-12-18,0.0,0.30728862713937993,0.0,0.0,0.15,0.39271137286061997,0.15,0.0,0.0,0.0,0.0,0.0
2009-12-25,0.0,0.0,0.0,0.0,0.15,0.47134149041585477,0.37865850958414515,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.15,0.40737455552663976,0.4426254444733603,0.0,0.0,0.0,0.0,0.0
2010-01-08,0.2577980785800391,0.0,0.0,0.0,0.15,0.4422019214199608,0.15,0.0,0.0,0.0,0.0,0.0
2010-01-15,0.20000029372132205,0.49999970627867796,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2010-01-22,0.3037849825301887,0.0,0.0,0.0,0.15,0.39621501746981125,0.15,0.0,0.0,0.0,0.0,0.0
2010-01-29,0.29910133885731177,0.0,0.0,0.0,0.15,0.40089866114268813,0.15,0.0,0.0,0.0,0.0,0.0
2010-02-05,0.34762459960857084,0.0,0.0,0.0,0.15,0.352375400391429,0.15,0.0,0.0,0.0,0.0,0.0
2010-02-12,0.0,0.4107917295236487,0.0,0.0,0.15,0.2892082704763513,0.15,0.0,0.0,0.0,0.0,0.0
2010-02-19,0.0,0.45705567591754,0.0,0.0,0.15,0.24294432408245997,0.15,0.0,0.0,0.0,0.0,0.0
2010-02-26,0.0,0.4847384038137352,0.0,0.0,0.15,0.21526159618626475,0.15,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.0,0.43910372428855876,0.0,0.0,0.15,0.2608962757114412,0.15,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.3745156460214257,0.0,0.0,0.0,0.15,0.3254843539785744,0.15,0.0,0.0,0.0,0.0,0.0
2010-03-19,0.3276618079508435,0.0,0.0,0.0,0.15,0.3723381920491566,0.15,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.3590278633618107,0.0,0.0,0.0,0.15,0.3409721366381893,0.15,0.0,0.0,0.0,0.0,0.0
2010-04-02,0.35571840823369943,0.0,0.0,0.0,0.15,0.3442815917663005,0.15,0.0,0.0,0.0,0.0,0.0
2010-04-09,0.4790754971320283,0.0,0.0,0.0,0.15,0.22092450286797172,0.15,0.0,0.0,0.0,0.0,0.0
2010-04-16,0.4907376445171219,0.0,0.0,0.0,0.15,0.20926235548287817,0.15,0.0,0.0,0.0,0.0,0.0
2010-04-23,0.7,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2010-04-30,0.2898213680754722,0.4101786319245278,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2010-05-07,0.2552737883819428,0.4447262116180571,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2010-05-14,0.2544288164829931,0.0,0.0,0.0,0.1,0.0,0.445571183517007,0.2,0.0,0.0,0.0,0.0
2010-05-21,0.28786059253264684,0.0,0.0,0.0,0.1,0.16213940746735317,0.25,0.2,0.0,0.0,0.0,0.0
2010-05-28,0.22310100103885894,0.0,0.0,0.0,0.1,0.22689899896114105,0.25,0.2,0.0,0.0,0.0,0.0
2010-06-04,0.0,0.0,0.0,0.0,0.1,0.19011256010421268,0.5098874398957873,0.2,0.0,0.0,0.0,0.0
2010-06-11,0.0,0.0,0.0,0.0,0.1,0.14385649832832123,0.5561435016716787,0.2,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.0,0.0,0.0,0.1,0.1227003396699148,0.5772996603300852,0.2,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.1,0.14671052657737652,0.5532894734226235,0.2,0.0,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0,0.1,0.13920691480761258,0.5607930851923875,0.2,0.0,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.1,0.15337334052298957,0.5466266594770104,0.2,0.0,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0,0.1,0.1733795557512264,0.5266204442487736,0.2,0.0,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0,0.299545800639943,0.0,0.5004541993600571,0.2,0.0,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0,0.3057654862914479,0.0,0.4942345137085521,0.2,0.0,0.0,0.0,0.0
2010-08-06,0.0,0.0,0.0,0.0,0.3193984794795847,0.0,0.48060152052041527,0.2,0.0,0.0,0.0,0.0
2010-08-13,0.0,0.0,0.0,0.0,0.3304100750816145,0.21958992491838555,0.25,0.2,0.0,0.0,0.0,0.0
2010-08-20,0.0,0.0,0.0,0.0,0.33424839488467817,0.21575160511532182,0.25,0.2,0.0,0.0,0.0,0.0
2010-08-27,0.0,0.0,0.0,0.0,0.32754607749344233,0.0,0.47245392250655766,0.2,0.0,0.0,0.0,0.0
2010-09-03,0.0,0.0,0.0,0.0,0.3355774643735551,0.21442253562644487,0.25,0.2,0.0,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.3180351806728976,0.23196481932710242,0.25,0.2,0.0,0.0,0.0,0.0
2010-09-17,0.0,0.0,0.0,0.0,0.329408354196453,0.220591645803547,0.25,0.2,0.0,0.0,0.0,0.0
2010-09-24,0.0,0.0,0.0,0.0,0.34384020740168464,0.20615979259831538,0.25,0.2,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.33839995837234854,0.2116000416276515,0.25,0.2,0.0,0.0,0.0,0.0
2010-10-08,0.0,0.0,0.0,0.0,0.46708658842858153,0.0,0.5329134115714185,0.0,0.0,0.0,0.0,0.0
2010-10-15,0.0,0.0,0.0,0.0,0.30555050409463996,0.0,0.49444949590536014,0.2,0.0,0.0,0.0,0.0
2010-10-22,0.0,0.0,0.0,0.0,0.2888546261034967,0.0,0.5111453738965033,0.2,0.0,0.0,0.0,0.0
2010-10-29,0.0,0.0,0.0,0.0,0.2846010829860507,0.0,0.5153989170139492,0.2,0.0,0.0,0.0,0.0
2010-11-05,0.0,0.0,0.0,0.0,0.2573915060014964,0.0,0.5426084939985036,0.2,0.0,0.0,0.0,0.0
2010-11-12,0.0,0.0,0.0,0.0,0.3881900438067013,0.0,0.6118099561932986,0.0,0.0,0.0,0.0,0.0
2010-11-19,0.0,0.0,0.0,0.0,0.28626807801093684,0.0,0.5137319219890633,0.2,0.0,0.0,0.0,0.0
2010-11-26,0.0,0.0,0.0,0.0,0.1,0.22249488283862195,0.477505117161378,0.2,0.0,0.0,0.0,0.0
2010-12-03,0.0,0.0,0.0,0.0,0.1,0.18287383228906623,0.5171261677109338,0.2,0.0,0.0,0.0,0.0
2010-12-10,0.0,0.0,0.0,0.0,0.2927936060155464,0.25720639398445355,0.25,0.2,0.0,0.0,0.0,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.296322772246946,0.253677227753054,0.25,0.2,0.0,0.0,0.0,0.0
2010-12-24,0.0,0.23131283736598215,0.0,0.0,0.1,0.21868716263401786,0.25,0.2,0.0,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.3650379344804011,0.18496206551959898,0.25,0.2,0.0,0.0,0.0,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.2546073563053052,0.29539264369469476,0.25,0.2,0.0,0.0,0.0,0.0
2011-01-14,0.0,0.30925223987017536,0.0,0.0,0.1,0.14074776012982468,0.25,0.2,0.0,0.0,0.0,0.0
2011-01-21,0.0,0.295342054696947,0.0,0.0,0.1,0.15465794530305302,0.25,0.2,0.0,0.0,0.0,0.0
2011-01-28,0.0,0.2901462461230659,0.0,0.0,0.1,0.15985375387693407,0.25,0.2,0.0,0.0,0.0,0.0
2011-02-04,0.0,0.28818785471586084,0.0,0.0,0.1,0.16181214528413915,0.25,0.2,0.0,0.0,0.0,0.0
2011-02-11,0.0,0.34326816036536734,0.0,0.0,0.1,0.1067318396346326,0.25,0.2,0.0,0.0,0.0,0.0
2011-02-18,0.0,0.33787407175297207,0.0,0.0,0.1,0.11212592824702797,0.25,0.2,0.0,0.0,0.0,0.0
2011-02-25,0.0,0.32732240974220583,0.0,0.0,0.1,0.12267759025779416,0.25,0.2,0.0,0.0,0.0,0.0
2011-03-04,0.0,0.3369342250198386,0.0,0.0,0.1,0.11306577498016145,0.25,0.2,0.0,0.0,0.0,0.0
2011-03-11,0.24356532831154473,0.0,0.0,0.0,0.1,0.20643467168845528,0.25,0.2,0.0,0.0,0.0,0.0
2011-03-18,0.2555083398867034,0.0,0.0,0.0,0.1,0.19449166011329658,0.25,0.2,0.0,0.0,0.0,0.0
2011-03-25,0.19479678055257854,0.0,0.0,0.0,0.1,0.25520321944742147,0.25,0.2,0.0,0.0,0.0,0.0
2011-04-01,0.21608025684280932,0.0,0.0,0.0,0.1,0.23391974315719072,0.25,0.2,0.0,0.0,0.0,0.0
2011-04-08,0.24633124323772126,0.0,0.0,0.0,0.1,0.20366875676227872,0.25,0.2,0.0,0.0,0.0,0.0
2011-04-15,0.0,0.0,0.0,0.0,0.1,0.0,0.40968900220967625,0.2,0.0,0.29031099779032377,0.0,0.0
2011-04-22,0.0,0.0,0.0,0.0,0.1,0.0,0.43105173149483245,0.2,0.0,0.2689482685051675,0.0,0.0
2011-04-29,0.0,0.0,0.0,0.0,0.1,0.0,0.45471583787248815,0.2,0.0,0.24528416212751186,0.0,0.0
2011-05-06,0.0,0.0,0.0,0.0,0.1,0.0,0.45532246978664087,0.2,0.0,0.24467753021335914,0.0,0.0
2011-05-13,0.1971815325857188,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.2528184674142812,0.0
2011-05-20,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.7,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.7,0.0
2011-06-03,0.2529992170018497,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.4470007829981502,0.0
2011-06-10,0.15475094353509516,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.5452490564649048,0.0
2011-06-17,0.48405254923372076,0.0,0.21594745076627933,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2011-06-24,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2011-07-01,0.7,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2011-07-08,0.30009852475695203,0.0,0.0,0.0,0.15,0.0,0.5499014752430479,0.0,0.0,0.0,0.0,0.0
2011-07-15,0.10725054128755798,0.0,0.0,0.0,0.15,0.0,0.7427494587124419,0.0,0.0,0.0,0.0,0.0
2011-07-22,0.08752525178479989,0.0,0.0,0.0,0.15,0.0,0.7624747482152,0.0,0.0,0.0,0.0,0.0
2011-07-29,0.0944728388191686,0.0,0.0,0.0,0.15,0.0,0.7555271611808314,0.0,0.0,0.0,0.0,0.0
2011-08-05,0.054177429601010976,0.0,0.0,0.0,0.1,0.0,0.645822570398989,0.2,0.0,0.0,0.0,0.0
2011-08-12,0.0,0.0,0.0,0.0,0.1,0.0,0.6004842362423062,0.2,0.0,0.09951576375769376,0.0,0.0
2011-08-19,0.0,0.0,0.0,0.0,0.1,0.0,0.5892569050612074,0.2,0.0,0.11074309493879257,0.0,0.0
2011-08-26,0.0,0.0,0.0,0.0,0.1,0.0,0.5614707539346817,0.2,0.0,0.1385292460653183,0.0,0.0
2011-09-02,0.0,0.0,0.0,0.0,0.1,0.0,0.5512171020592069,0.2,0.0,0.14878289794079305,0.0,0.0
2011-09-09,0.0,0.0,0.0,0.0,0.1,0.0,0.5194960004606022,0.2,0.0,0.18050399953939786,0.0,0.0
2011-09-16,0.0,0.0,0.0,0.0,0.1,0.0,0.5225901270712572,0.2,0.0,0.1774098729287428,0.0,0.0
2011-09-23,0.0,0.0,0.0,0.0,0.2957819952275723,0.0,0.5042180047724277,0.2,0.0,0.0,0.0,0.0
2011-09-30,0.0,0.0,0.0,0.0,0.1,0.0,0.4896785729713727,0.4103214270286274,0.0,0.0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0.0,0.1,0.0,0.46739775475392153,0.4326022452460785,0.0,0.0,0.0,0.0
2011-10-14,0.0,0.0,0.0,0.0,0.1,0.0,0.45292765493479614,0.4470723450652039,0.0,0.0,0.0,0.0
2011-10-21,0.0,0.0,0.0,0.0,0.3138868465519824,0.0,0.25,0.4361131534480176,0.0,0.0,0.0,0.0
2011-10-28,0.0,0.0,0.0,0.0,0.31527983256115594,0.0,0.25,0.4347201674388441,0.0,0.0,0.0,0.0
2011-11-04,0.0,0.0,0.0,0.0,0.3022605251641647,0.0,0.25,0.4477394748358354,0.0,0.0,0.0,0.0
2011-11-11,0.0,0.0,0.0,0.0,0.26694866041766563,0.0,0.25,0.4830513395823344,0.0,0.0,0.0,0.0
2011-11-18,0.0,0.0,0.0,0.0,0.2756541461689951,0.0,0.25,0.47434585383100497,0.0,0.0,0.0,0.0
2011-11-25,0.0,0.0,0.0,0.0,0.2884543622446446,0.0,0.25,0.4615456377553555,0.0,0.0,0.0,0.0
2011-12-02,0.0,0.0,0.0,0.0,0.30717184299631195,0.0,0.25,0.4428281570036881,0.0,0.0,0.0,0.0
2011-12-09,0.0,0.0,0.0,0.0,0.2854232371712109,0.0,0.25,0.46457676282878907,0.0,0.0,0.0,0.0
2011-12-16,0.0,0.0,0.0,0.0,0.2856488558078463,0.0,0.25,0.4643511441921537,0.0,0.0,0.0,0.0
2011-12-23,0.0,0.0,0.0,0.0,0.29417172400985836,0.0,0.25,0.4558282759901416,0.0,0.0,0.0,0.0
2011-12-30,0.0,0.0,0.0,0.0,0.32281533952338,0.0,0.25,0.42718466047662007,0.0,0.0,0.0,0.0
2012-01-06,0.0,0.0,0.0,0.0,0.308555099973842,0.0,0.25,0.441444900026158,0.0,0.0,0.0,0.0
2012-01-13,0.0,0.0,0.0,0.0,0.3228137857913302,0.0,0.25,0.42718621420866987,0.0,0.0,0.0,0.0
2012-01-20,0.0,0.0,0.0,0.0,0.285909484484162,0.0,0.25,0.464090515515838,0.0,0.0,0.0,0.0
2012-01-27,0.0,0.0,0.0,0.0,0.2914154771260915,0.0,0.25,0.45858452287390855,0.0,0.0,0.0,0.0
2012-02-03,0.0,0.0,0.0,0.0,0.280195749815966,0.0,0.25,0.46980425018403404,0.0,0.0,0.0,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.3210573039574485,0.0,0.25,0.42894269604255153,0.0,0.0,0.0,0.0
2012-02-17,0.0,0.0,0.0,0.0,0.31424200467575736,0.0,0.25,0.43575799532424275,0.0,0.0,0.0,0.0
2012-02-24,0.0,0.0,0.0,0.0,0.3451090202361388,0.0,0.25,0.40489097976386124,0.0,0.0,0.0,0.0
2012-03-02,0.0,0.0,0.0,0.0,0.3369001816081183,0.0,0.25,0.4130998183918817,0.0,0.0,0.0,0.0
2012-03-09,0.0,0.1700320473611826,0.0,0.0,0.37996795263881733,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-03-16,0.0,0.19120177372072,0.0,0.0,0.35879822627928004,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-03-23,0.0,0.23081889810016334,0.0,0.0,0.3191811018998367,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-03-30,0.0,0.2304792461089248,0.0,0.0,0.31952075389107515,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-04-06,0.0,0.21988244481002384,0.0,0.0,0.33011755518997615,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-04-13,0.0,0.25022523609224484,0.0,0.0,0.29977476390775515,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-04-20,0.0,0.2586218198371177,0.0,0.0,0.2913781801628823,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-04-27,0.0,0.23326065139026753,0.0,0.0,0.3167393486097324,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-05-04,0.0,0.0,0.0,0.0,0.39504502463384605,0.15495497536615396,0.25,0.2,0.0,0.0,0.0,0.0
2012-05-11,0.0,0.0,0.0,0.0,0.37566476244050306,0.17433523755949695,0.25,0.2,0.0,0.0,0.0,0.0
2012-05-18,0.0,0.0,0.0,0.0,0.3579610601138985,0.19203893988610157,0.25,0.2,0.0,0.0,0.0,0.0
2012-05-25,0.0,0.0,0.0,0.0,0.3365184765052807,0.0,0.25,0.41348152349471934,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.32241838330172023,0.0,0.25,0.42758161669827977,0.0,0.0,0.0,0.0
2012-06-08,0.0,0.0,0.0,0.0,0.39457585488033453,0.1554241451196655,0.25,0.2,0.0,0.0,0.0,0.0
2012-06-15,0.0,0.0,0.0,0.0,0.3833663581251946,0.1666336418748054,0.25,0.2,0.0,0.0,0.0,0.0
2012-06-22,0.0,0.0,0.0,0.0,0.40577013632634984,0.14422986367365015,0.25,0.2,0.0,0.0,0.0,0.0
2012-06-29,0.0,0.0,0.0,0.0,0.39471343833248607,0.15528656166751395,0.25,0.2,0.0,0.0,0.0,0.0
2012-07-06,0.0,0.0,0.0,0.0,0.3383943238623874,0.0,0.25,0.4116056761376127,0.0,0.0,0.0,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.32671313667185076,0.0,0.25,0.42328686332814935,0.0,0.0,0.0,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.31191990979032913,0.0,0.25,0.43808009020967087,0.0,0.0,0.0,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.4846161166626082,0.0,0.15,0.36538388333739175,0.0,0.0,0.0,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.36769586739189175,0.1823041326081082,0.25,0.2,0.0,0.0,0.0,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.3536877112665414,0.19631228873345857,0.25,0.2,0.0,0.0,0.0,0.0
2012-08-17,0.22118095260567017,0.0,0.0,0.0,0.3288190473943299,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-08-24,0.20183731661315535,0.24816268338684463,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2012-08-31,0.38859401014239897,0.0,0.0,0.0,0.15,0.31140598985760104,0.15,0.0,0.0,0.0,0.0,0.0
2012-09-07,0.38028222302403014,0.0,0.0,0.0,0.15,0.3197177769759698,0.15,0.0,0.0,0.0,0.0,0.0
2012-09-14,0.3846573743150609,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.31534262568493904,0.0
2012-09-21,0.30994398768856846,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.39005601231143144,0.0
2012-09-28,0.356483726630051,0.0,0.0,0.0,0.15,0.34351627336994905,0.15,0.0,0.0,0.0,0.0,0.0
2012-10-05,0.3735855113544128,0.0,0.0,0.0,0.15,0.3264144886455871,0.15,0.0,0.0,0.0,0.0,0.0
2012-10-12,0.363102452833765,0.0,0.0,0.0,0.15,0.33689754716623493,0.15,0.0,0.0,0.0,0.0,0.0
2012-10-19,0.3501955307179518,0.0,0.0,0.0,0.15,0.34980446928204817,0.15,0.0,0.0,0.0,0.0,0.0
2012-10-26,0.0,0.0,0.0,0.0,0.4919746697034709,0.35802533029652905,0.15,0.0,0.0,0.0,0.0,0.0
2012-11-02,0.0,0.0,0.0,0.0,0.541707673983237,0.30829232601676293,0.15,0.0,0.0,0.0,0.0,0.0
2012-11-09,0.3865015935537652,0.0,0.0,0.0,0.15,0.3134984064462347,0.15,0.0,0.0,0.0,0.0,0.0
2012-11-16,0.0,0.0,0.0,0.0,0.348495051881634,0.20150494811836597,0.25,0.2,0.0,0.0,0.0,0.0
2012-11-23,0.0,0.0,0.0,0.0,0.3557834538449832,0.1942165461550168,0.25,0.2,0.0,0.0,0.0,0.0
2012-11-30,0.0,0.0,0.0,0.0,0.3435534667010004,0.2064465332989996,0.25,0.2,0.0,0.0,0.0,0.0
2012-12-07,0.0,0.0,0.0,0.0,0.3542697120410485,0.1957302879589515,0.25,0.2,0.0,0.0,0.0,0.0
2012-12-14,0.0,0.0,0.0,0.0,0.3709934121113022,0.17900658788869775,0.25,0.2,0.0,0.0,0.0,0.0
2012-12-21,0.0,0.0,0.0,0.0,0.5746697960072039,0.275330203992796,0.15,0.0,0.0,0.0,0.0,0.0
2012-12-28,0.0,0.0,0.0,0.0,0.5420636794948861,0.3079363205051139,0.15,0.0,0.0,0.0,0.0,0.0
2013-01-04,0.0,0.0,0.0,0.0,0.3418803192075195,0.20811968079248053,0.25,0.2,0.0,0.0,0.0,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.5057709685937494,0.34422903140625055,0.15,0.0,0.0,0.0,0.0,0.0
2013-01-18,0.0,0.0,0.0,0.0,0.4717043195089118,0.37829568049108825,0.15,0.0,0.0,0.0,0.0,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.45765975597892894,0.39234024402107104,0.15,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.47754492457423714,0.3724550754257628,0.15,0.0,0.0,0.0,0.0,0.0
2013-02-08,0.0,0.0,0.3185978369756846,0.0,0.15,0.38140216302431534,0.15,0.0,0.0,0.0,0.0,0.0
2013-02-15,0.0,0.0,0.301035746510877,0.0,0.15,0.39896425348912296,0.15,0.0,0.0,0.0,0.0,0.0
2013-02-22,0.0,0.0,0.32946404897902803,0.0,0.15,0.3705359510209719,0.15,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.3778155884407291,0.0,0.15,0.32218441155927086,0.15,0.0,0.0,0.0,0.0,0.0
2013-03-08,0.0,0.0,0.23165503834150197,0.0,0.1,0.218344961658498,0.25,0.2,0.0,0.0,0.0,0.0
2013-03-15,0.0,0.0,0.3653897886348259,0.0,0.15,0.3346102113651741,0.15,0.0,0.0,0.0,0.0,0.0
2013-03-22,0.0,0.0,0.3328647330793737,0.0,0.15,0.3671352669206263,0.15,0.0,0.0,0.0,0.0,0.0
2013-03-29,0.0,0.0,0.33168026545896606,0.0,0.15,0.36831973454103395,0.15,0.0,0.0,0.0,0.0,0.0
2013-04-05,0.0,0.0,0.0,0.0,0.15,0.4128904798371891,0.15,0.0,0.0,0.0,0.2871095201628109,0.0
2013-04-12,0.3710710828024306,0.0,0.0,0.0,0.15,0.32892891719756934,0.15,0.0,0.0,0.0,0.0,0.0
2013-04-19,0.23010637067675427,0.0,0.0,0.0,0.1,0.21989362932324574,0.25,0.2,0.0,0.0,0.0,0.0
2013-04-26,0.0,0.0,0.0,0.22493020758860183,0.1,0.2250697924113982,0.25,0.2,0.0,0.0,0.0,0.0
2013-05-03,0.2533177075478779,0.0,0.0,0.0,0.1,0.19668229245212213,0.25,0.2,0.0,0.0,0.0,0.0
2013-05-10,0.20018872260836748,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.24981127739163253,0.0
2013-05-17,0.0,0.0,0.0,0.3536356901269873,0.15,0.0,0.15,0.0,0.0,0.0,0.34636430987301275,0.0
2013-05-24,0.0,0.0,0.0,0.3197787842546591,0.15,0.0,0.15,0.0,0.0,0.0,0.38022121574534096,0.0
2013-05-31,0.2782962271689276,0.0,0.0,0.0,0.1,0.17170377283107238,0.25,0.2,0.0,0.0,0.0,0.0
2013-06-07,0.35239514662575394,0.0,0.0,0.0,0.1,0.09760485337424603,0.25,0.2,0.0,0.0,0.0,0.0
2013-06-14,0.36704195978576026,0.0,0.0,0.0,0.1,0.0829580402142397,0.25,0.2,0.0,0.0,0.0,0.0
2013-06-21,0.3484522284939376,0.10154777150606244,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-06-28,0.36062051250989685,0.0,0.0,0.0,0.1,0.08937948749010319,0.25,0.2,0.0,0.0,0.0,0.0
2013-07-05,0.3874998485359828,0.0,0.0,0.0,0.1,0.06250015146401718,0.25,0.2,0.0,0.0,0.0,0.0
2013-07-12,0.38192655959243715,0.0,0.0,0.0,0.1,0.06807344040756287,0.25,0.2,0.0,0.0,0.0,0.0
2013-07-19,0.3907477183966403,0.0,0.0,0.0,0.1,0.05925228160335971,0.25,0.2,0.0,0.0,0.0,0.0
