decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status
2018-04-01 00:00:00+00:00,0001477294-18-000023,0001477294,SENSATA TECHNOLOGIES HOLDING N.V.,3823,technology,10-K,1-LAF,2018-02-01,2018-02-02 00:00:00+00:00,20171231,2017,FY,2018Q1,58.0,ST,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001484504-17-000029,0001484504,GIGAMON INC.,7374,technology,10-Q,1-LAF,2017-11-03,2017-11-04 00:00:00+00:00,20170930,2017,Q3,2017Q4,148.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001487101-18-000006,0001487101,KEYW HOLDING CORP,7373,technology,10-K,2-ACC,2018-03-16,2018-03-17 00:00:00+00:00,20171231,2017,FY,2018Q1,15.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001487952-18-000006,0001487952,"VISHAY PRECISION GROUP, INC.",3670,technology,10-K,2-ACC,2018-03-15,2018-03-16 00:00:00+00:00,20171231,2017,FY,2018Q1,16.0,VPG,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001493594-18-000008,0001493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",3674,technology,10-Q,1-LAF,2018-02-07,2018-02-08 00:00:00+00:00,20171231,2018,Q1,2018Q1,52.0,MTSI,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001500435-18-000010,0001500435,"GOPRO, INC.",3861,technology,10-K,1-LAF,2018-02-16,2018-02-17 00:00:00+00:00,20171231,2017,FY,2018Q1,43.0,GPRO,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001628280-18-002967,0001505155,"UPLAND SOFTWARE, INC.",7372,technology,10-K,2-ACC,2018-03-09,2018-03-10 00:00:00+00:00,20171231,2017,FY,2018Q1,22.0,UPLD,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001511737-18-000005,0001511737,"UBIQUITI NETWORKS, INC.",3663,technology,10-Q,1-LAF,2018-02-08,2018-02-09 00:00:00+00:00,20171231,2018,Q2,2018Q1,51.0,UI,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001512673-18-000004,0001512673,"SQUARE, INC.",7372,technology,10-K,1-LAF,2018-02-27,2018-02-28 00:00:00+00:00,20171231,2017,FY,2018Q1,32.0,BSQKZ|XYZ,NYSE|OTC,current_ticker_available
2018-04-01 00:00:00+00:00,0001564590-18-002108,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",3663,technology,10-K,1-LAF,2018-02-15,2018-02-16 00:00:00+00:00,20171231,2017,FY,2018Q1,44.0,VISN,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001562762-17-000122,0001518222,"BANKRATE, INC.",7374,technology,10-Q,2-ACC,2017-08-08,2017-08-09 00:00:00+00:00,20170630,2017,Q2,2017Q3,235.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001564590-18-002664,0001526520,"TRIPADVISOR, INC.",7370,technology,10-K,1-LAF,2018-02-21,2018-02-22 00:00:00+00:00,20171231,2017,FY,2018Q1,38.0,TRIP,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001528396-18-000019,0001528396,"GUIDEWIRE SOFTWARE, INC.",7372,technology,10-Q,1-LAF,2018-03-07,2018-03-08 00:00:00+00:00,20180131,2018,Q2,2018Q1,24.0,GWRE,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001549346-18-000006,0001549346,"SHUTTERSTOCK, INC.",7374,technology,10-K,1-LAF,2018-02-22,2018-02-23 00:00:00+00:00,20171231,2017,FY,2018Q1,37.0,SSTK,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001559865-18-000005,0001559865,"EVERTEC, INC.",7374,technology,10-K,1-LAF,2018-02-28,2018-03-01 00:00:00+00:00,20171231,2017,FY,2018Q1,31.0,EVTC,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001560327-18-000032,0001560327,"RAPID7, INC.",7372,technology,10-K,2-ACC,2018-03-08,2018-03-09 00:00:00+00:00,20171231,2017,FY,2018Q1,23.0,RPD,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001563699-17-000011,0001563699,COVISINT CORP,7374,technology,10-K,2-ACC,2017-06-05,2017-06-06 00:00:00+00:00,20170331,2016,FY,2017Q2,299.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001566469-18-000006,0001566469,"NANTHEALTH, INC.",7374,technology,10-K,2-ACC,2018-03-16,2018-03-17 00:00:00+00:00,20171231,2017,FY,2018Q1,15.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001571123-18-000010,0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,7373,technology,10-K,1-LAF,2018-03-29,2018-03-30 00:00:00+00:00,20180131,2017,FY,2018Q1,2.0,SAIC,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001571996-18-000004,0001571996,DELL TECHNOLOGIES INC.,3571,technology,10-K,1-LAF,2018-03-29,2018-03-30 00:00:00+00:00,20180131,2017,FY,2018Q1,2.0,DELL,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001575189-18-000019,0001575189,"MATCH GROUP, INC.",7370,technology,10-K,1-LAF,2018-03-01,2018-03-02 00:00:00+00:00,20171231,2017,FY,2018Q1,30.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001193125-18-086072,0001575793,ENERGOUS CORP,3663,technology,10-K,2-ACC,2018-03-16,2018-03-17 00:00:00+00:00,20171231,2017,FY,2018Q1,15.0,WATT,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001564590-18-005797,0001576169,"BENEFITFOCUS,INC.",7372,technology,10-K,2-ACC,2018-03-15,2018-03-16 00:00:00+00:00,20171231,2017,FY,2018Q1,16.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001580808-17-000064,0001580808,"A10 NETWORKS, INC.",3576,technology,10-Q,2-ACC,2017-11-02,2017-11-03 00:00:00+00:00,20170930,2017,Q3,2017Q4,149.0,ATEN,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001587523-18-000006,0001587523,KNOWLES CORP,3651,technology,10-K,1-LAF,2018-02-20,2018-02-21 00:00:00+00:00,20171231,2017,FY,2018Q1,39.0,KN,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001564590-18-002088,0001590955,"PAYCOM SOFTWARE, INC.",7372,technology,10-K,1-LAF,2018-02-14,2018-02-15 00:00:00+00:00,20171231,2017,FY,2018Q1,45.0,PAYC,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001558370-18-000554,0001591698,PAYLOCITY HOLDING CORP,7372,technology,10-Q,1-LAF,2018-02-09,2018-02-10 00:00:00+00:00,20171231,2018,Q2,2018Q1,50.0,PCTY,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001595974-18-000020,0001595974,"RUBICON PROJECT, INC.",7370,technology,10-K,2-ACC,2018-03-15,2018-03-16 00:00:00+00:00,20171231,2017,FY,2018Q1,16.0,MGNI,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001596532-18-000018,0001596532,"ARISTA NETWORKS, INC.",3576,technology,10-K,1-LAF,2018-02-20,2018-02-21 00:00:00+00:00,20171231,2017,FY,2018Q1,39.0,ANET,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001597033-18-000023,0001597033,SABRE CORP,7370,technology,10-K,1-LAF,2018-02-16,2018-02-17 00:00:00+00:00,20171231,2017,FY,2018Q1,43.0,SABR,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001598014-18-000041,0001598014,IHS MARKIT LTD.,7370,technology,10-Q,1-LAF,2018-03-27,2018-03-28 00:00:00+00:00,20180228,2018,Q1,2018Q1,4.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001601046-18-000008,0001601046,"KEYSIGHT TECHNOLOGIES, INC.",3823,technology,10-Q,1-LAF,2018-03-08,2018-03-09 00:00:00+00:00,20180131,2018,Q1,2018Q1,23.0,KEYS,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001604778-18-000007,0001604778,"QORVO, INC.",3674,technology,10-Q,1-LAF,2018-02-01,2018-02-02 00:00:00+00:00,20171231,2017,Q3,2018Q1,58.0,QRVO,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001558370-18-000867,0001606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",7374,technology,10-K,1-LAF,2018-02-21,2018-02-22 00:00:00+00:00,20171231,2017,FY,2018Q1,38.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001606757-18-000005,0001606757,"KIMBALL ELECTRONICS, INC.",3672,technology,10-Q,2-ACC,2018-02-08,2018-02-09 00:00:00+00:00,20171231,2018,Q2,2018Q1,51.0,KE,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001609711-18-000035,0001609711,GODADDY INC.,7373,technology,10-K,1-LAF,2018-02-27,2018-02-28 00:00:00+00:00,20171231,2017,FY,2018Q1,32.0,GDDY,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001193125-18-084131,0001610532,"HORTONWORKS, INC.",7372,technology,10-K,2-ACC,2018-03-15,2018-03-16 00:00:00+00:00,20171231,2017,FY,2018Q1,16.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001615774-17-004115,0001615063,"INSPIRED ENTERTAINMENT, INC.",7372,technology,10-Q,2-ACC,2017-08-07,2017-08-08 00:00:00+00:00,20170630,2017,Q3,2017Q3,236.0,INSE,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001558370-18-001999,0001616543,"SENSEONICS HOLDINGS, INC.",3823,technology,10-K,2-ACC,2018-03-13,2018-03-14 00:00:00+00:00,20171231,2017,FY,2018Q1,18.0,SENS,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001619954-18-000022,0001619954,"INOVALON HOLDINGS, INC.",7374,technology,10-K,1-LAF,2018-02-21,2018-02-22 00:00:00+00:00,20171231,2017,FY,2018Q1,38.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001144204-18-006302,0001626853,MAJESCO,7372,technology,10-Q,2-ACC,2018-02-07,2018-02-08 00:00:00+00:00,20171231,2017,Q3,2018Q1,52.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001627014-18-000016,0001627014,"BLACK KNIGHT, INC.",7372,technology,10-K,1-LAF,2018-02-23,2018-02-24 00:00:00+00:00,20171231,2017,FY,2018Q1,36.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001633978-18-000028,0001633978,LUMENTUM HOLDINGS INC.,3669,technology,10-K/A,1-LAF,2018-03-29,2018-03-30 00:00:00+00:00,20170630,2017,FY,2018Q1,2.0,LITE,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001193125-18-066821,0001645494,ARRIS INTERNATIONAL PLC,3663,technology,10-K,1-LAF,2018-03-01,2018-03-02 00:00:00+00:00,20171231,2017,FY,2018Q1,30.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001628280-18-003043,0001645590,HEWLETT PACKARD ENTERPRISE CO,3570,technology,10-Q,1-LAF,2018-03-09,2018-03-10 00:00:00+00:00,20180131,2018,Q1,2018Q1,22.0,HPE|HPE-PC,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001646383-18-000010,0001646383,CSRA INC.,7373,technology,10-Q,1-LAF,2018-02-07,2018-02-08 00:00:00+00:00,20171231,2017,Q3,2018Q1,52.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001649338-18-000027,0001649338,BROADCOM LTD,3674,technology,10-Q,1-LAF,2018-03-15,2018-03-16 00:00:00+00:00,20180131,2018,Q1,2018Q1,16.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001651235-18-000045,0001651235,"ACACIA COMMUNICATIONS, INC.",3674,technology,10-K,1-LAF,2018-02-22,2018-02-23 00:00:00+00:00,20171231,2017,FY,2018Q1,37.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001652044-18-000007,0001652044,ALPHABET INC.,7370,technology,10-K,1-LAF,2018-02-06,2018-02-07 00:00:00+00:00,20171231,2017,FY,2018Q1,53.0,GOOG|GOOGL|GOOGM|GOOGN,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001564590-18-005482,0001652535,"ICHOR HOLDINGS, LTD.",3674,technology,10-K,2-ACC,2018-03-13,2018-03-14 00:00:00+00:00,20171231,2017,FY,2018Q1,18.0,ICHR,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001659166-18-000100,0001659166,FORTIVE CORP,3823,technology,10-K,1-LAF,2018-02-28,2018-03-01 00:00:00+00:00,20171231,2017,FY,2018Q1,31.0,FTV,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001665658-18-000014,0001665658,"COMMERCEHUB, INC.",7372,technology,10-K,1-LAF,2018-03-01,2018-03-02 00:00:00+00:00,20171231,2017,FY,2018Q1,30.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001564590-18-004923,0001666134,"BLACKLINE, INC.",7372,technology,10-K,2-ACC,2018-03-08,2018-03-09 00:00:00+00:00,20171231,2017,FY,2018Q1,23.0,BL,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001564590-18-003611,0001671933,"TRADE DESK, INC.",7370,technology,10-K,1-LAF,2018-02-28,2018-03-01 00:00:00+00:00,20171231,2017,FY,2018Q1,31.0,TTD,Nasdaq,current_ticker_available
2018-04-01 00:00:00+00:00,0001688568-18-000007,0001688568,DXC TECHNOLOGY CO,7374,technology,10-Q,1-LAF,2018-02-09,2018-02-10 00:00:00+00:00,20171231,2017,Q3,2018Q1,50.0,DXC,NYSE,current_ticker_available
2018-04-01 00:00:00+00:00,0001628280-18-002149,0001690666,XPERI CORP,3674,technology,10-K,1-LAF,2018-02-23,2018-02-24 00:00:00+00:00,20171231,2017,FY,2018Q1,36.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001144204-18-014399,0001701040,CISION LTD.,7372,technology,10-K,2-ACC,2018-03-13,2018-03-14 00:00:00+00:00,20171231,2017,FY,2018Q1,18.0,,,former_or_unmapped
2018-04-01 00:00:00+00:00,0001628280-18-002933,0001708055,RIBBON COMMUNICATIONS INC.,7373,technology,10-K,2-ACC,2018-03-08,2018-03-09 00:00:00+00:00,20171231,2017,FY,2018Q1,23.0,RBBN,Nasdaq,current_ticker_available
2018-07-01 00:00:00+00:00,0000002178-18-000022,0000002178,"ADAMS RESOURCES & ENERGY, INC.",5172,energy,10-Q,2-ACC,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001564590-18-010026,0000004447,HESS CORP,2911,energy,10-Q,1-LAF,2018-05-01,2018-05-02 00:00:00+00:00,20180331,2018,Q1,2018Q2,60.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001733037-18-000003,0000006769,APACHE CORP,1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000007039-18-000017,0000007039,TRECORA RESOURCES,2911,energy,10-Q,2-ACC,2018-05-04,2018-05-05 00:00:00+00:00,20180331,2018,Q1,2018Q2,57.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000007332-18-000029,0000007332,SOUTHWESTERN ENERGY CO,1311,energy,10-Q,1-LAF,2018-05-07,2018-05-08 00:00:00+00:00,20180331,2018,Q1,2018Q2,54.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000008411-17-000030,0000008411,ATWOOD OCEANICS INC,1381,energy,10-Q,1-LAF,2017-08-03,2017-08-04 00:00:00+00:00,20170630,2017,Q3,2017Q3,331.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001628280-18-005829,0000010254,EARTHSTONE ENERGY INC,1311,energy,10-Q,2-ACC,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001564590-18-012993,0000023194,COMSTOCK RESOURCES INC,1311,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,CRK,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000033213-18-000006,0000033213,EQT CORP,1311,energy,10-Q,1-LAF,2018-04-26,2018-04-27 00:00:00+00:00,20180331,2018,Q1,2018Q2,65.0,EQT,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000034088-18-000024,0000034088,EXXON MOBIL CORP,2911,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000045012-18-000086,0000045012,HALLIBURTON CO,1389,energy,10-Q,1-LAF,2018-04-27,2018-04-28 00:00:00+00:00,20180331,2018,Q1,2018Q2,64.0,HAL,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0001558370-18-004007,0000046765,"HELMERICH & PAYNE, INC.",1381,energy,10-Q,1-LAF,2018-05-04,2018-05-05 00:00:00+00:00,20180331,2018,Q2,2018Q2,57.0,HP,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000048039-18-000036,0000048039,HOLLYFRONTIER CORP,2911,energy,10-Q,1-LAF,2018-05-02,2018-05-03 00:00:00+00:00,20180331,2018,Q1,2018Q2,59.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001193125-18-150341,0000049938,IMPERIAL OIL LTD,2911,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,IMO,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000050104-18-000103,0000050104,ANDEAVOR,2911,energy,10-Q,1-LAF,2018-05-08,2018-05-09 00:00:00+00:00,20180331,2018,Q1,2018Q2,53.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000061398-18-000011,0000061398,TELLURIAN INC. /DE/,1311,energy,10-Q,2-ACC,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000072207-18-000041,0000072207,NOBLE ENERGY INC,1311,energy,10-Q,1-LAF,2018-05-01,2018-05-02 00:00:00+00:00,20180331,2018,Q1,2018Q2,60.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000073756-18-000030,0000073756,OCEANEERING INTERNATIONAL INC,1389,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,OII,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000076321-18-000043,0000076321,PARKER DRILLING CO /DE/,1381,energy,10-Q,2-ACC,2018-05-02,2018-05-03 00:00:00+00:00,20180331,2018,Q1,2018Q2,59.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000077159-18-000012,0000077159,PENN VIRGINIA CORP,1311,energy,10-Q,2-ACC,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000077877-18-000023,0000077877,"PDC ENERGY, INC.",1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000085408-18-000063,0000085408,ROWAN COMPANIES PLC,1381,energy,10-Q,1-LAF,2018-05-01,2018-05-02 00:00:00+00:00,20180331,2018,Q1,2018Q2,60.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001564590-18-008981,0000087347,SCHLUMBERGER LIMITED/NV,1389,energy,10-Q,1-LAF,2018-04-25,2018-04-26 00:00:00+00:00,20180331,2018,Q1,2018Q2,66.0,SLB,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000093410-18-000016,0000093410,CHEVRON CORP,2911,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,CVX,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000101778-18-000091,0000101778,MARATHON OIL CORP,1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000106455-18-000047,0000106455,WESTMORELAND COAL CO,1221,energy,10-Q,2-ACC,2018-05-04,2018-05-05 00:00:00+00:00,20180331,2018,Q1,2018Q2,57.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000277595-18-000045,0000277595,ENERGEN CORP,1311,energy,10-Q,1-LAF,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000314808-18-000074,0000314808,ENSCO PLC,1381,energy,10-Q,1-LAF,2018-04-26,2018-04-27 00:00:00+00:00,20180331,2018,Q1,2018Q2,65.0,VAL|VAL-WT,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0001564590-18-011290,0000315131,PANHANDLE OIL & GAS INC,1311,energy,10-Q,2-ACC,2018-05-07,2018-05-08 00:00:00+00:00,20180331,2018,Q2,2018Q2,54.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001564590-18-009081,0000315852,RANGE RESOURCES CORP,1311,energy,10-Q,1-LAF,2018-04-25,2018-04-26 00:00:00+00:00,20180331,2018,Q1,2018Q2,66.0,RRC,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000316300-17-000038,0000316300,EXCO RESOURCES INC,1311,energy,10-Q,2-ACC,2017-11-07,2017-11-08 00:00:00+00:00,20170930,2017,Q3,2017Q4,235.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000318996-18-000013,0000318996,KEY ENERGY SERVICES INC,1389,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000320575-18-000024,0000320575,PIONEER ENERGY SERVICES CORP,1381,energy,10-Q,2-ACC,2018-05-02,2018-05-03 00:00:00+00:00,20180331,2018,Q1,2018Q2,59.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000351817-18-000012,0000351817,"SILVERBOW RESOURCES, INC.",1311,energy,10-Q,2-ACC,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000717423-18-000019,0000717423,MURPHY OIL CORP /DE,1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,MUR,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0001185185-18-000828,0000719209,ISRAMCO INC,1311,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000732834-18-000006,0000732834,"CONTINENTAL RESOURCES, INC",1311,energy,10-Q,1-LAF,2018-05-02,2018-05-03 00:00:00+00:00,20180331,2018,Q1,2018Q2,59.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001144204-18-023956,0000742278,RPC INC,1389,energy,10-Q,1-LAF,2018-04-30,2018-05-01 00:00:00+00:00,20180331,2018,Q1,2018Q2,61.0,RES,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000773910-18-000023,0000773910,ANADARKO PETROLEUM CORP,1311,energy,10-Q,1-LAF,2018-05-01,2018-05-02 00:00:00+00:00,20180331,2018,Q1,2018Q2,60.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001144204-18-025730,0000788965,HALLADOR ENERGY CO,1220,energy,10-Q,2-ACC,2018-05-07,2018-05-08 00:00:00+00:00,20180331,2018,Q1,2018Q2,54.0,HNRG,Nasdaq,current_ticker_available
2018-07-01 00:00:00+00:00,0001628280-18-005281,0000789460,WORLD FUEL SERVICES CORP,5172,energy,10-Q,1-LAF,2018-04-30,2018-05-01 00:00:00+00:00,20180331,2018,Q1,2018Q2,61.0,WKC,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000797468-18-000008,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,1311,energy,10-Q,1-LAF,2018-05-08,2018-05-09 00:00:00+00:00,20180331,2018,Q1,2018Q2,53.0,OXY|OXY-WT,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000798949-18-000025,0000798949,UNIT CORP,1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001558370-18-004303,0000799165,DAWSON GEOPHYSICAL CO,1382,energy,10-Q,2-ACC,2018-05-08,2018-05-09 00:00:00+00:00,20180331,2018,Q1,2018Q2,53.0,DWSN,Nasdaq,current_ticker_available
2018-07-01 00:00:00+00:00,0000821189-18-000025,0000821189,EOG RESOURCES INC,1311,energy,10-Q,1-LAF,2018-05-03,2018-05-04 00:00:00+00:00,20180331,2018,Q1,2018Q2,58.0,EOG,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000821483-18-000036,0000821483,"PAR PACIFIC HOLDINGS, INC.",1311,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,PARR,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000844965-18-000007,0000844965,TETRA TECHNOLOGIES INC,1311,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,TTI,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000858470-18-000022,0000858470,CABOT OIL & GAS CORP,1311,energy,10-Q,1-LAF,2018-04-27,2018-04-28 00:00:00+00:00,20180331,2018,Q1,2018Q2,64.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000866609-17-000031,0000866609,ION GEOPHYSICAL CORP,1382,energy,10-Q,2-ACC,2017-11-02,2017-11-03 00:00:00+00:00,20170930,2017,Q3,2017Q4,240.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000866829-18-000011,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,1389,energy,10-Q,1-LAF,2018-04-25,2018-04-26 00:00:00+00:00,20180331,2018,Q1,2018Q2,66.0,HLX,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000867665-18-000033,0000867665,ABRAXAS PETROLEUM CORP,1311,energy,10-Q,2-ACC,2018-05-10,2018-05-11 00:00:00+00:00,20180331,2018,Q1,2018Q2,51.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0000872248-17-000031,0000872248,PETROQUEST ENERGY INC,1311,energy,10-Q,2-ACC,2017-05-04,2017-05-05 00:00:00+00:00,20170331,2017,Q1,2017Q2,422.0,,,former_or_unmapped
2018-07-01 00:00:00+00:00,0001628280-18-006347,0000874499,GULFPORT ENERGY CORP,1311,energy,10-Q,1-LAF,2018-05-09,2018-05-10 00:00:00+00:00,20180331,2018,Q1,2018Q2,52.0,GPOR,NYSE,current_ticker_available
2018-07-01 00:00:00+00:00,0000886835-18-000007,0000886835,SUPERIOR ENERGY SERVICES INC,1389,energy,10-Q,1-LAF,2018-04-25,2018-04-26 00:00:00+00:00,20180331,2018,Q1,2018Q2,66.0,,,former_or_unmapped
