Unnamed: 0,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob
2010-05-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4065218655247494,-0.2617989918766282,0.0,0.5,0.6428571428571429,0.4285714285714285,-0.2857142857142857,0.8,1.0,0.0,-0.1363079222348041,-0.4404053739502545,0.848,0.088,0.936
2010-05-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1014266095767481,-0.260039959703646,0.0,0.5,0.6428571428571429,0.4285714285714285,-0.3571428571428571,0.8,1.0,0.0,0.3171794943129499,-0.4382139564525631,0.8492063492063492,0.0873015873015873,0.9365079365079364
2010-06-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2758396495296629,-0.2772924631623843,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.2818839611821767,-0.4346158664313418,0.8503937007874016,0.0866141732283464,0.937007874015748
2010-06-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.130046822517122,-0.2579426283305793,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.89842219359379,-0.4346158664313418,0.8515625,0.0859375,0.9375
2010-06-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3969341928803491,-0.240476523691284,1.0,0.6428571428571429,0.6428571428571429,0.3571428571428571,0.1428571428571429,0.8,1.0,0.0,1.0734173788513273,-1.1870352793183858,0.8527131782945736,0.0852713178294573,0.937984496124031
2010-06-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4014824071962078,-0.2667164909111632,0.0,0.5714285714285714,0.4285714285714285,0.3571428571428571,0.0714285714285714,0.8,1.0,0.0,1.7539340538401285,-1.1685256662746353,0.8538461538461538,0.0846153846153846,0.9384615384615383
2010-07-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2413851160312363,-0.3052599273536133,0.0,0.3571428571428571,0.3571428571428571,0.2142857142857142,-0.1428571428571428,0.8,1.0,0.0,1.687967207487511,-1.150471787696158,0.8549618320610687,0.0839694656488549,0.9389312977099236
2010-07-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.199525942318941,-0.2661044744054052,0.0,0.4285714285714285,0.3571428571428571,0.3571428571428571,-0.0714285714285714,0.8,1.0,0.0,1.6440169121334338,-1.150471787696158,0.8560606060606061,0.0833333333333333,0.9393939393939394
2010-07-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2296175462301106,-0.2749416822058261,0.0,0.4285714285714285,0.3571428571428571,0.3571428571428571,-0.2142857142857143,0.8,1.0,0.0,1.2139836724191575,-1.2807710321131904,0.8571428571428571,0.0827067669172932,0.9398496240601504
2010-07-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2583399801847382,-0.249449559582397,1.0,0.7142857142857143,0.6428571428571429,0.3571428571428571,0.1428571428571429,0.8,1.0,0.0,1.1391380095246573,-1.2486511224593695,0.8582089552238806,0.0820895522388059,0.9402985074626866
2010-07-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2859476039193366,-0.2504013867793854,0.0,0.6428571428571429,0.8571428571428571,0.3571428571428571,0.2857142857142857,0.6,1.0,0.0,0.655508434502415,-1.217773687783338,0.8592592592592593,0.0814814814814814,0.9407407407407408
2010-08-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2738063970104489,-0.2359900057457274,1.0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.5,0.8,1.0,0.0,0.0782415446973564,-1.217773687783338,0.8602941176470589,0.0808823529411764,0.9411764705882352
2010-08-13,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5533057206259844,-0.2637253873419349,0.0,0.5,0.7142857142857143,0.5,0.0714285714285714,0.6,1.0,0.0,-0.2997697957774865,-1.217773687783338,0.8613138686131386,0.0802919708029197,0.9416058394160584
2010-08-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3457287835649732,-0.269027629577216,0.0,0.5,0.5714285714285714,0.7142857142857143,-0.2142857142857143,0.8,1.0,0.0,-0.2816382206057861,-1.2416509056856562,0.8623188405797102,0.0797101449275362,0.9420289855072465
2010-08-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4866651953343157,-0.2735823707367619,0.0,0.5,0.5,0.7142857142857143,-0.1428571428571429,0.8,1.0,0.0,-0.0257893848921366,-1.22678276751241,0.8633093525179856,0.079136690647482,0.9424460431654677
2010-09-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4803884336793105,-0.2461867998317848,1.0,0.8571428571428571,0.5,0.9285714285714286,-0.0714285714285715,0.8,1.0,0.0,0.0202179254570053,-1.205640940805659,0.8642857142857143,0.0785714285714285,0.9428571428571428
2010-09-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4974244749039737,-0.2421760580764365,1.0,0.7857142857142857,0.5,0.8571428571428571,0.2857142857142857,0.6,1.0,0.0,0.0116861852363195,-1.205640940805659,0.8652482269503546,0.0780141843971631,0.9432624113475178
2010-09-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1828572196345527,-0.2312163731866142,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.3571428571428571,0.6,1.0,0.0,0.2406635958736039,-0.8718505432938704,0.8661971830985915,0.0774647887323943,0.943661971830986
2010-09-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.0797416280848452,-0.2152927452615954,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.4285714285714286,0.6,1.0,0.0,0.3275251744897479,-0.849139198292779,0.8671328671328671,0.0769230769230769,0.944055944055944
2010-10-01,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.0397559962307387,-0.2167276312879491,1.0,0.9285714285714286,0.5714285714285714,0.9285714285714286,0.0714285714285715,0.8,1.0,0.0,0.3640186848671096,-0.827022771688942,0.8680555555555556,0.0763888888888889,0.9444444444444444
2010-10-08,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5474530776758038,-0.2035377412125167,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.1428571428571429,0.6,1.0,0.0,-0.0190897469063876,-0.827022771688942,0.8771929824561403,0.8947368421052632,1.0
2010-10-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1939883124447317,-0.1956102449694311,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.0714285714285715,0.6,1.0,0.0,0.4091039636512808,-0.695772080423674,0.863013698630137,0.0821917808219178,0.9452054794520548
2010-10-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2572530842153648,-0.1911676976753884,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.0,0.8,1.0,0.0,0.7449286736274183,-0.7029969913244765,0.863013698630137,0.0821917808219178,0.9452054794520548
2010-10-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.614368404332889,-0.1902110611883907,1.0,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.0,0.8,1.0,0.0,0.7508684651385991,-0.7263129878833308,0.8620689655172413,0.8793103448275862,1.0
2010-11-05,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4492265611424271,-0.1613020754216219,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.8,1.0,0.0,1.0773821332298457,-0.7263129878833308,0.8581081081081081,0.0878378378378378,0.945945945945946
2010-11-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6267057107401417,-0.1785243490574445,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.8,1.0,0.0,0.0395052116488892,-0.7263129878833308,0.847457627118644,0.864406779661017,1.0
2010-11-19,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.212617702745716,-0.1779093095693947,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.8,1.0,0.0,2.976104948164612,-0.4388372435576731,0.8523489932885906,0.0939597315436241,0.9463087248322148
2010-11-26,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4132913167825329,-0.188092362826854,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.8,1.0,0.0,2.4529907229061134,-0.4172180787262253,0.8523489932885906,0.0939597315436241,0.9463087248322148
2010-12-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.0166258718217322,-0.1601403570677977,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,2.2809896818431272,-0.3952538596771938,0.8533333333333334,0.0933333333333333,0.9466666666666668
2010-12-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4142330954703282,-0.1492736975875845,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,1.9806315739086784,-0.3952538596771938,0.8543046357615894,0.0927152317880794,0.9470198675496688
2010-12-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4096097150492419,-0.1460362896657357,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,2.0798608305377404,-0.8923543961982672,0.8552631578947368,0.0921052631578947,0.9473684210526316
2010-12-24,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6871696311253701,-0.1371053694142758,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,1.4597643978335837,-0.8711311080100429,0.8333333333333334,0.85,1.0
2010-12-31,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6274089427047345,-0.1360748072694204,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,1.6524451680900896,-0.8507492271775902,0.8333333333333334,0.85,1.0
2011-01-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5639870835639125,-0.1265252749144751,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,1.2528778525563664,-0.8507492271775902,0.8360655737704918,0.8524590163934426,1.0
2011-01-14,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.594695908077926,-0.1116854548451294,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,0.8,1.0,0.0,1.052441407548803,-0.8507492271775902,0.8387096774193549,0.8548387096774194,1.0
2011-01-21,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5264641514617601,-0.1180746653266611,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,1.341487976202577,-0.666965237914959,0.8412698412698413,0.8571428571428571,1.0
2011-01-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3080219310334059,-0.1225404346210345,1.0,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.0,0.8,1.0,0.0,1.3784179634639129,-0.6468300136848991,0.8506493506493507,0.0974025974025974,0.948051948051948
2011-02-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1790965943228817,-0.0989760128416288,1.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.0,0.8,1.0,0.0,1.332359949251963,-0.6405013760588224,0.8506493506493507,0.0974025974025974,0.948051948051948
2011-02-11,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5094873093759589,-0.0855100008155181,1.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.0,0.8,1.0,0.0,0.9441753265388204,-0.6405013760588224,0.8307692307692308,0.8461538461538461,1.0
2011-02-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4610226343160143,-0.0757543560316019,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,0.8,1.0,0.0,0.783682381045332,-0.157274273536838,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-02-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4331011371068488,-0.0908689926729091,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.8,1.0,0.0,1.0539813059169405,-0.125336520347237,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-03-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2837953122111577,-0.0899071346710443,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.8,1.0,0.0,0.6409786289780708,-0.0903809356781703,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-03-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3835932057553083,-0.1011052916411859,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,0.3811482442348474,-0.0903809356781703,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-03-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2556246059921722,-0.1184524007048221,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,0.7094356215382083,0.1445702833760618,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-03-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.0639882660064772,-0.0940265663806031,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.8,1.0,0.0,0.2748058895672703,0.2193937163072337,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-04-01,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3815160556973359,-0.0812611992047083,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,0.8,1.0,0.0,-0.287028541088379,0.3229055497448875,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-04-08,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3443431937671444,-0.0832624134817316,1.0,0.7857142857142857,0.7142857142857143,0.7857142857142857,-0.0714285714285714,0.8,1.0,0.0,0.1203614713671584,0.3229055497448875,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-04-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3847365848266115,-0.0889207492901316,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,-0.0714285714285714,0.8,1.0,0.0,-0.6760910803001788,0.5562365879765067,0.8461538461538461,0.1025641025641025,0.9487179487179488
2011-04-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.632331680577167,-0.0769144941901371,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,-0.0714285714285714,0.8,1.0,0.0,-0.7119647834348426,0.6331432460013326,0.8181818181818182,0.8333333333333334,1.0
2011-04-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5391344656598547,-0.0586292300539678,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,1.0,0.0,-0.1511012440384885,0.7273548018454871,0.8181818181818182,0.8333333333333334,1.0
2011-05-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3660565714599617,-0.0740162786222318,1.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.1428571428571429,0.8,1.0,0.0,0.3607435882731674,0.7273548018454871,0.8397435897435898,0.1089743589743589,0.9487179487179488
2011-05-13,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2844378809532815,-0.075120285495944,1.0,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.0714285714285714,0.8,1.0,0.0,-0.913340198810108,0.7273548018454871,0.8397435897435898,0.1089743589743589,0.9487179487179488
2011-05-20,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.95884600682499,-0.0780872739109826,1.0,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.0714285714285714,0.8,1.0,0.0,-4.146095145513657,-0.2628070185622046,0.8088235294117647,0.8235294117647058,1.0
2011-05-27,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8319722686003067,-0.0787777505480358,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.0,0.8,1.0,0.0,-3.4718008834276746,-0.2352268366855696,0.8088235294117647,0.8235294117647058,1.0
2011-06-03,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8842793190069334,-0.1000984324256621,1.0,0.8571428571428571,0.8571428571428571,0.4285714285714285,-0.0714285714285715,0.8,1.0,0.0,-2.818300594883349,-0.2335197839712781,0.8115942028985508,0.8260869565217391,1.0
2011-06-10,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7607770225818893,-0.1195565449868202,1.0,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.0,0.8,1.0,0.0,-2.9245775808991,-0.2335197839712781,0.8142857142857143,0.8285714285714286,1.0
2011-06-17,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7713861505563765,-0.1190053316476085,1.0,0.7142857142857143,0.7857142857142857,0.5,-0.1428571428571428,0.8,1.0,0.0,-2.127874980641524,-1.2478878205311772,0.8169014084507042,0.8309859154929577,1.0
2011-06-24,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.6000426987256877,-0.120669552103264,1.0,0.5714285714285714,0.6428571428571429,0.2857142857142857,-0.2857142857142857,0.8,1.0,0.0,-1.985462214235892,-1.2129243406096577,0.8333333333333334,0.1153846153846153,0.9487179487179488
2011-07-01,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7259965090021107,-0.0713670468685235,1.0,0.9285714285714286,0.7857142857142857,0.7142857142857143,0.0714285714285715,0.8,1.0,0.0,-2.149548642315595,-1.1793382083629598,0.8082191780821918,0.821917808219178,1.0
2011-07-08,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0139687559025683,-0.0680391555903563,1.0,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.0714285714285715,0.8,1.0,0.0,-2.407340040825165,-1.1793382083629598,0.8082191780821918,0.821917808219178,1.0
2011-07-15,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0611794345516994,-0.0868304944437928,1.0,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.2142857142857143,0.8,1.0,0.0,-2.041532313563392,-1.594391860359769,0.8108108108108109,0.8243243243243243,1.0
2011-07-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8847855497293267,-0.0667905264956498,1.0,0.9285714285714286,0.8571428571428571,0.5714285714285714,0.3571428571428572,0.8,1.0,0.0,-2.1199220130204126,-1.5566567763880037,0.8133333333333334,0.8266666666666667,1.0
2011-07-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.941465655715713,-0.1031954090792386,1.0,0.8571428571428571,0.7857142857142857,0.2857142857142857,-0.0714285714285715,0.8,1.0,0.0,-1.9114325098727232,-1.5206564782373102,0.8157894736842105,0.8289473684210527,1.0
2011-08-05,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1833132564916172,-0.1673370473418951,0.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,-0.7142857142857143,0.8,1.0,0.0,-1.8204794178844,-1.5206564782373102,0.8269230769230769,0.1217948717948717,0.9487179487179488
2011-08-12,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,mixed,0.2262869427486127,-0.1809282383165341,0.0,0.2142857142857142,0.2142857142857142,0.2857142857142857,-0.7142857142857143,0.8,1.0,0.0,-1.5767363690575684,-1.5206564782373102,0.8875,0.0125,0.1125
2011-08-19,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.085990356857987,-0.2189275379465005,0.0,0.2857142857142857,0.2142857142857142,0.2857142857142857,-0.6428571428571429,0.8,1.0,1.0,-1.6138117425814902,2.169483419675871,0.8875,0.0125,0.1125
2011-08-26,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.3303588295153972,-0.1819682129289793,0.0,0.2857142857142857,0.2142857142857142,0.2857142857142857,-0.5714285714285714,0.8,1.0,1.0,-2.105165319535524,2.069805377995324,0.8888888888888888,0.0123456790123456,0.1111111111111111
2011-09-02,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.7977277518524009,-0.1828004262130215,0.0,0.2857142857142857,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.8,1.0,1.0,-2.154195011097684,1.9798807756895984,0.8902439024390244,0.0121951219512195,0.1097560975609756
2011-09-09,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,mixed,0.7130953099249262,-0.1961835123385427,0.0,0.2857142857142857,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.8,1.0,1.0,-1.7097894794053223,1.9798807756895984,0.891566265060241,0.0120481927710843,0.108433734939759
2011-09-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6521482043891043,-0.1529923093269379,0.0,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.0714285714285714,0.4,0.5,1.0,-1.6725710402929206,-0.0939182707523136,0.8205128205128205,0.1217948717948717,0.9423076923076924
2011-09-23,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8381302997539161,-0.2086137407049306,0.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,-0.0714285714285714,0.4,0.5,1.0,-1.958953044510318,-0.0844649394855873,0.8823529411764706,0.0117647058823529,0.1176470588235294
2011-09-30,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.480576372330674,-0.2113320201223442,0.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,-0.0714285714285714,0.4,0.5,1.0,-1.0256925869886633,-0.074970967270801,0.8823529411764706,0.0117647058823529,0.1176470588235294
2011-10-07,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.3494935879900494,-0.1934885923297458,0.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,-0.0714285714285714,0.4,0.5,1.0,-1.0483935601755137,-0.074970967270801,0.8837209302325582,0.0116279069767441,0.1162790697674418
2011-10-14,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9157578073220912,-0.1456735317907467,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,-0.0714285714285714,0.4,0.5,1.0,-1.055756408660823,-0.074970967270801,0.8850574712643678,0.0114942528735632,0.1149425287356321
2011-10-21,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8224454079274574,-0.1359154136576829,0.0,0.3571428571428571,0.2142857142857142,0.2142857142857142,0.1428571428571428,0.2,0.5,1.0,-0.5561755743623352,0.5590349227109438,0.8863636363636364,0.0113636363636363,0.1136363636363636
2011-10-28,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.1078662792610563,-0.1036437036122508,1.0,0.5,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.0,0.5,1.0,-0.6658674501310121,0.5743841249720355,0.8876404494382022,0.0112359550561797,0.1123595505617977
2011-11-04,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.914533936968202,-0.1253906259929895,0.0,0.4285714285714285,0.2142857142857142,0.5714285714285714,0.2142857142857142,0.0,0.5,1.0,-0.2820270787086062,0.569116989087721,0.8888888888888888,0.0111111111111111,0.1111111111111111
2011-11-11,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9932889215541474,-0.1171657095148985,1.0,0.5,0.2142857142857142,0.5714285714285714,0.2142857142857143,0.4,0.5,1.0,-0.3711722299382413,0.569116989087721,0.8901098901098901,0.0109890109890109,0.1098901098901098
2011-11-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5828289518275362,-0.1497860930860067,0.0,0.2142857142857142,0.2142857142857142,0.4285714285714285,-0.1428571428571428,0.4,0.5,1.0,-0.3020143687874935,-0.132545113455613,0.8141025641025641,0.1217948717948717,0.935897435897436
2011-11-25,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.6120540377027238,-0.1890975044388029,0.0,0.2142857142857142,0.2142857142857142,0.1428571428571428,-0.2857142857142857,0.6,0.5,1.0,0.0003299680216938,-0.1150261995030149,0.8817204301075269,0.010752688172043,0.1182795698924731
2011-12-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6638896383108033,-0.1297119104746541,0.0,0.3571428571428571,0.2857142857142857,0.5,-0.0714285714285714,0.4,0.5,1.0,0.4621952886568676,-0.0971780066316052,0.8076923076923077,0.1217948717948717,0.9294871794871796
2011-12-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7186286066811596,-0.1214178089245719,1.0,0.4285714285714285,0.3571428571428571,0.6428571428571429,-0.0714285714285714,0.4,0.5,1.0,0.994865825493404,-0.0971780066316052,0.8076923076923077,0.1217948717948717,0.9294871794871796
2011-12-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.4752507333765112,-0.1471295099889984,0.0,0.2142857142857142,0.3571428571428571,0.3571428571428571,0.0,0.4,0.5,1.0,0.9596942990755134,-0.9237237255270416,0.8076923076923077,0.1217948717948717,0.9294871794871796
2011-12-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.289667481902962,-0.1134607011958575,1.0,0.4285714285714285,0.5,0.6428571428571429,0.2142857142857142,0.0,0.5,1.0,0.9239979341010688,-0.9026819549576388,0.8076923076923077,0.1217948717948717,0.9294871794871796
2011-12-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3954484775362893,-0.1197035718528196,1.0,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0714285714285714,0.4,0.5,1.0,0.9975629578566344,-0.8821207822316137,0.8076923076923077,0.1217948717948717,0.9294871794871796
2012-01-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3587950721407499,-0.1042015125491896,1.0,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.4,0.5,1.0,1.1278487256398626,-0.8821207822316137,0.8076923076923077,0.1217948717948717,0.9294871794871796
2012-01-13,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2809540350676769,-0.0962758026138216,1.0,0.5714285714285714,0.3571428571428571,0.5714285714285714,0.3571428571428571,0.4,0.5,1.0,1.0666417211875148,-0.8821207822316137,0.8076923076923077,0.1217948717948717,0.9294871794871796
2012-01-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2234954972320167,-0.0744612753563803,1.0,0.5714285714285714,0.3571428571428571,0.7857142857142857,0.1428571428571428,0.4,0.5,1.0,1.188126469814526,-0.9528769248395356,0.8076923076923077,0.1217948717948717,0.9294871794871796
2012-01-27,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,0.0920265326680271,-0.0753728419255764,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.2142857142857143,0.4,0.5,1.0,1.1780420994568082,-0.9301300271241032,0.5714285714285714,0.5714285714285714,0.9285714285714286
