cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision,last_recent_decision,recent_decision_rows,symbol_count
0001721386,LANDSEA HOMES CORP,construction,0001721386-25-000018,2025-05-14 00:00:00+00:00,LSEA|LSEAW,xbrl_symbol_recovered,lhi-20250331.htm,dbab3e5ca9cbfe0a4dec31568a69c2219e0ceb2305f12b7e2394e0639625151e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001830188,"UNITED HOMES GROUP, INC.",construction,0001830188-24-000037,2024-11-13 00:00:00+00:00,UHG|UHGWW,xbrl_symbol_recovered,uhg-20240930.htm,335afed9f75e06224a5178f2fa99b61a48417a74be9e9574d06e12ebfcaa2468,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2
0000034088,EXXON MOBIL CORP,energy,0000034088-26-000045,2026-02-19 00:00:00+00:00,XOM|XOM28|XOM32|XOM39A,xbrl_symbol_recovered,xom-20251231.htm,3591db2246ab14c52465d32f69b459b000919c141a5656c81cf59acf0a805be8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000061398,TELLURIAN INC. /DE/,energy,0000061398-24-000031,2024-08-09 00:00:00+00:00,TELL|TELZ,xbrl_symbol_recovered,tell-20240630.htm,13962bb82580ad8c417712ae44dc7a1665bc041f166eb8eb410ef661c11cdb12,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,2
0001458891,NOBLE CORP,energy,0001628280-22-021784,2022-08-10 00:00:00+00:00,NE,xbrl_symbol_recovered,ne-20220630.htm,dd99accf4f1a5aded69255e4f6c33600ea46d2a55b618da2c6f95c9b5323904f,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1
0001687187,"RAMACO RESOURCES, INC.",energy,0001104659-26-020479,2026-02-27 00:00:00+00:00,METC|METCB|METCZ|METCI,xbrl_symbol_recovered,metc-20251231x10k.htm,768010e1ec7522d1e16b749a03622f8b420ee7688976f90ed1ca53785138d6c4,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001703785,SITIO ROYALTIES CORP.,energy,0000950170-22-023278,2022-11-09 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20220930.htm,05def4c503ad0f7948e7b64b86cd4be1042b401414c3e73f688006156a285f65,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1
0001895262,NOBLE CORP PLC,energy,0001895262-26-000076,2026-02-13 00:00:00+00:00,NE,xbrl_symbol_recovered,ne-20251231.htm,9181911451721cef815aa60a1456a64ebad8f3fdd3c7ba79466430fa677861e9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001949543,SITIO ROYALTIES CORP.,energy,0001628280-25-037434,2025-08-05 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20250630.htm,8028a40629db79f88efa5cc99671a3ecb621f5d47876e413b6dc2edadbda0b45,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1
0000005513,UNUM GROUP,finance_insurance_real_estate,0000005513-26-000008,2026-02-18 00:00:00+00:00,UNM|UNMA,xbrl_symbol_recovered,unm-20251231.htm,753db8d8a427b63d8a2dd4342ecab9e425d823b70f88df801739fc32355f7559,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000007789,ASSOCIATED BANC-CORP,finance_insurance_real_estate,0000007789-26-000071,2026-02-13 00:00:00+00:00,ASB|ASBA,xbrl_symbol_recovered,asb-20251231.htm,e869c348049223b2b9143c674c13b6cafb069a0fc1e9c223d74933a71f404a87,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000011544,BERKLEY W R CORP,finance_insurance_real_estate,0000011544-26-000005,2026-02-28 00:00:00+00:00,WRB|WRB-PE|WRB-PF|WRB-PG|WRB-PH,xbrl_symbol_recovered,wrb-20251231.htm,b64daf03fc7ed6f55d6c80a70bbabfcfc0ecf76dd5a3e93f7e6de41f789f7841,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000019617,JPMORGAN CHASE & CO,finance_insurance_real_estate,0001628280-26-008131,2026-02-14 00:00:00+00:00,JPM|AMJB|VYLD,xbrl_symbol_recovered,jpm-20251231.htm,4d9febdbc2038dcdca8726053286df4cbbfd48885051cbd781efcc3becb66a23,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000025475,CRAWFORD & CO,finance_insurance_real_estate,0001193125-26-085465,2026-03-03 00:00:00+00:00,CRD-A|CRD-B,xbrl_symbol_recovered,crda-20251231.htm,1509e54dec18f86a009dee47d8f3477eb66fa07e5710969b56d9f85552b98ad6,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000034903,FEDERAL REALTY INVESTMENT TRUST,finance_insurance_real_estate,0000034903-26-000017,2026-02-13 00:00:00+00:00,FRT|FRT-C,xbrl_symbol_recovered,frt-20251231.htm,3be3b7e6cddd20f01aa4a47390df25798c9278ab95f5950c26db893d87965c66,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000035527,FIFTH THIRD BANCORP,finance_insurance_real_estate,0000035527-26-000124,2026-02-25 00:00:00+00:00,FITB|FITBI|FITBP|FITBO|FITBM,xbrl_symbol_recovered,fitb-20251231.htm,d48a6c9e1dd9a7059ea6f4397107093b7042db54cf4d9719d05572c83d504cbe,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000036270,M&T BANK CORP,finance_insurance_real_estate,0000036270-26-000010,2026-02-19 00:00:00+00:00,MTB|MTBPRH|MTBPRJ|MTBPRK,xbrl_symbol_recovered,mtb-20251231.htm,c26cca148c6982b71ea6f1734a8484ba88e7049407939579a7236efe9e25a161,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000039263,"CULLEN/FROST BANKERS, INC.",finance_insurance_real_estate,0000039263-26-000011,2026-02-06 00:00:00+00:00,CFR|CFR.PRB,xbrl_symbol_recovered,cfr-20251231.htm,356877e79e2577f6a53988bfccf4409ce81b848bec2ad56ce0b1142165c0d6f2,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000046195,BANK OF HAWAII CORP,finance_insurance_real_estate,0000046195-26-000015,2026-02-25 00:00:00+00:00,BOH|BOH.PRA|BOH.PRB,xbrl_symbol_recovered,boh-20251231.htm,a8c0c6599d8f1530db4a48d205d6dd286db06852ffd085209dd3e85c24ee9deb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000049196,HUNTINGTON BANCSHARES INC /MD/,finance_insurance_real_estate,0000049196-26-000015,2026-02-14 00:00:00+00:00,HBANP|HBANM|HBANL|HBANZ|HBAN,xbrl_symbol_recovered,hban-20251231.htm,8634c4eb9abd37a820d04becc68eec6bb1428be0d90f100a8ebc6d1904c54a90,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000072971,WELLS FARGO & COMPANY/MN,finance_insurance_real_estate,0000072971-26-000133,2026-02-25 00:00:00+00:00,WFC|WFC.PRL|WFC.PRY|WFC.PRZ|WFC.PRA|WFC.PRC|WFC.PRD,xbrl_symbol_recovered,wfc-20251231_d2.htm,63f0906ae441374efdd57b759c550ad69982fcfe41c737f1c39e9679e57379a5,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7
0000073124,NORTHERN TRUST CORP,finance_insurance_real_estate,0000073124-26-000016,2026-02-25 00:00:00+00:00,NTRS|NTRSO,xbrl_symbol_recovered,ntrs-20251231.htm,cbbd856c3609d95019b4f59a9e851e70bc2166e3e95c41e6559bd77fade48d07,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000092230,TRUIST FINANCIAL CORP,finance_insurance_real_estate,0000092230-26-000030,2026-02-25 00:00:00+00:00,TFC|TFC.PI|TFC.PJ|TFC.PO|TFC.PR,xbrl_symbol_recovered,tfc-20251231.htm,7625955b56a2a89ac43a28e37c4d915b19159fb070b7e4350057f5b4b157350f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000093751,STATE STREET CORP,finance_insurance_real_estate,0000093751-26-000124,2026-02-20 00:00:00+00:00,STT|STT.PRG,xbrl_symbol_recovered,stt-20251231.htm,c8ebfd008d81bba5618805ba416fb2ac71f343195fb1e612952322175da01980,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000101382,UMB FINANCIAL CORP,finance_insurance_real_estate,0001193125-26-076496,2026-02-27 00:00:00+00:00,UMBF|UMBFO,xbrl_symbol_recovered,umbf-20251231.htm,8fcc2b15449fa4fcc2353dfb0df08957d39cbd33db5fcc1d4458259b66187055,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",finance_insurance_real_estate,0000109380-26-000046,2026-02-25 00:00:00+00:00,ZION|ZIONP,xbrl_symbol_recovered,zions-20251231.htm,1cc3bbdd1b258f4f6bb6a45a5cddfc68dc330dc703d5d9e158f9defecfb0eb77,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000203596,WESBANCO INC,finance_insurance_real_estate,0001193125-26-085463,2026-03-03 00:00:00+00:00,WSBC|WSBCO,xbrl_symbol_recovered,wsbc-20251231.htm,e0d96c7807404f797c1e365eb9c553b2e4287a8fa433ce775b58d7e7d692763e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000230557,SELECTIVE INSURANCE GROUP INC,finance_insurance_real_estate,0000230557-26-000006,2026-02-10 00:00:00+00:00,SIGI|SIGIP,xbrl_symbol_recovered,sigi-20251231.htm,bdcb68245714422ad9dda53d234f809e1049530f8a678fa70eb967a3a8b90434,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000314489,FIRST BUSEY CORP /NV/,finance_insurance_real_estate,0000314489-26-000013,2026-02-27 00:00:00+00:00,BUSE|BUSEP,xbrl_symbol_recovered,buse-20251231.htm,e8009ecc7e85e17f5fb156efd8cab99acc8e4be0264a5cb4f050a57bb321a025,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000700564,FULTON FINANCIAL CORP,finance_insurance_real_estate,0000700564-26-000006,2026-02-28 00:00:00+00:00,FULT|FULTP,xbrl_symbol_recovered,fult-20251231.htm,9dfe4f01d84f0d90045f738bd41f0ee2bb791e9bc202de4586420142f3ee5075,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000707179,OLD NATIONAL BANCORP /IN/,finance_insurance_real_estate,0000707179-26-000010,2026-02-20 00:00:00+00:00,ONB|ONBPP|ONBPO,xbrl_symbol_recovered,onb-20251231.htm,3152146c02fd559382a5369012c7f65743a3a0620b3b1b6f37e81ee2042f4ac5,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000712534,FIRST MERCHANTS CORP,finance_insurance_real_estate,0000712534-26-000022,2026-02-26 00:00:00+00:00,FRME|FRMEP,xbrl_symbol_recovered,frme-20251231.htm,e61994f86fd85ac60377548230646f336745698da79701588031432b34f4061e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000712771,"CONNECTONE BANCORP, INC.",finance_insurance_real_estate,0001437749-26-005320,2026-02-25 00:00:00+00:00,CNOB|CNOBP,xbrl_symbol_recovered,cnob20251231c_10k.htm,665bea44a54cfd230d463d92998ec19cc78f1f0bf00bb2607d3b88f36ea907fa,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000714310,VALLEY NATIONAL BANCORP,finance_insurance_real_estate,0000714310-26-000017,2026-02-28 00:00:00+00:00,VLY|VLYPP|VLYPO|VLYPN,xbrl_symbol_recovered,vly-20251231.htm,0d2390d6bdaac27e7c19852056dbd663535363607359005c4f348a4ee8992b68,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000720672,STIFEL FINANCIAL CORP,finance_insurance_real_estate,0001193125-26-067130,2026-02-25 00:00:00+00:00,SF|SF-PB|SF-PC|SF-PD|SFB,xbrl_symbol_recovered,sf-20251231.htm,a1c70979d35783735aae2e068eb15a230c0d07fe6ad3f667897a0242debe0cb8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000736772,CNB FINANCIAL CORP/PA,finance_insurance_real_estate,0000736772-26-000031,2026-03-12 00:00:00+00:00,CCNE|CCNEP,xbrl_symbol_recovered,ccne-20251231.htm,061dca1d0f7fe8a2f75ea0cb9a8168babd532fcd9db717e77bb2e522eb0ab82f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000750577,HANCOCK WHITNEY CORP,finance_insurance_real_estate,0001193125-26-077903,2026-02-28 00:00:00+00:00,HWC|HWCPZ,xbrl_symbol_recovered,hwc-20251231.htm,11c94178d66e3adc604fa3e5e0cd048db901d78551d0257a4602a00ae37dce3b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000763901,"POPULAR, INC.",finance_insurance_real_estate,0001193125-26-085756,2026-03-03 00:00:00+00:00,BPOP|BPOPM,xbrl_symbol_recovered,d17859d10k.htm,cdbea9a09410215adb55b409d902dd75b1e70d4d4a456b764a297b386f9c9b82,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000798941,FIRST CITIZENS BANCSHARES INC /DE/,finance_insurance_real_estate,0000798941-26-000015,2026-02-25 00:00:00+00:00,FCNCA|FCNCP|FCNCO|FCNCN,xbrl_symbol_recovered,fcnca-20251231.htm,5109c0b40e0b33e432f13a3c20bcd77fc5d46ca4083a9f7a25868b05c4973e3b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000800457,DONEGAL GROUP INC,finance_insurance_real_estate,0001140361-26-008268,2026-03-07 00:00:00+00:00,DGICA|DGICB,xbrl_symbol_recovered,ef20060826_10k.htm,566f73e2734ce71f131f81f373dc4c4b4b4705de4bb39969db466c1137b3f1f8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000801337,WEBSTER FINANCIAL CORP,finance_insurance_real_estate,0000801337-26-000008,2026-02-28 00:00:00+00:00,WBS|WBS-PRF|WBS-PRG,xbrl_symbol_recovered,wbs-20251231.htm,084657a740b781cc0a397501044b30004243e73f933a7852dd09dd747ae6cfd0,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000826675,DYNEX CAPITAL INC,finance_insurance_real_estate,0000826675-26-000017,2026-02-26 00:00:00+00:00,DX|DXPRC,xbrl_symbol_recovered,dx-20251231.htm,1607e6abc9b7ee5048592aa121559e786380e48e3d6a78d7bfc036a999dd2717,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000827876,"CLEANSPARK, INC.",finance_insurance_real_estate,0001193125-26-039538,2026-02-06 00:00:00+00:00,CLSK|CLSKW,xbrl_symbol_recovered,clsk-20251231.htm,18d73f3e662fd39c7c0012c87f1c7c82731d9c8f427776cf261a840f5b4e6f5a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORP,finance_insurance_real_estate,0000845877-26-000014,2026-02-20 00:00:00+00:00,AGM.A|AGM|AGM.PRD|AGM.PRE|AGM.PRF|AGM.PRG|AGM.PRH,xbrl_symbol_recovered,agm-20251231.htm,41b7fb66182a77fa8b1b88ded4255a17761c3c9f8aa34aee28e501c19c61ceff,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7
0000846617,"DIME COMMUNITY BANCSHARES, INC. /NY/",finance_insurance_real_estate,0000846617-26-000013,2026-02-21 00:00:00+00:00,DCOM|DCOMP|DCOMG,xbrl_symbol_recovered,dcom-20251231x10k.htm,5566da01adba3ec952a71429d6f44ffe8f5d2990a2a40be30485a4e917042e28,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000860748,KEMPER CORP,finance_insurance_real_estate,0000860748-26-000014,2026-02-12 00:00:00+00:00,KMPR|KMPB,xbrl_symbol_recovered,kmpr-20251231.htm,3ce8799a6706ac5444a0486946749023cf3837147393b4b9c88ecb9038d446fc,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000879101,KIMCO REALTY CORP,finance_insurance_real_estate,0001193125-26-060760,2026-02-21 00:00:00+00:00,KIM|KIMPRL|KIMPRM|KIMPRN,xbrl_symbol_recovered,kim-20251231.htm,0b25d1f3f0a6772ba1389a2ecea7384d078935466627e94c03b6b1a3502a5d7e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000883948,ATLANTIC UNION BANKSHARES CORP,finance_insurance_real_estate,0000883948-26-000021,2026-02-27 00:00:00+00:00,AUB|AUB.PRA,xbrl_symbol_recovered,aub-20251231x10k.htm,b298889f7bc0084e4ba7a84b8057ef20262c649eb1e4308d8132082d579f00de,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000898174,REINSURANCE GROUP OF AMERICA INC,finance_insurance_real_estate,0000898174-26-000006,2026-02-21 00:00:00+00:00,RGA|RZB|RZC,xbrl_symbol_recovered,rga-20251231.htm,4eecdee448e2a4aecb93f5833e7ae15cb3f94feaa231129517613bd214d3faa9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000899051,ALLSTATE CORP,finance_insurance_real_estate,0000899051-26-000031,2026-02-21 00:00:00+00:00,ALL|ALL.PR.B,xbrl_symbol_recovered,all-20251231.htm,db90f4766e2193f9b85f72e0863b3cefb17f338ba08e8dd704cf13da8fab8279,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000910108,LXP INDUSTRIAL TRUST,finance_insurance_real_estate,0000910108-26-000009,2026-02-13 00:00:00+00:00,LXP|LXPPRC,xbrl_symbol_recovered,lxp-20251231.htm,73adce45bea25a384ed0143f030ee08db7df3592895151800b96baee7444ae4e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000910606,REGENCY CENTERS CORP,finance_insurance_real_estate,0001193125-26-051668,2026-02-14 00:00:00+00:00,REG|REGCP|REGCO,xbrl_symbol_recovered,reg-20251231.htm,dafe8e2b9dc762030eec394bac0d706edd1c21add80998d2119f84e083916406,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000912595,MID AMERICA APARTMENT COMMUNITIES INC.,finance_insurance_real_estate,0001193125-26-041208,2026-02-07 00:00:00+00:00,MAAI|MAA,xbrl_symbol_recovered,maa-20251231.htm,523a201cd6c4c7406d1966177e572b2b759b29d3da7e846cc7cf6df0f439a5ec,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000917251,AGREE REALTY CORP,finance_insurance_real_estate,0000917251-26-000013,2026-02-11 00:00:00+00:00,ADC|ADCPRA,xbrl_symbol_recovered,adc-20251231.htm,3e39e4b09ed519a7085899407f00c1f18b9617886bfcf858e70986b853ac83ef,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000927628,CAPITAL ONE FINANCIAL CORP,finance_insurance_real_estate,0000927628-26-000024,2026-02-20 00:00:00+00:00,COF|COF29,xbrl_symbol_recovered,cof-20251231.htm,d2d900c328b3cdd8a86023ca07680d6eac13042cfd42057e7114994efd82bcfa,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000930236,REDWOOD TRUST INC,finance_insurance_real_estate,0000930236-26-000007,2026-02-28 00:00:00+00:00,RWT|RWTN|RWTO|RWTP|RWTQ,xbrl_symbol_recovered,rwt-20251231.htm,062486cc1c76a27eb63d2052b6cf1f581ad4985b16ec0d92fdca07efc1bea5ab,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000936528,WAFD INC,finance_insurance_real_estate,0000936528-26-000020,2026-02-05 00:00:00+00:00,WAFD|WAFDP,xbrl_symbol_recovered,wfsl-20251231.htm,5f5f409f9372b596b59f7776f4823a188988edbaa9e927159979dc798db026fb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000947484,ARCH CAPITAL GROUP LTD.,finance_insurance_real_estate,0000947484-26-000017,2026-02-27 00:00:00+00:00,ACGL|ACGLO|ACGLN,xbrl_symbol_recovered,acgl-20251231.htm,1ac4355f06ac8ebe22f424cf364df509e3c91f8c18b3cc73ec427cc923fccf8d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001004434,"AFFILIATED MANAGERS GROUP, INC.",finance_insurance_real_estate,0001628280-26-008665,2026-02-18 00:00:00+00:00,AMG|MGR|MGRB|MGRD|MGRE,xbrl_symbol_recovered,amg-20251231.htm,e2d0e42fc1d6fd34e672bc9cbb767de0d39e2549a0df1578e49ad8e248d33e41,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0001015328,WINTRUST FINANCIAL CORP,finance_insurance_real_estate,0001015328-26-000007,2026-02-27 00:00:00+00:00,WTFC|WTFCN,xbrl_symbol_recovered,wtfc-20251231.htm,fca83879f502b50a16b1803c38b0c09f22d1ed03f9cfd21c252f425bd5a0c75a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001026214,FEDERAL HOME LOAN MORTGAGE CORP,finance_insurance_real_estate,0001026214-26-000021,2026-02-13 00:00:00+00:00,FMCC|FMCCI|FMCKK|FMCCG|FMCCH|FMCCK|FMCCL|FMCCM|FMCCN|FMCCO|FMCCP|FMCCJ|FMCKP|FMCCS|FMCCT|FMCKO|FMCKM|FMCKN|FMCKL|FMCKI|FMCKJ,xbrl_symbol_recovered,fmcc-20251231.htm,81e38b8b99d36483d8ccb017c57714ce7a91668c3348dd75380df88cb12979a8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,21
0001032033,SLM CORP,finance_insurance_real_estate,0001032033-26-000011,2026-02-20 00:00:00+00:00,SLM|SLMBP,xbrl_symbol_recovered,slm-20251231.htm,6fc40e83d78a18c550c40bc18851756f906e301ef0a56e18fc774b007aa37477,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001040971,SL GREEN REALTY CORP,finance_insurance_real_estate,0001628280-26-008669,2026-02-18 00:00:00+00:00,SLG|SLG.PRI,xbrl_symbol_recovered,slg-20251231.htm,c21595b6dce629f97816277222fc041b00933efd778bd85f9ceba6b4c04cce9b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001042046,AMERICAN FINANCIAL GROUP INC,finance_insurance_real_estate,0001042046-26-000010,2026-02-26 00:00:00+00:00,AFG|AFGB|AFGD|AFGC|AFGE,xbrl_symbol_recovered,afg-20251231.htm,dd510532d475bc91d3a4c98abdf9ac6b0def902a7e509e6823e2bfb8c3938fdd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0001043219,ANNALY CAPITAL MANAGEMENT INC,finance_insurance_real_estate,0001043219-26-000013,2026-02-13 00:00:00+00:00,NLY|NLY.F|NLY.G|NLY.I|NLY.J,xbrl_symbol_recovered,nly-20251231.htm,55b8e2f2acbb336c108ff708a0f235cdd178958df7ca54bc1f2fd6700c97cb50,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0001050446,STRATEGY INC,finance_insurance_real_estate,0001050446-26-000020,2026-02-20 00:00:00+00:00,STRF|STRC|STRK|STRD|MSTR,xbrl_symbol_recovered,mstr-20251231.htm,f8bdfc4540033f3cbf68917e01350290901081dd0fd3d62444af86b938f6345c,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0001055160,"MFA FINANCIAL, INC.",finance_insurance_real_estate,0001055160-26-000004,2026-02-21 00:00:00+00:00,MFA|MFAN|MFAO,xbrl_symbol_recovered,mfa-20251231.htm,9996948fafc06bdc10b4ea85bf794072a471880129b75a35ded3389088e47080,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
