cik10,ticker,company_name,provider_end_date,raw_last_price_date,last_price_date,last_close,last_adjusted_close,last_volume,last_5_session_return,last_21_session_return,final_dividend,final_split_factor,sec_completion_filing_date,sec_completion_accession,sec_completion_items,sec_nearby_25_nse,sec_25_nse_accessions,terminal_reason,terminal_return_available,provisional_backtest_rule
0001470099,MOBL,"MOBILEIRON, INC.",2020-12-01,2020-12-01,2020-12-01,7.04,7.04,0.0,0.002849002849002913,0.0,0.0,1.0,2020-12-01,0001140361-20-027005,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-20-000732,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000887226,PRCP,PERCEPTRON INC/MI,2020-12-21,2020-12-21,2020-12-21,6.975,6.975,0.0,0.0007173601147776321,0.0007173601147776321,0.0,1.0,2020-12-21,0001171843-20-008665,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-20-000813,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001637558,CCR,CONSOL COAL RESOURCES LP,2020-12-31,2020-12-31,2020-12-30,4.73,4.73,0.0,-0.018672199170124415,0.21593830334190245,0.0,1.0,2020-12-30,0001193125-20-329289,1.01|1.02|2.01|3.01|3.02|3.03|5.02|5.07|9.01,True,0000876661-20-001280,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001518832,WPX,"WPX ENERGY, INC.",2021-01-14,2021-01-14,2021-01-07,9.43,9.43,0.0,0.12934131736526955,0.15705521472392636,0.0,1.0,2021-01-07,0001104659-21-002045,1.02|2.01|3.01|5.01|5.02|7.01|9.01,True,0000876661-21-000018,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001447599,FIT,"FITBIT, INC.",2021-01-14,2021-01-14,2021-01-14,6.93,6.93,1751.0,-0.018413597733710985,-0.03883495145631066,0.0,1.0,2021-01-14,0001193125-21-008670,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-21-000059,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001358071,CXO,CONCHO RESOURCES INC,2021-01-15,2021-01-15,2021-01-15,65.6,65.6,18053801.0,0.006752608962553586,0.05313854551292341,0.0,1.0,2021-01-15,0001104659-21-004795,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0000876661-21-000081,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001237746,EIGI,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",2021-02-10,2021-02-10,2021-02-10,9.49,9.49,1172736.0,0.0,0.003171247357293794,0.0,1.0,2021-02-10,0001193125-21-036258,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000210,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001207074,VRTU,VIRTUSA CORP,2021-02-11,2021-02-11,2021-02-11,51.325,51.325,0.0,0.0028331379445096783,0.0032251759186865403,0.0,1.0,2021-02-11,0001104659-21-020825,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-21-000213,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001474439,TNAV,"TELENAV, INC.",2021-02-17,2021-02-17,2021-02-17,4.79,4.79,0.0,0.0,0.008421052631578885,0.0,1.0,2021-02-17,0001193125-21-046459,2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-21-000237,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001651235,ACIA,"ACACIA COMMUNICATIONS, INC.",2021-03-01,2021-03-01,2021-03-01,114.99,114.99,0.0,0.00043500957021058717,0.006388937510939829,0.0,1.0,2021-03-01,0001193125-21-062708,2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-21-000281,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001108827,QEP,"QEP RESOURCES, INC.",2021-03-18,2021-03-18,2021-03-17,4.08,4.08,0.0,-0.023923444976076458,0.18260869565217397,0.0,1.0,2021-03-17,0001193125-21-084161,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-21-000398,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001725526,HPR,HIGHPOINT RESOURCES CORP,2021-04-01,2021-04-01,2021-04-01,4.73,4.73,4087517.0,-0.3896774193548387,-0.48135964912280693,0.0,1.0,2021-04-01,0001104659-21-045683,1.02|1.03|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-21-000508,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001108320,SMTX,SMTC CORP,2021-04-05,2021-04-05,2021-04-05,6.04,6.04,0.0,0.004991680532445919,0.027210884353741527,0.0,1.0,2021-04-05,0001564590-21-017517,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-21-000441,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000068709,MTSC,MTS SYSTEMS CORP,2021-04-07,2021-04-07,2021-04-07,58.49,58.49,0.0,0.00498281786941579,0.004120171673819728,0.0,1.0,2021-04-07,0001493152-21-008209,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000453,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001160958,IPHI,INPHI CORP,2021-04-20,2021-04-20,2021-04-20,172.27,172.27,5672270.0,-0.036143904213058686,0.0483812074001948,0.0,1.0,2021-04-21,0001193125-21-123317,1.01|2.01|3.01|3.03|5.01|5.03|8.01|9.01,True,0001354457-21-000489,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001286225,RP,"REALPAGE, INC.",2021-04-22,2021-04-22,2021-04-22,88.72,88.72,0.0,0.011054131054131,0.016032982134677187,0.0,1.0,2021-04-22,0001193125-21-125818,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000496,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001366246,GLUU,GLU MOBILE INC,2021-04-29,2021-04-29,2021-04-29,12.5,12.5,0.0,0.0008006405124099114,0.002405773857257376,0.0,1.0,2021-04-29,0001104659-21-057013,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000524,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001724670,PRSP,PERSPECTA INC.,2021-05-06,2021-05-06,2021-05-06,29.34,29.34,7537017.0,0.0013651877133105117,0.006172839506172867,0.0,1.0,2021-05-06,0001140361-21-016207,2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0000876661-21-000676,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000354908,FLIR,FLIR SYSTEMS INC,2021-05-14,2021-05-14,2021-05-14,57.34,57.34,6.0,-0.03223628691983116,-0.01848681958233478,0.0,1.0,2021-05-14,0001193125-21-161540,1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-21-000563,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000886835,SPNX,SUPERIOR ENERGY SERVICES INC,2021-05-17,2021-05-17,2021-05-17,0.1405,0.1405,0.0,0.0,0.0,0.0,1.0,2020-09-30,0001193125-20-258622,1.01|5.02|7.01|9.01,True,0000876661-20-000875,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0000036047,CLGX,"CORELOGIC, INC.",2021-06-08,2021-06-08,2021-06-04,80.0,80.0,0.0,0.006669183339625073,0.00401606425702794,0.0,1.0,2021-06-04,0001193125-21-182272,1.01|1.02|2.01|3.01|5.01|5.02|5.03|8.01|9.01,True,0000876661-21-000838|0000876661-21-000837,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001668105,TLND,TALEND S.A.,2021-08-09,2021-08-09,2021-07-30,65.97,65.97,0.0,0.000910332271279124,0.005640243902439002,0.0,1.0,2021-07-30,0001104659-21-097973,2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-21-000880,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000743316,MXIM,MAXIM INTEGRATED PRODUCTS INC,2021-09-01,2021-09-01,2021-08-26,103.14,103.14,74.0,0.013063549749533498,0.05838891739353502,0.0,1.0,2021-08-26,0001193125-21-257603,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000970,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001010612,SYKE,SYKES ENTERPRISES INC,2021-08-27,2021-08-27,2021-08-27,54.0,54.0,18.0,0.0025993316004455647,0.008026880716819118,0.0,1.0,2021-08-27,0001193125-21-258924,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-21-000978,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001212458,PFPT,PROOFPOINT INC,2021-08-31,2021-08-31,2021-08-31,175.9,175.9,102.0,0.005430122892255085,0.006235341227618596,0.0,1.0,2021-08-31,0001193125-21-261338,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-21-000996,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001506439,SHSP,"SHARPSPRING, INC.",2021-09-01,2021-09-01,2021-09-01,17.1,17.1,132427.0,0.0011709601873537423,0.010638297872340496,0.0,1.0,2021-09-01,0001654954-21-009642,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-21-001002,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001168054,XEC,CIMAREX ENERGY CO,2021-10-04,2021-10-04,2021-10-01,87.2,87.2,0.0,0.0713846909939797,0.32987646789690417,0.0,1.0,2021-10-01,0001104659-21-122062,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-21-001438,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001535379,CLDR,"CLOUDERA, INC.",2021-10-11,2021-10-11,2021-10-08,15.99,15.99,0.0,0.0,0.0037664783427495685,0.0,1.0,2021-10-08,0001193125-21-294924,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-21-001458,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001401680,CSOD,CORNERSTONE ONDEMAND INC,2021-10-15,2021-10-15,2021-10-15,57.49,57.49,0.0,0.0013934854554955578,0.00471862984970306,0.0,1.0,2021-10-15,0001193125-21-300082,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-21-001163,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001540184,MDLA,"MEDALLIA, INC.",2021-10-29,2021-10-29,2021-10-29,33.99,33.99,0.0,0.0008833922261484162,0.003542958370239324,0.0,1.0,2021-11-02,0001140361-21-036202,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03,True,0000876661-21-001555,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000915778,DSPG,DSP GROUP INC /DE/,2021-12-02,2021-12-02,2021-12-02,21.98,21.98,408272.0,0.000455166135639562,0.0027372262773721623,0.0,1.0,2021-12-02,0001437749-21-027686,2.01|3.01|3.03|5.01|5.02,True,0001354457-21-001407,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000855612,ZIXI,ZIX CORP,2021-12-23,2021-12-23,2021-12-23,8.485,8.485,0.0,0.000589622641509413,-0.002937720329024729,0.0,1.0,2021-12-23,0001193125-21-365769,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-21-001499,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001652133,OMP,OASIS MIDSTREAM PARTNERS LP,2022-02-01,2022-02-01,2022-02-01,23.86,23.86,0.0,-0.05877712031558191,-0.002091175240485188,0.0,1.0,2022-02-04,0001193125-22-028468,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-22-000090,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000743988,XLNX,XILINX INC,2022-02-14,2022-02-14,2022-02-14,194.92,194.92,353.0,-0.07238376243277977,0.018763393090471814,0.0,1.0,2022-02-14,0001104659-22-021762,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000131,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001433714,CSLT,"CASTLIGHT HEALTH, INC.",2022-02-17,2022-02-17,2022-02-17,2.05,2.05,0.0,0.004901960784313708,0.009852216748768461,0.0,1.0,2022-02-17,0001433714-22-000012,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000184,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001129260,VCRA,"VOCERA COMMUNICATIONS, INC.",2022-02-23,2022-02-23,2022-02-23,79.13,79.13,0.0,-0.0005052418845522544,0.003678335870116678,0.0,1.0,2022-02-23,0001193125-22-050048,2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-22-000191,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001002517,NUAN,"NUANCE COMMUNICATIONS, INC.",2022-03-04,2022-03-04,2022-03-04,55.99,55.99,0.0,0.009738503155996447,0.010467424652589985,0.0,1.0,2022-03-04,0001193125-22-066065,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000166,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001073349,EPAY,BOTTOMLINE TECHNOLOGIES INC,2022-09-16,2022-09-16,2022-05-13,56.99,56.99,898.0,0.007246376811594235,0.003875286242733811,0.0,1.0,2022-05-13,0001193125-22-149601,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000295,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001644675,MIME,MIMECAST LTD,2022-09-16,2022-09-16,2022-05-23,79.92,79.92,694.0,0.002131661442006383,0.0035158211953791874,0.0,1.0,2022-05-23,0001193125-22-157539,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000308,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001439404,ZNGA,ZYNGA INC,2022-09-08,2022-09-08,2022-05-23,8.18,8.18,1.0,0.03282828282828287,-0.08089887640449445,0.0,1.0,2022-05-23,0001193125-22-156900,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-22-000311,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000088790,IIN,INTRICON CORP,2022-05-24,2022-05-24,2022-05-24,24.24,24.24,94327.0,0.008739076154806291,0.008319467554076532,0.0,1.0,2022-05-24,0001140361-22-020437,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000316,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000804753,CERN,CERNER CORP,2022-09-08,2022-09-08,2022-06-08,94.92,94.92,203.0,0.0024289787728377643,0.013344720828440293,0.0,1.0,2022-06-08,0001193125-22-169841,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-22-000333,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001540755,PLAN,"ANAPLAN, INC.",2022-06-22,2022-06-22,2022-06-22,63.73,63.73,0.0,0.008386075949367022,-0.019689278572527447,0.0,1.0,2022-06-22,0001193125-22-178282,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000504,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001724570,MSP,DATTO HOLDING CORP.,2022-06-23,2022-06-23,2022-06-23,35.18,35.18,4889.0,0.010338885697874778,0.039905409399940917,0.0,1.0,2022-06-23,0001193125-22-179443,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-22-000506,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000007039,TREC,TRECORA RESOURCES,2022-06-27,2022-06-27,2022-06-27,9.81,9.81,0.0,0.0030674846625768915,0.007186858316221789,0.0,1.0,2022-06-27,0001193125-22-182819,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0000876661-22-000512|0000876661-22-000511,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001102934,CCMP,"CMC MATERIALS, INC.",2022-09-08,2022-09-08,2022-07-06,173.69,173.69,1.0,-0.032798752645060825,-0.03788843959452726,0.0,1.0,2022-07-06,0001140361-22-025276,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-22-000381,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001227025,NPTN,NEOPHOTONICS CORP,2022-08-03,2022-08-03,2022-08-03,16.01,16.01,0.0,0.019745222929936412,0.017800381436745116,0.0,1.0,2022-08-03,0001193125-22-210667,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-22-000607,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001370880,MNDT,"MANDIANT, INC.",2022-09-16,2022-09-16,2022-09-12,22.98,22.98,8510.0,0.005249343832021136,0.005249343832021136,0.0,1.0,2022-09-12,0001104659-22-099178,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-22-000510,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001756497,CHNG,CHANGE HEALTHCARE INC.,2022-10-03,2022-10-03,2022-10-03,27.49,27.49,3.0,0.008067473414008042,0.11070707070707075,0.0,1.0,2022-10-03,0001193125-22-256246,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-22-000557,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000877890,CTXS,CITRIX SYSTEMS INC,2022-11-02,2022-11-02,2022-10-03,103.9,103.9,0.0,0.0009633911368016612,0.00922778047595929,0.0,1.0,2022-10-03,0001193125-22-256805,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000553,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001679826,PING,PING IDENTITY HOLDING CORP.,2022-10-17,2022-10-17,2022-10-17,28.5,28.5,3473347.0,0.00849256900212314,0.011714589989350266,0.0,1.0,2022-10-18,0001104659-22-109533,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000855,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001348036,AVLR,"AVALARA, INC.",2022-10-28,2022-10-28,2022-10-19,93.48,93.48,0.0,0.008631851532153512,0.0138828633405641,0.0,1.0,2022-10-19,0001193125-22-265324,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000861,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001418091,TWTR,"TWITTER, INC.",2022-10-28,2022-10-28,2022-10-28,53.7,53.7,0.0,0.07636800962116652,0.25643425362657934,0.0,1.0,2022-10-31,0001193125-22-272772,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000890,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001525287,SRLP,SPRAGUE RESOURCES LP,2022-10-31,2022-10-31,2022-10-31,20.0,20.0,41820.0,-0.019127023050514946,0.008064516129032251,0.0,1.0,2022-11-01,0001104659-22-113199,2.01|3.01|3.03|5.02|7.01|8.01|9.01,True,0000876661-22-000912,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001169652,ECOM,CHANNELADVISOR CORP,2022-11-15,2022-11-15,2022-11-15,23.09,23.09,0.0,0.001300954032957602,0.008737439930100344,0.0,1.0,2022-11-15,0001193125-22-285349,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-000986,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001463172,ZEN,"ZENDESK, INC.",2022-11-21,2022-11-21,2022-11-21,77.48,77.48,3638435.0,0.011884550084889867,0.014136125654450327,0.0,1.0,2022-11-22,0001140361-22-042681,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0000876661-22-001017,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001710583,SWCH,"SWITCH, INC.",2022-12-05,2022-12-05,2022-12-05,34.25,34.25,7548836.0,0.0011692487576731025,0.009431181844975045,0.0,1.0,2022-12-06,0001193125-22-298966,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-001090,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001774155,BTRS,BTRS HOLDINGS INC.,2023-01-03,2023-01-03,2022-12-16,9.49,9.49,1.0,0.003171247357293794,0.006362672322375529,0.0,1.0,2022-12-16,0000950103-22-021095,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000741,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001745797,MNRL,"BRIGHAM MINERALS, INC.",2022-12-28,2022-12-28,2022-12-28,32.5,32.5,3018992.0,-0.013357619914996843,-0.05797101449275366,0.0,1.0,2022-12-29,0001193125-22-314817,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|7.01|9.01,True,0000876661-22-001216,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001576169,BNFT,"BENEFITFOCUS, INC.",2023-01-24,2023-01-24,2023-01-24,10.5,10.5,0.0,0.00190839694656475,0.003824091778202643,0.0,1.0,2023-01-24,0001193125-23-013732,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000038,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001385867,COUP,COUPA SOFTWARE INC,2023-02-28,2023-02-28,2023-02-28,80.97,80.97,0.0,0.012504689258471924,0.015297805642633167,0.0,1.0,2023-02-28,0001193125-23-054081,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000116,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001160951,DCT,"DUCK CREEK TECHNOLOGIES, INC.",2023-03-30,2023-03-30,2023-03-30,18.99,18.99,0.0,0.0005268703898839711,0.003699788583509278,0.0,1.0,2023-03-30,0001140361-23-014664,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000231,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001121142,MAXR,MAXAR TECHNOLOGIES INC.,2023-05-08,2023-05-08,2023-05-03,52.99,52.99,0.0,0.005693680015183222,0.03294346978557505,0.0,1.0,2023-05-03,0001104659-23-055309,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000379|0000876661-23-000378,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001643269,SUMO,"SUMO LOGIC, INC.",2023-06-01,2023-06-01,2023-05-12,12.04,12.04,0.0,0.0,0.0024979184013320666,0.0,1.0,2023-05-15,0001140361-23-024758,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000347,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001739936,MNTV,MOMENTIVE GLOBAL INC.,2023-05-31,2023-05-31,2023-05-31,9.45,9.45,7548533.0,0.004250797024442088,0.006389776357827337,0.0,1.0,2023-06-02,0001140361-23-027837,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-23-000369,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001827075,CVT,CVENT HOLDING CORP.,2023-06-15,2023-06-15,2023-06-15,8.52,8.52,0.0,0.0023529411764704466,0.007092198581560183,0.0,1.0,2023-06-15,0001193125-23-167888,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000399,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001747748,XM,QUALTRICS INTERNATIONAL INC.,2023-06-28,2023-06-28,2023-06-28,18.14,18.14,0.0,0.0033185840707965486,0.0044296788482836025,0.0,1.0,2023-06-28,0001628280-23-023743,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000432,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000077877,PDCE,"PDC ENERGY, INC.",2023-09-05,2023-09-05,2023-08-07,73.85,73.85,0.0,-0.02688101199103976,0.032939366389257874,0.0,1.0,2023-08-07,0001104659-23-088136,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000567,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001543916,FORG,"FORGEROCK, INC.",2023-08-24,2023-08-24,2023-08-23,23.21,23.21,0.0,0.10787589498806693,0.1467391304347827,0.0,1.0,2023-08-23,0001140361-23-040969,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000678,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001688476,NEX,NEXTIER OILFIELD SOLUTIONS INC.,2023-08-31,2023-08-31,2023-08-31,10.61,10.61,16983824.0,-0.0009416195856873921,-0.09160958904109595,0.0,1.0,2023-09-01,0001688476-23-000147,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000694,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001719489,KLR,"KALEYRA, INC.",2023-10-05,2023-10-05,2023-10-05,7.24,7.24,0.0,0.0,0.061583577712609916,0.0,1.0,2023-10-10,0001193125-23-253538,1.01|2.01|2.03|3.01|3.03|5.02|5.03|8.01|9.01,True,0001143313-23-000084|0001143313-23-000082,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000935494,NATI,NATIONAL INSTRUMENTS CORP,2023-10-11,2023-10-11,2023-10-11,59.98,59.98,0.0,0.005363727790814732,0.005195240489358044,0.0,1.0,2023-10-11,0001140361-23-047693,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000736,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000718877,ATVI,"ACTIVISION BLIZZARD, INC.",2023-10-13,2023-10-13,2023-10-13,94.42,94.42,1.0,0.0019100169779286968,0.023855996530036894,0.0,1.0,2023-10-13,0001104659-23-108985,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000768,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001760717,SCPL,SCIPLAY CORP,2023-10-23,2023-10-23,2023-10-23,22.94,22.94,0.0,0.0013094718463553257,0.006581834137779907,0.0,1.0,2023-10-23,0001104659-23-110660,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000786,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000010254,ESTE,EARTHSTONE ENERGY INC,2023-11-01,2023-11-01,2023-11-01,21.17,21.17,0.0,-0.025322283609576335,0.08675564681724857,0.0,1.0,2023-11-03,0001193125-23-270505,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000139,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
