Date,Ticker,recovery_momentum_13w_observed,recovery_vol_13w_observed,recovery_drawdown_26w_observed,contained_recovery_multiplier_observed,contained_recovery_quality_observed,contained_recovery_quality_tradable,contained_recovery_quality_score_observed,contained_recovery_quality_score_tradable,asset_class
2011-11-11,XLF,0.04001862335270023,0.3786525400467816,-0.15145182370324273,0.8485481762967573,0.08968044915173475,-0.014214011395744526,-0.21212121212121215,-0.5151515151515151,Equities
2011-11-11,XLE,0.0833894188405071,0.41280960689367124,-0.09013219808979589,0.9098678019102041,0.18379743580561705,0.11026561225661885,0.09090909090909083,-0.33333333333333337,Equities
2011-11-11,XLB,0.026627801967739062,0.44197625572805627,-0.12112696179885463,0.8788730382011454,0.05294958023809445,0.04876082077639058,-0.3939393939393939,-0.4545454545454546,Equities
2011-11-11,VUG,0.07356416213879124,0.3009923476354049,-0.05153463668495728,0.9484653633150427,0.2318100786218398,0.18688133370726095,0.33333333333333326,0.1515151515151516,Equities
2011-11-11,VTV,0.07685847796699585,0.26830787336275047,-0.07254210646065629,0.9274578935393437,0.26567614726510796,0.13984976518372674,0.4545454545454546,-0.21212121212121215,Equities
2011-11-11,VNQ,0.055044913691920216,0.31194133404231955,-0.0850597148883111,0.9149402851116889,0.16144961738350877,0.2584732029797405,-0.09090909090909094,0.5151515151515151,REITs
2011-11-11,TLT,0.10442717441463589,0.246688758469101,-0.03795756275310669,0.9620424372468933,0.40724747253226085,0.5754710837433824,0.8181818181818181,0.9696969696969697,Bonds
2011-11-11,XLY,0.09801193052429702,0.3028576211792301,-0.04265697518205647,0.9573430248179435,0.30981897589708585,0.23200780566996534,0.6363636363636365,0.2727272727272727,Equities
2011-11-11,IEF,0.016571369389419832,0.08325351398359063,-0.013466622922216787,0.9865333770777832,0.19636659432501555,0.49710244227765593,0.1515151515151516,0.8787878787878789,Bonds
2011-11-11,EEM,-0.011630588986972001,0.3988847074538417,-0.15303139946404953,0.8469686005359505,-0.02469571656578092,-0.06923860312993328,-0.5151515151515151,-0.6363636363636364,Equities
2011-11-11,QQQ,0.08189830420619715,0.31217441170278354,-0.027562167331533494,0.9724378326684665,0.25511703219712345,0.2352704032864836,0.39393939393939403,0.39393939393939403,Equities
2011-11-11,EFA,-0.020793834790483356,0.3424033723937065,-0.14802603916015777,0.8519739608398422,-0.05173957739857541,-0.08952921993853673,-0.696969696969697,-0.7575757575757576,Equities
2011-11-11,EWJ,-0.049949298994485636,0.24848210335706725,-0.14338254387355764,0.8566174561264424,-0.1721952642137372,-0.2169116807815657,-0.9696969696969697,-0.9696969696969697,Equities
2011-11-11,GLD,0.02347476298469342,0.296198200563521,-0.05064395601998117,0.9493560439800188,0.0752398497969194,0.1691660392873004,-0.33333333333333337,-0.030303030303030276,Commodities
2011-11-11,LQD,0.018803581157859073,0.09283265333981253,-0.019380435656086492,0.9806195643439135,0.19862794932327227,0.46499588768204925,0.21212121212121215,0.8181818181818181,Bonds
2011-11-11,SHY,-0.0008151912285557783,0.03,-0.001098807216437625,0.9989011927835624,-0.027143183018368818,0.055579440363062955,-0.5757575757575757,-0.3939393939393939,Bonds
2011-11-11,IWM,0.06990084002131702,0.3674630539685874,-0.12288971571283847,0.8771102842871615,0.1668487348615187,0.11825386010357782,-0.030303030303030276,-0.2727272727272727,Equities
2011-11-11,IAU,0.023474154755812382,0.2957208968103432,-0.05062603498577689,0.9493739650142231,0.07536075947374042,0.17093856236446242,-0.2727272727272727,0.030303030303030276,Commodities
2011-11-11,VWO,-0.01817320801279676,0.39818325183696374,-0.15412768349988226,0.8458723165001177,-0.038605876789406135,-0.08123075067009218,-0.6363636363636364,-0.696969696969697,Equities
2011-11-11,USO,0.14986456848747776,0.30801107107010195,-0.03777386135943095,0.962226138640569,0.46817669427837133,0.2236254467999776,0.8787878787878789,0.21212121212121215,Commodities
2011-11-11,SLV,-0.11490024596392112,0.680748030691865,-0.20009479766820526,0.7999052023317947,-0.13501222236711147,-0.1274755814050175,-0.8181818181818181,-0.8787878787878788,Commodities
2011-11-11,DBA,-0.0702570211489475,0.19875214139936687,-0.11542987991690501,0.884570120083095,-0.31268725557793164,-0.22433836136193636,-0.9696969696969697,-0.9696969696969697,Commodities
2011-11-11,UUP,0.022148854764712178,0.1241518317720107,-0.027790115158590867,0.9722098848414091,0.17344355884908083,0.18109256885762165,0.030303030303030276,0.09090909090909083,FX
2011-11-11,MBB,-0.004298254528116496,0.03,-0.00450874886296182,0.9954912511370382,-0.1426291592633377,0.33703024228849904,-0.8787878787878788,0.696969696969697,Bonds
2011-11-11,HYG,0.05076781226908733,0.1353953437568227,-0.01729064882978193,0.9827093511702181,0.368476510867991,0.2942726682321581,0.696969696969697,0.6363636363636365,Bonds
2011-11-11,BIL,-0.00043598184435300613,0.03,-0.00043598184435300613,0.999564018155647,-0.014526392139480022,-0.014526392139480022,-0.4545454545454546,-0.5757575757575757,Bonds
2011-11-11,VEA,-0.022374470580858508,0.3410278838819176,-0.14838882824230448,0.8516111717576955,-0.055873287814261687,-0.0957060144335851,-0.7575757575757576,-0.8181818181818181,Equities
2011-11-11,PDBC,,,,,,,,,Commodities
2011-11-18,TIP,0.008084584612901846,0.07205687507077736,-0.008005923783043323,0.9919940762169567,0.11129902645369977,0.15780988537741006,-0.09090909090909094,-0.1515151515151515,Bonds
2011-11-18,SPY,0.08852116572989344,0.2683828469257902,-0.08893562372303765,0.9110643762769624,0.3004978953268011,0.26680472474839423,0.39393939393939403,0.5151515151515151,Equities
2011-11-18,XLV,0.06435813719110572,0.21007590903545015,-0.08156190491983795,0.918438095080162,0.2813695544439238,0.39737596359919874,0.33333333333333326,0.7575757575757576,Equities
2011-11-18,XLU,0.08038421939189955,0.1342297291793302,-0.02036224982864887,0.9796377501713511,0.5866615116920532,1.021100972069157,0.9696969696969697,0.9696969696969697,Equities
2011-11-18,XLP,0.0586123295023413,0.15442217057575128,-0.01681126625492957,0.9831887337450704,0.3731781635395874,0.48289111881976665,0.7575757575757576,0.9696969696969697,Equities
2011-11-18,XLK,0.12370857150674408,0.2713712453777958,-0.05292242170138828,0.9470775782986117,0.43173923661027,0.2901708639095923,0.8787878787878789,0.5757575757575757,Equities
2011-11-18,XLI,0.1364316312341236,0.3167837087809262,-0.1267672153922299,0.8732327846077701,0.3760817553075112,0.22144298695237363,0.8181818181818181,0.2727272727272727,Equities
2011-11-18,XLF,0.03450692406291478,0.3821434771389998,-0.19714896686579608,0.8028510331342039,0.07249612067594628,0.08968044915173475,-0.21212121212121215,-0.21212121212121215,Equities
2011-11-18,XLE,0.08187200469742861,0.4137496622382804,-0.14188391563264424,0.8581160843673558,0.1698023962368883,0.18379743580561705,0.1515151515151516,0.09090909090909083,Equities
2011-11-18,XLB,0.04490317863916271,0.43016528523430253,-0.16885635806050892,0.8311436419394911,0.08675965427680955,0.05294958023809445,-0.1515151515151515,-0.3939393939393939,Equities
2011-11-18,VUG,0.09818915276411655,0.28240832859049453,-0.08643452568986831,0.9135654743101317,0.3176330541126943,0.2318100786218398,0.4545454545454546,0.33333333333333326,Equities
2011-11-18,VTV,0.07677799354442816,0.2683610072202104,-0.1074500126549005,0.8925499873450995,0.2553582499793979,0.26567614726510796,0.21212121212121215,0.4545454545454546,Equities
2011-11-18,VNQ,0.05107800592547784,0.31377387813089114,-0.11478538163755547,0.8852146183624445,0.1441005790264512,0.16144961738350877,0.030303030303030276,-0.09090909090909094,REITs
2011-11-18,TLT,0.08196651395286225,0.23377937959726844,-0.0072612409822642165,0.9927387590177358,0.3480689164405891,0.40724747253226085,0.5151515151515151,0.8181818181818181,Bonds
2011-11-18,XLY,0.11629383370160107,0.2890265903119019,-0.08122325102495787,0.9187767489750421,0.3696824930152501,0.30981897589708585,0.6363636363636365,0.6363636363636365,Equities
2011-11-18,IEF,0.009177804386796717,0.0795660909145004,-0.006711541258286102,0.9932884587417139,0.11457402354717018,0.19636659432501555,-0.030303030303030276,0.1515151515151516,Bonds
2011-11-18,EEM,-0.02872989780369828,0.40759485253438865,-0.1997507790939288,0.8002492209060712,-0.05640669451825534,-0.02469571656578092,-0.6363636363636364,-0.5151515151515151,Equities
2011-11-18,QQQ,0.10938968040012798,0.2894596584792448,-0.06874559259893687,0.9312544074010631,0.35193029153704075,0.25511703219712345,0.5757575757575757,0.39393939393939403,Equities
2011-11-18,EFA,-0.015347985399535524,0.33896014334503893,-0.1874997399238768,0.8125002600761232,-0.03678970042230976,-0.05173957739857541,-0.5151515151515151,-0.696969696969697,Equities
2011-11-18,EWJ,-0.028631620447046036,0.238481177745927,-0.1580880849137466,0.8419119150862534,-0.10107842736451325,-0.1721952642137372,-0.7575757575757576,-0.9696969696969697,Equities
2011-11-18,GLD,-0.06851904440210177,0.27946209486616536,-0.08524345070792583,0.9147565492920742,-0.2242817389888732,0.0752398497969194,-0.8787878787878788,-0.33333333333333337,Commodities
2011-11-18,LQD,-0.00024929363044623454,0.09442546624321924,-0.02967669239280213,0.9703233076071979,-0.002561760398798851,0.19862794932327227,-0.2727272727272727,0.21212121212121215,Bonds
2011-11-18,SHY,-0.0006973222112913735,0.03,-0.0012169189543799197,0.9987830810456201,-0.0232157875558381,-0.027143183018368818,-0.4545454545454546,-0.5757575757575757,Bonds
2011-11-18,IWM,0.10691005663762843,0.34414257531651327,-0.15119107495044704,0.848808925049553,0.2636878339394988,0.1668487348615187,0.2727272727272727,-0.030303030303030276,Equities
2011-11-18,IAU,-0.06762755869114445,0.2785335879464024,-0.08437675958613966,0.9156232404138603,-0.22231201948247478,0.07536075947374042,-0.8181818181818181,-0.2727272727272727,Commodities
2011-11-18,VWO,-0.03190931525075802,0.40492208946258573,-0.1980477922010141,0.8019522077989859,-0.06319671482645478,-0.038605876789406135,-0.696969696969697,-0.6363636363636364,Equities
2011-11-18,USO,0.17745955642860234,0.29652980376691646,-0.047595049942659506,0.9524049500573405,0.5699709028588291,0.46817669427837133,0.9696969696969697,0.8787878787878789,Commodities
2011-11-18,SLV,-0.24664108952439112,0.655355953247349,-0.25557137526437446,0.7444286247356255,-0.28016330082629265,-0.13501222236711147,-0.9696969696969697,-0.8181818181818181,Commodities
2011-11-18,DBA,-0.1145361144400896,0.19123024311368939,-0.1372202187246936,0.8627797812753064,-0.5167563569220286,-0.31268725557793164,-0.9696969696969697,-0.9696969696969697,Commodities
2011-11-18,UUP,0.04660012478638187,0.12434252115970948,-0.013446767192327735,0.9865532328076723,0.3697327617975201,0.17344355884908083,0.696969696969697,0.030303030303030276,FX
2011-11-18,MBB,-0.000613316804890629,0.03,-0.0032128798821734472,0.9967871201178266,-0.020378209722226568,-0.1426291592633377,-0.3939393939393939,-0.8787878787878788,Bonds
2011-11-18,HYG,0.025347664313509544,0.14693194475892632,-0.04128875110303032,0.9587112488969697,0.16539011275252014,0.368476510867991,0.09090909090909083,0.696969696969697,Bonds
2011-11-18,BIL,-0.0002181961866983828,0.03,-0.0002181961866983828,0.9997818038133016,-0.007271619237416436,-0.014526392139480022,-0.33333333333333337,-0.4545454545454546,Bonds
2011-11-18,VEA,-0.018868147671128987,0.3387784952954805,-0.18918954706853675,0.8108104529314633,-0.045157799481524284,-0.055873287814261687,-0.5757575757575757,-0.7575757575757576,Equities
2011-11-18,PDBC,,,,,,,,,Commodities
2011-11-25,TIP,0.021155000724107476,0.0678758706557134,-0.00570610427844187,0.9942938957215581,0.30989345522589856,0.11129902645369977,0.8181818181818181,-0.09090909090909094,Bonds
2011-11-25,SPY,-0.008715176625776588,0.27358871279229696,-0.13106058330491532,0.8689394166950847,-0.027680091098444486,0.3004978953268011,0.030303030303030276,0.39393939393939403,Equities
2011-11-25,XLV,-0.011138623243183265,0.21083492731565676,-0.11343446551381864,0.8865655344861814,-0.04683815720081424,0.2813695544439238,-0.030303030303030276,0.33333333333333326,Equities
2011-11-25,XLU,0.023372963810518455,0.1542786326018031,-0.054581427177035735,0.9454185728229643,0.14322938773651597,0.5866615116920532,0.696969696969697,0.9696969696969697,Equities
2011-11-25,XLP,0.013823953799558586,0.15869295972183564,-0.03632455951070401,0.963675440489296,0.08394704333729973,0.3731781635395874,0.6363636363636365,0.7575757575757576,Equities
2011-11-25,XLK,0.012661915175864458,0.27420455402827465,-0.09800340902530003,0.9019965909747,0.04165140277963028,0.43173923661027,0.4545454545454546,0.8787878787878789,Equities
2011-11-25,XLI,0.013074906944403608,0.321328110875568,-0.17345261172779114,0.8265473882722089,0.03363238328993853,0.3760817553075112,0.39393939393939403,0.8181818181818181,Equities
2011-11-25,XLF,-0.07394124028233029,0.3850259145352826,-0.24339281974587634,0.7566071802541237,-0.14530054004814255,0.07249612067594628,-0.4545454545454546,-0.21212121212121215,Equities
2011-11-25,XLE,-0.026278107506052528,0.4297959448024225,-0.1962794200020661,0.8037205799979339,-0.049140193297360205,0.1698023962368883,-0.09090909090909094,0.1515151515151516,Equities
2011-11-25,XLB,-0.06934639223473726,0.42812899796012155,-0.21508670024109244,0.7849132997589076,-0.12713669434840086,0.08675965427680955,-0.3939393939393939,-0.1515151515151515,Equities
2011-11-25,VUG,-0.003959553479701006,0.28128439293137986,-0.12629863790082607,0.8737013620991739,-0.012298824092111074,0.3176330541126943,0.1515151515151516,0.4545454545454546,Equities
2011-11-25,VTV,-0.01731068173005068,0.2787236000556276,-0.15157291189505018,0.8484270881049498,-0.05269324624971569,0.2553582499793979,-0.1515151515151515,0.21212121212121215,Equities
2011-11-25,VNQ,-0.03771492503993956,0.328953157806489,-0.16336930553090145,0.8366306944690985,-0.09592084216007547,0.1441005790264512,-0.2727272727272727,0.030303030303030276,REITs
2011-11-25,TLT,0.12255937965055619,0.22420820439795183,0.0,1.0,0.5466320020699287,0.3480689164405891,0.9696969696969697,0.5151515151515151,Bonds
2011-11-25,XLY,0.009260602299880238,0.28286588277957764,-0.11881804216372349,0.8811819578362765,0.0288485680392586,0.3696824930152501,0.33333333333333326,0.6363636363636365,Equities
2011-11-25,IEF,0.019519045686142933,0.07769881784711317,-0.003857818163615745,0.9961421818363843,0.2502450525749009,0.11457402354717018,0.7575757575757576,-0.030303030303030276,Bonds
2011-11-25,EEM,-0.10908209745636088,0.42261659613497454,-0.2504153138163382,0.7495846861836618,-0.19347623954637008,-0.05640669451825534,-0.5151515151515151,-0.6363636363636364,Equities
2011-11-25,QQQ,-0.0028591489417997273,0.2847918511762084,-0.11110614474059788,0.8888938552594021,-0.008923991031136341,0.35193029153704075,0.21212121212121215,0.5757575757575757,Equities
2011-11-25,EFA,-0.10137360779840066,0.35175916703665483,-0.23601973501170415,0.7639802649882959,-0.22017176240518943,-0.03678970042230976,-0.6363636363636364,-0.5151515151515151,Equities
2011-11-25,EWJ,-0.07820640532840573,0.243303934596086,-0.18750002872434068,0.8124999712756593,-0.2611659453366046,-0.10107842736451325,-0.8787878787878788,-0.7575757575757576,Equities
2011-11-25,GLD,-0.07928104596517793,0.2819343996626963,-0.10827336281333966,0.8917266371866603,-0.2507569867165923,-0.2242817389888732,-0.7575757575757576,-0.8787878787878788,Commodities
2011-11-25,LQD,0.005064869664458405,0.08977270844269668,-0.04490424793259218,0.9550957520674078,0.05388536878540442,-0.002561760398798851,0.5757575757575757,-0.2727272727272727,Bonds
2011-11-25,SHY,-0.000459694191786153,0.03,-0.0008616914894636896,0.9991383085105363,-0.015309935907111168,-0.0232157875558381,0.09090909090909083,-0.4545454545454546,Bonds
2011-11-25,IWM,-0.03229216640950172,0.3652080680542351,-0.21439776737796845,0.7856022326220315,-0.06946395834754489,0.2636878339394988,-0.21212121212121215,0.2727272727272727,Equities
2011-11-25,IAU,-0.07921347796894362,0.28120110159579503,-0.10778450512403948,0.8922154948759605,-0.2513343370485711,-0.22231201948247478,-0.8181818181818181,-0.8181818181818181,Commodities
2011-11-25,VWO,-0.11033631120971221,0.4187950225184619,-0.24745811465691947,0.7525418853430805,-0.19826571758239397,-0.06319671482645478,-0.5757575757575757,-0.696969696969697,Equities
2011-11-25,USO,0.12096525300014704,0.2991734190022481,-0.06303580457938729,0.9369641954206127,0.3788441878597576,0.5699709028588291,0.8787878787878789,0.9696969696969697,Commodities
2011-11-25,SLV,-0.25266021091377244,0.65603775855687,-0.28402085006069333,0.7159791499393067,-0.27574547451577375,-0.28016330082629265,-0.9696969696969697,-0.9696969696969697,Commodities
2011-11-25,DBA,-0.1593049730079944,0.17736796368331859,-0.1593049730079944,0.8406950269920056,-0.7550794168333363,-0.5167563569220286,-0.9696969696969697,-0.9696969696969697,Commodities
2011-11-25,UUP,0.06965669892421578,0.12676377512230072,0.0,1.0,0.5495000354558037,0.3697327617975201,0.9696969696969697,0.696969696969697,FX
2011-11-25,MBB,0.00159203915209849,0.03,-0.0043239864912775205,0.9956760135087225,0.05283850654370771,-0.020378209722226568,0.5151515151515151,-0.3939393939393939,Bonds
2011-11-25,HYG,-0.018119851082907923,0.1659436114913503,-0.076338023687897,0.923661976312103,-0.10085725693991006,0.16539011275252014,-0.33333333333333337,0.09090909090909083,Bonds
2011-11-25,BIL,-0.0002181961866983828,0.03,-0.0002181961866983828,0.9997818038133016,-0.007271619237416436,-0.007271619237416436,0.2727272727272727,-0.33333333333333337,Bonds
2011-11-25,VEA,-0.10290084527880572,0.35051440067348294,-0.23648665797034052,0.7635133420296595,-0.22414533646988485,-0.045157799481524284,-0.696969696969697,-0.5757575757575757,Equities
2011-11-25,PDBC,,,,,,,,,Commodities
2011-12-02,TIP,0.009979100393806117,0.06153296389873138,-0.0014302909539094522,0.9985697090460905,0.1619429123093183,0.30989345522589856,0.2727272727272727,0.8181818181818181,Bonds
2011-12-02,SPY,0.06496395426682633,0.3085401508659632,-0.06742471627803404,0.932575283721966,0.1963562211013676,-0.027680091098444486,0.4545454545454546,0.030303030303030276,Equities
2011-12-02,XLV,0.038230465360560295,0.23885279997387796,-0.06310939487812828,0.9368906051218717,0.14995747937500958,-0.04683815720081424,0.1515151515151516,-0.030303030303030276,Equities
2011-12-02,XLU,0.05451367890277048,0.17090220640090908,-0.017251104176573384,0.9827488958234266,0.31347317789037943,0.14322938773651597,0.8787878787878789,0.696969696969697,Equities
2011-12-02,XLP,0.05362100985648399,0.18065477240522418,0.0,1.0,0.29681479842784037,0.08394704333729973,0.7575757575757576,0.6363636363636365,Equities
2011-12-02,XLK,0.09390079243194349,0.305422690393705,-0.03301138717091989,0.9669886128290801,0.2972961730520723,0.04165140277963028,0.8181818181818181,0.4545454545454546,Equities
2011-12-02,XLI,0.0988228386682799,0.3565530729517226,-0.10581161284066964,0.8941883871593304,0.24783473044210932,0.03363238328993853,0.5757575757575757,0.39393939393939403,Equities
2011-12-02,XLF,0.03350494891811029,0.42985648773215174,-0.1708152947482131,0.8291847052517869,0.06463038708502776,-0.14530054004814255,-0.030303030303030276,-0.4545454545454546,Equities
2011-12-02,XLE,0.06760072806190665,0.4745532663724065,-0.1133009231780382,0.8866990768219618,0.126311433115173,-0.049140193297360205,0.09090909090909083,-0.09090909090909094,Equities
2011-12-02,XLB,0.006206093019802017,0.4606539733677037,-0.1503646837403192,0.8496353162596808,0.011446587048989876,-0.12713669434840086,-0.21212121212121215,-0.3939393939393939,Equities
2011-12-02,VUG,0.06768103495860767,0.3146632490995099,-0.06281681753894741,0.9371831824610526,0.20157907832034933,-0.012298824092111074,0.5151515151515151,0.1515151515151516,Equities
2011-12-02,VTV,0.060810170640975825,0.3167982959296215,-0.08636391277225486,0.9136360872277451,0.17537457455394662,-0.05269324624971569,0.33333333333333326,-0.1515151515151515,Equities
2011-12-02,VNQ,0.00934566858506014,0.3498245887118159,-0.11430617136567989,0.8856938286343201,0.023661575707785067,-0.09592084216007547,-0.1515151515151515,-0.2727272727272727,REITs
2011-12-02,TLT,0.06251024053329157,0.2186889107110615,-0.01545865986350381,0.9845413401364962,0.2814222074031697,0.5466320020699287,0.696969696969697,0.9696969696969697,Bonds
2011-12-02,XLY,0.08718506780144963,0.31719138609104514,-0.05235916910138405,0.947640830898616,0.2604740661828786,0.0288485680392586,0.6363636363636365,0.33333333333333326,Equities
2011-12-02,IEF,0.0020309965676974517,0.07343494626683726,-0.007369978821196388,0.9926300211788036,0.027453253096721118,0.2502450525749009,-0.09090909090909094,0.7575757575757576,Bonds
2011-12-02,EEM,-0.04307042624560142,0.4693013914141418,-0.1742109907256728,0.8257890092743272,-0.0757872984591079,-0.19347623954637008,-0.6363636363636364,-0.5151515151515151,Equities
2011-12-02,QQQ,0.06465840126323852,0.3162320691756401,-0.048237960456253504,0.9517620395437465,0.194602059241999,-0.008923991031136341,0.39393939393939403,0.21212121212121215,Equities
2011-12-02,EFA,-0.01817087019266639,0.40249524744315957,-0.16463781484573548,0.8353621851542645,-0.03771288711289418,-0.22017176240518943,-0.5151515151515151,-0.6363636363636364,Equities
2011-12-02,EWJ,-0.028125044762087104,0.2715568977516451,-0.14246307773266143,0.8575369222673386,-0.08881477334436517,-0.2611659453366046,-0.696969696969697,-0.8787878787878788,Equities
2011-12-02,GLD,-0.07323727224754961,0.28606428005001927,-0.07323727224754961,0.9267627277524504,-0.23726686250174261,-0.2507569867165923,-0.8787878787878788,-0.7575757575757576,Commodities
2011-12-02,LQD,0.00011740394762282946,0.0859349813520382,-0.03192436266559462,0.9680756373344054,0.0013225801603999545,0.05388536878540442,-0.2727272727272727,0.5757575757575757,Bonds
2011-12-02,SHY,-0.0002128161050122257,0.03,-0.0008035836372749516,0.999196416362725,-0.007088169649082976,-0.015309935907111168,-0.33333333333333337,0.09090909090909083,Bonds
2011-12-02,IWM,0.07778268858080128,0.4163351546384802,-0.13326664502202235,0.8667333549779777,0.16192927712622723,-0.06946395834754489,0.21212121212121215,-0.21212121212121215,Equities
2011-12-02,IAU,-0.07294502402667336,0.28545556545257983,-0.07294502402667336,0.9270549759733266,-0.2368986829498519,-0.2513343370485711,-0.8181818181818181,-0.8181818181818181,Commodities
2011-12-02,VWO,-0.05024580851509519,0.4621119119567039,-0.17364810084390458,0.8263518991560954,-0.08984992210062867,-0.19826571758239397,-0.7575757575757576,-0.5757575757575757,Equities
2011-12-02,USO,0.16022590628545097,0.3098418367361943,-0.0010238268707394305,0.9989761731292606,0.5165921567702534,0.3788441878597576,0.9696969696969697,0.8787878787878789,Commodities
2011-12-02,SLV,-0.24964439569606645,0.6578210988853582,-0.24964439569606645,0.7503556043039336,-0.2847614217771659,-0.27574547451577375,-0.9696969696969697,-0.9696969696969697,Commodities
2011-12-02,DBA,-0.1521226442865109,0.18068236128338203,-0.15312126794408742,0.8468787320559126,-0.7130160973947922,-0.7550794168333363,-0.9696969696969697,-0.9696969696969697,Commodities
2011-12-02,UUP,0.04241254723396204,0.13089369052694916,-0.013381096948720028,0.98661890305128,0.3196870732204386,0.5495000354558037,0.9696969696969697,0.9696969696969697,FX
2011-12-02,MBB,-0.0011300569618418743,0.03,-0.001405875524455702,0.9985941244755443,-0.037615608080599335,0.05283850654370771,-0.4545454545454546,0.5151515151515151,Bonds
2011-12-02,HYG,0.01802517371824708,0.19817992216844324,-0.023601993923157094,0.9763980060768429,0.08880689569918308,-0.10085725693991006,0.030303030303030276,-0.33333333333333337,Bonds
2011-12-02,BIL,-0.00043598184435300613,0.03,-0.00043598184435300613,0.999564018155647,-0.014526392139480022,-0.007271619237416436,-0.3939393939393939,0.2727272727272727,Bonds
2011-12-02,VEA,-0.018913610530881586,0.4025989454636051,-0.16424107477132732,0.8357589252286727,-0.0392629414150124,-0.22414533646988485,-0.5757575757575757,-0.696969696969697,Equities
2011-12-02,PDBC,,,,,,,,,Commodities
2011-12-09,TIP,0.0021167716131285097,0.06466203295785938,-0.010648553116174186,0.9893514468838258,0.03238733708753209,0.1619429123093183,-0.3939393939393939,0.2727272727272727,Bonds
2011-12-09,SPY,0.09301339865705738,0.3051052423770033,-0.058536999441066606,0.9414630005589334,0.28701136928893956,0.1963562211013676,0.6363636363636365,0.4545454545454546,Equities
2011-12-09,XLV,0.0635680341887137,0.23592132255246315,-0.054441932001751514,0.9455580679982485,0.25477674906031583,0.14995747937500958,0.4545454545454546,0.1515151515151516,Equities
2011-12-09,XLU,0.07796752262567219,0.16594475302121947,-0.010180685834267456,0.9898193141657325,0.4650569443595232,0.31347317789037943,0.9696969696969697,0.8787878787878789,Equities
2011-12-09,XLP,0.07462611849918876,0.17770607078345532,0.0,1.0,0.4199413006555348,0.29681479842784037,0.8787878787878789,0.7575757575757576,Equities
2011-12-09,XLK,0.11277497722082175,0.3043218116983931,-0.02174107532191305,0.978258924678087,0.36252126435148774,0.2972961730520723,0.8181818181818181,0.8181818181818181,Equities
2011-12-09,XLI,0.13187984494511729,0.350915486062302,-0.0989149186058148,0.9010850813941852,0.3386426804644507,0.24783473044210932,0.696969696969697,0.5757575757575757,Equities
2011-12-09,XLF,0.07529832235592582,0.4261354738373598,-0.15861196267299593,0.8413880373270041,0.1486736297510139,0.06463038708502776,0.09090909090909083,-0.030303030303030276,Equities
2011-12-09,XLE,0.08592378332555639,0.4718313103836471,-0.11619714305279039,0.8838028569472096,0.16094668478251903,0.126311433115173,0.21212121212121215,0.09090909090909083,Equities
2011-12-09,XLB,0.03350528336302627,0.45763407842221104,-0.14786561783847374,0.8521343821615263,0.06238828200062111,0.011446587048989876,-0.2727272727272727,-0.21212121212121215,Equities
2011-12-09,VUG,0.08744206375346875,0.31226235242747585,-0.057702400333422776,0.9422975996665772,0.26386929498304573,0.20157907832034933,0.5151515151515151,0.5151515151515151,Equities
2011-12-09,VTV,0.09240482551657392,0.3129445939131488,-0.07644047955679645,0.9235595204432036,0.2727043636497827,0.17537457455394662,0.5757575757575757,0.33333333333333326,Equities
2011-12-09,VNQ,0.033183485734281426,0.3507428718880594,-0.09960285800919455,0.9003971419908054,0.08518581020792751,0.023661575707785067,-0.09090909090909094,-0.1515151515151515,REITs
2011-12-09,TLT,0.03419568259254868,0.22215184900242507,-0.03147469964353955,0.9685253003564605,0.14908443887622497,0.2814222074031697,0.1515151515151516,0.696969696969697,Bonds
2011-12-09,XLY,0.11476145081576838,0.31278851092338567,-0.04556796343929903,0.954432036560701,0.3501791191032054,0.2604740661828786,0.7575757575757576,0.6363636363636365,Equities
2011-12-09,IEF,-0.004166051850300834,0.07243826291517853,-0.007846553737400841,0.9921534462625992,-0.05706048894939135,0.027453253096721118,-0.696969696969697,-0.09090909090909094,Bonds
2011-12-09,EEM,-0.01599609753927078,0.46366559010688885,-0.18251661472707137,0.8174833852729286,-0.028202532701519872,-0.0757872984591079,-0.5757575757575757,-0.6363636363636364,Equities
2011-12-09,QQQ,0.0741959864673074,0.315916344038223,-0.04151428745933283,0.9584857125406672,0.22510957188137906,0.194602059241999,0.33333333333333326,0.39393939393939403,Equities
2011-12-09,EFA,0.04697442812196906,0.38244187168734856,-0.16052604762775258,0.8394739523722474,0.10311059472121058,-0.03771288711289418,0.030303030303030276,-0.5151515151515151,Equities
2011-12-09,EWJ,0.01841821362248397,0.2597136350840027,-0.13602957228307955,0.8639704277169205,0.06127052935072969,-0.08881477334436517,-0.33333333333333337,-0.696969696969697,Equities
2011-12-09,GLD,-0.07913670887251734,0.28713173972299266,-0.09190139211880755,0.9080986078811925,-0.25028210127087375,-0.23726686250174261,-0.8181818181818181,-0.8787878787878788,Commodities
2011-12-09,LQD,-0.006739199736441992,0.08426347732394361,-0.03088187282937782,0.9691181271706222,-0.07750784603988324,0.0013225801603999545,-0.7575757575757576,-0.2727272727272727,Bonds
2011-12-09,SHY,-0.00021213269647424315,0.03,-0.00021213269647424315,0.9997878673035258,-0.007069589873110991,-0.007088169649082976,-0.4545454545454546,-0.33333333333333337,Bonds
2011-12-09,IWM,0.10857766611545383,0.4143124523638468,-0.12100304614925439,0.8789969538507456,0.230356189458416,0.16192927712622723,0.39393939393939403,0.21212121212121215,Equities
