,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_balanced_sector_breadth_sleeve,cash::BIL
2009-03-13,0.028807260317613877,0.030760452351474843,0.08982452088475995,0.022844576168050523,0.06185737675681446,0.021118674231452375,0.14478713928983397,0.6
2009-03-20,0.028807260317613877,0.030760452351474843,0.08982452088475995,0.022844576168050523,0.06185737675681446,0.021118674231452375,0.14478713928983397,0.6
2009-03-27,0.02930627298195906,0.029838887017767653,0.08931122540386789,0.021966068804521094,0.06002961940619605,0.02006456009881569,0.1494833662868726,0.6
2009-04-03,0.02930627298195906,0.029838887017767653,0.08931122540386789,0.021966068804521094,0.06002961940619605,0.02006456009881569,0.1494833662868726,0.6
2009-04-10,0.02930627298195906,0.029838887017767653,0.08931122540386789,0.021966068804521094,0.06002961940619605,0.02006456009881569,0.1494833662868726,0.6
2009-04-17,0.02930627298195906,0.029838887017767653,0.08931122540386789,0.021966068804521094,0.06002961940619605,0.02006456009881569,0.1494833662868726,0.6
2009-04-24,0.05732198400931095,0.0632353797941175,0.15693894156242233,0.04604775881520551,0.11365161970606837,0.04878448638029063,0.3140198297325847,0.19999999999999996
2009-05-01,0.05732198400931095,0.0632353797941175,0.15693894156242233,0.04604775881520551,0.11365161970606837,0.04878448638029063,0.3140198297325847,0.19999999999999996
2009-05-08,0.05732198400931095,0.0632353797941175,0.15693894156242233,0.04604775881520551,0.11365161970606837,0.04878448638029063,0.3140198297325847,0.19999999999999996
2009-05-15,0.05732198400931095,0.0632353797941175,0.15693894156242233,0.04604775881520551,0.11365161970606837,0.04878448638029063,0.3140198297325847,0.19999999999999996
2009-05-22,0.05732198400931095,0.0632353797941175,0.15693894156242233,0.04604775881520551,0.11365161970606837,0.04878448638029063,0.3140198297325847,0.19999999999999996
2009-05-29,0.05806149287289852,0.06235837866340508,0.14292410353162413,0.04690249557230813,0.10349403536809892,0.049787412104725766,0.3364720818869395,0.19999999999999996
2009-06-05,0.05806149287289852,0.06235837866340508,0.14292410353162413,0.04690249557230813,0.10349403536809892,0.049787412104725766,0.3364720818869395,0.19999999999999996
2009-06-12,0.05806149287289852,0.06235837866340508,0.14292410353162413,0.04690249557230813,0.10349403536809892,0.049787412104725766,0.3364720818869395,0.19999999999999996
2009-06-19,0.05806149287289852,0.06235837866340508,0.14292410353162413,0.04690249557230813,0.10349403536809892,0.049787412104725766,0.3364720818869395,0.19999999999999996
2009-06-26,0.07579912834400752,0.08108891218507452,0.13545508626357688,0.1021906865879853,0.15980939527785287,0.08364963564492037,0.3289812842404724,0.03302587145611002
2009-07-03,0.07579912834400752,0.08108891218507452,0.13545508626357688,0.1021906865879853,0.15980939527785287,0.08364963564492037,0.3289812842404724,0.03302587145611002
2009-07-10,0.07579912834400752,0.08108891218507452,0.13545508626357688,0.1021906865879853,0.15980939527785287,0.08364963564492037,0.3289812842404724,0.03302587145611002
2009-07-17,0.07579912834400752,0.08108891218507452,0.13545508626357688,0.1021906865879853,0.15980939527785287,0.08364963564492037,0.3289812842404724,0.03302587145611002
2009-07-24,0.07579912834400752,0.08108891218507452,0.13545508626357688,0.1021906865879853,0.15980939527785287,0.08364963564492037,0.3289812842404724,0.03302587145611002
2009-07-31,0.0792617420581413,0.08387631239859392,0.1242208605960949,0.11791347490317904,0.1753498985357158,0.08879539651891057,0.29765944560623553,0.03292286938312894
2009-08-07,0.0792617420581413,0.08387631239859392,0.1242208605960949,0.11791347490317904,0.1753498985357158,0.08879539651891057,0.29765944560623553,0.03292286938312894
2009-08-14,0.0792617420581413,0.08387631239859392,0.1242208605960949,0.11791347490317904,0.1753498985357158,0.08879539651891057,0.29765944560623553,0.03292286938312894
2009-08-21,0.0792617420581413,0.08387631239859392,0.1242208605960949,0.11791347490317904,0.1753498985357158,0.08879539651891057,0.29765944560623553,0.03292286938312894
2009-08-28,0.08564822820743413,0.08687050513296733,0.12924718619728112,0.11555188167418477,0.1646731846590703,0.0823702438325329,0.283759435394022,0.05187933490250751
2009-09-04,0.08564822820743413,0.08687050513296733,0.12924718619728112,0.11555188167418477,0.1646731846590703,0.0823702438325329,0.283759435394022,0.05187933490250751
2009-09-11,0.08564822820743413,0.08687050513296733,0.12924718619728112,0.11555188167418477,0.1646731846590703,0.0823702438325329,0.283759435394022,0.05187933490250751
2009-09-18,0.08564822820743413,0.08687050513296733,0.12924718619728112,0.11555188167418477,0.1646731846590703,0.0823702438325329,0.283759435394022,0.05187933490250751
2009-09-25,0.07283933933270739,0.068968184654767,0.2385446583808901,0.06482601263175149,0.16541159657718013,0.054290405921452775,0.3351198025012511,0.0
2009-10-02,0.07283933933270739,0.068968184654767,0.2385446583808901,0.06482601263175149,0.16541159657718013,0.054290405921452775,0.3351198025012511,0.0
2009-10-09,0.07283933933270739,0.068968184654767,0.2385446583808901,0.06482601263175149,0.16541159657718013,0.054290405921452775,0.3351198025012511,0.0
2009-10-16,0.07283933933270739,0.068968184654767,0.2385446583808901,0.06482601263175149,0.16541159657718013,0.054290405921452775,0.3351198025012511,0.0
2009-10-23,0.07283933933270739,0.068968184654767,0.2385446583808901,0.06482601263175149,0.16541159657718013,0.054290405921452775,0.3351198025012511,0.0
2009-10-30,0.09331197767549329,0.06220119656994688,0.271950283355657,0.06449371813599175,0.17326851190386588,0.03912439488232743,0.29564991747671776,0.0
2009-11-06,0.09331197767549329,0.06220119656994688,0.271950283355657,0.06449371813599175,0.17326851190386588,0.03912439488232743,0.29564991747671776,0.0
2009-11-13,0.09331197767549329,0.06220119656994688,0.271950283355657,0.06449371813599175,0.17326851190386588,0.03912439488232743,0.29564991747671776,0.0
2009-11-20,0.09331197767549329,0.06220119656994688,0.271950283355657,0.06449371813599175,0.17326851190386588,0.03912439488232743,0.29564991747671776,0.0
2009-11-27,0.0937346096969643,0.06087229440193427,0.27815291307319867,0.06654263360854398,0.17582880317404664,0.03755268358802433,0.2873160624572879,0.0
2009-12-04,0.0937346096969643,0.06087229440193427,0.27815291307319867,0.06654263360854398,0.17582880317404664,0.03755268358802433,0.2873160624572879,0.0
2009-12-11,0.0937346096969643,0.06087229440193427,0.27815291307319867,0.06654263360854398,0.17582880317404664,0.03755268358802433,0.2873160624572879,0.0
2009-12-18,0.0937346096969643,0.06087229440193427,0.27815291307319867,0.06654263360854398,0.17582880317404664,0.03755268358802433,0.2873160624572879,0.0
2009-12-25,0.09370299643965686,0.06027722455961603,0.27977565487507494,0.06627445285779235,0.17755084875638658,0.03694272698236484,0.2854760955291085,0.0
2010-01-01,0.09370299643965686,0.06027722455961603,0.27977565487507494,0.06627445285779235,0.17755084875638658,0.03694272698236484,0.2854760955291085,0.0
2010-01-08,0.09370299643965686,0.06027722455961603,0.27977565487507494,0.06627445285779235,0.17755084875638658,0.03694272698236484,0.2854760955291085,0.0
2010-01-15,0.09370299643965686,0.06027722455961603,0.27977565487507494,0.06627445285779235,0.17755084875638658,0.03694272698236484,0.2854760955291085,0.0
2010-01-22,0.09370299643965686,0.06027722455961603,0.27977565487507494,0.06627445285779235,0.17755084875638658,0.03694272698236484,0.2854760955291085,0.0
2010-01-29,0.09511350931524051,0.061763942019226255,0.2826601440429042,0.06984476725514568,0.1758697573191429,0.038567635996079604,0.27618024405226094,0.0
2010-02-05,0.09511350931524051,0.061763942019226255,0.2826601440429042,0.06984476725514568,0.1758697573191429,0.038567635996079604,0.27618024405226094,0.0
2010-02-12,0.09511350931524051,0.061763942019226255,0.2826601440429042,0.06984476725514568,0.1758697573191429,0.038567635996079604,0.27618024405226094,0.0
2010-02-19,0.09511350931524051,0.061763942019226255,0.2826601440429042,0.06984476725514568,0.1758697573191429,0.038567635996079604,0.27618024405226094,0.0
2010-02-26,0.09808586801112754,0.06420623530280173,0.27274924631715003,0.07241158333681114,0.17200490896365236,0.03942153189193588,0.28112062617652134,0.0
2010-03-05,0.09808586801112754,0.06420623530280173,0.27274924631715003,0.07241158333681114,0.17200490896365236,0.03942153189193588,0.28112062617652134,0.0
2010-03-12,0.09808586801112754,0.06420623530280173,0.27274924631715003,0.07241158333681114,0.17200490896365236,0.03942153189193588,0.28112062617652134,0.0
2010-03-19,0.09808586801112754,0.06420623530280173,0.27274924631715003,0.07241158333681114,0.17200490896365236,0.03942153189193588,0.28112062617652134,0.0
2010-03-26,0.09832944710289018,0.06430122923337858,0.269536565723448,0.07205446575413481,0.1673851281739221,0.038752360661180055,0.28964080335104625,1.1102230246251565e-16
2010-04-02,0.09832944710289018,0.06430122923337858,0.269536565723448,0.07205446575413481,0.1673851281739221,0.038752360661180055,0.28964080335104625,1.1102230246251565e-16
2010-04-09,0.09832944710289018,0.06430122923337858,0.269536565723448,0.07205446575413481,0.1673851281739221,0.038752360661180055,0.28964080335104625,1.1102230246251565e-16
2010-04-16,0.09832944710289018,0.06430122923337858,0.269536565723448,0.07205446575413481,0.1673851281739221,0.038752360661180055,0.28964080335104625,1.1102230246251565e-16
2010-04-23,0.09832944710289018,0.06430122923337858,0.269536565723448,0.07205446575413481,0.1673851281739221,0.038752360661180055,0.28964080335104625,1.1102230246251565e-16
2010-04-30,0.07876635395221449,0.06466998701881098,0.16199576181416253,0.07577456980496551,0.28887069140571797,0.0415239163612442,0.2883987196428843,0.0
2010-05-07,0.07876635395221449,0.06466998701881098,0.16199576181416253,0.07577456980496551,0.28887069140571797,0.0415239163612442,0.2883987196428843,0.0
2010-05-14,0.07876635395221449,0.06466998701881098,0.16199576181416253,0.07577456980496551,0.28887069140571797,0.0415239163612442,0.2883987196428843,0.0
2010-05-21,0.07876635395221449,0.06466998701881098,0.16199576181416253,0.07577456980496551,0.28887069140571797,0.0415239163612442,0.2883987196428843,0.0
2010-05-28,0.06185310107990194,0.052427333148416626,0.1270033939611626,0.062330995770309205,0.23090271123466427,0.03508115632534492,0.2304013084802005,0.19999999999999996
2010-06-04,0.06185310107990194,0.052427333148416626,0.1270033939611626,0.062330995770309205,0.23090271123466427,0.03508115632534492,0.2304013084802005,0.19999999999999996
2010-06-11,0.06185310107990194,0.052427333148416626,0.1270033939611626,0.062330995770309205,0.23090271123466427,0.03508115632534492,0.2304013084802005,0.19999999999999996
2010-06-18,0.06185310107990194,0.052427333148416626,0.1270033939611626,0.062330995770309205,0.23090271123466427,0.03508115632534492,0.2304013084802005,0.19999999999999996
2010-06-25,0.060330079065452694,0.053683859280506965,0.12428860759999472,0.06289824376363196,0.22940700374204717,0.03647810429648336,0.23291410225188314,0.20000000000000007
2010-07-02,0.060330079065452694,0.053683859280506965,0.12428860759999472,0.06289824376363196,0.22940700374204717,0.03647810429648336,0.23291410225188314,0.20000000000000007
2010-07-09,0.060330079065452694,0.053683859280506965,0.12428860759999472,0.06289824376363196,0.22940700374204717,0.03647810429648336,0.23291410225188314,0.20000000000000007
2010-07-16,0.060330079065452694,0.053683859280506965,0.12428860759999472,0.06289824376363196,0.22940700374204717,0.03647810429648336,0.23291410225188314,0.20000000000000007
2010-07-23,0.060330079065452694,0.053683859280506965,0.12428860759999472,0.06289824376363196,0.22940700374204717,0.03647810429648336,0.23291410225188314,0.20000000000000007
2010-07-30,0.058976975555235206,0.053939566410665545,0.1199145010412621,0.06107436698530988,0.22375161079673728,0.035692143743253725,0.24665083546753627,0.20000000000000007
2010-08-06,0.058976975555235206,0.053939566410665545,0.1199145010412621,0.06107436698530988,0.22375161079673728,0.035692143743253725,0.24665083546753627,0.20000000000000007
2010-08-13,0.058976975555235206,0.053939566410665545,0.1199145010412621,0.06107436698530988,0.22375161079673728,0.035692143743253725,0.24665083546753627,0.20000000000000007
2010-08-20,0.058976975555235206,0.053939566410665545,0.1199145010412621,0.06107436698530988,0.22375161079673728,0.035692143743253725,0.24665083546753627,0.20000000000000007
2010-08-27,0.05941703615625607,0.05543747435936034,0.11871859571113048,0.05914553678316079,0.22106964159174514,0.03565783424674711,0.25055388115160016,0.19999999999999996
2010-09-03,0.05941703615625607,0.05543747435936034,0.11871859571113048,0.05914553678316079,0.22106964159174514,0.03565783424674711,0.25055388115160016,0.19999999999999996
2010-09-10,0.05941703615625607,0.05543747435936034,0.11871859571113048,0.05914553678316079,0.22106964159174514,0.03565783424674711,0.25055388115160016,0.19999999999999996
2010-09-17,0.05941703615625607,0.05543747435936034,0.11871859571113048,0.05914553678316079,0.22106964159174514,0.03565783424674711,0.25055388115160016,0.19999999999999996
2010-09-24,0.08784603905861181,0.08229337800401562,0.13647122005808265,0.10187810431463387,0.2370769800425751,0.040898639871209,0.2611882424398267,0.05234739621104523
2010-10-01,0.08784603905861181,0.08229337800401562,0.13647122005808265,0.10187810431463387,0.2370769800425751,0.040898639871209,0.2611882424398267,0.05234739621104523
2010-10-08,0.08784603905861181,0.08229337800401562,0.13647122005808265,0.10187810431463387,0.2370769800425751,0.040898639871209,0.2611882424398267,0.05234739621104523
2010-10-15,0.08784603905861181,0.08229337800401562,0.13647122005808265,0.10187810431463387,0.2370769800425751,0.040898639871209,0.2611882424398267,0.05234739621104523
2010-10-22,0.08784603905861181,0.08229337800401562,0.13647122005808265,0.10187810431463387,0.2370769800425751,0.040898639871209,0.2611882424398267,0.05234739621104523
2010-10-29,0.08710057501691883,0.07646114280635036,0.1390760565862695,0.07590413696772269,0.2705358545918675,0.04897568353136974,0.3019465504995013,0.0
2010-11-05,0.08710057501691883,0.07646114280635036,0.1390760565862695,0.07590413696772269,0.2705358545918675,0.04897568353136974,0.3019465504995013,0.0
2010-11-12,0.08710057501691883,0.07646114280635036,0.1390760565862695,0.07590413696772269,0.2705358545918675,0.04897568353136974,0.3019465504995013,0.0
2010-11-19,0.08710057501691883,0.07646114280635036,0.1390760565862695,0.07590413696772269,0.2705358545918675,0.04897568353136974,0.3019465504995013,0.0
2010-11-26,0.09648903248290533,0.0868839301970305,0.13273229143918705,0.10373007229048763,0.23672646338934467,0.04365778611800828,0.25070273208218485,0.04907769200085166
2010-12-03,0.09648903248290533,0.0868839301970305,0.13273229143918705,0.10373007229048763,0.23672646338934467,0.04365778611800828,0.25070273208218485,0.04907769200085166
2010-12-10,0.09648903248290533,0.0868839301970305,0.13273229143918705,0.10373007229048763,0.23672646338934467,0.04365778611800828,0.25070273208218485,0.04907769200085166
2010-12-17,0.09648903248290533,0.0868839301970305,0.13273229143918705,0.10373007229048763,0.23672646338934467,0.04365778611800828,0.25070273208218485,0.04907769200085166
2010-12-24,0.09648903248290533,0.0868839301970305,0.13273229143918705,0.10373007229048763,0.23672646338934467,0.04365778611800828,0.25070273208218485,0.04907769200085166
2010-12-31,0.09063013825963129,0.0791222792965383,0.1417206371556337,0.07709427496004961,0.2676909805055733,0.05118584676935786,0.292555843053216,0.0
2011-01-07,0.09063013825963129,0.0791222792965383,0.1417206371556337,0.07709427496004961,0.2676909805055733,0.05118584676935786,0.292555843053216,0.0
2011-01-14,0.09063013825963129,0.0791222792965383,0.1417206371556337,0.07709427496004961,0.2676909805055733,0.05118584676935786,0.292555843053216,0.0
2011-01-21,0.09063013825963129,0.0791222792965383,0.1417206371556337,0.07709427496004961,0.2676909805055733,0.05118584676935786,0.292555843053216,0.0
2011-01-28,0.10006029666270516,0.08822136113390387,0.13273441740336947,0.10430176585879006,0.23491829307545933,0.045398135005065746,0.24320791543078654,0.05115781542991982
2011-02-04,0.10006029666270516,0.08822136113390387,0.13273441740336947,0.10430176585879006,0.23491829307545933,0.045398135005065746,0.24320791543078654,0.05115781542991982
2011-02-11,0.10006029666270516,0.08822136113390387,0.13273441740336947,0.10430176585879006,0.23491829307545933,0.045398135005065746,0.24320791543078654,0.05115781542991982
2011-02-18,0.10006029666270516,0.08822136113390387,0.13273441740336947,0.10430176585879006,0.23491829307545933,0.045398135005065746,0.24320791543078654,0.05115781542991982
2011-02-25,0.10769556670881478,0.09522228286169661,0.13275715847521685,0.12018000645419405,0.22624290888798199,0.04422314755409514,0.22509566733415248,0.04858326172384797
2011-03-04,0.10769556670881478,0.09522228286169661,0.13275715847521685,0.12018000645419405,0.22624290888798199,0.04422314755409514,0.22509566733415248,0.04858326172384797
2011-03-11,0.10769556670881478,0.09522228286169661,0.13275715847521685,0.12018000645419405,0.22624290888798199,0.04422314755409514,0.22509566733415248,0.04858326172384797
2011-03-18,0.10769556670881478,0.09522228286169661,0.13275715847521685,0.12018000645419405,0.22624290888798199,0.04422314755409514,0.22509566733415248,0.04858326172384797
2011-03-25,0.11176755732799805,0.09799908019435628,0.13287099776339736,0.1306432895062464,0.22240449602852747,0.04423334102622544,0.21182366120685775,0.0482575769463911
2011-04-01,0.11176755732799805,0.09799908019435628,0.13287099776339736,0.1306432895062464,0.22240449602852747,0.04423334102622544,0.21182366120685775,0.0482575769463911
2011-04-08,0.11176755732799805,0.09799908019435628,0.13287099776339736,0.1306432895062464,0.22240449602852747,0.04423334102622544,0.21182366120685775,0.0482575769463911
2011-04-15,0.11176755732799805,0.09799908019435628,0.13287099776339736,0.1306432895062464,0.22240449602852747,0.04423334102622544,0.21182366120685775,0.0482575769463911
2011-04-22,0.11176755732799805,0.09799908019435628,0.13287099776339736,0.1306432895062464,0.22240449602852747,0.04423334102622544,0.21182366120685775,0.0482575769463911
2011-04-29,0.10007274241442683,0.08124336627681301,0.14938346363230748,0.09200795384926747,0.26757316201196435,0.05374145897845708,0.2559778528367639,0.0
2011-05-06,0.10007274241442683,0.08124336627681301,0.14938346363230748,0.09200795384926747,0.26757316201196435,0.05374145897845708,0.2559778528367639,0.0
2011-05-13,0.10007274241442683,0.08124336627681301,0.14938346363230748,0.09200795384926747,0.26757316201196435,0.05374145897845708,0.2559778528367639,0.0
2011-05-20,0.10007274241442683,0.08124336627681301,0.14938346363230748,0.09200795384926747,0.26757316201196435,0.05374145897845708,0.2559778528367639,0.0
2011-05-27,0.098252923866153,0.078506425610733,0.15033066533566414,0.08984227396262033,0.2730132871319662,0.05443452396528047,0.2556199001275829,0.0
2011-06-03,0.098252923866153,0.078506425610733,0.15033066533566414,0.08984227396262033,0.2730132871319662,0.05443452396528047,0.2556199001275829,0.0
2011-06-10,0.098252923866153,0.078506425610733,0.15033066533566414,0.08984227396262033,0.2730132871319662,0.05443452396528047,0.2556199001275829,0.0
2011-06-17,0.098252923866153,0.078506425610733,0.15033066533566414,0.08984227396262033,0.2730132871319662,0.05443452396528047,0.2556199001275829,0.0
2011-06-24,0.10792795852688104,0.09115951293610886,0.14623502627332555,0.12388192995682526,0.25369673111507834,0.05042471159807485,0.22667412959370614,0.0
2011-07-01,0.10792795852688104,0.09115951293610886,0.14623502627332555,0.12388192995682526,0.25369673111507834,0.05042471159807485,0.22667412959370614,0.0
2011-07-08,0.10792795852688104,0.09115951293610886,0.14623502627332555,0.12388192995682526,0.25369673111507834,0.05042471159807485,0.22667412959370614,0.0
2011-07-15,0.10792795852688104,0.09115951293610886,0.14623502627332555,0.12388192995682526,0.25369673111507834,0.05042471159807485,0.22667412959370614,0.0
2011-07-22,0.10792795852688104,0.09115951293610886,0.14623502627332555,0.12388192995682526,0.25369673111507834,0.05042471159807485,0.22667412959370614,0.0
2011-07-29,0.09363123843775875,0.08061127586325335,0.14917783454909586,0.09820660958850003,0.2905448326289526,0.05865726449470627,0.22917094443773317,0.0
2011-08-05,0.09363123843775875,0.08061127586325335,0.14917783454909586,0.09820660958850003,0.2905448326289526,0.05865726449470627,0.22917094443773317,0.0
2011-08-12,0.09363123843775875,0.08061127586325335,0.14917783454909586,0.09820660958850003,0.2905448326289526,0.05865726449470627,0.22917094443773317,0.0
2011-08-19,0.09363123843775875,0.08061127586325335,0.14917783454909586,0.09820660958850003,0.2905448326289526,0.05865726449470627,0.22917094443773317,0.0
2011-08-26,0.036154933661086956,0.031173483191558805,0.058210316706709286,0.039481568166959705,0.11503284312526785,0.025636513862058025,0.09431034128635939,0.6
2011-09-02,0.036154933661086956,0.031173483191558805,0.058210316706709286,0.039481568166959705,0.11503284312526785,0.025636513862058025,0.09431034128635939,0.6
2011-09-09,0.036154933661086956,0.031173483191558805,0.058210316706709286,0.039481568166959705,0.11503284312526785,0.025636513862058025,0.09431034128635939,0.6
2011-09-16,0.036154933661086956,0.031173483191558805,0.058210316706709286,0.039481568166959705,0.11503284312526785,0.025636513862058025,0.09431034128635939,0.6
2011-09-23,0.036154933661086956,0.031173483191558805,0.058210316706709286,0.039481568166959705,0.11503284312526785,0.025636513862058025,0.09431034128635939,0.6
2011-09-30,0.03219949246093543,0.03181147112507148,0.05717704140395692,0.0424345311846857,0.11789033961861808,0.026236654773374682,0.09225046943335774,0.6
2011-10-07,0.03219949246093543,0.03181147112507148,0.05717704140395692,0.0424345311846857,0.11789033961861808,0.026236654773374682,0.09225046943335774,0.6
2011-10-14,0.03219949246093543,0.03181147112507148,0.05717704140395692,0.0424345311846857,0.11789033961861808,0.026236654773374682,0.09225046943335774,0.6
2011-10-21,0.03219949246093543,0.03181147112507148,0.05717704140395692,0.0424345311846857,0.11789033961861808,0.026236654773374682,0.09225046943335774,0.6
2011-10-28,0.029918244245934596,0.03200253715162513,0.056430088651695354,0.04477192060775582,0.117673815637882,0.028464252163736815,0.09073914154137025,0.6000000000000001
2011-11-04,0.029918244245934596,0.03200253715162513,0.056430088651695354,0.04477192060775582,0.117673815637882,0.028464252163736815,0.09073914154137025,0.6000000000000001
2011-11-11,0.029918244245934596,0.03200253715162513,0.056430088651695354,0.04477192060775582,0.117673815637882,0.028464252163736815,0.09073914154137025,0.6000000000000001
2011-11-18,0.029918244245934596,0.03200253715162513,0.056430088651695354,0.04477192060775582,0.117673815637882,0.028464252163736815,0.09073914154137025,0.6000000000000001
2011-11-25,0.05777728317143416,0.06457205138831004,0.11044763089786108,0.0787027830569279,0.262196195789503,0.06222079398966214,0.16408326170630172,0.19999999999999996
2011-12-02,0.05777728317143416,0.06457205138831004,0.11044763089786108,0.0787027830569279,0.262196195789503,0.06222079398966214,0.16408326170630172,0.19999999999999996
2011-12-09,0.05777728317143416,0.06457205138831004,0.11044763089786108,0.0787027830569279,0.262196195789503,0.06222079398966214,0.16408326170630172,0.19999999999999996
2011-12-16,0.05777728317143416,0.06457205138831004,0.11044763089786108,0.0787027830569279,0.262196195789503,0.06222079398966214,0.16408326170630172,0.19999999999999996
2011-12-23,0.05777728317143416,0.06457205138831004,0.11044763089786108,0.0787027830569279,0.262196195789503,0.06222079398966214,0.16408326170630172,0.19999999999999996
2011-12-30,0.06001349035108559,0.07256560215339383,0.12373104523304025,0.07616267201046054,0.2861977946514467,0.06997244590682238,0.15635694969375089,0.1549999999999998
2012-01-06,0.06001349035108559,0.07256560215339383,0.12373104523304025,0.07616267201046054,0.2861977946514467,0.06997244590682238,0.15635694969375089,0.1549999999999998
2012-01-13,0.06001349035108559,0.07256560215339383,0.12373104523304025,0.07616267201046054,0.2861977946514467,0.06997244590682238,0.15635694969375089,0.1549999999999998
2012-01-20,0.06001349035108559,0.07256560215339383,0.12373104523304025,0.07616267201046054,0.2861977946514467,0.06997244590682238,0.15635694969375089,0.1549999999999998
2012-01-27,0.08476776218229642,0.10699747037130125,0.13875563060652943,0.14645536858272043,0.29036882552246257,0.07488954235537243,0.15035758971742832,0.007407810661889114
2012-02-03,0.08476776218229642,0.10699747037130125,0.13875563060652943,0.14645536858272043,0.29036882552246257,0.07488954235537243,0.15035758971742832,0.007407810661889114
2012-02-10,0.08476776218229642,0.10699747037130125,0.13875563060652943,0.14645536858272043,0.29036882552246257,0.07488954235537243,0.15035758971742832,0.007407810661889114
2012-02-17,0.08476776218229642,0.10699747037130125,0.13875563060652943,0.14645536858272043,0.29036882552246257,0.07488954235537243,0.15035758971742832,0.007407810661889114
2012-02-24,0.02361241711408364,0.1700725379582806,0.07466686000806844,0.2710921037832979,0.19445395016589534,0.06909468740439537,0.15126980161168824,0.04573764195429053
2012-03-02,0.02361241711408364,0.1700725379582806,0.07466686000806844,0.2710921037832979,0.19445395016589534,0.06909468740439537,0.15126980161168824,0.04573764195429053
2012-03-09,0.02361241711408364,0.1700725379582806,0.07466686000806844,0.2710921037832979,0.19445395016589534,0.06909468740439537,0.15126980161168824,0.04573764195429053
2012-03-16,0.02361241711408364,0.1700725379582806,0.07466686000806844,0.2710921037832979,0.19445395016589534,0.06909468740439537,0.15126980161168824,0.04573764195429053
2012-03-23,0.02361241711408364,0.1700725379582806,0.07466686000806844,0.2710921037832979,0.19445395016589534,0.06909468740439537,0.15126980161168824,0.04573764195429053
2012-03-30,0.0694137811135232,0.14660560642836695,0.11991466486882232,0.20817312246127928,0.2064850208155871,0.06716832929845325,0.15460721203422462,0.027632262979743194
2012-04-06,0.0694137811135232,0.14660560642836695,0.11991466486882232,0.20817312246127928,0.2064850208155871,0.06716832929845325,0.15460721203422462,0.027632262979743194
2012-04-13,0.0694137811135232,0.14660560642836695,0.11991466486882232,0.20817312246127928,0.2064850208155871,0.06716832929845325,0.15460721203422462,0.027632262979743194
2012-04-20,0.0694137811135232,0.14660560642836695,0.11991466486882232,0.20817312246127928,0.2064850208155871,0.06716832929845325,0.15460721203422462,0.027632262979743194
2012-04-27,0.09286494031711634,0.13294291175189582,0.14236573950480794,0.17378296548284958,0.2106203576933214,0.06574119019948103,0.15499200802992588,0.026689887020602043
2012-05-04,0.09286494031711634,0.13294291175189582,0.14236573950480794,0.17378296548284958,0.2106203576933214,0.06574119019948103,0.15499200802992588,0.026689887020602043
2012-05-11,0.09286494031711634,0.13294291175189582,0.14236573950480794,0.17378296548284958,0.2106203576933214,0.06574119019948103,0.15499200802992588,0.026689887020602043
2012-05-18,0.09286494031711634,0.13294291175189582,0.14236573950480794,0.17378296548284958,0.2106203576933214,0.06574119019948103,0.15499200802992588,0.026689887020602043
2012-05-25,0.0756771924812567,0.09103837308715666,0.13382711692274799,0.10126749748686718,0.21688005521008796,0.06465739793745288,0.12979465095213202,0.1868577159222986
2012-06-01,0.0756771924812567,0.09103837308715666,0.13382711692274799,0.10126749748686718,0.21688005521008796,0.06465739793745288,0.12979465095213202,0.1868577159222986
2012-06-08,0.0756771924812567,0.09103837308715666,0.13382711692274799,0.10126749748686718,0.21688005521008796,0.06465739793745288,0.12979465095213202,0.1868577159222986
2012-06-15,0.0756771924812567,0.09103837308715666,0.13382711692274799,0.10126749748686718,0.21688005521008796,0.06465739793745288,0.12979465095213202,0.1868577159222986
2012-06-22,0.0756771924812567,0.09103837308715666,0.13382711692274799,0.10126749748686718,0.21688005521008796,0.06465739793745288,0.12979465095213202,0.1868577159222986
2012-06-29,0.10338894285450438,0.11072938162329897,0.15741196157511922,0.12621225125398033,0.2302395312954039,0.06935885947382346,0.1510848853147305,0.05157418660913915
2012-07-06,0.10338894285450438,0.11072938162329897,0.15741196157511922,0.12621225125398033,0.2302395312954039,0.06935885947382346,0.1510848853147305,0.05157418660913915
2012-07-13,0.10338894285450438,0.11072938162329897,0.15741196157511922,0.12621225125398033,0.2302395312954039,0.06935885947382346,0.1510848853147305,0.05157418660913915
2012-07-20,0.10338894285450438,0.11072938162329897,0.15741196157511922,0.12621225125398033,0.2302395312954039,0.06935885947382346,0.1510848853147305,0.05157418660913915
2012-07-27,0.09224844901305759,0.08901078609291385,0.1808530152664328,0.07417225065562914,0.3058568565410423,0.09792857355452335,0.15993006887640102,0.0
2012-08-03,0.09224844901305759,0.08901078609291385,0.1808530152664328,0.07417225065562914,0.3058568565410423,0.09792857355452335,0.15993006887640102,0.0
2012-08-10,0.09224844901305759,0.08901078609291385,0.1808530152664328,0.07417225065562914,0.3058568565410423,0.09792857355452335,0.15993006887640102,0.0
2012-08-17,0.09224844901305759,0.08901078609291385,0.1808530152664328,0.07417225065562914,0.3058568565410423,0.09792857355452335,0.15993006887640102,0.0
2012-08-24,0.09224844901305759,0.08901078609291385,0.1808530152664328,0.07417225065562914,0.3058568565410423,0.09792857355452335,0.15993006887640102,0.0
