,dual_momentum_topn,composite_calm_trend_specialist,composite_healthier_recovery_specialist,composite_anti_chop_clarity,composite_regime_conditioned,taa_10m_sma
2010-09-03,-0.00601644208119564,0.001999087482886676,0.0032616826975358677,0.010030186176489342,-0.00047371616825393065,0.0033153378409254623
2010-09-10,0.0010864877380228188,0.008854557431626418,0.01187572930033267,0.022732443255424936,0.006453736559391552,0.012954317512453396
2010-09-17,-0.003111511888908277,0.012862629791312903,0.018149387149374994,0.021847322237655974,0.006499921398978503,0.014257414028636627
2010-09-24,-0.005206578838907626,0.013299141276486551,0.01692375577105085,0.01690714834684479,-0.00275335657413251,0.006527577574779585
2010-10-01,0.007961159471192691,0.009257686817451108,0.012817037696959221,0.021974013451277637,0.010664904188024717,0.013615124684033591
2010-10-08,0.0271757771985501,0.03154523695777414,0.02605986879701551,0.04133254300643478,0.028795892240421134,0.033137092141039284
2010-10-15,0.010344971001048402,0.014588506485753213,0.0047310915105809575,0.02474099740069139,0.01383266448178027,0.015332626206610613
2010-10-22,0.028499766316964287,0.018379378417404512,0.006968818018460676,0.030219109983952108,0.024591098693457283,0.026970198967501625
2010-10-29,0.0567335499494625,0.047968818546504574,0.037926859008508826,0.059392140866368404,0.04526800816393024,0.05600810020307125
2010-11-05,0.014994930724947834,0.012610132858809901,0.007775808299445236,0.01979192910083539,0.005958765883140762,0.011133477669901415
2010-11-12,0.04685548221564166,0.03330731282636753,0.0300249391840558,0.03843299364048839,0.03963128057575091,0.04440933694445072
2010-11-19,0.04171188351395831,0.028918080067263673,0.024108890246014293,0.028992720907186808,0.030703795859063587,0.03480071965100529
2010-11-26,0.03185517895258853,0.022602700966397164,0.017939761294035697,0.026505654835770314,0.024072116297664245,0.034811706637448085
2010-12-03,0.025005762739046596,0.020048364531046116,0.018526322125344396,0.026719910619065625,0.02424860981230548,0.03190807954420792
2010-12-10,0.021296224097923065,0.01168586359050464,0.01634137903669806,0.014775009184002989,0.011917455290784583,0.02303504567858798
2010-12-17,0.025826771249730093,0.013265576592597958,0.022303246833305146,0.016242874148339054,0.01793798999320752,0.03220403123973584
2010-12-24,0.04729340889273706,0.029861445704431926,0.035916835221752076,0.03454317104545347,0.04100563068716434,0.045175195883585935
2010-12-31,0.038467919874472754,0.028963575039729458,0.03776821632247446,0.03739969849379799,0.03647888822414388,0.039449228800305075
2011-01-07,0.04416807633913482,0.03270347009469742,0.04073911993094153,0.033887195107474434,0.04200710536501489,0.04381851783727136
2011-01-14,0.0393537769005389,0.03091423044255917,0.033184284355579276,0.03145464734923772,0.034432901701210585,0.03770148527006305
2011-01-21,0.05006554132238337,0.03609808942634196,0.03950059475981738,0.038835987934160085,0.045891978615706035,0.04821765652462314
2011-01-28,0.02409210706317186,0.009535911309326281,0.015355280592589567,0.012948080754659645,0.020856322237370852,0.020879356221507932
2011-02-04,0.023905082838339545,0.00936370793477371,0.009301098438978788,0.013330683690137565,0.015997806666994203,0.012081647021664952
2011-02-11,0.029749581417038613,0.0163451790942604,0.018659913185021033,0.024450754948077292,0.02581814698848391,0.017319853848642836
2011-02-18,0.011817494051277338,0.0011628066403425175,-0.0008296275344766065,0.008298942102776562,0.003959542006833054,0.005813788500462065
2011-02-25,0.01438396554308961,0.005636024872203043,0.0009190389253376091,0.00995410344407796,0.013036474084327499,0.008250057628009747
2011-03-04,0.01995433035033155,0.012449459348866234,0.005582160414913681,0.00838900514914468,0.01615886847510945,0.01334737432375704
2011-03-11,0.023869981446493264,0.015072521219410953,0.011618138380556885,0.009176188636064484,0.019157993159508308,0.012607924327566276
2011-03-18,0.026392595900935772,0.018402213063750898,0.016450668781778647,0.012804978127270696,0.027563590675738884,0.020747847823841776
2011-03-25,0.025748873870181287,0.021988902480225923,0.01912465826303199,0.015680315750816028,0.029915266216957854,0.023434062394356213
2011-04-01,0.011555243347963136,0.013912461165792978,0.005522617357996545,0.004246970769727925,0.020171776961614415,0.017079000648256078
2011-04-08,0.008698837497021952,0.016625716138294316,0.009659752440378451,0.006801336858245477,0.014505823981512326,0.01712260222611761
2011-04-15,0.004032357498536445,0.011781793035459894,0.004577827366832531,-0.0012463565148049553,0.010815042937238496,0.01189664708678009
2011-04-22,0.015626062244494785,0.017057352324129006,0.016853504389705978,0.01709101260874766,0.02335338557197871,0.0219898837114845
2011-04-29,0.018471893309771652,0.02791628130392989,0.01578434589559624,0.01782938518123452,0.019897614435224902,0.02114735890184674
2011-05-06,0.02271565794596795,0.01852494707677164,0.011651475974383315,0.012299186861070368,0.012833093592574816,0.018247997327072187
2011-05-13,0.022111717959812604,0.01377886539951563,0.005839209674227607,0.009601707291119282,0.011373212535569506,0.01754424097169431
2011-05-20,0.015636215609520273,0.004864823653275289,-0.0005923450474553333,0.004091681343371772,0.005715849453779632,0.013663303574291737
2011-05-27,0.017512377158817007,0.009646807264906876,0.0017851041876081513,0.008199569390191931,0.007327984809255648,0.014741262663441012
2011-06-03,0.019213700138849092,0.016950756048172682,0.004262947409029886,0.009592483274187753,0.006015852896032703,0.013535054330508708
2011-06-10,0.02666255786592709,0.02278134437937044,0.009798605376855495,0.01965552884423799,0.009237415298622017,0.01776396338802744
2011-06-17,0.023338954468441836,0.022732183330576503,0.006866201570795403,0.021271106924902933,0.009118761635334736,0.015973974629072175
2011-06-24,0.01937786547936385,0.01244711734391143,0.0017919184583767957,0.017621006552582932,-0.00029509774994278086,0.01122505807921074
2011-07-01,0.024001941473942714,0.025514843696633777,0.01090471042378087,0.0242818820282189,0.017912880942441773,0.018633140762892207
2011-07-08,0.012007417762497252,0.013897299097855788,0.007227310512461542,0.016714623507189143,0.008256377812518154,0.0075727405130977254
2011-07-15,0.016772025149241577,0.01848454942164023,0.010583888860175243,0.01812915158882396,0.008440467039822519,0.007940674736940784
2011-07-22,0.012160431267365681,0.016402652883348034,0.008699582811674959,0.01414128566067171,0.013444674839724318,0.007489251640302101
2011-07-29,0.008268661055681229,0.005668399251421266,0.004428833117856302,0.005713267698030289,0.012195058464456643,-0.000478707590678344
2011-08-05,0.020376637301413453,0.011695136034739446,0.010664029596691969,0.0041826792106926134,0.02095708583946023,0.018233653118073758
2011-08-12,-0.0057429669192631495,-0.01584123742602237,-0.014271019175150727,-0.030269639166779674,-0.009004686489763783,-0.009312277544102562
2011-08-19,0.0046040498560574634,-0.007272294484276545,-0.008583767417328771,-0.03136037706166377,0.004832872296790693,0.001978509989325229
2011-08-26,-0.004004517084060951,-0.014068381652998854,-0.010377163503710447,-0.028951198056222413,-0.0031716162440162685,-0.004680371971204176
2011-09-02,-0.03435585642397128,-0.03452482872210622,-0.03491395582523632,-0.05941348004631895,-0.03440468130078477,-0.02884156584208252
2011-09-09,-0.027852744562824022,-0.037955717627117726,-0.03633471417361241,-0.05274897671495615,-0.032772607532501,-0.027899858401600863
2011-09-16,0.0019763427071675544,-0.005176201860123354,-0.004644974273283348,-0.0066219232365849695,0.0015912786687464972,0.0007644768749765756
2011-09-23,-0.019069435804854516,-0.030614455107442602,-0.032870929264088536,-0.02434673367743969,-0.02709333640338949,-0.02736384201722447
2011-09-30,0.004189127075103572,-0.010160302943498664,-0.01208768700737578,-0.0009588089955363229,-0.005643691092251037,-0.0027514633792020066
2011-10-07,0.0032404332333796407,-0.012775260874102107,-0.015263002442999864,-0.0021873132833577077,-0.009257852719209165,-0.004425506857554586
2011-10-14,-0.005168460472703115,-0.022388611899019,-0.023222755583442816,-0.009983761104803472,-0.01932293423324335,-0.014768131927572831
2011-10-21,-0.019990720688624685,-0.02794288614193082,-0.027262275526714452,-0.012029588190543419,-0.024310341323857895,-0.014810739547492423
2011-10-28,-0.01090621737226731,-0.012135553911229738,-0.007906429894999598,0.002537801729775288,-0.010411091669544768,-0.0007746479676045423
2011-11-04,-0.03153301553316119,-0.031147148783696843,-0.02382393735209629,-0.020221993914543875,-0.023589461704327748,-0.02254902644019181
2011-11-11,-0.015359961802607645,-0.012272689819583248,-0.010079471900097989,-0.007305996910380843,-0.01088558113120373,-0.007197613496097293
2011-11-18,0.0023930442274051472,0.003289352450373447,0.0073025899021130145,0.009039316646640795,0.010008701389785914,0.008926387750747757
2011-11-25,-0.019050869678366156,-0.014724728349906194,-0.01314914608924762,-0.01585438863791768,-0.01979006050473696,-0.011465920199597763
2011-12-02,0.013717593077347743,0.01156891806882061,0.014063711059250791,0.01606806360653545,0.010009885234756419,0.015566003342983595
2011-12-09,0.0253726480706409,0.024536163745159184,0.02588422162872584,0.02679467149975199,0.02302343570755629,0.0267265316190558
2011-12-16,0.00020972708093029094,0.009286792131398706,0.011851646838036804,0.007037501568752965,0.008055548420485715,0.01152343719802103
2011-12-23,0.016739526993345546,0.023700006991896692,0.020374310406399105,0.019785264109076224,0.020792286646020446,0.028349089995314283
2011-12-30,0.02137882820686184,0.024899380712397393,0.02359434538392636,0.01773452894554201,0.021458648782002862,0.0289683777655593
2012-01-06,0.018816691562219195,0.023128399323127137,0.021461766136163567,0.017008441081867,0.018826925187474097,0.028085142437748227
2012-01-13,0.013062827833965325,0.016797632284850435,0.016940556766644584,0.015830041597155915,0.010594466083780962,0.022140853247882307
2012-01-20,0.020088087528409567,0.021358863210467056,0.019890099748240284,0.01806965066500624,0.016566828337111792,0.025527348806820203
2012-01-27,0.02241949601266441,0.01927217869720981,0.023294986327183867,0.02478699339693316,0.02434205662824497,0.02348657513143272
2012-02-03,0.02749019909885233,0.020837660825155598,0.02376019736078283,0.024393264014768525,0.024526550564192014,0.025136731536159695
2012-02-10,0.03374081980872115,0.02597312796416794,0.0284964965647767,0.03211240253740552,0.03157227994662957,0.029839799491479302
2012-02-17,0.03538895628802753,0.030339767129494266,0.031471637397634915,0.032728550903208135,0.03431829599970277,0.031917965915447336
2012-02-24,0.03731710093587523,0.030174507918884597,0.0318735336229047,0.03500701346079992,0.03467391490795243,0.03046568977014342
2012-03-02,0.018492360693655667,0.024724666183649963,0.02805741384171357,0.03053084919572014,0.0191605681067928,0.025047704732674266
2012-03-09,0.02815809636657121,0.0352239298302957,0.03939021135780646,0.04398761581280775,0.02904999137939767,0.02649207887240629
2012-03-16,0.027651705753462104,0.03550284986521405,0.017655609558302827,0.029365152782698883,0.022861209971589073,0.017098811479479524
2012-03-23,0.020862167134885777,0.02965354977062252,0.014787317030053265,0.026302359520456862,0.015691151889352377,0.014842842798723171
2012-03-30,0.019192863564511563,0.029745168343775233,0.01714273046554171,0.018001753377767646,0.018601361218706744,0.013715017930480262
2012-04-06,0.020098629643867175,0.02524351172568548,0.01398635521669713,0.02118716220565782,0.022213770415279985,0.014256109727634088
2012-04-13,0.01657058852706542,0.023691608053893726,0.018363357301741132,0.021631655624830468,0.021416993186491068,0.017192365589234482
2012-04-20,0.019318730742945118,0.02204516039472363,0.021075696771191976,0.022275451084925867,0.02137851078629796,0.013650016612107407
2012-04-27,0.013840357155279415,0.012887235595764374,0.01795531794545447,0.01108564241569113,0.010101411531752449,0.006893981266843922
2012-05-04,0.014688399847538733,0.01137349895091248,0.022391404623781717,0.013509040452866574,0.014580945437487527,0.006294043661913217
2012-05-11,0.018969100482340864,0.015880237618996873,0.024847639261178986,0.02029001677152696,0.01775258368455436,0.011493272301495938
2012-05-18,0.02397611956887992,0.01564910012660258,0.030972796557250597,0.020557112318398955,0.020561895441628814,0.03348240034754398
2012-05-25,0.019987401581835203,0.01898850814746238,0.03172803531756227,0.02049832672214221,0.02072736601315478,0.032336767225883065
2012-06-01,0.01783488282054957,0.009972900000380421,0.01874969569427394,0.026957169873621227,0.011797910652526979,0.025464296360320646
2012-06-08,0.009581553972833758,0.008054923420547273,0.017082908991694755,0.020533392667183865,0.00971715728492326,0.017381819424015052
2012-06-15,0.0149510385444869,0.011133346479056571,0.009686206419479579,0.020105848414769954,0.01028069064226714,0.014361953388823914
2012-06-22,0.0106850598450174,0.008953242900331278,0.00784620701820993,0.020100627687475895,0.007972336274259802,0.008964649968606308
2012-06-29,0.00943513160929153,0.00602018441634989,0.006815263091720611,0.01875345397925816,0.0058145222294076135,0.005157421718402718
2012-07-06,0.007991132482964475,0.005220070030569494,0.005763762734960795,0.016941455144803386,0.007533748517672786,0.009774148245285592
2012-07-13,0.008079695152450751,0.008527225779920215,0.004686085900371631,0.013997911503464803,0.006267910043710142,0.009046157080834609
2012-07-20,0.0016716526563588605,0.0015052805812297001,-0.0010415852793572659,0.005898530017221227,0.0015127321784961607,0.0016373421950165957
2012-07-27,0.009749101386071747,0.012020853851969373,0.007020646736873181,0.013954177571647467,0.008250215277675664,0.010798525380982802
2012-08-03,0.0003749227238018611,0.0028553763071984956,-0.0021642138708970558,0.0062762959278742725,-0.00014777789900268304,5.951328338516665e-05
2012-08-10,0.003879573325776596,0.0024701551753959,-0.00262110678152965,0.006552946967125516,-0.0018894264329167923,-0.003198480010736216
2012-08-17,0.004195985356745011,0.002434159792068771,-0.001720874531277958,0.005069352254325702,0.0013283434018499752,0.00041237617767669703
2012-08-24,-0.006749089913471874,-0.00640643783173798,-0.01425905106651311,-0.005449120357973819,-0.011010497361142492,-0.009437277969276688
2012-08-31,0.005408169551095223,0.005589119544381841,-0.004060354728786087,0.0019274868984929736,0.00020333032073885718,0.0010376277766998843
2012-09-07,0.018112315804935827,0.015820717554181497,0.0014358476537989738,0.01751640892135796,0.010173257677752264,0.009547744573542629
2012-09-14,0.009770939069124617,-0.0010943963359282775,-0.006417101001266119,0.007680377114400884,0.0008381986264491235,-0.001268015289118166
2012-09-21,0.012373815178316708,0.006808631361668211,-0.002087838965364899,0.011197370427734199,0.0012702997745435403,0.0008355993503176978
2012-09-28,0.00967073926199613,0.006950540737136538,-0.0036034911462971674,0.012358130512338281,0.0047591796227621375,-0.0003774998812761058
2012-10-05,0.01065376166502899,0.006231049639153173,-0.0007200533706648062,0.01585212528713078,0.003530114025034756,0.002051795785589893
2012-10-12,0.008037230583823633,0.004079105653969898,-0.0021414818584228733,0.016477441723947196,0.000811366094624854,0.002670938369825424
2012-10-19,0.011839396703882905,0.007989496813372379,0.002375034333312461,0.017749581989889955,0.00264563813226816,0.005735809635453108
2012-10-26,0.012299128089625373,0.009063410814209498,0.005912100857110222,0.018195227995339305,0.004592624757018505,0.008591656605528004
2012-11-02,0.018860126965711297,0.018770868554938543,0.01247780458065554,0.0283861091986642,0.010570044290271167,0.01602266026164082
2012-11-09,0.017557800552057263,0.018378939358590862,0.006971645748916906,0.023057067154212397,0.005644778135724028,0.012668940081285038
2012-11-16,0.0007797259874388332,-0.002991932472822551,-0.009464158291510094,0.007393065179291445,-0.009652915063780618,-0.0008274352599788246
2012-11-23,0.009911710216067076,0.009443486797233391,-0.003948497768831263,0.010746496315416023,0.0002014497811589737,0.010345535062210025
2012-11-30,0.011753995337115825,0.011998792862395954,-0.0015567171782921302,0.009003734373505237,0.005521637985355691,0.011577666678733094
2012-12-07,0.014997905980259409,0.014227845478461352,0.008253190942234354,0.007576185874390077,0.010024557199526638,0.0163657867384323
2012-12-14,0.015357635186281141,0.014097770057389627,0.004350105605768956,0.0007129641955885271,0.012761841500801688,0.012467256823593134
2012-12-21,0.023288941317046268,0.013814249443427667,0.009514394538883527,0.009029771476991966,0.021177819699153097,0.019626704675596754
2012-12-28,0.024918814306320165,0.013295188402403395,0.011885885226520728,0.013490342496100208,0.02371535604894248,0.024417316153139277
2013-01-04,0.015443051551185735,0.008464443372829505,0.0029280434939740756,0.00021390116649648485,0.013116166407311506,0.012887539771703762
2013-01-11,0.013639404155484262,0.008999558411535238,0.002435131525617716,0.00266448174106339,0.011255006451505536,0.012811866965713035
2013-01-18,0.014049105875909783,0.007230123676757841,0.004549494135022394,0.0008963584965871046,0.009707018167921848,0.01114687045152278
2013-01-25,0.006907554892679748,0.003551121058586213,0.006662646654516501,-7.11147996560824e-05,0.009691373054321389,0.010266568928402246
2013-02-01,0.011381016514615289,0.007449428757139026,0.010153500464145048,0.0034741078693158807,0.01175304422264255,0.014975487404932425
2013-02-08,0.012185052767309471,0.011986474144374246,0.007496163436400955,0.0037617564790331432,0.017676059158599433,0.016400008237625843
2013-02-15,0.011535125307669928,0.011400243328318137,0.01158829915930689,0.0026591200168614793,0.012656071235822922,0.018122862942188775
2013-02-22,0.016490259270834955,0.014906570714590174,0.01383403037796765,0.0014322624300265744,0.009252983000402198,0.01588025611272202
2013-03-01,0.018762626708684546,0.016033263329972985,0.015457583834480475,0.002653375207333184,0.011369910669022477,0.017060443094748946
2013-03-08,0.011544787389675178,0.010155114444351847,0.0037191316856042145,-0.000663956535539246,0.005910704628658754,0.011851738349658658
2013-03-15,0.013605805920678421,0.01222820831052326,0.008960972345896283,0.004770390399172384,0.009449390070814186,0.014973216137653783
2013-03-22,0.00946175880091598,0.006429269037236081,0.003310031895808857,0.0027940888959828423,0.007505445299213279,0.010169991210497567
2013-03-29,0.013684919410407054,0.012128118061117459,0.008144020444892167,0.005167916024709781,0.011169353307850826,0.015573543883161949
2013-04-05,0.01608976092728564,0.017171545996083254,0.008694478861595066,0.012694657052092018,0.014672899722143687,0.018112976188870963
2013-04-12,0.00730865429854205,0.004011015978823524,0.0062840191697710514,0.004754350844680436,0.005404256501961272,0.012602375785368096
2013-04-19,0.009223324032749345,0.003130980655154276,0.008384969484355655,0.004623710329002495,0.004501833303529045,0.0064218658487254525
2013-04-26,0.0011582611921873527,-0.0013971560456021055,0.00416063189087095,0.0023664180510608564,-0.0016866399879255697,0.0011860437104015782
2013-05-03,-0.0006983934241688115,-0.0011731416185050735,0.0005335708650286283,0.0006275192494920234,-0.0051374682188409255,-0.0033552210099164603
2013-05-10,0.004226210154885097,-7.307596552702435e-05,0.0031701245964851597,0.0017273652766211737,-0.004233941168955039,0.0003931159696764254
2013-05-17,0.010531513711774422,0.00943228321650568,0.009387897652149098,0.010911294525234986,0.0047501714485271304,0.009351465185239485
2013-05-24,0.007306241220909357,0.005839395897366495,0.006193565038108082,0.014514821171922392,0.0016973342990070535,0.010106546187340582
2013-05-31,0.010970515372531483,0.0006355847716148595,-0.0003416407519551872,0.01812285577564564,-0.0005260167665776614,0.008653265613173032
2013-06-07,0.018004536765954836,0.006455366496838698,0.006048387210093653,0.024441938113818652,0.006028055147331194,0.01572985681562555
2013-06-14,0.02065268306943477,0.007285693411667169,0.007985845238232172,0.020893250375749843,0.006133345207587011,0.016722431691840074
2013-06-21,0.03006208798953581,0.02030728059271416,0.017918035806910426,0.03531617755777046,0.015855381784741454,0.029585625787414867
2013-06-28,0.022936265652447357,0.014674496520927635,0.01811923459220836,0.03273220553377581,0.012484096101042005,0.022545010964226914
2013-07-05,0.02098255476854896,0.011642896442669044,0.014339660436085444,0.03065823431696301,0.011125878821969413,0.017897511755464106
2013-07-12,0.015233860332284839,0.0032629462572111184,0.005492484668349737,0.0242546847251464,0.0036401558809015314,0.00780744724882579
2013-07-19,0.0072480711965666154,0.003215020484267035,-0.0009810138532771184,0.017922406371766203,0.003901871402888024,0.0013000818534866882
2013-07-26,0.017567747849533372,0.007961840586271031,0.0003753262194682687,0.015119897078094226,0.003280302036122662,0.0059572572143279795
2013-08-02,0.011747112870890683,0.008190108492925102,0.0004919064878714276,0.013557125660581298,0.006825542041275077,0.00785824261581782
2013-08-09,0.016203895946970644,0.009572411862218161,0.0048189157246604185,0.015432242336199945,0.008555176104283267,0.011573547998424994
2013-08-16,0.014224200417309533,0.015012793873862177,0.008343413948779053,0.01692683354167606,0.011744776537812852,0.01953520765786154
2013-08-23,0.021305354852848145,0.019406050545250665,0.01627927509362025,0.019485592746950622,0.01340851243901603,0.020559942901990768
2013-08-30,0.018664003396691945,0.011572433635734037,0.011031036829827309,0.012420749483167248,0.015982873364590627,0.01437598550111542
2013-09-06,0.007444303033241725,0.0013682612283134497,-0.000737437665846637,0.006151951159224061,0.005725396413390139,0.008525216590991414
2013-09-13,0.0060398340265368005,0.002952330893841306,0.0006206673821169649,0.009406370388394262,0.00701908913851977,0.006525014596198045
2013-09-20,0.006247034512786087,0.009183838287322282,0.004068351552135098,0.009074929865452927,0.009440011626777217,0.008002735207841378
2013-09-27,-0.003972903491230151,-0.0020855647925210165,-0.007536027730597875,-0.002374268984556039,-0.002240264703117293,-0.0014539010560082723
2013-10-04,0.006917646310184383,0.006490942293341707,0.0017908596077905528,0.005139499753930743,0.007850467597609205,0.010218259290095922
2013-10-11,0.0201077452203346,0.01936926794514281,0.015906573637103877,0.012200826436079858,0.02010521920737168,0.01990211006624866
2013-10-18,-0.0006102623302971276,-0.002146488356484102,-0.00048259265956232967,-0.008846312824085892,0.006161463170825545,-0.0012738308780296066
2013-10-25,-0.0016541373995826855,-0.004748944441996308,-0.005893325129931337,-0.011088351195588885,-0.0009395156295729399,6.034553673240316e-05
2013-11-01,-0.0032821716681147974,-0.010731796315103837,-0.012633507450723114,-0.007683495714966032,-0.0035338100526214307,5.297634576538219e-05
2013-11-08,0.00019787029502364717,-0.013261153887781495,-0.008296504060961527,-0.007962981066193565,-0.0030063444144270814,-0.0010014279809452504
2013-11-15,0.004273341722054704,-0.014211297288285067,-0.009938394106098009,-0.007026893341365641,0.0022413828897398574,-0.006009894024322954
2013-11-22,-0.0019253538687694057,-0.0172509910716342,-0.013534396815141517,-0.009861982018950239,-0.006083556642530251,-0.013581361412587676
2013-11-29,0.001484833923562981,-0.009600688190085083,-0.01058203862800763,-0.005410165961779471,-0.007108772031213482,-0.012251055525545354
2013-12-06,-0.008159384821293487,-0.01755390379577069,-0.016500808733587828,-0.013138685911116294,-0.013694887181654302,-0.020199187198412006
2013-12-13,0.0024497666589272772,-0.011095699760972001,-0.007154127561325386,-0.0012656117660607901,-0.0036059304156365888,-0.0074789510411277975
2013-12-20,0.004028041770719288,-0.006402768520561126,-0.006184449363123388,0.0031046993255466337,0.0008685929206166962,-0.003685536184690437
2013-12-27,-0.0034281935562480185,-0.013789341011698042,-0.012264028248707471,-0.006426470427333836,-0.009537109334063085,-0.014281400266731598
2014-01-03,-0.004874721390688299,-0.015888667250697635,-0.013874158024838303,-0.009531809555681607,-0.011137299746603855,-0.01588261895662269
2014-01-10,-0.006616111156340673,-0.013821044993436286,-0.013642260929970979,-0.004248269416788191,-0.008880992531360245,-0.015447432607288467
2014-01-17,0.002889109926596827,-0.0030361743633365206,-0.003165097270789845,0.001217760270065921,1.311087477867158e-05,-0.0038005831975792903
2014-01-24,0.006575327065207121,0.001529135184279949,-0.0017170804654219147,-0.004923714214789343,0.004227046683857221,-0.00019025889430805427
2014-01-31,0.026925816206871393,0.023340653830563045,0.019985390410379663,0.01626464227123832,0.028120690460655934,0.02148191241821282
2014-02-07,0.026333151048461987,0.024906133185635736,0.023211623558751168,0.017861319248294236,0.025575170100632164,0.020964707891673404
2014-02-14,0.00972235345352116,0.012270629541753082,0.0012890628663920819,0.004612285272856226,0.008650028384580882,0.0046806311933702965
2014-02-21,0.003244743820495255,0.0012845726386507801,0.0016992401795003888,-2.992730245095828e-05,-0.00013259195436453926,-0.0038363107789313776
2014-02-28,7.37065280599419e-05,0.00017095716149315328,0.0005491358187660177,-0.002377402924451059,0.0008555977320713563,-0.0036852411048165336
2014-03-07,-0.00629640312568587,-0.004692145798576213,-0.009538836260266845,-0.00800084591497345,-0.008728469217325625,-0.01124976777073235
2014-03-14,0.003009199557262187,-0.001276127765238934,-0.0017046675710389167,-0.000985605615247312,-0.007437323530704512,-0.003580428016333165
2014-03-21,-0.01802445123472027,-0.01841686621555791,-0.022145474944729647,-0.018642701581633205,-0.031083404710596018,-0.023631086047218197
2014-03-28,0.0023567496786805796,0.000106156828707904,-0.0027817031130416723,0.0016892010575577411,-0.012362465020823141,-0.007903896556858372
2014-04-04,0.00019019949041797126,-0.0018770546998750177,-0.005499826998444187,-0.000755283207604639,-0.012159669030776792,-0.010670981028953603
2014-04-11,0.0028221258899187086,0.00746749121264361,0.002087925630502735,0.007989356028372079,-0.004061024857965951,0.001389513584661978
2014-04-18,-0.01878329501034772,-0.011468091902558084,-0.016369386313109024,-0.016406359713904275,-0.02616023838973151,-0.02116158967882098
2014-04-25,0.004632265758455171,0.007130294221025759,0.0034307185634772546,0.004064375644847763,-0.003670264677792569,-0.0005600153907823454
2014-05-02,-0.00316456024663092,-0.0042642077785150735,-0.0074096693526350685,-0.004914948935208886,-0.011335874791300202,-0.007969247995063485
2014-05-09,-0.01060350644356043,-0.014317219691578589,-0.013235015157284796,-0.00873111855281158,-0.019441296408256793,-0.012245880215125262
2014-05-16,-0.00842701712920466,-0.012356863196611882,-0.008311645782374678,-0.011007622383377696,-0.018230342558651497,-0.011347147374662164
2014-05-23,-0.013279425394055949,-0.01648740490236454,-0.01371347980446035,-0.014738652123755316,-0.02597344071260618,-0.017224915140059832
2014-05-30,-0.009163884634042913,-0.01308693539591246,-0.010445042086428068,-0.015290260850389068,-0.02062327869230175,-0.011954990962793451
2014-06-06,-0.009402853674763827,-0.014783832258789698,-0.012160729474027267,-0.012937155597045051,-0.019083216900984093,-0.009711505886116741
2014-06-13,-0.004116969245164353,-0.012965145483981453,-0.009397641767007369,-0.016046842229105296,-0.017319692281702423,-0.009246344539507036
2014-06-20,0.0003294648307726779,-0.0026404768957553467,-0.0014131315181098473,-0.001286813600227297,-0.00745069652488795,0.0025081166954604526
2014-06-27,-0.0015097864561383423,-0.0031779483596753736,0.000814717498897507,-0.0035824945256812584,-0.008146455575376021,0.0021867029939372446
2014-07-04,0.00148498833926935,-0.001472863233857231,-0.0031928454505441893,-0.0039043445502914874,-0.005230327920978497,0.007077841575622531
2014-07-11,0.000542880284903435,-0.0010168083880006526,0.00304116934418792,-0.0019171268655733134,-0.006412843988288937,-0.0006012704139387306
2014-07-18,0.005411100898841126,0.002271181690345535,0.00351043784463568,-0.004309557224081553,-0.0038069513018027775,0.0004946845047677983
2014-07-25,0.0060382273996288024,0.0031368752621328292,0.0038569566194554257,-0.0031988680464009895,-0.002707083673585624,0.002206768884227741
2014-08-01,0.007886969445811314,0.0015882335933764414,0.006356438053454194,0.0009127848107124267,-0.008597034011563183,-0.001638192998663213
2014-08-08,0.023640680353926295,0.022915470998418883,0.02314282170342004,0.019304710014534314,0.010155594991122983,0.017182663620801758
2014-08-15,0.020004462443244355,0.017844642637272538,0.017060546087551687,0.014553803876509551,0.006787212645648435,0.013385489739769026
2014-08-22,0.013488494346102903,0.008228891321107872,0.00949170229557083,0.00649024563485639,-0.00034303534015291733,0.0034232916660948288
2014-08-29,0.0028493848896732,-0.0005421747804306805,0.0006827426954922836,-0.0031526842775577834,-0.008347216102320594,-0.0034475325455306186
2014-09-05,0.0022961407322517734,-0.0014665221084057146,0.0005434908233308486,-0.0017928620194732781,-0.00893220830949808,-0.0058655687999156995
2014-09-12,0.006475754418202415,-0.005571219342236925,0.0020484783476563736,0.0054400549297560965,0.0061917432086675255,-0.002048333957724635
2014-09-19,0.013388917599014847,0.0021661202116913586,0.005984247696362147,0.010982504185509192,0.01158709346368541,0.0064785415772004515
2014-09-26,0.010248897779345002,0.0013389597322918875,0.0006566691702456764,0.009337382804702617,0.008722452326144995,0.005123671984316154
2014-10-03,0.02547917426835585,0.013947221256623071,0.013244904595415621,0.019617726401942814,0.023577635889337305,0.018513838335932044
2014-10-10,0.02269311348593104,0.023831323915555293,0.019087823556412822,0.013789674243961754,0.019240752297063686,0.00887815204215075
2014-10-17,0.004943756005224399,0.002751981650339918,-0.0030470860055553835,-0.008433212972072451,-0.004342454969756701,-0.0028575286404712453
2014-10-24,0.01106648479322219,0.014044803182145942,0.0031399003523441557,0.003342881034358756,0.00357266754615382,0.007124865977035595
2014-10-31,0.024595002426124397,0.031355883005895924,0.02106895856663632,0.018477154358773083,0.017730493161877678,0.020725653590486795
2014-11-07,0.01878897733759271,0.02051757598808334,0.01377034445831089,0.011421020336865251,0.013655482529191822,0.01640508017860423
