,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_top3_sector_momentum_sleeve,cash::BIL
2009-04-10,0.04072627780631902,0.050166877200119524,0.14304943653678917,0.019459670001208268,0.0833183086480524,0.03412679487186498,0.029152634935646696,0.5999999999999999
2009-04-17,0.04072627780631902,0.050166877200119524,0.14304943653678917,0.019459670001208268,0.0833183086480524,0.03412679487186498,0.029152634935646696,0.5999999999999999
2009-04-24,0.08193302185051543,0.09928791248154963,0.25428105989276256,0.040003546577462246,0.1715138367502509,0.09246483654376425,0.06051578590369505,0.19999999999999996
2009-05-01,0.08193302185051543,0.09928791248154963,0.25428105989276256,0.040003546577462246,0.1715138367502509,0.09246483654376425,0.06051578590369505,0.19999999999999996
2009-05-08,0.08193302185051543,0.09928791248154963,0.25428105989276256,0.040003546577462246,0.1715138367502509,0.09246483654376425,0.06051578590369505,0.19999999999999996
2009-05-15,0.08193302185051543,0.09928791248154963,0.25428105989276256,0.040003546577462246,0.1715138367502509,0.09246483654376425,0.06051578590369505,0.19999999999999996
2009-05-22,0.08193302185051543,0.09928791248154963,0.25428105989276256,0.040003546577462246,0.1715138367502509,0.09246483654376425,0.06051578590369505,0.19999999999999996
2009-05-29,0.09602404603050563,0.10789222895638508,0.2663488517489598,0.046786763554164015,0.18592048855726093,0.11073842222993822,0.06628919892278638,0.11999999999999988
2009-06-05,0.09602404603050563,0.10789222895638508,0.2663488517489598,0.046786763554164015,0.18592048855726093,0.11073842222993822,0.06628919892278638,0.11999999999999988
2009-06-12,0.09602404603050563,0.10789222895638508,0.2663488517489598,0.046786763554164015,0.18592048855726093,0.11073842222993822,0.06628919892278638,0.11999999999999988
2009-06-19,0.09602404603050563,0.10789222895638508,0.2663488517489598,0.046786763554164015,0.18592048855726093,0.11073842222993822,0.06628919892278638,0.11999999999999988
2009-06-26,0.10699959486096733,0.11575412198071887,0.21228201775603875,0.12241521374626099,0.2200519560014347,0.13812756634453102,0.06837864731371608,0.01599088199633225
2009-07-03,0.10699959486096733,0.11575412198071887,0.21228201775603875,0.12241521374626099,0.2200519560014347,0.13812756634453102,0.06837864731371608,0.01599088199633225
2009-07-10,0.10699959486096733,0.11575412198071887,0.21228201775603875,0.12241521374626099,0.2200519560014347,0.13812756634453102,0.06837864731371608,0.01599088199633225
2009-07-17,0.10699959486096733,0.11575412198071887,0.21228201775603875,0.12241521374626099,0.2200519560014347,0.13812756634453102,0.06837864731371608,0.01599088199633225
2009-07-24,0.10699959486096733,0.11575412198071887,0.21228201775603875,0.12241521374626099,0.2200519560014347,0.13812756634453102,0.06837864731371608,0.01599088199633225
2009-07-31,0.10921430474210285,0.11572011997342238,0.18890680560352952,0.14072896648954977,0.22940012198057189,0.13689700269443572,0.06314603307719437,0.01598664543919348
2009-08-07,0.10921430474210285,0.11572011997342238,0.18890680560352952,0.14072896648954977,0.22940012198057189,0.13689700269443572,0.06314603307719437,0.01598664543919348
2009-08-14,0.10921430474210285,0.11572011997342238,0.18890680560352952,0.14072896648954977,0.22940012198057189,0.13689700269443572,0.06314603307719437,0.01598664543919348
2009-08-21,0.10921430474210285,0.11572011997342238,0.18890680560352952,0.14072896648954977,0.22940012198057189,0.13689700269443572,0.06314603307719437,0.01598664543919348
2009-08-28,0.12092883743167379,0.12273167673123438,0.18096011043964005,0.12641337830948016,0.19997442170939642,0.11690561191856799,0.13208596346000726,0.0
2009-09-04,0.12092883743167379,0.12273167673123438,0.18096011043964005,0.12641337830948016,0.19997442170939642,0.11690561191856799,0.13208596346000726,0.0
2009-09-11,0.12092883743167379,0.12273167673123438,0.18096011043964005,0.12641337830948016,0.19997442170939642,0.11690561191856799,0.13208596346000726,0.0
2009-09-18,0.12092883743167379,0.12273167673123438,0.18096011043964005,0.12641337830948016,0.19997442170939642,0.11690561191856799,0.13208596346000726,0.0
2009-09-25,0.12244632864039696,0.1147700134315786,0.2858223325799941,0.04056649574209584,0.18072499306584625,0.055669836540088245,0.2,0.0
2009-10-02,0.12244632864039696,0.1147700134315786,0.2858223325799941,0.04056649574209584,0.18072499306584625,0.055669836540088245,0.2,0.0
2009-10-09,0.12244632864039696,0.1147700134315786,0.2858223325799941,0.04056649574209584,0.18072499306584625,0.055669836540088245,0.2,0.0
2009-10-16,0.12244632864039696,0.1147700134315786,0.2858223325799941,0.04056649574209584,0.18072499306584625,0.055669836540088245,0.2,0.0
2009-10-23,0.12244632864039696,0.1147700134315786,0.2858223325799941,0.04056649574209584,0.18072499306584625,0.055669836540088245,0.2,0.0
2009-10-30,0.13302673790009817,0.1036740848006672,0.2847764606890731,0.03657468778540959,0.19192512803712303,0.050022900787628916,0.2,0.0
2009-11-06,0.13302673790009817,0.1036740848006672,0.2847764606890731,0.03657468778540959,0.19192512803712303,0.050022900787628916,0.2,0.0
2009-11-13,0.13302673790009817,0.1036740848006672,0.2847764606890731,0.03657468778540959,0.19192512803712303,0.050022900787628916,0.2,0.0
2009-11-20,0.13302673790009817,0.1036740848006672,0.2847764606890731,0.03657468778540959,0.19192512803712303,0.050022900787628916,0.2,0.0
2009-11-27,0.13044061630139575,0.10213781511774714,0.2866372237422814,0.03661109467750251,0.19430402718823253,0.04986922297284059,0.2,0.0
2009-12-04,0.13044061630139575,0.10213781511774714,0.2866372237422814,0.03661109467750251,0.19430402718823253,0.04986922297284059,0.2,0.0
2009-12-11,0.13044061630139575,0.10213781511774714,0.2866372237422814,0.03661109467750251,0.19430402718823253,0.04986922297284059,0.2,0.0
2009-12-18,0.13044061630139575,0.10213781511774714,0.2866372237422814,0.03661109467750251,0.19430402718823253,0.04986922297284059,0.2,0.0
2009-12-25,0.13075587670766486,0.10125111023336884,0.2862124038720754,0.03604724946507472,0.1965866758195858,0.04914668390223033,0.2,0.0
2010-01-01,0.13075587670766486,0.10125111023336884,0.2862124038720754,0.03604724946507472,0.1965866758195858,0.04914668390223033,0.2,0.0
2010-01-08,0.13075587670766486,0.10125111023336884,0.2862124038720754,0.03604724946507472,0.1965866758195858,0.04914668390223033,0.2,0.0
2010-01-15,0.13075587670766486,0.10125111023336884,0.2862124038720754,0.03604724946507472,0.1965866758195858,0.04914668390223033,0.2,0.0
2010-01-22,0.13075587670766486,0.10125111023336884,0.2862124038720754,0.03604724946507472,0.1965866758195858,0.04914668390223033,0.2,0.0
2010-01-29,0.12955983674544214,0.10140774352381295,0.29155136676671833,0.03722590140872562,0.18983896671058603,0.0504161848447149,0.2,0.0
2010-02-05,0.12955983674544214,0.10140774352381295,0.29155136676671833,0.03722590140872562,0.18983896671058603,0.0504161848447149,0.2,0.0
2010-02-12,0.12955983674544214,0.10140774352381295,0.29155136676671833,0.03722590140872562,0.18983896671058603,0.0504161848447149,0.2,0.0
2010-02-19,0.12955983674544214,0.10140774352381295,0.29155136676671833,0.03722590140872562,0.18983896671058603,0.0504161848447149,0.2,0.0
2010-02-26,0.13502848731306252,0.1059466827946664,0.2831676401572237,0.03771945909125243,0.18665317184486327,0.051484558798931726,0.20000000000000007,0.0
2010-03-05,0.13502848731306252,0.1059466827946664,0.2831676401572237,0.03771945909125243,0.18665317184486327,0.051484558798931726,0.20000000000000007,0.0
2010-03-12,0.13502848731306252,0.1059466827946664,0.2831676401572237,0.03771945909125243,0.18665317184486327,0.051484558798931726,0.20000000000000007,0.0
2010-03-19,0.13502848731306252,0.1059466827946664,0.2831676401572237,0.03771945909125243,0.18665317184486327,0.051484558798931726,0.20000000000000007,0.0
2010-03-26,0.13735592305761168,0.10768246107157262,0.28150370148464154,0.03774367273569937,0.18445412285194712,0.05126011879852767,0.2,0.0
2010-04-02,0.13735592305761168,0.10768246107157262,0.28150370148464154,0.03774367273569937,0.18445412285194712,0.05126011879852767,0.2,0.0
2010-04-09,0.13735592305761168,0.10768246107157262,0.28150370148464154,0.03774367273569937,0.18445412285194712,0.05126011879852767,0.2,0.0
2010-04-16,0.13735592305761168,0.10768246107157262,0.28150370148464154,0.03774367273569937,0.18445412285194712,0.05126011879852767,0.2,0.0
2010-04-23,0.13735592305761168,0.10768246107157262,0.28150370148464154,0.03774367273569937,0.18445412285194712,0.05126011879852767,0.2,0.0
2010-04-30,0.11685014673267906,0.10137171408933662,0.1827173126078678,0.03766151860666035,0.3090926238388703,0.05230668412458582,0.2,0.0
2010-05-07,0.11685014673267906,0.10137171408933662,0.1827173126078678,0.03766151860666035,0.3090926238388703,0.05230668412458582,0.2,0.0
2010-05-14,0.11685014673267906,0.10137171408933662,0.1827173126078678,0.03766151860666035,0.3090926238388703,0.05230668412458582,0.2,0.0
2010-05-21,0.11685014673267906,0.10137171408933662,0.1827173126078678,0.03766151860666035,0.3090926238388703,0.05230668412458582,0.2,0.0
2010-05-28,0.10343812524520188,0.09013506262572475,0.1814426036057141,0.03839624042544196,0.301514646612824,0.053020500013259024,0.11205282147183436,0.11999999999999988
2010-06-04,0.10343812524520188,0.09013506262572475,0.1814426036057141,0.03839624042544196,0.301514646612824,0.053020500013259024,0.11205282147183436,0.11999999999999988
2010-06-11,0.10343812524520188,0.09013506262572475,0.1814426036057141,0.03839624042544196,0.301514646612824,0.053020500013259024,0.11205282147183436,0.11999999999999988
2010-06-18,0.10343812524520188,0.09013506262572475,0.1814426036057141,0.03839624042544196,0.301514646612824,0.053020500013259024,0.11205282147183436,0.11999999999999988
2010-06-25,0.10208993942186444,0.0921264307664063,0.19031129652354317,0.04076294551723669,0.3174521623657103,0.05753647108730338,0.07972075431793584,0.11999999999999988
2010-07-02,0.10208993942186444,0.0921264307664063,0.19031129652354317,0.04076294551723669,0.3174521623657103,0.05753647108730338,0.07972075431793584,0.11999999999999988
2010-07-09,0.10208993942186444,0.0921264307664063,0.19031129652354317,0.04076294551723669,0.3174521623657103,0.05753647108730338,0.07972075431793584,0.11999999999999988
2010-07-16,0.10208993942186444,0.0921264307664063,0.19031129652354317,0.04076294551723669,0.3174521623657103,0.05753647108730338,0.07972075431793584,0.11999999999999988
2010-07-23,0.10208993942186444,0.0921264307664063,0.19031129652354317,0.04076294551723669,0.3174521623657103,0.05753647108730338,0.07972075431793584,0.11999999999999988
2010-07-30,0.1011558831716155,0.09413813515640355,0.19563197003001423,0.04107219163625244,0.3251323054667011,0.05973241095619868,0.06313710358281448,0.1200000000000001
2010-08-06,0.1011558831716155,0.09413813515640355,0.19563197003001423,0.04107219163625244,0.3251323054667011,0.05973241095619868,0.06313710358281448,0.1200000000000001
2010-08-13,0.1011558831716155,0.09413813515640355,0.19563197003001423,0.04107219163625244,0.3251323054667011,0.05973241095619868,0.06313710358281448,0.1200000000000001
2010-08-20,0.1011558831716155,0.09413813515640355,0.19563197003001423,0.04107219163625244,0.3251323054667011,0.05973241095619868,0.06313710358281448,0.1200000000000001
2010-08-27,0.10213859381711965,0.09672861726153391,0.1990495378649648,0.04033984570922761,0.32651773701736436,0.06093736238468426,0.0542883059451053,0.1200000000000001
2010-09-03,0.10213859381711965,0.09672861726153391,0.1990495378649648,0.04033984570922761,0.32651773701736436,0.06093736238468426,0.0542883059451053,0.1200000000000001
2010-09-10,0.10213859381711965,0.09672861726153391,0.1990495378649648,0.04033984570922761,0.32651773701736436,0.06093736238468426,0.0542883059451053,0.1200000000000001
2010-09-17,0.10213859381711965,0.09672861726153391,0.1990495378649648,0.04033984570922761,0.32651773701736436,0.06093736238468426,0.0542883059451053,0.1200000000000001
2010-09-24,0.13424980552043198,0.12382027002726548,0.18713879281052243,0.07549726659282736,0.2917075409677827,0.05674069570326944,0.13084562837790073,0.0
2010-10-01,0.13424980552043198,0.12382027002726548,0.18713879281052243,0.07549726659282736,0.2917075409677827,0.05674069570326944,0.13084562837790073,0.0
2010-10-08,0.13424980552043198,0.12382027002726548,0.18713879281052243,0.07549726659282736,0.2917075409677827,0.05674069570326944,0.13084562837790073,0.0
2010-10-15,0.13424980552043198,0.12382027002726548,0.18713879281052243,0.07549726659282736,0.2917075409677827,0.05674069570326944,0.13084562837790073,0.0
2010-10-22,0.13424980552043198,0.12382027002726548,0.18713879281052243,0.07549726659282736,0.2917075409677827,0.05674069570326944,0.13084562837790073,0.0
2010-10-29,0.13538054658761997,0.11207354233453704,0.16204344009944674,0.03338258556536837,0.29326870869675403,0.06105980920769119,0.19930215812285434,0.003489209385728387
2010-11-05,0.13538054658761997,0.11207354233453704,0.16204344009944674,0.03338258556536837,0.29326870869675403,0.06105980920769119,0.19930215812285434,0.003489209385728387
2010-11-12,0.13538054658761997,0.11207354233453704,0.16204344009944674,0.03338258556536837,0.29326870869675403,0.06105980920769119,0.19930215812285434,0.003489209385728387
2010-11-19,0.13538054658761997,0.11207354233453704,0.16204344009944674,0.03338258556536837,0.29326870869675403,0.06105980920769119,0.19930215812285434,0.003489209385728387
2010-11-26,0.139125282709292,0.1196545475472791,0.1473666728963737,0.06592438470378964,0.2420252239232829,0.050247946937006224,0.19108601467925593,0.04456992660372061
2010-12-03,0.139125282709292,0.1196545475472791,0.1473666728963737,0.06592438470378964,0.2420252239232829,0.050247946937006224,0.19108601467925593,0.04456992660372061
2010-12-10,0.139125282709292,0.1196545475472791,0.1473666728963737,0.06592438470378964,0.2420252239232829,0.050247946937006224,0.19108601467925593,0.04456992660372061
2010-12-17,0.139125282709292,0.1196545475472791,0.1473666728963737,0.06592438470378964,0.2420252239232829,0.050247946937006224,0.19108601467925593,0.04456992660372061
2010-12-24,0.139125282709292,0.1196545475472791,0.1473666728963737,0.06592438470378964,0.2420252239232829,0.050247946937006224,0.19108601467925593,0.04456992660372061
2010-12-31,0.1350730252028157,0.11204372030539284,0.16072630158550172,0.03300518345525739,0.28169998174904365,0.06144753535926748,0.1959989369143197,0.02000531542840156
2011-01-07,0.1350730252028157,0.11204372030539284,0.16072630158550172,0.03300518345525739,0.28169998174904365,0.06144753535926748,0.1959989369143197,0.02000531542840156
2011-01-14,0.1350730252028157,0.11204372030539284,0.16072630158550172,0.03300518345525739,0.28169998174904365,0.06144753535926748,0.1959989369143197,0.02000531542840156
2011-01-21,0.1350730252028157,0.11204372030539284,0.16072630158550172,0.03300518345525739,0.28169998174904365,0.06144753535926748,0.1959989369143197,0.02000531542840156
2011-01-28,0.14368763704296564,0.12108499004128633,0.1473530637351987,0.06607571787928901,0.2393256791905775,0.05217826127051116,0.1924263372899571,0.03786831355021458
2011-02-04,0.14368763704296564,0.12108499004128633,0.1473530637351987,0.06607571787928901,0.2393256791905775,0.05217826127051116,0.1924263372899571,0.03786831355021458
2011-02-11,0.14368763704296564,0.12108499004128633,0.1473530637351987,0.06607571787928901,0.2393256791905775,0.05217826127051116,0.1924263372899571,0.03786831355021458
2011-02-18,0.14368763704296564,0.12108499004128633,0.1473530637351987,0.06607571787928901,0.2393256791905775,0.05217826127051116,0.1924263372899571,0.03786831355021458
2011-02-25,0.1477852575373643,0.12493538911677984,0.14047193096529675,0.08177877976191203,0.21779029281113307,0.04777711416299245,0.19013469108886963,0.049326544555652
2011-03-04,0.1477852575373643,0.12493538911677984,0.14047193096529675,0.08177877976191203,0.21779029281113307,0.04777711416299245,0.19013469108886963,0.049326544555652
2011-03-11,0.1477852575373643,0.12493538911677984,0.14047193096529675,0.08177877976191203,0.21779029281113307,0.04777711416299245,0.19013469108886963,0.049326544555652
2011-03-18,0.1477852575373643,0.12493538911677984,0.14047193096529675,0.08177877976191203,0.21779029281113307,0.04777711416299245,0.19013469108886963,0.049326544555652
2011-03-25,0.14936852417193447,0.12570569719619537,0.13737892542600966,0.09054597747162126,0.20740368293550307,0.04559318302399094,0.18899899755631366,0.05500501221843157
2011-04-01,0.14936852417193447,0.12570569719619537,0.13737892542600966,0.09054597747162126,0.20740368293550307,0.04559318302399094,0.18899899755631366,0.05500501221843157
2011-04-08,0.14936852417193447,0.12570569719619537,0.13737892542600966,0.09054597747162126,0.20740368293550307,0.04559318302399094,0.18899899755631366,0.05500501221843157
2011-04-15,0.14936852417193447,0.12570569719619537,0.13737892542600966,0.09054597747162126,0.20740368293550307,0.04559318302399094,0.18899899755631366,0.05500501221843157
2011-04-22,0.14936852417193447,0.12570569719619537,0.13737892542600966,0.09054597747162126,0.20740368293550307,0.04559318302399094,0.18899899755631366,0.05500501221843157
2011-04-29,0.14039078495284166,0.10741778052914853,0.16117304375990915,0.03606932969576155,0.27633897690224396,0.0613362504476163,0.1956815415718803,0.021592292140598546
2011-05-06,0.14039078495284166,0.10741778052914853,0.16117304375990915,0.03606932969576155,0.27633897690224396,0.0613362504476163,0.1956815415718803,0.021592292140598546
2011-05-13,0.14039078495284166,0.10741778052914853,0.16117304375990915,0.03606932969576155,0.27633897690224396,0.0613362504476163,0.1956815415718803,0.021592292140598546
2011-05-20,0.14039078495284166,0.10741778052914853,0.16117304375990915,0.03606932969576155,0.27633897690224396,0.0613362504476163,0.1956815415718803,0.021592292140598546
2011-05-27,0.14071263768305892,0.10673804551315691,0.16150243809421935,0.03646458162081385,0.27945093589972614,0.06153166302122657,0.19660007545805044,0.016999622709747864
2011-06-03,0.14071263768305892,0.10673804551315691,0.16150243809421935,0.03646458162081385,0.27945093589972614,0.06153166302122657,0.19660007545805044,0.016999622709747864
2011-06-10,0.14071263768305892,0.10673804551315691,0.16150243809421935,0.03646458162081385,0.27945093589972614,0.06153166302122657,0.19660007545805044,0.016999622709747864
2011-06-17,0.14071263768305892,0.10673804551315691,0.16150243809421935,0.03646458162081385,0.27945093589972614,0.06153166302122657,0.19660007545805044,0.016999622709747864
2011-06-24,0.1337206011461663,0.10953250367478648,0.14193295888442645,0.08097524805960513,0.22926325642051887,0.05654287140353245,0.18799185989725892,0.06004070051370558
2011-07-01,0.1337206011461663,0.10953250367478648,0.14193295888442645,0.08097524805960513,0.22926325642051887,0.05654287140353245,0.18799185989725892,0.06004070051370558
2011-07-08,0.1337206011461663,0.10953250367478648,0.14193295888442645,0.08097524805960513,0.22926325642051887,0.05654287140353245,0.18799185989725892,0.06004070051370558
2011-07-15,0.1337206011461663,0.10953250367478648,0.14193295888442645,0.08097524805960513,0.22926325642051887,0.05654287140353245,0.18799185989725892,0.06004070051370558
2011-07-22,0.1337206011461663,0.10953250367478648,0.14193295888442645,0.08097524805960513,0.22926325642051887,0.05654287140353245,0.18799185989725892,0.06004070051370558
2011-07-29,0.11944605404442131,0.10309023366414695,0.15720885511648836,0.07988242036545232,0.2159118040176158,0.06264176081961786,0.18454528200693565,0.07727358996532174
2011-08-05,0.11944605404442131,0.10309023366414695,0.15720885511648836,0.07988242036545232,0.2159118040176158,0.06264176081961786,0.18454528200693565,0.07727358996532174
2011-08-12,0.11944605404442131,0.10309023366414695,0.15720885511648836,0.07988242036545232,0.2159118040176158,0.06264176081961786,0.18454528200693565,0.07727358996532174
2011-08-19,0.11944605404442131,0.10309023366414695,0.15720885511648836,0.07988242036545232,0.2159118040176158,0.06264176081961786,0.18454528200693565,0.07727358996532174
2011-08-26,0.052289047746277864,0.04222074679424795,0.0715454078430706,0.02686222606882825,0.12276301210163268,0.034639539257672436,0.049680020188270245,0.6000000000000001
2011-09-02,0.052289047746277864,0.04222074679424795,0.0715454078430706,0.02686222606882825,0.12276301210163268,0.034639539257672436,0.049680020188270245,0.6000000000000001
2011-09-09,0.052289047746277864,0.04222074679424795,0.0715454078430706,0.02686222606882825,0.12276301210163268,0.034639539257672436,0.049680020188270245,0.6000000000000001
2011-09-16,0.052289047746277864,0.04222074679424795,0.0715454078430706,0.02686222606882825,0.12276301210163268,0.034639539257672436,0.049680020188270245,0.6000000000000001
2011-09-23,0.052289047746277864,0.04222074679424795,0.0715454078430706,0.02686222606882825,0.12276301210163268,0.034639539257672436,0.049680020188270245,0.6000000000000001
2011-09-30,0.04512628861147827,0.04370399783949844,0.07350481783881606,0.02492431282767911,0.14035464134010267,0.03600545809723154,0.03638048344519392,0.6000000000000001
2011-10-07,0.04512628861147827,0.04370399783949844,0.07350481783881606,0.02492431282767911,0.14035464134010267,0.03600545809723154,0.03638048344519392,0.6000000000000001
2011-10-14,0.04512628861147827,0.04370399783949844,0.07350481783881606,0.02492431282767911,0.14035464134010267,0.03600545809723154,0.03638048344519392,0.6000000000000001
2011-10-21,0.04512628861147827,0.04370399783949844,0.07350481783881606,0.02492431282767911,0.14035464134010267,0.03600545809723154,0.03638048344519392,0.6000000000000001
2011-10-28,0.041204618593441614,0.04356695756441492,0.07431132975747955,0.03644434416264294,0.13035033815813532,0.038704737460252756,0.0354176743036329,0.6
2011-11-04,0.041204618593441614,0.04356695756441492,0.07431132975747955,0.03644434416264294,0.13035033815813532,0.038704737460252756,0.0354176743036329,0.6
2011-11-11,0.041204618593441614,0.04356695756441492,0.07431132975747955,0.03644434416264294,0.13035033815813532,0.038704737460252756,0.0354176743036329,0.6
2011-11-18,0.041204618593441614,0.04356695756441492,0.07431132975747955,0.03644434416264294,0.13035033815813532,0.038704737460252756,0.0354176743036329,0.6
2011-11-25,0.07786398766409275,0.08921494833914406,0.14539235386557053,0.06002943768336669,0.2831048772296268,0.08601641360803432,0.05837798161016488,0.19999999999999996
2011-12-02,0.07786398766409275,0.08921494833914406,0.14539235386557053,0.06002943768336669,0.2831048772296268,0.08601641360803432,0.05837798161016488,0.19999999999999996
2011-12-09,0.07786398766409275,0.08921494833914406,0.14539235386557053,0.06002943768336669,0.2831048772296268,0.08601641360803432,0.05837798161016488,0.19999999999999996
2011-12-16,0.07786398766409275,0.08921494833914406,0.14539235386557053,0.06002943768336669,0.2831048772296268,0.08601641360803432,0.05837798161016488,0.19999999999999996
2011-12-23,0.07786398766409275,0.08921494833914406,0.14539235386557053,0.06002943768336669,0.2831048772296268,0.08601641360803432,0.05837798161016488,0.19999999999999996
2011-12-30,0.08826836130018634,0.10407944416911903,0.1799469475015419,0.06053353559503949,0.33408144149149255,0.10038565378899639,0.05770461615362443,0.07499999999999984
2012-01-06,0.08826836130018634,0.10407944416911903,0.1799469475015419,0.06053353559503949,0.33408144149149255,0.10038565378899639,0.05770461615362443,0.07499999999999984
2012-01-13,0.08826836130018634,0.10407944416911903,0.1799469475015419,0.06053353559503949,0.33408144149149255,0.10038565378899639,0.05770461615362443,0.07499999999999984
2012-01-20,0.08826836130018634,0.10407944416911903,0.1799469475015419,0.06053353559503949,0.33408144149149255,0.10038565378899639,0.05770461615362443,0.07499999999999984
2012-01-27,0.10555740999665947,0.12790511092798676,0.17556807550938042,0.13646375588195156,0.3088796282811412,0.09421973350696079,0.051406285895919855,0.0
2012-02-03,0.10555740999665947,0.12790511092798676,0.17556807550938042,0.13646375588195156,0.3088796282811412,0.09421973350696079,0.051406285895919855,0.0
2012-02-10,0.10555740999665947,0.12790511092798676,0.17556807550938042,0.13646375588195156,0.3088796282811412,0.09421973350696079,0.051406285895919855,0.0
2012-02-17,0.10555740999665947,0.12790511092798676,0.17556807550938042,0.13646375588195156,0.3088796282811412,0.09421973350696079,0.051406285895919855,0.0
2012-02-24,0.017665236393337114,0.18794354469004262,0.06453529821227878,0.2403874764007587,0.1583249712952142,0.06215384675237448,0.18275259343600148,0.08623703281999273
2012-03-02,0.017665236393337114,0.18794354469004262,0.06453529821227878,0.2403874764007587,0.1583249712952142,0.06215384675237448,0.18275259343600148,0.08623703281999273
2012-03-09,0.017665236393337114,0.18794354469004262,0.06453529821227878,0.2403874764007587,0.1583249712952142,0.06215384675237448,0.18275259343600148,0.08623703281999273
2012-03-16,0.017665236393337114,0.18794354469004262,0.06453529821227878,0.2403874764007587,0.1583249712952142,0.06215384675237448,0.18275259343600148,0.08623703281999273
2012-03-23,0.017665236393337114,0.18794354469004262,0.06453529821227878,0.2403874764007587,0.1583249712952142,0.06215384675237448,0.18275259343600148,0.08623703281999273
2012-03-30,0.06994500955241072,0.16627640750217373,0.10776010003112776,0.18537382897863736,0.17832358599903186,0.06302295029479951,0.19267547058954523,0.036622647052273694
2012-04-06,0.06994500955241072,0.16627640750217373,0.10776010003112776,0.18537382897863736,0.17832358599903186,0.06302295029479951,0.19267547058954523,0.036622647052273694
2012-04-13,0.06994500955241072,0.16627640750217373,0.10776010003112776,0.18537382897863736,0.17832358599903186,0.06302295029479951,0.19267547058954523,0.036622647052273694
2012-04-20,0.06994500955241072,0.16627640750217373,0.10776010003112776,0.18537382897863736,0.17832358599903186,0.06302295029479951,0.19267547058954523,0.036622647052273694
2012-04-27,0.09341663167333773,0.160131034911448,0.12577373062681937,0.15326373407273447,0.18556731360493428,0.06344981237906487,0.1954005643170847,0.022997178414576602
2012-05-04,0.09341663167333773,0.160131034911448,0.12577373062681937,0.15326373407273447,0.18556731360493428,0.06344981237906487,0.1954005643170847,0.022997178414576602
2012-05-11,0.09341663167333773,0.160131034911448,0.12577373062681937,0.15326373407273447,0.18556731360493428,0.06344981237906487,0.1954005643170847,0.022997178414576602
2012-05-18,0.09341663167333773,0.160131034911448,0.12577373062681937,0.15326373407273447,0.18556731360493428,0.06344981237906487,0.1954005643170847,0.022997178414576602
2012-05-25,0.08226684864391477,0.11818165123305785,0.13154974925078372,0.09051649740246451,0.22212385521634959,0.06987522551559072,0.1786284568155403,0.10685771592229854
2012-06-01,0.08226684864391477,0.11818165123305785,0.13154974925078372,0.09051649740246451,0.22212385521634959,0.06987522551559072,0.1786284568155403,0.10685771592229854
2012-06-08,0.08226684864391477,0.11818165123305785,0.13154974925078372,0.09051649740246451,0.22212385521634959,0.06987522551559072,0.1786284568155403,0.10685771592229854
2012-06-15,0.08226684864391477,0.11818165123305785,0.13154974925078372,0.09051649740246451,0.22212385521634959,0.06987522551559072,0.1786284568155403,0.10685771592229854
2012-06-22,0.08226684864391477,0.11818165123305785,0.13154974925078372,0.09051649740246451,0.22212385521634959,0.06987522551559072,0.1786284568155403,0.10685771592229854
2012-06-29,0.10969057029010147,0.134448570083912,0.15348432281681013,0.10895984318089044,0.22375830116682816,0.06965839246145784,0.2,0.0
2012-07-06,0.10969057029010147,0.134448570083912,0.15348432281681013,0.10895984318089044,0.22375830116682816,0.06965839246145784,0.2,0.0
2012-07-13,0.10969057029010147,0.134448570083912,0.15348432281681013,0.10895984318089044,0.22375830116682816,0.06965839246145784,0.2,0.0
2012-07-20,0.10969057029010147,0.134448570083912,0.15348432281681013,0.10895984318089044,0.22375830116682816,0.06965839246145784,0.2,0.0
2012-07-27,0.08763150174676013,0.09827368081913083,0.16776807700169505,0.042294273043892494,0.30363182726088633,0.10040064012763517,0.2,0.0
2012-08-03,0.08763150174676013,0.09827368081913083,0.16776807700169505,0.042294273043892494,0.30363182726088633,0.10040064012763517,0.2,0.0
2012-08-10,0.08763150174676013,0.09827368081913083,0.16776807700169505,0.042294273043892494,0.30363182726088633,0.10040064012763517,0.2,0.0
2012-08-17,0.08763150174676013,0.09827368081913083,0.16776807700169505,0.042294273043892494,0.30363182726088633,0.10040064012763517,0.2,0.0
2012-08-24,0.08763150174676013,0.09827368081913083,0.16776807700169505,0.042294273043892494,0.30363182726088633,0.10040064012763517,0.2,0.0
2012-08-31,0.08735813631687332,0.09865991863394545,0.16778401513938437,0.041994154743728834,0.30090050650902994,0.10330326865703807,0.2,0.0
2012-09-07,0.08735813631687332,0.09865991863394545,0.16778401513938437,0.041994154743728834,0.30090050650902994,0.10330326865703807,0.2,0.0
2012-09-14,0.08735813631687332,0.09865991863394545,0.16778401513938437,0.041994154743728834,0.30090050650902994,0.10330326865703807,0.2,0.0
2012-09-21,0.08735813631687332,0.09865991863394545,0.16778401513938437,0.041994154743728834,0.30090050650902994,0.10330326865703807,0.2,0.0
2012-09-28,0.08555349156156883,0.0987590407237989,0.16521644895436385,0.04160116240174395,0.2987598287573399,0.11011002760118455,0.19999999999999996,0.0
2012-10-05,0.08555349156156883,0.0987590407237989,0.16521644895436385,0.04160116240174395,0.2987598287573399,0.11011002760118455,0.19999999999999996,0.0
