,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_sector_blend_spy_qqq_sleeve,cash::BIL
2009-02-20,0.04931909855088659,0.05553223283086124,0.12282486953110433,0.022259209527433182,0.112208010850653,0.037856542658983944,3.605007770800192e-08,0.6
2009-02-27,0.05262027707829388,0.055754057235761614,0.12088603546898867,0.021898577259229134,0.11157706591666301,0.03726396901602485,1.8025038854000958e-08,0.6000000000000001
2009-03-06,0.05262027707829388,0.055754057235761614,0.12088603546898867,0.021898577259229134,0.11157706591666301,0.03726396901602485,1.8025038854000958e-08,0.6000000000000001
2009-03-13,0.05262027707829388,0.055754057235761614,0.12088603546898867,0.021898577259229134,0.11157706591666301,0.03726396901602485,1.8025038854000958e-08,0.6000000000000001
2009-03-20,0.05262027707829388,0.055754057235761614,0.12088603546898867,0.021898577259229134,0.11157706591666301,0.03726396901602485,1.8025038854000958e-08,0.6000000000000001
2009-03-27,0.05492325099535278,0.055637694531206774,0.119721549608217,0.021173063633552796,0.1116623951960289,0.036882037023122365,9.012519427000477e-09,0.5999999999999999
2009-04-03,0.05492325099535278,0.055637694531206774,0.119721549608217,0.021173063633552796,0.1116623951960289,0.036882037023122365,9.012519427000477e-09,0.5999999999999999
2009-04-10,0.05492325099535278,0.055637694531206774,0.119721549608217,0.021173063633552796,0.1116623951960289,0.036882037023122365,9.012519427000477e-09,0.5999999999999999
2009-04-17,0.05492325099535278,0.055637694531206774,0.119721549608217,0.021173063633552796,0.1116623951960289,0.036882037023122365,9.012519427000477e-09,0.5999999999999999
2009-04-24,0.10686768925420574,0.11755873788397678,0.2451113254791779,0.04214992483533989,0.211083919110719,0.0772283944240613,9.012519427000477e-09,0.20000000000000007
2009-05-01,0.10686768925420574,0.11755873788397678,0.2451113254791779,0.04214992483533989,0.211083919110719,0.0772283944240613,9.012519427000477e-09,0.20000000000000007
2009-05-08,0.10686768925420574,0.11755873788397678,0.2451113254791779,0.04214992483533989,0.211083919110719,0.0772283944240613,9.012519427000477e-09,0.20000000000000007
2009-05-15,0.10686768925420574,0.11755873788397678,0.2451113254791779,0.04214992483533989,0.211083919110719,0.0772283944240613,9.012519427000477e-09,0.20000000000000007
2009-05-22,0.10686768925420574,0.11755873788397678,0.2451113254791779,0.04214992483533989,0.211083919110719,0.0772283944240613,9.012519427000477e-09,0.20000000000000007
2009-05-29,0.11172694558857643,0.11972969362905722,0.25035145884498555,0.04349223715217668,0.19807220568395395,0.07662745459499057,4.5062597135002394e-09,0.19999999999999984
2009-06-05,0.11172694558857643,0.11972969362905722,0.25035145884498555,0.04349223715217668,0.19807220568395395,0.07662745459499057,4.5062597135002394e-09,0.19999999999999984
2009-06-12,0.11172694558857643,0.11972969362905722,0.25035145884498555,0.04349223715217668,0.19807220568395395,0.07662745459499057,4.5062597135002394e-09,0.19999999999999984
2009-06-19,0.11172694558857643,0.11972969362905722,0.25035145884498555,0.04349223715217668,0.19807220568395395,0.07662745459499057,4.5062597135002394e-09,0.19999999999999984
2009-06-26,0.12404216474114332,0.13222577829060977,0.2211854965870486,0.12013253010344731,0.264179452950819,0.10631179601664302,1.6303647643443865e-09,0.031922779679924296
2009-07-03,0.12404216474114332,0.13222577829060977,0.2211854965870486,0.12013253010344731,0.264179452950819,0.10631179601664302,1.6303647643443865e-09,0.031922779679924296
2009-07-10,0.12404216474114332,0.13222577829060977,0.2211854965870486,0.12013253010344731,0.264179452950819,0.10631179601664302,1.6303647643443865e-09,0.031922779679924296
2009-07-17,0.12404216474114332,0.13222577829060977,0.2211854965870486,0.12013253010344731,0.264179452950819,0.10631179601664302,1.6303647643443865e-09,0.031922779679924296
2009-07-24,0.12404216474114332,0.13222577829060977,0.2211854965870486,0.12013253010344731,0.264179452950819,0.10631179601664302,1.6303647643443865e-09,0.031922779679924296
2009-07-31,0.12188885385820224,0.12843405370946617,0.19426856696836825,0.14155598970189695,0.27327297227093283,0.10862394706361764,4.874536529594377e-10,0.03195561594006224
2009-08-07,0.12188885385820224,0.12843405370946617,0.19426856696836825,0.14155598970189695,0.27327297227093283,0.10862394706361764,4.874536529594377e-10,0.03195561594006224
2009-08-14,0.12188885385820224,0.12843405370946617,0.19426856696836825,0.14155598970189695,0.27327297227093283,0.10862394706361764,4.874536529594377e-10,0.03195561594006224
2009-08-21,0.12188885385820224,0.12843405370946617,0.19426856696836825,0.14155598970189695,0.27327297227093283,0.10862394706361764,4.874536529594377e-10,0.03195561594006224
2009-08-28,0.12928410276436247,0.13088669121460741,0.17552109036419786,0.12199732280383069,0.2261739615329745,0.08963867006615832,0.0756320002380256,0.05086616101584307
2009-09-04,0.12928410276436247,0.13088669121460741,0.17552109036419786,0.12199732280383069,0.2261739615329745,0.08963867006615832,0.0756320002380256,0.05086616101584307
2009-09-11,0.12928410276436247,0.13088669121460741,0.17552109036419786,0.12199732280383069,0.2261739615329745,0.08963867006615832,0.0756320002380256,0.05086616101584307
2009-09-18,0.12928410276436247,0.13088669121460741,0.17552109036419786,0.12199732280383069,0.2261739615329745,0.08963867006615832,0.0756320002380256,0.05086616101584307
2009-09-25,0.10908172558874107,0.10326603649133498,0.29563195485247273,0.07540589078295828,0.2007145974541102,0.06393126635404342,0.15196852847633938,0.0
2009-10-02,0.10908172558874107,0.10326603649133498,0.29563195485247273,0.07540589078295828,0.2007145974541102,0.06393126635404342,0.15196852847633938,0.0
2009-10-09,0.10908172558874107,0.10326603649133498,0.29563195485247273,0.07540589078295828,0.2007145974541102,0.06393126635404342,0.15196852847633938,0.0
2009-10-16,0.10908172558874107,0.10326603649133498,0.29563195485247273,0.07540589078295828,0.2007145974541102,0.06393126635404342,0.15196852847633938,0.0
2009-10-23,0.10908172558874107,0.10326603649133498,0.29563195485247273,0.07540589078295828,0.2007145974541102,0.06393126635404342,0.15196852847633938,0.0
2009-10-30,0.13052406329831803,0.08722341730421863,0.3142929534492362,0.07172568380147558,0.19338304655605323,0.04365398274306429,0.15919685284763396,1.1102230246251565e-16
2009-11-06,0.13052406329831803,0.08722341730421863,0.3142929534492362,0.07172568380147558,0.19338304655605323,0.04365398274306429,0.15919685284763396,1.1102230246251565e-16
2009-11-13,0.13052406329831803,0.08722341730421863,0.3142929534492362,0.07172568380147558,0.19338304655605323,0.04365398274306429,0.15919685284763396,1.1102230246251565e-16
2009-11-20,0.13052406329831803,0.08722341730421863,0.3142929534492362,0.07172568380147558,0.19338304655605323,0.04365398274306429,0.15919685284763396,1.1102230246251565e-16
2009-11-27,0.129631411232042,0.0842085809932962,0.31759817207954855,0.07353176155094474,0.19373192076514434,0.04137846809426063,0.1599196852847634,1.1102230246251565e-16
2009-12-04,0.129631411232042,0.0842085809932962,0.31759817207954855,0.07353176155094474,0.19373192076514434,0.04137846809426063,0.1599196852847634,1.1102230246251565e-16
2009-12-11,0.129631411232042,0.0842085809932962,0.31759817207954855,0.07353176155094474,0.19373192076514434,0.04137846809426063,0.1599196852847634,1.1102230246251565e-16
2009-12-18,0.129631411232042,0.0842085809932962,0.31759817207954855,0.07353176155094474,0.19373192076514434,0.04137846809426063,0.1599196852847634,1.1102230246251565e-16
2009-12-25,0.12926827879815403,0.08315831286942477,0.3185551469548883,0.07322909974636736,0.19518489633052788,0.04061229677216133,0.15999196852847636,0.0
2010-01-01,0.12926827879815403,0.08315831286942477,0.3185551469548883,0.07322909974636736,0.19518489633052788,0.04061229677216133,0.15999196852847636,0.0
2010-01-08,0.12926827879815403,0.08315831286942477,0.3185551469548883,0.07322909974636736,0.19518489633052788,0.04061229677216133,0.15999196852847636,0.0
2010-01-15,0.12926827879815403,0.08315831286942477,0.3185551469548883,0.07322909974636736,0.19518489633052788,0.04061229677216133,0.15999196852847636,0.0
2010-01-22,0.12926827879815403,0.08315831286942477,0.3185551469548883,0.07322909974636736,0.19518489633052788,0.04061229677216133,0.15999196852847636,0.0
2010-01-29,0.12972367209680571,0.08423804808442574,0.3167743541148554,0.0763244555258911,0.1910471302220668,0.041893143103107634,0.15999919685284764,0.0
2010-02-05,0.12972367209680571,0.08423804808442574,0.3167743541148554,0.0763244555258911,0.1910471302220668,0.041893143103107634,0.15999919685284764,0.0
2010-02-12,0.12972367209680571,0.08423804808442574,0.3167743541148554,0.0763244555258911,0.1910471302220668,0.041893143103107634,0.15999919685284764,0.0
2010-02-19,0.12972367209680571,0.08423804808442574,0.3167743541148554,0.0763244555258911,0.1910471302220668,0.041893143103107634,0.15999919685284764,0.0
2010-02-26,0.13490041184058155,0.08830530220699155,0.30604270946347706,0.0798735657378028,0.18782903284923053,0.04304905821663187,0.15999991968528476,0.0
2010-03-05,0.13490041184058155,0.08830530220699155,0.30604270946347706,0.0798735657378028,0.18782903284923053,0.04304905821663187,0.15999991968528476,0.0
2010-03-12,0.13490041184058155,0.08830530220699155,0.30604270946347706,0.0798735657378028,0.18782903284923053,0.04304905821663187,0.15999991968528476,0.0
2010-03-19,0.13490041184058155,0.08830530220699155,0.30604270946347706,0.0798735657378028,0.18782903284923053,0.04304905821663187,0.15999991968528476,0.0
2010-03-26,0.1369299694206516,0.08954345811050603,0.30530884590769064,0.0805445380902096,0.18487175965240094,0.042801436850012566,0.15999999196852843,3.3306690738754696e-16
2010-04-02,0.1369299694206516,0.08954345811050603,0.30530884590769064,0.0805445380902096,0.18487175965240094,0.042801436850012566,0.15999999196852843,3.3306690738754696e-16
2010-04-09,0.1369299694206516,0.08954345811050603,0.30530884590769064,0.0805445380902096,0.18487175965240094,0.042801436850012566,0.15999999196852843,3.3306690738754696e-16
2010-04-16,0.1369299694206516,0.08954345811050603,0.30530884590769064,0.0805445380902096,0.18487175965240094,0.042801436850012566,0.15999999196852843,3.3306690738754696e-16
2010-04-23,0.1369299694206516,0.08954345811050603,0.30530884590769064,0.0805445380902096,0.18487175965240094,0.042801436850012566,0.15999999196852843,3.3306690738754696e-16
2010-04-30,0.10971634093137263,0.0900817202646099,0.1811687013954386,0.08552684242414901,0.32722960968442577,0.04627678610315121,0.1599999991968529,0.0
2010-05-07,0.10971634093137263,0.0900817202646099,0.1811687013954386,0.08552684242414901,0.32722960968442577,0.04627678610315121,0.1599999991968529,0.0
2010-05-14,0.10971634093137263,0.0900817202646099,0.1811687013954386,0.08552684242414901,0.32722960968442577,0.04627678610315121,0.1599999991968529,0.0
2010-05-21,0.10971634093137263,0.0900817202646099,0.1811687013954386,0.08552684242414901,0.32722960968442577,0.04627678610315121,0.1599999991968529,0.0
2010-05-28,0.0864112866464505,0.07325039083827777,0.15963571080157585,0.07953960210839726,0.29276798584492597,0.04439502408163158,0.06399999967874116,0.19999999999999996
2010-06-04,0.0864112866464505,0.07325039083827777,0.15963571080157585,0.07953960210839726,0.29276798584492597,0.04439502408163158,0.06399999967874116,0.19999999999999996
2010-06-11,0.0864112866464505,0.07325039083827777,0.15963571080157585,0.07953960210839726,0.29276798584492597,0.04439502408163158,0.06399999967874116,0.19999999999999996
2010-06-18,0.0864112866464505,0.07325039083827777,0.15963571080157585,0.07953960210839726,0.29276798584492597,0.04439502408163158,0.06399999967874116,0.19999999999999996
2010-06-25,0.08478096301377826,0.07546686174278895,0.16576792223753886,0.08499981213159698,0.3080100847633737,0.04897435627155276,0.03199999983937059,0.19999999999999984
2010-07-02,0.08478096301377826,0.07546686174278895,0.16576792223753886,0.08499981213159698,0.3080100847633737,0.04897435627155276,0.03199999983937059,0.19999999999999984
2010-07-09,0.08478096301377826,0.07546686174278895,0.16576792223753886,0.08499981213159698,0.3080100847633737,0.04897435627155276,0.03199999983937059,0.19999999999999984
2010-07-16,0.08478096301377826,0.07546686174278895,0.16576792223753886,0.08499981213159698,0.3080100847633737,0.04897435627155276,0.03199999983937059,0.19999999999999984
2010-07-23,0.08478096301377826,0.07546686174278895,0.16576792223753886,0.08499981213159698,0.3080100847633737,0.04897435627155276,0.03199999983937059,0.19999999999999984
2010-07-30,0.08532951267141181,0.07811760598759065,0.16898009494974014,0.08666832643928368,0.31440657427415664,0.050497885758131904,0.015999999919685294,0.19999999999999996
2010-08-06,0.08532951267141181,0.07811760598759065,0.16898009494974014,0.08666832643928368,0.31440657427415664,0.050497885758131904,0.015999999919685294,0.19999999999999996
2010-08-13,0.08532951267141181,0.07811760598759065,0.16898009494974014,0.08666832643928368,0.31440657427415664,0.050497885758131904,0.015999999919685294,0.19999999999999996
2010-08-20,0.08532951267141181,0.07811760598759065,0.16898009494974014,0.08666832643928368,0.31440657427415664,0.050497885758131904,0.015999999919685294,0.19999999999999996
2010-08-27,0.08675243013858397,0.08099449147562145,0.17105124604025512,0.08545657242854746,0.3162578520675596,0.05148740788958989,0.007999999959842647,0.19999999999999984
2010-09-03,0.08675243013858397,0.08099449147562145,0.17105124604025512,0.08545657242854746,0.3162578520675596,0.05148740788958989,0.007999999959842647,0.19999999999999984
2010-09-10,0.08675243013858397,0.08099449147562145,0.17105124604025512,0.08545657242854746,0.3162578520675596,0.05148740788958989,0.007999999959842647,0.19999999999999984
2010-09-17,0.08675243013858397,0.08099449147562145,0.17105124604025512,0.08545657242854746,0.3162578520675596,0.05148740788958989,0.007999999959842647,0.19999999999999984
2010-09-24,0.1206692480079198,0.11305296228416661,0.16892883981481327,0.11888720444193167,0.29557452545834406,0.05096697016373699,0.08035899997627201,0.05156124985281563
2010-10-01,0.1206692480079198,0.11305296228416661,0.16892883981481327,0.11888720444193167,0.29557452545834406,0.05096697016373699,0.08035899997627201,0.05156124985281563
2010-10-08,0.1206692480079198,0.11305296228416661,0.16892883981481327,0.11888720444193167,0.29557452545834406,0.05096697016373699,0.08035899997627201,0.05156124985281563
2010-10-15,0.1206692480079198,0.11305296228416661,0.16892883981481327,0.11888720444193167,0.29557452545834406,0.05096697016373699,0.08035899997627201,0.05156124985281563
2010-10-22,0.1206692480079198,0.11305296228416661,0.16892883981481327,0.11888720444193167,0.29557452545834406,0.05096697016373699,0.08035899997627201,0.05156124985281563
2010-10-29,0.12490857883426457,0.10961438127928567,0.1600209976511809,0.08682670679764241,0.30984179716037047,0.056314771853087676,0.1524727664241683,0.0
2010-11-05,0.12490857883426457,0.10961438127928567,0.1600209976511809,0.08682670679764241,0.30984179716037047,0.056314771853087676,0.1524727664241683,0.0
2010-11-12,0.12490857883426457,0.10961438127928567,0.1600209976511809,0.08682670679764241,0.30984179716037047,0.056314771853087676,0.1524727664241683,0.0
2010-11-19,0.12490857883426457,0.10961438127928567,0.1600209976511809,0.08682670679764241,0.30984179716037047,0.056314771853087676,0.1524727664241683,0.0
2010-11-26,0.13065066521746416,0.1174942187551251,0.14295847058864386,0.10919261049170335,0.2557511048258354,0.047347033838522345,0.14821356790318543,0.048392328379520344
2010-12-03,0.13065066521746416,0.1174942187551251,0.14295847058864386,0.10919261049170335,0.2557511048258354,0.047347033838522345,0.14821356790318543,0.048392328379520344
2010-12-10,0.13065066521746416,0.1174942187551251,0.14295847058864386,0.10919261049170335,0.2557511048258354,0.047347033838522345,0.14821356790318543,0.048392328379520344
2010-12-17,0.13065066521746416,0.1174942187551251,0.14295847058864386,0.10919261049170335,0.2557511048258354,0.047347033838522345,0.14821356790318543,0.048392328379520344
2010-12-24,0.13065066521746416,0.1174942187551251,0.14295847058864386,0.10919261049170335,0.2557511048258354,0.047347033838522345,0.14821356790318543,0.048392328379520344
2010-12-31,0.12816411651669543,0.11185536381231678,0.15855186287613948,0.08575507575014102,0.29877820762530055,0.05732030269190888,0.15957507072749788,0.0
2011-01-07,0.12816411651669543,0.11185536381231678,0.15855186287613948,0.08575507575014102,0.29877820762530055,0.05732030269190888,0.15957507072749788,0.0
2011-01-14,0.12816411651669543,0.11185536381231678,0.15855186287613948,0.08575507575014102,0.29877820762530055,0.05732030269190888,0.15957507072749788,0.0
2011-01-21,0.12816411651669543,0.11185536381231678,0.15855186287613948,0.08575507575014102,0.29877820762530055,0.05732030269190888,0.15957507072749788,0.0
2011-01-28,0.13414583540481193,0.11820813836791656,0.1404357857945929,0.10810323409005017,0.24913511441302116,0.04829305671438156,0.15122219680461155,0.050456638410614096
2011-02-04,0.13414583540481193,0.11820813836791656,0.1404357857945929,0.10810323409005017,0.24913511441302116,0.04829305671438156,0.15122219680461155,0.050456638410614096
2011-02-11,0.13414583540481193,0.11820813836791656,0.1404357857945929,0.10810323409005017,0.24913511441302116,0.04829305671438156,0.15122219680461155,0.050456638410614096
2011-02-18,0.13414583540481193,0.11820813836791656,0.1404357857945929,0.10810323409005017,0.24913511441302116,0.04829305671438156,0.15122219680461155,0.050456638410614096
2011-02-25,0.1408107322350238,0.12446066930755927,0.13600840349390267,0.12145173467983116,0.2323141259281943,0.045523164723963915,0.15148114704837626,0.04795002258314862
2011-03-04,0.1408107322350238,0.12446066930755927,0.13600840349390267,0.12145173467983116,0.2323141259281943,0.045523164723963915,0.15148114704837626,0.04795002258314862
2011-03-11,0.1408107322350238,0.12446066930755927,0.13600840349390267,0.12145173467983116,0.2323141259281943,0.045523164723963915,0.15148114704837626,0.04795002258314862
2011-03-18,0.1408107322350238,0.12446066930755927,0.13600840349390267,0.12145173467983116,0.2323141259281943,0.045523164723963915,0.15148114704837626,0.04795002258314862
2011-03-25,0.14367226566537575,0.12596856660874695,0.13329961523668687,0.12999400367203534,0.22342411276051574,0.04452451145102528,0.15145456497928783,0.047662359626326145
2011-04-01,0.14367226566537575,0.12596856660874695,0.13329961523668687,0.12999400367203534,0.22342411276051574,0.04452451145102528,0.15145456497928783,0.047662359626326145
2011-04-08,0.14367226566537575,0.12596856660874695,0.13329961523668687,0.12999400367203534,0.22342411276051574,0.04452451145102528,0.15145456497928783,0.047662359626326145
2011-04-15,0.14367226566537575,0.12596856660874695,0.13329961523668687,0.12999400367203534,0.22342411276051574,0.04452451145102528,0.15145456497928783,0.047662359626326145
2011-04-22,0.14367226566537575,0.12596856660874695,0.13329961523668687,0.12999400367203534,0.22342411276051574,0.04452451145102528,0.15145456497928783,0.047662359626326145
2011-04-29,0.1344822264604122,0.1091267860376594,0.15855207451233228,0.09716323341959307,0.2836924178368204,0.057079809159381115,0.15990345257380156,0.0
2011-05-06,0.1344822264604122,0.1091267860376594,0.15855207451233228,0.09716323341959307,0.2836924178368204,0.057079809159381115,0.15990345257380156,0.0
2011-05-13,0.1344822264604122,0.1091267860376594,0.15855207451233228,0.09716323341959307,0.2836924178368204,0.057079809159381115,0.15990345257380156,0.0
2011-05-20,0.1344822264604122,0.1091267860376594,0.15855207451233228,0.09716323341959307,0.2836924178368204,0.057079809159381115,0.15990345257380156,0.0
2011-05-27,0.13206368400261442,0.10551682046762009,0.15968481270241489,0.09532838382435863,0.2895902835510849,0.057825670194526974,0.15999034525738018,0.0
2011-06-03,0.13206368400261442,0.10551682046762009,0.15968481270241489,0.09532838382435863,0.2895902835510849,0.057825670194526974,0.15999034525738018,0.0
2011-06-10,0.13206368400261442,0.10551682046762009,0.15968481270241489,0.09532838382435863,0.2895902835510849,0.057825670194526974,0.15999034525738018,0.0
2011-06-17,0.13206368400261442,0.10551682046762009,0.15968481270241489,0.09532838382435863,0.2895902835510849,0.057825670194526974,0.15999034525738018,0.0
2011-06-24,0.1393422471952383,0.11747102172464045,0.14887024603890764,0.1242898278177023,0.25856883870028036,0.05146264589454093,0.1599951726286901,0.0
2011-07-01,0.1393422471952383,0.11747102172464045,0.14887024603890764,0.1242898278177023,0.25856883870028036,0.05146264589454093,0.1599951726286901,0.0
2011-07-08,0.1393422471952383,0.11747102172464045,0.14887024603890764,0.1242898278177023,0.25856883870028036,0.05146264589454093,0.1599951726286901,0.0
2011-07-15,0.1393422471952383,0.11747102172464045,0.14887024603890764,0.1242898278177023,0.25856883870028036,0.05146264589454093,0.1599951726286901,0.0
2011-07-22,0.1393422471952383,0.11747102172464045,0.14887024603890764,0.1242898278177023,0.25856883870028036,0.05146264589454093,0.1599951726286901,0.0
2011-07-29,0.12143671194653836,0.10452920884288115,0.15356748414882898,0.10056049164150116,0.2995014230107709,0.06040516314661037,0.159999517262869,1.1102230246251565e-16
2011-08-05,0.12143671194653836,0.10452920884288115,0.15356748414882898,0.10056049164150116,0.2995014230107709,0.06040516314661037,0.159999517262869,1.1102230246251565e-16
2011-08-12,0.12143671194653836,0.10452920884288115,0.15356748414882898,0.10056049164150116,0.2995014230107709,0.06040516314661037,0.159999517262869,1.1102230246251565e-16
2011-08-19,0.12143671194653836,0.10452920884288115,0.15356748414882898,0.10056049164150116,0.2995014230107709,0.06040516314661037,0.159999517262869,1.1102230246251565e-16
2011-08-26,0.047289539498678104,0.04077029478326205,0.06816219426732405,0.04620014290851796,0.13514513871496794,0.030432786374676113,0.03199990345257381,0.6
2011-09-02,0.047289539498678104,0.04077029478326205,0.06816219426732405,0.04620014290851796,0.13514513871496794,0.030432786374676113,0.03199990345257381,0.6
2011-09-09,0.047289539498678104,0.04077029478326205,0.06816219426732405,0.04620014290851796,0.13514513871496794,0.030432786374676113,0.03199990345257381,0.6
2011-09-16,0.047289539498678104,0.04077029478326205,0.06816219426732405,0.04620014290851796,0.13514513871496794,0.030432786374676113,0.03199990345257381,0.6
2011-09-23,0.047289539498678104,0.04077029478326205,0.06816219426732405,0.04620014290851796,0.13514513871496794,0.030432786374676113,0.03199990345257381,0.6
2011-09-30,0.04187339888916335,0.041327934582650515,0.07031612168174776,0.05229058206594522,0.14565522741294232,0.03253678364126396,0.015999951726286904,0.6
2011-10-07,0.04187339888916335,0.041327934582650515,0.07031612168174776,0.05229058206594522,0.14565522741294232,0.03253678364126396,0.015999951726286904,0.6
2011-10-14,0.04187339888916335,0.041327934582650515,0.07031612168174776,0.05229058206594522,0.14565522741294232,0.03253678364126396,0.015999951726286904,0.6
2011-10-21,0.04187339888916335,0.041327934582650515,0.07031612168174776,0.05229058206594522,0.14565522741294232,0.03253678364126396,0.015999951726286904,0.6
2011-10-28,0.03871857322078179,0.04137760011432451,0.0709850549511768,0.05634882232852885,0.14855418968680112,0.03601578383524349,0.007999975863143452,0.6
2011-11-04,0.03871857322078179,0.04137760011432451,0.0709850549511768,0.05634882232852885,0.14855418968680112,0.03601578383524349,0.007999975863143452,0.6
2011-11-11,0.03871857322078179,0.04137760011432451,0.0709850549511768,0.05634882232852885,0.14855418968680112,0.03601578383524349,0.007999975863143452,0.6
2011-11-18,0.03871857322078179,0.04137760011432451,0.0709850549511768,0.05634882232852885,0.14855418968680112,0.03601578383524349,0.007999975863143452,0.6
2011-11-25,0.07280884372403156,0.08123193799931755,0.13708470153327765,0.09783014512409399,0.325721743971232,0.07732265178490387,0.007999975863143454,0.19999999999999984
2011-12-02,0.07280884372403156,0.08123193799931755,0.13708470153327765,0.09783014512409399,0.325721743971232,0.07732265178490387,0.007999975863143454,0.19999999999999984
2011-12-09,0.07280884372403156,0.08123193799931755,0.13708470153327765,0.09783014512409399,0.325721743971232,0.07732265178490387,0.007999975863143454,0.19999999999999984
2011-12-16,0.07280884372403156,0.08123193799931755,0.13708470153327765,0.09783014512409399,0.325721743971232,0.07732265178490387,0.007999975863143454,0.19999999999999984
2011-12-23,0.07280884372403156,0.08123193799931755,0.13708470153327765,0.09783014512409399,0.325721743971232,0.07732265178490387,0.007999975863143454,0.19999999999999984
2011-12-30,0.08486569504761882,0.08837030430480305,0.16705618716131432,0.08453761713786866,0.3312370548754043,0.08470815422026824,0.004224987252722636,0.15499999999999992
2012-01-06,0.08486569504761882,0.08837030430480305,0.16705618716131432,0.08453761713786866,0.3312370548754043,0.08470815422026824,0.004224987252722636,0.15499999999999992
2012-01-13,0.08486569504761882,0.08837030430480305,0.16705618716131432,0.08453761713786866,0.3312370548754043,0.08470815422026824,0.004224987252722636,0.15499999999999992
2012-01-20,0.08486569504761882,0.08837030430480305,0.16705618716131432,0.08453761713786866,0.3312370548754043,0.08470815422026824,0.004224987252722636,0.15499999999999992
2012-01-27,0.1120588434105416,0.1201517861070945,0.18027038951782323,0.15427730208838994,0.33213619319811455,0.09232517668786445,0.0014880850416932666,0.0072922239484785045
2012-02-03,0.1120588434105416,0.1201517861070945,0.18027038951782323,0.15427730208838994,0.33213619319811455,0.09232517668786445,0.0014880850416932666,0.0072922239484785045
2012-02-10,0.1120588434105416,0.1201517861070945,0.18027038951782323,0.15427730208838994,0.33213619319811455,0.09232517668786445,0.0014880850416932666,0.0072922239484785045
2012-02-17,0.1120588434105416,0.1201517861070945,0.18027038951782323,0.15427730208838994,0.33213619319811455,0.09232517668786445,0.0014880850416932666,0.0072922239484785045
2012-02-24,0.02859012689205645,0.19403580827439007,0.08148342946141647,0.255099506864073,0.18935542108858694,0.0690985559365033,0.13701416805847463,0.04532298342449914
2012-03-02,0.02859012689205645,0.19403580827439007,0.08148342946141647,0.255099506864073,0.18935542108858694,0.0690985559365033,0.13701416805847463,0.04532298342449914
2012-03-09,0.02859012689205645,0.19403580827439007,0.08148342946141647,0.255099506864073,0.18935542108858694,0.0690985559365033,0.13701416805847463,0.04532298342449914
2012-03-16,0.02859012689205645,0.19403580827439007,0.08148342946141647,0.255099506864073,0.18935542108858694,0.0690985559365033,0.13701416805847463,0.04532298342449914
2012-03-23,0.02859012689205645,0.19403580827439007,0.08148342946141647,0.255099506864073,0.18935542108858694,0.0690985559365033,0.13701416805847463,0.04532298342449914
2012-03-30,0.07873371724587379,0.165822711706382,0.11927988032942675,0.19681985857785075,0.19888927681651627,0.06564761851964694,0.14732571281948859,0.027481223984814895
2012-04-06,0.07873371724587379,0.165822711706382,0.11927988032942675,0.19681985857785075,0.19888927681651627,0.06564761851964694,0.14732571281948859,0.027481223984814895
2012-04-13,0.07873371724587379,0.165822711706382,0.11927988032942675,0.19681985857785075,0.19888927681651627,0.06564761851964694,0.14732571281948859,0.027481223984814895
2012-04-20,0.07873371724587379,0.165822711706382,0.11927988032942675,0.19681985857785075,0.19888927681651627,0.06564761851964694,0.14732571281948859,0.027481223984814895
2012-04-27,0.10428884827435504,0.14942523157200213,0.13801025326234453,0.1649888433633178,0.20192415492270638,0.06346912745942261,0.15134219684950662,0.02655134429634498
2012-05-04,0.10428884827435504,0.14942523157200213,0.13801025326234453,0.1649888433633178,0.20192415492270638,0.06346912745942261,0.15134219684950662,0.02655134429634498
2012-05-11,0.10428884827435504,0.14942523157200213,0.13801025326234453,0.1649888433633178,0.20192415492270638,0.06346912745942261,0.15134219684950662,0.02655134429634498
2012-05-18,0.10428884827435504,0.14942523157200213,0.13801025326234453,0.1649888433633178,0.20192415492270638,0.06346912745942261,0.15134219684950662,0.02655134429634498
2012-05-25,0.08494964399015806,0.10232457059384559,0.1476360700774181,0.10353453551265317,0.23998347640799475,0.07150431593129576,0.06320967156433603,0.1868577159222985
2012-06-01,0.08494964399015806,0.10232457059384559,0.1476360700774181,0.10353453551265317,0.23998347640799475,0.07150431593129576,0.06320967156433603,0.1868577159222985
2012-06-08,0.08494964399015806,0.10232457059384559,0.1476360700774181,0.10353453551265317,0.23998347640799475,0.07150431593129576,0.06320967156433603,0.1868577159222985
2012-06-15,0.08494964399015806,0.10232457059384559,0.1476360700774181,0.10353453551265317,0.23998347640799475,0.07150431593129576,0.06320967156433603,0.1868577159222985
2012-06-22,0.08494964399015806,0.10232457059384559,0.1476360700774181,0.10353453551265317,0.23998347640799475,0.07150431593129576,0.06320967156433603,0.1868577159222985
2012-06-29,0.11514252503837753,0.12353104040679014,0.16210790736629516,0.12449113396272729,0.23904209831048598,0.07202429254247486,0.11237736711905451,0.051283635253794535
2012-07-06,0.11514252503837753,0.12353104040679014,0.16210790736629516,0.12449113396272729,0.23904209831048598,0.07202429254247486,0.11237736711905451,0.051283635253794535
2012-07-13,0.11514252503837753,0.12353104040679014,0.16210790736629516,0.12449113396272729,0.23904209831048598,0.07202429254247486,0.11237736711905451,0.051283635253794535
