,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2009-08-21,0.09712326482509395,0.1599147008234479,0.2028688058362938,0.3493932965560315,0.06020312420250213,0.10045106498363916,0.030045742772991435
2009-08-28,0.09186206276652703,0.15376686552434746,0.19387125378777922,0.36496651946067804,0.05647575701213698,0.09388682570214954,0.04517071574638165
2009-09-04,0.09186206276652703,0.15376686552434746,0.19387125378777922,0.36496651946067804,0.05647575701213698,0.09388682570214954,0.04517071574638165
2009-09-11,0.09186206276652703,0.15376686552434746,0.19387125378777922,0.36496651946067804,0.05647575701213698,0.09388682570214954,0.04517071574638165
2009-09-18,0.09186206276652703,0.15376686552434746,0.19387125378777922,0.36496651946067804,0.05647575701213698,0.09388682570214954,0.04517071574638165
2009-09-25,0.09094749876034779,0.14482296483183338,0.20720547564387112,0.408575712510171,0.056376253177969744,0.09207209507580698,0.0
2009-10-02,0.09094749876034779,0.14482296483183338,0.20720547564387112,0.408575712510171,0.056376253177969744,0.09207209507580698,0.0
2009-10-09,0.09094749876034779,0.14482296483183338,0.20720547564387112,0.408575712510171,0.056376253177969744,0.09207209507580698,0.0
2009-10-16,0.09094749876034779,0.14482296483183338,0.20720547564387112,0.408575712510171,0.056376253177969744,0.09207209507580698,0.0
2009-10-23,0.09094749876034779,0.14482296483183338,0.20720547564387112,0.408575712510171,0.056376253177969744,0.09207209507580698,0.0
2009-10-30,0.16092547324768194,0.06672163019209353,0.3712171524015714,0.3190541495673208,0.0429099747200548,0.03917161987127756,0.0
2009-11-06,0.16092547324768194,0.06672163019209353,0.3712171524015714,0.3190541495673208,0.0429099747200548,0.03917161987127756,0.0
2009-11-13,0.16092547324768194,0.06672163019209353,0.3712171524015714,0.3190541495673208,0.0429099747200548,0.03917161987127756,0.0
2009-11-20,0.16092547324768194,0.06672163019209353,0.3712171524015714,0.3190541495673208,0.0429099747200548,0.03917161987127756,0.0
2009-11-27,0.16835145473804713,0.06692331053935716,0.3779871714162716,0.30339995691268734,0.04348206915148433,0.03985603724215246,0.0
2009-12-04,0.16835145473804713,0.06692331053935716,0.3779871714162716,0.30339995691268734,0.04348206915148433,0.03985603724215246,0.0
2009-12-11,0.16835145473804713,0.06692331053935716,0.3779871714162716,0.30339995691268734,0.04348206915148433,0.03985603724215246,0.0
2009-12-18,0.16835145473804713,0.06692331053935716,0.3779871714162716,0.30339995691268734,0.04348206915148433,0.03985603724215246,0.0
2009-12-25,0.1684507293711432,0.06696950140714036,0.38002946843843793,0.30108791315451416,0.045571092599331474,0.03789129502943288,0.0
2010-01-01,0.1684507293711432,0.06696950140714036,0.38002946843843793,0.30108791315451416,0.045571092599331474,0.03789129502943288,0.0
2010-01-08,0.1684507293711432,0.06696950140714036,0.38002946843843793,0.30108791315451416,0.045571092599331474,0.03789129502943288,0.0
2010-01-15,0.1684507293711432,0.06696950140714036,0.38002946843843793,0.30108791315451416,0.045571092599331474,0.03789129502943288,0.0
2010-01-22,0.1684507293711432,0.06696950140714036,0.38002946843843793,0.30108791315451416,0.045571092599331474,0.03789129502943288,0.0
2010-01-29,0.1133493181921244,0.08212767616281694,0.24647611169341688,0.37158966392650317,0.10442384736978608,0.08203338265535262,0.0
2010-02-05,0.1133493181921244,0.08212767616281694,0.24647611169341688,0.37158966392650317,0.10442384736978608,0.08203338265535262,0.0
2010-02-12,0.1133493181921244,0.08212767616281694,0.24647611169341688,0.37158966392650317,0.10442384736978608,0.08203338265535262,0.0
2010-02-19,0.1133493181921244,0.08212767616281694,0.24647611169341688,0.37158966392650317,0.10442384736978608,0.08203338265535262,0.0
2010-02-26,0.19523109439661585,0.0765853489263121,0.36572794799832314,0.2729448651490913,0.04940725119278987,0.040103492336867795,0.0
2010-03-05,0.19523109439661585,0.0765853489263121,0.36572794799832314,0.2729448651490913,0.04940725119278987,0.040103492336867795,0.0
2010-03-12,0.19523109439661585,0.0765853489263121,0.36572794799832314,0.2729448651490913,0.04940725119278987,0.040103492336867795,0.0
2010-03-19,0.19523109439661585,0.0765853489263121,0.36572794799832314,0.2729448651490913,0.04940725119278987,0.040103492336867795,0.0
2010-03-26,0.1995460620948649,0.07810560086846915,0.36642963395519756,0.2633511023396227,0.051918413863827555,0.04064918687801814,0.0
2010-04-02,0.1995460620948649,0.07810560086846915,0.36642963395519756,0.2633511023396227,0.051918413863827555,0.04064918687801814,0.0
2010-04-09,0.1995460620948649,0.07810560086846915,0.36642963395519756,0.2633511023396227,0.051918413863827555,0.04064918687801814,0.0
2010-04-16,0.1995460620948649,0.07810560086846915,0.36642963395519756,0.2633511023396227,0.051918413863827555,0.04064918687801814,0.0
2010-04-23,0.1995460620948649,0.07810560086846915,0.36642963395519756,0.2633511023396227,0.051918413863827555,0.04064918687801814,0.0
2010-04-30,0.09809936326834771,0.09744259484408847,0.2430537477314665,0.35416796170046033,0.11775594806614641,0.08948038438949063,0.0
2010-05-07,0.09809936326834771,0.09744259484408847,0.2430537477314665,0.35416796170046033,0.11775594806614641,0.08948038438949063,0.0
2010-05-14,0.09809936326834771,0.09744259484408847,0.2430537477314665,0.35416796170046033,0.11775594806614641,0.08948038438949063,0.0
2010-05-21,0.09809936326834771,0.09744259484408847,0.2430537477314665,0.35416796170046033,0.11775594806614641,0.08948038438949063,0.0
2010-05-28,0.08430197137807735,0.079342416899774,0.19496897498915766,0.2646636910917099,0.09652612760367707,0.08019681803760413,0.19999999999999984
2010-06-04,0.08430197137807735,0.079342416899774,0.19496897498915766,0.2646636910917099,0.09652612760367707,0.08019681803760413,0.19999999999999984
2010-06-11,0.08430197137807735,0.079342416899774,0.19496897498915766,0.2646636910917099,0.09652612760367707,0.08019681803760413,0.19999999999999984
2010-06-18,0.08430197137807735,0.079342416899774,0.19496897498915766,0.2646636910917099,0.09652612760367707,0.08019681803760413,0.19999999999999984
2010-06-25,0.08832135992340984,0.08286414151472028,0.1966471251889763,0.2446982637307693,0.10083026132192302,0.08663884832020133,0.20000000000000007
2010-07-02,0.08832135992340984,0.08286414151472028,0.1966471251889763,0.2446982637307693,0.10083026132192302,0.08663884832020133,0.20000000000000007
2010-07-09,0.08832135992340984,0.08286414151472028,0.1966471251889763,0.2446982637307693,0.10083026132192302,0.08663884832020133,0.20000000000000007
2010-07-16,0.08832135992340984,0.08286414151472028,0.1966471251889763,0.2446982637307693,0.10083026132192302,0.08663884832020133,0.20000000000000007
2010-07-23,0.08832135992340984,0.08286414151472028,0.1966471251889763,0.2446982637307693,0.10083026132192302,0.08663884832020133,0.20000000000000007
2010-07-30,0.09428403962676707,0.07904545068514013,0.22814998200704523,0.22830978482120454,0.07938711837435602,0.09082362448548705,0.19999999999999984
2010-08-06,0.09428403962676707,0.07904545068514013,0.22814998200704523,0.22830978482120454,0.07938711837435602,0.09082362448548705,0.19999999999999984
2010-08-13,0.09428403962676707,0.07904545068514013,0.22814998200704523,0.22830978482120454,0.07938711837435602,0.09082362448548705,0.19999999999999984
2010-08-20,0.09428403962676707,0.07904545068514013,0.22814998200704523,0.22830978482120454,0.07938711837435602,0.09082362448548705,0.19999999999999984
2010-08-27,0.09834026727362194,0.0779811366482427,0.24713500836238553,0.21606064909203002,0.06674931856151876,0.09373362006220108,0.19999999999999996
2010-09-03,0.09834026727362194,0.0779811366482427,0.24713500836238553,0.21606064909203002,0.06674931856151876,0.09373362006220108,0.19999999999999996
2010-09-10,0.09834026727362194,0.0779811366482427,0.24713500836238553,0.21606064909203002,0.06674931856151876,0.09373362006220108,0.19999999999999996
2010-09-17,0.09834026727362194,0.0779811366482427,0.24713500836238553,0.21606064909203002,0.06674931856151876,0.09373362006220108,0.19999999999999996
2010-09-24,0.11754605801609795,0.10214385369447668,0.27563256564907584,0.2473507602696089,0.10466316522222738,0.10770124303029809,0.04496235411821525
2010-10-01,0.11754605801609795,0.10214385369447668,0.27563256564907584,0.2473507602696089,0.10466316522222738,0.10770124303029809,0.04496235411821525
2010-10-08,0.11754605801609795,0.10214385369447668,0.27563256564907584,0.2473507602696089,0.10466316522222738,0.10770124303029809,0.04496235411821525
2010-10-15,0.11754605801609795,0.10214385369447668,0.27563256564907584,0.2473507602696089,0.10466316522222738,0.10770124303029809,0.04496235411821525
2010-10-22,0.11754605801609795,0.10214385369447668,0.27563256564907584,0.2473507602696089,0.10466316522222738,0.10770124303029809,0.04496235411821525
2010-10-29,0.13213349722009277,0.1259260983151165,0.2426693977162855,0.20229314409531834,0.151510159816041,0.11437468351731203,0.03109301931983388
2010-11-05,0.13213349722009277,0.1259260983151165,0.2426693977162855,0.20229314409531834,0.151510159816041,0.11437468351731203,0.03109301931983388
2010-11-12,0.13213349722009277,0.1259260983151165,0.2426693977162855,0.20229314409531834,0.151510159816041,0.11437468351731203,0.03109301931983388
2010-11-19,0.13213349722009277,0.1259260983151165,0.2426693977162855,0.20229314409531834,0.151510159816041,0.11437468351731203,0.03109301931983388
2010-11-26,0.13014791632841832,0.1285358546156285,0.23512144827276749,0.19721998341164262,0.14733850666280113,0.113557679648817,0.04807861105992495
2010-12-03,0.13014791632841832,0.1285358546156285,0.23512144827276749,0.19721998341164262,0.14733850666280113,0.113557679648817,0.04807861105992495
2010-12-10,0.13014791632841832,0.1285358546156285,0.23512144827276749,0.19721998341164262,0.14733850666280113,0.113557679648817,0.04807861105992495
2010-12-17,0.13014791632841832,0.1285358546156285,0.23512144827276749,0.19721998341164262,0.14733850666280113,0.113557679648817,0.04807861105992495
2010-12-24,0.13014791632841832,0.1285358546156285,0.23512144827276749,0.19721998341164262,0.14733850666280113,0.113557679648817,0.04807861105992495
2010-12-31,0.13109154278634153,0.13780379264170953,0.24063071836896993,0.1885380361473008,0.13956049757088676,0.11628396533844829,0.04609144714634317
2011-01-07,0.13109154278634153,0.13780379264170953,0.24063071836896993,0.1885380361473008,0.13956049757088676,0.11628396533844829,0.04609144714634317
2011-01-14,0.13109154278634153,0.13780379264170953,0.24063071836896993,0.1885380361473008,0.13956049757088676,0.11628396533844829,0.04609144714634317
2011-01-21,0.13109154278634153,0.13780379264170953,0.24063071836896993,0.1885380361473008,0.13956049757088676,0.11628396533844829,0.04609144714634317
2011-01-28,0.1207984543674537,0.13901737703668557,0.2830070876654639,0.17791823199374554,0.11451481049104165,0.12096795409132309,0.04377608435428648
2011-02-04,0.1207984543674537,0.13901737703668557,0.2830070876654639,0.17791823199374554,0.11451481049104165,0.12096795409132309,0.04377608435428648
2011-02-11,0.1207984543674537,0.13901737703668557,0.2830070876654639,0.17791823199374554,0.11451481049104165,0.12096795409132309,0.04377608435428648
2011-02-18,0.1207984543674537,0.13901737703668557,0.2830070876654639,0.17791823199374554,0.11451481049104165,0.12096795409132309,0.04377608435428648
2011-02-25,0.12865319818922044,0.1297536479643974,0.2491278390740706,0.19229414967785222,0.12779974853400322,0.1290001166155468,0.04337129994490929
2011-03-04,0.12865319818922044,0.1297536479643974,0.2491278390740706,0.19229414967785222,0.12779974853400322,0.1290001166155468,0.04337129994490929
2011-03-11,0.12865319818922044,0.1297536479643974,0.2491278390740706,0.19229414967785222,0.12779974853400322,0.1290001166155468,0.04337129994490929
2011-03-18,0.12865319818922044,0.1297536479643974,0.2491278390740706,0.19229414967785222,0.12779974853400322,0.1290001166155468,0.04337129994490929
2011-03-25,0.13599366351601186,0.12009197216197988,0.2336563587449011,0.19456432915470662,0.13529045833593434,0.1341855032716648,0.046217714814801414
2011-04-01,0.13599366351601186,0.12009197216197988,0.2336563587449011,0.19456432915470662,0.13529045833593434,0.1341855032716648,0.046217714814801414
2011-04-08,0.13599366351601186,0.12009197216197988,0.2336563587449011,0.19456432915470662,0.13529045833593434,0.1341855032716648,0.046217714814801414
2011-04-15,0.13599366351601186,0.12009197216197988,0.2336563587449011,0.19456432915470662,0.13529045833593434,0.1341855032716648,0.046217714814801414
2011-04-22,0.13599366351601186,0.12009197216197988,0.2336563587449011,0.19456432915470662,0.13529045833593434,0.1341855032716648,0.046217714814801414
2011-04-29,0.1494903982454128,0.11013660078919084,0.25448715651988174,0.1762736672133084,0.14081573129831682,0.12330914540495416,0.04548730052893524
2011-05-06,0.1494903982454128,0.11013660078919084,0.25448715651988174,0.1762736672133084,0.14081573129831682,0.12330914540495416,0.04548730052893524
2011-05-13,0.1494903982454128,0.11013660078919084,0.25448715651988174,0.1762736672133084,0.14081573129831682,0.12330914540495416,0.04548730052893524
2011-05-20,0.1494903982454128,0.11013660078919084,0.25448715651988174,0.1762736672133084,0.14081573129831682,0.12330914540495416,0.04548730052893524
2011-05-27,0.14241489611665,0.10356096184048046,0.2545559661614562,0.1967127702471098,0.1473490607450104,0.11706711152890897,0.03833923336038425
2011-06-03,0.14241489611665,0.10356096184048046,0.2545559661614562,0.1967127702471098,0.1473490607450104,0.11706711152890897,0.03833923336038425
2011-06-10,0.14241489611665,0.10356096184048046,0.2545559661614562,0.1967127702471098,0.1473490607450104,0.11706711152890897,0.03833923336038425
2011-06-17,0.14241489611665,0.10356096184048046,0.2545559661614562,0.1967127702471098,0.1473490607450104,0.11706711152890897,0.03833923336038425
2011-06-24,0.14121782091873844,0.10178192097734448,0.2515431943072619,0.18836325641902277,0.1437571886198851,0.11757365590687562,0.05576296285087168
2011-07-01,0.14121782091873844,0.10178192097734448,0.2515431943072619,0.18836325641902277,0.1437571886198851,0.11757365590687562,0.05576296285087168
2011-07-08,0.14121782091873844,0.10178192097734448,0.2515431943072619,0.18836325641902277,0.1437571886198851,0.11757365590687562,0.05576296285087168
2011-07-15,0.14121782091873844,0.10178192097734448,0.2515431943072619,0.18836325641902277,0.1437571886198851,0.11757365590687562,0.05576296285087168
2011-07-22,0.14121782091873844,0.10178192097734448,0.2515431943072619,0.18836325641902277,0.1437571886198851,0.11757365590687562,0.05576296285087168
2011-07-29,0.1324842214825268,0.10731705775656658,0.24449108881540774,0.16168887520168057,0.1483946067624313,0.12007062207274043,0.08555352790864645
2011-08-05,0.1324842214825268,0.10731705775656658,0.24449108881540774,0.16168887520168057,0.1483946067624313,0.12007062207274043,0.08555352790864645
2011-08-12,0.1324842214825268,0.10731705775656658,0.24449108881540774,0.16168887520168057,0.1483946067624313,0.12007062207274043,0.08555352790864645
2011-08-19,0.1324842214825268,0.10731705775656658,0.24449108881540774,0.16168887520168057,0.1483946067624313,0.12007062207274043,0.08555352790864645
2011-08-26,0.05483026988132278,0.04692015609345867,0.09952360468275373,0.07745488220386526,0.06780008262478292,0.0534710045138167,0.5999999999999999
2011-09-02,0.05483026988132278,0.04692015609345867,0.09952360468275373,0.07745488220386526,0.06780008262478292,0.0534710045138167,0.5999999999999999
2011-09-09,0.05483026988132278,0.04692015609345867,0.09952360468275373,0.07745488220386526,0.06780008262478292,0.0534710045138167,0.5999999999999999
2011-09-16,0.05483026988132278,0.04692015609345867,0.09952360468275373,0.07745488220386526,0.06780008262478292,0.0534710045138167,0.5999999999999999
2011-09-23,0.05483026988132278,0.04692015609345867,0.09952360468275373,0.07745488220386526,0.06780008262478292,0.0534710045138167,0.5999999999999999
2011-09-30,0.04781173598571123,0.048647961721799624,0.11487105661132302,0.07545544200787621,0.057630822857937095,0.0555829808153529,0.5999999999999999
2011-10-07,0.04781173598571123,0.048647961721799624,0.11487105661132302,0.07545544200787621,0.057630822857937095,0.0555829808153529,0.5999999999999999
2011-10-14,0.04781173598571123,0.048647961721799624,0.11487105661132302,0.07545544200787621,0.057630822857937095,0.0555829808153529,0.5999999999999999
2011-10-21,0.04781173598571123,0.048647961721799624,0.11487105661132302,0.07545544200787621,0.057630822857937095,0.0555829808153529,0.5999999999999999
2011-10-28,0.043095501628461444,0.06074293243076376,0.12303729171867717,0.0735446639077341,0.0533181447037081,0.046261465610655465,0.5999999999999999
2011-11-04,0.043095501628461444,0.06074293243076376,0.12303729171867717,0.0735446639077341,0.0533181447037081,0.046261465610655465,0.5999999999999999
2011-11-11,0.043095501628461444,0.06074293243076376,0.12303729171867717,0.0735446639077341,0.0533181447037081,0.046261465610655465,0.5999999999999999
2011-11-18,0.043095501628461444,0.06074293243076376,0.12303729171867717,0.0735446639077341,0.0533181447037081,0.046261465610655465,0.5999999999999999
2011-11-25,0.11266221919379614,0.13826090255010323,0.21648520467082247,0.1430769613277326,0.10658070333188906,0.0829340089256566,0.19999999999999984
2011-12-02,0.11266221919379614,0.13826090255010323,0.21648520467082247,0.1430769613277326,0.10658070333188906,0.0829340089256566,0.19999999999999984
2011-12-09,0.11266221919379614,0.13826090255010323,0.21648520467082247,0.1430769613277326,0.10658070333188906,0.0829340089256566,0.19999999999999984
2011-12-16,0.11266221919379614,0.13826090255010323,0.21648520467082247,0.1430769613277326,0.10658070333188906,0.0829340089256566,0.19999999999999984
2011-12-23,0.11266221919379614,0.13826090255010323,0.21648520467082247,0.1430769613277326,0.10658070333188906,0.0829340089256566,0.19999999999999984
2011-12-30,0.10559179288385805,0.16029359299721235,0.2130010556256754,0.13863910497180754,0.1476492207485605,0.07982523277288632,0.1549999999999998
2012-01-06,0.10559179288385805,0.16029359299721235,0.2130010556256754,0.13863910497180754,0.1476492207485605,0.07982523277288632,0.1549999999999998
2012-01-13,0.10559179288385805,0.16029359299721235,0.2130010556256754,0.13863910497180754,0.1476492207485605,0.07982523277288632,0.1549999999999998
2012-01-20,0.10559179288385805,0.16029359299721235,0.2130010556256754,0.13863910497180754,0.1476492207485605,0.07982523277288632,0.1549999999999998
2012-01-27,0.11017454391683634,0.22403567333662286,0.22197100381885135,0.15343897440824636,0.20095867143180934,0.08240396832137942,0.007017164766254247
2012-02-03,0.11017454391683634,0.22403567333662286,0.22197100381885135,0.15343897440824636,0.20095867143180934,0.08240396832137942,0.007017164766254247
2012-02-10,0.11017454391683634,0.22403567333662286,0.22197100381885135,0.15343897440824636,0.20095867143180934,0.08240396832137942,0.007017164766254247
2012-02-17,0.11017454391683634,0.22403567333662286,0.22197100381885135,0.15343897440824636,0.20095867143180934,0.08240396832137942,0.007017164766254247
2012-02-24,0.09296344132226433,0.22348311260899895,0.19610379192850172,0.14976216839064938,0.22081728444783622,0.07436909157656409,0.04250110972518528
2012-03-02,0.09296344132226433,0.22348311260899895,0.19610379192850172,0.14976216839064938,0.22081728444783622,0.07436909157656409,0.04250110972518528
2012-03-09,0.09296344132226433,0.22348311260899895,0.19610379192850172,0.14976216839064938,0.22081728444783622,0.07436909157656409,0.04250110972518528
2012-03-16,0.09296344132226433,0.22348311260899895,0.19610379192850172,0.14976216839064938,0.22081728444783622,0.07436909157656409,0.04250110972518528
2012-03-23,0.09296344132226433,0.22348311260899895,0.19610379192850172,0.14976216839064938,0.22081728444783622,0.07436909157656409,0.04250110972518528
2012-03-30,0.09595555669041543,0.23251951138701987,0.2025238369829576,0.1414883999950371,0.2271383686844393,0.07742311312248279,0.02295121313764792
2012-04-06,0.09595555669041543,0.23251951138701987,0.2025238369829576,0.1414883999950371,0.2271383686844393,0.07742311312248279,0.02295121313764792
2012-04-13,0.09595555669041543,0.23251951138701987,0.2025238369829576,0.1414883999950371,0.2271383686844393,0.07742311312248279,0.02295121313764792
2012-04-20,0.09595555669041543,0.23251951138701987,0.2025238369829576,0.1414883999950371,0.2271383686844393,0.07742311312248279,0.02295121313764792
2012-04-27,0.12880447856131513,0.22837502866659218,0.21383084693302204,0.1442004398077241,0.18824035388581944,0.07429354008168196,0.022255312063845123
2012-05-04,0.12880447856131513,0.22837502866659218,0.21383084693302204,0.1442004398077241,0.18824035388581944,0.07429354008168196,0.022255312063845123
2012-05-11,0.12880447856131513,0.22837502866659218,0.21383084693302204,0.1442004398077241,0.18824035388581944,0.07429354008168196,0.022255312063845123
2012-05-18,0.12880447856131513,0.22837502866659218,0.21383084693302204,0.1442004398077241,0.18824035388581944,0.07429354008168196,0.022255312063845123
2012-05-25,0.12355092123738183,0.181354996327865,0.18704374150811193,0.11727080102421181,0.1421626706887511,0.06175915329137981,0.1868577159222985
2012-06-01,0.12355092123738183,0.181354996327865,0.18704374150811193,0.11727080102421181,0.1421626706887511,0.06175915329137981,0.1868577159222985
2012-06-08,0.12355092123738183,0.181354996327865,0.18704374150811193,0.11727080102421181,0.1421626706887511,0.06175915329137981,0.1868577159222985
2012-06-15,0.12355092123738183,0.181354996327865,0.18704374150811193,0.11727080102421181,0.1421626706887511,0.06175915329137981,0.1868577159222985
2012-06-22,0.12355092123738183,0.181354996327865,0.18704374150811193,0.11727080102421181,0.1421626706887511,0.06175915329137981,0.1868577159222985
2012-06-29,0.15790629145150217,0.20113129597121923,0.23453534449236266,0.13837854397775065,0.15660697304623686,0.06827068846386349,0.04317086259706493
2012-07-06,0.15790629145150217,0.20113129597121923,0.23453534449236266,0.13837854397775065,0.15660697304623686,0.06827068846386349,0.04317086259706493
2012-07-13,0.15790629145150217,0.20113129597121923,0.23453534449236266,0.13837854397775065,0.15660697304623686,0.06827068846386349,0.04317086259706493
2012-07-20,0.15790629145150217,0.20113129597121923,0.23453534449236266,0.13837854397775065,0.15660697304623686,0.06827068846386349,0.04317086259706493
2012-07-27,0.18207609215194565,0.11352020213051524,0.2539157024661303,0.1673803086173067,0.13615993203050497,0.13899158379482318,0.007956178808773862
2012-08-03,0.18207609215194565,0.11352020213051524,0.2539157024661303,0.1673803086173067,0.13615993203050497,0.13899158379482318,0.007956178808773862
2012-08-10,0.18207609215194565,0.11352020213051524,0.2539157024661303,0.1673803086173067,0.13615993203050497,0.13899158379482318,0.007956178808773862
2012-08-17,0.18207609215194565,0.11352020213051524,0.2539157024661303,0.1673803086173067,0.13615993203050497,0.13899158379482318,0.007956178808773862
2012-08-24,0.18207609215194565,0.11352020213051524,0.2539157024661303,0.1673803086173067,0.13615993203050497,0.13899158379482318,0.007956178808773862
2012-08-31,0.18105735655368493,0.10804033808373004,0.24191293122648494,0.17538202700195663,0.14684204249795568,0.13999614382456183,0.0067691608116260404
2012-09-07,0.18105735655368493,0.10804033808373004,0.24191293122648494,0.17538202700195663,0.14684204249795568,0.13999614382456183,0.0067691608116260404
2012-09-14,0.18105735655368493,0.10804033808373004,0.24191293122648494,0.17538202700195663,0.14684204249795568,0.13999614382456183,0.0067691608116260404
2012-09-21,0.18105735655368493,0.10804033808373004,0.24191293122648494,0.17538202700195663,0.14684204249795568,0.13999614382456183,0.0067691608116260404
2012-09-28,0.18614014790964176,0.10858996092273503,0.22680443248954177,0.17595558196000666,0.1564957838396347,0.142598059100937,0.0034160337775029914
2012-10-05,0.18614014790964176,0.10858996092273503,0.22680443248954177,0.17595558196000666,0.1564957838396347,0.142598059100937,0.0034160337775029914
2012-10-12,0.18614014790964176,0.10858996092273503,0.22680443248954177,0.17595558196000666,0.1564957838396347,0.142598059100937,0.0034160337775029914
2012-10-19,0.18614014790964176,0.10858996092273503,0.22680443248954177,0.17595558196000666,0.1564957838396347,0.142598059100937,0.0034160337775029914
2012-10-26,0.08781722465025851,0.20063767697273482,0.21872261487246228,0.17365194983514917,0.16474009574220266,0.1544304379271926,0.0
2012-11-02,0.08781722465025851,0.20063767697273482,0.21872261487246228,0.17365194983514917,0.16474009574220266,0.1544304379271926,0.0
2012-11-09,0.08781722465025851,0.20063767697273482,0.21872261487246228,0.17365194983514917,0.16474009574220266,0.1544304379271926,0.0
2012-11-16,0.08781722465025851,0.20063767697273482,0.21872261487246228,0.17365194983514917,0.16474009574220266,0.1544304379271926,0.0
2012-11-23,0.08781722465025851,0.20063767697273482,0.21872261487246228,0.17365194983514917,0.16474009574220266,0.1544304379271926,0.0
2012-11-30,0.08455837474560733,0.20316591698870917,0.2046428549428992,0.16559057542850328,0.19124088946066004,0.15080138843362112,0.0
2012-12-07,0.08455837474560733,0.20316591698870917,0.2046428549428992,0.16559057542850328,0.19124088946066004,0.15080138843362112,0.0
2012-12-14,0.08455837474560733,0.20316591698870917,0.2046428549428992,0.16559057542850328,0.19124088946066004,0.15080138843362112,0.0
2012-12-21,0.08455837474560733,0.20316591698870917,0.2046428549428992,0.16559057542850328,0.19124088946066004,0.15080138843362112,0.0
2012-12-28,0.08822596899464401,0.2071972462729893,0.1931243953471553,0.16853949579473101,0.19351895043373443,0.14939394315674587,0.0
2013-01-04,0.08822596899464401,0.2071972462729893,0.1931243953471553,0.16853949579473101,0.19351895043373443,0.14939394315674587,0.0
2013-01-11,0.08822596899464401,0.2071972462729893,0.1931243953471553,0.16853949579473101,0.19351895043373443,0.14939394315674587,0.0
2013-01-18,0.08822596899464401,0.2071972462729893,0.1931243953471553,0.16853949579473101,0.19351895043373443,0.14939394315674587,0.0
2013-01-25,0.09263968406605307,0.2017584024241233,0.320312934403937,0.13100048640834588,0.1902367402403876,0.06405175245715326,0.0
2013-02-01,0.09263968406605307,0.2017584024241233,0.320312934403937,0.13100048640834588,0.1902367402403876,0.06405175245715326,0.0
2013-02-08,0.09263968406605307,0.2017584024241233,0.320312934403937,0.13100048640834588,0.1902367402403876,0.06405175245715326,0.0
2013-02-15,0.09263968406605307,0.2017584024241233,0.320312934403937,0.13100048640834588,0.1902367402403876,0.06405175245715326,0.0
2013-02-22,0.09527560013323798,0.20064968359405808,0.3367177616197026,0.12436344121340386,0.18064008242198973,0.06235343101760764,2.220446049250313e-16
2013-03-01,0.09527560013323798,0.20064968359405808,0.3367177616197026,0.12436344121340386,0.18064008242198973,0.06235343101760764,2.220446049250313e-16
2013-03-08,0.09527560013323798,0.20064968359405808,0.3367177616197026,0.12436344121340386,0.18064008242198973,0.06235343101760764,2.220446049250313e-16
2013-03-15,0.09527560013323798,0.20064968359405808,0.3367177616197026,0.12436344121340386,0.18064008242198973,0.06235343101760764,2.220446049250313e-16
2013-03-22,0.09527560013323798,0.20064968359405808,0.3367177616197026,0.12436344121340386,0.18064008242198973,0.06235343101760764,2.220446049250313e-16
2013-03-29,0.1823242582777486,0.11277298294723262,0.2268747421128829,0.1482534455215248,0.17678362701678713,0.15299094412382397,0.0
2013-04-05,0.1823242582777486,0.11277298294723262,0.2268747421128829,0.1482534455215248,0.17678362701678713,0.15299094412382397,0.0
2013-04-12,0.1823242582777486,0.11277298294723262,0.2268747421128829,0.1482534455215248,0.17678362701678713,0.15299094412382397,0.0
2013-04-19,0.1823242582777486,0.11277298294723262,0.2268747421128829,0.1482534455215248,0.17678362701678713,0.15299094412382397,0.0
2013-04-26,0.17606515835893125,0.11457346342802345,0.21214417849914047,0.14069257172448416,0.17405185132402462,0.13957210857773283,0.04290066808766313
2013-05-03,0.17606515835893125,0.11457346342802345,0.21214417849914047,0.14069257172448416,0.17405185132402462,0.13957210857773283,0.04290066808766313
2013-05-10,0.17606515835893125,0.11457346342802345,0.21214417849914047,0.14069257172448416,0.17405185132402462,0.13957210857773283,0.04290066808766313
2013-05-17,0.17606515835893125,0.11457346342802345,0.21214417849914047,0.14069257172448416,0.17405185132402462,0.13957210857773283,0.04290066808766313
2013-05-24,0.17606515835893125,0.11457346342802345,0.21214417849914047,0.14069257172448416,0.17405185132402462,0.13957210857773283,0.04290066808766313
2013-05-31,0.1827343869359449,0.12145439518470083,0.21415921201367638,0.16195907086594566,0.16860808316167225,0.1510848518380599,2.220446049250313e-16
2013-06-07,0.1827343869359449,0.12145439518470083,0.21415921201367638,0.16195907086594566,0.16860808316167225,0.1510848518380599,2.220446049250313e-16
2013-06-14,0.1827343869359449,0.12145439518470083,0.21415921201367638,0.16195907086594566,0.16860808316167225,0.1510848518380599,2.220446049250313e-16
2013-06-21,0.1827343869359449,0.12145439518470083,0.21415921201367638,0.16195907086594566,0.16860808316167225,0.1510848518380599,2.220446049250313e-16
2013-06-28,0.11663297480862642,0.13151446262604188,0.1608246962242738,0.19165480158794204,0.1341174640374807,0.10276971160523304,0.16248588911040207
2013-07-05,0.11663297480862642,0.13151446262604188,0.1608246962242738,0.19165480158794204,0.1341174640374807,0.10276971160523304,0.16248588911040207
