,dual_momentum_topn,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,cash::BIL
2011-01-07,0.2232719137298093,0.3717900207774395,0.29003991565274034,0.11489814984001066,2.220446049250313e-16
2011-01-14,0.2232719137298093,0.3717900207774395,0.29003991565274034,0.11489814984001066,2.220446049250313e-16
2011-01-21,0.2232719137298093,0.3717900207774395,0.29003991565274034,0.11489814984001066,2.220446049250313e-16
2011-01-28,0.2046923891439556,0.3450382464398772,0.2813102545955797,0.10895910982058751,0.06000000000000005
2011-02-04,0.2046923891439556,0.3450382464398772,0.2813102545955797,0.10895910982058751,0.06000000000000005
2011-02-11,0.2046923891439556,0.3450382464398772,0.2813102545955797,0.10895910982058751,0.06000000000000005
2011-02-18,0.2046923891439556,0.3450382464398772,0.2813102545955797,0.10895910982058751,0.06000000000000005
2011-02-25,0.20199688002130992,0.343869418742295,0.2846475428154469,0.10948615842094817,0.06000000000000005
2011-03-04,0.20199688002130992,0.343869418742295,0.2846475428154469,0.10948615842094817,0.06000000000000005
2011-03-11,0.20199688002130992,0.343869418742295,0.2846475428154469,0.10948615842094817,0.06000000000000005
2011-03-18,0.20199688002130992,0.343869418742295,0.2846475428154469,0.10948615842094817,0.06000000000000005
2011-03-25,0.20128583739838232,0.34460465423142633,0.28408309447213376,0.11002641389805765,0.05999999999999994
2011-04-01,0.20128583739838232,0.34460465423142633,0.28408309447213376,0.11002641389805765,0.05999999999999994
2011-04-08,0.20128583739838232,0.34460465423142633,0.28408309447213376,0.11002641389805765,0.05999999999999994
2011-04-15,0.20128583739838232,0.34460465423142633,0.28408309447213376,0.11002641389805765,0.05999999999999994
2011-04-22,0.20128583739838232,0.34460465423142633,0.28408309447213376,0.11002641389805765,0.05999999999999994
2011-04-29,0.22035939051380854,0.39088919126691124,0.276413962754767,0.11233745546451328,0.0
2011-05-06,0.22035939051380854,0.39088919126691124,0.276413962754767,0.11233745546451328,0.0
2011-05-13,0.22035939051380854,0.39088919126691124,0.276413962754767,0.11233745546451328,0.0
2011-05-20,0.22035939051380854,0.39088919126691124,0.276413962754767,0.11233745546451328,0.0
2011-05-27,0.21973513325482782,0.39084784792038946,0.27737673748866704,0.11204028133611571,0.0
2011-06-03,0.21973513325482782,0.39084784792038946,0.27737673748866704,0.11204028133611571,0.0
2011-06-10,0.21973513325482782,0.39084784792038946,0.27737673748866704,0.11204028133611571,0.0
2011-06-17,0.21973513325482782,0.39084784792038946,0.27737673748866704,0.11204028133611571,0.0
2011-06-24,0.21330572706541015,0.3847989127847452,0.28569758146374546,0.11619777868609925,0.0
2011-07-01,0.21330572706541015,0.3847989127847452,0.28569758146374546,0.11619777868609925,0.0
2011-07-08,0.21330572706541015,0.3847989127847452,0.28569758146374546,0.11619777868609925,0.0
2011-07-15,0.21330572706541015,0.3847989127847452,0.28569758146374546,0.11619777868609925,0.0
2011-07-22,0.21330572706541015,0.3847989127847452,0.28569758146374546,0.11619777868609925,0.0
2011-07-29,0.20709952822089275,0.3991820733982326,0.2688743448666857,0.12484405351418895,0.0
2011-08-05,0.20709952822089275,0.3991820733982326,0.2688743448666857,0.12484405351418895,0.0
2011-08-12,0.20709952822089275,0.3991820733982326,0.2688743448666857,0.12484405351418895,0.0
2011-08-19,0.20709952822089275,0.3991820733982326,0.2688743448666857,0.12484405351418895,0.0
2011-08-26,0.0785632466894134,0.15216717628689128,0.11491183822651817,0.054357738797177216,0.5999999999999999
2011-09-02,0.0785632466894134,0.15216717628689128,0.11491183822651817,0.054357738797177216,0.5999999999999999
2011-09-09,0.0785632466894134,0.15216717628689128,0.11491183822651817,0.054357738797177216,0.5999999999999999
2011-09-16,0.0785632466894134,0.15216717628689128,0.11491183822651817,0.054357738797177216,0.5999999999999999
2011-09-23,0.0785632466894134,0.15216717628689128,0.11491183822651817,0.054357738797177216,0.5999999999999999
2011-09-30,0.0730401199363646,0.14830654014147923,0.11928446830979995,0.0593688716123563,0.5999999999999999
2011-10-07,0.0730401199363646,0.14830654014147923,0.11928446830979995,0.0593688716123563,0.5999999999999999
2011-10-14,0.0730401199363646,0.14830654014147923,0.11928446830979995,0.0593688716123563,0.5999999999999999
2011-10-21,0.0730401199363646,0.14830654014147923,0.11928446830979995,0.0593688716123563,0.5999999999999999
2011-10-28,0.06899199451939385,0.14424786312253915,0.12095363872895314,0.06580650362911392,0.6
2011-11-04,0.06899199451939385,0.14424786312253915,0.12095363872895314,0.06580650362911392,0.6
2011-11-11,0.06899199451939385,0.14424786312253915,0.12095363872895314,0.06580650362911392,0.6
2011-11-18,0.06899199451939385,0.14424786312253915,0.12095363872895314,0.06580650362911392,0.6
2011-11-25,0.1331916726278363,0.28053486369505365,0.24082266665469987,0.1454507970224103,0.19999999999999996
2011-12-02,0.1331916726278363,0.28053486369505365,0.24082266665469987,0.1454507970224103,0.19999999999999996
2011-12-09,0.1331916726278363,0.28053486369505365,0.24082266665469987,0.1454507970224103,0.19999999999999996
2011-12-16,0.1331916726278363,0.28053486369505365,0.24082266665469987,0.1454507970224103,0.19999999999999996
2011-12-23,0.1331916726278363,0.28053486369505365,0.24082266665469987,0.1454507970224103,0.19999999999999996
2011-12-30,0.13020857236554662,0.2798212395736923,0.23501198261705591,0.15495820544370523,0.19999999999999996
2012-01-06,0.13020857236554662,0.2798212395736923,0.23501198261705591,0.15495820544370523,0.19999999999999996
2012-01-13,0.13020857236554662,0.2798212395736923,0.23501198261705591,0.15495820544370523,0.19999999999999996
2012-01-20,0.13020857236554662,0.2798212395736923,0.23501198261705591,0.15495820544370523,0.19999999999999996
2012-01-27,0.15886528204797717,0.3500994702149192,0.25476668215826037,0.19626856557884326,0.040000000000000036
2012-02-03,0.15886528204797717,0.3500994702149192,0.25476668215826037,0.19626856557884326,0.040000000000000036
2012-02-10,0.15886528204797717,0.3500994702149192,0.25476668215826037,0.19626856557884326,0.040000000000000036
2012-02-17,0.15886528204797717,0.3500994702149192,0.25476668215826037,0.19626856557884326,0.040000000000000036
2012-02-24,0.15137885919528493,0.3572152705061514,0.2228214544714753,0.1885844158270884,0.07999999999999996
2012-03-02,0.15137885919528493,0.3572152705061514,0.2228214544714753,0.1885844158270884,0.07999999999999996
2012-03-09,0.15137885919528493,0.3572152705061514,0.2228214544714753,0.1885844158270884,0.07999999999999996
2012-03-16,0.15137885919528493,0.3572152705061514,0.2228214544714753,0.1885844158270884,0.07999999999999996
2012-03-23,0.15137885919528493,0.3572152705061514,0.2228214544714753,0.1885844158270884,0.07999999999999996
2012-03-30,0.14822826615946424,0.34933890834723075,0.23784576620348916,0.2045870592898158,0.06000000000000005
2012-04-06,0.14822826615946424,0.34933890834723075,0.23784576620348916,0.2045870592898158,0.06000000000000005
2012-04-13,0.14822826615946424,0.34933890834723075,0.23784576620348916,0.2045870592898158,0.06000000000000005
2012-04-20,0.14822826615946424,0.34933890834723075,0.23784576620348916,0.2045870592898158,0.06000000000000005
2012-04-27,0.14446284029355058,0.3399091041660067,0.24343170491557808,0.2121963506248645,0.06000000000000005
2012-05-04,0.14446284029355058,0.3399091041660067,0.24343170491557808,0.2121963506248645,0.06000000000000005
2012-05-11,0.14446284029355058,0.3399091041660067,0.24343170491557808,0.2121963506248645,0.06000000000000005
2012-05-18,0.14446284029355058,0.3399091041660067,0.24343170491557808,0.2121963506248645,0.06000000000000005
2012-05-25,0.12178534275635092,0.28508560235319486,0.2106162183413164,0.18251283654913797,0.19999999999999984
2012-06-01,0.12178534275635092,0.28508560235319486,0.2106162183413164,0.18251283654913797,0.19999999999999984
2012-06-08,0.12178534275635092,0.28508560235319486,0.2106162183413164,0.18251283654913797,0.19999999999999984
2012-06-15,0.12178534275635092,0.28508560235319486,0.2106162183413164,0.18251283654913797,0.19999999999999984
2012-06-22,0.12178534275635092,0.28508560235319486,0.2106162183413164,0.18251283654913797,0.19999999999999984
2012-06-29,0.14197191833971554,0.3313584222187137,0.24927855393246068,0.21739110550911006,0.06000000000000005
2012-07-06,0.14197191833971554,0.3313584222187137,0.24927855393246068,0.21739110550911006,0.06000000000000005
2012-07-13,0.14197191833971554,0.3313584222187137,0.24927855393246068,0.21739110550911006,0.06000000000000005
2012-07-20,0.14197191833971554,0.3313584222187137,0.24927855393246068,0.21739110550911006,0.06000000000000005
2012-07-27,0.15551371032269384,0.3679349652856986,0.23913427879936072,0.23741704559224686,0.0
2012-08-03,0.15551371032269384,0.3679349652856986,0.23913427879936072,0.23741704559224686,0.0
2012-08-10,0.15551371032269384,0.3679349652856986,0.23913427879936072,0.23741704559224686,0.0
2012-08-17,0.15551371032269384,0.3679349652856986,0.23913427879936072,0.23741704559224686,0.0
2012-08-24,0.15551371032269384,0.3679349652856986,0.23913427879936072,0.23741704559224686,0.0
2012-08-31,0.15397884279715066,0.3646893250937094,0.2386955752191494,0.24263625688999058,0.0
2012-09-07,0.15397884279715066,0.3646893250937094,0.2386955752191494,0.24263625688999058,0.0
2012-09-14,0.15397884279715066,0.3646893250937094,0.2386955752191494,0.24263625688999058,0.0
2012-09-21,0.15397884279715066,0.3646893250937094,0.2386955752191494,0.24263625688999058,0.0
2012-09-28,0.15034157618400928,0.35651778993464234,0.23730548851961492,0.2558351453617335,0.0
2012-10-05,0.15034157618400928,0.35651778993464234,0.23730548851961492,0.2558351453617335,0.0
2012-10-12,0.15034157618400928,0.35651778993464234,0.23730548851961492,0.2558351453617335,0.0
2012-10-19,0.15034157618400928,0.35651778993464234,0.23730548851961492,0.2558351453617335,0.0
2012-10-26,0.14766713264598785,0.3510705806319888,0.23709378311157478,0.26416850361044864,0.0
2012-11-02,0.14766713264598785,0.3510705806319888,0.23709378311157478,0.26416850361044864,0.0
2012-11-09,0.14766713264598785,0.3510705806319888,0.23709378311157478,0.26416850361044864,0.0
2012-11-16,0.14766713264598785,0.3510705806319888,0.23709378311157478,0.26416850361044864,0.0
2012-11-23,0.14766713264598785,0.3510705806319888,0.23709378311157478,0.26416850361044864,0.0
2012-11-30,0.14974424099232306,0.3451443661608953,0.2373428611074965,0.26776853173928516,0.0
2012-12-07,0.14974424099232306,0.3451443661608953,0.2373428611074965,0.26776853173928516,0.0
2012-12-14,0.14974424099232306,0.3451443661608953,0.2373428611074965,0.26776853173928516,0.0
2012-12-21,0.14974424099232306,0.3451443661608953,0.2373428611074965,0.26776853173928516,0.0
2012-12-28,0.1483800907372123,0.34104024487694545,0.2406513812090849,0.26992828317675727,0.0
2013-01-04,0.1483800907372123,0.34104024487694545,0.2406513812090849,0.26992828317675727,0.0
2013-01-11,0.1483800907372123,0.34104024487694545,0.2406513812090849,0.26992828317675727,0.0
2013-01-18,0.1483800907372123,0.34104024487694545,0.2406513812090849,0.26992828317675727,0.0
2013-01-25,0.145043874969258,0.3373658677520803,0.2422028658355072,0.2753873914431545,0.0
2013-02-01,0.145043874969258,0.3373658677520803,0.2422028658355072,0.2753873914431545,0.0
2013-02-08,0.145043874969258,0.3373658677520803,0.2422028658355072,0.2753873914431545,0.0
2013-02-15,0.145043874969258,0.3373658677520803,0.2422028658355072,0.2753873914431545,0.0
2013-02-22,0.1422013408082313,0.33963419792794564,0.244085513510478,0.27407894775334507,0.0
2013-03-01,0.1422013408082313,0.33963419792794564,0.244085513510478,0.27407894775334507,0.0
2013-03-08,0.1422013408082313,0.33963419792794564,0.244085513510478,0.27407894775334507,0.0
2013-03-15,0.1422013408082313,0.33963419792794564,0.244085513510478,0.27407894775334507,0.0
2013-03-22,0.1422013408082313,0.33963419792794564,0.244085513510478,0.27407894775334507,0.0
2013-03-29,0.14253757275931955,0.33962721377450195,0.24467751065367213,0.27315770281250645,0.0
2013-04-05,0.14253757275931955,0.33962721377450195,0.24467751065367213,0.27315770281250645,0.0
2013-04-12,0.14253757275931955,0.33962721377450195,0.24467751065367213,0.27315770281250645,0.0
2013-04-19,0.14253757275931955,0.33962721377450195,0.24467751065367213,0.27315770281250645,0.0
2013-04-26,0.13133296956141993,0.3105156298059962,0.23574717061137831,0.26240423002120566,0.05999999999999983
2013-05-03,0.13133296956141993,0.3105156298059962,0.23574717061137831,0.26240423002120566,0.05999999999999983
2013-05-10,0.13133296956141993,0.3105156298059962,0.23574717061137831,0.26240423002120566,0.05999999999999983
2013-05-17,0.13133296956141993,0.3105156298059962,0.23574717061137831,0.26240423002120566,0.05999999999999983
2013-05-24,0.13133296956141993,0.3105156298059962,0.23574717061137831,0.26240423002120566,0.05999999999999983
2013-05-31,0.13706322276208752,0.3213524907477081,0.2626540866475873,0.2789301998426171,0.0
2013-06-07,0.13706322276208752,0.3213524907477081,0.2626540866475873,0.2789301998426171,0.0
2013-06-14,0.13706322276208752,0.3213524907477081,0.2626540866475873,0.2789301998426171,0.0
2013-06-21,0.13706322276208752,0.3213524907477081,0.2626540866475873,0.2789301998426171,0.0
2013-06-28,0.10797399699331307,0.24472633976896133,0.23140265469054777,0.21589700854717792,0.19999999999999996
2013-07-05,0.10797399699331307,0.24472633976896133,0.23140265469054777,0.21589700854717792,0.19999999999999996
2013-07-12,0.10797399699331307,0.24472633976896133,0.23140265469054777,0.21589700854717792,0.19999999999999996
2013-07-19,0.10797399699331307,0.24472633976896133,0.23140265469054777,0.21589700854717792,0.19999999999999996
2013-07-26,0.12599119840871356,0.27537960977887144,0.2919088118654852,0.24672037994692975,0.06000000000000005
2013-08-02,0.12599119840871356,0.27537960977887144,0.2919088118654852,0.24672037994692975,0.06000000000000005
2013-08-09,0.12599119840871356,0.27537960977887144,0.2919088118654852,0.24672037994692975,0.06000000000000005
2013-08-16,0.12599119840871356,0.27537960977887144,0.2919088118654852,0.24672037994692975,0.06000000000000005
2013-08-23,0.12599119840871356,0.27537960977887144,0.2919088118654852,0.24672037994692975,0.06000000000000005
2013-08-30,0.1075699328172398,0.22778003350627807,0.25903549978691215,0.20561453388957,0.20000000000000007
2013-09-06,0.1075699328172398,0.22778003350627807,0.25903549978691215,0.20561453388957,0.20000000000000007
2013-09-13,0.1075699328172398,0.22778003350627807,0.25903549978691215,0.20561453388957,0.20000000000000007
2013-09-20,0.1075699328172398,0.22778003350627807,0.25903549978691215,0.20561453388957,0.20000000000000007
2013-09-27,0.1078145611306058,0.2239809558336599,0.2647929559083081,0.20341152712742636,0.19999999999999984
2013-10-04,0.1078145611306058,0.2239809558336599,0.2647929559083081,0.20341152712742636,0.19999999999999984
2013-10-11,0.1078145611306058,0.2239809558336599,0.2647929559083081,0.20341152712742636,0.19999999999999984
2013-10-18,0.1078145611306058,0.2239809558336599,0.2647929559083081,0.20341152712742636,0.19999999999999984
2013-10-25,0.1268766961415793,0.2599809940864373,0.31377445707641294,0.23936785269557034,0.06000000000000005
2013-11-01,0.1268766961415793,0.2599809940864373,0.31377445707641294,0.23936785269557034,0.06000000000000005
2013-11-08,0.1268766961415793,0.2599809940864373,0.31377445707641294,0.23936785269557034,0.06000000000000005
2013-11-15,0.1268766961415793,0.2599809940864373,0.31377445707641294,0.23936785269557034,0.06000000000000005
2013-11-22,0.1268766961415793,0.2599809940864373,0.31377445707641294,0.23936785269557034,0.06000000000000005
2013-11-29,0.1262453298828838,0.25508403959456566,0.3201767716744556,0.2384938588480949,0.06000000000000005
2013-12-06,0.1262453298828838,0.25508403959456566,0.3201767716744556,0.2384938588480949,0.06000000000000005
2013-12-13,0.1262453298828838,0.25508403959456566,0.3201767716744556,0.2384938588480949,0.06000000000000005
2013-12-20,0.1262453298828838,0.25508403959456566,0.3201767716744556,0.2384938588480949,0.06000000000000005
2013-12-27,0.12619821751990498,0.2508142997642453,0.3258769281661914,0.23711055454965826,0.06000000000000005
2014-01-03,0.12619821751990498,0.2508142997642453,0.3258769281661914,0.23711055454965826,0.06000000000000005
2014-01-10,0.12619821751990498,0.2508142997642453,0.3258769281661914,0.23711055454965826,0.06000000000000005
2014-01-17,0.12619821751990498,0.2508142997642453,0.3258769281661914,0.23711055454965826,0.06000000000000005
2014-01-24,0.12619821751990498,0.2508142997642453,0.3258769281661914,0.23711055454965826,0.06000000000000005
2014-01-31,0.12573622470825774,0.2475079463744755,0.33062690194093636,0.23612892697633028,0.060000000000000164
2014-02-07,0.12573622470825774,0.2475079463744755,0.33062690194093636,0.23612892697633028,0.060000000000000164
2014-02-14,0.12573622470825774,0.2475079463744755,0.33062690194093636,0.23612892697633028,0.060000000000000164
2014-02-21,0.12573622470825774,0.2475079463744755,0.33062690194093636,0.23612892697633028,0.060000000000000164
2014-02-28,0.12498839359951627,0.2435989817681898,0.33652058057625983,0.23489204405603403,0.06000000000000005
2014-03-07,0.12498839359951627,0.2435989817681898,0.33652058057625983,0.23489204405603403,0.06000000000000005
2014-03-14,0.12498839359951627,0.2435989817681898,0.33652058057625983,0.23489204405603403,0.06000000000000005
2014-03-21,0.12498839359951627,0.2435989817681898,0.33652058057625983,0.23489204405603403,0.06000000000000005
2014-03-28,0.12361470652912115,0.2392753392009165,0.3417511991504985,0.23535875511946378,0.06000000000000005
2014-04-04,0.12361470652912115,0.2392753392009165,0.3417511991504985,0.23535875511946378,0.06000000000000005
2014-04-11,0.12361470652912115,0.2392753392009165,0.3417511991504985,0.23535875511946378,0.06000000000000005
2014-04-18,0.12361470652912115,0.2392753392009165,0.3417511991504985,0.23535875511946378,0.06000000000000005
2014-04-25,0.13373639571069085,0.2516290349765192,0.34346649257831086,0.2311680767344791,0.040000000000000036
2014-05-02,0.13373639571069085,0.2516290349765192,0.34346649257831086,0.2311680767344791,0.040000000000000036
2014-05-09,0.13373639571069085,0.2516290349765192,0.34346649257831086,0.2311680767344791,0.040000000000000036
2014-05-16,0.13373639571069085,0.2516290349765192,0.34346649257831086,0.2311680767344791,0.040000000000000036
2014-05-23,0.13373639571069085,0.2516290349765192,0.34346649257831086,0.2311680767344791,0.040000000000000036
2014-05-30,0.13804008033913412,0.2513350104392887,0.3192270926126686,0.21139781660890877,0.07999999999999985
2014-06-06,0.13804008033913412,0.2513350104392887,0.3192270926126686,0.21139781660890877,0.07999999999999985
2014-06-13,0.13804008033913412,0.2513350104392887,0.3192270926126686,0.21139781660890877,0.07999999999999985
2014-06-20,0.13804008033913412,0.2513350104392887,0.3192270926126686,0.21139781660890877,0.07999999999999985
2014-06-27,0.1447988469234463,0.2557599595333959,0.36437330710739263,0.23506788643576512,0.0
2014-07-04,0.1447988469234463,0.2557599595333959,0.36437330710739263,0.23506788643576512,0.0
2014-07-11,0.1447988469234463,0.2557599595333959,0.36437330710739263,0.23506788643576512,0.0
2014-07-18,0.1447988469234463,0.2557599595333959,0.36437330710739263,0.23506788643576512,0.0
2014-07-25,0.14392360490099806,0.23863272585306897,0.3886788536673509,0.22876481557858208,0.0
2014-08-01,0.14392360490099806,0.23863272585306897,0.3886788536673509,0.22876481557858208,0.0
2014-08-08,0.14392360490099806,0.23863272585306897,0.3886788536673509,0.22876481557858208,0.0
2014-08-15,0.14392360490099806,0.23863272585306897,0.3886788536673509,0.22876481557858208,0.0
2014-08-22,0.14392360490099806,0.23863272585306897,0.3886788536673509,0.22876481557858208,0.0
2014-08-29,0.14225180659034792,0.23445698114878924,0.3895905391161433,0.23370067314471948,0.0
2014-09-05,0.14225180659034792,0.23445698114878924,0.3895905391161433,0.23370067314471948,0.0
2014-09-12,0.14225180659034792,0.23445698114878924,0.3895905391161433,0.23370067314471948,0.0
2014-09-19,0.14225180659034792,0.23445698114878924,0.3895905391161433,0.23370067314471948,0.0
2014-09-26,0.15074790423422385,0.2485004441735167,0.37190672424072785,0.22884492735153156,0.0
2014-10-03,0.15074790423422385,0.2485004441735167,0.37190672424072785,0.22884492735153156,0.0
2014-10-10,0.15074790423422385,0.2485004441735167,0.37190672424072785,0.22884492735153156,0.0
2014-10-17,0.15074790423422385,0.2485004441735167,0.37190672424072785,0.22884492735153156,0.0
2014-10-24,0.15074790423422385,0.2485004441735167,0.37190672424072785,0.22884492735153156,0.0
2014-10-31,0.16686847097073285,0.27169171424146643,0.31767527097507453,0.20376454381272624,0.039999999999999925
2014-11-07,0.16686847097073285,0.27169171424146643,0.31767527097507453,0.20376454381272624,0.039999999999999925
2014-11-14,0.16686847097073285,0.27169171424146643,0.31767527097507453,0.20376454381272624,0.039999999999999925
2014-11-21,0.16686847097073285,0.27169171424146643,0.31767527097507453,0.20376454381272624,0.039999999999999925
2014-11-28,0.16067485626469707,0.26431014476351594,0.3122999733720076,0.20271502559977936,0.06000000000000005
2014-12-05,0.16067485626469707,0.26431014476351594,0.3122999733720076,0.20271502559977936,0.06000000000000005
2014-12-12,0.16067485626469707,0.26431014476351594,0.3122999733720076,0.20271502559977936,0.06000000000000005
2014-12-19,0.16067485626469707,0.26431014476351594,0.3122999733720076,0.20271502559977936,0.06000000000000005
2014-12-26,0.13569096036363137,0.22397483572980784,0.2668428493452435,0.17349135456131737,0.19999999999999996
2015-01-02,0.13569096036363137,0.22397483572980784,0.2668428493452435,0.17349135456131737,0.19999999999999996
2015-01-09,0.13569096036363137,0.22397483572980784,0.2668428493452435,0.17349135456131737,0.19999999999999996
2015-01-16,0.13569096036363137,0.22397483572980784,0.2668428493452435,0.17349135456131737,0.19999999999999996
2015-01-23,0.13569096036363137,0.22397483572980784,0.2668428493452435,0.17349135456131737,0.19999999999999996
2015-01-30,0.17270399697623445,0.2811166565608488,0.3101781707414892,0.1960011757214276,0.039999999999999925
2015-02-06,0.17270399697623445,0.2811166565608488,0.3101781707414892,0.1960011757214276,0.039999999999999925
2015-02-13,0.17270399697623445,0.2811166565608488,0.3101781707414892,0.1960011757214276,0.039999999999999925
2015-02-20,0.17270399697623445,0.2811166565608488,0.3101781707414892,0.1960011757214276,0.039999999999999925
2015-02-27,0.17428384549782525,0.2811571583335344,0.2869737195805155,0.17758527658812492,0.07999999999999985
2015-03-06,0.17428384549782525,0.2811571583335344,0.2869737195805155,0.17758527658812492,0.07999999999999985
2015-03-13,0.17428384549782525,0.2811571583335344,0.2869737195805155,0.17758527658812492,0.07999999999999985
2015-03-20,0.17428384549782525,0.2811571583335344,0.2869737195805155,0.17758527658812492,0.07999999999999985
2015-03-27,0.16922625984606351,0.27656862536888666,0.307443422836448,0.18676169194860173,0.060000000000000164
2015-04-03,0.16922625984606351,0.27656862536888666,0.307443422836448,0.18676169194860173,0.060000000000000164
2015-04-10,0.16922625984606351,0.27656862536888666,0.307443422836448,0.18676169194860173,0.060000000000000164
2015-04-17,0.16922625984606351,0.27656862536888666,0.307443422836448,0.18676169194860173,0.060000000000000164
2015-04-24,0.17288522619989244,0.2852328505515979,0.3126476361512283,0.18923428709728127,0.040000000000000036
2015-05-01,0.17288522619989244,0.2852328505515979,0.3126476361512283,0.18923428709728127,0.040000000000000036
2015-05-08,0.17288522619989244,0.2852328505515979,0.3126476361512283,0.18923428709728127,0.040000000000000036
2015-05-15,0.17288522619989244,0.2852328505515979,0.3126476361512283,0.18923428709728127,0.040000000000000036
2015-05-22,0.17288522619989244,0.2852328505515979,0.3126476361512283,0.18923428709728127,0.040000000000000036
2015-05-29,0.16083054858227616,0.26988657847760744,0.31553199038920643,0.19375088255090991,0.06000000000000005
2015-06-05,0.16083054858227616,0.26988657847760744,0.31553199038920643,0.19375088255090991,0.06000000000000005
2015-06-12,0.16083054858227616,0.26988657847760744,0.31553199038920643,0.19375088255090991,0.06000000000000005
2015-06-19,0.16083054858227616,0.26988657847760744,0.31553199038920643,0.19375088255090991,0.06000000000000005
2015-06-26,0.13233409370939161,0.22441076296547485,0.27320418926177076,0.1700509540633628,0.19999999999999996
2015-07-03,0.13233409370939161,0.22441076296547485,0.27320418926177076,0.1700509540633628,0.19999999999999996
2015-07-10,0.13233409370939161,0.22441076296547485,0.27320418926177076,0.1700509540633628,0.19999999999999996
2015-07-17,0.13233409370939161,0.22441076296547485,0.27320418926177076,0.1700509540633628,0.19999999999999996
2015-07-24,0.13233409370939161,0.22441076296547485,0.27320418926177076,0.1700509540633628,0.19999999999999996
2015-07-31,0.13011991551395347,0.222031899710164,0.27312689365386683,0.17472129112201573,0.19999999999999996
2015-08-07,0.13011991551395347,0.222031899710164,0.27312689365386683,0.17472129112201573,0.19999999999999996
2015-08-14,0.13011991551395347,0.222031899710164,0.27312689365386683,0.17472129112201573,0.19999999999999996
2015-08-21,0.13011991551395347,0.222031899710164,0.27312689365386683,0.17472129112201573,0.19999999999999996
2015-08-28,0.06333878215497142,0.11037972529386984,0.1392300950427064,0.0870513975084524,0.6
2015-09-04,0.06333878215497142,0.11037972529386984,0.1392300950427064,0.0870513975084524,0.6
2015-09-11,0.06333878215497142,0.11037972529386984,0.1392300950427064,0.0870513975084524,0.6
2015-09-18,0.06333878215497142,0.11037972529386984,0.1392300950427064,0.0870513975084524,0.6
2015-09-25,0.06217986931115156,0.10952460493347896,0.1410462836497927,0.08724924210557683,0.6
2015-10-02,0.06217986931115156,0.10952460493347896,0.1410462836497927,0.08724924210557683,0.6
2015-10-09,0.06217986931115156,0.10952460493347896,0.1410462836497927,0.08724924210557683,0.6
2015-10-16,0.06217986931115156,0.10952460493347896,0.1410462836497927,0.08724924210557683,0.6
2015-10-23,0.06217986931115156,0.10952460493347896,0.1410462836497927,0.08724924210557683,0.6
2015-10-30,0.12776024212296241,0.22392804054556814,0.27706984154760617,0.17124187578386335,0.19999999999999996
2015-11-06,0.12776024212296241,0.22392804054556814,0.27706984154760617,0.17124187578386335,0.19999999999999996
2015-11-13,0.12776024212296241,0.22392804054556814,0.27706984154760617,0.17124187578386335,0.19999999999999996
2015-11-20,0.12776024212296241,0.22392804054556814,0.27706984154760617,0.17124187578386335,0.19999999999999996
2015-11-27,0.12964950330269537,0.2286257946225037,0.2759600976699611,0.16576460440483987,0.19999999999999996
2015-12-04,0.12964950330269537,0.2286257946225037,0.2759600976699611,0.16576460440483987,0.19999999999999996
2015-12-11,0.12964950330269537,0.2286257946225037,0.2759600976699611,0.16576460440483987,0.19999999999999996
2015-12-18,0.12964950330269537,0.2286257946225037,0.2759600976699611,0.16576460440483987,0.19999999999999996
2015-12-25,0.06413445721529416,0.11225127644117626,0.14226349578113048,0.08135077056239909,0.6000000000000001
2016-01-01,0.06413445721529416,0.11225127644117626,0.14226349578113048,0.08135077056239909,0.6000000000000001
2016-01-08,0.06413445721529416,0.11225127644117626,0.14226349578113048,0.08135077056239909,0.6000000000000001
2016-01-15,0.06413445721529416,0.11225127644117626,0.14226349578113048,0.08135077056239909,0.6000000000000001
2016-01-22,0.06413445721529416,0.11225127644117626,0.14226349578113048,0.08135077056239909,0.6000000000000001
2016-01-29,0.06133930446064392,0.11189454540844626,0.1457410098850004,0.08102514024590944,0.6
2016-02-05,0.06133930446064392,0.11189454540844626,0.1457410098850004,0.08102514024590944,0.6
2016-02-12,0.06133930446064392,0.11189454540844626,0.1457410098850004,0.08102514024590944,0.6
2016-02-19,0.06133930446064392,0.11189454540844626,0.1457410098850004,0.08102514024590944,0.6
2016-02-26,0.05970562333779122,0.11119634642944143,0.14835595219231174,0.08074207804045566,0.6
2016-03-04,0.05970562333779122,0.11119634642944143,0.14835595219231174,0.08074207804045566,0.6
2016-03-11,0.05970562333779122,0.11119634642944143,0.14835595219231174,0.08074207804045566,0.6
2016-03-18,0.05970562333779122,0.11119634642944143,0.14835595219231174,0.08074207804045566,0.6
2016-03-25,0.12184311304513429,0.22886203946821604,0.29183147570449725,0.15746337178215253,0.19999999999999996
2016-04-01,0.12184311304513429,0.22886203946821604,0.29183147570449725,0.15746337178215253,0.19999999999999996
2016-04-08,0.12184311304513429,0.22886203946821604,0.29183147570449725,0.15746337178215253,0.19999999999999996
2016-04-15,0.12184311304513429,0.22886203946821604,0.29183147570449725,0.15746337178215253,0.19999999999999996
2016-04-22,0.12184311304513429,0.22886203946821604,0.29183147570449725,0.15746337178215253,0.19999999999999996
2016-04-29,0.15940603380474683,0.29733938010762617,0.3267334706597396,0.1765211154278874,0.040000000000000036
