,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top3_strict_sector_sleeve,cash::BIL
2009-03-20,0.05235511758557502,0.05420338275131664,0.12712400198945698,0.0226918979530058,0.10761365890845553,0.03601194059260857,2.1958147151578217e-10,0.6
2009-03-27,0.054279939731712995,0.054026037826651524,0.12599362592580457,0.021886426707289085,0.10814557550420326,0.03566839421650604,8.783258860631286e-11,0.5999999999999999
2009-04-03,0.054279939731712995,0.054026037826651524,0.12599362592580457,0.021886426707289085,0.10814557550420326,0.03566839421650604,8.783258860631286e-11,0.5999999999999999
2009-04-10,0.054279939731712995,0.054026037826651524,0.12599362592580457,0.021886426707289085,0.10814557550420326,0.03566839421650604,8.783258860631286e-11,0.5999999999999999
2009-04-17,0.054279939731712995,0.054026037826651524,0.12599362592580457,0.021886426707289085,0.10814557550420326,0.03566839421650604,8.783258860631286e-11,0.5999999999999999
2009-04-24,0.10543240420488967,0.11713881261341333,0.250478412808724,0.04319985832055418,0.2052004820577782,0.0785500299243745,7.026607088505026e-11,0.19999999999999996
2009-05-01,0.10543240420488967,0.11713881261341333,0.250478412808724,0.04319985832055418,0.2052004820577782,0.0785500299243745,7.026607088505026e-11,0.19999999999999996
2009-05-08,0.10543240420488967,0.11713881261341333,0.250478412808724,0.04319985832055418,0.2052004820577782,0.0785500299243745,7.026607088505026e-11,0.19999999999999996
2009-05-15,0.10543240420488967,0.11713881261341333,0.250478412808724,0.04319985832055418,0.2052004820577782,0.0785500299243745,7.026607088505026e-11,0.19999999999999996
2009-05-22,0.10543240420488967,0.11713881261341333,0.250478412808724,0.04319985832055418,0.2052004820577782,0.0785500299243745,7.026607088505026e-11,0.19999999999999996
2009-05-29,0.1256261080835854,0.13445780650195724,0.2841124187962943,0.050576369518776365,0.21643990868848054,0.08878738837928651,3.161973189827262e-11,0.09999999999999998
2009-06-05,0.1256261080835854,0.13445780650195724,0.2841124187962943,0.050576369518776365,0.21643990868848054,0.08878738837928651,3.161973189827262e-11,0.09999999999999998
2009-06-12,0.1256261080835854,0.13445780650195724,0.2841124187962943,0.050576369518776365,0.21643990868848054,0.08878738837928651,3.161973189827262e-11,0.09999999999999998
2009-06-19,0.1256261080835854,0.13445780650195724,0.2841124187962943,0.050576369518776365,0.21643990868848054,0.08878738837928651,3.161973189827262e-11,0.09999999999999998
2009-06-26,0.12380364473484025,0.13183961057179622,0.21362284594767467,0.13327126507021336,0.268268627026,0.11323879893957635,6.902938803747337e-12,0.015955207702996188
2009-07-03,0.12380364473484025,0.13183961057179622,0.21362284594767467,0.13327126507021336,0.268268627026,0.11323879893957635,6.902938803747337e-12,0.015955207702996188
2009-07-10,0.12380364473484025,0.13183961057179622,0.21362284594767467,0.13327126507021336,0.268268627026,0.11323879893957635,6.902938803747337e-12,0.015955207702996188
2009-07-17,0.12380364473484025,0.13183961057179622,0.21362284594767467,0.13327126507021336,0.268268627026,0.11323879893957635,6.902938803747337e-12,0.015955207702996188
2009-07-24,0.12380364473484025,0.13183961057179622,0.21362284594767467,0.13327126507021336,0.268268627026,0.11323879893957635,6.902938803747337e-12,0.015955207702996188
2009-07-31,0.12245921839553123,0.12880188446933888,0.1913263892133905,0.1503908949738555,0.2764872115635999,0.11456557017228908,1.3782801624246815e-12,0.015968831210616652
2009-08-07,0.12245921839553123,0.12880188446933888,0.1913263892133905,0.1503908949738555,0.2764872115635999,0.11456557017228908,1.3782801624246815e-12,0.015968831210616652
2009-08-14,0.12245921839553123,0.12880188446933888,0.1913263892133905,0.1503908949738555,0.2764872115635999,0.11456557017228908,1.3782801624246815e-12,0.015968831210616652
2009-08-21,0.12245921839553123,0.12880188446933888,0.1913263892133905,0.1503908949738555,0.2764872115635999,0.11456557017228908,1.3782801624246815e-12,0.015968831210616652
2009-08-28,0.13630835206796163,0.13685288799649972,0.16320936402221264,0.11810087784961085,0.20912023159569793,0.08640828646745705,0.15000000000056024,0.0
2009-09-04,0.13630835206796163,0.13685288799649972,0.16320936402221264,0.11810087784961085,0.20912023159569793,0.08640828646745705,0.15000000000056024,0.0
2009-09-11,0.13630835206796163,0.13685288799649972,0.16320936402221264,0.11810087784961085,0.20912023159569793,0.08640828646745705,0.15000000000056024,0.0
2009-09-18,0.13630835206796163,0.13685288799649972,0.16320936402221264,0.11810087784961085,0.20912023159569793,0.08640828646745705,0.15000000000056024,0.0
2009-09-25,0.11971111125469837,0.11220627028320831,0.23237091535948207,0.040651260118058107,0.18734989649699496,0.05771054648755824,0.25,0.0
2009-10-02,0.11971111125469837,0.11220627028320831,0.23237091535948207,0.040651260118058107,0.18734989649699496,0.05771054648755824,0.25,0.0
2009-10-09,0.11971111125469837,0.11220627028320831,0.23237091535948207,0.040651260118058107,0.18734989649699496,0.05771054648755824,0.25,0.0
2009-10-16,0.11971111125469837,0.11220627028320831,0.23237091535948207,0.040651260118058107,0.18734989649699496,0.05771054648755824,0.25,0.0
2009-10-23,0.11971111125469837,0.11220627028320831,0.23237091535948207,0.040651260118058107,0.18734989649699496,0.05771054648755824,0.25,0.0
2009-10-30,0.15471928199658205,0.09946353885752159,0.23008153677613993,0.0380622308378254,0.1873865339658923,0.04028687756603879,0.24999999999999994,0.0
2009-11-06,0.15471928199658205,0.09946353885752159,0.23008153677613993,0.0380622308378254,0.1873865339658923,0.04028687756603879,0.24999999999999994,0.0
2009-11-13,0.15471928199658205,0.09946353885752159,0.23008153677613993,0.0380622308378254,0.1873865339658923,0.04028687756603879,0.24999999999999994,0.0
2009-11-20,0.15471928199658205,0.09946353885752159,0.23008153677613993,0.0380622308378254,0.1873865339658923,0.04028687756603879,0.24999999999999994,0.0
2009-11-27,0.13437812564074575,0.08701137355154769,0.26621234143440653,0.05471233446331909,0.17132420321287128,0.036361621697109665,0.25,0.0
2009-12-04,0.13437812564074575,0.08701137355154769,0.26621234143440653,0.05471233446331909,0.17132420321287128,0.036361621697109665,0.25,0.0
2009-12-11,0.13437812564074575,0.08701137355154769,0.26621234143440653,0.05471233446331909,0.17132420321287128,0.036361621697109665,0.25,0.0
2009-12-18,0.13437812564074575,0.08701137355154769,0.26621234143440653,0.05471233446331909,0.17132420321287128,0.036361621697109665,0.25,0.0
2009-12-25,0.1342715897271687,0.08628266183897429,0.2663463776310303,0.05419529637114846,0.17301072454278288,0.03589334988889542,0.25,0.0
2010-01-01,0.1342715897271687,0.08628266183897429,0.2663463776310303,0.05419529637114846,0.17301072454278288,0.03589334988889542,0.25,0.0
2010-01-08,0.1342715897271687,0.08628266183897429,0.2663463776310303,0.05419529637114846,0.17301072454278288,0.03589334988889542,0.25,0.0
2010-01-15,0.1342715897271687,0.08628266183897429,0.2663463776310303,0.05419529637114846,0.17301072454278288,0.03589334988889542,0.25,0.0
2010-01-22,0.1342715897271687,0.08628266183897429,0.2663463776310303,0.05419529637114846,0.17301072454278288,0.03589334988889542,0.25,0.0
2010-01-29,0.13475566162283847,0.08759610437256277,0.2651269869479591,0.0567242806254744,0.1686090011338408,0.03718796529732454,0.25,0.0
2010-02-05,0.13475566162283847,0.08759610437256277,0.2651269869479591,0.0567242806254744,0.1686090011338408,0.03718796529732454,0.25,0.0
2010-02-12,0.13475566162283847,0.08759610437256277,0.2651269869479591,0.0567242806254744,0.1686090011338408,0.03718796529732454,0.25,0.0
2010-02-19,0.13475566162283847,0.08759610437256277,0.2651269869479591,0.0567242806254744,0.1686090011338408,0.03718796529732454,0.25,0.0
2010-02-26,0.1593134028189387,0.10437461874632374,0.2218797177181806,0.03874311069668609,0.18344013333488404,0.04224901668498686,0.25000000000000006,0.0
2010-03-05,0.1593134028189387,0.10437461874632374,0.2218797177181806,0.03874311069668609,0.18344013333488404,0.04224901668498686,0.25000000000000006,0.0
2010-03-12,0.1593134028189387,0.10437461874632374,0.2218797177181806,0.03874311069668609,0.18344013333488404,0.04224901668498686,0.25000000000000006,0.0
2010-03-19,0.1593134028189387,0.10437461874632374,0.2218797177181806,0.03874311069668609,0.18344013333488404,0.04224901668498686,0.25000000000000006,0.0
2010-03-26,0.16166684920386817,0.1057081361628325,0.2212875604008416,0.03876928213948875,0.180687846953605,0.041880325139364,0.25,0.0
2010-04-02,0.16166684920386817,0.1057081361628325,0.2212875604008416,0.03876928213948875,0.180687846953605,0.041880325139364,0.25,0.0
2010-04-09,0.16166684920386817,0.1057081361628325,0.2212875604008416,0.03876928213948875,0.180687846953605,0.041880325139364,0.25,0.0
2010-04-16,0.16166684920386817,0.1057081361628325,0.2212875604008416,0.03876928213948875,0.180687846953605,0.041880325139364,0.25,0.0
2010-04-23,0.16166684920386817,0.1057081361628325,0.2212875604008416,0.03876928213948875,0.180687846953605,0.041880325139364,0.25,0.0
2010-04-30,0.11145906129556754,0.09416857012368396,0.1496327875938121,0.06331676531413959,0.2897063675198287,0.041716448152968155,0.25000000000000006,0.0
2010-05-07,0.11145906129556754,0.09416857012368396,0.1496327875938121,0.06331676531413959,0.2897063675198287,0.041716448152968155,0.25000000000000006,0.0
2010-05-14,0.11145906129556754,0.09416857012368396,0.1496327875938121,0.06331676531413959,0.2897063675198287,0.041716448152968155,0.25000000000000006,0.0
2010-05-21,0.11145906129556754,0.09416857012368396,0.1496327875938121,0.06331676531413959,0.2897063675198287,0.041716448152968155,0.25000000000000006,0.0
2010-05-28,0.10002142802110188,0.08632186784892058,0.17664436896936742,0.0757250860061869,0.3198112440950171,0.051476005059406096,0.09000000000000001,0.10000000000000009
2010-06-04,0.10002142802110188,0.08632186784892058,0.17664436896936742,0.0757250860061869,0.3198112440950171,0.051476005059406096,0.09000000000000001,0.10000000000000009
2010-06-11,0.10002142802110188,0.08632186784892058,0.17664436896936742,0.0757250860061869,0.3198112440950171,0.051476005059406096,0.09000000000000001,0.10000000000000009
2010-06-18,0.10002142802110188,0.08632186784892058,0.17664436896936742,0.0757250860061869,0.3198112440950171,0.051476005059406096,0.09000000000000001,0.10000000000000009
2010-06-25,0.09856382955130435,0.08923389006996485,0.19171101682709168,0.08324898382687551,0.34293899796351374,0.05830328176124991,0.03600000000000001,0.09999999999999987
2010-07-02,0.09856382955130435,0.08923389006996485,0.19171101682709168,0.08324898382687551,0.34293899796351374,0.05830328176124991,0.03600000000000001,0.09999999999999987
2010-07-09,0.09856382955130435,0.08923389006996485,0.19171101682709168,0.08324898382687551,0.34293899796351374,0.05830328176124991,0.03600000000000001,0.09999999999999987
2010-07-16,0.09856382955130435,0.08923389006996485,0.19171101682709168,0.08324898382687551,0.34293899796351374,0.05830328176124991,0.03600000000000001,0.09999999999999987
2010-07-23,0.09856382955130435,0.08923389006996485,0.19171101682709168,0.08324898382687551,0.34293899796351374,0.05830328176124991,0.03600000000000001,0.09999999999999987
2010-07-30,0.09986545699929975,0.09253732861049896,0.197871209176098,0.08509755347947102,0.35029510611027614,0.05993334562435623,0.014400000000000007,0.09999999999999987
2010-08-06,0.09986545699929975,0.09253732861049896,0.197871209176098,0.08509755347947102,0.35029510611027614,0.05993334562435623,0.014400000000000007,0.09999999999999987
2010-08-13,0.09986545699929975,0.09253732861049896,0.197871209176098,0.08509755347947102,0.35029510611027614,0.05993334562435623,0.014400000000000007,0.09999999999999987
2010-08-20,0.09986545699929975,0.09253732861049896,0.197871209176098,0.08509755347947102,0.35029510611027614,0.05993334562435623,0.014400000000000007,0.09999999999999987
2010-08-27,0.10194645578217855,0.09598887833932554,0.20087905999293804,0.08372844199546456,0.3508248048263524,0.06087235906374097,0.005760000000000003,0.09999999999999987
2010-09-03,0.10194645578217855,0.09598887833932554,0.20087905999293804,0.08372844199546456,0.3508248048263524,0.06087235906374097,0.005760000000000003,0.09999999999999987
2010-09-10,0.10194645578217855,0.09598887833932554,0.20087905999293804,0.08372844199546456,0.3508248048263524,0.06087235906374097,0.005760000000000003,0.09999999999999987
2010-09-17,0.10194645578217855,0.09598887833932554,0.20087905999293804,0.08372844199546456,0.3508248048263524,0.06087235906374097,0.005760000000000003,0.09999999999999987
2010-09-24,0.1334893259057786,0.12542345070451952,0.16319081019757326,0.1057764608938532,0.2701531102130778,0.049406842085197654,0.15256,0.0
2010-10-01,0.1334893259057786,0.12542345070451952,0.16319081019757326,0.1057764608938532,0.2701531102130778,0.049406842085197654,0.15256,0.0
2010-10-08,0.1334893259057786,0.12542345070451952,0.16319081019757326,0.1057764608938532,0.2701531102130778,0.049406842085197654,0.15256,0.0
2010-10-15,0.1334893259057786,0.12542345070451952,0.16319081019757326,0.1057764608938532,0.2701531102130778,0.049406842085197654,0.15256,0.0
2010-10-22,0.1334893259057786,0.12542345070451952,0.16319081019757326,0.1057764608938532,0.2701531102130778,0.049406842085197654,0.15256,0.0
2010-10-29,0.13036601337036968,0.113526468130456,0.20883005635425225,0.09054180412685901,0.38193057867599767,0.07480507934206532,0.0,0.0
2010-11-05,0.13036601337036968,0.113526468130456,0.20883005635425225,0.09054180412685901,0.38193057867599767,0.07480507934206532,0.0,0.0
2010-11-12,0.13036601337036968,0.113526468130456,0.20883005635425225,0.09054180412685901,0.38193057867599767,0.07480507934206532,0.0,0.0
2010-11-19,0.13036601337036968,0.113526468130456,0.20883005635425225,0.09054180412685901,0.38193057867599767,0.07480507934206532,0.0,0.0
2010-11-26,0.1425882259028636,0.12831493364772195,0.15619385198678243,0.10403907098284658,0.2664101861019501,0.05245373137783535,0.15,0.0
2010-12-03,0.1425882259028636,0.12831493364772195,0.15619385198678243,0.10403907098284658,0.2664101861019501,0.05245373137783535,0.15,0.0
2010-12-10,0.1425882259028636,0.12831493364772195,0.15619385198678243,0.10403907098284658,0.2664101861019501,0.05245373137783535,0.15,0.0
2010-12-17,0.1425882259028636,0.12831493364772195,0.15619385198678243,0.10403907098284658,0.2664101861019501,0.05245373137783535,0.15,0.0
2010-12-24,0.1425882259028636,0.12831493364772195,0.15619385198678243,0.10403907098284658,0.2664101861019501,0.05245373137783535,0.15,0.0
2010-12-31,0.1332409613653746,0.11586176993032372,0.1410923119479867,0.060912045813140164,0.24743675255324662,0.05145615838992819,0.25,0.0
2011-01-07,0.1332409613653746,0.11586176993032372,0.1410923119479867,0.060912045813140164,0.24743675255324662,0.05145615838992819,0.25,0.0
2011-01-14,0.1332409613653746,0.11586176993032372,0.1410923119479867,0.060912045813140164,0.24743675255324662,0.05145615838992819,0.25,0.0
2011-01-21,0.1332409613653746,0.11586176993032372,0.1410923119479867,0.060912045813140164,0.24743675255324662,0.05145615838992819,0.25,0.0
2011-01-28,0.14663244260444255,0.1291252082154414,0.1274013536345732,0.09159671273257124,0.21137434674847272,0.04386993606449886,0.25,0.0
2011-02-04,0.14663244260444255,0.1291252082154414,0.1274013536345732,0.09159671273257124,0.21137434674847272,0.04386993606449886,0.25,0.0
2011-02-11,0.14663244260444255,0.1291252082154414,0.1274013536345732,0.09159671273257124,0.21137434674847272,0.04386993606449886,0.25,0.0
2011-02-18,0.14663244260444255,0.1291252082154414,0.1274013536345732,0.09159671273257124,0.21137434674847272,0.04386993606449886,0.25,0.0
2011-02-25,0.15204789660250165,0.13430625485739411,0.12214684420469168,0.1037026972077176,0.19668836605792886,0.04110794106976611,0.25,0.0
2011-03-04,0.15204789660250165,0.13430625485739411,0.12214684420469168,0.1037026972077176,0.19668836605792886,0.04110794106976611,0.25,0.0
2011-03-11,0.15204789660250165,0.13430625485739411,0.12214684420469168,0.1037026972077176,0.19668836605792886,0.04110794106976611,0.25,0.0
2011-03-18,0.15204789660250165,0.13430625485739411,0.12214684420469168,0.1037026972077176,0.19668836605792886,0.04110794106976611,0.25,0.0
2011-03-25,0.15399896083717388,0.13461062355237105,0.119954033298203,0.11027331330124149,0.1906585445482072,0.04050452446280341,0.25,0.0
2011-04-01,0.15399896083717388,0.13461062355237105,0.119954033298203,0.11027331330124149,0.1906585445482072,0.04050452446280341,0.25,0.0
2011-04-08,0.15399896083717388,0.13461062355237105,0.119954033298203,0.11027331330124149,0.1906585445482072,0.04050452446280341,0.25,0.0
2011-04-15,0.15399896083717388,0.13461062355237105,0.119954033298203,0.11027331330124149,0.1906585445482072,0.04050452446280341,0.25,0.0
2011-04-22,0.15399896083717388,0.13461062355237105,0.119954033298203,0.11027331330124149,0.1906585445482072,0.04050452446280341,0.25,0.0
2011-04-29,0.13972986034559937,0.11223179151260386,0.142631280973816,0.06763772558533271,0.23606220353836713,0.051707138044280954,0.25,0.0
2011-05-06,0.13972986034559937,0.11223179151260386,0.142631280973816,0.06763772558533271,0.23606220353836713,0.051707138044280954,0.25,0.0
2011-05-13,0.13972986034559937,0.11223179151260386,0.142631280973816,0.06763772558533271,0.23606220353836713,0.051707138044280954,0.25,0.0
2011-05-20,0.13972986034559937,0.11223179151260386,0.142631280973816,0.06763772558533271,0.23606220353836713,0.051707138044280954,0.25,0.0
2011-05-27,0.13905544206356574,0.11090645871516071,0.14223565708913927,0.06912550839411305,0.2371368230107357,0.05154011072728555,0.25,0.0
2011-06-03,0.13905544206356574,0.11090645871516071,0.14223565708913927,0.06912550839411305,0.2371368230107357,0.05154011072728555,0.25,0.0
2011-06-10,0.13905544206356574,0.11090645871516071,0.14223565708913927,0.06912550839411305,0.2371368230107357,0.05154011072728555,0.25,0.0
2011-06-17,0.13905544206356574,0.11090645871516071,0.14223565708913927,0.06912550839411305,0.2371368230107357,0.05154011072728555,0.25,0.0
2011-06-24,0.14598999360131498,0.12395242667709969,0.1285952552279921,0.09924015251417324,0.207299785059365,0.044922386920054944,0.25,1.1102230246251565e-16
2011-07-01,0.14598999360131498,0.12395242667709969,0.1285952552279921,0.09924015251417324,0.207299785059365,0.044922386920054944,0.25,1.1102230246251565e-16
2011-07-08,0.14598999360131498,0.12395242667709969,0.1285952552279921,0.09924015251417324,0.207299785059365,0.044922386920054944,0.25,1.1102230246251565e-16
2011-07-15,0.14598999360131498,0.12395242667709969,0.1285952552279921,0.09924015251417324,0.207299785059365,0.044922386920054944,0.25,1.1102230246251565e-16
2011-07-22,0.14598999360131498,0.12395242667709969,0.1285952552279921,0.09924015251417324,0.207299785059365,0.044922386920054944,0.25,1.1102230246251565e-16
2011-07-29,0.12610683521830163,0.1088389500457338,0.13790027081654177,0.07383046871984528,0.24837545223325322,0.05494802296632423,0.25,0.0
2011-08-05,0.12610683521830163,0.1088389500457338,0.13790027081654177,0.07383046871984528,0.24837545223325322,0.05494802296632423,0.25,0.0
2011-08-12,0.12610683521830163,0.1088389500457338,0.13790027081654177,0.07383046871984528,0.24837545223325322,0.05494802296632423,0.25,0.0
2011-08-19,0.12610683521830163,0.1088389500457338,0.13790027081654177,0.07383046871984528,0.24837545223325322,0.05494802296632423,0.25,0.0
2011-08-26,0.04934315221921965,0.042601730297870385,0.06954780751960248,0.039356316650902445,0.12708986618782633,0.032061127124578676,0.04000000000000001,0.6
2011-09-02,0.04934315221921965,0.042601730297870385,0.06954780751960248,0.039356316650902445,0.12708986618782633,0.032061127124578676,0.04000000000000001,0.6
2011-09-09,0.04934315221921965,0.042601730297870385,0.06954780751960248,0.039356316650902445,0.12708986618782633,0.032061127124578676,0.04000000000000001,0.6
2011-09-16,0.04934315221921965,0.042601730297870385,0.06954780751960248,0.039356316650902445,0.12708986618782633,0.032061127124578676,0.04000000000000001,0.6
2011-09-23,0.04934315221921965,0.042601730297870385,0.06954780751960248,0.039356316650902445,0.12708986618782633,0.032061127124578676,0.04000000000000001,0.6
2011-09-30,0.04311957323666865,0.043904521966276824,0.07429868301519836,0.04601088413571566,0.14162459461852195,0.03504174302761858,0.01600000000000001,0.5999999999999999
2011-10-07,0.04311957323666865,0.043904521966276824,0.07429868301519836,0.04601088413571566,0.14162459461852195,0.03504174302761858,0.01600000000000001,0.5999999999999999
2011-10-14,0.04311957323666865,0.043904521966276824,0.07429868301519836,0.04601088413571566,0.14162459461852195,0.03504174302761858,0.01600000000000001,0.5999999999999999
2011-10-21,0.04311957323666865,0.043904521966276824,0.07429868301519836,0.04601088413571566,0.14162459461852195,0.03504174302761858,0.01600000000000001,0.5999999999999999
2011-10-28,0.04003787598943777,0.04410932932319951,0.07563695518707816,0.049549871186030936,0.14494012810865378,0.039325840205599864,0.006400000000000005,0.6
2011-11-04,0.04003787598943777,0.04410932932319951,0.07563695518707816,0.049549871186030936,0.14494012810865378,0.039325840205599864,0.006400000000000005,0.6
2011-11-11,0.04003787598943777,0.04410932932319951,0.07563695518707816,0.049549871186030936,0.14494012810865378,0.039325840205599864,0.006400000000000005,0.6
2011-11-18,0.04003787598943777,0.04410932932319951,0.07563695518707816,0.049549871186030936,0.14494012810865378,0.039325840205599864,0.006400000000000005,0.6
2011-11-25,0.07561415525002706,0.08624058399049875,0.1450168835068501,0.07804842642548618,0.3256891221494706,0.08427082867766736,0.005120000000000004,0.20000000000000007
2011-12-02,0.07561415525002706,0.08624058399049875,0.1450168835068501,0.07804842642548618,0.3256891221494706,0.08427082867766736,0.005120000000000004,0.20000000000000007
2011-12-09,0.07561415525002706,0.08624058399049875,0.1450168835068501,0.07804842642548618,0.3256891221494706,0.08427082867766736,0.005120000000000004,0.20000000000000007
2011-12-16,0.07561415525002706,0.08624058399049875,0.1450168835068501,0.07804842642548618,0.3256891221494706,0.08427082867766736,0.005120000000000004,0.20000000000000007
2011-12-23,0.07561415525002706,0.08624058399049875,0.1450168835068501,0.07804842642548618,0.3256891221494706,0.08427082867766736,0.005120000000000004,0.20000000000000007
2011-12-30,0.08619339743019475,0.10654854735116188,0.1804024320450429,0.07946238459385287,0.3866680513810604,0.10330598719868725,0.0024192000000000024,0.05500000000000005
2012-01-06,0.08619339743019475,0.10654854735116188,0.1804024320450429,0.07946238459385287,0.3866680513810604,0.10330598719868725,0.0024192000000000024,0.05500000000000005
2012-01-13,0.08619339743019475,0.10654854735116188,0.1804024320450429,0.07946238459385287,0.3866680513810604,0.10330598719868725,0.0024192000000000024,0.05500000000000005
2012-01-20,0.08619339743019475,0.10654854735116188,0.1804024320450429,0.07946238459385287,0.3866680513810604,0.10330598719868725,0.0024192000000000024,0.05500000000000005
2012-01-27,0.10613627435739703,0.13517362565830543,0.17229760240456396,0.16218228835650647,0.3304027469321096,0.09329546229111751,0.0005120000000000003,0.0
2012-02-03,0.10613627435739703,0.13517362565830543,0.17229760240456396,0.16218228835650647,0.3304027469321096,0.09329546229111751,0.0005120000000000003,0.0
2012-02-10,0.10613627435739703,0.13517362565830543,0.17229760240456396,0.16218228835650647,0.3304027469321096,0.09329546229111751,0.0005120000000000003,0.0
2012-02-17,0.10613627435739703,0.13517362565830543,0.17229760240456396,0.16218228835650647,0.3304027469321096,0.09329546229111751,0.0005120000000000003,0.0
2012-02-24,0.0204,0.21518638781330046,0.061268943869180144,0.23780005216285693,0.15655194119790533,0.05879267495675715,0.25,0.0
2012-03-02,0.0204,0.21518638781330046,0.061268943869180144,0.23780005216285693,0.15655194119790533,0.05879267495675715,0.25,0.0
2012-03-09,0.0204,0.21518638781330046,0.061268943869180144,0.23780005216285693,0.15655194119790533,0.05879267495675715,0.25,0.0
2012-03-16,0.0204,0.21518638781330046,0.061268943869180144,0.23780005216285693,0.15655194119790533,0.05879267495675715,0.25,0.0
2012-03-23,0.0204,0.21518638781330046,0.061268943869180144,0.23780005216285693,0.15655194119790533,0.05879267495675715,0.25,0.0
2012-03-30,0.0817950443871026,0.19002232624601806,0.09821977988649849,0.1583958328910437,0.16627553569630157,0.05529148089303561,0.24999999999999997,0.0
2012-04-06,0.0817950443871026,0.19002232624601806,0.09821977988649849,0.1583958328910437,0.16627553569630157,0.05529148089303561,0.24999999999999997,0.0
2012-04-13,0.0817950443871026,0.19002232624601806,0.09821977988649849,0.1583958328910437,0.16627553569630157,0.05529148089303561,0.24999999999999997,0.0
2012-04-20,0.0817950443871026,0.19002232624601806,0.09821977988649849,0.1583958328910437,0.16627553569630157,0.05529148089303561,0.24999999999999997,0.0
2012-04-27,0.10677220439148466,0.17956681159056592,0.11350445101919915,0.12610572059330316,0.17006156464337635,0.0539892477620708,0.25,0.0
2012-05-04,0.10677220439148466,0.17956681159056592,0.11350445101919915,0.12610572059330316,0.17006156464337635,0.0539892477620708,0.25,0.0
2012-05-11,0.10677220439148466,0.17956681159056592,0.11350445101919915,0.12610572059330316,0.17006156464337635,0.0539892477620708,0.25,0.0
2012-05-18,0.10677220439148466,0.17956681159056592,0.11350445101919915,0.12610572059330316,0.17006156464337635,0.0539892477620708,0.25,0.0
2012-05-25,0.10694233936716722,0.12212246198162433,0.14794617701190335,0.07700990898143732,0.28435739771636276,0.08344977061143632,0.09131422840777013,0.08685771592229852
2012-06-01,0.10694233936716722,0.12212246198162433,0.14794617701190335,0.07700990898143732,0.28435739771636276,0.08344977061143632,0.09131422840777013,0.08685771592229852
2012-06-08,0.10694233936716722,0.12212246198162433,0.14794617701190335,0.07700990898143732,0.28435739771636276,0.08344977061143632,0.09131422840777013,0.08685771592229852
2012-06-15,0.10694233936716722,0.12212246198162433,0.14794617701190335,0.07700990898143732,0.28435739771636276,0.08344977061143632,0.09131422840777013,0.08685771592229852
2012-06-22,0.10694233936716722,0.12212246198162433,0.14794617701190335,0.07700990898143732,0.28435739771636276,0.08344977061143632,0.09131422840777013,0.08685771592229852
2012-06-29,0.14241140334060884,0.13841217008695336,0.13984928404367622,0.09329622105210862,0.22861066937157498,0.0674202521050779,0.18999999999999992,0.0
2012-07-06,0.14241140334060884,0.13841217008695336,0.13984928404367622,0.09329622105210862,0.22861066937157498,0.0674202521050779,0.18999999999999992,0.0
2012-07-13,0.14241140334060884,0.13841217008695336,0.13984928404367622,0.09329622105210862,0.22861066937157498,0.0674202521050779,0.18999999999999992,0.0
2012-07-20,0.14241140334060884,0.13841217008695336,0.13984928404367622,0.09329622105210862,0.22861066937157498,0.0674202521050779,0.18999999999999992,0.0
2012-07-27,0.12440975027493421,0.10099702439250081,0.19034535051524828,0.052707125514515424,0.40402578796388067,0.1275149613389207,0.0,0.0
2012-08-03,0.12440975027493421,0.10099702439250081,0.19034535051524828,0.052707125514515424,0.40402578796388067,0.1275149613389207,0.0,0.0
2012-08-10,0.12440975027493421,0.10099702439250081,0.19034535051524828,0.052707125514515424,0.40402578796388067,0.1275149613389207,0.0,0.0
2012-08-17,0.12440975027493421,0.10099702439250081,0.19034535051524828,0.052707125514515424,0.40402578796388067,0.1275149613389207,0.0,0.0
2012-08-24,0.12440975027493421,0.10099702439250081,0.19034535051524828,0.052707125514515424,0.40402578796388067,0.1275149613389207,0.0,0.0
2012-08-31,0.12362880528026181,0.10110585213547865,0.12934172125964477,0.03567998201342275,0.27179467371840554,0.08844896559278644,0.24999999999999994,0.0
2012-09-07,0.12362880528026181,0.10110585213547865,0.12934172125964477,0.03567998201342275,0.27179467371840554,0.08844896559278644,0.24999999999999994,0.0
2012-09-14,0.12362880528026181,0.10110585213547865,0.12934172125964477,0.03567998201342275,0.27179467371840554,0.08844896559278644,0.24999999999999994,0.0
2012-09-21,0.12362880528026181,0.10110585213547865,0.12934172125964477,0.03567998201342275,0.27179467371840554,0.08844896559278644,0.24999999999999994,0.0
2012-09-28,0.11805098014698207,0.10074203803287872,0.1275622814872722,0.035703984239913514,0.27415321574582496,0.09378750034712859,0.25,0.0
2012-10-05,0.11805098014698207,0.10074203803287872,0.1275622814872722,0.035703984239913514,0.27415321574582496,0.09378750034712859,0.25,0.0
2012-10-12,0.11805098014698207,0.10074203803287872,0.1275622814872722,0.035703984239913514,0.27415321574582496,0.09378750034712859,0.25,0.0
2012-10-19,0.11805098014698207,0.10074203803287872,0.1275622814872722,0.035703984239913514,0.27415321574582496,0.09378750034712859,0.25,0.0
2012-10-26,0.0740198038605816,0.10514392990538063,0.12238087278333118,0.057632602073586114,0.291170312584414,0.09965247879270647,0.24999999999999994,0.0
