,dual_momentum_topn,cta_trend_long_only,composite_selective_strength_weighted,composite_regime_conditioned,taa_10m_sma,cash::BIL
2010-03-19,0.17851588493544887,0.15522241055662633,0.22262706366009075,0.31941402128271046,0.10422061956512362,0.019999999999999907
2010-03-26,0.1805475660181111,0.15679677718469587,0.22033543050387536,0.31902052331537534,0.1032997029779423,0.020000000000000018
2010-04-02,0.1805475660181111,0.15679677718469587,0.22033543050387536,0.31902052331537534,0.1032997029779423,0.020000000000000018
2010-04-09,0.1805475660181111,0.15679677718469587,0.22033543050387536,0.31902052331537534,0.1032997029779423,0.020000000000000018
2010-04-16,0.1805475660181111,0.15679677718469587,0.22033543050387536,0.31902052331537534,0.1032997029779423,0.020000000000000018
2010-04-23,0.1805475660181111,0.15679677718469587,0.22033543050387536,0.31902052331537534,0.1032997029779423,0.020000000000000018
2010-04-30,0.18506351360279766,0.1663174284952131,0.22470357756572623,0.3054582880679042,0.11845719226835887,0.0
2010-05-07,0.18506351360279766,0.1663174284952131,0.22470357756572623,0.3054582880679042,0.11845719226835887,0.0
2010-05-14,0.18506351360279766,0.1663174284952131,0.22470357756572623,0.3054582880679042,0.11845719226835887,0.0
2010-05-21,0.18506351360279766,0.1663174284952131,0.22470357756572623,0.3054582880679042,0.11845719226835887,0.0
2010-05-28,0.15397892605836916,0.137888964363542,0.176805347228691,0.2359365837694342,0.09539017857996376,0.19999999999999984
2010-06-04,0.15397892605836916,0.137888964363542,0.176805347228691,0.2359365837694342,0.09539017857996376,0.19999999999999984
2010-06-11,0.15397892605836916,0.137888964363542,0.176805347228691,0.2359365837694342,0.09539017857996376,0.19999999999999984
2010-06-18,0.15397892605836916,0.137888964363542,0.176805347228691,0.2359365837694342,0.09539017857996376,0.19999999999999984
2010-06-25,0.15857766311825996,0.14511088678127426,0.17492907531555313,0.2226055084496078,0.09877686633530491,0.19999999999999996
2010-07-02,0.15857766311825996,0.14511088678127426,0.17492907531555313,0.2226055084496078,0.09877686633530491,0.19999999999999996
2010-07-09,0.15857766311825996,0.14511088678127426,0.17492907531555313,0.2226055084496078,0.09877686633530491,0.19999999999999996
2010-07-16,0.15857766311825996,0.14511088678127426,0.17492907531555313,0.2226055084496078,0.09877686633530491,0.19999999999999996
2010-07-23,0.15857766311825996,0.14511088678127426,0.17492907531555313,0.2226055084496078,0.09877686633530491,0.19999999999999996
2010-07-30,0.15537244233724878,0.14571876570730977,0.17907747989521053,0.21462176172172068,0.1052095503385102,0.20000000000000007
2010-08-06,0.15537244233724878,0.14571876570730977,0.17907747989521053,0.21462176172172068,0.1052095503385102,0.20000000000000007
2010-08-13,0.15537244233724878,0.14571876570730977,0.17907747989521053,0.21462176172172068,0.1052095503385102,0.20000000000000007
2010-08-20,0.15537244233724878,0.14571876570730977,0.17907747989521053,0.21462176172172068,0.1052095503385102,0.20000000000000007
2010-08-27,0.15458767155578293,0.14834766736021235,0.18067785306014447,0.20744319481087944,0.10894361321298092,0.19999999999999984
2010-09-03,0.15458767155578293,0.14834766736021235,0.18067785306014447,0.20744319481087944,0.10894361321298092,0.19999999999999984
2010-09-10,0.15458767155578293,0.14834766736021235,0.18067785306014447,0.20744319481087944,0.10894361321298092,0.19999999999999984
2010-09-17,0.15458767155578293,0.14834766736021235,0.18067785306014447,0.20744319481087944,0.10894361321298092,0.19999999999999984
2010-09-24,0.17501522664894886,0.17085697708431527,0.20289922210378444,0.22656344121452301,0.12466513294842833,0.1000000000000002
2010-10-01,0.17501522664894886,0.17085697708431527,0.20289922210378444,0.22656344121452301,0.12466513294842833,0.1000000000000002
2010-10-08,0.17501522664894886,0.17085697708431527,0.20289922210378444,0.22656344121452301,0.12466513294842833,0.1000000000000002
2010-10-15,0.17501522664894886,0.17085697708431527,0.20289922210378444,0.22656344121452301,0.12466513294842833,0.1000000000000002
2010-10-22,0.17501522664894886,0.17085697708431527,0.20289922210378444,0.22656344121452301,0.12466513294842833,0.1000000000000002
2010-10-29,0.2160871533229634,0.10264116198671216,0.28741275764124374,0.3199328034176215,0.053926123631459134,0.02000000000000013
2010-11-05,0.2160871533229634,0.10264116198671216,0.28741275764124374,0.3199328034176215,0.053926123631459134,0.02000000000000013
2010-11-12,0.2160871533229634,0.10264116198671216,0.28741275764124374,0.3199328034176215,0.053926123631459134,0.02000000000000013
2010-11-19,0.2160871533229634,0.10264116198671216,0.28741275764124374,0.3199328034176215,0.053926123631459134,0.02000000000000013
2010-11-26,0.1931098146935169,0.09161985243388565,0.2656067208829827,0.299039145279575,0.05062446671003979,0.09999999999999987
2010-12-03,0.1931098146935169,0.09161985243388565,0.2656067208829827,0.299039145279575,0.05062446671003979,0.09999999999999987
2010-12-10,0.1931098146935169,0.09161985243388565,0.2656067208829827,0.299039145279575,0.05062446671003979,0.09999999999999987
2010-12-17,0.1931098146935169,0.09161985243388565,0.2656067208829827,0.299039145279575,0.05062446671003979,0.09999999999999987
2010-12-24,0.1931098146935169,0.09161985243388565,0.2656067208829827,0.299039145279575,0.05062446671003979,0.09999999999999987
2010-12-31,0.22496286706302368,0.13296209877457196,0.19951899988859437,0.31289363699142686,0.12859876861348588,0.0010636286688973096
2011-01-07,0.22496286706302368,0.13296209877457196,0.19951899988859437,0.31289363699142686,0.12859876861348588,0.0010636286688973096
2011-01-14,0.22496286706302368,0.13296209877457196,0.19951899988859437,0.31289363699142686,0.12859876861348588,0.0010636286688973096
2011-01-21,0.22496286706302368,0.13296209877457196,0.19951899988859437,0.31289363699142686,0.12859876861348588,0.0010636286688973096
2011-01-28,0.1672915247820498,0.1488960027967378,0.23125087287356405,0.23742060165072054,0.11514099789692787,0.09999999999999998
2011-02-04,0.1672915247820498,0.1488960027967378,0.23125087287356405,0.23742060165072054,0.11514099789692787,0.09999999999999998
2011-02-11,0.1672915247820498,0.1488960027967378,0.23125087287356405,0.23742060165072054,0.11514099789692787,0.09999999999999998
2011-02-18,0.1672915247820498,0.1488960027967378,0.23125087287356405,0.23742060165072054,0.11514099789692787,0.09999999999999998
2011-02-25,0.17973031678361315,0.1339450863484562,0.210395681275108,0.25856828936467446,0.11736062622814827,0.09999999999999998
2011-03-04,0.17973031678361315,0.1339450863484562,0.210395681275108,0.25856828936467446,0.11736062622814827,0.09999999999999998
2011-03-11,0.17973031678361315,0.1339450863484562,0.210395681275108,0.25856828936467446,0.11736062622814827,0.09999999999999998
2011-03-18,0.17973031678361315,0.1339450863484562,0.210395681275108,0.25856828936467446,0.11736062622814827,0.09999999999999998
2011-03-25,0.1886764424011564,0.12428822351024456,0.19834797535989407,0.269497283834951,0.11919007489375406,0.09999999999999987
2011-04-01,0.1886764424011564,0.12428822351024456,0.19834797535989407,0.269497283834951,0.11919007489375406,0.09999999999999987
2011-04-08,0.1886764424011564,0.12428822351024456,0.19834797535989407,0.269497283834951,0.11919007489375406,0.09999999999999987
2011-04-15,0.1886764424011564,0.12428822351024456,0.19834797535989407,0.269497283834951,0.11919007489375406,0.09999999999999987
2011-04-22,0.1886764424011564,0.12428822351024456,0.19834797535989407,0.269497283834951,0.11919007489375406,0.09999999999999987
2011-04-29,0.23554831416086378,0.12958899625070616,0.1982202489408871,0.2954666138148046,0.13066174856925197,0.010514078263486382
2011-05-06,0.23554831416086378,0.12958899625070616,0.1982202489408871,0.2954666138148046,0.13066174856925197,0.010514078263486382
2011-05-13,0.23554831416086378,0.12958899625070616,0.1982202489408871,0.2954666138148046,0.13066174856925197,0.010514078263486382
2011-05-20,0.23554831416086378,0.12958899625070616,0.1982202489408871,0.2954666138148046,0.13066174856925197,0.010514078263486382
2011-05-27,0.23579113832988646,0.12923562258945057,0.19818505269718956,0.29764460380049806,0.13107616774123457,0.008067414841740783
2011-06-03,0.23579113832988646,0.12923562258945057,0.19818505269718956,0.29764460380049806,0.13107616774123457,0.008067414841740783
2011-06-10,0.23579113832988646,0.12923562258945057,0.19818505269718956,0.29764460380049806,0.13107616774123457,0.008067414841740783
2011-06-17,0.23579113832988646,0.12923562258945057,0.19818505269718956,0.29764460380049806,0.13107616774123457,0.008067414841740783
2011-06-24,0.2234412498804173,0.12338620823239506,0.19552446364189605,0.2991057355891004,0.13266282594974307,0.025879516706448058
2011-07-01,0.2234412498804173,0.12338620823239506,0.19552446364189605,0.2991057355891004,0.13266282594974307,0.025879516706448058
2011-07-08,0.2234412498804173,0.12338620823239506,0.19552446364189605,0.2991057355891004,0.13266282594974307,0.025879516706448058
2011-07-15,0.2234412498804173,0.12338620823239506,0.19552446364189605,0.2991057355891004,0.13266282594974307,0.025879516706448058
2011-07-22,0.2234412498804173,0.12338620823239506,0.19552446364189605,0.2991057355891004,0.13266282594974307,0.025879516706448058
2011-07-29,0.21326292623134166,0.12698937393529613,0.18242534521480136,0.2768761960367404,0.13855431369155455,0.06189184489026589
2011-08-05,0.21326292623134166,0.12698937393529613,0.18242534521480136,0.2768761960367404,0.13855431369155455,0.06189184489026589
2011-08-12,0.21326292623134166,0.12698937393529613,0.18242534521480136,0.2768761960367404,0.13855431369155455,0.06189184489026589
2011-08-19,0.21326292623134166,0.12698937393529613,0.18242534521480136,0.2768761960367404,0.13855431369155455,0.06189184489026589
2011-08-26,0.08533260311776568,0.04787107211406802,0.09424109747719718,0.12455659306830716,0.04799863422266201,0.6
2011-09-02,0.08533260311776568,0.04787107211406802,0.09424109747719718,0.12455659306830716,0.04799863422266201,0.6
2011-09-09,0.08533260311776568,0.04787107211406802,0.09424109747719718,0.12455659306830716,0.04799863422266201,0.6
2011-09-16,0.08533260311776568,0.04787107211406802,0.09424109747719718,0.12455659306830716,0.04799863422266201,0.6
2011-09-23,0.08533260311776568,0.04787107211406802,0.09424109747719718,0.12455659306830716,0.04799863422266201,0.6
2011-09-30,0.06658531285375567,0.062234262341032735,0.08425122978014886,0.1304147766968792,0.05651441832818358,0.6
2011-10-07,0.06658531285375567,0.062234262341032735,0.08425122978014886,0.1304147766968792,0.05651441832818358,0.6
2011-10-14,0.06658531285375567,0.062234262341032735,0.08425122978014886,0.1304147766968792,0.05651441832818358,0.6
2011-10-21,0.06658531285375567,0.062234262341032735,0.08425122978014886,0.1304147766968792,0.05651441832818358,0.6
2011-10-28,0.05476075049296001,0.07017664285799753,0.07724880337243994,0.13260079069261443,0.06521301258398811,0.6
2011-11-04,0.05476075049296001,0.07017664285799753,0.07724880337243994,0.13260079069261443,0.06521301258398811,0.6
2011-11-11,0.05476075049296001,0.07017664285799753,0.07724880337243994,0.13260079069261443,0.06521301258398811,0.6
2011-11-18,0.05476075049296001,0.07017664285799753,0.07724880337243994,0.13260079069261443,0.06521301258398811,0.6
2011-11-25,0.09542520897141829,0.15092666509760588,0.19072159665801616,0.21552473867682964,0.1474017905961301,0.19999999999999984
2011-12-02,0.09542520897141829,0.15092666509760588,0.19072159665801616,0.21552473867682964,0.1474017905961301,0.19999999999999984
2011-12-09,0.09542520897141829,0.15092666509760588,0.19072159665801616,0.21552473867682964,0.1474017905961301,0.19999999999999984
2011-12-16,0.09542520897141829,0.15092666509760588,0.19072159665801616,0.21552473867682964,0.1474017905961301,0.19999999999999984
2011-12-23,0.09542520897141829,0.15092666509760588,0.19072159665801616,0.21552473867682964,0.1474017905961301,0.19999999999999984
2011-12-30,0.11293860540582452,0.12807229055285704,0.21536906336829553,0.21898079392077216,0.12463924675225072,0.20000000000000007
2012-01-06,0.11293860540582452,0.12807229055285704,0.21536906336829553,0.21898079392077216,0.12463924675225072,0.20000000000000007
2012-01-13,0.11293860540582452,0.12807229055285704,0.21536906336829553,0.21898079392077216,0.12463924675225072,0.20000000000000007
2012-01-20,0.11293860540582452,0.12807229055285704,0.21536906336829553,0.21898079392077216,0.12463924675225072,0.20000000000000007
2012-01-27,0.1011691963114583,0.19878832634260807,0.18192649590497886,0.24887572277202588,0.18924025866892893,0.07999999999999996
2012-02-03,0.1011691963114583,0.19878832634260807,0.18192649590497886,0.24887572277202588,0.18924025866892893,0.07999999999999996
2012-02-10,0.1011691963114583,0.19878832634260807,0.18192649590497886,0.24887572277202588,0.18924025866892893,0.07999999999999996
2012-02-17,0.1011691963114583,0.19878832634260807,0.18192649590497886,0.24887572277202588,0.18924025866892893,0.07999999999999996
2012-02-24,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-02,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-09,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-16,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-23,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-30,0.11250955784816302,0.17987183321985567,0.20743197138206876,0.23462367942684859,0.1655629581230641,0.09999999999999987
2012-04-06,0.11250955784816302,0.17987183321985567,0.20743197138206876,0.23462367942684859,0.1655629581230641,0.09999999999999987
2012-04-13,0.11250955784816302,0.17987183321985567,0.20743197138206876,0.23462367942684859,0.1655629581230641,0.09999999999999987
2012-04-20,0.11250955784816302,0.17987183321985567,0.20743197138206876,0.23462367942684859,0.1655629581230641,0.09999999999999987
2012-04-27,0.09865180257635613,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.18930571119244122,0.09999999999999998
2012-05-04,0.09865180257635613,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.18930571119244122,0.09999999999999998
2012-05-11,0.09865180257635613,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.18930571119244122,0.09999999999999998
2012-05-18,0.09865180257635613,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.18930571119244122,0.09999999999999998
2012-05-25,0.08093676727823101,0.16981571261542153,0.15189773999263886,0.21804722241342903,0.17930255770027964,0.19999999999999996
2012-06-01,0.08093676727823101,0.16981571261542153,0.15189773999263886,0.21804722241342903,0.17930255770027964,0.19999999999999996
2012-06-08,0.08093676727823101,0.16981571261542153,0.15189773999263886,0.21804722241342903,0.17930255770027964,0.19999999999999996
2012-06-15,0.08093676727823101,0.16981571261542153,0.15189773999263886,0.21804722241342903,0.17930255770027964,0.19999999999999996
2012-06-22,0.08093676727823101,0.16981571261542153,0.15189773999263886,0.21804722241342903,0.17930255770027964,0.19999999999999996
2012-06-29,0.08620169863027866,0.1923013968096338,0.16287082543394849,0.24780971437834834,0.21081636474779075,0.09999999999999998
2012-07-06,0.08620169863027866,0.1923013968096338,0.16287082543394849,0.24780971437834834,0.21081636474779075,0.09999999999999998
2012-07-13,0.08620169863027866,0.1923013968096338,0.16287082543394849,0.24780971437834834,0.21081636474779075,0.09999999999999998
2012-07-20,0.08620169863027866,0.1923013968096338,0.16287082543394849,0.24780971437834834,0.21081636474779075,0.09999999999999998
2012-07-27,0.09068072834622654,0.22349272501040243,0.16256457825730544,0.25244123504134847,0.2508207333447172,0.020000000000000018
2012-08-03,0.09068072834622654,0.22349272501040243,0.16256457825730544,0.25244123504134847,0.2508207333447172,0.020000000000000018
2012-08-10,0.09068072834622654,0.22349272501040243,0.16256457825730544,0.25244123504134847,0.2508207333447172,0.020000000000000018
2012-08-17,0.09068072834622654,0.22349272501040243,0.16256457825730544,0.25244123504134847,0.2508207333447172,0.020000000000000018
2012-08-24,0.09068072834622654,0.22349272501040243,0.16256457825730544,0.25244123504134847,0.2508207333447172,0.020000000000000018
2012-08-31,0.09159792614470294,0.22749636989946154,0.16304082008032802,0.2567629814733619,0.26110190240214565,0.0
2012-09-07,0.09159792614470294,0.22749636989946154,0.16304082008032802,0.2567629814733619,0.26110190240214565,0.0
2012-09-14,0.09159792614470294,0.22749636989946154,0.16304082008032802,0.2567629814733619,0.26110190240214565,0.0
2012-09-21,0.09159792614470294,0.22749636989946154,0.16304082008032802,0.2567629814733619,0.26110190240214565,0.0
2012-09-28,0.0883875313573302,0.2253756879103127,0.15816623179254516,0.25379246113702764,0.2742780878027844,0.0
2012-10-05,0.0883875313573302,0.2253756879103127,0.15816623179254516,0.25379246113702764,0.2742780878027844,0.0
2012-10-12,0.0883875313573302,0.2253756879103127,0.15816623179254516,0.25379246113702764,0.2742780878027844,0.0
2012-10-19,0.0883875313573302,0.2253756879103127,0.15816623179254516,0.25379246113702764,0.2742780878027844,0.0
2012-10-26,0.08539552098512056,0.23194022343384646,0.15230861816965066,0.24937756502515235,0.28097807238623,0.0
2012-11-02,0.08539552098512056,0.23194022343384646,0.15230861816965066,0.24937756502515235,0.28097807238623,0.0
2012-11-09,0.08539552098512056,0.23194022343384646,0.15230861816965066,0.24937756502515235,0.28097807238623,0.0
2012-11-16,0.08539552098512056,0.23194022343384646,0.15230861816965066,0.24937756502515235,0.28097807238623,0.0
2012-11-23,0.08539552098512056,0.23194022343384646,0.15230861816965066,0.24937756502515235,0.28097807238623,0.0
2012-11-30,0.08413036648163323,0.23034228886860514,0.1450015682515865,0.24273784018068167,0.2777879362174935,0.020000000000000018
2012-12-07,0.08413036648163323,0.23034228886860514,0.1450015682515865,0.24273784018068167,0.2777879362174935,0.020000000000000018
2012-12-14,0.08413036648163323,0.23034228886860514,0.1450015682515865,0.24273784018068167,0.2777879362174935,0.020000000000000018
2012-12-21,0.08413036648163323,0.23034228886860514,0.1450015682515865,0.24273784018068167,0.2777879362174935,0.020000000000000018
2012-12-28,0.08398441419491079,0.23661965842542118,0.14479090617582427,0.24689569315717932,0.2824851467073924,0.00522418133927216
2013-01-04,0.08398441419491079,0.23661965842542118,0.14479090617582427,0.24689569315717932,0.2824851467073924,0.00522418133927216
2013-01-11,0.08398441419491079,0.23661965842542118,0.14479090617582427,0.24689569315717932,0.2824851467073924,0.00522418133927216
2013-01-18,0.08398441419491079,0.23661965842542118,0.14479090617582427,0.24689569315717932,0.2824851467073924,0.00522418133927216
2013-01-25,0.08073545876711814,0.23470074378742276,0.1388533650346322,0.24261860837677682,0.28309182403405014,0.020000000000000018
2013-02-01,0.08073545876711814,0.23470074378742276,0.1388533650346322,0.24261860837677682,0.28309182403405014,0.020000000000000018
2013-02-08,0.08073545876711814,0.23470074378742276,0.1388533650346322,0.24261860837677682,0.28309182403405014,0.020000000000000018
2013-02-15,0.08073545876711814,0.23470074378742276,0.1388533650346322,0.24261860837677682,0.28309182403405014,0.020000000000000018
2013-02-22,0.08098714776922095,0.24029045156384152,0.14211282443594472,0.24888654451720554,0.28772303171378727,0.0
2013-03-01,0.08098714776922095,0.24029045156384152,0.14211282443594472,0.24888654451720554,0.28772303171378727,0.0
2013-03-08,0.08098714776922095,0.24029045156384152,0.14211282443594472,0.24888654451720554,0.28772303171378727,0.0
2013-03-15,0.08098714776922095,0.24029045156384152,0.14211282443594472,0.24888654451720554,0.28772303171378727,0.0
2013-03-22,0.08098714776922095,0.24029045156384152,0.14211282443594472,0.24888654451720554,0.28772303171378727,0.0
2013-03-29,0.15763975622950216,0.13296503779993146,0.3032255014931713,0.24736070078142017,0.15880900369597492,0.0
2013-04-05,0.15763975622950216,0.13296503779993146,0.3032255014931713,0.24736070078142017,0.15880900369597492,0.0
2013-04-12,0.15763975622950216,0.13296503779993146,0.3032255014931713,0.24736070078142017,0.15880900369597492,0.0
2013-04-19,0.15763975622950216,0.13296503779993146,0.3032255014931713,0.24736070078142017,0.15880900369597492,0.0
2013-04-26,0.13759963537687764,0.1171131636456325,0.27410364855014746,0.22547445066455393,0.14570910176278856,0.09999999999999987
2013-05-03,0.13759963537687764,0.1171131636456325,0.27410364855014746,0.22547445066455393,0.14570910176278856,0.09999999999999987
2013-05-10,0.13759963537687764,0.1171131636456325,0.27410364855014746,0.22547445066455393,0.14570910176278856,0.09999999999999987
2013-05-17,0.13759963537687764,0.1171131636456325,0.27410364855014746,0.22547445066455393,0.14570910176278856,0.09999999999999987
2013-05-24,0.13759963537687764,0.1171131636456325,0.27410364855014746,0.22547445066455393,0.14570910176278856,0.09999999999999987
2013-05-31,0.1473333205135018,0.12832476568248358,0.307038869293967,0.2565772989713779,0.16072574553866983,0.0
2013-06-07,0.1473333205135018,0.12832476568248358,0.307038869293967,0.2565772989713779,0.16072574553866983,0.0
2013-06-14,0.1473333205135018,0.12832476568248358,0.307038869293967,0.2565772989713779,0.16072574553866983,0.0
2013-06-21,0.1473333205135018,0.12832476568248358,0.307038869293967,0.2565772989713779,0.16072574553866983,0.0
2013-06-28,0.11422628177299908,0.09845689648208382,0.24039921363717484,0.22263347581646664,0.12428413229127569,0.19999999999999996
2013-07-05,0.11422628177299908,0.09845689648208382,0.24039921363717484,0.22263347581646664,0.12428413229127569,0.19999999999999996
2013-07-12,0.11422628177299908,0.09845689648208382,0.24039921363717484,0.22263347581646664,0.12428413229127569,0.19999999999999996
2013-07-19,0.11422628177299908,0.09845689648208382,0.24039921363717484,0.22263347581646664,0.12428413229127569,0.19999999999999996
2013-07-26,0.1031182470142378,0.13898519464845552,0.2093228427387494,0.26955146513394335,0.17902225046461398,0.09999999999999998
2013-08-02,0.1031182470142378,0.13898519464845552,0.2093228427387494,0.26955146513394335,0.17902225046461398,0.09999999999999998
2013-08-09,0.1031182470142378,0.13898519464845552,0.2093228427387494,0.26955146513394335,0.17902225046461398,0.09999999999999998
2013-08-16,0.1031182470142378,0.13898519464845552,0.2093228427387494,0.26955146513394335,0.17902225046461398,0.09999999999999998
2013-08-23,0.1031182470142378,0.13898519464845552,0.2093228427387494,0.26955146513394335,0.17902225046461398,0.09999999999999998
2013-08-30,0.0788074944410624,0.13686188841491018,0.15386188968014913,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-06,0.0788074944410624,0.13686188841491018,0.15386188968014913,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-13,0.0788074944410624,0.13686188841491018,0.15386188968014913,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-20,0.0788074944410624,0.13686188841491018,0.15386188968014913,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-27,0.07117245218933137,0.14458161789639626,0.13483124778787886,0.25752249665215626,0.1918921854742373,0.19999999999999996
2013-10-04,0.07117245218933137,0.14458161789639626,0.13483124778787886,0.25752249665215626,0.1918921854742373,0.19999999999999996
2013-10-11,0.07117245218933137,0.14458161789639626,0.13483124778787886,0.25752249665215626,0.1918921854742373,0.19999999999999996
2013-10-18,0.07117245218933137,0.14458161789639626,0.13483124778787886,0.25752249665215626,0.1918921854742373,0.19999999999999996
2013-10-25,0.07500907936123273,0.16718504782698718,0.13896281393250626,0.29294860028785413,0.2258944585914197,0.09999999999999987
2013-11-01,0.07500907936123273,0.16718504782698718,0.13896281393250626,0.29294860028785413,0.2258944585914197,0.09999999999999987
2013-11-08,0.07500907936123273,0.16718504782698718,0.13896281393250626,0.29294860028785413,0.2258944585914197,0.09999999999999987
2013-11-15,0.07500907936123273,0.16718504782698718,0.13896281393250626,0.29294860028785413,0.2258944585914197,0.09999999999999987
2013-11-22,0.07500907936123273,0.16718504782698718,0.13896281393250626,0.29294860028785413,0.2258944585914197,0.09999999999999987
2013-11-29,0.0714124810120748,0.16944239378076048,0.12974706744979614,0.29814593533582257,0.23125212242154605,0.09999999999999998
2013-12-06,0.0714124810120748,0.16944239378076048,0.12974706744979614,0.29814593533582257,0.23125212242154605,0.09999999999999998
2013-12-13,0.0714124810120748,0.16944239378076048,0.12974706744979614,0.29814593533582257,0.23125212242154605,0.09999999999999998
2013-12-20,0.0714124810120748,0.16944239378076048,0.12974706744979614,0.29814593533582257,0.23125212242154605,0.09999999999999998
2013-12-27,0.06931663356232146,0.16951929512491767,0.12429657095367183,0.30298662178786634,0.2338808785712228,0.09999999999999987
2014-01-03,0.06931663356232146,0.16951929512491767,0.12429657095367183,0.30298662178786634,0.2338808785712228,0.09999999999999987
2014-01-10,0.06931663356232146,0.16951929512491767,0.12429657095367183,0.30298662178786634,0.2338808785712228,0.09999999999999987
2014-01-17,0.06931663356232146,0.16951929512491767,0.12429657095367183,0.30298662178786634,0.2338808785712228,0.09999999999999987
2014-01-24,0.06931663356232146,0.16951929512491767,0.12429657095367183,0.30298662178786634,0.2338808785712228,0.09999999999999987
2014-01-31,0.06759948967385578,0.17035237747735812,0.12054802386868514,0.3062388229112266,0.23526128606887436,0.10000000000000009
2014-02-07,0.06759948967385578,0.17035237747735812,0.12054802386868514,0.3062388229112266,0.23526128606887436,0.10000000000000009
2014-02-14,0.06759948967385578,0.17035237747735812,0.12054802386868514,0.3062388229112266,0.23526128606887436,0.10000000000000009
2014-02-21,0.06759948967385578,0.17035237747735812,0.12054802386868514,0.3062388229112266,0.23526128606887436,0.10000000000000009
2014-02-28,0.06607848893251635,0.17118145607339985,0.11717935933446899,0.3098331633440598,0.23572753231555513,0.09999999999999998
2014-03-07,0.06607848893251635,0.17118145607339985,0.11717935933446899,0.3098331633440598,0.23572753231555513,0.09999999999999998
2014-03-14,0.06607848893251635,0.17118145607339985,0.11717935933446899,0.3098331633440598,0.23572753231555513,0.09999999999999998
2014-03-21,0.06607848893251635,0.17118145607339985,0.11717935933446899,0.3098331633440598,0.23572753231555513,0.09999999999999998
2014-03-28,0.0878288073951739,0.1401035849833335,0.1675596849897436,0.3115020476021285,0.19300587502962052,0.09999999999999998
2014-04-04,0.0878288073951739,0.1401035849833335,0.1675596849897436,0.3115020476021285,0.19300587502962052,0.09999999999999998
2014-04-11,0.0878288073951739,0.1401035849833335,0.1675596849897436,0.3115020476021285,0.19300587502962052,0.09999999999999998
2014-04-18,0.0878288073951739,0.1401035849833335,0.1675596849897436,0.3115020476021285,0.19300587502962052,0.09999999999999998
2014-04-25,0.11854344904973196,0.11416900300481761,0.22359227471660353,0.3145495169356525,0.1491457562931944,0.08000000000000007
2014-05-02,0.11854344904973196,0.11416900300481761,0.22359227471660353,0.3145495169356525,0.1491457562931944,0.08000000000000007
2014-05-09,0.11854344904973196,0.11416900300481761,0.22359227471660353,0.3145495169356525,0.1491457562931944,0.08000000000000007
2014-05-16,0.11854344904973196,0.11416900300481761,0.22359227471660353,0.3145495169356525,0.1491457562931944,0.08000000000000007
2014-05-23,0.11854344904973196,0.11416900300481761,0.22359227471660353,0.3145495169356525,0.1491457562931944,0.08000000000000007
2014-05-30,0.1417820620736936,0.11071776680905328,0.24852982643643823,0.29682337635315836,0.12214696832765662,0.07999999999999996
2014-06-06,0.1417820620736936,0.11071776680905328,0.24852982643643823,0.29682337635315836,0.12214696832765662,0.07999999999999996
2014-06-13,0.1417820620736936,0.11071776680905328,0.24852982643643823,0.29682337635315836,0.12214696832765662,0.07999999999999996
2014-06-20,0.1417820620736936,0.11071776680905328,0.24852982643643823,0.29682337635315836,0.12214696832765662,0.07999999999999996
2014-06-27,0.0767310738863415,0.21366388338187936,0.11871811204719533,0.3402289039979949,0.250658026686589,0.0
2014-07-04,0.0767310738863415,0.21366388338187936,0.11871811204719533,0.3402289039979949,0.250658026686589,0.0
2014-07-11,0.0767310738863415,0.21366388338187936,0.11871811204719533,0.3402289039979949,0.250658026686589,0.0
2014-07-18,0.0767310738863415,0.21366388338187936,0.11871811204719533,0.3402289039979949,0.250658026686589,0.0
2014-07-25,0.07673148958973229,0.2011698517321372,0.12050137337600486,0.3593692338756752,0.24222805142645049,0.0
2014-08-01,0.07673148958973229,0.2011698517321372,0.12050137337600486,0.3593692338756752,0.24222805142645049,0.0
2014-08-08,0.07673148958973229,0.2011698517321372,0.12050137337600486,0.3593692338756752,0.24222805142645049,0.0
2014-08-15,0.07673148958973229,0.2011698517321372,0.12050137337600486,0.3593692338756752,0.24222805142645049,0.0
2014-08-22,0.07673148958973229,0.2011698517321372,0.12050137337600486,0.3593692338756752,0.24222805142645049,0.0
2014-08-29,0.07529646709381606,0.19813810561833622,0.1191792822628034,0.3606143885537055,0.24677175647133887,0.0
