,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top5_smooth_sector_sleeve,cash::BIL
2009-02-27,0.041143636097115424,0.05348849716749574,0.14883664156426593,0.022486551402088207,0.09517310859571934,0.038870875646929474,6.89526385930394e-07,0.5999999999999999
2009-03-06,0.041143636097115424,0.05348849716749574,0.14883664156426593,0.022486551402088207,0.09517310859571934,0.038870875646929474,6.89526385930394e-07,0.5999999999999999
2009-03-13,0.041143636097115424,0.05348849716749574,0.14883664156426593,0.022486551402088207,0.09517310859571934,0.038870875646929474,6.89526385930394e-07,0.5999999999999999
2009-03-20,0.041143636097115424,0.05348849716749574,0.14883664156426593,0.022486551402088207,0.09517310859571934,0.038870875646929474,6.89526385930394e-07,0.5999999999999999
2009-03-27,0.04279835374474143,0.05402309455024848,0.15155109592584157,0.021415426100528268,0.09247216035893892,0.03773945560386986,4.137158315582365e-07,0.5999999999999999
2009-04-03,0.04279835374474143,0.05402309455024848,0.15155109592584157,0.021415426100528268,0.09247216035893892,0.03773945560386986,4.137158315582365e-07,0.5999999999999999
2009-04-10,0.04279835374474143,0.05402309455024848,0.15155109592584157,0.021415426100528268,0.09247216035893892,0.03773945560386986,4.137158315582365e-07,0.5999999999999999
2009-04-17,0.04279835374474143,0.05402309455024848,0.15155109592584157,0.021415426100528268,0.09247216035893892,0.03773945560386986,4.137158315582365e-07,0.5999999999999999
2009-04-24,0.08705094343991798,0.10737592180635014,0.2787545015761739,0.04320571456909201,0.18779317728107733,0.09581924486839087,4.964589978698837e-07,0.19999999999999984
2009-05-01,0.08705094343991798,0.10737592180635014,0.2787545015761739,0.04320571456909201,0.18779317728107733,0.09581924486839087,4.964589978698837e-07,0.19999999999999984
2009-05-08,0.08705094343991798,0.10737592180635014,0.2787545015761739,0.04320571456909201,0.18779317728107733,0.09581924486839087,4.964589978698837e-07,0.19999999999999984
2009-05-15,0.08705094343991798,0.10737592180635014,0.2787545015761739,0.04320571456909201,0.18779317728107733,0.09581924486839087,4.964589978698837e-07,0.19999999999999984
2009-05-22,0.08705094343991798,0.10737592180635014,0.2787545015761739,0.04320571456909201,0.18779317728107733,0.09581924486839087,4.964589978698837e-07,0.19999999999999984
2009-05-29,0.09235050269716782,0.10637431072213409,0.2668632741589302,0.04497750271447575,0.18479870803599285,0.10463540379590071,2.9787539872193026e-07,0.19999999999999984
2009-06-05,0.09235050269716782,0.10637431072213409,0.2668632741589302,0.04497750271447575,0.18479870803599285,0.10463540379590071,2.9787539872193026e-07,0.19999999999999984
2009-06-12,0.09235050269716782,0.10637431072213409,0.2668632741589302,0.04497750271447575,0.18479870803599285,0.10463540379590071,2.9787539872193026e-07,0.19999999999999984
2009-06-19,0.09235050269716782,0.10637431072213409,0.2668632741589302,0.04497750271447575,0.18479870803599285,0.10463540379590071,2.9787539872193026e-07,0.19999999999999984
2009-06-26,0.11285647945842973,0.1242756878128138,0.24522348111168124,0.1134125398187998,0.23085186831645935,0.14160304326735196,1.4369509234345913e-07,0.03177675651937173
2009-07-03,0.11285647945842973,0.1242756878128138,0.24522348111168124,0.1134125398187998,0.23085186831645935,0.14160304326735196,1.4369509234345913e-07,0.03177675651937173
2009-07-10,0.11285647945842973,0.1242756878128138,0.24522348111168124,0.1134125398187998,0.23085186831645935,0.14160304326735196,1.4369509234345913e-07,0.03177675651937173
2009-07-17,0.11285647945842973,0.1242756878128138,0.24522348111168124,0.1134125398187998,0.23085186831645935,0.14160304326735196,1.4369509234345913e-07,0.03177675651937173
2009-07-24,0.11285647945842973,0.1242756878128138,0.24522348111168124,0.1134125398187998,0.23085186831645935,0.14160304326735196,1.4369509234345913e-07,0.03177675651937173
2009-07-31,0.1149455568562002,0.12315996284114987,0.2118242226316108,0.13701512058517207,0.23810241234800417,0.14319913517346303,5.727481798292239e-08,0.031753532289581776
2009-08-07,0.1149455568562002,0.12315996284114987,0.2118242226316108,0.13701512058517207,0.23810241234800417,0.14319913517346303,5.727481798292239e-08,0.031753532289581776
2009-08-14,0.1149455568562002,0.12315996284114987,0.2118242226316108,0.13701512058517207,0.23810241234800417,0.14319913517346303,5.727481798292239e-08,0.031753532289581776
2009-08-21,0.1149455568562002,0.12315996284114987,0.2118242226316108,0.13701512058517207,0.23810241234800417,0.14319913517346303,5.727481798292239e-08,0.031753532289581776
2009-08-28,0.12147674665662352,0.12511221668864936,0.1959410443421809,0.12632901448008088,0.20985865076338248,0.12527231181416282,0.04537923355402662,0.0506307817008933
2009-09-04,0.12147674665662352,0.12511221668864936,0.1959410443421809,0.12632901448008088,0.20985865076338248,0.12527231181416282,0.04537923355402662,0.0506307817008933
2009-09-11,0.12147674665662352,0.12511221668864936,0.1959410443421809,0.12632901448008088,0.20985865076338248,0.12527231181416282,0.04537923355402662,0.0506307817008933
2009-09-18,0.12147674665662352,0.12511221668864936,0.1959410443421809,0.12632901448008088,0.20985865076338248,0.12527231181416282,0.04537923355402662,0.0506307817008933
2009-09-25,0.1305134806241443,0.12470163099783263,0.2958838441261245,0.062163901377496146,0.20519688434027492,0.07598038811083156,0.10555987042329605,0.0
2009-10-02,0.1305134806241443,0.12470163099783263,0.2958838441261245,0.062163901377496146,0.20519688434027492,0.07598038811083156,0.10555987042329605,0.0
2009-10-09,0.1305134806241443,0.12470163099783263,0.2958838441261245,0.062163901377496146,0.20519688434027492,0.07598038811083156,0.10555987042329605,0.0
2009-10-16,0.1305134806241443,0.12470163099783263,0.2958838441261245,0.062163901377496146,0.20519688434027492,0.07598038811083156,0.10555987042329605,0.0
2009-10-23,0.1305134806241443,0.12470163099783263,0.2958838441261245,0.062163901377496146,0.20519688434027492,0.07598038811083156,0.10555987042329605,0.0
2009-10-30,0.1383211761768338,0.1130918334206153,0.3139592846049132,0.04446002149386714,0.2127500823256471,0.060305627893464345,0.1171119740846592,0.0
2009-11-06,0.1383211761768338,0.1130918334206153,0.3139592846049132,0.04446002149386714,0.2127500823256471,0.060305627893464345,0.1171119740846592,0.0
2009-11-13,0.1383211761768338,0.1130918334206153,0.3139592846049132,0.04446002149386714,0.2127500823256471,0.060305627893464345,0.1171119740846592,0.0
2009-11-20,0.1383211761768338,0.1130918334206153,0.3139592846049132,0.04446002149386714,0.2127500823256471,0.060305627893464345,0.1171119740846592,0.0
2009-11-27,0.1377497858808008,0.10938149751864952,0.31922077225117496,0.040882458283005726,0.21637660564869282,0.05696648560074434,0.11942239481693184,0.0
2009-12-04,0.1377497858808008,0.10938149751864952,0.31922077225117496,0.040882458283005726,0.21637660564869282,0.05696648560074434,0.11942239481693184,0.0
2009-12-11,0.1377497858808008,0.10938149751864952,0.31922077225117496,0.040882458283005726,0.21637660564869282,0.05696648560074434,0.11942239481693184,0.0
2009-12-18,0.1377497858808008,0.10938149751864952,0.31922077225117496,0.040882458283005726,0.21637660564869282,0.05696648560074434,0.11942239481693184,0.0
2009-12-25,0.1378231158178267,0.10780355237282799,0.3199721437274399,0.039667728742701594,0.21919833954254325,0.05565064083327425,0.11988447896338636,0.0
2010-01-01,0.1378231158178267,0.10780355237282799,0.3199721437274399,0.039667728742701594,0.21919833954254325,0.05565064083327425,0.11988447896338636,0.0
2010-01-08,0.1378231158178267,0.10780355237282799,0.3199721437274399,0.039667728742701594,0.21919833954254325,0.05565064083327425,0.11988447896338636,0.0
2010-01-15,0.1378231158178267,0.10780355237282799,0.3199721437274399,0.039667728742701594,0.21919833954254325,0.05565064083327425,0.11988447896338636,0.0
2010-01-22,0.1378231158178267,0.10780355237282799,0.3199721437274399,0.039667728742701594,0.21919833954254325,0.05565064083327425,0.11988447896338636,0.0
2010-01-29,0.1370072624644298,0.1077723257603316,0.32470727942481264,0.04043464952711986,0.213598632615184,0.05650295441544498,0.11997689579267726,0.0
2010-02-05,0.1370072624644298,0.1077723257603316,0.32470727942481264,0.04043464952711986,0.213598632615184,0.05650295441544498,0.11997689579267726,0.0
2010-02-12,0.1370072624644298,0.1077723257603316,0.32470727942481264,0.04043464952711986,0.213598632615184,0.05650295441544498,0.11997689579267726,0.0
2010-02-19,0.1370072624644298,0.1077723257603316,0.32470727942481264,0.04043464952711986,0.213598632615184,0.05650295441544498,0.11997689579267726,0.0
2010-02-26,0.14158265549296928,0.11174230163959899,0.3182581910892636,0.04105971940056068,0.2096963347294529,0.05766541848961919,0.11999537915853545,0.0
2010-03-05,0.14158265549296928,0.11174230163959899,0.3182581910892636,0.04105971940056068,0.2096963347294529,0.05766541848961919,0.11999537915853545,0.0
2010-03-12,0.14158265549296928,0.11174230163959899,0.3182581910892636,0.04105971940056068,0.2096963347294529,0.05766541848961919,0.11999537915853545,0.0
2010-03-19,0.14158265549296928,0.11174230163959899,0.3182581910892636,0.04105971940056068,0.2096963347294529,0.05766541848961919,0.11999537915853545,0.0
2010-03-26,0.14443232519189214,0.11402981729501392,0.3155675991810032,0.04123180725513654,0.20700614658831848,0.0577332286569287,0.1199990758317071,0.0
2010-04-02,0.14443232519189214,0.11402981729501392,0.3155675991810032,0.04123180725513654,0.20700614658831848,0.0577332286569287,0.1199990758317071,0.0
2010-04-09,0.14443232519189214,0.11402981729501392,0.3155675991810032,0.04123180725513654,0.20700614658831848,0.0577332286569287,0.1199990758317071,0.0
2010-04-16,0.14443232519189214,0.11402981729501392,0.3155675991810032,0.04123180725513654,0.20700614658831848,0.0577332286569287,0.1199990758317071,0.0
2010-04-23,0.14443232519189214,0.11402981729501392,0.3155675991810032,0.04123180725513654,0.20700614658831848,0.0577332286569287,0.1199990758317071,0.0
2010-04-30,0.12753394623294084,0.1090927115093375,0.22620312250384284,0.04125973434263062,0.31729075773671134,0.058619912508195475,0.11999981516634142,0.0
2010-05-07,0.12753394623294084,0.1090927115093375,0.22620312250384284,0.04125973434263062,0.31729075773671134,0.058619912508195475,0.11999981516634142,0.0
2010-05-14,0.12753394623294084,0.1090927115093375,0.22620312250384284,0.04125973434263062,0.31729075773671134,0.058619912508195475,0.11999981516634142,0.0
2010-05-21,0.12753394623294084,0.1090927115093375,0.22620312250384284,0.04125973434263062,0.31729075773671134,0.058619912508195475,0.11999981516634142,0.0
2010-05-28,0.10166321427176206,0.087763685253539,0.18611871441051833,0.03638006342003111,0.27931125298852477,0.05116315837578087,0.05759991127984389,0.19999999999999996
2010-06-04,0.10166321427176206,0.087763685253539,0.18611871441051833,0.03638006342003111,0.27931125298852477,0.05116315837578087,0.05759991127984389,0.19999999999999996
2010-06-11,0.10166321427176206,0.087763685253539,0.18611871441051833,0.03638006342003111,0.27931125298852477,0.05116315837578087,0.05759991127984389,0.19999999999999996
2010-06-18,0.10166321427176206,0.087763685253539,0.18611871441051833,0.03638006342003111,0.27931125298852477,0.05116315837578087,0.05759991127984389,0.19999999999999996
2010-06-25,0.10014864014254017,0.08923469178587971,0.1879942212966442,0.038249950589364645,0.2953370244189315,0.054475524998733475,0.03455994676790633,0.20000000000000007
2010-07-02,0.10014864014254017,0.08923469178587971,0.1879942212966442,0.038249950589364645,0.2953370244189315,0.054475524998733475,0.03455994676790633,0.20000000000000007
2010-07-09,0.10014864014254017,0.08923469178587971,0.1879942212966442,0.038249950589364645,0.2953370244189315,0.054475524998733475,0.03455994676790633,0.20000000000000007
2010-07-16,0.10014864014254017,0.08923469178587971,0.1879942212966442,0.038249950589364645,0.2953370244189315,0.054475524998733475,0.03455994676790633,0.20000000000000007
2010-07-23,0.10014864014254017,0.08923469178587971,0.1879942212966442,0.038249950589364645,0.2953370244189315,0.054475524998733475,0.03455994676790633,0.20000000000000007
2010-07-30,0.09853888781715439,0.09070840929821883,0.18989121210495577,0.03861685925450333,0.3048843816873509,0.05662428177707305,0.0207359680607438,0.19999999999999996
2010-08-06,0.09853888781715439,0.09070840929821883,0.18989121210495577,0.03861685925450333,0.3048843816873509,0.05662428177707305,0.0207359680607438,0.19999999999999996
2010-08-13,0.09853888781715439,0.09070840929821883,0.18989121210495577,0.03861685925450333,0.3048843816873509,0.05662428177707305,0.0207359680607438,0.19999999999999996
2010-08-20,0.09853888781715439,0.09070840929821883,0.18989121210495577,0.03861685925450333,0.3048843816873509,0.05662428177707305,0.0207359680607438,0.19999999999999996
2010-08-27,0.098635479130047,0.09274207919477839,0.19151239146472765,0.03814896461000616,0.30857060304139805,0.05794890172259642,0.012441580836446278,0.20000000000000007
2010-09-03,0.098635479130047,0.09274207919477839,0.19151239146472765,0.03814896461000616,0.30857060304139805,0.05794890172259642,0.012441580836446278,0.20000000000000007
2010-09-10,0.098635479130047,0.09274207919477839,0.19151239146472765,0.03814896461000616,0.30857060304139805,0.05794890172259642,0.012441580836446278,0.20000000000000007
2010-09-17,0.098635479130047,0.09274207919477839,0.19151239146472765,0.03814896461000616,0.30857060304139805,0.05794890172259642,0.012441580836446278,0.20000000000000007
2010-09-24,0.13176108011377494,0.12183773247450651,0.1991583033425695,0.07175261537648786,0.30942905839079476,0.06061419256313751,0.05420090289208223,0.05124611484664665
2010-10-01,0.13176108011377494,0.12183773247450651,0.1991583033425695,0.07175261537648786,0.30942905839079476,0.06061419256313751,0.05420090289208223,0.05124611484664665
2010-10-08,0.13176108011377494,0.12183773247450651,0.1991583033425695,0.07175261537648786,0.30942905839079476,0.06061419256313751,0.05420090289208223,0.05124611484664665
2010-10-15,0.13176108011377494,0.12183773247450651,0.1991583033425695,0.07175261537648786,0.30942905839079476,0.06061419256313751,0.05420090289208223,0.05124611484664665
2010-10-22,0.13176108011377494,0.12183773247450651,0.1991583033425695,0.07175261537648786,0.30942905839079476,0.06061419256313751,0.05420090289208223,0.05124611484664665
2010-10-29,0.1419984256175183,0.12078119631274922,0.21691333085038292,0.0505367268835258,0.3800249915273303,0.07831962531673463,0.01142570349175885,0.0
2010-11-05,0.1419984256175183,0.12078119631274922,0.21691333085038292,0.0505367268835258,0.3800249915273303,0.07831962531673463,0.01142570349175885,0.0
2010-11-12,0.1419984256175183,0.12078119631274922,0.21691333085038292,0.0505367268835258,0.3800249915273303,0.07831962531673463,0.01142570349175885,0.0
2010-11-19,0.1419984256175183,0.12078119631274922,0.21691333085038292,0.0505367268835258,0.3800249915273303,0.07831962531673463,0.01142570349175885,0.0
2010-11-26,0.1440244813208949,0.12509002194449464,0.18612734164856656,0.07339585943378658,0.3072762884267828,0.06403206984775676,0.052038569124496586,0.04801536825322117
2010-12-03,0.1440244813208949,0.12509002194449464,0.18612734164856656,0.07339585943378658,0.3072762884267828,0.06403206984775676,0.052038569124496586,0.04801536825322117
2010-12-10,0.1440244813208949,0.12509002194449464,0.18612734164856656,0.07339585943378658,0.3072762884267828,0.06403206984775676,0.052038569124496586,0.04801536825322117
2010-12-17,0.1440244813208949,0.12509002194449464,0.18612734164856656,0.07339585943378658,0.3072762884267828,0.06403206984775676,0.052038569124496586,0.04801536825322117
2010-12-24,0.1440244813208949,0.12509002194449464,0.18612734164856656,0.07339585943378658,0.3072762884267828,0.06403206984775676,0.052038569124496586,0.04801536825322117
2010-12-31,0.14617939913662983,0.1231105614990965,0.1869755122535153,0.045284468249488646,0.3219247069215052,0.06959270294751944,0.10693264899224518,0.0
2011-01-07,0.14617939913662983,0.1231105614990965,0.1869755122535153,0.045284468249488646,0.3219247069215052,0.06959270294751944,0.10693264899224518,0.0
2011-01-14,0.14617939913662983,0.1231105614990965,0.1869755122535153,0.045284468249488646,0.3219247069215052,0.06959270294751944,0.10693264899224518,0.0
2011-01-21,0.14617939913662983,0.1231105614990965,0.1869755122535153,0.045284468249488646,0.3219247069215052,0.06959270294751944,0.10693264899224518,0.0
2011-01-28,0.1483589494499538,0.12601105585936256,0.16718865934711805,0.06990050734814032,0.27258326903283625,0.059703586304657504,0.1061473253370898,0.05010664732084169
2011-02-04,0.1483589494499538,0.12601105585936256,0.16718865934711805,0.06990050734814032,0.27258326903283625,0.059703586304657504,0.1061473253370898,0.05010664732084169
2011-02-11,0.1483589494499538,0.12601105585936256,0.16718865934711805,0.06990050734814032,0.27258326903283625,0.059703586304657504,0.1061473253370898,0.05010664732084169
2011-02-18,0.1483589494499538,0.12601105585936256,0.16718865934711805,0.06990050734814032,0.27258326903283625,0.059703586304657504,0.1061473253370898,0.05010664732084169
2011-02-25,0.15472400323780072,0.131587853494761,0.16142782350026924,0.08608434723787599,0.25317851938157776,0.05618715266142752,0.10917568039498704,0.04763462009130082
2011-03-04,0.15472400323780072,0.131587853494761,0.16142782350026924,0.08608434723787599,0.25317851938157776,0.05618715266142752,0.10917568039498704,0.04763462009130082
2011-03-11,0.15472400323780072,0.131587853494761,0.16142782350026924,0.08608434723787599,0.25317851938157776,0.05618715266142752,0.10917568039498704,0.04763462009130082
2011-03-18,0.15472400323780072,0.131587853494761,0.16142782350026924,0.08608434723787599,0.25317851938157776,0.05618715266142752,0.10917568039498704,0.04763462009130082
2011-03-25,0.1580701560802365,0.1338463008235074,0.15802220466207953,0.09654648395259324,0.2413594607209144,0.05395394911730857,0.11085274391625095,0.047348700727109394
2011-04-01,0.1580701560802365,0.1338463008235074,0.15802220466207953,0.09654648395259324,0.2413594607209144,0.05395394911730857,0.11085274391625095,0.047348700727109394
2011-04-08,0.1580701560802365,0.1338463008235074,0.15802220466207953,0.09654648395259324,0.2413594607209144,0.05395394911730857,0.11085274391625095,0.047348700727109394
2011-04-15,0.1580701560802365,0.1338463008235074,0.15802220466207953,0.09654648395259324,0.2413594607209144,0.05395394911730857,0.11085274391625095,0.047348700727109394
2011-04-22,0.1580701560802365,0.1338463008235074,0.15802220466207953,0.09654648395259324,0.2413594607209144,0.05395394911730857,0.11085274391625095,0.047348700727109394
2011-04-29,0.15393572978985554,0.12121414889454486,0.1818012876747464,0.052811884970809395,0.3035158891949723,0.06744858947458793,0.11927247000048373,0.0
2011-05-06,0.15393572978985554,0.12121414889454486,0.1818012876747464,0.052811884970809395,0.3035158891949723,0.06744858947458793,0.11927247000048373,0.0
2011-05-13,0.15393572978985554,0.12121414889454486,0.1818012876747464,0.052811884970809395,0.3035158891949723,0.06744858947458793,0.11927247000048373,0.0
2011-05-20,0.15393572978985554,0.12121414889454486,0.1818012876747464,0.052811884970809395,0.3035158891949723,0.06744858947458793,0.11927247000048373,0.0
2011-05-27,0.15306459605105346,0.12176766425711893,0.19292494575124136,0.08271688475438493,0.2594493593402782,0.07022205584582646,0.11985449400009673,0.0
2011-06-03,0.15306459605105346,0.12176766425711893,0.19292494575124136,0.08271688475438493,0.2594493593402782,0.07022205584582646,0.11985449400009673,0.0
2011-06-10,0.15306459605105346,0.12176766425711893,0.19292494575124136,0.08271688475438493,0.2594493593402782,0.07022205584582646,0.11985449400009673,0.0
2011-06-17,0.15306459605105346,0.12176766425711893,0.19292494575124136,0.08271688475438493,0.2594493593402782,0.07022205584582646,0.11985449400009673,0.0
2011-06-24,0.14880585933378446,0.12339416144761367,0.17308260720732924,0.10694737349739525,0.24035873006685188,0.06642228946700282,0.11704103370941892,0.023947945270603843
2011-07-01,0.14880585933378446,0.12339416144761367,0.17308260720732924,0.10694737349739525,0.24035873006685188,0.06642228946700282,0.11704103370941892,0.023947945270603843
2011-07-08,0.14880585933378446,0.12339416144761367,0.17308260720732924,0.10694737349739525,0.24035873006685188,0.06642228946700282,0.11704103370941892,0.023947945270603843
2011-07-15,0.14880585933378446,0.12339416144761367,0.17308260720732924,0.10694737349739525,0.24035873006685188,0.06642228946700282,0.11704103370941892,0.023947945270603843
2011-07-22,0.14880585933378446,0.12339416144761367,0.17308260720732924,0.10694737349739525,0.24035873006685188,0.06642228946700282,0.11704103370941892,0.023947945270603843
2011-07-29,0.14223845803970378,0.12172982535957795,0.21697643554833548,0.11279842613966895,0.296338841109357,0.08593547452334521,0.023982539280011598,1.1102230246251565e-16
2011-08-05,0.14223845803970378,0.12172982535957795,0.21697643554833548,0.11279842613966895,0.296338841109357,0.08593547452334521,0.023982539280011598,1.1102230246251565e-16
2011-08-12,0.14223845803970378,0.12172982535957795,0.21697643554833548,0.11279842613966895,0.296338841109357,0.08593547452334521,0.023982539280011598,1.1102230246251565e-16
2011-08-19,0.14223845803970378,0.12172982535957795,0.21697643554833548,0.11279842613966895,0.296338841109357,0.08593547452334521,0.023982539280011598,1.1102230246251565e-16
2011-08-26,0.05558246620082322,0.04773503626464989,0.0869882338780009,0.04570310970870592,0.12050126091911098,0.03773408360150636,0.005755809427202783,0.5999999999999999
2011-09-02,0.05558246620082322,0.04773503626464989,0.0869882338780009,0.04570310970870592,0.12050126091911098,0.03773408360150636,0.005755809427202783,0.5999999999999999
2011-09-09,0.05558246620082322,0.04773503626464989,0.0869882338780009,0.04570310970870592,0.12050126091911098,0.03773408360150636,0.005755809427202783,0.5999999999999999
2011-09-16,0.05558246620082322,0.04773503626464989,0.0869882338780009,0.04570310970870592,0.12050126091911098,0.03773408360150636,0.005755809427202783,0.5999999999999999
2011-09-23,0.05558246620082322,0.04773503626464989,0.0869882338780009,0.04570310970870592,0.12050126091911098,0.03773408360150636,0.005755809427202783,0.5999999999999999
2011-09-30,0.05013558908286904,0.04792650469032705,0.08556051175232665,0.04713725125826134,0.12719646339309315,0.03859019416680115,0.00345348565632167,0.6
2011-10-07,0.05013558908286904,0.04792650469032705,0.08556051175232665,0.04713725125826134,0.12719646339309315,0.03859019416680115,0.00345348565632167,0.6
2011-10-14,0.05013558908286904,0.04792650469032705,0.08556051175232665,0.04713725125826134,0.12719646339309315,0.03859019416680115,0.00345348565632167,0.6
2011-10-21,0.05013558908286904,0.04792650469032705,0.08556051175232665,0.04713725125826134,0.12719646339309315,0.03859019416680115,0.00345348565632167,0.6
2011-10-28,0.04643446197139914,0.04780520491227228,0.08428461891465182,0.049019893483642774,0.12906891453671235,0.04131481478752869,0.002072091393793002,0.6
2011-11-04,0.04643446197139914,0.04780520491227228,0.08428461891465182,0.049019893483642774,0.12906891453671235,0.04131481478752869,0.002072091393793002,0.6
2011-11-11,0.04643446197139914,0.04780520491227228,0.08428461891465182,0.049019893483642774,0.12906891453671235,0.04131481478752869,0.002072091393793002,0.6
2011-11-18,0.04643446197139914,0.04780520491227228,0.08428461891465182,0.049019893483642774,0.12906891453671235,0.04131481478752869,0.002072091393793002,0.6
2011-11-25,0.08689740407322466,0.09612473932219752,0.16159063380404123,0.07856934206744082,0.2845825089392928,0.0897488621212514,0.002486509672551602,0.19999999999999996
2011-12-02,0.08689740407322466,0.09612473932219752,0.16159063380404123,0.07856934206744082,0.2845825089392928,0.0897488621212514,0.002486509672551602,0.19999999999999996
2011-12-09,0.08689740407322466,0.09612473932219752,0.16159063380404123,0.07856934206744082,0.2845825089392928,0.0897488621212514,0.002486509672551602,0.19999999999999996
2011-12-16,0.08689740407322466,0.09612473932219752,0.16159063380404123,0.07856934206744082,0.2845825089392928,0.0897488621212514,0.002486509672551602,0.19999999999999996
2011-12-23,0.08689740407322466,0.09612473932219752,0.16159063380404123,0.07856934206744082,0.2845825089392928,0.0897488621212514,0.002486509672551602,0.19999999999999996
2011-12-30,0.08786632178846848,0.10367903598522384,0.1751144435413373,0.07028022591711885,0.30834817742618603,0.09813596983668593,0.0015758255049795773,0.15500000000000003
2012-01-06,0.08786632178846848,0.10367903598522384,0.1751144435413373,0.07028022591711885,0.30834817742618603,0.09813596983668593,0.0015758255049795773,0.15500000000000003
2012-01-13,0.08786632178846848,0.10367903598522384,0.1751144435413373,0.07028022591711885,0.30834817742618603,0.09813596983668593,0.0015758255049795773,0.15500000000000003
2012-01-20,0.08786632178846848,0.10367903598522384,0.1751144435413373,0.07028022591711885,0.30834817742618603,0.09813596983668593,0.0015758255049795773,0.15500000000000003
2012-01-27,0.10854653499714333,0.13495852234537892,0.18574219912825735,0.13357368073258086,0.3226449097948439,0.1065528661665893,0.0007400298026990806,0.00724125703250722
2012-02-03,0.10854653499714333,0.13495852234537892,0.18574219912825735,0.13357368073258086,0.3226449097948439,0.1065528661665893,0.0007400298026990806,0.00724125703250722
2012-02-10,0.10854653499714333,0.13495852234537892,0.18574219912825735,0.13357368073258086,0.3226449097948439,0.1065528661665893,0.0007400298026990806,0.00724125703250722
2012-02-17,0.10854653499714333,0.13495852234537892,0.18574219912825735,0.13357368073258086,0.3226449097948439,0.1065528661665893,0.0007400298026990806,0.00724125703250722
2012-02-24,0.03682482997883675,0.1936537733493802,0.09558299982177199,0.2491267814120028,0.209205457463419,0.07915017126035505,0.09138949673224714,0.045066489981987035
2012-03-02,0.03682482997883675,0.1936537733493802,0.09558299982177199,0.2491267814120028,0.209205457463419,0.07915017126035505,0.09138949673224714,0.045066489981987035
2012-03-09,0.03682482997883675,0.1936537733493802,0.09558299982177199,0.2491267814120028,0.209205457463419,0.07915017126035505,0.09138949673224714,0.045066489981987035
2012-03-16,0.03682482997883675,0.1936537733493802,0.09558299982177199,0.2491267814120028,0.209205457463419,0.07915017126035505,0.09138949673224714,0.045066489981987035
2012-03-23,0.03682482997883675,0.1936537733493802,0.09558299982177199,0.2491267814120028,0.209205457463419,0.07915017126035505,0.09138949673224714,0.045066489981987035
2012-03-30,0.07145450832120676,0.183131529554687,0.12160661732642268,0.20484666382279654,0.21190658080647157,0.07735284338110869,0.10234154476851746,0.027359712018789284
2012-04-06,0.07145450832120676,0.183131529554687,0.12160661732642268,0.20484666382279654,0.21190658080647157,0.07735284338110869,0.10234154476851746,0.027359712018789284
2012-04-13,0.07145450832120676,0.183131529554687,0.12160661732642268,0.20484666382279654,0.21190658080647157,0.07735284338110869,0.10234154476851746,0.027359712018789284
2012-04-20,0.07145450832120676,0.183131529554687,0.12160661732642268,0.20484666382279654,0.21190658080647157,0.07735284338110869,0.10234154476851746,0.027359712018789284
2012-04-27,0.09431620542621853,0.16825453716200198,0.14090619046592562,0.17489892197733986,0.21368534978380774,0.07349853504066205,0.10799098773610559,0.026449272407938706
2012-05-04,0.09431620542621853,0.16825453716200198,0.14090619046592562,0.17489892197733986,0.21368534978380774,0.07349853504066205,0.10799098773610559,0.026449272407938706
2012-05-11,0.09431620542621853,0.16825453716200198,0.14090619046592562,0.17489892197733986,0.21368534978380774,0.07349853504066205,0.10799098773610559,0.026449272407938706
2012-05-18,0.09431620542621853,0.16825453716200198,0.14090619046592562,0.17489892197733986,0.21368534978380774,0.07349853504066205,0.10799098773610559,0.026449272407938706
2012-05-25,0.0776571087694578,0.11913487755586238,0.14119497783953486,0.10701698181457087,0.23793972451260906,0.07607999237438076,0.05411862121128571,0.1868577159222985
2012-06-01,0.0776571087694578,0.11913487755586238,0.14119497783953486,0.10701698181457087,0.23793972451260906,0.07607999237438076,0.05411862121128571,0.1868577159222985
2012-06-08,0.0776571087694578,0.11913487755586238,0.14119497783953486,0.10701698181457087,0.23793972451260906,0.07607999237438076,0.05411862121128571,0.1868577159222985
2012-06-15,0.0776571087694578,0.11913487755586238,0.14119497783953486,0.10701698181457087,0.23793972451260906,0.07607999237438076,0.05411862121128571,0.1868577159222985
2012-06-22,0.0776571087694578,0.11913487755586238,0.14119497783953486,0.10701698181457087,0.23793972451260906,0.07607999237438076,0.05411862121128571,0.1868577159222985
2012-06-29,0.10599052776154579,0.13922411870806092,0.16625156391399842,0.12401977006612962,0.250249124456039,0.08000444445099224,0.08313181389918847,0.051128636744045663
2012-07-06,0.10599052776154579,0.13922411870806092,0.16625156391399842,0.12401977006612962,0.250249124456039,0.08000444445099224,0.08313181389918847,0.051128636744045663
2012-07-13,0.10599052776154579,0.13922411870806092,0.16625156391399842,0.12401977006612962,0.250249124456039,0.08000444445099224,0.08313181389918847,0.051128636744045663
2012-07-20,0.10599052776154579,0.13922411870806092,0.16625156391399842,0.12401977006612962,0.250249124456039,0.08000444445099224,0.08313181389918847,0.051128636744045663
2012-07-27,0.09644259379936182,0.11303960948315649,0.18415499450909256,0.06348810783582881,0.32261604791954734,0.10673639483527417,0.11352225161773882,0.0
