,dual_momentum_topn,cta_trend_long_only,composite_selective_strength_weighted,composite_regime_conditioned,taa_10m_sma,cash::BIL
2010-03-19,0.17851588493544893,0.15522241055662647,0.2226270636600907,0.3194140212827104,0.10422061956512356,0.019999999999999907
2010-03-26,0.18054756601811123,0.1567967771846959,0.22033543050387533,0.31902052331537534,0.1032997029779423,0.019999999999999796
2010-04-02,0.18054756601811123,0.1567967771846959,0.22033543050387533,0.31902052331537534,0.1032997029779423,0.019999999999999796
2010-04-09,0.18054756601811123,0.1567967771846959,0.22033543050387533,0.31902052331537534,0.1032997029779423,0.019999999999999796
2010-04-16,0.18054756601811123,0.1567967771846959,0.22033543050387533,0.31902052331537534,0.1032997029779423,0.019999999999999796
2010-04-23,0.18054756601811123,0.1567967771846959,0.22033543050387533,0.31902052331537534,0.1032997029779423,0.019999999999999796
2010-04-30,0.18506351360279766,0.1663174284952131,0.22470357756572615,0.30545828806790426,0.11845719226835887,0.0
2010-05-07,0.18506351360279766,0.1663174284952131,0.22470357756572615,0.30545828806790426,0.11845719226835887,0.0
2010-05-14,0.18506351360279766,0.1663174284952131,0.22470357756572615,0.30545828806790426,0.11845719226835887,0.0
2010-05-21,0.18506351360279766,0.1663174284952131,0.22470357756572615,0.30545828806790426,0.11845719226835887,0.0
2010-05-28,0.1539789260583692,0.137888964363542,0.17680534722869093,0.2359365837694342,0.09539017857996378,0.19999999999999996
2010-06-04,0.1539789260583692,0.137888964363542,0.17680534722869093,0.2359365837694342,0.09539017857996378,0.19999999999999996
2010-06-11,0.1539789260583692,0.137888964363542,0.17680534722869093,0.2359365837694342,0.09539017857996378,0.19999999999999996
2010-06-18,0.1539789260583692,0.137888964363542,0.17680534722869093,0.2359365837694342,0.09539017857996378,0.19999999999999996
2010-06-25,0.15857766311825994,0.14511088678127423,0.17492907531555313,0.22260550844960783,0.09877686633530491,0.19999999999999996
2010-07-02,0.15857766311825994,0.14511088678127423,0.17492907531555313,0.22260550844960783,0.09877686633530491,0.19999999999999996
2010-07-09,0.15857766311825994,0.14511088678127423,0.17492907531555313,0.22260550844960783,0.09877686633530491,0.19999999999999996
2010-07-16,0.15857766311825994,0.14511088678127423,0.17492907531555313,0.22260550844960783,0.09877686633530491,0.19999999999999996
2010-07-23,0.15857766311825994,0.14511088678127423,0.17492907531555313,0.22260550844960783,0.09877686633530491,0.19999999999999996
2010-07-30,0.15537244233724878,0.14571876570730977,0.17907747989521056,0.21462176172172073,0.10520955033851026,0.19999999999999996
2010-08-06,0.15537244233724878,0.14571876570730977,0.17907747989521056,0.21462176172172073,0.10520955033851026,0.19999999999999996
2010-08-13,0.15537244233724878,0.14571876570730977,0.17907747989521056,0.21462176172172073,0.10520955033851026,0.19999999999999996
2010-08-20,0.15537244233724878,0.14571876570730977,0.17907747989521056,0.21462176172172073,0.10520955033851026,0.19999999999999996
2010-08-27,0.1545876715557829,0.14834766736021235,0.18067785306014444,0.20744319481087947,0.10894361321298095,0.19999999999999984
2010-09-03,0.1545876715557829,0.14834766736021235,0.18067785306014444,0.20744319481087947,0.10894361321298095,0.19999999999999984
2010-09-10,0.1545876715557829,0.14834766736021235,0.18067785306014444,0.20744319481087947,0.10894361321298095,0.19999999999999984
2010-09-17,0.1545876715557829,0.14834766736021235,0.18067785306014444,0.20744319481087947,0.10894361321298095,0.19999999999999984
2010-09-24,0.1750152266489489,0.1708569770843153,0.20289922210378444,0.22656344121452313,0.12466513294842833,0.09999999999999998
2010-10-01,0.1750152266489489,0.1708569770843153,0.20289922210378444,0.22656344121452313,0.12466513294842833,0.09999999999999998
2010-10-08,0.1750152266489489,0.1708569770843153,0.20289922210378444,0.22656344121452313,0.12466513294842833,0.09999999999999998
2010-10-15,0.1750152266489489,0.1708569770843153,0.20289922210378444,0.22656344121452313,0.12466513294842833,0.09999999999999998
2010-10-22,0.1750152266489489,0.1708569770843153,0.20289922210378444,0.22656344121452313,0.12466513294842833,0.09999999999999998
2010-10-29,0.2160871533229635,0.10264116198671222,0.2874127576412437,0.3199328034176216,0.053926123631459114,0.019999999999999907
2010-11-05,0.2160871533229635,0.10264116198671222,0.2874127576412437,0.3199328034176216,0.053926123631459114,0.019999999999999907
2010-11-12,0.2160871533229635,0.10264116198671222,0.2874127576412437,0.3199328034176216,0.053926123631459114,0.019999999999999907
2010-11-19,0.2160871533229635,0.10264116198671222,0.2874127576412437,0.3199328034176216,0.053926123631459114,0.019999999999999907
2010-11-26,0.19310981469351696,0.09161985243388567,0.26560672088298265,0.29903914527957504,0.05062446671003977,0.09999999999999987
2010-12-03,0.19310981469351696,0.09161985243388567,0.26560672088298265,0.29903914527957504,0.05062446671003977,0.09999999999999987
2010-12-10,0.19310981469351696,0.09161985243388567,0.26560672088298265,0.29903914527957504,0.05062446671003977,0.09999999999999987
2010-12-17,0.19310981469351696,0.09161985243388567,0.26560672088298265,0.29903914527957504,0.05062446671003977,0.09999999999999987
2010-12-24,0.19310981469351696,0.09161985243388567,0.26560672088298265,0.29903914527957504,0.05062446671003977,0.09999999999999987
2010-12-31,0.22496286706302374,0.13296209877457194,0.1995189998885942,0.312893636991427,0.1285987686134858,0.0010636286688971985
2011-01-07,0.22496286706302374,0.13296209877457194,0.1995189998885942,0.312893636991427,0.1285987686134858,0.0010636286688971985
2011-01-14,0.22496286706302374,0.13296209877457194,0.1995189998885942,0.312893636991427,0.1285987686134858,0.0010636286688971985
2011-01-21,0.22496286706302374,0.13296209877457194,0.1995189998885942,0.312893636991427,0.1285987686134858,0.0010636286688971985
2011-01-28,0.16729152478204987,0.14889600279673773,0.2312508728735639,0.23742060165072068,0.1151409978969279,0.09999999999999998
2011-02-04,0.16729152478204987,0.14889600279673773,0.2312508728735639,0.23742060165072068,0.1151409978969279,0.09999999999999998
2011-02-11,0.16729152478204987,0.14889600279673773,0.2312508728735639,0.23742060165072068,0.1151409978969279,0.09999999999999998
2011-02-18,0.16729152478204987,0.14889600279673773,0.2312508728735639,0.23742060165072068,0.1151409978969279,0.09999999999999998
2011-02-25,0.17973031678361318,0.1339450863484561,0.21039568127510794,0.2585682893646746,0.1173606262281483,0.09999999999999987
2011-03-04,0.17973031678361318,0.1339450863484561,0.21039568127510794,0.2585682893646746,0.1173606262281483,0.09999999999999987
2011-03-11,0.17973031678361318,0.1339450863484561,0.21039568127510794,0.2585682893646746,0.1173606262281483,0.09999999999999987
2011-03-18,0.17973031678361318,0.1339450863484561,0.21039568127510794,0.2585682893646746,0.1173606262281483,0.09999999999999987
2011-03-25,0.18867644240115647,0.12428822351024453,0.198347975359894,0.26949728383495103,0.11919007489375406,0.09999999999999998
2011-04-01,0.18867644240115647,0.12428822351024453,0.198347975359894,0.26949728383495103,0.11919007489375406,0.09999999999999998
2011-04-08,0.18867644240115647,0.12428822351024453,0.198347975359894,0.26949728383495103,0.11919007489375406,0.09999999999999998
2011-04-15,0.18867644240115647,0.12428822351024453,0.198347975359894,0.26949728383495103,0.11919007489375406,0.09999999999999998
2011-04-22,0.18867644240115647,0.12428822351024453,0.198347975359894,0.26949728383495103,0.11919007489375406,0.09999999999999998
2011-04-29,0.23554831416086383,0.1295889962507061,0.19822024894088713,0.29546661381480466,0.1306617485692519,0.01051407826348627
2011-05-06,0.23554831416086383,0.1295889962507061,0.19822024894088713,0.29546661381480466,0.1306617485692519,0.01051407826348627
2011-05-13,0.23554831416086383,0.1295889962507061,0.19822024894088713,0.29546661381480466,0.1306617485692519,0.01051407826348627
2011-05-20,0.23554831416086383,0.1295889962507061,0.19822024894088713,0.29546661381480466,0.1306617485692519,0.01051407826348627
2011-05-27,0.23579113832988652,0.12923562258945068,0.19818505269718936,0.2976446038004983,0.1310761677412345,0.008067414841740672
2011-06-03,0.23579113832988652,0.12923562258945068,0.19818505269718936,0.2976446038004983,0.1310761677412345,0.008067414841740672
2011-06-10,0.23579113832988652,0.12923562258945068,0.19818505269718936,0.2976446038004983,0.1310761677412345,0.008067414841740672
2011-06-17,0.23579113832988652,0.12923562258945068,0.19818505269718936,0.2976446038004983,0.1310761677412345,0.008067414841740672
2011-06-24,0.22344124988041733,0.12338620823239514,0.19552446364189588,0.29910573558910053,0.13266282594974302,0.02587951670644817
2011-07-01,0.22344124988041733,0.12338620823239514,0.19552446364189588,0.29910573558910053,0.13266282594974302,0.02587951670644817
2011-07-08,0.22344124988041733,0.12338620823239514,0.19552446364189588,0.29910573558910053,0.13266282594974302,0.02587951670644817
2011-07-15,0.22344124988041733,0.12338620823239514,0.19552446364189588,0.29910573558910053,0.13266282594974302,0.02587951670644817
2011-07-22,0.22344124988041733,0.12338620823239514,0.19552446364189588,0.29910573558910053,0.13266282594974302,0.02587951670644817
2011-07-29,0.2132629262313417,0.12698937393529622,0.18242534521480144,0.27687619603674024,0.13855431369155455,0.06189184489026589
2011-08-05,0.2132629262313417,0.12698937393529622,0.18242534521480144,0.27687619603674024,0.13855431369155455,0.06189184489026589
2011-08-12,0.2132629262313417,0.12698937393529622,0.18242534521480144,0.27687619603674024,0.13855431369155455,0.06189184489026589
2011-08-19,0.2132629262313417,0.12698937393529622,0.18242534521480144,0.27687619603674024,0.13855431369155455,0.06189184489026589
2011-08-26,0.08533260311776568,0.04787107211406804,0.09424109747719721,0.12455659306830712,0.04799863422266202,0.5999999999999999
2011-09-02,0.08533260311776568,0.04787107211406804,0.09424109747719721,0.12455659306830712,0.04799863422266202,0.5999999999999999
2011-09-09,0.08533260311776568,0.04787107211406804,0.09424109747719721,0.12455659306830712,0.04799863422266202,0.5999999999999999
2011-09-16,0.08533260311776568,0.04787107211406804,0.09424109747719721,0.12455659306830712,0.04799863422266202,0.5999999999999999
2011-09-23,0.08533260311776568,0.04787107211406804,0.09424109747719721,0.12455659306830712,0.04799863422266202,0.5999999999999999
2011-09-30,0.06658531285375564,0.06223426234103274,0.08425122978014887,0.1304147766968792,0.05651441832818358,0.6
2011-10-07,0.06658531285375564,0.06223426234103274,0.08425122978014887,0.1304147766968792,0.05651441832818358,0.6
2011-10-14,0.06658531285375564,0.06223426234103274,0.08425122978014887,0.1304147766968792,0.05651441832818358,0.6
2011-10-21,0.06658531285375564,0.06223426234103274,0.08425122978014887,0.1304147766968792,0.05651441832818358,0.6
2011-10-28,0.05476075049295999,0.07017664285799752,0.07724880337243996,0.1326007906926144,0.06521301258398812,0.6
2011-11-04,0.05476075049295999,0.07017664285799752,0.07724880337243996,0.1326007906926144,0.06521301258398812,0.6
2011-11-11,0.05476075049295999,0.07017664285799752,0.07724880337243996,0.1326007906926144,0.06521301258398812,0.6
2011-11-18,0.05476075049295999,0.07017664285799752,0.07724880337243996,0.1326007906926144,0.06521301258398812,0.6
2011-11-25,0.09542520897141826,0.15092666509760583,0.19072159665801616,0.21552473867682953,0.1474017905961302,0.19999999999999996
2011-12-02,0.09542520897141826,0.15092666509760583,0.19072159665801616,0.21552473867682953,0.1474017905961302,0.19999999999999996
2011-12-09,0.09542520897141826,0.15092666509760583,0.19072159665801616,0.21552473867682953,0.1474017905961302,0.19999999999999996
2011-12-16,0.09542520897141826,0.15092666509760583,0.19072159665801616,0.21552473867682953,0.1474017905961302,0.19999999999999996
2011-12-23,0.09542520897141826,0.15092666509760583,0.19072159665801616,0.21552473867682953,0.1474017905961302,0.19999999999999996
2011-12-30,0.11293860540582455,0.12807229055285704,0.21536906336829553,0.21898079392077208,0.12463924675225078,0.19999999999999996
2012-01-06,0.11293860540582455,0.12807229055285704,0.21536906336829553,0.21898079392077208,0.12463924675225078,0.19999999999999996
2012-01-13,0.11293860540582455,0.12807229055285704,0.21536906336829553,0.21898079392077208,0.12463924675225078,0.19999999999999996
2012-01-20,0.11293860540582455,0.12807229055285704,0.21536906336829553,0.21898079392077208,0.12463924675225078,0.19999999999999996
2012-01-27,0.10116919631145832,0.19878832634260818,0.18192649590497884,0.24887572277202588,0.1892402586689289,0.07999999999999985
2012-02-03,0.10116919631145832,0.19878832634260818,0.18192649590497884,0.24887572277202588,0.1892402586689289,0.07999999999999985
2012-02-10,0.10116919631145832,0.19878832634260818,0.18192649590497884,0.24887572277202588,0.1892402586689289,0.07999999999999985
2012-02-17,0.10116919631145832,0.19878832634260818,0.18192649590497884,0.24887572277202588,0.1892402586689289,0.07999999999999985
2012-02-24,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-02,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-09,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-16,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-23,0.09120921389969111,0.23461356334432232,0.1560996255491254,0.23492603981008672,0.20315155739677457,0.07999999999999985
2012-03-30,0.11250955784816305,0.17987183321985564,0.20743197138206876,0.23462367942684864,0.16556295812306407,0.09999999999999976
2012-04-06,0.11250955784816305,0.17987183321985564,0.20743197138206876,0.23462367942684864,0.16556295812306407,0.09999999999999976
2012-04-13,0.11250955784816305,0.17987183321985564,0.20743197138206876,0.23462367942684864,0.16556295812306407,0.09999999999999976
2012-04-20,0.11250955784816305,0.17987183321985564,0.20743197138206876,0.23462367942684864,0.16556295812306407,0.09999999999999976
2012-04-27,0.09865180257635614,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.1893057111924412,0.09999999999999998
2012-05-04,0.09865180257635614,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.1893057111924412,0.09999999999999998
2012-05-11,0.09865180257635614,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.1893057111924412,0.09999999999999998
2012-05-18,0.09865180257635614,0.18810202850401903,0.18375733543385084,0.2401831222933328,0.1893057111924412,0.09999999999999998
2012-05-25,0.08093676727823107,0.1698157126154215,0.15189773999263884,0.2180472224134291,0.1793025577002796,0.19999999999999996
2012-06-01,0.08093676727823107,0.1698157126154215,0.15189773999263884,0.2180472224134291,0.1793025577002796,0.19999999999999996
2012-06-08,0.08093676727823107,0.1698157126154215,0.15189773999263884,0.2180472224134291,0.1793025577002796,0.19999999999999996
2012-06-15,0.08093676727823107,0.1698157126154215,0.15189773999263884,0.2180472224134291,0.1793025577002796,0.19999999999999996
2012-06-22,0.08093676727823107,0.1698157126154215,0.15189773999263884,0.2180472224134291,0.1793025577002796,0.19999999999999996
2012-06-29,0.08620169863027868,0.19230139680963373,0.16287082543394849,0.24780971437834834,0.21081636474779064,0.10000000000000009
2012-07-06,0.08620169863027868,0.19230139680963373,0.16287082543394849,0.24780971437834834,0.21081636474779064,0.10000000000000009
2012-07-13,0.08620169863027868,0.19230139680963373,0.16287082543394849,0.24780971437834834,0.21081636474779064,0.10000000000000009
2012-07-20,0.08620169863027868,0.19230139680963373,0.16287082543394849,0.24780971437834834,0.21081636474779064,0.10000000000000009
2012-07-27,0.09068072834622658,0.22349272501040246,0.1625645782573053,0.2524412350413484,0.2508207333447172,0.020000000000000018
2012-08-03,0.09068072834622658,0.22349272501040246,0.1625645782573053,0.2524412350413484,0.2508207333447172,0.020000000000000018
2012-08-10,0.09068072834622658,0.22349272501040246,0.1625645782573053,0.2524412350413484,0.2508207333447172,0.020000000000000018
2012-08-17,0.09068072834622658,0.22349272501040246,0.1625645782573053,0.2524412350413484,0.2508207333447172,0.020000000000000018
2012-08-24,0.09068072834622658,0.22349272501040246,0.1625645782573053,0.2524412350413484,0.2508207333447172,0.020000000000000018
2012-08-31,0.091597926144703,0.22749636989946156,0.1630408200803282,0.25676298147336174,0.2611019024021456,0.0
2012-09-07,0.091597926144703,0.22749636989946156,0.1630408200803282,0.25676298147336174,0.2611019024021456,0.0
2012-09-14,0.091597926144703,0.22749636989946156,0.1630408200803282,0.25676298147336174,0.2611019024021456,0.0
2012-09-21,0.091597926144703,0.22749636989946156,0.1630408200803282,0.25676298147336174,0.2611019024021456,0.0
2012-09-28,0.08838753135733014,0.2253756879103126,0.15816623179254521,0.25379246113702775,0.27427808780278434,0.0
2012-10-05,0.08838753135733014,0.2253756879103126,0.15816623179254521,0.25379246113702775,0.27427808780278434,0.0
2012-10-12,0.08838753135733014,0.2253756879103126,0.15816623179254521,0.25379246113702775,0.27427808780278434,0.0
2012-10-19,0.08838753135733014,0.2253756879103126,0.15816623179254521,0.25379246113702775,0.27427808780278434,0.0
2012-10-26,0.08539552098512058,0.2319402234338465,0.15230861816965063,0.24937756502515238,0.28097807238623007,0.0
2012-11-02,0.08539552098512058,0.2319402234338465,0.15230861816965063,0.24937756502515238,0.28097807238623007,0.0
2012-11-09,0.08539552098512058,0.2319402234338465,0.15230861816965063,0.24937756502515238,0.28097807238623007,0.0
2012-11-16,0.08539552098512058,0.2319402234338465,0.15230861816965063,0.24937756502515238,0.28097807238623007,0.0
2012-11-23,0.08539552098512058,0.2319402234338465,0.15230861816965063,0.24937756502515238,0.28097807238623007,0.0
2012-11-30,0.08413036648163325,0.23034228886860503,0.1450015682515866,0.2427378401806818,0.2777879362174934,0.019999999999999907
2012-12-07,0.08413036648163325,0.23034228886860503,0.1450015682515866,0.2427378401806818,0.2777879362174934,0.019999999999999907
2012-12-14,0.08413036648163325,0.23034228886860503,0.1450015682515866,0.2427378401806818,0.2777879362174934,0.019999999999999907
2012-12-21,0.08413036648163325,0.23034228886860503,0.1450015682515866,0.2427378401806818,0.2777879362174934,0.019999999999999907
2012-12-28,0.08398441419491082,0.23661965842542107,0.14479090617582427,0.24689569315717924,0.28248514670739244,0.005224181339272271
2013-01-04,0.08398441419491082,0.23661965842542107,0.14479090617582427,0.24689569315717924,0.28248514670739244,0.005224181339272271
2013-01-11,0.08398441419491082,0.23661965842542107,0.14479090617582427,0.24689569315717924,0.28248514670739244,0.005224181339272271
2013-01-18,0.08398441419491082,0.23661965842542107,0.14479090617582427,0.24689569315717924,0.28248514670739244,0.005224181339272271
2013-01-25,0.08073545876711813,0.2347007437874228,0.1388533650346321,0.24261860837677685,0.28309182403405003,0.020000000000000018
2013-02-01,0.08073545876711813,0.2347007437874228,0.1388533650346321,0.24261860837677685,0.28309182403405003,0.020000000000000018
2013-02-08,0.08073545876711813,0.2347007437874228,0.1388533650346321,0.24261860837677685,0.28309182403405003,0.020000000000000018
2013-02-15,0.08073545876711813,0.2347007437874228,0.1388533650346321,0.24261860837677685,0.28309182403405003,0.020000000000000018
2013-02-22,0.08098714776922096,0.2402904515638415,0.14211282443594475,0.24888654451720535,0.28772303171378744,0.0
2013-03-01,0.08098714776922096,0.2402904515638415,0.14211282443594475,0.24888654451720535,0.28772303171378744,0.0
2013-03-08,0.08098714776922096,0.2402904515638415,0.14211282443594475,0.24888654451720535,0.28772303171378744,0.0
2013-03-15,0.08098714776922096,0.2402904515638415,0.14211282443594475,0.24888654451720535,0.28772303171378744,0.0
2013-03-22,0.08098714776922096,0.2402904515638415,0.14211282443594475,0.24888654451720535,0.28772303171378744,0.0
2013-03-29,0.15763975622950216,0.13296503779993127,0.30322550149317146,0.24736070078142017,0.15880900369597492,0.0
2013-04-05,0.15763975622950216,0.13296503779993127,0.30322550149317146,0.24736070078142017,0.15880900369597492,0.0
2013-04-12,0.15763975622950216,0.13296503779993127,0.30322550149317146,0.24736070078142017,0.15880900369597492,0.0
2013-04-19,0.15763975622950216,0.13296503779993127,0.30322550149317146,0.24736070078142017,0.15880900369597492,0.0
2013-04-26,0.13759963537687758,0.11711316364563237,0.2741036485501475,0.225474450664554,0.14570910176278856,0.09999999999999987
2013-05-03,0.13759963537687758,0.11711316364563237,0.2741036485501475,0.225474450664554,0.14570910176278856,0.09999999999999987
2013-05-10,0.13759963537687758,0.11711316364563237,0.2741036485501475,0.225474450664554,0.14570910176278856,0.09999999999999987
2013-05-17,0.13759963537687758,0.11711316364563237,0.2741036485501475,0.225474450664554,0.14570910176278856,0.09999999999999987
2013-05-24,0.13759963537687758,0.11711316364563237,0.2741036485501475,0.225474450664554,0.14570910176278856,0.09999999999999987
2013-05-31,0.14733332051350173,0.12832476568248347,0.30703886929396706,0.25657729897137793,0.1607257455386698,0.0
2013-06-07,0.14733332051350173,0.12832476568248347,0.30703886929396706,0.25657729897137793,0.1607257455386698,0.0
2013-06-14,0.14733332051350173,0.12832476568248347,0.30703886929396706,0.25657729897137793,0.1607257455386698,0.0
2013-06-21,0.14733332051350173,0.12832476568248347,0.30703886929396706,0.25657729897137793,0.1607257455386698,0.0
2013-06-28,0.11422628177299901,0.09845689648208374,0.24039921363717492,0.22263347581646667,0.12428413229127569,0.19999999999999996
2013-07-05,0.11422628177299901,0.09845689648208374,0.24039921363717492,0.22263347581646667,0.12428413229127569,0.19999999999999996
2013-07-12,0.11422628177299901,0.09845689648208374,0.24039921363717492,0.22263347581646667,0.12428413229127569,0.19999999999999996
2013-07-19,0.11422628177299901,0.09845689648208374,0.24039921363717492,0.22263347581646667,0.12428413229127569,0.19999999999999996
2013-07-26,0.10311824701423776,0.13898519464845546,0.20932284273874946,0.26955146513394335,0.179022250464614,0.10000000000000009
2013-08-02,0.10311824701423776,0.13898519464845546,0.20932284273874946,0.26955146513394335,0.179022250464614,0.10000000000000009
2013-08-09,0.10311824701423776,0.13898519464845546,0.20932284273874946,0.26955146513394335,0.179022250464614,0.10000000000000009
2013-08-16,0.10311824701423776,0.13898519464845546,0.20932284273874946,0.26955146513394335,0.179022250464614,0.10000000000000009
2013-08-23,0.10311824701423776,0.13898519464845546,0.20932284273874946,0.26955146513394335,0.179022250464614,0.10000000000000009
2013-08-30,0.07880749444106239,0.13686188841491012,0.15386188968014916,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-06,0.07880749444106239,0.13686188841491012,0.15386188968014916,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-13,0.07880749444106239,0.13686188841491012,0.15386188968014916,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-20,0.07880749444106239,0.13686188841491012,0.15386188968014916,0.25106898592519356,0.17939974153868465,0.20000000000000007
2013-09-27,0.07117245218933137,0.1445816178963962,0.1348312477878789,0.25752249665215626,0.19189218547423734,0.19999999999999984
2013-10-04,0.07117245218933137,0.1445816178963962,0.1348312477878789,0.25752249665215626,0.19189218547423734,0.19999999999999984
2013-10-11,0.07117245218933137,0.1445816178963962,0.1348312477878789,0.25752249665215626,0.19189218547423734,0.19999999999999984
2013-10-18,0.07117245218933137,0.1445816178963962,0.1348312477878789,0.25752249665215626,0.19189218547423734,0.19999999999999984
2013-10-25,0.07500907936123276,0.16718504782698712,0.13896281393250628,0.29294860028785424,0.22589445859141966,0.09999999999999998
2013-11-01,0.07500907936123276,0.16718504782698712,0.13896281393250628,0.29294860028785424,0.22589445859141966,0.09999999999999998
2013-11-08,0.07500907936123276,0.16718504782698712,0.13896281393250628,0.29294860028785424,0.22589445859141966,0.09999999999999998
2013-11-15,0.07500907936123276,0.16718504782698712,0.13896281393250628,0.29294860028785424,0.22589445859141966,0.09999999999999998
2013-11-22,0.07500907936123276,0.16718504782698712,0.13896281393250628,0.29294860028785424,0.22589445859141966,0.09999999999999998
2013-11-29,0.07141248101207481,0.16944239378076045,0.12974706744979617,0.29814593533582257,0.2312521224215461,0.09999999999999987
2013-12-06,0.07141248101207481,0.16944239378076045,0.12974706744979617,0.29814593533582257,0.2312521224215461,0.09999999999999987
2013-12-13,0.07141248101207481,0.16944239378076045,0.12974706744979617,0.29814593533582257,0.2312521224215461,0.09999999999999987
2013-12-20,0.07141248101207481,0.16944239378076045,0.12974706744979617,0.29814593533582257,0.2312521224215461,0.09999999999999987
2013-12-27,0.06931663356232147,0.1695192951249177,0.12429657095367183,0.3029866217878663,0.2338808785712228,0.09999999999999987
2014-01-03,0.06931663356232147,0.1695192951249177,0.12429657095367183,0.3029866217878663,0.2338808785712228,0.09999999999999987
2014-01-10,0.06931663356232147,0.1695192951249177,0.12429657095367183,0.3029866217878663,0.2338808785712228,0.09999999999999987
2014-01-17,0.06931663356232147,0.1695192951249177,0.12429657095367183,0.3029866217878663,0.2338808785712228,0.09999999999999987
2014-01-24,0.06931663356232147,0.1695192951249177,0.12429657095367183,0.3029866217878663,0.2338808785712228,0.09999999999999987
2014-01-31,0.06759948967385578,0.17035237747735818,0.12054802386868514,0.3062388229112266,0.2352612860688743,0.09999999999999998
2014-02-07,0.06759948967385578,0.17035237747735818,0.12054802386868514,0.3062388229112266,0.2352612860688743,0.09999999999999998
2014-02-14,0.06759948967385578,0.17035237747735818,0.12054802386868514,0.3062388229112266,0.2352612860688743,0.09999999999999998
2014-02-21,0.06759948967385578,0.17035237747735818,0.12054802386868514,0.3062388229112266,0.2352612860688743,0.09999999999999998
2014-02-28,0.06607848893251632,0.17118145607339985,0.11717935933446896,0.3098331633440599,0.23572753231555502,0.09999999999999987
2014-03-07,0.06607848893251632,0.17118145607339985,0.11717935933446896,0.3098331633440599,0.23572753231555502,0.09999999999999987
2014-03-14,0.06607848893251632,0.17118145607339985,0.11717935933446896,0.3098331633440599,0.23572753231555502,0.09999999999999987
2014-03-21,0.06607848893251632,0.17118145607339985,0.11717935933446896,0.3098331633440599,0.23572753231555502,0.09999999999999987
2014-03-28,0.08782880739517383,0.14010358498333356,0.16755968498974363,0.3115020476021285,0.1930058750296205,0.09999999999999998
2014-04-04,0.08782880739517383,0.14010358498333356,0.16755968498974363,0.3115020476021285,0.1930058750296205,0.09999999999999998
2014-04-11,0.08782880739517383,0.14010358498333356,0.16755968498974363,0.3115020476021285,0.1930058750296205,0.09999999999999998
2014-04-18,0.08782880739517383,0.14010358498333356,0.16755968498974363,0.3115020476021285,0.1930058750296205,0.09999999999999998
2014-04-25,0.11854344904973191,0.11416900300481767,0.22359227471660345,0.31454951693565264,0.14914575629319438,0.07999999999999996
2014-05-02,0.11854344904973191,0.11416900300481767,0.22359227471660345,0.31454951693565264,0.14914575629319438,0.07999999999999996
2014-05-09,0.11854344904973191,0.11416900300481767,0.22359227471660345,0.31454951693565264,0.14914575629319438,0.07999999999999996
2014-05-16,0.11854344904973191,0.11416900300481767,0.22359227471660345,0.31454951693565264,0.14914575629319438,0.07999999999999996
2014-05-23,0.11854344904973191,0.11416900300481767,0.22359227471660345,0.31454951693565264,0.14914575629319438,0.07999999999999996
2014-05-30,0.14178206207369357,0.11071776680905324,0.2485298264364381,0.29682337635315853,0.12214696832765669,0.07999999999999996
2014-06-06,0.14178206207369357,0.11071776680905324,0.2485298264364381,0.29682337635315853,0.12214696832765669,0.07999999999999996
2014-06-13,0.14178206207369357,0.11071776680905324,0.2485298264364381,0.29682337635315853,0.12214696832765669,0.07999999999999996
2014-06-20,0.14178206207369357,0.11071776680905324,0.2485298264364381,0.29682337635315853,0.12214696832765669,0.07999999999999996
2014-06-27,0.07673107388634146,0.21366388338187936,0.11871811204719528,0.34022890399799505,0.2506580266865888,0.0
2014-07-04,0.07673107388634146,0.21366388338187936,0.11871811204719528,0.34022890399799505,0.2506580266865888,0.0
2014-07-11,0.07673107388634146,0.21366388338187936,0.11871811204719528,0.34022890399799505,0.2506580266865888,0.0
2014-07-18,0.07673107388634146,0.21366388338187936,0.11871811204719528,0.34022890399799505,0.2506580266865888,0.0
2014-07-25,0.07673148958973237,0.2011698517321372,0.12050137337600482,0.35936923387567526,0.24222805142645037,0.0
2014-08-01,0.07673148958973237,0.2011698517321372,0.12050137337600482,0.35936923387567526,0.24222805142645037,0.0
2014-08-08,0.07673148958973237,0.2011698517321372,0.12050137337600482,0.35936923387567526,0.24222805142645037,0.0
2014-08-15,0.07673148958973237,0.2011698517321372,0.12050137337600482,0.35936923387567526,0.24222805142645037,0.0
2014-08-22,0.07673148958973237,0.2011698517321372,0.12050137337600482,0.35936923387567526,0.24222805142645037,0.0
