,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_stretch_sector_momentum_sleeve,cash::BIL
2009-03-20,0.02872646177730935,0.029853879238847525,0.08933131645215653,0.020728996719582282,0.05926849525788324,0.019871952945301904,0.15221889760891924,0.5999999999999999
2009-03-27,0.02880020844102469,0.02873548427425402,0.08885013712683239,0.020406445841288957,0.05750852802784534,0.018989227846571893,0.15670996844218274,0.6
2009-04-03,0.02880020844102469,0.02873548427425402,0.08885013712683239,0.020406445841288957,0.05750852802784534,0.018989227846571893,0.15670996844218274,0.6
2009-04-10,0.02880020844102469,0.02873548427425402,0.08885013712683239,0.020406445841288957,0.05750852802784534,0.018989227846571893,0.15670996844218274,0.6
2009-04-17,0.02880020844102469,0.02873548427425402,0.08885013712683239,0.020406445841288957,0.05750852802784534,0.018989227846571893,0.15670996844218274,0.6
2009-04-24,0.05509529865804304,0.06120012440057665,0.1484586691745777,0.04342740018944792,0.10736026410206077,0.04915135443661881,0.33530688903867517,0.19999999999999996
2009-05-01,0.05509529865804304,0.06120012440057665,0.1484586691745777,0.04342740018944792,0.10736026410206077,0.04915135443661881,0.33530688903867517,0.19999999999999996
2009-05-08,0.05509529865804304,0.06120012440057665,0.1484586691745777,0.04342740018944792,0.10736026410206077,0.04915135443661881,0.33530688903867517,0.19999999999999996
2009-05-15,0.05509529865804304,0.06120012440057665,0.1484586691745777,0.04342740018944792,0.10736026410206077,0.04915135443661881,0.33530688903867517,0.19999999999999996
2009-05-22,0.05509529865804304,0.06120012440057665,0.1484586691745777,0.04342740018944792,0.10736026410206077,0.04915135443661881,0.33530688903867517,0.19999999999999996
2009-05-29,0.0654708157105673,0.0700722438433224,0.155984511925689,0.05219253898560326,0.11288132059444214,0.05819960271678713,0.3851989662235888,0.09999999999999987
2009-06-05,0.0654708157105673,0.0700722438433224,0.155984511925689,0.05219253898560326,0.11288132059444214,0.05819960271678713,0.3851989662235888,0.09999999999999987
2009-06-12,0.0654708157105673,0.0700722438433224,0.155984511925689,0.05219253898560326,0.11288132059444214,0.05819960271678713,0.3851989662235888,0.09999999999999987
2009-06-19,0.0654708157105673,0.0700722438433224,0.155984511925689,0.05219253898560326,0.11288132059444214,0.05819960271678713,0.3851989662235888,0.09999999999999987
2009-06-26,0.07833492463232873,0.08369707612024033,0.1326832900685785,0.11128170205424796,0.16720086772882026,0.0907101932627254,0.3196188874116028,0.01647305872145588
2009-07-03,0.07833492463232873,0.08369707612024033,0.1326832900685785,0.11128170205424796,0.16720086772882026,0.0907101932627254,0.3196188874116028,0.01647305872145588
2009-07-10,0.07833492463232873,0.08369707612024033,0.1326832900685785,0.11128170205424796,0.16720086772882026,0.0907101932627254,0.3196188874116028,0.01647305872145588
2009-07-17,0.07833492463232873,0.08369707612024033,0.1326832900685785,0.11128170205424796,0.16720086772882026,0.0907101932627254,0.3196188874116028,0.01647305872145588
2009-07-24,0.07833492463232873,0.08369707612024033,0.1326832900685785,0.11128170205424796,0.16720086772882026,0.0907101932627254,0.3196188874116028,0.01647305872145588
2009-07-31,0.08232109879691275,0.08695523194870862,0.12587406502141787,0.12552277547865365,0.1837088279893201,0.09410858607428615,0.2850838103473764,0.016425604343324407
2009-08-07,0.08232109879691275,0.08695523194870862,0.12587406502141787,0.12552277547865365,0.1837088279893201,0.09410858607428615,0.2850838103473764,0.016425604343324407
2009-08-14,0.08232109879691275,0.08695523194870862,0.12587406502141787,0.12552277547865365,0.1837088279893201,0.09410858607428615,0.2850838103473764,0.016425604343324407
2009-08-21,0.08232109879691275,0.08695523194870862,0.12587406502141787,0.12552277547865365,0.1837088279893201,0.09410858607428615,0.2850838103473764,0.016425604343324407
2009-08-28,0.09325024118676464,0.09377403343287725,0.14028901150525896,0.12600052981900783,0.17681832672289205,0.08813685390135373,0.28173100343184554,0.0
2009-09-04,0.09325024118676464,0.09377403343287725,0.14028901150525896,0.12600052981900783,0.17681832672289205,0.08813685390135373,0.28173100343184554,0.0
2009-09-11,0.09325024118676464,0.09377403343287725,0.14028901150525896,0.12600052981900783,0.17681832672289205,0.08813685390135373,0.28173100343184554,0.0
2009-09-18,0.09325024118676464,0.09377403343287725,0.14028901150525896,0.12600052981900783,0.17681832672289205,0.08813685390135373,0.28173100343184554,0.0
2009-09-25,0.07093400505388028,0.06648706256190379,0.24792157568774087,0.056190102609240504,0.16458202135692448,0.05069721719695446,0.3431880155333557,0.0
2009-10-02,0.07093400505388028,0.06648706256190379,0.24792157568774087,0.056190102609240504,0.16458202135692448,0.05069721719695446,0.3431880155333557,0.0
2009-10-09,0.07093400505388028,0.06648706256190379,0.24792157568774087,0.056190102609240504,0.16458202135692448,0.05069721719695446,0.3431880155333557,0.0
2009-10-16,0.07093400505388028,0.06648706256190379,0.24792157568774087,0.056190102609240504,0.16458202135692448,0.05069721719695446,0.3431880155333557,0.0
2009-10-23,0.07093400505388028,0.06648706256190379,0.24792157568774087,0.056190102609240504,0.16458202135692448,0.05069721719695446,0.3431880155333557,0.0
2009-10-30,0.09462402717357975,0.06083043097267246,0.25406744488347177,0.05482042223759748,0.17238766096112046,0.03706221810101132,0.3262077956705468,0.0
2009-11-06,0.09462402717357975,0.06083043097267246,0.25406744488347177,0.05482042223759748,0.17238766096112046,0.03706221810101132,0.3262077956705468,0.0
2009-11-13,0.09462402717357975,0.06083043097267246,0.25406744488347177,0.05482042223759748,0.17238766096112046,0.03706221810101132,0.3262077956705468,0.0
2009-11-20,0.09462402717357975,0.06083043097267246,0.25406744488347177,0.05482042223759748,0.17238766096112046,0.03706221810101132,0.3262077956705468,0.0
2009-11-27,0.09303146727073203,0.0602389392778356,0.25548368433964797,0.05532087559597276,0.17470465732648982,0.03707908479536851,0.3241412913939533,0.0
2009-12-04,0.09303146727073203,0.0602389392778356,0.25548368433964797,0.05532087559597276,0.17470465732648982,0.03707908479536851,0.3241412913939533,0.0
2009-12-11,0.09303146727073203,0.0602389392778356,0.25548368433964797,0.05532087559597276,0.17470465732648982,0.03707908479536851,0.3241412913939533,0.0
2009-12-18,0.09303146727073203,0.0602389392778356,0.25548368433964797,0.05532087559597276,0.17470465732648982,0.03707908479536851,0.3241412913939533,0.0
2009-12-25,0.09319118926703093,0.05988447657644808,0.25638459376644507,0.054714021486552286,0.17677798342396808,0.03667491728306579,0.3223728181964898,0.0
2010-01-01,0.09319118926703093,0.05988447657644808,0.25638459376644507,0.054714021486552286,0.17677798342396808,0.03667491728306579,0.3223728181964898,0.0
2010-01-08,0.09319118926703093,0.05988447657644808,0.25638459376644507,0.054714021486552286,0.17677798342396808,0.03667491728306579,0.3223728181964898,0.0
2010-01-15,0.09319118926703093,0.05988447657644808,0.25638459376644507,0.054714021486552286,0.17677798342396808,0.03667491728306579,0.3223728181964898,0.0
2010-01-22,0.09319118926703093,0.05988447657644808,0.25638459376644507,0.054714021486552286,0.17677798342396808,0.03667491728306579,0.3223728181964898,0.0
2010-01-29,0.0932713520612304,0.06062978721437923,0.25592863954055795,0.057031107890889145,0.171996935221622,0.03793519927913326,0.323206978792188,0.0
2010-02-05,0.0932713520612304,0.06062978721437923,0.25592863954055795,0.057031107890889145,0.171996935221622,0.03793519927913326,0.323206978792188,0.0
2010-02-12,0.0932713520612304,0.06062978721437923,0.25592863954055795,0.057031107890889145,0.171996935221622,0.03793519927913326,0.323206978792188,0.0
2010-02-19,0.0932713520612304,0.06062978721437923,0.25592863954055795,0.057031107890889145,0.171996935221622,0.03793519927913326,0.323206978792188,0.0
2010-02-26,0.09663942470846115,0.06331358775427913,0.2428140840913025,0.057660511229707404,0.16847803097558295,0.03880301988631149,0.3322913413543554,0.0
2010-03-05,0.09663942470846115,0.06331358775427913,0.2428140840913025,0.057660511229707404,0.16847803097558295,0.03880301988631149,0.3322913413543554,0.0
2010-03-12,0.09663942470846115,0.06331358775427913,0.2428140840913025,0.057660511229707404,0.16847803097558295,0.03880301988631149,0.3322913413543554,0.0
2010-03-19,0.09663942470846115,0.06331358775427913,0.2428140840913025,0.057660511229707404,0.16847803097558295,0.03880301988631149,0.3322913413543554,0.0
2010-03-26,0.09632794771458539,0.06298537927499835,0.2390675465958062,0.056415013724213765,0.16343015463120145,0.03788028984200972,0.34389366821718514,0.0
2010-04-02,0.09632794771458539,0.06298537927499835,0.2390675465958062,0.056415013724213765,0.16343015463120145,0.03788028984200972,0.34389366821718514,0.0
2010-04-09,0.09632794771458539,0.06298537927499835,0.2390675465958062,0.056415013724213765,0.16343015463120145,0.03788028984200972,0.34389366821718514,0.0
2010-04-16,0.09632794771458539,0.06298537927499835,0.2390675465958062,0.056415013724213765,0.16343015463120145,0.03788028984200972,0.34389366821718514,0.0
2010-04-23,0.09632794771458539,0.06298537927499835,0.2390675465958062,0.056415013724213765,0.16343015463120145,0.03788028984200972,0.34389366821718514,0.0
2010-04-30,0.07559243727049382,0.0638658862472383,0.14808729151261685,0.060572346159911986,0.27983161448555127,0.04128557596126099,0.33076484836292674,0.0
2010-05-07,0.07559243727049382,0.0638658862472383,0.14808729151261685,0.060572346159911986,0.27983161448555127,0.04128557596126099,0.33076484836292674,0.0
2010-05-14,0.07559243727049382,0.0638658862472383,0.14808729151261685,0.060572346159911986,0.27983161448555127,0.04128557596126099,0.33076484836292674,0.0
2010-05-21,0.07559243727049382,0.0638658862472383,0.14808729151261685,0.060572346159911986,0.27983161448555127,0.04128557596126099,0.33076484836292674,0.0
2010-05-28,0.06753505692065608,0.058281379623844325,0.13596395404645892,0.05629376375147222,0.24435508727970487,0.03940619488369156,0.29816456349417203,0.10000000000000009
2010-06-04,0.06753505692065608,0.058281379623844325,0.13596395404645892,0.05629376375147222,0.24435508727970487,0.03940619488369156,0.29816456349417203,0.10000000000000009
2010-06-11,0.06753505692065608,0.058281379623844325,0.13596395404645892,0.05629376375147222,0.24435508727970487,0.03940619488369156,0.29816456349417203,0.10000000000000009
2010-06-18,0.06753505692065608,0.058281379623844325,0.13596395404645892,0.05629376375147222,0.24435508727970487,0.03940619488369156,0.29816456349417203,0.10000000000000009
2010-06-25,0.06540308034908678,0.05917745862913811,0.1337485808553994,0.056377846895412934,0.2363270901888011,0.040487190178361804,0.3084787529038,0.09999999999999998
2010-07-02,0.06540308034908678,0.05917745862913811,0.1337485808553994,0.056377846895412934,0.2363270901888011,0.040487190178361804,0.3084787529038,0.09999999999999998
2010-07-09,0.06540308034908678,0.05917745862913811,0.1337485808553994,0.056377846895412934,0.2363270901888011,0.040487190178361804,0.3084787529038,0.09999999999999998
2010-07-16,0.06540308034908678,0.05917745862913811,0.1337485808553994,0.056377846895412934,0.2363270901888011,0.040487190178361804,0.3084787529038,0.09999999999999998
2010-07-23,0.06540308034908678,0.05917745862913811,0.1337485808553994,0.056377846895412934,0.2363270901888011,0.040487190178361804,0.3084787529038,0.09999999999999998
2010-07-30,0.0627162478601571,0.058050989618459295,0.1267951132253295,0.0530034309699423,0.2206631429742451,0.038338408429911555,0.3404326669219552,0.09999999999999998
2010-08-06,0.0627162478601571,0.058050989618459295,0.1267951132253295,0.0530034309699423,0.2206631429742451,0.038338408429911555,0.3404326669219552,0.09999999999999998
2010-08-13,0.0627162478601571,0.058050989618459295,0.1267951132253295,0.0530034309699423,0.2206631429742451,0.038338408429911555,0.3404326669219552,0.09999999999999998
2010-08-20,0.0627162478601571,0.058050989618459295,0.1267951132253295,0.0530034309699423,0.2206631429742451,0.038338408429911555,0.3404326669219552,0.09999999999999998
2010-08-27,0.06264771507005384,0.058948192625995745,0.12446527642471622,0.050722083498291784,0.2127772914106164,0.03768965346749948,0.35274978750282654,0.09999999999999987
2010-09-03,0.06264771507005384,0.058948192625995745,0.12446527642471622,0.050722083498291784,0.2127772914106164,0.03768965346749948,0.35274978750282654,0.09999999999999987
2010-09-10,0.06264771507005384,0.058948192625995745,0.12446527642471622,0.050722083498291784,0.2127772914106164,0.03768965346749948,0.35274978750282654,0.09999999999999987
2010-09-17,0.06264771507005384,0.058948192625995745,0.12446527642471622,0.050722083498291784,0.2127772914106164,0.03768965346749948,0.35274978750282654,0.09999999999999987
2010-09-24,0.091011475487963,0.08548057476256694,0.13678203815016537,0.09739682628946797,0.21961607766643554,0.04180800152851063,0.32790500611489054,0.0
2010-10-01,0.091011475487963,0.08548057476256694,0.13678203815016537,0.09739682628946797,0.21961607766643554,0.04180800152851063,0.32790500611489054,0.0
2010-10-08,0.091011475487963,0.08548057476256694,0.13678203815016537,0.09739682628946797,0.21961607766643554,0.04180800152851063,0.32790500611489054,0.0
2010-10-15,0.091011475487963,0.08548057476256694,0.13678203815016537,0.09739682628946797,0.21961607766643554,0.04180800152851063,0.32790500611489054,0.0
2010-10-22,0.091011475487963,0.08548057476256694,0.13678203815016537,0.09739682628946797,0.21961607766643554,0.04180800152851063,0.32790500611489054,0.0
2010-10-29,0.07966528592316137,0.06937481870957514,0.12761382908555405,0.054156652338277406,0.22795329485910518,0.04571258934918757,0.3955235297351393,0.0
2010-11-05,0.07966528592316137,0.06937481870957514,0.12761382908555405,0.054156652338277406,0.22795329485910518,0.04571258934918757,0.3955235297351393,0.0
2010-11-12,0.07966528592316137,0.06937481870957514,0.12761382908555405,0.054156652338277406,0.22795329485910518,0.04571258934918757,0.3955235297351393,0.0
2010-11-19,0.07966528592316137,0.06937481870957514,0.12761382908555405,0.054156652338277406,0.22795329485910518,0.04571258934918757,0.3955235297351393,0.0
2010-11-26,0.09738861252026361,0.08780418217004758,0.1322834517675472,0.09675210258213579,0.21747024979327761,0.04379062714554479,0.32451077402118345,0.0
2010-12-03,0.09738861252026361,0.08780418217004758,0.1322834517675472,0.09675210258213579,0.21747024979327761,0.04379062714554479,0.32451077402118345,0.0
2010-12-10,0.09738861252026361,0.08780418217004758,0.1322834517675472,0.09675210258213579,0.21747024979327761,0.04379062714554479,0.32451077402118345,0.0
2010-12-17,0.09738861252026361,0.08780418217004758,0.1322834517675472,0.09675210258213579,0.21747024979327761,0.04379062714554479,0.32451077402118345,0.0
2010-12-24,0.09738861252026361,0.08780418217004758,0.1322834517675472,0.09675210258213579,0.21747024979327761,0.04379062714554479,0.32451077402118345,0.0
2010-12-31,0.0827164303557179,0.07192737072086558,0.13130741072593421,0.05535187362446874,0.22636598199548924,0.047887619323835465,0.3844433132536889,0.0
2011-01-07,0.0827164303557179,0.07192737072086558,0.13130741072593421,0.05535187362446874,0.22636598199548924,0.047887619323835465,0.3844433132536889,0.0
2011-01-14,0.0827164303557179,0.07192737072086558,0.13130741072593421,0.05535187362446874,0.22636598199548924,0.047887619323835465,0.3844433132536889,0.0
2011-01-21,0.0827164303557179,0.07192737072086558,0.13130741072593421,0.05535187362446874,0.22636598199548924,0.047887619323835465,0.3844433132536889,0.0
2011-01-28,0.10159229872922823,0.08951999774315814,0.13317890140983107,0.09789132048812327,0.21778764558748767,0.04573140950922856,0.31429842653294315,0.0
2011-02-04,0.10159229872922823,0.08951999774315814,0.13317890140983107,0.09789132048812327,0.21778764558748767,0.04573140950922856,0.31429842653294315,0.0
2011-02-11,0.10159229872922823,0.08951999774315814,0.13317890140983107,0.09789132048812327,0.21778764558748767,0.04573140950922856,0.31429842653294315,0.0
2011-02-18,0.10159229872922823,0.08951999774315814,0.13317890140983107,0.09789132048812327,0.21778764558748767,0.04573140950922856,0.31429842653294315,0.0
2011-02-25,0.10953815403956503,0.09677783486364835,0.13458661360016125,0.1151274717116345,0.214748187612467,0.045282470431458735,0.28393926774106515,0.0
2011-03-04,0.10953815403956503,0.09677783486364835,0.13458661360016125,0.1151274717116345,0.214748187612467,0.045282470431458735,0.28393926774106515,0.0
2011-03-11,0.10953815403956503,0.09677783486364835,0.13458661360016125,0.1151274717116345,0.214748187612467,0.045282470431458735,0.28393926774106515,0.0
2011-03-18,0.10953815403956503,0.09677783486364835,0.13458661360016125,0.1151274717116345,0.214748187612467,0.045282470431458735,0.28393926774106515,0.0
2011-03-25,0.11366508103106035,0.09933680803149973,0.1361421187259264,0.12507690541049116,0.2152601952466745,0.0458799283240356,0.26463896323031233,0.0
2011-04-01,0.11366508103106035,0.09933680803149973,0.1361421187259264,0.12507690541049116,0.2152601952466745,0.0458799283240356,0.26463896323031233,0.0
2011-04-08,0.11366508103106035,0.09933680803149973,0.1361421187259264,0.12507690541049116,0.2152601952466745,0.0458799283240356,0.26463896323031233,0.0
2011-04-15,0.11366508103106035,0.09933680803149973,0.1361421187259264,0.12507690541049116,0.2152601952466745,0.0458799283240356,0.26463896323031233,0.0
2011-04-22,0.11366508103106035,0.09933680803149973,0.1361421187259264,0.12507690541049116,0.2152601952466745,0.0458799283240356,0.26463896323031233,0.0
2011-04-29,0.09324491352894873,0.07489482683878838,0.14295909383749672,0.0664865222715599,0.2386337013508939,0.05182597778882579,0.33195496438348665,0.0
2011-05-06,0.09324491352894873,0.07489482683878838,0.14295909383749672,0.0664865222715599,0.2386337013508939,0.05182597778882579,0.33195496438348665,0.0
2011-05-13,0.09324491352894873,0.07489482683878838,0.14295909383749672,0.0664865222715599,0.2386337013508939,0.05182597778882579,0.33195496438348665,0.0
2011-05-20,0.09324491352894873,0.07489482683878838,0.14295909383749672,0.0664865222715599,0.2386337013508939,0.05182597778882579,0.33195496438348665,0.0
2011-05-27,0.09350482261226359,0.07457664795294325,0.14346129041397435,0.06852900813525811,0.24283264932911894,0.05198422775508163,0.3251113538013602,0.0
2011-06-03,0.09350482261226359,0.07457664795294325,0.14346129041397435,0.06852900813525811,0.24283264932911894,0.05198422775508163,0.3251113538013602,0.0
2011-06-10,0.09350482261226359,0.07457664795294325,0.14346129041397435,0.06852900813525811,0.24283264932911894,0.05198422775508163,0.3251113538013602,0.0
2011-06-17,0.09350482261226359,0.07457664795294325,0.14346129041397435,0.06852900813525811,0.24283264932911894,0.05198422775508163,0.3251113538013602,0.0
2011-06-24,0.10587554745552041,0.09013116209143156,0.14084581207727703,0.1103083749934245,0.22829139689545513,0.0485526864615439,0.2759950200253475,0.0
2011-07-01,0.10587554745552041,0.09013116209143156,0.14084581207727703,0.1103083749934245,0.22829139689545513,0.0485526864615439,0.2759950200253475,0.0
2011-07-08,0.10587554745552041,0.09013116209143156,0.14084581207727703,0.1103083749934245,0.22829139689545513,0.0485526864615439,0.2759950200253475,0.0
2011-07-15,0.10587554745552041,0.09013116209143156,0.14084581207727703,0.1103083749934245,0.22829139689545513,0.0485526864615439,0.2759950200253475,0.0
2011-07-22,0.10587554745552041,0.09013116209143156,0.14084581207727703,0.1103083749934245,0.22829139689545513,0.0485526864615439,0.2759950200253475,0.0
2011-07-29,0.08786931351036437,0.07583731529819189,0.14272596643363078,0.07393013833977874,0.2673215740166418,0.05687087947723753,0.2954448129241548,0.0
2011-08-05,0.08786931351036437,0.07583731529819189,0.14272596643363078,0.07393013833977874,0.2673215740166418,0.05687087947723753,0.2954448129241548,0.0
2011-08-12,0.08786931351036437,0.07583731529819189,0.14272596643363078,0.07393013833977874,0.2673215740166418,0.05687087947723753,0.2954448129241548,0.0
2011-08-19,0.08786931351036437,0.07583731529819189,0.14272596643363078,0.07393013833977874,0.2673215740166418,0.05687087947723753,0.2954448129241548,0.0
2011-08-26,0.03401273219560593,0.02936572369156687,0.05532165589492073,0.030102397347086796,0.10441303347807872,0.02501887758445916,0.1217655798082818,0.6000000000000001
2011-09-02,0.03401273219560593,0.02936572369156687,0.05532165589492073,0.030102397347086796,0.10441303347807872,0.02501887758445916,0.1217655798082818,0.6000000000000001
2011-09-09,0.03401273219560593,0.02936572369156687,0.05532165589492073,0.030102397347086796,0.10441303347807872,0.02501887758445916,0.1217655798082818,0.6000000000000001
2011-09-16,0.03401273219560593,0.02936572369156687,0.05532165589492073,0.030102397347086796,0.10441303347807872,0.02501887758445916,0.1217655798082818,0.6000000000000001
2011-09-23,0.03401273219560593,0.02936572369156687,0.05532165589492073,0.030102397347086796,0.10441303347807872,0.02501887758445916,0.1217655798082818,0.6000000000000001
2011-09-30,0.029920119243547545,0.030490547345035587,0.05455981098219209,0.032588885608239214,0.10800935611478578,0.025509683681587642,0.11892159702461216,0.6
2011-10-07,0.029920119243547545,0.030490547345035587,0.05455981098219209,0.032588885608239214,0.10800935611478578,0.025509683681587642,0.11892159702461216,0.6
2011-10-14,0.029920119243547545,0.030490547345035587,0.05455981098219209,0.032588885608239214,0.10800935611478578,0.025509683681587642,0.11892159702461216,0.6
2011-10-21,0.029920119243547545,0.030490547345035587,0.05455981098219209,0.032588885608239214,0.10800935611478578,0.025509683681587642,0.11892159702461216,0.6
2011-10-28,0.02793554148536534,0.030796328667154385,0.05399529806794623,0.03426745089559715,0.10782316858763766,0.027936333127335823,0.11724587916896341,0.6
2011-11-04,0.02793554148536534,0.030796328667154385,0.05399529806794623,0.03426745089559715,0.10782316858763766,0.027936333127335823,0.11724587916896341,0.6
2011-11-11,0.02793554148536534,0.030796328667154385,0.05399529806794623,0.03426745089559715,0.10782316858763766,0.027936333127335823,0.11724587916896341,0.6
2011-11-18,0.02793554148536534,0.030796328667154385,0.05399529806794623,0.03426745089559715,0.10782316858763766,0.027936333127335823,0.11724587916896341,0.6
2011-11-25,0.05458502163714916,0.06232429361080865,0.1057016710023019,0.05719878899163675,0.25499175693784365,0.06140984491597774,0.20378862290428224,0.19999999999999984
2011-12-02,0.05458502163714916,0.06232429361080865,0.1057016710023019,0.05719878899163675,0.25499175693784365,0.06140984491597774,0.20378862290428224,0.19999999999999984
2011-12-09,0.05458502163714916,0.06232429361080865,0.1057016710023019,0.05719878899163675,0.25499175693784365,0.06140984491597774,0.20378862290428224,0.19999999999999984
2011-12-16,0.05458502163714916,0.06232429361080865,0.1057016710023019,0.05719878899163675,0.25499175693784365,0.06140984491597774,0.20378862290428224,0.19999999999999984
2011-12-23,0.05458502163714916,0.06232429361080865,0.1057016710023019,0.05719878899163675,0.25499175693784365,0.06140984491597774,0.20378862290428224,0.19999999999999984
2011-12-30,0.0641634791601613,0.07947975361769376,0.13501449143401245,0.0611651291326127,0.3142246519223421,0.07728984005586642,0.21366265467731135,0.05499999999999983
2012-01-06,0.0641634791601613,0.07947975361769376,0.13501449143401245,0.0611651291326127,0.3142246519223421,0.07728984005586642,0.21366265467731135,0.05499999999999983
2012-01-13,0.0641634791601613,0.07947975361769376,0.13501449143401245,0.0611651291326127,0.3142246519223421,0.07728984005586642,0.21366265467731135,0.05499999999999983
2012-01-20,0.0641634791601613,0.07947975361769376,0.13501449143401245,0.0611651291326127,0.3142246519223421,0.07728984005586642,0.21366265467731135,0.05499999999999983
2012-01-27,0.0864070600075636,0.11012318749293111,0.12466572146588427,0.11956644469125213,0.24970413790967894,0.06431383897717438,0.24521960945551563,0.0
2012-02-03,0.0864070600075636,0.11012318749293111,0.12466572146588427,0.11956644469125213,0.24970413790967894,0.06431383897717438,0.24521960945551563,0.0
2012-02-10,0.0864070600075636,0.11012318749293111,0.12466572146588427,0.11956644469125213,0.24970413790967894,0.06431383897717438,0.24521960945551563,0.0
2012-02-17,0.0864070600075636,0.11012318749293111,0.12466572146588427,0.11956644469125213,0.24970413790967894,0.06431383897717438,0.24521960945551563,0.0
2012-02-24,0.01711608591330446,0.1800674724197289,0.0652101749280353,0.25635811832820515,0.16941907377936677,0.06182907463135939,0.24999999999999994,0.0
2012-03-02,0.01711608591330446,0.1800674724197289,0.0652101749280353,0.25635811832820515,0.16941907377936677,0.06182907463135939,0.24999999999999994,0.0
2012-03-09,0.01711608591330446,0.1800674724197289,0.0652101749280353,0.25635811832820515,0.16941907377936677,0.06182907463135939,0.24999999999999994,0.0
2012-03-16,0.01711608591330446,0.1800674724197289,0.0652101749280353,0.25635811832820515,0.16941907377936677,0.06182907463135939,0.24999999999999994,0.0
2012-03-23,0.01711608591330446,0.1800674724197289,0.0652101749280353,0.25635811832820515,0.16941907377936677,0.06182907463135939,0.24999999999999994,0.0
2012-03-30,0.0684833057944222,0.1636424972264792,0.10535541575861188,0.17140840022499362,0.18357843162396467,0.05753194937152843,0.24999999999999997,0.0
2012-04-06,0.0684833057944222,0.1636424972264792,0.10535541575861188,0.17140840022499362,0.18357843162396467,0.05753194937152843,0.24999999999999997,0.0
2012-04-13,0.0684833057944222,0.1636424972264792,0.10535541575861188,0.17140840022499362,0.18357843162396467,0.05753194937152843,0.24999999999999997,0.0
2012-04-20,0.0684833057944222,0.1636424972264792,0.10535541575861188,0.17140840022499362,0.18357843162396467,0.05753194937152843,0.24999999999999997,0.0
2012-04-27,0.08954875512947881,0.15683900533434514,0.12192146093635686,0.13680639700431313,0.18899823228527954,0.05588614931022651,0.25,0.0
2012-05-04,0.08954875512947881,0.15683900533434514,0.12192146093635686,0.13680639700431313,0.18899823228527954,0.05588614931022651,0.25,0.0
2012-05-11,0.08954875512947881,0.15683900533434514,0.12192146093635686,0.13680639700431313,0.18899823228527954,0.05588614931022651,0.25,0.0
2012-05-18,0.08954875512947881,0.15683900533434514,0.12192146093635686,0.13680639700431313,0.18899823228527954,0.05588614931022651,0.25,0.0
2012-05-25,0.08949719882089421,0.1011968081404458,0.11933458236627882,0.07170940962516313,0.23793919179280773,0.0651795223126864,0.22828557101942537,0.08685771592229852
2012-06-01,0.08949719882089421,0.1011968081404458,0.11933458236627882,0.07170940962516313,0.23793919179280773,0.0651795223126864,0.22828557101942537,0.08685771592229852
2012-06-08,0.08949719882089421,0.1011968081404458,0.11933458236627882,0.07170940962516313,0.23793919179280773,0.0651795223126864,0.22828557101942537,0.08685771592229852
2012-06-15,0.08949719882089421,0.1011968081404458,0.11933458236627882,0.07170940962516313,0.23793919179280773,0.0651795223126864,0.22828557101942537,0.08685771592229852
2012-06-22,0.08949719882089421,0.1011968081404458,0.11933458236627882,0.07170940962516313,0.23793919179280773,0.0651795223126864,0.22828557101942537,0.08685771592229852
2012-06-29,0.12218299432889465,0.11496183695871262,0.13401563298602603,0.0969101022715341,0.22118570853520653,0.06074372491962615,0.25,0.0
2012-07-06,0.12218299432889465,0.11496183695871262,0.13401563298602603,0.0969101022715341,0.22118570853520653,0.06074372491962615,0.25,0.0
2012-07-13,0.12218299432889465,0.11496183695871262,0.13401563298602603,0.0969101022715341,0.22118570853520653,0.06074372491962615,0.25,0.0
2012-07-20,0.12218299432889465,0.11496183695871262,0.13401563298602603,0.0969101022715341,0.22118570853520653,0.06074372491962615,0.25,0.0
2012-07-27,0.10200626420516094,0.0787287686013677,0.13470805016652052,0.0373010114968564,0.3070131348896358,0.09024277064045867,0.25,0.0
2012-08-03,0.10200626420516094,0.0787287686013677,0.13470805016652052,0.0373010114968564,0.3070131348896358,0.09024277064045867,0.25,0.0
2012-08-10,0.10200626420516094,0.0787287686013677,0.13470805016652052,0.0373010114968564,0.3070131348896358,0.09024277064045867,0.25,0.0
2012-08-17,0.10200626420516094,0.0787287686013677,0.13470805016652052,0.0373010114968564,0.3070131348896358,0.09024277064045867,0.25,0.0
2012-08-24,0.10200626420516094,0.0787287686013677,0.13470805016652052,0.0373010114968564,0.3070131348896358,0.09024277064045867,0.25,0.0
2012-08-31,0.10132526527618274,0.07812407386340658,0.1350244875433924,0.0372476200254728,0.30594348818958333,0.09233506510196214,0.25,0.0
2012-09-07,0.10132526527618274,0.07812407386340658,0.1350244875433924,0.0372476200254728,0.30594348818958333,0.09233506510196214,0.25,0.0
2012-09-14,0.10132526527618274,0.07812407386340658,0.1350244875433924,0.0372476200254728,0.30594348818958333,0.09233506510196214,0.25,0.0
2012-09-21,0.10132526527618274,0.07812407386340658,0.1350244875433924,0.0372476200254728,0.30594348818958333,0.09233506510196214,0.25,0.0
2012-09-28,0.09775394888371272,0.07741114271673195,0.13312933499139504,0.03726217203850499,0.30656284133150435,0.09788056003815097,0.25,0.0
