,predicted_spread
2023-03-10,0.011820568672360057
2023-03-17,0.011327844730881519
2023-03-24,0.011516201943166365
2023-03-31,0.013099488973640888
2023-04-07,0.014229556521903435
2023-04-14,0.014353818813863963
2023-04-21,0.014554675916681937
2023-04-28,0.01393655507545839
2023-05-05,0.01219852472997111
2023-05-12,0.010013605069062197
2023-05-19,0.01151628785419724
2023-05-26,0.009699960846949997
2023-06-02,0.013066520730268419
2023-06-09,0.009545954063688638
2023-06-16,0.009908055669789948
2023-06-23,0.009708109018939058
2023-06-30,0.007137663638158622
2023-07-07,0.007346725201533754
2023-07-14,0.007137663638158622
2023-07-21,0.0069457663714062295
2023-07-28,0.006280910302990256
2023-08-04,0.007140105699100293
2023-08-11,0.008041481070363891
2023-08-18,0.00856716451173019
2023-08-25,0.007584621364394084
2023-09-01,0.00809929668358817
2023-09-08,0.00841716290824404
2023-09-15,0.008025824887091871
2023-09-22,0.008847795742560843
2023-09-29,0.011271465080827166
2023-10-06,0.01620291401393113
2023-10-13,0.011459130742677391
2023-10-20,0.014807867824911098
2023-10-27,0.014267331701572775
2023-11-03,0.009413251075197585
2023-11-10,0.008984732829713387
2023-11-17,0.006785331759897566
2023-11-24,0.005936644829721095
2023-12-01,0.005678330508115973
2023-12-08,0.005558556315489096
2023-12-15,0.0053090999525901615
2023-12-22,0.005169221717311254
2023-12-29,0.008116800636765112
2024-01-05,0.007072312581615744
2024-01-12,0.008365918781498538
2024-01-19,0.00810264612438725
2024-01-26,0.009027458075843044
2024-02-02,0.007340731841711372
2024-02-09,0.008572742711381203
2024-02-16,0.008690232924311515
2024-02-23,0.007705807317489252
2024-03-01,0.006944715472013138
2024-03-08,0.005251061632641384
2024-03-15,0.006030735431496787
2024-03-22,0.0066165309064192485
2024-03-29,0.010115560100537109
2024-04-05,0.009720114880799305
2024-04-12,0.010077166539765325
2024-04-19,0.011298459312430358
2024-04-26,0.011576412185188142
2024-05-03,0.011115989998900254
2024-05-10,0.011655176675234333
2024-05-17,0.010382998981784058
2024-05-24,0.010649801371262795
2024-05-31,0.010189455208899025
2024-06-07,0.010076623969468049
2024-06-14,0.009146416751052868
2024-06-21,0.010017580646469928
2024-06-28,0.007423816600410386
2024-07-05,0.009099504686756976
2024-07-12,0.008325080045703512
2024-07-19,0.008906752745146582
2024-07-26,0.00869226056136525
2024-08-02,0.011155791560744885
2024-08-09,0.01070667710139444
2024-08-16,0.01313862346628423
2024-08-23,0.011650042802658562
2024-08-30,0.01284959558132131
2024-09-06,0.01413454392618777
2024-09-13,0.01377590960272833
2024-09-20,0.011795360738616865
2024-09-27,0.01198890911904863
2024-10-04,0.012188798185008124
2024-10-11,0.012185565376413807
2024-10-18,0.011114585457282123
2024-10-25,0.012868953366017108
2024-11-01,0.013022204784194899
2024-11-08,0.01318164308122077
2024-11-15,0.013655611934575249
2024-11-22,0.013456685508668575
2024-11-29,0.01264193304371286
2024-12-06,0.012140468619760559
2024-12-13,0.012472800034866578
2024-12-20,0.012751514876644911
2024-12-27,0.01128404952152759
2025-01-03,0.011120563938257281
2025-01-10,0.010738433237340663
2025-01-17,0.010792376879982848
2025-01-24,0.010398874222784096
2025-01-31,0.00972488712847033
2025-02-07,0.010054134459970865
2025-02-14,0.010184681567463364
2025-02-21,0.027284302467647088
2025-02-28,0.011269095058316803
2025-03-07,0.011922763093650495
2025-03-14,0.012258486970274448
2025-03-21,0.014326243878646332
2025-03-28,0.01418631885327092
2025-04-04,0.029221221625938418
2025-04-11,0.06092970876471852
2025-04-18,0.038392597653152734
2025-04-25,0.01770570810733801
2025-05-02,0.016920103911588606
2025-05-09,0.02100941340572266
2025-05-16,0.01090013788168373
2025-05-23,0.011685436320006034
2025-05-30,0.011546821540217288
2025-06-06,0.012662949068231384
2025-06-13,0.01232789969893665
2025-06-20,0.012770848357955583
2025-06-27,0.014017871824839191
2025-07-04,0.012583779034667203
2025-07-11,0.013042926377087222
2025-07-18,0.013752478521595066
2025-07-25,0.014020208477643249
2025-08-01,0.014240198262494766
2025-08-08,0.013217693559098923
2025-08-15,0.01403918778020513
2025-08-22,0.013497397873981085
2025-08-29,0.014323350008244544
2025-09-05,0.014992583864039403
2025-09-12,0.01303026869053057
2025-09-19,0.01395116578362606
2025-09-26,0.013328232532742476
2025-10-03,0.01298365423144129
2025-10-10,0.013307131882738382
2025-10-17,0.012721549324003418
2025-10-24,0.012937749231747024
2025-10-31,0.011772092018066033
2025-11-07,0.013570291248438176
2025-11-14,0.013622157235899645
2025-11-21,0.01355755458460694
2025-11-28,0.012939367377568279
2025-12-05,0.013106794827415889
2025-12-12,0.012788140097490373
2025-12-19,0.012527039275956933
2025-12-26,0.012389126718232866
2026-01-02,0.012650948138133411
2026-01-09,0.011846453576052013
2026-01-16,0.012265165932163412
2026-01-23,0.013057765789533868
2026-01-30,0.012656536576312343
2026-02-06,0.012298584773330411
2026-02-13,0.01212380627020645
2026-02-20,0.012743892612894348
2026-02-27,0.012763685696963041
2026-03-06,0.013428244695221142
2026-03-13,0.013064802483928722
2026-03-20,0.015576021345076284
2026-03-27,0.019381715825518044
2026-04-03,0.013572011588787791
2026-04-10,0.016692243105038203
