Date,gross_return,turnover,cost,net_return,wealth,drawdown
1966-03-25,0.0,0.0,0.0,0.0,1.0,0.0
1966-04-01,0.0,0.0,0.0,0.0,1.0,0.0
1966-04-08,0.0,0.0,0.0,0.0,1.0,0.0
1966-04-15,0.0,0.0,0.0,0.0,1.0,0.0
1966-04-22,0.0,0.0,0.0,0.0,1.0,0.0
1966-04-29,0.0,0.0,0.0,0.0,1.0,0.0
1966-05-06,0.0,0.0,0.0,0.0,1.0,0.0
1966-05-13,0.0,0.0,0.0,0.0,1.0,0.0
1966-05-20,0.0,0.0,0.0,0.0,1.0,0.0
1966-05-27,0.0,0.0,0.0,0.0,1.0,0.0
1966-06-03,0.0,0.0,0.0,0.0,1.0,0.0
1966-06-10,0.0,0.0,0.0,0.0,1.0,0.0
1966-06-17,0.0,0.0,0.0,0.0,1.0,0.0
1966-06-24,0.0,0.0,0.0,0.0,1.0,0.0
1966-07-01,0.0,0.0,0.0,0.0,1.0,0.0
1966-07-08,0.0,0.0,0.0,0.0,1.0,0.0
1966-07-15,0.0,0.0,0.0,0.0,1.0,0.0
1966-07-22,0.0,0.0,0.0,0.0,1.0,0.0
1966-07-29,0.0,0.0,0.0,0.0,1.0,0.0
1966-08-05,0.0,0.0,0.0,0.0,1.0,0.0
1966-08-12,0.0,0.0,0.0,0.0,1.0,0.0
1966-08-19,0.0,0.0,0.0,0.0,1.0,0.0
1966-08-26,0.0,0.0,0.0,0.0,1.0,0.0
1966-09-02,0.0,0.0,0.0,0.0,1.0,0.0
1966-09-09,0.0,0.0,0.0,0.0,1.0,0.0
1966-09-16,0.0,0.0,0.0,0.0,1.0,0.0
1966-09-23,0.0,0.0,0.0,0.0,1.0,0.0
1966-09-30,0.0,0.0,0.0,0.0,1.0,0.0
1966-10-07,0.0,0.0,0.0,0.0,1.0,0.0
1966-10-14,0.0,0.0,0.0,0.0,1.0,0.0
1966-10-21,0.0,0.0,0.0,0.0,1.0,0.0
1966-10-28,0.0,0.0,0.0,0.0,1.0,0.0
1966-11-04,0.0,0.0,0.0,0.0,1.0,0.0
1966-11-11,0.0,0.0,0.0,0.0,1.0,0.0
1966-11-18,0.0,0.0,0.0,0.0,1.0,0.0
1966-11-25,0.0,0.0,0.0,0.0,1.0,0.0
1966-12-02,0.0,0.0,0.0,0.0,1.0,0.0
1966-12-09,0.0,0.0,0.0,0.0,1.0,0.0
1966-12-16,0.0,0.0,0.0,0.0,1.0,0.0
1966-12-23,0.0,0.0,0.0,0.0,1.0,0.0
1966-12-30,0.0,0.0,0.0,0.0,1.0,0.0
1967-01-06,0.0,0.0,0.0,0.0,1.0,0.0
1967-01-13,0.0,0.0,0.0,0.0,1.0,0.0
1967-01-20,0.0,0.0,0.0,0.0,1.0,0.0
1967-01-27,0.0,0.0,0.0,0.0,1.0,0.0
1967-02-03,0.0,0.0,0.0,0.0,1.0,0.0
1967-02-10,0.0,0.0,0.0,0.0,1.0,0.0
1967-02-17,0.0,0.0,0.0,0.0,1.0,0.0
1967-02-24,0.0,0.0,0.0,0.0,1.0,0.0
1967-03-03,0.0,0.0,0.0,0.0,1.0,0.0
1967-03-10,0.0,0.0,0.0,0.0,1.0,0.0
1967-03-17,0.0,0.0,0.0,0.0,1.0,0.0
1967-03-24,0.0,0.0,0.0,0.0,1.0,0.0
1967-03-31,0.0,0.0,0.0,0.0,1.0,0.0
1967-04-07,0.0,0.0,0.0,0.0,1.0,0.0
1967-04-14,0.0,0.0,0.0,0.0,1.0,0.0
1967-04-21,0.0,0.0,0.0,0.0,1.0,0.0
1967-04-28,0.0,0.0,0.0,0.0,1.0,0.0
1967-05-05,0.0,0.0,0.0,0.0,1.0,0.0
1967-05-12,0.0,0.0,0.0,0.0,1.0,0.0
1967-05-19,0.0,0.0,0.0,0.0,1.0,0.0
1967-05-26,0.0,0.0,0.0,0.0,1.0,0.0
1967-06-02,0.0,0.0,0.0,0.0,1.0,0.0
1967-06-09,0.0,0.0,0.0,0.0,1.0,0.0
1967-06-16,0.0,0.0,0.0,0.0,1.0,0.0
1967-06-23,0.0,0.0,0.0,0.0,1.0,0.0
1967-06-30,0.0,0.0,0.0,0.0,1.0,0.0
1967-07-07,0.0,0.0,0.0,0.0,1.0,0.0
1967-07-14,0.0,0.0,0.0,0.0,1.0,0.0
1967-07-21,0.0,0.0,0.0,0.0,1.0,0.0
1967-07-28,0.0,0.0,0.0,0.0,1.0,0.0
1967-08-04,0.0,0.0,0.0,0.0,1.0,0.0
1967-08-11,0.0,0.0,0.0,0.0,1.0,0.0
1967-08-18,0.0,0.0,0.0,0.0,1.0,0.0
1967-08-25,0.0,0.0,0.0,0.0,1.0,0.0
1967-09-01,0.0,0.0,0.0,0.0,1.0,0.0
1967-09-08,0.0,0.0,0.0,0.0,1.0,0.0
1967-09-15,0.0,0.0,0.0,0.0,1.0,0.0
1967-09-22,0.0,0.0,0.0,0.0,1.0,0.0
1967-09-29,0.0,0.0,0.0,0.0,1.0,0.0
1967-10-06,0.0,0.0,0.0,0.0,1.0,0.0
1967-10-13,0.0,0.0,0.0,0.0,1.0,0.0
1967-10-20,0.0,0.0,0.0,0.0,1.0,0.0
1967-10-27,0.0,0.0,0.0,0.0,1.0,0.0
1967-11-03,0.0,0.0,0.0,0.0,1.0,0.0
1967-11-10,0.0,0.0,0.0,0.0,1.0,0.0
1967-11-17,0.0,0.0,0.0,0.0,1.0,0.0
1967-11-24,0.0,0.0,0.0,0.0,1.0,0.0
1967-12-01,0.0,0.0,0.0,0.0,1.0,0.0
1967-12-08,0.0,0.0,0.0,0.0,1.0,0.0
1967-12-15,0.0,0.0,0.0,0.0,1.0,0.0
1967-12-22,0.0,0.0,0.0,0.0,1.0,0.0
1967-12-29,0.0,0.0,0.0,0.0,1.0,0.0
1968-01-05,0.0,0.0,0.0,0.0,1.0,0.0
1968-01-12,0.0,0.0,0.0,0.0,1.0,0.0
1968-01-19,0.0,0.0,0.0,0.0,1.0,0.0
1968-01-26,0.0,0.0,0.0,0.0,1.0,0.0
1968-02-02,0.0,0.0,0.0,0.0,1.0,0.0
1968-02-09,0.0,0.0,0.0,0.0,1.0,0.0
1968-02-16,0.0,0.0,0.0,0.0,1.0,0.0
1968-02-23,0.0,0.0,0.0,0.0,1.0,0.0
1968-03-01,0.0,0.0,0.0,0.0,1.0,0.0
1968-03-08,0.0,0.0,0.0,0.0,1.0,0.0
1968-03-15,0.0,0.0,0.0,0.0,1.0,0.0
1968-03-22,0.0,0.0,0.0,0.0,1.0,0.0
1968-03-29,0.0,0.0,0.0,0.0,1.0,0.0
1968-04-05,0.0,0.0,0.0,0.0,1.0,0.0
1968-04-12,0.0,0.0,0.0,0.0,1.0,0.0
1968-04-19,0.0,0.0,0.0,0.0,1.0,0.0
1968-04-26,0.0,0.0,0.0,0.0,1.0,0.0
1968-05-03,0.0,0.0,0.0,0.0,1.0,0.0
1968-05-10,0.0,0.0,0.0,0.0,1.0,0.0
1968-05-17,0.0,0.0,0.0,0.0,1.0,0.0
1968-05-24,0.0,0.0,0.0,0.0,1.0,0.0
1968-05-31,0.0,0.0,0.0,0.0,1.0,0.0
1968-06-07,0.0,0.0,0.0,0.0,1.0,0.0
1968-06-14,0.0,0.0,0.0,0.0,1.0,0.0
1968-06-21,0.0,0.0,0.0,0.0,1.0,0.0
1968-06-28,0.0,0.0,0.0,0.0,1.0,0.0
1968-07-05,0.0,0.0,0.0,0.0,1.0,0.0
1968-07-12,0.0,0.0,0.0,0.0,1.0,0.0
1968-07-19,0.0,0.0,0.0,0.0,1.0,0.0
1968-07-26,0.0,0.0,0.0,0.0,1.0,0.0
1968-08-02,0.0,0.0,0.0,0.0,1.0,0.0
1968-08-09,0.0,0.0,0.0,0.0,1.0,0.0
1968-08-16,0.0,0.0,0.0,0.0,1.0,0.0
1968-08-23,0.0,0.0,0.0,0.0,1.0,0.0
1968-08-30,0.0,0.0,0.0,0.0,1.0,0.0
1968-09-06,0.0,0.0,0.0,0.0,1.0,0.0
1968-09-13,0.0,0.0,0.0,0.0,1.0,0.0
1968-09-20,0.0,0.0,0.0,0.0,1.0,0.0
1968-09-27,0.0,0.0,0.0,0.0,1.0,0.0
1968-10-04,0.0,0.0,0.0,0.0,1.0,0.0
1968-10-11,0.0,0.0,0.0,0.0,1.0,0.0
1968-10-18,0.0,0.0,0.0,0.0,1.0,0.0
1968-10-25,0.0,0.0,0.0,0.0,1.0,0.0
1968-11-01,0.0,0.0,0.0,0.0,1.0,0.0
1968-11-08,0.0,0.0,0.0,0.0,1.0,0.0
1968-11-15,0.0,0.0,0.0,0.0,1.0,0.0
1968-11-22,0.0,0.0,0.0,0.0,1.0,0.0
1968-11-29,0.0,0.0,0.0,0.0,1.0,0.0
1968-12-06,0.0,0.0,0.0,0.0,1.0,0.0
1968-12-13,0.0,0.0,0.0,0.0,1.0,0.0
1968-12-20,0.0,0.0,0.0,0.0,1.0,0.0
1968-12-27,0.0,0.0,0.0,0.0,1.0,0.0
1969-01-03,0.0,0.0,0.0,0.0,1.0,0.0
1969-01-10,0.0,0.0,0.0,0.0,1.0,0.0
1969-01-17,0.0,0.0,0.0,0.0,1.0,0.0
1969-01-24,0.0,0.0,0.0,0.0,1.0,0.0
1969-01-31,0.0,0.0,0.0,0.0,1.0,0.0
1969-02-07,0.0,0.0,0.0,0.0,1.0,0.0
1969-02-14,0.0,0.0,0.0,0.0,1.0,0.0
1969-02-21,0.0,0.0,0.0,0.0,1.0,0.0
1969-02-28,0.0,0.0,0.0,0.0,1.0,0.0
1969-03-07,0.0,0.0,0.0,0.0,1.0,0.0
1969-03-14,0.0,0.0,0.0,0.0,1.0,0.0
1969-03-21,0.0,0.0,0.0,0.0,1.0,0.0
1969-03-28,0.0,0.0,0.0,0.0,1.0,0.0
1969-04-04,0.0,0.0,0.0,0.0,1.0,0.0
1969-04-11,0.0,0.0,0.0,0.0,1.0,0.0
1969-04-18,0.0,0.0,0.0,0.0,1.0,0.0
1969-04-25,0.0,0.0,0.0,0.0,1.0,0.0
1969-05-02,0.0,0.0,0.0,0.0,1.0,0.0
1969-05-09,0.0,0.0,0.0,0.0,1.0,0.0
1969-05-16,0.0,0.0,0.0,0.0,1.0,0.0
1969-05-23,0.0,0.0,0.0,0.0,1.0,0.0
1969-05-30,0.0,0.0,0.0,0.0,1.0,0.0
1969-06-06,0.0,0.0,0.0,0.0,1.0,0.0
1969-06-13,0.0,0.0,0.0,0.0,1.0,0.0
1969-06-20,0.0,0.0,0.0,0.0,1.0,0.0
1969-06-27,0.0,0.0,0.0,0.0,1.0,0.0
1969-07-04,0.0,0.0,0.0,0.0,1.0,0.0
1969-07-11,0.0,0.0,0.0,0.0,1.0,0.0
1969-07-18,0.0,0.0,0.0,0.0,1.0,0.0
1969-07-25,0.0,0.0,0.0,0.0,1.0,0.0
1969-08-01,0.0,0.0,0.0,0.0,1.0,0.0
1969-08-08,0.0,0.0,0.0,0.0,1.0,0.0
1969-08-15,0.0,0.0,0.0,0.0,1.0,0.0
1969-08-22,0.0,0.0,0.0,0.0,1.0,0.0
1969-08-29,0.0,0.0,0.0,0.0,1.0,0.0
1969-09-05,0.0,0.0,0.0,0.0,1.0,0.0
1969-09-12,0.0,0.0,0.0,0.0,1.0,0.0
1969-09-19,0.0,0.0,0.0,0.0,1.0,0.0
1969-09-26,0.0,0.0,0.0,0.0,1.0,0.0
1969-10-03,0.0,0.0,0.0,0.0,1.0,0.0
1969-10-10,0.0,0.0,0.0,0.0,1.0,0.0
1969-10-17,0.0,0.0,0.0,0.0,1.0,0.0
1969-10-24,0.0,0.0,0.0,0.0,1.0,0.0
1969-10-31,0.0,0.0,0.0,0.0,1.0,0.0
1969-11-07,0.0,0.0,0.0,0.0,1.0,0.0
1969-11-14,0.0,0.0,0.0,0.0,1.0,0.0
1969-11-21,0.0,0.0,0.0,0.0,1.0,0.0
1969-11-28,0.0,0.0,0.0,0.0,1.0,0.0
1969-12-05,0.0,0.0,0.0,0.0,1.0,0.0
1969-12-12,0.0,0.0,0.0,0.0,1.0,0.0
1969-12-19,0.0,0.0,0.0,0.0,1.0,0.0
1969-12-26,0.0,0.0,0.0,0.0,1.0,0.0
1970-01-02,0.0,0.0,0.0,0.0,1.0,0.0
1970-01-09,0.0,0.0,0.0,0.0,1.0,0.0
1970-01-16,0.0,0.0,0.0,0.0,1.0,0.0
1970-01-23,0.0,0.0,0.0,0.0,1.0,0.0
1970-01-30,0.0,0.0,0.0,0.0,1.0,0.0
1970-02-06,0.0,0.0,0.0,0.0,1.0,0.0
1970-02-13,0.0,0.0,0.0,0.0,1.0,0.0
1970-02-20,0.0,0.0,0.0,0.0,1.0,0.0
1970-02-27,0.0,0.0,0.0,0.0,1.0,0.0
1970-03-06,0.0,0.0,0.0,0.0,1.0,0.0
1970-03-13,0.0,0.0,0.0,0.0,1.0,0.0
1970-03-20,0.0,0.0,0.0,0.0,1.0,0.0
1970-03-27,0.0,0.0,0.0,0.0,1.0,0.0
1970-04-03,0.0,0.0,0.0,0.0,1.0,0.0
1970-04-10,0.0,0.0,0.0,0.0,1.0,0.0
1970-04-17,0.0,0.0,0.0,0.0,1.0,0.0
1970-04-24,0.0,0.0,0.0,0.0,1.0,0.0
1970-05-01,0.0,0.0,0.0,0.0,1.0,0.0
1970-05-08,0.0,0.0,0.0,0.0,1.0,0.0
1970-05-15,0.0,0.0,0.0,0.0,1.0,0.0
1970-05-22,0.0,0.0,0.0,0.0,1.0,0.0
1970-05-29,0.0,0.0,0.0,0.0,1.0,0.0
1970-06-05,0.0,0.0,0.0,0.0,1.0,0.0
1970-06-12,0.0,0.0,0.0,0.0,1.0,0.0
1970-06-19,0.0,0.0,0.0,0.0,1.0,0.0
1970-06-26,0.0,0.0,0.0,0.0,1.0,0.0
1970-07-03,0.0,0.0,0.0,0.0,1.0,0.0
1970-07-10,0.0,0.0,0.0,0.0,1.0,0.0
1970-07-17,0.0,0.0,0.0,0.0,1.0,0.0
1970-07-24,0.0,0.0,0.0,0.0,1.0,0.0
1970-07-31,0.0,0.0,0.0,0.0,1.0,0.0
1970-08-07,0.0,0.0,0.0,0.0,1.0,0.0
