cik10,company_name_as_filed,sector,current_tickers,first_recent_decision,last_recent_decision,recent_decision_rows,validated_price_rows,batch_price_attempted,companyfacts_cached,single_current_ticker,queue_status,priority
0001075706,CITIZENS HOLDING CO /MS/,finance_insurance_real_estate,CIZN,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001114927,FIRST NORTHERN COMMUNITY BANCORP,finance_insurance_real_estate,FNRN,2017-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,19,0,False,False,True,acquire_price_and_facts,2
0001132651,AMES NATIONAL CORP,finance_insurance_real_estate,ATLO,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001141688,LANDMARK BANCORP INC,finance_insurance_real_estate,LARK,2018-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,15,0,False,False,True,acquire_price_and_facts,2
0001165002,WESTWOOD HOLDINGS GROUP INC,finance_insurance_real_estate,WHG,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001168455,PLUMAS BANCORP,finance_insurance_real_estate,PLBC,2018-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,15,0,False,False,True,acquire_price_and_facts,2
0001328598,INVESCO CURRENCYSHARES EURO TRUST,finance_insurance_real_estate,FXE,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001353611,INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,finance_insurance_real_estate,FXB,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,35,0,False,False,True,acquire_price_and_facts,2
0001353612,INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,finance_insurance_real_estate,FXC,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001353614,INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,finance_insurance_real_estate,FXA,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001353615,INVESCO CURRENCYSHARES SWISS FRANC TRUST,finance_insurance_real_estate,FXF,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001431567,OAK VALLEY BANCORP,finance_insurance_real_estate,OVLY,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001449794,"EMBASSY BANCORP, INC.",finance_insurance_real_estate,EMYB,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001494582,BOSTON OMAHA CORP,finance_insurance_real_estate,BOC,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001541119,"SOUND FINANCIAL BANCORP, INC.",finance_insurance_real_estate,SFBC,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001572334,VIRGINIA NATIONAL BANKSHARES CORP,finance_insurance_real_estate,VABK,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001605301,"CB FINANCIAL SERVICES, INC.",finance_insurance_real_estate,CBFV,2016-10-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,22,0,False,False,True,acquire_price_and_facts,2
0001642122,"ASSOCIATED CAPITAL GROUP, INC.",finance_insurance_real_estate,ACGP,2017-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,19,0,False,False,True,acquire_price_and_facts,2
0001716947,LEISURE ACQUISITION CORP.,finance_insurance_real_estate,ENSC,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001591670,FARMLAND PARTNERS INC.,finance_insurance_real_estate,FPI,2016-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,23,0,False,False,True,acquire_price_and_facts,2
0000063330,MAUI LAND & PINEAPPLE CO INC,finance_insurance_real_estate,MLP,2018-07-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,13,0,False,False,True,acquire_price_and_facts,2
0000767405,"SB FINANCIAL GROUP, INC.",finance_insurance_real_estate,SBFG,2018-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,14,0,False,False,True,acquire_price_and_facts,2
0001010470,PROVIDENT FINANCIAL HOLDINGS INC,finance_insurance_real_estate,PROV,2012-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,38,0,False,False,True,acquire_price_and_facts,2
0001713863,"RAFAEL HOLDINGS, INC.",finance_insurance_real_estate,RFL,2018-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,14,0,False,False,True,acquire_price_and_facts,2
0000036840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,finance_insurance_real_estate,FREVS,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,37,0,False,False,True,acquire_price_and_facts,2
0000086115,SAFEGUARD SCIENTIFICS INC,finance_insurance_real_estate,SFES,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,37,0,False,False,True,acquire_price_and_facts,2
0000793524,RESEARCH FRONTIERS INC,finance_insurance_real_estate,REFR,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,31,0,False,False,True,acquire_price_and_facts,2
0000844059,"FRP HOLDINGS, INC.",finance_insurance_real_estate,FRPH,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,37,0,False,False,True,acquire_price_and_facts,2
0001041368,RIVERVIEW BANCORP INC,finance_insurance_real_estate,RVSB,2015-10-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,23,0,False,False,True,acquire_price_and_facts,2
0001690080,KBL MERGER CORP. IV,finance_insurance_real_estate,FRMM,2019-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,7,0,False,False,True,acquire_price_and_facts,2
0001145255,HENNESSY ADVISORS INC,finance_insurance_real_estate,HNNA,2017-01-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001000045,NICHOLAS FINANCIAL INC,finance_insurance_real_estate,OMCC,2012-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,29,0,False,False,True,acquire_price_and_facts,2
0001001601,MGT CAPITAL INVESTMENTS INC,finance_insurance_real_estate,MGTI,2017-07-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,6,0,False,False,True,acquire_price_and_facts,2
0001171838,"SUNDANCE STRATEGIES, INC.",finance_insurance_real_estate,SUND,2015-07-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,13,0,False,False,True,acquire_price_and_facts,2
0000911421,PARTNERRE LTD,finance_insurance_real_estate,PREJF,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,True,acquire_price_and_facts,2
0001410428,VRINGO INC,finance_insurance_real_estate,XWEL,2014-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,11,0,False,False,True,acquire_price_and_facts,2
0000931182,ERP OPERATING LTD PARTNERSHIP,finance_insurance_real_estate,VRMK,2015-07-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,6,0,False,False,True,acquire_price_and_facts,2
0000754811,U S GLOBAL INVESTORS INC,finance_insurance_real_estate,GROW,2012-04-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,14,0,False,False,True,acquire_price_and_facts,2
0001383149,POWERSHARES DB US DOLLAR INDEX BEARISH FUND,finance_insurance_real_estate,UDN,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0000914122,"PERMA-PIPE INTERNATIONAL HOLDINGS, INC.",manufacturing,PPIH,2026-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,1,0,False,False,True,acquire_price_and_facts,2
0001141240,LIQUIDMETAL TECHNOLOGIES INC,manufacturing,LQMT,2015-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,27,0,False,False,True,acquire_price_and_facts,2
0001386570,"NIAGEN BIOSCIENCE, INC.",manufacturing,NAGE,2012-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,36,0,False,False,True,acquire_price_and_facts,2
0001562151,"CRIMSON WINE GROUP, LTD",manufacturing,CWGL,2015-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,30,0,False,False,True,acquire_price_and_facts,2
0001626878,XBIOTECH INC.,manufacturing,XBIT,2017-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,22,0,False,False,True,acquire_price_and_facts,2
0001280776,"IMMUNIC, INC.",manufacturing,IMUX,2016-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,25,0,False,False,True,acquire_price_and_facts,2
0000025743,"THERAPEUTICSMD, INC.",manufacturing,TXMD,2013-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,36,0,False,False,True,acquire_price_and_facts,2
0000318306,ABEONA THERAPEUTICS INC.,manufacturing,ABEO,2018-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,15,0,False,False,True,acquire_price_and_facts,2
0000706698,UTAH MEDICAL PRODUCTS INC,manufacturing,UTMD,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0000719135,APYX MEDICAL CORP,manufacturing,APYX,2019-10-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,10,0,False,False,True,acquire_price_and_facts,2
0000725363,CEL SCI CORP,manufacturing,CVM,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,37,0,False,False,True,acquire_price_and_facts,2
0000876343,"LINEAGE CELL THERAPEUTICS, INC.",manufacturing,LCTX,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0000889348,CPI AEROSTRUCTURES INC,manufacturing,CVU,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,35,0,False,False,True,acquire_price_and_facts,2
0001006281,"PROTALIX BIOTHERAPEUTICS, INC.",manufacturing,PLX,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001041024,"ROCKWELL MEDICAL, INC.",manufacturing,RMTI,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,40,0,False,False,True,acquire_price_and_facts,2
0001094038,"MARKER THERAPEUTICS, INC.",manufacturing,MRKR,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001133416,GALECTIN THERAPEUTICS INC,manufacturing,GALT,2015-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,22,0,False,False,True,acquire_price_and_facts,2
0001137883,BRAINSTORM CELL THERAPEUTICS INC.,manufacturing,BCLI,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001140215,"REED'S, INC.",manufacturing,REED,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001160308,SAVARA INC,manufacturing,SVRA,2012-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,28,0,False,False,True,acquire_price_and_facts,2
0001175151,CYTOSORBENTS CORP,manufacturing,CTSO,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001178253,SCYNEXIS INC,manufacturing,SCYX,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,22,0,False,False,True,acquire_price_and_facts,2
0001226616,MEDICINOVA INC,manufacturing,MNOV,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001227636,"NEURONETICS, INC.",manufacturing,STIM,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001253689,GLYCOMIMETICS INC,manufacturing,CBIO,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001289340,"STEREOTAXIS, INC.",manufacturing,STXS,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001307579,LIQTECH INTERNATIONAL INC,manufacturing,LIQT,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001325618,IRADIMED CORP,manufacturing,IRMD,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,20,0,False,False,True,acquire_price_and_facts,2
0001341235,"ALDEYRA THERAPEUTICS, INC.",manufacturing,ALDX,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001410098,CORMEDIX INC.,manufacturing,CRMD,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,20,0,False,False,True,acquire_price_and_facts,2
0001419041,"FORTE BIOSCIENCES, INC.",manufacturing,FBRX,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001427925,ACELRX PHARMACEUTICALS INC,manufacturing,TLPH,2014-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,32,0,False,False,True,acquire_price_and_facts,2
0001447028,ARBUTUS BIOPHARMA CORP,manufacturing,ABUS,2015-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,28,0,False,False,True,acquire_price_and_facts,2
0001479419,"KALA PHARMACEUTICALS, INC.",manufacturing,KALA,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001501697,"X4 PHARMACEUTICALS, INC",manufacturing,XFOR,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001510964,"CV SCIENCES, INC.",manufacturing,CVSI,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001526119,"VERASTEM, INC.",manufacturing,VSTM,2014-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,32,0,False,False,True,acquire_price_and_facts,2
0001527599,"SYNLOGIC, INC.",manufacturing,SYBX,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001530766,"BIOSIG TECHNOLOGIES, INC.",manufacturing,STEX,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001534120,CERECOR INC.,manufacturing,AVTX,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001544227,"MILLENDO THERAPEUTICS, INC.",manufacturing,TPST,2014-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,32,0,False,False,True,acquire_price_and_facts,2
0001549084,"EKSO BIONICS HOLDINGS, INC.",manufacturing,CHRN,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001566044,VYNE THERAPEUTICS INC.,manufacturing,YARW,2019-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,11,0,False,False,True,acquire_price_and_facts,2
0001582554,"MATINAS BIOPHARMA HOLDINGS, INC.",manufacturing,MTNB,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001595097,"CORBUS PHARMACEUTICALS HOLDINGS, INC.",manufacturing,CRBP,2017-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,19,0,False,False,True,acquire_price_and_facts,2
0001598646,"MINERVA NEUROSCIENCES, INC.",manufacturing,NERV,2016-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,23,0,False,False,True,acquire_price_and_facts,2
0001621832,"AQUA METALS, INC.",manufacturing,AQMS,2017-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,20,0,False,False,True,acquire_price_and_facts,2
0001625101,"PULSE BIOSCIENCES, INC.",manufacturing,PLSE,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001626971,"CORVUS PHARMACEUTICALS, INC.",manufacturing,CRVS,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,16,0,False,False,True,acquire_price_and_facts,2
0001645460,"CUE BIOPHARMA, INC.",manufacturing,CUE,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001660334,VERRICA PHARMACEUTICALS INC.,manufacturing,VRCA,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001668243,UROGEN PHARMA LTD.,manufacturing,URGN,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001680048,"MUSTANG BIO, INC.",manufacturing,MBIO,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001681087,"AVROBIO, INC.",manufacturing,TECX,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001690585,"MAGENTA THERAPEUTICS, INC.",manufacturing,DNTH,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001701108,"SPERO THERAPEUTICS, INC.",manufacturing,SPRO,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001705843,"CALYXT, INC.",manufacturing,CBUS,2019-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,12,0,False,False,True,acquire_price_and_facts,2
0001707502,SOLID BIOSCIENCES INC.,manufacturing,SLDB,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001720580,"ADICET BIO, INC.",manufacturing,ACET,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001727196,SCHOLAR ROCK HOLDING CORP,manufacturing,SRRK,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001735438,MEIRAGTX HOLDINGS PLC,manufacturing,MGTX,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001744494,AMCI ACQUISITION CORP.,manufacturing,ADNH,2020-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0000783412,DAILY JOURNAL CORP,manufacturing,DJCO,2014-10-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,29,0,False,False,True,acquire_price_and_facts,2
0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,manufacturing,NTIC,2015-10-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,21,0,False,False,True,acquire_price_and_facts,2
0000911216,PALATIN TECHNOLOGIES INC,manufacturing,PTN,2019-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,11,0,False,False,True,acquire_price_and_facts,2
0001158780,PLURISTEM THERAPEUTICS INC,manufacturing,PLUR,2012-10-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,36,0,False,False,True,acquire_price_and_facts,2
0001262104,"MEI PHARMA, INC.",manufacturing,LITS,2014-10-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,28,0,False,False,True,acquire_price_and_facts,2
0001370053,"ANAPTYSBIO, INC",manufacturing,ANAB,2018-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,14,0,False,False,True,acquire_price_and_facts,2
0000076267,PARK AEROSPACE CORP,manufacturing,PKE,2013-07-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,32,0,False,False,True,acquire_price_and_facts,2
0001053369,ELITE PHARMACEUTICALS INC /NV/,manufacturing,ELTP,2015-07-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001497253,"ORGANOVO HOLDINGS, INC.",manufacturing,VIVS,2014-07-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,28,0,False,False,True,acquire_price_and_facts,2
0001504678,"LOOP INDUSTRIES, INC.",manufacturing,LOOP,2018-10-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,11,0,False,False,True,acquire_price_and_facts,2
0001710340,"ETON PHARMACEUTICALS, INC.",manufacturing,ETON,2020-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,5,0,False,False,True,acquire_price_and_facts,2
0000006176,AMPCO PITTSBURGH CORP,manufacturing,AP,2012-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,36,0,False,False,True,acquire_price_and_facts,2
0001211583,FENNEC PHARMACEUTICALS INC.,manufacturing,FENC,2019-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001374690,"ZAFGEN, INC.",manufacturing,LRMR,2016-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,20,0,False,False,True,acquire_price_and_facts,2
0001388320,"ACTINIUM PHARMACEUTICALS, INC.",manufacturing,ATNM,2015-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,24,0,False,False,True,acquire_price_and_facts,2
0001412486,"COCRYSTAL PHARMA, INC.",manufacturing,COCP,2013-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,26,0,False,False,True,acquire_price_and_facts,2
0001422142,"AERPIO PHARMACEUTICALS, INC.",manufacturing,WHWK,2019-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,8,0,False,False,True,acquire_price_and_facts,2
0001610853,"HELIUS MEDICAL TECHNOLOGIES, INC.",manufacturing,HSDT,2018-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,11,0,False,False,True,acquire_price_and_facts,2
